primary_key,codes,Perm_crop,year,Nr
186,111160102,Industrial crops,1999,
187,111160102,Industrial crops,2009,
188,111160102,Industrial crops,2019,
189,111160102,Fresh vegetables,1989,
190,111160102,Fresh vegetables,1999,
191,111160102,Fresh vegetables,2009,
192,111160102,Fresh vegetables,2019,
193,111160102,Other temporary crops,1989,67
194,111160102,Other temporary crops,1999,4
195,111160102,Other temporary crops,2009,
196,111160102,Other temporary crops,2019,
197,111160104,Total,1989,39
198,111160104,Total,1999,30
199,111160104,Total,2009,22
200,111160104,Total,2019,18
201,111160104,Cereals,1989,34
202,111160104,Cereals,1999,29
203,111160104,Cereals,2009,22
204,111160104,Cereals,2019,16
205,111160104,Dried pulses,1989,33
206,111160104,Dried pulses,1999,20
207,111160104,Dried pulses,2009,5
208,111160104,Dried pulses,2019,4
209,111160104,Potatoes,1989,37
210,111160104,Potatoes,1999,12
211,111160104,Potatoes,2009,21
212,111160104,Potatoes,2019,4
213,111160104,Industrial crops,1989,
214,111160104,Industrial crops,1999,
215,111160104,Industrial crops,2009,
216,111160104,Industrial crops,2019,
217,111160104,Fresh vegetables,1989,
218,111160104,Fresh vegetables,1999,
219,111160104,Fresh vegetables,2009,
220,111160104,Fresh vegetables,2019,1
221,111160104,Other temporary crops,1989,28
222,111160104,Other temporary crops,1999,26
223,111160104,Other temporary crops,2009,1
224,111160104,Other temporary crops,2019,
225,111160105,Total,1989,92
226,111160105,Total,1999,64
227,111160105,Total,2009,22
228,111160105,Total,2019,8
229,111160105,Cereals,1989,92
230,111160105,Cereals,1999,60
231,111160105,Cereals,2009,18
232,111160105,Cereals,2019,3
233,111160105,Dried pulses,1989,92
234,111160105,Dried pulses,1999,47
235,111160105,Dried pulses,2009,14
236,111160105,Dried pulses,2019,
237,111160105,Potatoes,1989,85
238,111160105,Potatoes,1999,48
239,111160105,Potatoes,2009,21
240,111160105,Potatoes,2019,3
241,111160105,Industrial crops,1989,
242,111160105,Industrial crops,1999,
243,111160105,Industrial crops,2009,
244,111160105,Industrial crops,2019,
245,111160105,Fresh vegetables,1989,
246,111160105,Fresh vegetables,1999,1
247,111160105,Fresh vegetables,2009,
248,111160105,Fresh vegetables,2019,1
249,111160105,Other temporary crops,1989,54
250,111160105,Other temporary crops,1999,11
251,111160105,Other temporary crops,2009,
252,111160105,Other temporary crops,2019,
253,111160106,Total,1989,211
254,111160106,Total,1999,133
255,111160106,Total,2009,106
256,111160106,Total,2019,68
257,111160106,Cereals,1989,207
258,111160106,Cereals,1999,129
259,111160106,Cereals,2009,103
260,111160106,Cereals,2019,49
261,111160106,Dried pulses,1989,207
262,111160106,Dried pulses,1999,108
263,111160106,Dried pulses,2009,82
264,111160106,Dried pulses,2019,2
265,111160106,Potatoes,1989,194
266,111160106,Potatoes,1999,82
267,111160106,Potatoes,2009,52
268,111160106,Potatoes,2019,
269,111160106,Industrial crops,1989,
270,111160106,Industrial crops,1999,
271,111160106,Industrial crops,2009,
272,111160106,Industrial crops,2019,
273,111160106,Fresh vegetables,1989,1
274,111160106,Fresh vegetables,1999,
275,111160106,Fresh vegetables,2009,1
276,111160106,Fresh vegetables,2019,
277,111160106,Other temporary crops,1989,130
278,111160106,Other temporary crops,1999,12
279,111160106,Other temporary crops,2009,
280,111160106,Other temporary crops,2019,
281,111160108,Total,1989,80
282,111160108,Total,1999,56
283,111160108,Total,2009,36
284,111160108,Total,2019,16
285,111160108,Cereals,1989,79
286,111160108,Cereals,1999,52
287,111160108,Cereals,2009,30
288,111160108,Cereals,2019,11
289,111160108,Dried pulses,1989,78
290,111160108,Dried pulses,1999,22
291,111160108,Dried pulses,2009,2
292,111160108,Dried pulses,2019,2
293,111160108,Potatoes,1989,80
294,111160108,Potatoes,1999,52
295,111160108,Potatoes,2009,23
296,111160108,Potatoes,2019,12
297,111160108,Industrial crops,1989,
298,111160108,Industrial crops,1999,
299,111160108,Industrial crops,2009,
300,111160108,Industrial crops,2019,
301,111160108,Fresh vegetables,1989,1
302,111160108,Fresh vegetables,1999,1
303,111160108,Fresh vegetables,2009,2
304,111160108,Fresh vegetables,2019,
305,111160108,Other temporary crops,1989,73
306,111160108,Other temporary crops,1999,5
307,111160108,Other temporary crops,2009,
308,111160108,Other temporary crops,2019,
309,111160109,Total,1989,87
310,111160109,Total,1999,63
311,111160109,Total,2009,25
312,111160109,Total,2019,20
313,111160109,Cereals,1989,86
314,111160109,Cereals,1999,54
315,111160109,Cereals,2009,21
316,111160109,Cereals,2019,16
317,111160109,Dried pulses,1989,86
318,111160109,Dried pulses,1999,50
319,111160109,Dried pulses,2009,17
320,111160109,Dried pulses,2019,3
321,111160109,Potatoes,1989,75
322,111160109,Potatoes,1999,58
323,111160109,Potatoes,2009,10
324,111160109,Potatoes,2019,4
325,111160109,Industrial crops,1989,
326,111160109,Industrial crops,1999,1
327,111160109,Industrial crops,2009,
328,111160109,Industrial crops,2019,
329,111160109,Fresh vegetables,1989,1
330,111160109,Fresh vegetables,1999,5
331,111160109,Fresh vegetables,2009,1
332,111160109,Fresh vegetables,2019,1
333,111160109,Other temporary crops,1989,75
334,111160109,Other temporary crops,1999,30
335,111160109,Other temporary crops,2009,14
336,111160109,Other temporary crops,2019,
337,111160113,Total,1989,131
338,111160113,Total,1999,89
339,111160113,Total,2009,46
340,111160113,Total,2019,64
341,111160113,Cereals,1989,130
342,111160113,Cereals,1999,86
343,111160113,Cereals,2009,46
344,111160113,Cereals,2019,40
345,111160113,Dried pulses,1989,127
346,111160113,Dried pulses,1999,52
347,111160113,Dried pulses,2009,14
348,111160113,Dried pulses,2019,26
349,111160113,Potatoes,1989,123
350,111160113,Potatoes,1999,83
351,111160113,Potatoes,2009,37
352,111160113,Potatoes,2019,59
353,111160113,Industrial crops,1989,
354,111160113,Industrial crops,1999,
355,111160113,Industrial crops,2009,
356,111160113,Industrial crops,2019,
357,111160113,Fresh vegetables,1989,
358,111160113,Fresh vegetables,1999,
359,111160113,Fresh vegetables,2009,
360,111160113,Fresh vegetables,2019,
361,111160113,Other temporary crops,1989,51
362,111160113,Other temporary crops,1999,1
363,111160113,Other temporary crops,2009,
364,111160113,Other temporary crops,2019,
365,111160115,Total,1989,191
366,111160115,Total,1999,148
367,111160115,Total,2009,100
368,111160115,Total,2019,64
369,111160115,Cereals,1989,191
370,111160115,Cereals,1999,140
371,111160115,Cereals,2009,93
372,111160115,Cereals,2019,39
373,111160115,Dried pulses,1989,184
374,111160115,Dried pulses,1999,118
375,111160115,Dried pulses,2009,59
376,111160115,Dried pulses,2019,4
377,111160115,Potatoes,1989,125
378,111160115,Potatoes,1999,140
379,111160115,Potatoes,2009,61
380,111160115,Potatoes,2019,17
381,111160115,Industrial crops,1989,
382,111160115,Industrial crops,1999,
383,111160115,Industrial crops,2009,1
384,111160115,Industrial crops,2019,1
385,111160115,Fresh vegetables,1989,
386,111160115,Fresh vegetables,1999,
387,111160115,Fresh vegetables,2009,2
388,111160115,Fresh vegetables,2019,14
389,111160115,Other temporary crops,1989,179
390,111160115,Other temporary crops,1999,95
391,111160115,Other temporary crops,2009,8
392,111160115,Other temporary crops,2019,
393,111160142,Total,1989,65
394,111160142,Total,1999,44
395,111160142,Total,2009,27
396,111160142,Total,2019,19
397,111160142,Cereals,1989,64
398,111160142,Cereals,1999,41
399,111160142,Cereals,2009,25
400,111160142,Cereals,2019,10
401,111160142,Dried pulses,1989,60
402,111160142,Dried pulses,1999,40
403,111160142,Dried pulses,2009,4
404,111160142,Dried pulses,2019,8
405,111160142,Potatoes,1989,62
406,111160142,Potatoes,1999,41
407,111160142,Potatoes,2009,13
408,111160142,Potatoes,2019,18
409,111160142,Industrial crops,1989,
410,111160142,Industrial crops,1999,
411,111160142,Industrial crops,2009,
412,111160142,Industrial crops,2019,
413,111160142,Fresh vegetables,1989,1
414,111160142,Fresh vegetables,1999,1
415,111160142,Fresh vegetables,2009,1
416,111160142,Fresh vegetables,2019,
417,111160142,Other temporary crops,1989,58
418,111160142,Other temporary crops,1999,
419,111160142,Other temporary crops,2009,
420,111160142,Other temporary crops,2019,
421,111160121,Total,1989,171
422,111160121,Total,1999,74
423,111160121,Total,2009,47
424,111160121,Total,2019,27
425,111160121,Cereals,1989,148
426,111160121,Cereals,1999,68
427,111160121,Cereals,2009,40
428,111160121,Cereals,2019,21
429,111160121,Dried pulses,1989,147
430,111160121,Dried pulses,1999,32
431,111160121,Dried pulses,2009,23
432,111160121,Dried pulses,2019,
433,111160121,Potatoes,1989,164
434,111160121,Potatoes,1999,57
435,111160121,Potatoes,2009,32
436,111160121,Potatoes,2019,1
437,111160121,Industrial crops,1989,
438,111160121,Industrial crops,1999,
439,111160121,Industrial crops,2009,
440,111160121,Industrial crops,2019,
441,111160121,Fresh vegetables,1989,1
442,111160121,Fresh vegetables,1999,
443,111160121,Fresh vegetables,2009,1
444,111160121,Fresh vegetables,2019,2
445,111160121,Other temporary crops,1989,129
446,111160121,Other temporary crops,1999,
447,111160121,Other temporary crops,2009,
448,111160121,Other temporary crops,2019,
449,111160122,Total,1989,94
450,111160122,Total,1999,52
451,111160122,Total,2009,32
452,111160122,Total,2019,18
453,111160122,Cereals,1989,88
454,111160122,Cereals,1999,50
455,111160122,Cereals,2009,24
456,111160122,Cereals,2019,14
457,111160122,Dried pulses,1989,89
458,111160122,Dried pulses,1999,43
459,111160122,Dried pulses,2009,10
460,111160122,Dried pulses,2019,4
461,111160122,Potatoes,1989,89
462,111160122,Potatoes,1999,29
463,111160122,Potatoes,2009,21
464,111160122,Potatoes,2019,
465,111160122,Industrial crops,1989,
466,111160122,Industrial crops,1999,1
467,111160122,Industrial crops,2009,
468,111160122,Industrial crops,2019,
469,111160122,Fresh vegetables,1989,2
470,111160122,Fresh vegetables,1999,1
471,111160122,Fresh vegetables,2009,3
472,111160122,Fresh vegetables,2019,2
473,111160122,Other temporary crops,1989,82
474,111160122,Other temporary crops,1999,48
475,111160122,Other temporary crops,2009,2
476,111160122,Other temporary crops,2019,
477,111160123,Total,1989,54
478,111160123,Total,1999,46
479,111160123,Total,2009,24
480,111160123,Total,2019,25
481,111160123,Cereals,1989,54
482,111160123,Cereals,1999,44
483,111160123,Cereals,2009,23
484,111160123,Cereals,2019,20
485,111160123,Dried pulses,1989,53
486,111160123,Dried pulses,1999,42
487,111160123,Dried pulses,2009,17
488,111160123,Dried pulses,2019,3
489,111160123,Potatoes,1989,22
490,111160123,Potatoes,1999,14
491,111160123,Potatoes,2009,13
492,111160123,Potatoes,2019,8
493,111160123,Industrial crops,1989,
494,111160123,Industrial crops,1999,
495,111160123,Industrial crops,2009,
496,111160123,Industrial crops,2019,1
497,111160123,Fresh vegetables,1989,2
498,111160123,Fresh vegetables,1999,
499,111160123,Fresh vegetables,2009,1
500,111160123,Fresh vegetables,2019,4
501,111160123,Other temporary crops,1989,49
502,111160123,Other temporary crops,1999,42
503,111160123,Other temporary crops,2009,
504,111160123,Other temporary crops,2019,
505,111160124,Total,1989,58
506,111160124,Total,1999,31
507,111160124,Total,2009,25
508,111160124,Total,2019,21
509,111160124,Cereals,1989,53
510,111160124,Cereals,1999,27
511,111160124,Cereals,2009,16
512,111160124,Cereals,2019,13
513,111160124,Dried pulses,1989,53
514,111160124,Dried pulses,1999,21
515,111160124,Dried pulses,2009,8
516,111160124,Dried pulses,2019,
517,111160124,Potatoes,1989,44
518,111160124,Potatoes,1999,
519,111160124,Potatoes,2009,1
520,111160124,Potatoes,2019,3
521,111160124,Industrial crops,1989,
522,111160124,Industrial crops,1999,
523,111160124,Industrial crops,2009,
524,111160124,Industrial crops,2019,
525,111160124,Fresh vegetables,1989,1
526,111160124,Fresh vegetables,1999,2
527,111160124,Fresh vegetables,2009,
528,111160124,Fresh vegetables,2019,1
529,111160124,Other temporary crops,1989,49
530,111160124,Other temporary crops,1999,23
531,111160124,Other temporary crops,2009,
532,111160124,Other temporary crops,2019,
533,111160125,Total,1989,78
534,111160125,Total,1999,54
535,111160125,Total,2009,47
536,111160125,Total,2019,15
537,111160125,Cereals,1989,78
538,111160125,Cereals,1999,53
539,111160125,Cereals,2009,42
540,111160125,Cereals,2019,13
541,111160125,Dried pulses,1989,77
542,111160125,Dried pulses,1999,12
543,111160125,Dried pulses,2009,36
544,111160125,Dried pulses,2019,3
545,111160125,Potatoes,1989,38
546,111160125,Potatoes,1999,45
547,111160125,Potatoes,2009,47
548,111160125,Potatoes,2019,10
549,111160125,Industrial crops,1989,
550,111160125,Industrial crops,1999,
551,111160125,Industrial crops,2009,
552,111160125,Industrial crops,2019,
553,111160125,Fresh vegetables,1989,
554,111160125,Fresh vegetables,1999,5
555,111160125,Fresh vegetables,2009,
556,111160125,Fresh vegetables,2019,
557,111160125,Other temporary crops,1989,72
558,111160125,Other temporary crops,1999,31
559,111160125,Other temporary crops,2009,
560,111160125,Other temporary crops,2019,
561,111160128,Total,1989,112
562,111160128,Total,1999,84
563,111160128,Total,2009,53
564,111160128,Total,2019,33
565,111160128,Cereals,1989,107
566,111160128,Cereals,1999,74
567,111160128,Cereals,2009,43
568,111160128,Cereals,2019,29
569,111160128,Dried pulses,1989,105
570,111160128,Dried pulses,1999,66
571,111160128,Dried pulses,2009,1
572,111160128,Dried pulses,2019,4
573,111160128,Potatoes,1989,112
574,111160128,Potatoes,1999,82
575,111160128,Potatoes,2009,43
576,111160128,Potatoes,2019,5
577,111160128,Industrial crops,1989,
578,111160128,Industrial crops,1999,
579,111160128,Industrial crops,2009,
580,111160128,Industrial crops,2019,
581,111160128,Fresh vegetables,1989,3
582,111160128,Fresh vegetables,1999,1
583,111160128,Fresh vegetables,2009,1
584,111160128,Fresh vegetables,2019,
585,111160128,Other temporary crops,1989,106
586,111160128,Other temporary crops,1999,17
587,111160128,Other temporary crops,2009,
588,111160128,Other temporary crops,2019,
589,111160131,Total,1989,140
590,111160131,Total,1999,74
591,111160131,Total,2009,44
592,111160131,Total,2019,33
593,111160131,Cereals,1989,117
594,111160131,Cereals,1999,69
595,111160131,Cereals,2009,37
596,111160131,Cereals,2019,27
597,111160131,Dried pulses,1989,117
598,111160131,Dried pulses,1999,63
599,111160131,Dried pulses,2009,9
600,111160131,Dried pulses,2019,1
601,111160131,Potatoes,1989,138
602,111160131,Potatoes,1999,71
603,111160131,Potatoes,2009,30
604,111160131,Potatoes,2019,3
605,111160131,Industrial crops,1989,
606,111160131,Industrial crops,1999,
607,111160131,Industrial crops,2009,
608,111160131,Industrial crops,2019,
609,111160131,Fresh vegetables,1989,
610,111160131,Fresh vegetables,1999,
611,111160131,Fresh vegetables,2009,
612,111160131,Fresh vegetables,2019,
613,111160131,Other temporary crops,1989,116
614,111160131,Other temporary crops,1999,58
615,111160131,Other temporary crops,2009,
616,111160131,Other temporary crops,2019,
617,111160130,Total,1989,257
618,111160130,Total,1999,140
619,111160130,Total,2009,125
620,111160130,Total,2019,41
621,111160130,Cereals,1989,228
622,111160130,Cereals,1999,122
623,111160130,Cereals,2009,81
624,111160130,Cereals,2019,31
625,111160130,Dried pulses,1989,227
626,111160130,Dried pulses,1999,106
627,111160130,Dried pulses,2009,41
628,111160130,Dried pulses,2019,1
629,111160130,Potatoes,1989,249
630,111160130,Potatoes,1999,67
631,111160130,Potatoes,2009,112
632,111160130,Potatoes,2019,5
633,111160130,Industrial crops,1989,
634,111160130,Industrial crops,1999,
635,111160130,Industrial crops,2009,
636,111160130,Industrial crops,2019,
637,111160130,Fresh vegetables,1989,1
638,111160130,Fresh vegetables,1999,
639,111160130,Fresh vegetables,2009,
640,111160130,Fresh vegetables,2019,
641,111160130,Other temporary crops,1989,212
642,111160130,Other temporary crops,1999,34
643,111160130,Other temporary crops,2009,3
644,111160130,Other temporary crops,2019,
645,111160133,Total,1989,156
646,111160133,Total,1999,88
647,111160133,Total,2009,45
648,111160133,Total,2019,26
649,111160133,Cereals,1989,139
650,111160133,Cereals,1999,81
651,111160133,Cereals,2009,37
652,111160133,Cereals,2019,20
653,111160133,Dried pulses,1989,139
654,111160133,Dried pulses,1999,59
655,111160133,Dried pulses,2009,31
656,111160133,Dried pulses,2019,2
657,111160133,Potatoes,1989,156
658,111160133,Potatoes,1999,76
659,111160133,Potatoes,2009,26
660,111160133,Potatoes,2019,8
661,111160133,Industrial crops,1989,
662,111160133,Industrial crops,1999,
663,111160133,Industrial crops,2009,
664,111160133,Industrial crops,2019,
665,111160133,Fresh vegetables,1989,
666,111160133,Fresh vegetables,1999,
667,111160133,Fresh vegetables,2009,
668,111160133,Fresh vegetables,2019,
669,111160133,Other temporary crops,1989,135
670,111160133,Other temporary crops,1999,66
671,111160133,Other temporary crops,2009,8
672,111160133,Other temporary crops,2019,
673,111160144,Total,1989,110
674,111160144,Total,1999,70
675,111160144,Total,2009,55
676,111160144,Total,2019,20
677,111160144,Cereals,1989,96
678,111160144,Cereals,1999,68
679,111160144,Cereals,2009,44
680,111160144,Cereals,2019,18
681,111160144,Dried pulses,1989,96
682,111160144,Dried pulses,1999,61
683,111160144,Dried pulses,2009,33
684,111160144,Dried pulses,2019,
685,111160144,Potatoes,1989,108
686,111160144,Potatoes,1999,59
687,111160144,Potatoes,2009,54
688,111160144,Potatoes,2019,
689,111160144,Industrial crops,1989,
690,111160144,Industrial crops,1999,
691,111160144,Industrial crops,2009,
692,111160144,Industrial crops,2019,
693,111160144,Fresh vegetables,1989,
694,111160144,Fresh vegetables,1999,
695,111160144,Fresh vegetables,2009,
696,111160144,Fresh vegetables,2019,
697,111160144,Other temporary crops,1989,95
698,111160144,Other temporary crops,1999,7
699,111160144,Other temporary crops,2009,
700,111160144,Other temporary crops,2019,
701,111160145,Total,1989,122
702,111160145,Total,1999,107
703,111160145,Total,2009,70
704,111160145,Total,2019,52
705,111160145,Cereals,1989,121
706,111160145,Cereals,1999,103
707,111160145,Cereals,2009,68
708,111160145,Cereals,2019,45
709,111160145,Dried pulses,1989,120
710,111160145,Dried pulses,1999,100
711,111160145,Dried pulses,2009,54
712,111160145,Dried pulses,2019,2
713,111160145,Potatoes,1989,114
714,111160145,Potatoes,1999,98
715,111160145,Potatoes,2009,34
716,111160145,Potatoes,2019,1
717,111160145,Industrial crops,1989,
718,111160145,Industrial crops,1999,
719,111160145,Industrial crops,2009,
720,111160145,Industrial crops,2019,
721,111160145,Fresh vegetables,1989,
722,111160145,Fresh vegetables,1999,
723,111160145,Fresh vegetables,2009,
724,111160145,Fresh vegetables,2019,1
725,111160145,Other temporary crops,1989,107
726,111160145,Other temporary crops,1999,49
727,111160145,Other temporary crops,2009,
728,111160145,Other temporary crops,2019,
729,111160146,Total,1989,283
730,111160146,Total,1999,171
731,111160146,Total,2009,108
732,111160146,Total,2019,43
733,111160146,Cereals,1989,277
734,111160146,Cereals,1999,161
735,111160146,Cereals,2009,93
736,111160146,Cereals,2019,29
737,111160146,Dried pulses,1989,276
738,111160146,Dried pulses,1999,101
739,111160146,Dried pulses,2009,65
740,111160146,Dried pulses,2019,2
741,111160146,Potatoes,1989,161
742,111160146,Potatoes,1999,132
743,111160146,Potatoes,2009,97
744,111160146,Potatoes,2019,16
745,111160146,Industrial crops,1989,
746,111160146,Industrial crops,1999,
747,111160146,Industrial crops,2009,
748,111160146,Industrial crops,2019,
749,111160146,Fresh vegetables,1989,1
750,111160146,Fresh vegetables,1999,
751,111160146,Fresh vegetables,2009,
752,111160146,Fresh vegetables,2019,
753,111160146,Other temporary crops,1989,265
754,111160146,Other temporary crops,1999,20
755,111160146,Other temporary crops,2009,
756,111160146,Other temporary crops,2019,
757,111160152,Total,1989,138
758,111160152,Total,1999,94
759,111160152,Total,2009,51
760,111160152,Total,2019,31
761,111160152,Cereals,1989,132
762,111160152,Cereals,1999,92
763,111160152,Cereals,2009,47
764,111160152,Cereals,2019,18
765,111160152,Dried pulses,1989,128
766,111160152,Dried pulses,1999,63
767,111160152,Dried pulses,2009,11
768,111160152,Dried pulses,2019,
769,111160152,Potatoes,1989,70
770,111160152,Potatoes,1999,48
771,111160152,Potatoes,2009,13
772,111160152,Potatoes,2019,1
773,111160152,Industrial crops,1989,
774,111160152,Industrial crops,1999,
775,111160152,Industrial crops,2009,
776,111160152,Industrial crops,2019,
777,111160152,Fresh vegetables,1989,
778,111160152,Fresh vegetables,1999,8
779,111160152,Fresh vegetables,2009,
780,111160152,Fresh vegetables,2019,
781,111160152,Other temporary crops,1989,120
782,111160152,Other temporary crops,1999,24
783,111160152,Other temporary crops,2009,6
784,111160152,Other temporary crops,2019,
785,111160154,Total,1989,77
786,111160154,Total,1999,29
787,111160154,Total,2009,20
788,111160154,Total,2019,21
789,111160154,Cereals,1989,62
790,111160154,Cereals,1999,24
791,111160154,Cereals,2009,16
792,111160154,Cereals,2019,14
793,111160154,Dried pulses,1989,57
794,111160154,Dried pulses,1999,19
795,111160154,Dried pulses,2009,
796,111160154,Dried pulses,2019,2
797,111160154,Potatoes,1989,67
798,111160154,Potatoes,1999,21
799,111160154,Potatoes,2009,16
800,111160154,Potatoes,2019,8
801,111160154,Industrial crops,1989,
802,111160154,Industrial crops,1999,
803,111160154,Industrial crops,2009,
804,111160154,Industrial crops,2019,
805,111160154,Fresh vegetables,1989,17
806,111160154,Fresh vegetables,1999,3
807,111160154,Fresh vegetables,2009,1
808,111160154,Fresh vegetables,2019,
809,111160154,Other temporary crops,1989,50
810,111160154,Other temporary crops,1999,18
811,111160154,Other temporary crops,2009,1
812,111160154,Other temporary crops,2019,1
813,111160153,Total,1989,70
814,111160153,Total,1999,50
815,111160153,Total,2009,33
816,111160153,Total,2019,22
817,111160153,Cereals,1989,62
818,111160153,Cereals,1999,41
819,111160153,Cereals,2009,21
820,111160153,Cereals,2019,12
821,111160153,Dried pulses,1989,60
822,111160153,Dried pulses,1999,32
823,111160153,Dried pulses,2009,8
824,111160153,Dried pulses,2019,1
825,111160153,Potatoes,1989,44
826,111160153,Potatoes,1999,29
827,111160153,Potatoes,2009,28
828,111160153,Potatoes,2019,5
829,111160153,Industrial crops,1989,1
830,111160153,Industrial crops,1999,
831,111160153,Industrial crops,2009,1
832,111160153,Industrial crops,2019,
833,111160153,Fresh vegetables,1989,
834,111160153,Fresh vegetables,1999,4
835,111160153,Fresh vegetables,2009,3
836,111160153,Fresh vegetables,2019,2
837,111160153,Other temporary crops,1989,55
838,111160153,Other temporary crops,1999,24
839,111160153,Other temporary crops,2009,
840,111160153,Other temporary crops,2019,
841,111160155,Total,1989,106
842,111160155,Total,1999,71
843,111160155,Total,2009,43
844,111160155,Total,2019,28
845,111160155,Cereals,1989,101
846,111160155,Cereals,1999,68
847,111160155,Cereals,2009,40
848,111160155,Cereals,2019,26
849,111160155,Dried pulses,1989,101
850,111160155,Dried pulses,1999,53
851,111160155,Dried pulses,2009,23
852,111160155,Dried pulses,2019,8
853,111160155,Potatoes,1989,100
854,111160155,Potatoes,1999,17
855,111160155,Potatoes,2009,4
856,111160155,Potatoes,2019,24
857,111160155,Industrial crops,1989,
858,111160155,Industrial crops,1999,
859,111160155,Industrial crops,2009,
860,111160155,Industrial crops,2019,
861,111160155,Fresh vegetables,1989,
862,111160155,Fresh vegetables,1999,
863,111160155,Fresh vegetables,2009,
864,111160155,Fresh vegetables,2019,
865,111160155,Other temporary crops,1989,98
866,111160155,Other temporary crops,1999,60
867,111160155,Other temporary crops,2009,3
868,111160155,Other temporary crops,2019,
869,111160156,Total,1989,163
870,111160156,Total,1999,113
871,111160156,Total,2009,74
872,111160156,Total,2019,45
873,111160156,Cereals,1989,162
874,111160156,Cereals,1999,101
875,111160156,Cereals,2009,65
876,111160156,Cereals,2019,37
877,111160156,Dried pulses,1989,160
878,111160156,Dried pulses,1999,98
879,111160156,Dried pulses,2009,47
880,111160156,Dried pulses,2019,2
881,111160156,Potatoes,1989,121
882,111160156,Potatoes,1999,105
883,111160156,Potatoes,2009,65
884,111160156,Potatoes,2019,8
885,111160156,Industrial crops,1989,
886,111160156,Industrial crops,1999,
887,111160156,Industrial crops,2009,
888,111160156,Industrial crops,2019,
889,111160156,Fresh vegetables,1989,
890,111160156,Fresh vegetables,1999,
891,111160156,Fresh vegetables,2009,
892,111160156,Fresh vegetables,2019,4
893,111160156,Other temporary crops,1989,120
894,111160156,Other temporary crops,1999,45
895,111160156,Other temporary crops,2009,
896,111160156,Other temporary crops,2019,
897,111160157,Total,1989,102
898,111160157,Total,1999,70
899,111160157,Total,2009,47
900,111160157,Total,2019,31
901,111160157,Cereals,1989,96
902,111160157,Cereals,1999,63
903,111160157,Cereals,2009,37
904,111160157,Cereals,2019,19
905,111160157,Dried pulses,1989,96
906,111160157,Dried pulses,1999,44
907,111160157,Dried pulses,2009,21
908,111160157,Dried pulses,2019,7
909,111160157,Potatoes,1989,93
910,111160157,Potatoes,1999,23
911,111160157,Potatoes,2009,44
912,111160157,Potatoes,2019,2
913,111160157,Industrial crops,1989,
914,111160157,Industrial crops,1999,
915,111160157,Industrial crops,2009,
916,111160157,Industrial crops,2019,
917,111160157,Fresh vegetables,1989,
918,111160157,Fresh vegetables,1999,2
919,111160157,Fresh vegetables,2009,1
920,111160157,Fresh vegetables,2019,
921,111160157,Other temporary crops,1989,76
922,111160157,Other temporary crops,1999,49
923,111160157,Other temporary crops,2009,1
924,111160157,Other temporary crops,2019,
925,111160158,Total,1989,124
926,111160158,Total,1999,73
927,111160158,Total,2009,48
928,111160158,Total,2019,26
929,111160158,Cereals,1989,124
930,111160158,Cereals,1999,71
931,111160158,Cereals,2009,44
932,111160158,Cereals,2019,23
933,111160158,Dried pulses,1989,124
934,111160158,Dried pulses,1999,60
935,111160158,Dried pulses,2009,6
936,111160158,Dried pulses,2019,3
937,111160158,Potatoes,1989,115
938,111160158,Potatoes,1999,72
939,111160158,Potatoes,2009,27
940,111160158,Potatoes,2019,4
941,111160158,Industrial crops,1989,
942,111160158,Industrial crops,1999,
943,111160158,Industrial crops,2009,
944,111160158,Industrial crops,2019,
945,111160158,Fresh vegetables,1989,
946,111160158,Fresh vegetables,1999,
947,111160158,Fresh vegetables,2009,4
948,111160158,Fresh vegetables,2019,1
949,111160158,Other temporary crops,1989,103
950,111160158,Other temporary crops,1999,11
951,111160158,Other temporary crops,2009,
952,111160158,Other temporary crops,2019,
953,111160159,Total,1989,116
954,111160159,Total,1999,63
955,111160159,Total,2009,39
956,111160159,Total,2019,27
957,111160159,Cereals,1989,107
958,111160159,Cereals,1999,57
959,111160159,Cereals,2009,35
960,111160159,Cereals,2019,23
961,111160159,Dried pulses,1989,107
962,111160159,Dried pulses,1999,26
963,111160159,Dried pulses,2009,11
964,111160159,Dried pulses,2019,1
965,111160159,Potatoes,1989,104
966,111160159,Potatoes,1999,62
967,111160159,Potatoes,2009,23
968,111160159,Potatoes,2019,2
969,111160159,Industrial crops,1989,
970,111160159,Industrial crops,1999,
971,111160159,Industrial crops,2009,
972,111160159,Industrial crops,2019,
973,111160159,Fresh vegetables,1989,6
974,111160159,Fresh vegetables,1999,
975,111160159,Fresh vegetables,2009,1
976,111160159,Fresh vegetables,2019,1
977,111160159,Other temporary crops,1989,79
978,111160159,Other temporary crops,1999,2
979,111160159,Other temporary crops,2009,1
980,111160159,Other temporary crops,2019,
981,111160160,Total,1989,120
982,111160160,Total,1999,88
983,111160160,Total,2009,66
984,111160160,Total,2019,21
985,111160160,Cereals,1989,119
986,111160160,Cereals,1999,87
987,111160160,Cereals,2009,65
988,111160160,Cereals,2019,18
989,111160160,Dried pulses,1989,116
990,111160160,Dried pulses,1999,60
991,111160160,Dried pulses,2009,29
992,111160160,Dried pulses,2019,
993,111160160,Potatoes,1989,85
994,111160160,Potatoes,1999,60
995,111160160,Potatoes,2009,5
996,111160160,Potatoes,2019,1
997,111160160,Industrial crops,1989,
998,111160160,Industrial crops,1999,
999,111160160,Industrial crops,2009,
1000,111160160,Industrial crops,2019,
