primary_key,codes,Sex,year,No
32838,170111412,M,1999,559
32839,170111412,M,2009,207
32840,170111412,M,2019,192
32841,170111412,F,1989,609
32842,170111412,F,1999,450
32843,170111412,F,2009,190
32844,170111412,F,2019,120
32845,170111413,MF,1989,450
32846,170111413,MF,1999,160
32847,170111413,MF,2009,66
32848,170111413,MF,2019,35
32849,170111413,M,1989,237
32850,170111413,M,1999,91
32851,170111413,M,2009,31
32852,170111413,M,2019,21
32853,170111413,F,1989,213
32854,170111413,F,1999,69
32855,170111413,F,2009,35
32856,170111413,F,2019,14
32857,170111414,MF,1989,657
32858,170111414,MF,1999,404
32859,170111414,MF,2009,282
32860,170111414,MF,2019,103
32861,170111414,M,1989,345
32862,170111414,M,1999,209
32863,170111414,M,2009,147
32864,170111414,M,2019,55
32865,170111414,F,1989,312
32866,170111414,F,1999,195
32867,170111414,F,2009,135
32868,170111414,F,2019,48
32869,170111415,MF,1989,1
32870,170111415,MF,1999,3
32871,170111415,MF,2009,3
32872,170111415,MF,2019,19
32873,170111415,M,1989,- -
32874,170111415,M,1999,2
32875,170111415,M,2009,1
32876,170111415,M,2019,11
32877,170111415,F,1989,1
32878,170111415,F,1999,1
32879,170111415,F,2009,2
32880,170111415,F,2019,8
32881,170111408,MF,1989,353
32882,170111408,MF,1999,179
32883,170111408,MF,2009,57
32884,170111408,MF,2019,82
32885,170111408,M,1989,187
32886,170111408,M,1999,93
32887,170111408,M,2009,33
32888,170111408,M,2019,48
32889,170111408,F,1989,166
32890,170111408,F,1999,86
32891,170111408,F,2009,24
32892,170111408,F,2019,34
32893,170111409,MF,1989,1514
32894,170111409,MF,1999,369
32895,170111409,MF,2009,278
32896,170111409,MF,2019,124
32897,170111409,M,1989,749
32898,170111409,M,1999,210
32899,170111409,M,2009,153
32900,170111409,M,2019,70
32901,170111409,F,1989,765
32902,170111409,F,1999,159
32903,170111409,F,2009,125
32904,170111409,F,2019,54
32905,18,MF,1989,189803
32906,18,MF,1999,131100
32907,18,MF,2009,92740
32908,18,MF,2019,75756
32909,18,M,1989,98338
32910,18,M,1999,67962
32911,18,M,2009,49419
32912,18,M,2019,41102
32913,18,F,1989,91465
32914,18,F,1999,63138
32915,18,F,2009,43321
32916,18,F,2019,34654
32917,181,MF,1989,23503
32918,181,MF,1999,15147
32919,181,MF,2009,9637
32920,181,MF,2019,7803
32921,181,M,1989,12492
32922,181,M,1999,8010
32923,181,M,2009,5130
32924,181,M,2019,4394
32925,181,F,1989,11011
32926,181,F,1999,7137
32927,181,F,2009,4507
32928,181,F,2019,3409
32929,1811501,MF,1989,2661
32930,1811501,MF,1999,2482
32931,1811501,MF,2009,1588
32932,1811501,MF,2019,1086
32933,1811501,M,1989,1364
32934,1811501,M,1999,1275
32935,1811501,M,2009,826
32936,1811501,M,2019,602
32937,1811501,F,1989,1297
32938,1811501,F,1999,1207
32939,1811501,F,2009,762
32940,1811501,F,2019,484
32941,181150106,MF,1989,- -
32942,181150106,MF,1999,570
32943,181150106,MF,2009,199
32944,181150106,MF,2019,73
32945,181150106,M,1989,- -
32946,181150106,M,1999,293
32947,181150106,M,2009,106
32948,181150106,M,2019,39
32949,181150106,F,1989,- -
32950,181150106,F,1999,277
32951,181150106,F,2009,93
32952,181150106,F,2019,34
32953,181150105,MF,1989,51
32954,181150105,MF,1999,27
32955,181150105,MF,2009,6
32956,181150105,MF,2019,48
32957,181150105,M,1989,27
32958,181150105,M,1999,15
32959,181150105,M,2009,3
32960,181150105,M,2019,22
32961,181150105,F,1989,24
32962,181150105,F,1999,12
32963,181150105,F,2009,3
32964,181150105,F,2019,26
32965,181150104,MF,1989,615
32966,181150104,MF,1999,627
32967,181150104,MF,2009,569
32968,181150104,MF,2019,338
32969,181150104,M,1989,313
32970,181150104,M,1999,329
32971,181150104,M,2009,304
32972,181150104,M,2019,185
32973,181150104,F,1989,302
32974,181150104,F,1999,298
32975,181150104,F,2009,265
32976,181150104,F,2019,153
32977,181150107,MF,1989,1995
32978,181150107,MF,1999,1258
32979,181150107,MF,2009,814
32980,181150107,MF,2019,627
32981,181150107,M,1989,1024
32982,181150107,M,1999,638
32983,181150107,M,2009,413
32984,181150107,M,2019,356
32985,181150107,F,1989,971
32986,181150107,F,1999,620
32987,181150107,F,2009,401
32988,181150107,F,2019,271
32989,1811505,MF,1989,4820
32990,1811505,MF,1999,2602
32991,1811505,MF,2009,1775
32992,1811505,MF,2019,1193
32993,1811505,M,1989,2508
32994,1811505,M,1999,1376
32995,1811505,M,2009,932
32996,1811505,M,2019,686
32997,1811505,F,1989,2312
32998,1811505,F,1999,1226
32999,1811505,F,2009,843
33000,1811505,F,2019,507
33001,181150501,MF,1989,196
33002,181150501,MF,1999,204
33003,181150501,MF,2009,140
33004,181150501,MF,2019,129
33005,181150501,M,1989,98
33006,181150501,M,1999,106
33007,181150501,M,2009,81
33008,181150501,M,2019,68
33009,181150501,F,1989,98
33010,181150501,F,1999,98
33011,181150501,F,2009,59
33012,181150501,F,2019,61
33013,181150505,MF,1989,350
33014,181150505,MF,1999,245
33015,181150505,MF,2009,85
33016,181150505,MF,2019,41
33017,181150505,M,1989,176
33018,181150505,M,1999,127
33019,181150505,M,2009,44
33020,181150505,M,2019,24
33021,181150505,F,1989,174
33022,181150505,F,1999,118
33023,181150505,F,2009,41
33024,181150505,F,2019,17
33025,181150503,MF,1989,1393
33026,181150503,MF,1999,712
33027,181150503,MF,2009,499
33028,181150503,MF,2019,346
33029,181150503,M,1989,714
33030,181150503,M,1999,375
33031,181150503,M,2009,256
33032,181150503,M,2019,214
33033,181150503,F,1989,679
33034,181150503,F,1999,337
33035,181150503,F,2009,243
33036,181150503,F,2019,132
33037,181150506,MF,1989,2881
33038,181150506,MF,1999,1441
33039,181150506,MF,2009,1051
33040,181150506,MF,2019,677
33041,181150506,M,1989,1520
33042,181150506,M,1999,768
33043,181150506,M,2009,551
33044,181150506,M,2019,380
33045,181150506,F,1989,1361
33046,181150506,F,1999,673
33047,181150506,F,2009,500
33048,181150506,F,2019,297
33049,1810211,MF,1989,9144
33050,1810211,MF,1999,5058
33051,1810211,MF,2009,3315
33052,1810211,MF,2019,3068
33053,1810211,M,1989,5004
33054,1810211,M,1999,2742
33055,1810211,M,2009,1788
33056,1810211,M,2019,1697
33057,1810211,F,1989,4140
33058,1810211,F,1999,2316
33059,1810211,F,2009,1527
33060,1810211,F,2019,1371
33061,181021116,MF,1989,- -
33062,181021116,MF,1999,- -
33063,181021116,MF,2009,75
33064,181021116,MF,2019,64
33065,181021116,M,1989,- -
33066,181021116,M,1999,- -
33067,181021116,M,2009,41
33068,181021116,M,2019,34
33069,181021116,F,1989,- -
33070,181021116,F,1999,- -
33071,181021116,F,2009,34
33072,181021116,F,2019,30
33073,181021118,MF,1989,365
33074,181021118,MF,1999,237
33075,181021118,MF,2009,167
33076,181021118,MF,2019,201
33077,181021118,M,1989,194
33078,181021118,M,1999,133
33079,181021118,M,2009,85
33080,181021118,M,2019,110
33081,181021118,F,1989,171
33082,181021118,F,1999,104
33083,181021118,F,2009,82
33084,181021118,F,2019,91
33085,181021117,MF,1989,- -
33086,181021117,MF,1999,- -
33087,181021117,MF,2009,241
33088,181021117,MF,2019,221
33089,181021117,M,1989,- -
33090,181021117,M,1999,- -
33091,181021117,M,2009,126
33092,181021117,M,2019,122
33093,181021117,F,1989,- -
33094,181021117,F,1999,- -
33095,181021117,F,2009,115
33096,181021117,F,2019,99
33097,181021115,MF,1989,- -
33098,181021115,MF,1999,202
33099,181021115,MF,2009,103
33100,181021115,MF,2019,128
33101,181021115,M,1989,- -
33102,181021115,M,1999,115
33103,181021115,M,2009,60
33104,181021115,M,2019,70
33105,181021115,F,1989,- -
33106,181021115,F,1999,87
33107,181021115,F,2009,43
33108,181021115,F,2019,58
33109,181021102,MF,1989,472
33110,181021102,MF,1999,406
33111,181021102,MF,2009,224
33112,181021102,MF,2019,266
33113,181021102,M,1989,269
33114,181021102,M,1999,215
33115,181021102,M,2009,120
33116,181021102,M,2019,149
33117,181021102,F,1989,203
33118,181021102,F,1999,191
33119,181021102,F,2009,104
33120,181021102,F,2019,117
33121,181021103,MF,1989,1001
33122,181021103,MF,1999,341
33123,181021103,MF,2009,259
33124,181021103,MF,2019,189
33125,181021103,M,1989,557
33126,181021103,M,1999,190
33127,181021103,M,2009,149
33128,181021103,M,2019,106
33129,181021103,F,1989,444
33130,181021103,F,1999,151
33131,181021103,F,2009,110
33132,181021103,F,2019,83
33133,181021119,MF,1989,627
33134,181021119,MF,1999,329
33135,181021119,MF,2009,203
33136,181021119,MF,2019,210
33137,181021119,M,1989,348
33138,181021119,M,1999,182
33139,181021119,M,2009,109
33140,181021119,M,2019,105
33141,181021119,F,1989,279
33142,181021119,F,1999,147
33143,181021119,F,2009,94
33144,181021119,F,2019,105
33145,181021106,MF,1989,921
33146,181021106,MF,1999,464
33147,181021106,MF,2009,272
33148,181021106,MF,2019,217
33149,181021106,M,1989,511
33150,181021106,M,1999,254
33151,181021106,M,2009,138
33152,181021106,M,2019,135
33153,181021106,F,1989,410
33154,181021106,F,1999,210
33155,181021106,F,2009,134
33156,181021106,F,2019,82
33157,181021107,MF,1989,603
33158,181021107,MF,1999,402
33159,181021107,MF,2009,247
33160,181021107,MF,2019,170
33161,181021107,M,1989,324
33162,181021107,M,1999,214
33163,181021107,M,2009,139
33164,181021107,M,2019,101
33165,181021107,F,1989,279
33166,181021107,F,1999,188
33167,181021107,F,2009,108
33168,181021107,F,2019,69
33169,181021120,MF,1989,1546
33170,181021120,MF,1999,800
33171,181021120,MF,2009,253
33172,181021120,MF,2019,159
33173,181021120,M,1989,835
33174,181021120,M,1999,421
33175,181021120,M,2009,138
33176,181021120,M,2019,86
33177,181021120,F,1989,711
33178,181021120,F,1999,379
33179,181021120,F,2009,115
33180,181021120,F,2019,73
33181,181021121,MF,1989,2546
33182,181021121,MF,1999,1248
33183,181021121,MF,2009,791
33184,181021121,MF,2019,760
33185,181021121,M,1989,1373
33186,181021121,M,1999,687
33187,181021121,M,2009,428
33188,181021121,M,2019,415
33189,181021121,F,1989,1173
33190,181021121,F,1999,561
33191,181021121,F,2009,363
33192,181021121,F,2019,345
33193,181021122,MF,1989,323
33194,181021122,MF,1999,171
33195,181021122,MF,2009,101
33196,181021122,MF,2019,198
33197,181021122,M,1989,175
33198,181021122,M,1999,95
33199,181021122,M,2009,58
33200,181021122,M,2019,113
33201,181021122,F,1989,148
33202,181021122,F,1999,76
33203,181021122,F,2009,43
33204,181021122,F,2019,85
33205,181021111,MF,1989,657
33206,181021111,MF,1999,309
33207,181021111,MF,2009,270
33208,181021111,MF,2019,285
33209,181021111,M,1989,371
33210,181021111,M,1999,161
33211,181021111,M,2009,141
33212,181021111,M,2019,151
33213,181021111,F,1989,286
33214,181021111,F,1999,148
33215,181021111,F,2009,129
33216,181021111,F,2019,134
33217,1811509,MF,1989,6132
33218,1811509,MF,1999,4387
33219,1811509,MF,2009,2520
33220,1811509,MF,2019,2130
33221,1811509,M,1989,3205
33222,1811509,M,1999,2283
33223,1811509,M,2009,1347
33224,1811509,M,2019,1210
33225,1811509,F,1989,2927
33226,1811509,F,1999,2104
33227,1811509,F,2009,1173
33228,1811509,F,2019,920
33229,181150901,MF,1989,396
33230,181150901,MF,1999,335
33231,181150901,MF,2009,221
33232,181150901,MF,2019,136
33233,181150901,M,1989,213
33234,181150901,M,1999,180
33235,181150901,M,2009,122
33236,181150901,M,2019,83
33237,181150901,F,1989,183
33238,181150901,F,1999,155
33239,181150901,F,2009,99
33240,181150901,F,2019,53
33241,181150902,MF,1989,755
33242,181150902,MF,1999,421
33243,181150902,MF,2009,231
33244,181150902,MF,2019,196
33245,181150902,M,1989,388
33246,181150902,M,1999,213
33247,181150902,M,2009,120
33248,181150902,M,2019,113
33249,181150902,F,1989,367
33250,181150902,F,1999,208
33251,181150902,F,2009,111
33252,181150902,F,2019,83
33253,181150903,MF,1989,1052
33254,181150903,MF,1999,702
33255,181150903,MF,2009,427
33256,181150903,MF,2019,437
33257,181150903,M,1989,570
33258,181150903,M,1999,368
33259,181150903,M,2009,224
33260,181150903,M,2019,244
33261,181150903,F,1989,482
33262,181150903,F,1999,334
33263,181150903,F,2009,203
33264,181150903,F,2019,193
33265,181150904,MF,1989,247
33266,181150904,MF,1999,176
33267,181150904,MF,2009,132
33268,181150904,MF,2019,66
33269,181150904,M,1989,131
33270,181150904,M,1999,89
33271,181150904,M,2009,67
33272,181150904,M,2019,41
33273,181150904,F,1989,116
33274,181150904,F,1999,87
33275,181150904,F,2009,65
33276,181150904,F,2019,25
33277,181150907,MF,1989,873
33278,181150907,MF,1999,598
33279,181150907,MF,2009,271
33280,181150907,MF,2019,275
33281,181150907,M,1989,438
33282,181150907,M,1999,304
33283,181150907,M,2009,143
33284,181150907,M,2019,144
33285,181150907,F,1989,435
33286,181150907,F,1999,294
33287,181150907,F,2009,128
33288,181150907,F,2019,131
33289,181150910,MF,1989,375
33290,181150910,MF,1999,324
33291,181150910,MF,2009,152
33292,181150910,MF,2019,146
33293,181150910,M,1989,204
33294,181150910,M,1999,175
33295,181150910,M,2009,82
33296,181150910,M,2019,91
33297,181150910,F,1989,171
33298,181150910,F,1999,149
33299,181150910,F,2009,70
33300,181150910,F,2019,55
33301,181150912,MF,1989,1580
33302,181150912,MF,1999,1302
33303,181150912,MF,2009,733
33304,181150912,MF,2019,512
33305,181150912,M,1989,820
33306,181150912,M,1999,686
33307,181150912,M,2009,404
33308,181150912,M,2019,298
33309,181150912,F,1989,760
33310,181150912,F,1999,616
33311,181150912,F,2009,329
33312,181150912,F,2019,214
33313,181150913,MF,1989,854
33314,181150913,MF,1999,529
33315,181150913,MF,2009,353
33316,181150913,MF,2019,362
33317,181150913,M,1989,441
33318,181150913,M,1999,268
33319,181150913,M,2009,185
33320,181150913,M,2019,196
33321,181150913,F,1989,413
33322,181150913,F,1999,261
33323,181150913,F,2009,168
33324,181150913,F,2019,166
33325,1811513,MF,1989,746
33326,1811513,MF,1999,618
33327,1811513,MF,2009,439
33328,1811513,MF,2019,326
33329,1811513,M,1989,411
33330,1811513,M,1999,334
33331,1811513,M,2009,237
33332,1811513,M,2019,199
33333,1811513,F,1989,335
33334,1811513,F,1999,284
33335,1811513,F,2009,202
33336,1811513,F,2019,127
33337,181151302,MF,1989,310
33338,181151302,MF,1999,257
33339,181151302,MF,2009,172
33340,181151302,MF,2019,143
33341,181151302,M,1989,164
33342,181151302,M,1999,136
33343,181151302,M,2009,91
33344,181151302,M,2019,86
33345,181151302,F,1989,146
33346,181151302,F,1999,121
33347,181151302,F,2009,81
33348,181151302,F,2019,57
33349,181151301,MF,1989,436
33350,181151301,MF,1999,361
33351,181151301,MF,2009,267
33352,181151301,MF,2019,183
33353,181151301,M,1989,247
33354,181151301,M,1999,198
33355,181151301,M,2009,146
33356,181151301,M,2019,113
33357,181151301,F,1989,189
33358,181151301,F,1999,163
33359,181151301,F,2009,121
33360,181151301,F,2019,70
33361,184,MF,1989,33942
33362,184,MF,1999,26235
33363,184,MF,2009,22484
33364,184,MF,2019,19201
33365,184,M,1989,18108
33366,184,M,1999,13878
33367,184,M,2009,12118
33368,184,M,2019,10351
33369,184,F,1989,15834
33370,184,F,1999,12357
33371,184,F,2009,10366
33372,184,F,2019,8850
33373,1840201,MF,1989,1898
33374,1840201,MF,1999,1375
33375,1840201,MF,2009,961
33376,1840201,MF,2019,816
33377,1840201,M,1989,1018
33378,1840201,M,1999,749
33379,1840201,M,2009,515
33380,1840201,M,2019,438
33381,1840201,F,1989,880
33382,1840201,F,1999,626
33383,1840201,F,2009,446
33384,1840201,F,2019,378
33385,184020102,MF,1989,237
33386,184020102,MF,1999,148
33387,184020102,MF,2009,159
33388,184020102,MF,2019,96
33389,184020102,M,1989,110
33390,184020102,M,1999,76
33391,184020102,M,2009,80
33392,184020102,M,2019,52
33393,184020102,F,1989,127
33394,184020102,F,1999,72
33395,184020102,F,2009,79
33396,184020102,F,2019,44
33397,184020103,MF,1989,327
33398,184020103,MF,1999,306
33399,184020103,MF,2009,203
33400,184020103,MF,2019,186
33401,184020103,M,1989,185
33402,184020103,M,1999,173
33403,184020103,M,2009,108
33404,184020103,M,2019,95
33405,184020103,F,1989,142
33406,184020103,F,1999,133
33407,184020103,F,2009,95
33408,184020103,F,2019,91
33409,184020104,MF,1989,807
33410,184020104,MF,1999,515
33411,184020104,MF,2009,223
33412,184020104,MF,2019,184
33413,184020104,M,1989,435
33414,184020104,M,1999,275
33415,184020104,M,2009,127
33416,184020104,M,2019,95
33417,184020104,F,1989,372
33418,184020104,F,1999,240
33419,184020104,F,2009,96
33420,184020104,F,2019,89
33421,184020106,MF,1989,527
33422,184020106,MF,1999,406
33423,184020106,MF,2009,376
33424,184020106,MF,2019,350
33425,184020106,M,1989,288
33426,184020106,M,1999,225
33427,184020106,M,2009,200
33428,184020106,M,2019,196
33429,184020106,F,1989,239
33430,184020106,F,1999,181
33431,184020106,F,2009,176
33432,184020106,F,2019,154
33433,1840202,MF,1989,3888
33434,1840202,MF,1999,2038
33435,1840202,MF,2009,1669
33436,1840202,MF,2019,1481
33437,1840202,M,1989,2156
33438,1840202,M,1999,1101
33439,1840202,M,2009,892
33440,1840202,M,2019,772
33441,1840202,F,1989,1732
33442,1840202,F,1999,937
33443,1840202,F,2009,777
33444,1840202,F,2019,709
33445,184020208,MF,1989,135
33446,184020208,MF,1999,52
33447,184020208,MF,2009,21
33448,184020208,MF,2019,30
33449,184020208,M,1989,73
33450,184020208,M,1999,23
33451,184020208,M,2009,9
33452,184020208,M,2019,16
33453,184020208,F,1989,62
33454,184020208,F,1999,29
33455,184020208,F,2009,12
33456,184020208,F,2019,14
33457,184020203,MF,1989,156
33458,184020203,MF,1999,126
33459,184020203,MF,2009,72
33460,184020203,MF,2019,100
33461,184020203,M,1989,84
33462,184020203,M,1999,67
33463,184020203,M,2009,41
33464,184020203,M,2019,47
33465,184020203,F,1989,72
33466,184020203,F,1999,59
33467,184020203,F,2009,31
33468,184020203,F,2019,53
33469,184020205,MF,1989,673
33470,184020205,MF,1999,232
33471,184020205,MF,2009,215
33472,184020205,MF,2019,205
33473,184020205,M,1989,378
33474,184020205,M,1999,130
33475,184020205,M,2009,109
33476,184020205,M,2019,99
33477,184020205,F,1989,295
33478,184020205,F,1999,102
33479,184020205,F,2009,106
33480,184020205,F,2019,106
33481,184020206,MF,1989,774
33482,184020206,MF,1999,314
33483,184020206,MF,2009,247
33484,184020206,MF,2019,168
33485,184020206,M,1989,433
33486,184020206,M,1999,174
33487,184020206,M,2009,128
33488,184020206,M,2019,95
33489,184020206,F,1989,341
33490,184020206,F,1999,140
33491,184020206,F,2009,119
33492,184020206,F,2019,73
33493,184020209,MF,1989,1056
33494,184020209,MF,1999,650
33495,184020209,MF,2009,599
33496,184020209,MF,2019,537
33497,184020209,M,1989,575
33498,184020209,M,1999,342
33499,184020209,M,2009,327
33500,184020209,M,2019,285
33501,184020209,F,1989,481
33502,184020209,F,1999,308
33503,184020209,F,2009,272
33504,184020209,F,2019,252
33505,184020210,MF,1989,1094
33506,184020210,MF,1999,664
33507,184020210,MF,2009,515
33508,184020210,MF,2019,441
33509,184020210,M,1989,613
33510,184020210,M,1999,365
33511,184020210,M,2009,278
33512,184020210,M,2019,230
33513,184020210,F,1989,481
33514,184020210,F,1999,299
33515,184020210,F,2009,237
33516,184020210,F,2019,211
33517,1840203,MF,1989,593
33518,1840203,MF,1999,548
33519,1840203,MF,2009,527
33520,1840203,MF,2019,498
33521,1840203,M,1989,307
33522,1840203,M,1999,293
33523,1840203,M,2009,296
33524,1840203,M,2019,247
33525,1840203,F,1989,286
33526,1840203,F,1999,255
33527,1840203,F,2009,231
33528,1840203,F,2019,251
33529,184020301,MF,1989,364
33530,184020301,MF,1999,281
33531,184020301,MF,2009,291
33532,184020301,MF,2019,263
33533,184020301,M,1989,184
33534,184020301,M,1999,147
33535,184020301,M,2009,164
33536,184020301,M,2019,125
33537,184020301,F,1989,180
33538,184020301,F,1999,134
33539,184020301,F,2009,127
33540,184020301,F,2019,138
33541,184020302,MF,1989,229
33542,184020302,MF,1999,267
33543,184020302,MF,2009,236
33544,184020302,MF,2019,235
33545,184020302,M,1989,123
33546,184020302,M,1999,146
33547,184020302,M,2009,132
33548,184020302,M,2019,122
33549,184020302,F,1989,106
33550,184020302,F,1999,121
33551,184020302,F,2009,104
33552,184020302,F,2019,113
33553,1840204,MF,1989,797
33554,1840204,MF,1999,694
33555,1840204,MF,2009,470
33556,1840204,MF,2019,405
33557,1840204,M,1989,413
33558,1840204,M,1999,369
33559,1840204,M,2009,232
33560,1840204,M,2019,213
33561,1840204,F,1989,384
33562,1840204,F,1999,325
33563,1840204,F,2009,238
33564,1840204,F,2019,192
33565,184020401,MF,1989,797
33566,184020401,MF,1999,694
33567,184020401,MF,2009,470
33568,184020401,MF,2019,405
33569,184020401,M,1989,413
33570,184020401,M,1999,369
33571,184020401,M,2009,232
33572,184020401,M,2019,213
33573,184020401,F,1989,384
33574,184020401,F,1999,325
33575,184020401,F,2009,238
33576,184020401,F,2019,192
33577,1840205,MF,1989,3368
33578,1840205,MF,1999,3261
33579,1840205,MF,2009,2491
33580,1840205,MF,2019,2165
33581,1840205,M,1989,1764
33582,1840205,M,1999,1711
33583,1840205,M,2009,1329
33584,1840205,M,2019,1182
33585,1840205,F,1989,1604
33586,1840205,F,1999,1550
33587,1840205,F,2009,1162
33588,1840205,F,2019,983
33589,184020502,MF,1989,258
33590,184020502,MF,1999,218
33591,184020502,MF,2009,124
33592,184020502,MF,2019,95
33593,184020502,M,1989,132
33594,184020502,M,1999,119
33595,184020502,M,2009,70
33596,184020502,M,2019,57
33597,184020502,F,1989,126
33598,184020502,F,1999,99
33599,184020502,F,2009,54
33600,184020502,F,2019,38
33601,184020503,MF,1989,201
33602,184020503,MF,1999,156
33603,184020503,MF,2009,81
33604,184020503,MF,2019,100
33605,184020503,M,1989,98
33606,184020503,M,1999,83
33607,184020503,M,2009,39
33608,184020503,M,2019,54
33609,184020503,F,1989,103
33610,184020503,F,1999,73
33611,184020503,F,2009,42
33612,184020503,F,2019,46
33613,184020504,MF,1989,359
33614,184020504,MF,1999,297
33615,184020504,MF,2009,197
33616,184020504,MF,2019,148
33617,184020504,M,1989,184
33618,184020504,M,1999,159
33619,184020504,M,2009,104
33620,184020504,M,2019,79
33621,184020504,F,1989,175
33622,184020504,F,1999,138
33623,184020504,F,2009,93
33624,184020504,F,2019,69
33625,184020506,MF,1989,492
33626,184020506,MF,1999,407
33627,184020506,MF,2009,298
33628,184020506,MF,2019,259
33629,184020506,M,1989,260
33630,184020506,M,1999,220
33631,184020506,M,2009,158
33632,184020506,M,2019,153
33633,184020506,F,1989,232
33634,184020506,F,1999,187
33635,184020506,F,2009,140
33636,184020506,F,2019,106
33637,184020510,MF,1989,75
33638,184020510,MF,1999,75
33639,184020510,MF,2009,66
33640,184020510,MF,2019,56
33641,184020510,M,1989,39
33642,184020510,M,1999,41
33643,184020510,M,2009,33
33644,184020510,M,2019,32
33645,184020510,F,1989,36
33646,184020510,F,1999,34
33647,184020510,F,2009,33
33648,184020510,F,2019,24
33649,184020516,MF,1989,201
33650,184020516,MF,1999,206
33651,184020516,MF,2009,156
33652,184020516,MF,2019,72
33653,184020516,M,1989,115
33654,184020516,M,1999,107
33655,184020516,M,2009,86
33656,184020516,M,2019,39
33657,184020516,F,1989,86
33658,184020516,F,1999,99
33659,184020516,F,2009,70
33660,184020516,F,2019,33
33661,184020519,MF,1989,260
33662,184020519,MF,1999,232
33663,184020519,MF,2009,238
33664,184020519,MF,2019,210
33665,184020519,M,1989,134
33666,184020519,M,1999,111
33667,184020519,M,2009,120
33668,184020519,M,2019,106
33669,184020519,F,1989,126
33670,184020519,F,1999,121
33671,184020519,F,2009,118
33672,184020519,F,2019,104
33673,184020520,MF,1989,245
33674,184020520,MF,1999,252
33675,184020520,MF,2009,238
33676,184020520,MF,2019,275
33677,184020520,M,1989,130
33678,184020520,M,1999,127
33679,184020520,M,2009,121
33680,184020520,M,2019,144
33681,184020520,F,1989,115
33682,184020520,F,1999,125
33683,184020520,F,2009,117
33684,184020520,F,2019,131
33685,184020521,MF,1989,121
33686,184020521,MF,1999,216
33687,184020521,MF,2009,196
33688,184020521,MF,2019,170
33689,184020521,M,1989,66
33690,184020521,M,1999,109
33691,184020521,M,2009,114
33692,184020521,M,2019,90
33693,184020521,F,1989,55
33694,184020521,F,1999,107
33695,184020521,F,2009,82
33696,184020521,F,2019,80
33697,184020522,MF,1989,431
33698,184020522,MF,1999,494
33699,184020522,MF,2009,377
33700,184020522,MF,2019,337
33701,184020522,M,1989,230
33702,184020522,M,1999,256
33703,184020522,M,2009,198
33704,184020522,M,2019,190
33705,184020522,F,1989,201
33706,184020522,F,1999,238
33707,184020522,F,2009,179
33708,184020522,F,2019,147
33709,184020523,MF,1989,506
33710,184020523,MF,1999,437
33711,184020523,MF,2009,312
33712,184020523,MF,2019,272
33713,184020523,M,1989,265
33714,184020523,M,1999,232
33715,184020523,M,2009,170
33716,184020523,M,2019,145
33717,184020523,F,1989,241
33718,184020523,F,1999,205
33719,184020523,F,2009,142
33720,184020523,F,2019,127
33721,184020524,MF,1989,219
33722,184020524,MF,1999,271
33723,184020524,MF,2009,208
33724,184020524,MF,2019,171
33725,184020524,M,1989,111
33726,184020524,M,1999,147
33727,184020524,M,2009,116
33728,184020524,M,2019,93
33729,184020524,F,1989,108
33730,184020524,F,1999,124
33731,184020524,F,2009,92
33732,184020524,F,2019,78
33733,1840206,MF,1989,853
33734,1840206,MF,1999,782
33735,1840206,MF,2009,724
33736,1840206,MF,2019,840
33737,1840206,M,1989,472
33738,1840206,M,1999,418
33739,1840206,M,2009,376
33740,1840206,M,2019,445
33741,1840206,F,1989,381
33742,1840206,F,1999,364
33743,1840206,F,2009,348
33744,1840206,F,2019,395
33745,184020603,MF,1989,120
33746,184020603,MF,1999,120
33747,184020603,MF,2009,110
33748,184020603,MF,2019,123
33749,184020603,M,1989,74
33750,184020603,M,1999,63
33751,184020603,M,2009,56
33752,184020603,M,2019,66
33753,184020603,F,1989,46
33754,184020603,F,1999,57
33755,184020603,F,2009,54
33756,184020603,F,2019,57
33757,184020604,MF,1989,124
33758,184020604,MF,1999,90
33759,184020604,MF,2009,87
33760,184020604,MF,2019,114
33761,184020604,M,1989,65
33762,184020604,M,1999,50
33763,184020604,M,2009,44
33764,184020604,M,2019,57
33765,184020604,F,1989,59
33766,184020604,F,1999,40
33767,184020604,F,2009,43
33768,184020604,F,2019,57
33769,184020605,MF,1989,78
33770,184020605,MF,1999,79
33771,184020605,MF,2009,74
33772,184020605,MF,2019,86
33773,184020605,M,1989,41
33774,184020605,M,1999,42
33775,184020605,M,2009,40
33776,184020605,M,2019,47
33777,184020605,F,1989,37
33778,184020605,F,1999,37
33779,184020605,F,2009,34
33780,184020605,F,2019,39
33781,184020606,MF,1989,531
33782,184020606,MF,1999,493
33783,184020606,MF,2009,453
33784,184020606,MF,2019,517
33785,184020606,M,1989,292
33786,184020606,M,1999,263
33787,184020606,M,2009,236
33788,184020606,M,2019,275
33789,184020606,F,1989,239
33790,184020606,F,1999,230
33791,184020606,F,2009,217
33792,184020606,F,2019,242
33793,1840207,MF,1989,947
33794,1840207,MF,1999,1132
33795,1840207,MF,2009,1004
33796,1840207,MF,2019,681
33797,1840207,M,1989,502
33798,1840207,M,1999,589
33799,1840207,M,2009,543
33800,1840207,M,2019,359
33801,1840207,F,1989,445
33802,1840207,F,1999,543
33803,1840207,F,2009,461
33804,1840207,F,2019,322
33805,184020701,MF,1989,413
33806,184020701,MF,1999,541
33807,184020701,MF,2009,494
33808,184020701,MF,2019,277
