primary_key,codes,Sex,year,No
16091,11E040213,F,2009,169
16092,11E040213,F,2019,190
16093,11E040215,MF,1989,206
16094,11E040215,MF,1999,174
16095,11E040215,MF,2009,108
16096,11E040215,MF,2019,145
16097,11E040215,M,1989,101
16098,11E040215,M,1999,82
16099,11E040215,M,2009,48
16100,11E040215,M,2019,71
16101,11E040215,F,1989,105
16102,11E040215,F,1999,92
16103,11E040215,F,2009,60
16104,11E040215,F,2019,74
16105,11E040216,MF,1989,245
16106,11E040216,MF,1999,226
16107,11E040216,MF,2009,140
16108,11E040216,MF,2019,219
16109,11E040216,M,1989,125
16110,11E040216,M,1999,120
16111,11E040216,M,2009,71
16112,11E040216,M,2019,116
16113,11E040216,F,1989,120
16114,11E040216,F,1999,106
16115,11E040216,F,2009,69
16116,11E040216,F,2019,103
16117,11E040217,MF,1989,206
16118,11E040217,MF,1999,180
16119,11E040217,MF,2009,129
16120,11E040217,MF,2019,163
16121,11E040217,M,1989,110
16122,11E040217,M,1999,91
16123,11E040217,M,2009,63
16124,11E040217,M,2019,86
16125,11E040217,F,1989,96
16126,11E040217,F,1999,89
16127,11E040217,F,2009,66
16128,11E040217,F,2019,77
16129,11E040218,MF,1989,304
16130,11E040218,MF,1999,250
16131,11E040218,MF,2009,150
16132,11E040218,MF,2019,196
16133,11E040218,M,1989,159
16134,11E040218,M,1999,128
16135,11E040218,M,2009,80
16136,11E040218,M,2019,93
16137,11E040218,F,1989,145
16138,11E040218,F,1999,122
16139,11E040218,F,2009,70
16140,11E040218,F,2019,103
16141,11E040219,MF,1989,398
16142,11E040219,MF,1999,340
16143,11E040219,MF,2009,271
16144,11E040219,MF,2019,309
16145,11E040219,M,1989,205
16146,11E040219,M,1999,180
16147,11E040219,M,2009,138
16148,11E040219,M,2019,167
16149,11E040219,F,1989,193
16150,11E040219,F,1999,160
16151,11E040219,F,2009,133
16152,11E040219,F,2019,142
16153,11E040221,MF,1989,347
16154,11E040221,MF,1999,330
16155,11E040221,MF,2009,236
16156,11E040221,MF,2019,303
16157,11E040221,M,1989,191
16158,11E040221,M,1999,166
16159,11E040221,M,2009,117
16160,11E040221,M,2019,158
16161,11E040221,F,1989,156
16162,11E040221,F,1999,164
16163,11E040221,F,2009,119
16164,11E040221,F,2019,145
16165,11E040224,MF,1989,219
16166,11E040224,MF,1999,185
16167,11E040224,MF,2009,105
16168,11E040224,MF,2019,174
16169,11E040224,M,1989,120
16170,11E040224,M,1999,103
16171,11E040224,M,2009,48
16172,11E040224,M,2019,91
16173,11E040224,F,1989,99
16174,11E040224,F,1999,82
16175,11E040224,F,2009,57
16176,11E040224,F,2019,83
16177,11E040225,MF,1989,312
16178,11E040225,MF,1999,261
16179,11E040225,MF,2009,178
16180,11E040225,MF,2019,167
16181,11E040225,M,1989,161
16182,11E040225,M,1999,138
16183,11E040225,M,2009,88
16184,11E040225,M,2019,90
16185,11E040225,F,1989,151
16186,11E040225,F,1999,123
16187,11E040225,F,2009,90
16188,11E040225,F,2019,77
16189,11E040226,MF,1989,373
16190,11E040226,MF,1999,310
16191,11E040226,MF,2009,264
16192,11E040226,MF,2019,293
16193,11E040226,M,1989,189
16194,11E040226,M,1999,160
16195,11E040226,M,2009,138
16196,11E040226,M,2019,146
16197,11E040226,F,1989,184
16198,11E040226,F,1999,150
16199,11E040226,F,2009,126
16200,11E040226,F,2019,147
16201,11E040229,MF,1989,385
16202,11E040229,MF,1999,358
16203,11E040229,MF,2009,270
16204,11E040229,MF,2019,342
16205,11E040229,M,1989,214
16206,11E040229,M,1999,176
16207,11E040229,M,2009,129
16208,11E040229,M,2019,183
16209,11E040229,F,1989,171
16210,11E040229,F,1999,182
16211,11E040229,F,2009,141
16212,11E040229,F,2019,159
16213,11E040230,MF,1989,274
16214,11E040230,MF,1999,213
16215,11E040230,MF,2009,164
16216,11E040230,MF,2019,216
16217,11E040230,M,1989,154
16218,11E040230,M,1999,111
16219,11E040230,M,2009,84
16220,11E040230,M,2019,109
16221,11E040230,F,1989,120
16222,11E040230,F,1999,102
16223,11E040230,F,2009,80
16224,11E040230,F,2019,107
16225,11E040232,MF,1989,346
16226,11E040232,MF,1999,298
16227,11E040232,MF,2009,176
16228,11E040232,MF,2019,231
16229,11E040232,M,1989,174
16230,11E040232,M,1999,145
16231,11E040232,M,2009,92
16232,11E040232,M,2019,123
16233,11E040232,F,1989,172
16234,11E040232,F,1999,153
16235,11E040232,F,2009,84
16236,11E040232,F,2019,108
16237,11E040233,MF,1989,348
16238,11E040233,MF,1999,225
16239,11E040233,MF,2009,201
16240,11E040233,MF,2019,207
16241,11E040233,M,1989,183
16242,11E040233,M,1999,120
16243,11E040233,M,2009,107
16244,11E040233,M,2019,108
16245,11E040233,F,1989,165
16246,11E040233,F,1999,105
16247,11E040233,F,2009,94
16248,11E040233,F,2019,99
16249,11E040234,MF,1989,245
16250,11E040234,MF,1999,164
16251,11E040234,MF,2009,135
16252,11E040234,MF,2019,139
16253,11E040234,M,1989,126
16254,11E040234,M,1999,81
16255,11E040234,M,2009,65
16256,11E040234,M,2019,69
16257,11E040234,F,1989,119
16258,11E040234,F,1999,83
16259,11E040234,F,2009,70
16260,11E040234,F,2019,70
16261,11E040236,MF,1989,390
16262,11E040236,MF,1999,345
16263,11E040236,MF,2009,250
16264,11E040236,MF,2019,255
16265,11E040236,M,1989,208
16266,11E040236,M,1999,171
16267,11E040236,M,2009,119
16268,11E040236,M,2019,133
16269,11E040236,F,1989,182
16270,11E040236,F,1999,174
16271,11E040236,F,2009,131
16272,11E040236,F,2019,122
16273,11E040239,MF,1989,490
16274,11E040239,MF,1999,337
16275,11E040239,MF,2009,231
16276,11E040239,MF,2019,282
16277,11E040239,M,1989,263
16278,11E040239,M,1999,179
16279,11E040239,M,2009,123
16280,11E040239,M,2019,159
16281,11E040239,F,1989,227
16282,11E040239,F,1999,158
16283,11E040239,F,2009,108
16284,11E040239,F,2019,123
16285,11E040240,MF,1989,222
16286,11E040240,MF,1999,252
16287,11E040240,MF,2009,195
16288,11E040240,MF,2019,163
16289,11E040240,M,1989,107
16290,11E040240,M,1999,130
16291,11E040240,M,2009,103
16292,11E040240,M,2019,87
16293,11E040240,F,1989,115
16294,11E040240,F,1999,122
16295,11E040240,F,2009,92
16296,11E040240,F,2019,76
16297,11E040241,MF,1989,204
16298,11E040241,MF,1999,133
16299,11E040241,MF,2009,91
16300,11E040241,MF,2019,158
16301,11E040241,M,1989,95
16302,11E040241,M,1999,65
16303,11E040241,M,2009,50
16304,11E040241,M,2019,86
16305,11E040241,F,1989,109
16306,11E040241,F,1999,68
16307,11E040241,F,2009,41
16308,11E040241,F,2019,72
16309,11E040244,MF,1989,228
16310,11E040244,MF,1999,185
16311,11E040244,MF,2009,150
16312,11E040244,MF,2019,153
16313,11E040244,M,1989,114
16314,11E040244,M,1999,87
16315,11E040244,M,2009,71
16316,11E040244,M,2019,72
16317,11E040244,F,1989,114
16318,11E040244,F,1999,98
16319,11E040244,F,2009,79
16320,11E040244,F,2019,81
16321,11E040246,MF,1989,266
16322,11E040246,MF,1999,191
16323,11E040246,MF,2009,185
16324,11E040246,MF,2019,178
16325,11E040246,M,1989,141
16326,11E040246,M,1999,96
16327,11E040246,M,2009,93
16328,11E040246,M,2019,98
16329,11E040246,F,1989,125
16330,11E040246,F,1999,95
16331,11E040246,F,2009,92
16332,11E040246,F,2019,80
16333,11E040247,MF,1989,338
16334,11E040247,MF,1999,227
16335,11E040247,MF,2009,260
16336,11E040247,MF,2019,360
16337,11E040247,M,1989,179
16338,11E040247,M,1999,117
16339,11E040247,M,2009,132
16340,11E040247,M,2019,193
16341,11E040247,F,1989,159
16342,11E040247,F,1999,110
16343,11E040247,F,2009,128
16344,11E040247,F,2019,167
16345,11E040248,MF,1989,278
16346,11E040248,MF,1999,168
16347,11E040248,MF,2009,160
16348,11E040248,MF,2019,133
16349,11E040248,M,1989,146
16350,11E040248,M,1999,88
16351,11E040248,M,2009,91
16352,11E040248,M,2019,76
16353,11E040248,F,1989,132
16354,11E040248,F,1999,80
16355,11E040248,F,2009,69
16356,11E040248,F,2019,57
16357,11E040250,MF,1989,474
16358,11E040250,MF,1999,320
16359,11E040250,MF,2009,271
16360,11E040250,MF,2019,267
16361,11E040250,M,1989,245
16362,11E040250,M,1999,160
16363,11E040250,M,2009,139
16364,11E040250,M,2019,152
16365,11E040250,F,1989,229
16366,11E040250,F,1999,160
16367,11E040250,F,2009,132
16368,11E040250,F,2019,115
16369,11E040251,MF,1989,476
16370,11E040251,MF,1999,328
16371,11E040251,MF,2009,233
16372,11E040251,MF,2019,238
16373,11E040251,M,1989,232
16374,11E040251,M,1999,161
16375,11E040251,M,2009,118
16376,11E040251,M,2019,132
16377,11E040251,F,1989,244
16378,11E040251,F,1999,167
16379,11E040251,F,2009,115
16380,11E040251,F,2019,106
16381,11E040252,MF,1989,846
16382,11E040252,MF,1999,737
16383,11E040252,MF,2009,815
16384,11E040252,MF,2019,964
16385,11E040252,M,1989,441
16386,11E040252,M,1999,372
16387,11E040252,M,2009,407
16388,11E040252,M,2019,510
16389,11E040252,F,1989,405
16390,11E040252,F,1999,365
16391,11E040252,F,2009,408
16392,11E040252,F,2019,454
16393,11E040253,MF,1989,640
16394,11E040253,MF,1999,563
16395,11E040253,MF,2009,460
16396,11E040253,MF,2019,577
16397,11E040253,M,1989,326
16398,11E040253,M,1999,277
16399,11E040253,M,2009,223
16400,11E040253,M,2019,301
16401,11E040253,F,1989,314
16402,11E040253,F,1999,286
16403,11E040253,F,2009,237
16404,11E040253,F,2019,276
16405,11E040254,MF,1989,326
16406,11E040254,MF,1999,213
16407,11E040254,MF,2009,128
16408,11E040254,MF,2019,173
16409,11E040254,M,1989,171
16410,11E040254,M,1999,108
16411,11E040254,M,2009,67
16412,11E040254,M,2019,95
16413,11E040254,F,1989,155
16414,11E040254,F,1999,105
16415,11E040254,F,2009,61
16416,11E040254,F,2019,78
16417,11E040255,MF,1989,602
16418,11E040255,MF,1999,463
16419,11E040255,MF,2009,414
16420,11E040255,MF,2019,397
16421,11E040255,M,1989,291
16422,11E040255,M,1999,227
16423,11E040255,M,2009,205
16424,11E040255,M,2019,218
16425,11E040255,F,1989,311
16426,11E040255,F,1999,236
16427,11E040255,F,2009,209
16428,11E040255,F,2019,179
16429,11E040256,MF,1989,701
16430,11E040256,MF,1999,495
16431,11E040256,MF,2009,361
16432,11E040256,MF,2019,358
16433,11E040256,M,1989,359
16434,11E040256,M,1999,243
16435,11E040256,M,2009,184
16436,11E040256,M,2019,190
16437,11E040256,F,1989,342
16438,11E040256,F,1999,252
16439,11E040256,F,2009,177
16440,11E040256,F,2019,168
16441,11E040257,MF,1989,441
16442,11E040257,MF,1999,458
16443,11E040257,MF,2009,443
16444,11E040257,MF,2019,502
16445,11E040257,M,1989,228
16446,11E040257,M,1999,238
16447,11E040257,M,2009,225
16448,11E040257,M,2019,273
16449,11E040257,F,1989,213
16450,11E040257,F,1999,220
16451,11E040257,F,2009,218
16452,11E040257,F,2019,229
16453,11E040249,MF,1989,324
16454,11E040249,MF,1999,174
16455,11E040249,MF,2009,175
16456,11E040249,MF,2019,234
16457,11E040249,M,1989,166
16458,11E040249,M,1999,99
16459,11E040249,M,2009,103
16460,11E040249,M,2019,129
16461,11E040249,F,1989,158
16462,11E040249,F,1999,75
16463,11E040249,F,2009,72
16464,11E040249,F,2019,105
16465,11E0405,MF,1989,10118
16466,11E0405,MF,1999,8932
16467,11E0405,MF,2009,8109
16468,11E0405,MF,2019,8184
16469,11E0405,M,1989,5231
16470,11E0405,M,1999,4541
16471,11E0405,M,2009,4044
16472,11E0405,M,2019,4195
16473,11E0405,F,1989,4887
16474,11E0405,F,1999,4391
16475,11E0405,F,2009,4065
16476,11E0405,F,2019,3989
16477,11E040502,MF,1989,372
16478,11E040502,MF,1999,350
16479,11E040502,MF,2009,303
16480,11E040502,MF,2019,277
16481,11E040502,M,1989,204
16482,11E040502,M,1999,187
16483,11E040502,M,2009,154
16484,11E040502,M,2019,141
16485,11E040502,F,1989,168
16486,11E040502,F,1999,163
16487,11E040502,F,2009,149
16488,11E040502,F,2019,136
16489,11E040503,MF,1989,293
16490,11E040503,MF,1999,297
16491,11E040503,MF,2009,295
16492,11E040503,MF,2019,293
16493,11E040503,M,1989,150
16494,11E040503,M,1999,152
16495,11E040503,M,2009,149
16496,11E040503,M,2019,155
16497,11E040503,F,1989,143
16498,11E040503,F,1999,145
16499,11E040503,F,2009,146
16500,11E040503,F,2019,138
16501,11E040507,MF,1989,234
16502,11E040507,MF,1999,176
16503,11E040507,MF,2009,131
16504,11E040507,MF,2019,132
16505,11E040507,M,1989,120
16506,11E040507,M,1999,89
16507,11E040507,M,2009,66
16508,11E040507,M,2019,66
16509,11E040507,F,1989,114
16510,11E040507,F,1999,87
16511,11E040507,F,2009,65
16512,11E040507,F,2019,66
16513,11E040509,MF,1989,288
16514,11E040509,MF,1999,197
16515,11E040509,MF,2009,154
16516,11E040509,MF,2019,175
16517,11E040509,M,1989,142
16518,11E040509,M,1999,104
16519,11E040509,M,2009,71
16520,11E040509,M,2019,90
16521,11E040509,F,1989,146
16522,11E040509,F,1999,93
16523,11E040509,F,2009,83
16524,11E040509,F,2019,85
16525,11E040510,MF,1989,340
16526,11E040510,MF,1999,303
16527,11E040510,MF,2009,293
16528,11E040510,MF,2019,290
16529,11E040510,M,1989,184
16530,11E040510,M,1999,165
16531,11E040510,M,2009,156
16532,11E040510,M,2019,142
16533,11E040510,F,1989,156
16534,11E040510,F,1999,138
16535,11E040510,F,2009,137
16536,11E040510,F,2019,148
16537,11E040511,MF,1989,184
16538,11E040511,MF,1999,154
16539,11E040511,MF,2009,105
16540,11E040511,MF,2019,106
16541,11E040511,M,1989,98
16542,11E040511,M,1999,89
16543,11E040511,M,2009,54
16544,11E040511,M,2019,69
16545,11E040511,F,1989,86
16546,11E040511,F,1999,65
16547,11E040511,F,2009,51
16548,11E040511,F,2019,37
16549,11E040514,MF,1989,296
16550,11E040514,MF,1999,223
16551,11E040514,MF,2009,200
16552,11E040514,MF,2019,228
16553,11E040514,M,1989,144
16554,11E040514,M,1999,110
16555,11E040514,M,2009,101
16556,11E040514,M,2019,121
16557,11E040514,F,1989,152
16558,11E040514,F,1999,113
16559,11E040514,F,2009,99
16560,11E040514,F,2019,107
16561,11E040515,MF,1989,193
16562,11E040515,MF,1999,244
16563,11E040515,MF,2009,201
16564,11E040515,MF,2019,168
16565,11E040515,M,1989,102
16566,11E040515,M,1999,114
16567,11E040515,M,2009,92
16568,11E040515,M,2019,78
16569,11E040515,F,1989,91
16570,11E040515,F,1999,130
16571,11E040515,F,2009,109
16572,11E040515,F,2019,90
16573,11E040516,MF,1989,382
16574,11E040516,MF,1999,393
16575,11E040516,MF,2009,350
16576,11E040516,MF,2019,307
16577,11E040516,M,1989,197
16578,11E040516,M,1999,202
16579,11E040516,M,2009,184
16580,11E040516,M,2019,152
16581,11E040516,F,1989,185
16582,11E040516,F,1999,191
16583,11E040516,F,2009,166
16584,11E040516,F,2019,155
16585,11E040517,MF,1989,417
16586,11E040517,MF,1999,382
16587,11E040517,MF,2009,299
16588,11E040517,MF,2019,256
16589,11E040517,M,1989,212
16590,11E040517,M,1999,182
16591,11E040517,M,2009,147
16592,11E040517,M,2019,134
16593,11E040517,F,1989,205
16594,11E040517,F,1999,200
16595,11E040517,F,2009,152
16596,11E040517,F,2019,122
16597,11E040518,MF,1989,299
16598,11E040518,MF,1999,273
16599,11E040518,MF,2009,189
16600,11E040518,MF,2019,168
16601,11E040518,M,1989,149
16602,11E040518,M,1999,135
16603,11E040518,M,2009,97
16604,11E040518,M,2019,99
16605,11E040518,F,1989,150
16606,11E040518,F,1999,138
16607,11E040518,F,2009,92
16608,11E040518,F,2019,69
16609,11E040519,MF,1989,276
16610,11E040519,MF,1999,311
16611,11E040519,MF,2009,258
16612,11E040519,MF,2019,229
16613,11E040519,M,1989,149
16614,11E040519,M,1999,163
16615,11E040519,M,2009,131
16616,11E040519,M,2019,115
16617,11E040519,F,1989,127
16618,11E040519,F,1999,148
16619,11E040519,F,2009,127
16620,11E040519,F,2019,114
16621,11E040520,MF,1989,330
16622,11E040520,MF,1999,370
16623,11E040520,MF,2009,305
16624,11E040520,MF,2019,346
16625,11E040520,M,1989,179
16626,11E040520,M,1999,189
16627,11E040520,M,2009,147
16628,11E040520,M,2019,163
16629,11E040520,F,1989,151
16630,11E040520,F,1999,181
16631,11E040520,F,2009,158
16632,11E040520,F,2019,183
16633,11E040521,MF,1989,595
16634,11E040521,MF,1999,327
16635,11E040521,MF,2009,428
16636,11E040521,MF,2019,411
16637,11E040521,M,1989,325
16638,11E040521,M,1999,169
16639,11E040521,M,2009,227
16640,11E040521,M,2019,211
16641,11E040521,F,1989,270
16642,11E040521,F,1999,158
16643,11E040521,F,2009,201
16644,11E040521,F,2019,200
16645,11E040523,MF,1989,88
16646,11E040523,MF,1999,197
16647,11E040523,MF,2009,166
16648,11E040523,MF,2019,152
16649,11E040523,M,1989,42
16650,11E040523,M,1999,102
16651,11E040523,M,2009,77
16652,11E040523,M,2019,75
16653,11E040523,F,1989,46
16654,11E040523,F,1999,95
16655,11E040523,F,2009,89
16656,11E040523,F,2019,77
16657,11E040524,MF,1989,183
16658,11E040524,MF,1999,182
16659,11E040524,MF,2009,154
16660,11E040524,MF,2019,234
16661,11E040524,M,1989,87
16662,11E040524,M,1999,91
16663,11E040524,M,2009,78
16664,11E040524,M,2019,129
16665,11E040524,F,1989,96
16666,11E040524,F,1999,91
16667,11E040524,F,2009,76
16668,11E040524,F,2019,105
16669,11E040526,MF,1989,472
16670,11E040526,MF,1999,438
16671,11E040526,MF,2009,364
16672,11E040526,MF,2019,403
16673,11E040526,M,1989,254
16674,11E040526,M,1999,230
16675,11E040526,M,2009,186
16676,11E040526,M,2019,207
16677,11E040526,F,1989,218
16678,11E040526,F,1999,208
16679,11E040526,F,2009,178
16680,11E040526,F,2019,196
16681,11E040528,MF,1989,245
16682,11E040528,MF,1999,193
16683,11E040528,MF,2009,160
16684,11E040528,MF,2019,183
16685,11E040528,M,1989,122
16686,11E040528,M,1999,88
16687,11E040528,M,2009,74
16688,11E040528,M,2019,85
16689,11E040528,F,1989,123
16690,11E040528,F,1999,105
16691,11E040528,F,2009,86
16692,11E040528,F,2019,98
16693,11E040530,MF,1989,348
16694,11E040530,MF,1999,347
16695,11E040530,MF,2009,318
16696,11E040530,MF,2019,340
16697,11E040530,M,1989,189
16698,11E040530,M,1999,171
16699,11E040530,M,2009,150
16700,11E040530,M,2019,187
16701,11E040530,F,1989,159
16702,11E040530,F,1999,176
16703,11E040530,F,2009,168
16704,11E040530,F,2019,153
16705,11E040539,MF,1989,688
16706,11E040539,MF,1999,535
16707,11E040539,MF,2009,621
16708,11E040539,MF,2019,515
16709,11E040539,M,1989,350
16710,11E040539,M,1999,272
16711,11E040539,M,2009,300
16712,11E040539,M,2019,241
16713,11E040539,F,1989,338
16714,11E040539,F,1999,263
16715,11E040539,F,2009,321
16716,11E040539,F,2019,274
16717,11E040540,MF,1989,308
16718,11E040540,MF,1999,347
16719,11E040540,MF,2009,386
16720,11E040540,MF,2019,299
16721,11E040540,M,1989,158
16722,11E040540,M,1999,167
16723,11E040540,M,2009,183
16724,11E040540,M,2019,142
16725,11E040540,F,1989,150
16726,11E040540,F,1999,180
16727,11E040540,F,2009,203
16728,11E040540,F,2019,157
16729,11E040541,MF,1989,450
16730,11E040541,MF,1999,371
16731,11E040541,MF,2009,285
16732,11E040541,MF,2019,265
16733,11E040541,M,1989,232
16734,11E040541,M,1999,195
16735,11E040541,M,2009,141
16736,11E040541,M,2019,134
16737,11E040541,F,1989,218
16738,11E040541,F,1999,176
16739,11E040541,F,2009,144
16740,11E040541,F,2019,131
16741,11E040542,MF,1989,708
16742,11E040542,MF,1999,549
16743,11E040542,MF,2009,386
16744,11E040542,MF,2019,632
16745,11E040542,M,1989,356
16746,11E040542,M,1999,277
16747,11E040542,M,2009,189
16748,11E040542,M,2019,327
16749,11E040542,F,1989,352
16750,11E040542,F,1999,272
16751,11E040542,F,2009,197
16752,11E040542,F,2019,305
16753,11E040543,MF,1989,324
16754,11E040543,MF,1999,260
16755,11E040543,MF,2009,221
16756,11E040543,MF,2019,158
16757,11E040543,M,1989,163
16758,11E040543,M,1999,128
16759,11E040543,M,2009,109
16760,11E040543,M,2019,94
16761,11E040543,F,1989,161
16762,11E040543,F,1999,132
16763,11E040543,F,2009,112
16764,11E040543,F,2019,64
16765,11E040544,MF,1989,487
16766,11E040544,MF,1999,404
16767,11E040544,MF,2009,373
16768,11E040544,MF,2019,366
16769,11E040544,M,1989,250
16770,11E040544,M,1999,203
16771,11E040544,M,2009,192
16772,11E040544,M,2019,192
16773,11E040544,F,1989,237
16774,11E040544,F,1999,201
16775,11E040544,F,2009,181
16776,11E040544,F,2019,174
16777,11E040532,MF,1989,228
16778,11E040532,MF,1999,140
16779,11E040532,MF,2009,255
16780,11E040532,MF,2019,257
16781,11E040532,M,1989,113
16782,11E040532,M,1999,67
16783,11E040532,M,2009,130
16784,11E040532,M,2019,134
16785,11E040532,F,1989,115
16786,11E040532,F,1999,73
16787,11E040532,F,2009,125
16788,11E040532,F,2019,123
16789,11E040533,MF,1989,196
16790,11E040533,MF,1999,213
16791,11E040533,MF,2009,198
16792,11E040533,MF,2019,223
16793,11E040533,M,1989,106
16794,11E040533,M,1999,107
16795,11E040533,M,2009,95
16796,11E040533,M,2019,110
16797,11E040533,F,1989,90
16798,11E040533,F,1999,106
16799,11E040533,F,2009,103
16800,11E040533,F,2019,113
16801,11E040534,MF,1989,244
16802,11E040534,MF,1999,247
16803,11E040534,MF,2009,208
16804,11E040534,MF,2019,237
16805,11E040534,M,1989,122
16806,11E040534,M,1999,132
16807,11E040534,M,2009,116
16808,11E040534,M,2019,127
16809,11E040534,F,1989,122
16810,11E040534,F,1999,115
16811,11E040534,F,2009,92
16812,11E040534,F,2019,110
16813,11E040536,MF,1989,308
16814,11E040536,MF,1999,250
16815,11E040536,MF,2009,273
16816,11E040536,MF,2019,299
16817,11E040536,M,1989,156
16818,11E040536,M,1999,126
16819,11E040536,M,2009,131
16820,11E040536,M,2019,154
16821,11E040536,F,1989,152
16822,11E040536,F,1999,124
16823,11E040536,F,2009,142
16824,11E040536,F,2019,145
16825,11E040538,MF,1989,342
16826,11E040538,MF,1999,259
16827,11E040538,MF,2009,230
16828,11E040538,MF,2019,235
16829,11E040538,M,1989,176
16830,11E040538,M,1999,135
16831,11E040538,M,2009,117
16832,11E040538,M,2019,121
16833,11E040538,F,1989,166
16834,11E040538,F,1999,124
16835,11E040538,F,2009,113
16836,11E040538,F,2019,114
16837,11E0406,MF,1989,5566
16838,11E0406,MF,1999,4600
16839,11E0406,MF,2009,4126
16840,11E0406,MF,2019,4073
16841,11E0406,M,1989,2922
16842,11E0406,M,1999,2367
16843,11E0406,M,2009,2100
16844,11E0406,M,2019,2157
16845,11E0406,F,1989,2644
16846,11E0406,F,1999,2233
16847,11E0406,F,2009,2026
16848,11E0406,F,2019,1916
16849,11E040604,MF,1989,743
16850,11E040604,MF,1999,601
16851,11E040604,MF,2009,443
16852,11E040604,MF,2019,506
16853,11E040604,M,1989,377
16854,11E040604,M,1999,290
16855,11E040604,M,2009,222
16856,11E040604,M,2019,265
16857,11E040604,F,1989,366
16858,11E040604,F,1999,311
16859,11E040604,F,2009,221
16860,11E040604,F,2019,241
16861,11E040605,MF,1989,289
16862,11E040605,MF,1999,211
16863,11E040605,MF,2009,178
16864,11E040605,MF,2019,178
16865,11E040605,M,1989,153
16866,11E040605,M,1999,112
16867,11E040605,M,2009,91
16868,11E040605,M,2019,104
16869,11E040605,F,1989,136
16870,11E040605,F,1999,99
16871,11E040605,F,2009,87
16872,11E040605,F,2019,74
16873,11E040607,MF,1989,307
16874,11E040607,MF,1999,255
16875,11E040607,MF,2009,236
16876,11E040607,MF,2019,257
16877,11E040607,M,1989,159
16878,11E040607,M,1999,133
16879,11E040607,M,2009,125
16880,11E040607,M,2019,131
16881,11E040607,F,1989,148
16882,11E040607,F,1999,122
16883,11E040607,F,2009,111
16884,11E040607,F,2019,126
16885,11E040608,MF,1989,373
16886,11E040608,MF,1999,327
16887,11E040608,MF,2009,307
16888,11E040608,MF,2019,324
16889,11E040608,M,1989,187
16890,11E040608,M,1999,161
16891,11E040608,M,2009,148
16892,11E040608,M,2019,176
16893,11E040608,F,1989,186
16894,11E040608,F,1999,166
16895,11E040608,F,2009,159
16896,11E040608,F,2019,148
16897,11E040609,MF,1989,568
16898,11E040609,MF,1999,447
16899,11E040609,MF,2009,357
16900,11E040609,MF,2019,238
16901,11E040609,M,1989,325
16902,11E040609,M,1999,233
16903,11E040609,M,2009,186
16904,11E040609,M,2019,133
16905,11E040609,F,1989,243
16906,11E040609,F,1999,214
16907,11E040609,F,2009,171
16908,11E040609,F,2019,105
16909,11E040611,MF,1989,241
16910,11E040611,MF,1999,185
16911,11E040611,MF,2009,199
16912,11E040611,MF,2019,178
16913,11E040611,M,1989,117
16914,11E040611,M,1999,92
16915,11E040611,M,2009,102
16916,11E040611,M,2019,85
16917,11E040611,F,1989,124
16918,11E040611,F,1999,93
16919,11E040611,F,2009,97
16920,11E040611,F,2019,93
16921,11E040612,MF,1989,246
16922,11E040612,MF,1999,212
16923,11E040612,MF,2009,188
16924,11E040612,MF,2019,184
16925,11E040612,M,1989,129
16926,11E040612,M,1999,115
16927,11E040612,M,2009,99
16928,11E040612,M,2019,91
16929,11E040612,F,1989,117
16930,11E040612,F,1999,97
16931,11E040612,F,2009,89
16932,11E040612,F,2019,93
16933,11E040613,MF,1989,280
16934,11E040613,MF,1999,274
16935,11E040613,MF,2009,204
16936,11E040613,MF,2019,249
16937,11E040613,M,1989,148
16938,11E040613,M,1999,158
16939,11E040613,M,2009,102
16940,11E040613,M,2019,136
16941,11E040613,F,1989,132
16942,11E040613,F,1999,116
16943,11E040613,F,2009,102
16944,11E040613,F,2019,113
16945,11E040618,MF,1989,281
16946,11E040618,MF,1999,229
16947,11E040618,MF,2009,177
16948,11E040618,MF,2019,196
16949,11E040618,M,1989,137
16950,11E040618,M,1999,108
16951,11E040618,M,2009,82
16952,11E040618,M,2019,102
16953,11E040618,F,1989,144
16954,11E040618,F,1999,121
16955,11E040618,F,2009,95
16956,11E040618,F,2019,94
16957,11E040619,MF,1989,429
16958,11E040619,MF,1999,328
16959,11E040619,MF,2009,308
16960,11E040619,MF,2019,264
16961,11E040619,M,1989,218
16962,11E040619,M,1999,167
16963,11E040619,M,2009,148
16964,11E040619,M,2019,125
16965,11E040619,F,1989,211
16966,11E040619,F,1999,161
16967,11E040619,F,2009,160
16968,11E040619,F,2019,139
16969,11E040620,MF,1989,1075
16970,11E040620,MF,1999,944
16971,11E040620,MF,2009,940
16972,11E040620,MF,2019,813
16973,11E040620,M,1989,568
16974,11E040620,M,1999,483
16975,11E040620,M,2009,478
16976,11E040620,M,2019,443
16977,11E040620,F,1989,507
16978,11E040620,F,1999,461
16979,11E040620,F,2009,462
16980,11E040620,F,2019,370
16981,11E040621,MF,1989,336
16982,11E040621,MF,1999,271
16983,11E040621,MF,2009,302
16984,11E040621,MF,2019,371
16985,11E040621,M,1989,181
16986,11E040621,M,1999,146
16987,11E040621,M,2009,163
16988,11E040621,M,2019,190
16989,11E040621,F,1989,155
16990,11E040621,F,1999,125
16991,11E040621,F,2009,139
16992,11E040621,F,2019,181
16993,11E040616,MF,1989,398
16994,11E040616,MF,1999,316
16995,11E040616,MF,2009,287
16996,11E040616,MF,2019,315
16997,11E040616,M,1989,223
16998,11E040616,M,1999,169
16999,11E040616,M,2009,154
17000,11E040616,M,2019,176
