primary_key,codes,age,year,No
68652,16J090703,55 - 64 years,2019,24
68653,16J090703,65 and more years,1989,29
68654,16J090703,65 and more years,1999,52
68655,16J090703,65 and more years,2009,24
68656,16J090703,65 and more years,2019,27
68657,16J090704,Total,1989,258
68658,16J090704,Total,1999,201
68659,16J090704,Total,2009,124
68660,16J090704,Total,2019,111
68661,16J090704,16 - 24 years,1989,71
68662,16J090704,16 - 24 years,1999,32
68663,16J090704,16 - 24 years,2009,11
68664,16J090704,16 - 24 years,2019,9
68665,16J090704,25 - 34 years,1989,14
68666,16J090704,25 - 34 years,1999,19
68667,16J090704,25 - 34 years,2009,5
68668,16J090704,25 - 34 years,2019,7
68669,16J090704,35 - 44 years,1989,20
68670,16J090704,35 - 44 years,1999,10
68671,16J090704,35 - 44 years,2009,7
68672,16J090704,35 - 44 years,2019,3
68673,16J090704,45 - 54 years,1989,40
68674,16J090704,45 - 54 years,1999,40
68675,16J090704,45 - 54 years,2009,17
68676,16J090704,45 - 54 years,2019,12
68677,16J090704,55 - 64 years,1989,42
68678,16J090704,55 - 64 years,1999,46
68679,16J090704,55 - 64 years,2009,39
68680,16J090704,55 - 64 years,2019,30
68681,16J090704,65 and more years,1989,71
68682,16J090704,65 and more years,1999,54
68683,16J090704,65 and more years,2009,45
68684,16J090704,65 and more years,2019,50
68685,16J090705,Total,1989,172
68686,16J090705,Total,1999,122
68687,16J090705,Total,2009,73
68688,16J090705,Total,2019,58
68689,16J090705,16 - 24 years,1989,45
68690,16J090705,16 - 24 years,1999,24
68691,16J090705,16 - 24 years,2009,13
68692,16J090705,16 - 24 years,2019,11
68693,16J090705,25 - 34 years,1989,18
68694,16J090705,25 - 34 years,1999,14
68695,16J090705,25 - 34 years,2009,7
68696,16J090705,25 - 34 years,2019,5
68697,16J090705,35 - 44 years,1989,14
68698,16J090705,35 - 44 years,1999,14
68699,16J090705,35 - 44 years,2009,7
68700,16J090705,35 - 44 years,2019,6
68701,16J090705,45 - 54 years,1989,20
68702,16J090705,45 - 54 years,1999,15
68703,16J090705,45 - 54 years,2009,15
68704,16J090705,45 - 54 years,2019,14
68705,16J090705,55 - 64 years,1989,31
68706,16J090705,55 - 64 years,1999,19
68707,16J090705,55 - 64 years,2009,7
68708,16J090705,55 - 64 years,2019,11
68709,16J090705,65 and more years,1989,44
68710,16J090705,65 and more years,1999,36
68711,16J090705,65 and more years,2009,24
68712,16J090705,65 and more years,2019,11
68713,16J090706,Total,1989,257
68714,16J090706,Total,1999,140
68715,16J090706,Total,2009,85
68716,16J090706,Total,2019,81
68717,16J090706,16 - 24 years,1989,91
68718,16J090706,16 - 24 years,1999,39
68719,16J090706,16 - 24 years,2009,19
68720,16J090706,16 - 24 years,2019,14
68721,16J090706,25 - 34 years,1989,20
68722,16J090706,25 - 34 years,1999,15
68723,16J090706,25 - 34 years,2009,5
68724,16J090706,25 - 34 years,2019,4
68725,16J090706,35 - 44 years,1989,19
68726,16J090706,35 - 44 years,1999,9
68727,16J090706,35 - 44 years,2009,14
68728,16J090706,35 - 44 years,2019,6
68729,16J090706,45 - 54 years,1989,40
68730,16J090706,45 - 54 years,1999,23
68731,16J090706,45 - 54 years,2009,13
68732,16J090706,45 - 54 years,2019,18
68733,16J090706,55 - 64 years,1989,29
68734,16J090706,55 - 64 years,1999,22
68735,16J090706,55 - 64 years,2009,17
68736,16J090706,55 - 64 years,2019,18
68737,16J090706,65 and more years,1989,58
68738,16J090706,65 and more years,1999,32
68739,16J090706,65 and more years,2009,17
68740,16J090706,65 and more years,2019,21
68741,16J090708,Total,1989,211
68742,16J090708,Total,1999,148
68743,16J090708,Total,2009,106
68744,16J090708,Total,2019,136
68745,16J090708,16 - 24 years,1989,48
68746,16J090708,16 - 24 years,1999,44
68747,16J090708,16 - 24 years,2009,18
68748,16J090708,16 - 24 years,2019,15
68749,16J090708,25 - 34 years,1989,15
68750,16J090708,25 - 34 years,1999,12
68751,16J090708,25 - 34 years,2009,7
68752,16J090708,25 - 34 years,2019,12
68753,16J090708,35 - 44 years,1989,15
68754,16J090708,35 - 44 years,1999,20
68755,16J090708,35 - 44 years,2009,12
68756,16J090708,35 - 44 years,2019,13
68757,16J090708,45 - 54 years,1989,25
68758,16J090708,45 - 54 years,1999,16
68759,16J090708,45 - 54 years,2009,19
68760,16J090708,45 - 54 years,2019,20
68761,16J090708,55 - 64 years,1989,48
68762,16J090708,55 - 64 years,1999,19
68763,16J090708,55 - 64 years,2009,13
68764,16J090708,55 - 64 years,2019,40
68765,16J090708,65 and more years,1989,60
68766,16J090708,65 and more years,1999,37
68767,16J090708,65 and more years,2009,37
68768,16J090708,65 and more years,2019,36
68769,16J090709,Total,1989,365
68770,16J090709,Total,1999,174
68771,16J090709,Total,2009,109
68772,16J090709,Total,2019,138
68773,16J090709,16 - 24 years,1989,81
68774,16J090709,16 - 24 years,1999,29
68775,16J090709,16 - 24 years,2009,12
68776,16J090709,16 - 24 years,2019,14
68777,16J090709,25 - 34 years,1989,27
68778,16J090709,25 - 34 years,1999,13
68779,16J090709,25 - 34 years,2009,14
68780,16J090709,25 - 34 years,2019,13
68781,16J090709,35 - 44 years,1989,24
68782,16J090709,35 - 44 years,1999,20
68783,16J090709,35 - 44 years,2009,7
68784,16J090709,35 - 44 years,2019,19
68785,16J090709,45 - 54 years,1989,46
68786,16J090709,45 - 54 years,1999,15
68787,16J090709,45 - 54 years,2009,14
68788,16J090709,45 - 54 years,2019,18
68789,16J090709,55 - 64 years,1989,83
68790,16J090709,55 - 64 years,1999,29
68791,16J090709,55 - 64 years,2009,20
68792,16J090709,55 - 64 years,2019,30
68793,16J090709,65 and more years,1989,104
68794,16J090709,65 and more years,1999,68
68795,16J090709,65 and more years,2009,42
68796,16J090709,65 and more years,2019,44
68797,16J090711,Total,1989,570
68798,16J090711,Total,1999,325
68799,16J090711,Total,2009,198
68800,16J090711,Total,2019,193
68801,16J090711,16 - 24 years,1989,197
68802,16J090711,16 - 24 years,1999,72
68803,16J090711,16 - 24 years,2009,24
68804,16J090711,16 - 24 years,2019,19
68805,16J090711,25 - 34 years,1989,52
68806,16J090711,25 - 34 years,1999,38
68807,16J090711,25 - 34 years,2009,19
68808,16J090711,25 - 34 years,2019,2
68809,16J090711,35 - 44 years,1989,50
68810,16J090711,35 - 44 years,1999,25
68811,16J090711,35 - 44 years,2009,23
68812,16J090711,35 - 44 years,2019,11
68813,16J090711,45 - 54 years,1989,76
68814,16J090711,45 - 54 years,1999,34
68815,16J090711,45 - 54 years,2009,19
68816,16J090711,45 - 54 years,2019,34
68817,16J090711,55 - 64 years,1989,84
68818,16J090711,55 - 64 years,1999,68
68819,16J090711,55 - 64 years,2009,35
68820,16J090711,55 - 64 years,2019,31
68821,16J090711,65 and more years,1989,111
68822,16J090711,65 and more years,1999,88
68823,16J090711,65 and more years,2009,78
68824,16J090711,65 and more years,2019,96
68825,16J090712,Total,1989,483
68826,16J090712,Total,1999,166
68827,16J090712,Total,2009,86
68828,16J090712,Total,2019,38
68829,16J090712,16 - 24 years,1989,108
68830,16J090712,16 - 24 years,1999,18
68831,16J090712,16 - 24 years,2009,8
68832,16J090712,16 - 24 years,2019,2
68833,16J090712,25 - 34 years,1989,35
68834,16J090712,25 - 34 years,1999,13
68835,16J090712,25 - 34 years,2009,2
68836,16J090712,25 - 34 years,2019,1
68837,16J090712,35 - 44 years,1989,35
68838,16J090712,35 - 44 years,1999,9
68839,16J090712,35 - 44 years,2009,10
68840,16J090712,35 - 44 years,2019,5
68841,16J090712,45 - 54 years,1989,69
68842,16J090712,45 - 54 years,1999,12
68843,16J090712,45 - 54 years,2009,12
68844,16J090712,45 - 54 years,2019,9
68845,16J090712,55 - 64 years,1989,103
68846,16J090712,55 - 64 years,1999,32
68847,16J090712,55 - 64 years,2009,14
68848,16J090712,55 - 64 years,2019,7
68849,16J090712,65 and more years,1989,133
68850,16J090712,65 and more years,1999,82
68851,16J090712,65 and more years,2009,40
68852,16J090712,65 and more years,2019,14
68853,16J090713,Total,1989,206
68854,16J090713,Total,1999,171
68855,16J090713,Total,2009,117
68856,16J090713,Total,2019,115
68857,16J090713,16 - 24 years,1989,65
68858,16J090713,16 - 24 years,1999,43
68859,16J090713,16 - 24 years,2009,16
68860,16J090713,16 - 24 years,2019,7
68861,16J090713,25 - 34 years,1989,18
68862,16J090713,25 - 34 years,1999,11
68863,16J090713,25 - 34 years,2009,11
68864,16J090713,25 - 34 years,2019,6
68865,16J090713,35 - 44 years,1989,17
68866,16J090713,35 - 44 years,1999,15
68867,16J090713,35 - 44 years,2009,17
68868,16J090713,35 - 44 years,2019,9
68869,16J090713,45 - 54 years,1989,30
68870,16J090713,45 - 54 years,1999,23
68871,16J090713,45 - 54 years,2009,13
68872,16J090713,45 - 54 years,2019,24
68873,16J090713,55 - 64 years,1989,36
68874,16J090713,55 - 64 years,1999,35
68875,16J090713,55 - 64 years,2009,19
68876,16J090713,55 - 64 years,2019,21
68877,16J090713,65 and more years,1989,40
68878,16J090713,65 and more years,1999,44
68879,16J090713,65 and more years,2009,41
68880,16J090713,65 and more years,2019,48
68881,16J090714,Total,1989,274
68882,16J090714,Total,1999,171
68883,16J090714,Total,2009,108
68884,16J090714,Total,2019,98
68885,16J090714,16 - 24 years,1989,75
68886,16J090714,16 - 24 years,1999,39
68887,16J090714,16 - 24 years,2009,19
68888,16J090714,16 - 24 years,2019,14
68889,16J090714,25 - 34 years,1989,21
68890,16J090714,25 - 34 years,1999,15
68891,16J090714,25 - 34 years,2009,8
68892,16J090714,25 - 34 years,2019,2
68893,16J090714,35 - 44 years,1989,30
68894,16J090714,35 - 44 years,1999,17
68895,16J090714,35 - 44 years,2009,10
68896,16J090714,35 - 44 years,2019,6
68897,16J090714,45 - 54 years,1989,31
68898,16J090714,45 - 54 years,1999,26
68899,16J090714,45 - 54 years,2009,17
68900,16J090714,45 - 54 years,2019,14
68901,16J090714,55 - 64 years,1989,45
68902,16J090714,55 - 64 years,1999,25
68903,16J090714,55 - 64 years,2009,23
68904,16J090714,55 - 64 years,2019,25
68905,16J090714,65 and more years,1989,72
68906,16J090714,65 and more years,1999,49
68907,16J090714,65 and more years,2009,31
68908,16J090714,65 and more years,2019,37
68909,16J090716,Total,1989,187
68910,16J090716,Total,1999,142
68911,16J090716,Total,2009,130
68912,16J090716,Total,2019,147
68913,16J090716,16 - 24 years,1989,35
68914,16J090716,16 - 24 years,1999,14
68915,16J090716,16 - 24 years,2009,9
68916,16J090716,16 - 24 years,2019,6
68917,16J090716,25 - 34 years,1989,14
68918,16J090716,25 - 34 years,1999,6
68919,16J090716,25 - 34 years,2009,11
68920,16J090716,25 - 34 years,2019,13
68921,16J090716,35 - 44 years,1989,17
68922,16J090716,35 - 44 years,1999,11
68923,16J090716,35 - 44 years,2009,6
68924,16J090716,35 - 44 years,2019,9
68925,16J090716,45 - 54 years,1989,35
68926,16J090716,45 - 54 years,1999,22
68927,16J090716,45 - 54 years,2009,26
68928,16J090716,45 - 54 years,2019,16
68929,16J090716,55 - 64 years,1989,43
68930,16J090716,55 - 64 years,1999,37
68931,16J090716,55 - 64 years,2009,23
68932,16J090716,55 - 64 years,2019,39
68933,16J090716,65 and more years,1989,43
68934,16J090716,65 and more years,1999,52
68935,16J090716,65 and more years,2009,55
68936,16J090716,65 and more years,2019,64
68937,16J090717,Total,1989,399
68938,16J090717,Total,1999,237
68939,16J090717,Total,2009,101
68940,16J090717,Total,2019,116
68941,16J090717,16 - 24 years,1989,83
68942,16J090717,16 - 24 years,1999,41
68943,16J090717,16 - 24 years,2009,15
68944,16J090717,16 - 24 years,2019,10
68945,16J090717,25 - 34 years,1989,16
68946,16J090717,25 - 34 years,1999,14
68947,16J090717,25 - 34 years,2009,4
68948,16J090717,25 - 34 years,2019,6
68949,16J090717,35 - 44 years,1989,19
68950,16J090717,35 - 44 years,1999,21
68951,16J090717,35 - 44 years,2009,13
68952,16J090717,35 - 44 years,2019,13
68953,16J090717,45 - 54 years,1989,53
68954,16J090717,45 - 54 years,1999,25
68955,16J090717,45 - 54 years,2009,17
68956,16J090717,45 - 54 years,2019,15
68957,16J090717,55 - 64 years,1989,81
68958,16J090717,55 - 64 years,1999,49
68959,16J090717,55 - 64 years,2009,16
68960,16J090717,55 - 64 years,2019,29
68961,16J090717,65 and more years,1989,147
68962,16J090717,65 and more years,1999,87
68963,16J090717,65 and more years,2009,36
68964,16J090717,65 and more years,2019,43
68965,16J090718,Total,1989,283
68966,16J090718,Total,1999,158
68967,16J090718,Total,2009,67
68968,16J090718,Total,2019,46
68969,16J090718,16 - 24 years,1989,66
68970,16J090718,16 - 24 years,1999,32
68971,16J090718,16 - 24 years,2009,8
68972,16J090718,16 - 24 years,2019,4
68973,16J090718,25 - 34 years,1989,23
68974,16J090718,25 - 34 years,1999,9
68975,16J090718,25 - 34 years,2009,4
68976,16J090718,25 - 34 years,2019,4
68977,16J090718,35 - 44 years,1989,28
68978,16J090718,35 - 44 years,1999,20
68979,16J090718,35 - 44 years,2009,3
68980,16J090718,35 - 44 years,2019,7
68981,16J090718,45 - 54 years,1989,29
68982,16J090718,45 - 54 years,1999,18
68983,16J090718,45 - 54 years,2009,12
68984,16J090718,45 - 54 years,2019,2
68985,16J090718,55 - 64 years,1989,56
68986,16J090718,55 - 64 years,1999,18
68987,16J090718,55 - 64 years,2009,13
68988,16J090718,55 - 64 years,2019,14
68989,16J090718,65 and more years,1989,81
68990,16J090718,65 and more years,1999,61
68991,16J090718,65 and more years,2009,27
68992,16J090718,65 and more years,2019,15
68993,16J090757,Total,1989,639
68994,16J090757,Total,1999,384
68995,16J090757,Total,2009,245
68996,16J090757,Total,2019,370
68997,16J090757,16 - 24 years,1989,106
68998,16J090757,16 - 24 years,1999,62
68999,16J090757,16 - 24 years,2009,21
69000,16J090757,16 - 24 years,2019,21
69001,16J090757,25 - 34 years,1989,40
69002,16J090757,25 - 34 years,1999,21
69003,16J090757,25 - 34 years,2009,13
69004,16J090757,25 - 34 years,2019,22
69005,16J090757,35 - 44 years,1989,40
69006,16J090757,35 - 44 years,1999,37
69007,16J090757,35 - 44 years,2009,16
69008,16J090757,35 - 44 years,2019,43
69009,16J090757,45 - 54 years,1989,71
69010,16J090757,45 - 54 years,1999,41
69011,16J090757,45 - 54 years,2009,40
69012,16J090757,45 - 54 years,2019,50
69013,16J090757,55 - 64 years,1989,160
69014,16J090757,55 - 64 years,1999,86
69015,16J090757,55 - 64 years,2009,29
69016,16J090757,55 - 64 years,2019,79
69017,16J090757,65 and more years,1989,222
69018,16J090757,65 and more years,1999,137
69019,16J090757,65 and more years,2009,126
69020,16J090757,65 and more years,2019,155
69021,16J090721,Total,1989,198
69022,16J090721,Total,1999,116
69023,16J090721,Total,2009,51
69024,16J090721,Total,2019,64
69025,16J090721,16 - 24 years,1989,72
69026,16J090721,16 - 24 years,1999,16
69027,16J090721,16 - 24 years,2009,4
69028,16J090721,16 - 24 years,2019,5
69029,16J090721,25 - 34 years,1989,15
69030,16J090721,25 - 34 years,1999,15
69031,16J090721,25 - 34 years,2009,2
69032,16J090721,25 - 34 years,2019,2
69033,16J090721,35 - 44 years,1989,26
69034,16J090721,35 - 44 years,1999,9
69035,16J090721,35 - 44 years,2009,5
69036,16J090721,35 - 44 years,2019,3
69037,16J090721,45 - 54 years,1989,33
69038,16J090721,45 - 54 years,1999,20
69039,16J090721,45 - 54 years,2009,8
69040,16J090721,45 - 54 years,2019,11
69041,16J090721,55 - 64 years,1989,26
69042,16J090721,55 - 64 years,1999,31
69043,16J090721,55 - 64 years,2009,8
69044,16J090721,55 - 64 years,2019,13
69045,16J090721,65 and more years,1989,26
69046,16J090721,65 and more years,1999,25
69047,16J090721,65 and more years,2009,24
69048,16J090721,65 and more years,2019,30
69049,16J090758,Total,1989,839
69050,16J090758,Total,1999,464
69051,16J090758,Total,2009,204
69052,16J090758,Total,2019,358
69053,16J090758,16 - 24 years,1989,241
69054,16J090758,16 - 24 years,1999,96
69055,16J090758,16 - 24 years,2009,33
69056,16J090758,16 - 24 years,2019,56
69057,16J090758,25 - 34 years,1989,79
69058,16J090758,25 - 34 years,1999,63
69059,16J090758,25 - 34 years,2009,9
69060,16J090758,25 - 34 years,2019,13
69061,16J090758,35 - 44 years,1989,64
69062,16J090758,35 - 44 years,1999,43
69063,16J090758,35 - 44 years,2009,25
69064,16J090758,35 - 44 years,2019,31
69065,16J090758,45 - 54 years,1989,114
69066,16J090758,45 - 54 years,1999,47
69067,16J090758,45 - 54 years,2009,25
69068,16J090758,45 - 54 years,2019,71
69069,16J090758,55 - 64 years,1989,180
69070,16J090758,55 - 64 years,1999,77
69071,16J090758,55 - 64 years,2009,40
69072,16J090758,55 - 64 years,2019,66
69073,16J090758,65 and more years,1989,161
69074,16J090758,65 and more years,1999,138
69075,16J090758,65 and more years,2009,72
69076,16J090758,65 and more years,2019,121
69077,16J090759,Total,1989,437
69078,16J090759,Total,1999,293
69079,16J090759,Total,2009,195
69080,16J090759,Total,2019,179
69081,16J090759,16 - 24 years,1989,128
69082,16J090759,16 - 24 years,1999,77
69083,16J090759,16 - 24 years,2009,29
69084,16J090759,16 - 24 years,2019,13
69085,16J090759,25 - 34 years,1989,48
69086,16J090759,25 - 34 years,1999,14
69087,16J090759,25 - 34 years,2009,19
69088,16J090759,25 - 34 years,2019,11
69089,16J090759,35 - 44 years,1989,45
69090,16J090759,35 - 44 years,1999,48
69091,16J090759,35 - 44 years,2009,11
69092,16J090759,35 - 44 years,2019,22
69093,16J090759,45 - 54 years,1989,63
69094,16J090759,45 - 54 years,1999,41
69095,16J090759,45 - 54 years,2009,41
69096,16J090759,45 - 54 years,2019,21
69097,16J090759,55 - 64 years,1989,56
69098,16J090759,55 - 64 years,1999,51
69099,16J090759,55 - 64 years,2009,33
69100,16J090759,55 - 64 years,2019,50
69101,16J090759,65 and more years,1989,97
69102,16J090759,65 and more years,1999,62
69103,16J090759,65 and more years,2009,62
69104,16J090759,65 and more years,2019,62
69105,16J090760,Total,1989,523
69106,16J090760,Total,1999,318
69107,16J090760,Total,2009,191
69108,16J090760,Total,2019,175
69109,16J090760,16 - 24 years,1989,157
69110,16J090760,16 - 24 years,1999,66
69111,16J090760,16 - 24 years,2009,19
69112,16J090760,16 - 24 years,2019,22
69113,16J090760,25 - 34 years,1989,36
69114,16J090760,25 - 34 years,1999,20
69115,16J090760,25 - 34 years,2009,13
69116,16J090760,25 - 34 years,2019,6
69117,16J090760,35 - 44 years,1989,55
69118,16J090760,35 - 44 years,1999,24
69119,16J090760,35 - 44 years,2009,20
69120,16J090760,35 - 44 years,2019,12
69121,16J090760,45 - 54 years,1989,76
69122,16J090760,45 - 54 years,1999,49
69123,16J090760,45 - 54 years,2009,19
69124,16J090760,45 - 54 years,2019,27
69125,16J090760,55 - 64 years,1989,85
69126,16J090760,55 - 64 years,1999,67
69127,16J090760,55 - 64 years,2009,38
69128,16J090760,55 - 64 years,2019,42
69129,16J090760,65 and more years,1989,114
69130,16J090760,65 and more years,1999,92
69131,16J090760,65 and more years,2009,82
69132,16J090760,65 and more years,2019,66
69133,16J090722,Total,1989,157
69134,16J090722,Total,1999,165
69135,16J090722,Total,2009,61
69136,16J090722,Total,2019,53
69137,16J090722,16 - 24 years,1989,42
69138,16J090722,16 - 24 years,1999,32
69139,16J090722,16 - 24 years,2009,7
69140,16J090722,16 - 24 years,2019,4
69141,16J090722,25 - 34 years,1989,12
69142,16J090722,25 - 34 years,1999,15
69143,16J090722,25 - 34 years,2009,5
69144,16J090722,25 - 34 years,2019,7
69145,16J090722,35 - 44 years,1989,7
69146,16J090722,35 - 44 years,1999,16
69147,16J090722,35 - 44 years,2009,2
69148,16J090722,35 - 44 years,2019,3
69149,16J090722,45 - 54 years,1989,13
69150,16J090722,45 - 54 years,1999,15
69151,16J090722,45 - 54 years,2009,15
69152,16J090722,45 - 54 years,2019,7
69153,16J090722,55 - 64 years,1989,39
69154,16J090722,55 - 64 years,1999,17
69155,16J090722,55 - 64 years,2009,5
69156,16J090722,55 - 64 years,2019,17
69157,16J090722,65 and more years,1989,44
69158,16J090722,65 and more years,1999,70
69159,16J090722,65 and more years,2009,27
69160,16J090722,65 and more years,2019,15
69161,16J090723,Total,1989,349
69162,16J090723,Total,1999,121
69163,16J090723,Total,2009,70
69164,16J090723,Total,2019,81
69165,16J090723,16 - 24 years,1989,100
69166,16J090723,16 - 24 years,1999,21
69167,16J090723,16 - 24 years,2009,8
69168,16J090723,16 - 24 years,2019,13
69169,16J090723,25 - 34 years,1989,36
69170,16J090723,25 - 34 years,1999,7
69171,16J090723,25 - 34 years,2009,5
69172,16J090723,25 - 34 years,2019,4
69173,16J090723,35 - 44 years,1989,39
69174,16J090723,35 - 44 years,1999,11
69175,16J090723,35 - 44 years,2009,9
69176,16J090723,35 - 44 years,2019,9
69177,16J090723,45 - 54 years,1989,55
69178,16J090723,45 - 54 years,1999,24
69179,16J090723,45 - 54 years,2009,10
69180,16J090723,45 - 54 years,2019,11
69181,16J090723,55 - 64 years,1989,57
69182,16J090723,55 - 64 years,1999,32
69183,16J090723,55 - 64 years,2009,14
69184,16J090723,55 - 64 years,2019,12
69185,16J090723,65 and more years,1989,62
69186,16J090723,65 and more years,1999,26
69187,16J090723,65 and more years,2009,24
69188,16J090723,65 and more years,2019,32
69189,16J090724,Total,1989,504
69190,16J090724,Total,1999,307
69191,16J090724,Total,2009,154
69192,16J090724,Total,2019,202
69193,16J090724,16 - 24 years,1989,140
69194,16J090724,16 - 24 years,1999,70
69195,16J090724,16 - 24 years,2009,11
69196,16J090724,16 - 24 years,2019,14
69197,16J090724,25 - 34 years,1989,52
69198,16J090724,25 - 34 years,1999,21
69199,16J090724,25 - 34 years,2009,11
69200,16J090724,25 - 34 years,2019,8
69201,16J090724,35 - 44 years,1989,44
69202,16J090724,35 - 44 years,1999,30
69203,16J090724,35 - 44 years,2009,11
69204,16J090724,35 - 44 years,2019,20
69205,16J090724,45 - 54 years,1989,47
69206,16J090724,45 - 54 years,1999,42
69207,16J090724,45 - 54 years,2009,27
69208,16J090724,45 - 54 years,2019,15
69209,16J090724,55 - 64 years,1989,85
69210,16J090724,55 - 64 years,1999,44
69211,16J090724,55 - 64 years,2009,31
69212,16J090724,55 - 64 years,2019,40
69213,16J090724,65 and more years,1989,136
69214,16J090724,65 and more years,1999,100
69215,16J090724,65 and more years,2009,63
69216,16J090724,65 and more years,2019,105
69217,16J090725,Total,1989,150
69218,16J090725,Total,1999,109
69219,16J090725,Total,2009,42
69220,16J090725,Total,2019,49
69221,16J090725,16 - 24 years,1989,57
69222,16J090725,16 - 24 years,1999,33
69223,16J090725,16 - 24 years,2009,5
69224,16J090725,16 - 24 years,2019,5
69225,16J090725,25 - 34 years,1989,26
69226,16J090725,25 - 34 years,1999,5
69227,16J090725,25 - 34 years,2009,3
69228,16J090725,25 - 34 years,2019,7
69229,16J090725,35 - 44 years,1989,15
69230,16J090725,35 - 44 years,1999,21
69231,16J090725,35 - 44 years,2009,1
69232,16J090725,35 - 44 years,2019,2
69233,16J090725,45 - 54 years,1989,17
69234,16J090725,45 - 54 years,1999,14
69235,16J090725,45 - 54 years,2009,10
69236,16J090725,45 - 54 years,2019,8
69237,16J090725,55 - 64 years,1989,21
69238,16J090725,55 - 64 years,1999,17
69239,16J090725,55 - 64 years,2009,12
69240,16J090725,55 - 64 years,2019,12
69241,16J090725,65 and more years,1989,14
69242,16J090725,65 and more years,1999,19
69243,16J090725,65 and more years,2009,11
69244,16J090725,65 and more years,2019,15
69245,16J090728,Total,1989,351
69246,16J090728,Total,1999,212
69247,16J090728,Total,2009,127
69248,16J090728,Total,2019,89
69249,16J090728,16 - 24 years,1989,111
69250,16J090728,16 - 24 years,1999,39
69251,16J090728,16 - 24 years,2009,10
69252,16J090728,16 - 24 years,2019,7
69253,16J090728,25 - 34 years,1989,28
69254,16J090728,25 - 34 years,1999,22
69255,16J090728,25 - 34 years,2009,19
69256,16J090728,25 - 34 years,2019,3
69257,16J090728,35 - 44 years,1989,30
69258,16J090728,35 - 44 years,1999,13
69259,16J090728,35 - 44 years,2009,16
69260,16J090728,35 - 44 years,2019,7
69261,16J090728,45 - 54 years,1989,60
69262,16J090728,45 - 54 years,1999,29
69263,16J090728,45 - 54 years,2009,13
69264,16J090728,45 - 54 years,2019,15
69265,16J090728,55 - 64 years,1989,56
69266,16J090728,55 - 64 years,1999,52
69267,16J090728,55 - 64 years,2009,17
69268,16J090728,55 - 64 years,2019,16
69269,16J090728,65 and more years,1989,66
69270,16J090728,65 and more years,1999,57
69271,16J090728,65 and more years,2009,52
69272,16J090728,65 and more years,2019,41
69273,16J090729,Total,1989,181
69274,16J090729,Total,1999,72
69275,16J090729,Total,2009,25
69276,16J090729,Total,2019,22
69277,16J090729,16 - 24 years,1989,31
69278,16J090729,16 - 24 years,1999,11
69279,16J090729,16 - 24 years,2009,3
69280,16J090729,16 - 24 years,2019,2
69281,16J090729,25 - 34 years,1989,10
69282,16J090729,25 - 34 years,1999,7
69283,16J090729,25 - 34 years,2009,2
69284,16J090729,25 - 34 years,2019,1
69285,16J090729,35 - 44 years,1989,10
69286,16J090729,35 - 44 years,1999,6
69287,16J090729,35 - 44 years,2009,1
69288,16J090729,35 - 44 years,2019,2
69289,16J090729,45 - 54 years,1989,27
69290,16J090729,45 - 54 years,1999,9
69291,16J090729,45 - 54 years,2009,3
69292,16J090729,45 - 54 years,2019,1
69293,16J090729,55 - 64 years,1989,27
69294,16J090729,55 - 64 years,1999,21
69295,16J090729,55 - 64 years,2009,8
69296,16J090729,55 - 64 years,2019,6
69297,16J090729,65 and more years,1989,76
69298,16J090729,65 and more years,1999,18
69299,16J090729,65 and more years,2009,8
69300,16J090729,65 and more years,2019,10
69301,16J090730,Total,1989,528
69302,16J090730,Total,1999,442
69303,16J090730,Total,2009,227
69304,16J090730,Total,2019,215
69305,16J090730,16 - 24 years,1989,165
69306,16J090730,16 - 24 years,1999,119
69307,16J090730,16 - 24 years,2009,30
69308,16J090730,16 - 24 years,2019,17
69309,16J090730,25 - 34 years,1989,43
69310,16J090730,25 - 34 years,1999,37
69311,16J090730,25 - 34 years,2009,25
69312,16J090730,25 - 34 years,2019,2
69313,16J090730,35 - 44 years,1989,42
69314,16J090730,35 - 44 years,1999,52
69315,16J090730,35 - 44 years,2009,12
69316,16J090730,35 - 44 years,2019,6
69317,16J090730,45 - 54 years,1989,68
69318,16J090730,45 - 54 years,1999,65
69319,16J090730,45 - 54 years,2009,37
69320,16J090730,45 - 54 years,2019,24
69321,16J090730,55 - 64 years,1989,81
69322,16J090730,55 - 64 years,1999,66
69323,16J090730,55 - 64 years,2009,48
69324,16J090730,55 - 64 years,2019,53
69325,16J090730,65 and more years,1989,129
69326,16J090730,65 and more years,1999,103
69327,16J090730,65 and more years,2009,75
69328,16J090730,65 and more years,2019,113
69329,16J090732,Total,1989,142
69330,16J090732,Total,1999,80
69331,16J090732,Total,2009,34
69332,16J090732,Total,2019,34
69333,16J090732,16 - 24 years,1989,22
69334,16J090732,16 - 24 years,1999,19
69335,16J090732,16 - 24 years,2009,4
69336,16J090732,16 - 24 years,2019,3
69337,16J090732,25 - 34 years,1989,8
69338,16J090732,25 - 34 years,1999,3
69339,16J090732,25 - 34 years,2009,4
69340,16J090732,25 - 34 years,2019,1
69341,16J090732,35 - 44 years,1989,13
69342,16J090732,35 - 44 years,1999,10
69343,16J090732,35 - 44 years,2009,2
69344,16J090732,35 - 44 years,2019,2
69345,16J090732,45 - 54 years,1989,31
69346,16J090732,45 - 54 years,1999,6
69347,16J090732,45 - 54 years,2009,7
69348,16J090732,45 - 54 years,2019,7
69349,16J090732,55 - 64 years,1989,26
69350,16J090732,55 - 64 years,1999,21
