primary_key,codes,legal_form,year,area_ha
4365,112030257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4366,112030257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4367,112030257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4368,112030257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4369,112030259,Natural person (sole holder),1989,177
4370,112030259,Natural person (sole holder),1999,60
4371,112030259,Natural person (sole holder),2009,43
4372,112030259,Natural person (sole holder),2019,42
4373,112030259,Group of natural persons (group holding),1989,
4374,112030259,Group of natural persons (group holding),1999,
4375,112030259,Group of natural persons (group holding),2009,5
4376,112030259,Group of natural persons (group holding),2019,1
4377,112030259,Fallow land comissions,1989,
4378,112030259,Fallow land comissions,1999,
4379,112030259,Fallow land comissions,2009,
4380,112030259,Fallow land comissions,2019,
4381,112030259,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4382,112030259,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4383,112030259,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4384,112030259,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4385,112030260,Natural person (sole holder),1989,266
4386,112030260,Natural person (sole holder),1999,128
4387,112030260,Natural person (sole holder),2009,98
4388,112030260,Natural person (sole holder),2019,39
4389,112030260,Group of natural persons (group holding),1989,
4390,112030260,Group of natural persons (group holding),1999,
4391,112030260,Group of natural persons (group holding),2009,20
4392,112030260,Group of natural persons (group holding),2019,29
4393,112030260,Fallow land comissions,1989,
4394,112030260,Fallow land comissions,1999,
4395,112030260,Fallow land comissions,2009,
4396,112030260,Fallow land comissions,2019,
4397,112030260,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4398,112030260,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4399,112030260,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4400,112030260,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4401,112030261,Natural person (sole holder),1989,187
4402,112030261,Natural person (sole holder),1999,174
4403,112030261,Natural person (sole holder),2009,152
4404,112030261,Natural person (sole holder),2019,104
4405,112030261,Group of natural persons (group holding),1989,
4406,112030261,Group of natural persons (group holding),1999,
4407,112030261,Group of natural persons (group holding),2009,
4408,112030261,Group of natural persons (group holding),2019,28
4409,112030261,Fallow land comissions,1989,
4410,112030261,Fallow land comissions,1999,
4411,112030261,Fallow land comissions,2009,
4412,112030261,Fallow land comissions,2019,
4413,112030261,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4414,112030261,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4415,112030261,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4416,112030261,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4417,112030263,Natural person (sole holder),1989,284
4418,112030263,Natural person (sole holder),1999,200
4419,112030263,Natural person (sole holder),2009,178
4420,112030263,Natural person (sole holder),2019,188
4421,112030263,Group of natural persons (group holding),1989,
4422,112030263,Group of natural persons (group holding),1999,39
4423,112030263,Group of natural persons (group holding),2009,10
4424,112030263,Group of natural persons (group holding),2019,137
4425,112030263,Fallow land comissions,1989,
4426,112030263,Fallow land comissions,1999,
4427,112030263,Fallow land comissions,2009,
4428,112030263,Fallow land comissions,2019,
4429,112030263,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4430,112030263,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4431,112030263,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4432,112030263,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4433,112030265,Natural person (sole holder),1989,162
4434,112030265,Natural person (sole holder),1999,109
4435,112030265,Natural person (sole holder),2009,114
4436,112030265,Natural person (sole holder),2019,24
4437,112030265,Group of natural persons (group holding),1989,
4438,112030265,Group of natural persons (group holding),1999,
4439,112030265,Group of natural persons (group holding),2009,
4440,112030265,Group of natural persons (group holding),2019,38
4441,112030265,Fallow land comissions,1989,
4442,112030265,Fallow land comissions,1999,
4443,112030265,Fallow land comissions,2009,
4444,112030265,Fallow land comissions,2019,
4445,112030265,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4446,112030265,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4447,112030265,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4448,112030265,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4449,112030264,Natural person (sole holder),1989,376
4450,112030264,Natural person (sole holder),1999,323
4451,112030264,Natural person (sole holder),2009,251
4452,112030264,Natural person (sole holder),2019,247
4453,112030264,Group of natural persons (group holding),1989,
4454,112030264,Group of natural persons (group holding),1999,19
4455,112030264,Group of natural persons (group holding),2009,52
4456,112030264,Group of natural persons (group holding),2019,117
4457,112030264,Fallow land comissions,1989,
4458,112030264,Fallow land comissions,1999,
4459,112030264,Fallow land comissions,2009,
4460,112030264,Fallow land comissions,2019,
4461,112030264,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4462,112030264,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4463,112030264,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4464,112030264,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4465,112030279,Natural person (sole holder),1989,81
4466,112030279,Natural person (sole holder),1999,56
4467,112030279,Natural person (sole holder),2009,60
4468,112030279,Natural person (sole holder),2019,16
4469,112030279,Group of natural persons (group holding),1989,
4470,112030279,Group of natural persons (group holding),1999,
4471,112030279,Group of natural persons (group holding),2009,
4472,112030279,Group of natural persons (group holding),2019,17
4473,112030279,Fallow land comissions,1989,
4474,112030279,Fallow land comissions,1999,
4475,112030279,Fallow land comissions,2009,
4476,112030279,Fallow land comissions,2019,
4477,112030279,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,5
4478,112030279,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,8
4479,112030279,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,12
4480,112030279,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,2
4481,112030277,Natural person (sole holder),1989,91
4482,112030277,Natural person (sole holder),1999,86
4483,112030277,Natural person (sole holder),2009,53
4484,112030277,Natural person (sole holder),2019,49
4485,112030277,Group of natural persons (group holding),1989,
4486,112030277,Group of natural persons (group holding),1999,
4487,112030277,Group of natural persons (group holding),2009,
4488,112030277,Group of natural persons (group holding),2019,
4489,112030277,Fallow land comissions,1989,
