primary_key,codes,legal_form,year,area_ha
21776,11E040246,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21777,11E040247,Natural person (sole holder),1989,1595
21778,11E040247,Natural person (sole holder),1999,1312
21779,11E040247,Natural person (sole holder),2009,1211
21780,11E040247,Natural person (sole holder),2019,1484
21781,11E040247,Group of natural persons (group holding),1989,
21782,11E040247,Group of natural persons (group holding),1999,
21783,11E040247,Group of natural persons (group holding),2009,
21784,11E040247,Group of natural persons (group holding),2019,32
21785,11E040247,Fallow land comissions,1989,
21786,11E040247,Fallow land comissions,1999,
21787,11E040247,Fallow land comissions,2009,
21788,11E040247,Fallow land comissions,2019,
21789,11E040247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21790,11E040247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21791,11E040247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,5
21792,11E040247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,13
21793,11E040248,Natural person (sole holder),1989,1032
21794,11E040248,Natural person (sole holder),1999,736
21795,11E040248,Natural person (sole holder),2009,785
21796,11E040248,Natural person (sole holder),2019,657
21797,11E040248,Group of natural persons (group holding),1989,
21798,11E040248,Group of natural persons (group holding),1999,
21799,11E040248,Group of natural persons (group holding),2009,
21800,11E040248,Group of natural persons (group holding),2019,
21801,11E040248,Fallow land comissions,1989,
21802,11E040248,Fallow land comissions,1999,
21803,11E040248,Fallow land comissions,2009,
21804,11E040248,Fallow land comissions,2019,56
21805,11E040248,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21806,11E040248,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21807,11E040248,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21808,11E040248,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21809,11E040250,Natural person (sole holder),1989,1688
21810,11E040250,Natural person (sole holder),1999,972
21811,11E040250,Natural person (sole holder),2009,771
21812,11E040250,Natural person (sole holder),2019,668
21813,11E040250,Group of natural persons (group holding),1989,
21814,11E040250,Group of natural persons (group holding),1999,
21815,11E040250,Group of natural persons (group holding),2009,
21816,11E040250,Group of natural persons (group holding),2019,1
21817,11E040250,Fallow land comissions,1989,
21818,11E040250,Fallow land comissions,1999,13
21819,11E040250,Fallow land comissions,2009,
21820,11E040250,Fallow land comissions,2019,
21821,11E040250,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,13
21822,11E040250,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21823,11E040250,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21824,11E040250,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21825,11E040251,Natural person (sole holder),1989,1564
21826,11E040251,Natural person (sole holder),1999,1188
21827,11E040251,Natural person (sole holder),2009,773
21828,11E040251,Natural person (sole holder),2019,733
21829,11E040251,Group of natural persons (group holding),1989,
21830,11E040251,Group of natural persons (group holding),1999,
21831,11E040251,Group of natural persons (group holding),2009,90
21832,11E040251,Group of natural persons (group holding),2019,60
21833,11E040251,Fallow land comissions,1989,
21834,11E040251,Fallow land comissions,1999,
21835,11E040251,Fallow land comissions,2009,
21836,11E040251,Fallow land comissions,2019,
21837,11E040251,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21838,11E040251,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21839,11E040251,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21840,11E040251,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21841,11E040252,Natural person (sole holder),1989,3000
21842,11E040252,Natural person (sole holder),1999,2952
21843,11E040252,Natural person (sole holder),2009,2382
21844,11E040252,Natural person (sole holder),2019,2783
21845,11E040252,Group of natural persons (group holding),1989,
21846,11E040252,Group of natural persons (group holding),1999,10
21847,11E040252,Group of natural persons (group holding),2009,3
21848,11E040252,Group of natural persons (group holding),2019,54
21849,11E040252,Fallow land comissions,1989,
21850,11E040252,Fallow land comissions,1999,
21851,11E040252,Fallow land comissions,2009,
21852,11E040252,Fallow land comissions,2019,
21853,11E040252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21854,11E040252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,119
21855,11E040252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,119
21856,11E040252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,128
21857,11E040253,Natural person (sole holder),1989,2632
21858,11E040253,Natural person (sole holder),1999,2702
21859,11E040253,Natural person (sole holder),2009,2445
21860,11E040253,Natural person (sole holder),2019,2308
21861,11E040253,Group of natural persons (group holding),1989,32
21862,11E040253,Group of natural persons (group holding),1999,105
21863,11E040253,Group of natural persons (group holding),2009,13
21864,11E040253,Group of natural persons (group holding),2019,27
21865,11E040253,Fallow land comissions,1989,
21866,11E040253,Fallow land comissions,1999,
21867,11E040253,Fallow land comissions,2009,
21868,11E040253,Fallow land comissions,2019,
21869,11E040253,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21870,11E040253,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21871,11E040253,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21872,11E040253,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21873,11E040254,Natural person (sole holder),1989,1059
21874,11E040254,Natural person (sole holder),1999,756
21875,11E040254,Natural person (sole holder),2009,592
21876,11E040254,Natural person (sole holder),2019,608
21877,11E040254,Group of natural persons (group holding),1989,
21878,11E040254,Group of natural persons (group holding),1999,144
21879,11E040254,Group of natural persons (group holding),2009,150
21880,11E040254,Group of natural persons (group holding),2019,156
21881,11E040254,Fallow land comissions,1989,
21882,11E040254,Fallow land comissions,1999,
21883,11E040254,Fallow land comissions,2009,
21884,11E040254,Fallow land comissions,2019,
21885,11E040254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21886,11E040254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21887,11E040254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21888,11E040254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21889,11E040255,Natural person (sole holder),1989,3079
21890,11E040255,Natural person (sole holder),1999,2760
21891,11E040255,Natural person (sole holder),2009,2128
21892,11E040255,Natural person (sole holder),2019,1784
21893,11E040255,Group of natural persons (group holding),1989,
21894,11E040255,Group of natural persons (group holding),1999,
21895,11E040255,Group of natural persons (group holding),2009,
21896,11E040255,Group of natural persons (group holding),2019,76
21897,11E040255,Fallow land comissions,1989,
21898,11E040255,Fallow land comissions,1999,
21899,11E040255,Fallow land comissions,2009,
21900,11E040255,Fallow land comissions,2019,
21901,11E040255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21902,11E040255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21903,11E040255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21904,11E040255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21905,11E040256,Natural person (sole holder),1989,3012
21906,11E040256,Natural person (sole holder),1999,2697
21907,11E040256,Natural person (sole holder),2009,1990
21908,11E040256,Natural person (sole holder),2019,2080
21909,11E040256,Group of natural persons (group holding),1989,
21910,11E040256,Group of natural persons (group holding),1999,
21911,11E040256,Group of natural persons (group holding),2009,
21912,11E040256,Group of natural persons (group holding),2019,47
21913,11E040256,Fallow land comissions,1989,
21914,11E040256,Fallow land comissions,1999,
21915,11E040256,Fallow land comissions,2009,
21916,11E040256,Fallow land comissions,2019,
21917,11E040256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21918,11E040256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21919,11E040256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21920,11E040256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21921,11E040257,Natural person (sole holder),1989,1405
21922,11E040257,Natural person (sole holder),1999,1513
21923,11E040257,Natural person (sole holder),2009,1146
21924,11E040257,Natural person (sole holder),2019,1007
21925,11E040257,Group of natural persons (group holding),1989,
21926,11E040257,Group of natural persons (group holding),1999,13
21927,11E040257,Group of natural persons (group holding),2009,2
21928,11E040257,Group of natural persons (group holding),2019,194
21929,11E040257,Fallow land comissions,1989,
21930,11E040257,Fallow land comissions,1999,
21931,11E040257,Fallow land comissions,2009,
21932,11E040257,Fallow land comissions,2019,
21933,11E040257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,47
21934,11E040257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,70
21935,11E040257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,53
21936,11E040257,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,56
21937,11E040249,Natural person (sole holder),1989,1290
21938,11E040249,Natural person (sole holder),1999,969
21939,11E040249,Natural person (sole holder),2009,795
21940,11E040249,Natural person (sole holder),2019,829
21941,11E040249,Group of natural persons (group holding),1989,
21942,11E040249,Group of natural persons (group holding),1999,22
21943,11E040249,Group of natural persons (group holding),2009,
21944,11E040249,Group of natural persons (group holding),2019,100
21945,11E040249,Fallow land comissions,1989,
21946,11E040249,Fallow land comissions,1999,
21947,11E040249,Fallow land comissions,2009,
21948,11E040249,Fallow land comissions,2019,
21949,11E040249,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21950,11E040249,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21951,11E040249,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21952,11E040249,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
21953,11E0405,Natural person (sole holder),1989,33766
21954,11E0405,Natural person (sole holder),1999,23812
21955,11E0405,Natural person (sole holder),2009,21367
21956,11E0405,Natural person (sole holder),2019,27097
21957,11E0405,Group of natural persons (group holding),1989,98
21958,11E0405,Group of natural persons (group holding),1999,17
21959,11E0405,Group of natural persons (group holding),2009,278
21960,11E0405,Group of natural persons (group holding),2019,1464
21961,11E0405,Fallow land comissions,1989,
21962,11E0405,Fallow land comissions,1999,
21963,11E0405,Fallow land comissions,2009,2
21964,11E0405,Fallow land comissions,2019,601
21965,11E0405,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,282
21966,11E0405,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,249
21967,11E0405,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,156
21968,11E0405,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,132
21969,11E040502,Natural person (sole holder),1989,1191
21970,11E040502,Natural person (sole holder),1999,566
21971,11E040502,Natural person (sole holder),2009,836
21972,11E040502,Natural person (sole holder),2019,790
21973,11E040502,Group of natural persons (group holding),1989,
21974,11E040502,Group of natural persons (group holding),1999,
21975,11E040502,Group of natural persons (group holding),2009,
21976,11E040502,Group of natural persons (group holding),2019,
21977,11E040502,Fallow land comissions,1989,
21978,11E040502,Fallow land comissions,1999,
21979,11E040502,Fallow land comissions,2009,
21980,11E040502,Fallow land comissions,2019,
21981,11E040502,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21982,11E040502,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21983,11E040502,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
21984,11E040502,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,6
21985,11E040503,Natural person (sole holder),1989,1144
21986,11E040503,Natural person (sole holder),1999,985
21987,11E040503,Natural person (sole holder),2009,706
21988,11E040503,Natural person (sole holder),2019,903
21989,11E040503,Group of natural persons (group holding),1989,
21990,11E040503,Group of natural persons (group holding),1999,
21991,11E040503,Group of natural persons (group holding),2009,
21992,11E040503,Group of natural persons (group holding),2019,
21993,11E040503,Fallow land comissions,1989,
21994,11E040503,Fallow land comissions,1999,
21995,11E040503,Fallow land comissions,2009,
21996,11E040503,Fallow land comissions,2019,
21997,11E040503,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
21998,11E040503,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
21999,11E040503,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22000,11E040503,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22001,11E040507,Natural person (sole holder),1989,453
22002,11E040507,Natural person (sole holder),1999,361
22003,11E040507,Natural person (sole holder),2009,311
22004,11E040507,Natural person (sole holder),2019,381
22005,11E040507,Group of natural persons (group holding),1989,
22006,11E040507,Group of natural persons (group holding),1999,17
22007,11E040507,Group of natural persons (group holding),2009,
22008,11E040507,Group of natural persons (group holding),2019,
22009,11E040507,Fallow land comissions,1989,
22010,11E040507,Fallow land comissions,1999,
22011,11E040507,Fallow land comissions,2009,2
22012,11E040507,Fallow land comissions,2019,
22013,11E040507,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22014,11E040507,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22015,11E040507,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22016,11E040507,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,2
22017,11E040509,Natural person (sole holder),1989,644
22018,11E040509,Natural person (sole holder),1999,457
22019,11E040509,Natural person (sole holder),2009,288
22020,11E040509,Natural person (sole holder),2019,502
22021,11E040509,Group of natural persons (group holding),1989,
22022,11E040509,Group of natural persons (group holding),1999,
22023,11E040509,Group of natural persons (group holding),2009,
22024,11E040509,Group of natural persons (group holding),2019,64
22025,11E040509,Fallow land comissions,1989,
22026,11E040509,Fallow land comissions,1999,
22027,11E040509,Fallow land comissions,2009,
22028,11E040509,Fallow land comissions,2019,
22029,11E040509,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,157
22030,11E040509,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,46
22031,11E040509,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,50
22032,11E040509,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,14
22033,11E040510,Natural person (sole holder),1989,1260
22034,11E040510,Natural person (sole holder),1999,811
22035,11E040510,Natural person (sole holder),2009,914
22036,11E040510,Natural person (sole holder),2019,929
22037,11E040510,Group of natural persons (group holding),1989,
22038,11E040510,Group of natural persons (group holding),1999,
22039,11E040510,Group of natural persons (group holding),2009,
22040,11E040510,Group of natural persons (group holding),2019,182
22041,11E040510,Fallow land comissions,1989,
22042,11E040510,Fallow land comissions,1999,
22043,11E040510,Fallow land comissions,2009,
22044,11E040510,Fallow land comissions,2019,
22045,11E040510,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22046,11E040510,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22047,11E040510,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,3
22048,11E040510,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22049,11E040511,Natural person (sole holder),1989,562
22050,11E040511,Natural person (sole holder),1999,471
22051,11E040511,Natural person (sole holder),2009,349
22052,11E040511,Natural person (sole holder),2019,374
22053,11E040511,Group of natural persons (group holding),1989,
22054,11E040511,Group of natural persons (group holding),1999,
22055,11E040511,Group of natural persons (group holding),2009,
22056,11E040511,Group of natural persons (group holding),2019,
22057,11E040511,Fallow land comissions,1989,
22058,11E040511,Fallow land comissions,1999,
22059,11E040511,Fallow land comissions,2009,
22060,11E040511,Fallow land comissions,2019,
22061,11E040511,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22062,11E040511,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22063,11E040511,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22064,11E040511,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22065,11E040514,Natural person (sole holder),1989,895
22066,11E040514,Natural person (sole holder),1999,494
22067,11E040514,Natural person (sole holder),2009,454
22068,11E040514,Natural person (sole holder),2019,523
22069,11E040514,Group of natural persons (group holding),1989,
22070,11E040514,Group of natural persons (group holding),1999,
22071,11E040514,Group of natural persons (group holding),2009,
22072,11E040514,Group of natural persons (group holding),2019,34
22073,11E040514,Fallow land comissions,1989,
22074,11E040514,Fallow land comissions,1999,
22075,11E040514,Fallow land comissions,2009,
22076,11E040514,Fallow land comissions,2019,
22077,11E040514,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22078,11E040514,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22079,11E040514,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22080,11E040514,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,6
22081,11E040515,Natural person (sole holder),1989,483
22082,11E040515,Natural person (sole holder),1999,409
22083,11E040515,Natural person (sole holder),2009,338
22084,11E040515,Natural person (sole holder),2019,381
22085,11E040515,Group of natural persons (group holding),1989,
22086,11E040515,Group of natural persons (group holding),1999,
22087,11E040515,Group of natural persons (group holding),2009,
22088,11E040515,Group of natural persons (group holding),2019,14
22089,11E040515,Fallow land comissions,1989,
22090,11E040515,Fallow land comissions,1999,
22091,11E040515,Fallow land comissions,2009,
22092,11E040515,Fallow land comissions,2019,
22093,11E040515,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22094,11E040515,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,83
22095,11E040515,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22096,11E040515,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22097,11E040516,Natural person (sole holder),1989,1644
22098,11E040516,Natural person (sole holder),1999,1255
22099,11E040516,Natural person (sole holder),2009,1472
22100,11E040516,Natural person (sole holder),2019,1747
22101,11E040516,Group of natural persons (group holding),1989,
22102,11E040516,Group of natural persons (group holding),1999,
22103,11E040516,Group of natural persons (group holding),2009,
22104,11E040516,Group of natural persons (group holding),2019,46
22105,11E040516,Fallow land comissions,1989,
22106,11E040516,Fallow land comissions,1999,
22107,11E040516,Fallow land comissions,2009,
22108,11E040516,Fallow land comissions,2019,
22109,11E040516,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,12
22110,11E040516,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,47
22111,11E040516,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,29
22112,11E040516,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,12
22113,11E040517,Natural person (sole holder),1989,1332
22114,11E040517,Natural person (sole holder),1999,717
22115,11E040517,Natural person (sole holder),2009,489
22116,11E040517,Natural person (sole holder),2019,547
22117,11E040517,Group of natural persons (group holding),1989,
22118,11E040517,Group of natural persons (group holding),1999,
22119,11E040517,Group of natural persons (group holding),2009,
22120,11E040517,Group of natural persons (group holding),2019,
22121,11E040517,Fallow land comissions,1989,
22122,11E040517,Fallow land comissions,1999,
22123,11E040517,Fallow land comissions,2009,
22124,11E040517,Fallow land comissions,2019,
22125,11E040517,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22126,11E040517,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22127,11E040517,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,11
22128,11E040517,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22129,11E040518,Natural person (sole holder),1989,791
22130,11E040518,Natural person (sole holder),1999,595
22131,11E040518,Natural person (sole holder),2009,435
22132,11E040518,Natural person (sole holder),2019,547
22133,11E040518,Group of natural persons (group holding),1989,
22134,11E040518,Group of natural persons (group holding),1999,
22135,11E040518,Group of natural persons (group holding),2009,
22136,11E040518,Group of natural persons (group holding),2019,77
22137,11E040518,Fallow land comissions,1989,
22138,11E040518,Fallow land comissions,1999,
22139,11E040518,Fallow land comissions,2009,
22140,11E040518,Fallow land comissions,2019,
22141,11E040518,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22142,11E040518,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22143,11E040518,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22144,11E040518,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22145,11E040519,Natural person (sole holder),1989,1143
22146,11E040519,Natural person (sole holder),1999,586
22147,11E040519,Natural person (sole holder),2009,431
22148,11E040519,Natural person (sole holder),2019,920
22149,11E040519,Group of natural persons (group holding),1989,
22150,11E040519,Group of natural persons (group holding),1999,
22151,11E040519,Group of natural persons (group holding),2009,
22152,11E040519,Group of natural persons (group holding),2019,34
22153,11E040519,Fallow land comissions,1989,
22154,11E040519,Fallow land comissions,1999,
22155,11E040519,Fallow land comissions,2009,
22156,11E040519,Fallow land comissions,2019,
22157,11E040519,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,48
22158,11E040519,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22159,11E040519,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,57
22160,11E040519,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,58
22161,11E040520,Natural person (sole holder),1989,857
22162,11E040520,Natural person (sole holder),1999,722
22163,11E040520,Natural person (sole holder),2009,543
22164,11E040520,Natural person (sole holder),2019,703
22165,11E040520,Group of natural persons (group holding),1989,
22166,11E040520,Group of natural persons (group holding),1999,
22167,11E040520,Group of natural persons (group holding),2009,1
22168,11E040520,Group of natural persons (group holding),2019,45
22169,11E040520,Fallow land comissions,1989,
22170,11E040520,Fallow land comissions,1999,
22171,11E040520,Fallow land comissions,2009,
22172,11E040520,Fallow land comissions,2019,
22173,11E040520,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,50
22174,11E040520,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,68
22175,11E040520,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,3
22176,11E040520,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22177,11E040521,Natural person (sole holder),1989,1865
22178,11E040521,Natural person (sole holder),1999,1101
22179,11E040521,Natural person (sole holder),2009,1105
22180,11E040521,Natural person (sole holder),2019,1927
22181,11E040521,Group of natural persons (group holding),1989,
22182,11E040521,Group of natural persons (group holding),1999,
22183,11E040521,Group of natural persons (group holding),2009,
22184,11E040521,Group of natural persons (group holding),2019,56
22185,11E040521,Fallow land comissions,1989,
22186,11E040521,Fallow land comissions,1999,
22187,11E040521,Fallow land comissions,2009,
22188,11E040521,Fallow land comissions,2019,201
22189,11E040521,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,10
22190,11E040521,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,3
22191,11E040521,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22192,11E040521,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22193,11E040523,Natural person (sole holder),1989,290
22194,11E040523,Natural person (sole holder),1999,450
22195,11E040523,Natural person (sole holder),2009,375
22196,11E040523,Natural person (sole holder),2019,369
22197,11E040523,Group of natural persons (group holding),1989,
22198,11E040523,Group of natural persons (group holding),1999,
22199,11E040523,Group of natural persons (group holding),2009,
22200,11E040523,Group of natural persons (group holding),2019,60
22201,11E040523,Fallow land comissions,1989,
22202,11E040523,Fallow land comissions,1999,
22203,11E040523,Fallow land comissions,2009,
22204,11E040523,Fallow land comissions,2019,
22205,11E040523,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22206,11E040523,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22207,11E040523,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22208,11E040523,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22209,11E040524,Natural person (sole holder),1989,967
22210,11E040524,Natural person (sole holder),1999,650
22211,11E040524,Natural person (sole holder),2009,545
22212,11E040524,Natural person (sole holder),2019,791
22213,11E040524,Group of natural persons (group holding),1989,22
22214,11E040524,Group of natural persons (group holding),1999,
22215,11E040524,Group of natural persons (group holding),2009,
22216,11E040524,Group of natural persons (group holding),2019,
22217,11E040524,Fallow land comissions,1989,
22218,11E040524,Fallow land comissions,1999,
22219,11E040524,Fallow land comissions,2009,
22220,11E040524,Fallow land comissions,2019,
22221,11E040524,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22222,11E040524,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22223,11E040524,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
22224,11E040524,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
22225,11E040526,Natural person (sole holder),1989,1740
22226,11E040526,Natural person (sole holder),1999,1303
22227,11E040526,Natural person (sole holder),2009,1522
22228,11E040526,Natural person (sole holder),2019,1462
22229,11E040526,Group of natural persons (group holding),1989,
22230,11E040526,Group of natural persons (group holding),1999,
22231,11E040526,Group of natural persons (group holding),2009,
22232,11E040526,Group of natural persons (group holding),2019,154
22233,11E040526,Fallow land comissions,1989,
22234,11E040526,Fallow land comissions,1999,
22235,11E040526,Fallow land comissions,2009,
22236,11E040526,Fallow land comissions,2019,400
22237,11E040526,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
22238,11E040526,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
22239,11E040526,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
