primary_key,codes,Temp_crop,year,area_ha
12007,186121212,Total,2009,189
12008,186121212,Total,2019,683
12009,1861213,Total,1989,13394
12010,1861213,Total,1999,11462
12011,1861213,Total,2009,5995
12012,1861213,Total,2019,6433
12013,186121304,Total,1989,2003
12014,186121304,Total,1999,1378
12015,186121304,Total,2009,1059
12016,186121304,Total,2019,702
12017,186121301,Total,1989,1070
12018,186121301,Total,1999,2013
12019,186121301,Total,2009,577
12020,186121301,Total,2019,1728
12021,186121305,Total,1989,479
12022,186121305,Total,1999,423
12023,186121305,Total,2009,166
12024,186121305,Total,2019,218
12025,186121302,Total,1989,3957
12026,186121302,Total,1999,3374
12027,186121302,Total,2009,2101
12028,186121302,Total,2019,1526
12029,186121308,Total,1989,5886
12030,186121308,Total,1999,4274
12031,186121308,Total,2009,2092
12032,186121308,Total,2019,2259
12033,1861214,Total,1989,7177
12034,1861214,Total,1999,5356
12035,1861214,Total,2009,1825
12036,1861214,Total,2019,4030
12037,186121401,Total,1989,271
12038,186121401,Total,1999,216
12039,186121401,Total,2009,96
12040,186121401,Total,2019,151
12041,186121402,Total,1989,1281
12042,186121402,Total,1999,1248
12043,186121402,Total,2009,428
12044,186121402,Total,2019,532
12045,186121404,Total,1989,385
12046,186121404,Total,1999,530
12047,186121404,Total,2009,250
12048,186121404,Total,2019,406
12049,186121411,Total,1989,531
12050,186121411,Total,1999,157
12051,186121411,Total,2009,45
12052,186121411,Total,2019,155
12053,186121412,Total,1989,1049
12054,186121412,Total,1999,817
12055,186121412,Total,2009,324
12056,186121412,Total,2019,198
12057,186121413,Total,1989,758
12058,186121413,Total,1999,847
12059,186121413,Total,2009,417
12060,186121413,Total,2019,290
12061,186121410,Total,1989,2902
12062,186121410,Total,1999,1540
12063,186121410,Total,2009,263
12064,186121410,Total,2019,2297
12065,1861215,Total,1989,10568
12066,1861215,Total,1999,8700
12067,1861215,Total,2009,4752
12068,1861215,Total,2019,4433
12069,186121501,Total,1989,2791
12070,186121501,Total,1999,1215
12071,186121501,Total,2009,1083
12072,186121501,Total,2019,1121
12073,186121502,Total,1989,1810
12074,186121502,Total,1999,2027
12075,186121502,Total,2009,1546
12076,186121502,Total,2019,970
12077,186121503,Total,1989,2695
12078,186121503,Total,1999,1543
12079,186121503,Total,2009,749
12080,186121503,Total,2019,1277
12081,186121504,Total,1989,3271
12082,186121504,Total,1999,3916
12083,186121504,Total,2009,1374
12084,186121504,Total,2019,1064
12085,187,Total,1989,202055
12086,187,Total,1999,154438
12087,187,Total,2009,105803
12088,187,Total,2019,109541
12089,1870701,Total,1989,8448
12090,1870701,Total,1999,9015
12091,1870701,Total,2009,7445
12092,1870701,Total,2019,6786
12093,187070104,Total,1989,1656
12094,187070104,Total,1999,1006
12095,187070104,Total,2009,715
12096,187070104,Total,2019,674
12097,187070103,Total,1989,1792
12098,187070103,Total,1999,2588
12099,187070103,Total,2009,2231
12100,187070103,Total,2019,2428
12101,187070105,Total,1989,1161
12102,187070105,Total,1999,1078
12103,187070105,Total,2009,1384
12104,187070105,Total,2019,579
12105,187070107,Total,1989,3840
12106,187070107,Total,1999,4343
12107,187070107,Total,2009,3115
12108,187070107,Total,2019,3106
12109,1870702,Total,1989,23986
12110,1870702,Total,1999,15164
12111,1870702,Total,2009,11600
12112,1870702,Total,2019,10277
12113,187070201,Total,1989,4542
12114,187070201,Total,1999,3172
12115,187070201,Total,2009,2799
12116,187070201,Total,2019,3027
12117,187070202,Total,1989,2725
12118,187070202,Total,1999,1809
12119,187070202,Total,2009,1527
12120,187070202,Total,2019,1276
12121,187070208,Total,1989,3733
12122,187070208,Total,1999,1379
12123,187070208,Total,2009,1038
12124,187070208,Total,2019,703
12125,187070209,Total,1989,4699
12126,187070209,Total,1999,3282
12127,187070209,Total,2009,2380
12128,187070209,Total,2019,1858
12129,187070206,Total,1989,8287
12130,187070206,Total,1999,5522
12131,187070206,Total,2009,3856
12132,187070206,Total,2019,3413
12133,1870703,Total,1989,4334
12134,1870703,Total,1999,2309
12135,1870703,Total,2009,1565
12136,1870703,Total,2019,1465
12137,187070301,Total,1989,871
12138,187070301,Total,1999,276
12139,187070301,Total,2009,102
12140,187070301,Total,2019,302
12141,187070304,Total,1989,
12142,187070304,Total,1999,
12143,187070304,Total,2009,
12144,187070304,Total,2019,
12145,187070302,Total,1989,1864
12146,187070302,Total,1999,1188
12147,187070302,Total,2009,803
12148,187070302,Total,2019,852
12149,187070303,Total,1989,1600
12150,187070303,Total,1999,845
12151,187070303,Total,2009,660
12152,187070303,Total,2019,310
12153,1870704,Total,1989,15526
12154,1870704,Total,1999,10871
12155,1870704,Total,2009,8856
12156,1870704,Total,2019,7871
12157,187070401,Total,1989,701
12158,187070401,Total,1999,452
12159,187070401,Total,2009,223
12160,187070401,Total,2019,117
12161,187070404,Total,1989,1400
12162,187070404,Total,1999,1247
12163,187070404,Total,2009,1625
12164,187070404,Total,2019,336
12165,187070402,Total,1989,809
12166,187070402,Total,1999,660
12167,187070402,Total,2009,457
12168,187070402,Total,2019,384
12169,187070411,Total,1989,587
12170,187070411,Total,1999,289
12171,187070411,Total,2009,533
12172,187070411,Total,2019,377
12173,187070414,Total,1989,2405
12174,187070414,Total,1999,1589
12175,187070414,Total,2009,1127
12176,187070414,Total,2019,760
12177,187070415,Total,1989,1753
12178,187070415,Total,1999,1495
12179,187070415,Total,2009,1547
12180,187070415,Total,2019,1073
12181,187070416,Total,1989,2017
12182,187070416,Total,1999,1635
12183,187070416,Total,2009,536
12184,187070416,Total,2019,1309
12185,187070417,Total,1989,4357
12186,187070417,Total,1999,2830
12187,187070417,Total,2009,1825
12188,187070417,Total,2019,2143
12189,187070413,Total,1989,1499
12190,187070413,Total,1999,675
12191,187070413,Total,2009,982
12192,187070413,Total,2019,1373
12193,1870705,Total,1989,45361
12194,1870705,Total,1999,37439
12195,1870705,Total,2009,23749
12196,1870705,Total,2019,18219
12197,187070515,Total,1989,362
12198,187070515,Total,1999,415
12199,187070515,Total,2009,167
12200,187070515,Total,2019,242
12201,187070502,Total,1989,3233
12202,187070502,Total,1999,1832
12203,187070502,Total,2009,1699
12204,187070502,Total,2019,1786
12205,187070503,Total,1989,7496
12206,187070503,Total,1999,8417
12207,187070503,Total,2009,4452
12208,187070503,Total,2019,3290
12209,187070506,Total,1989,2718
12210,187070506,Total,1999,1539
12211,187070506,Total,2009,982
12212,187070506,Total,2019,582
12213,187070509,Total,1989,2863
12214,187070509,Total,1999,3757
12215,187070509,Total,2009,2650
12216,187070509,Total,2019,1266
12217,187070513,Total,1989,4721
12218,187070513,Total,1999,5836
12219,187070513,Total,2009,3804
12220,187070513,Total,2019,2290
12221,187070522,Total,1989,
12222,187070522,Total,1999,725
12223,187070522,Total,2009,487
12224,187070522,Total,2019,426
12225,187070523,Total,1989,6032
12226,187070523,Total,1999,434
12227,187070523,Total,2009,
12228,187070523,Total,2019,7
12229,187070524,Total,1989,
12230,187070524,Total,1999,926
12231,187070524,Total,2009,888
12232,187070524,Total,2019,2308
12233,187070525,Total,1989,3905
12234,187070525,Total,1999,3874
12235,187070525,Total,2009,2454
12236,187070525,Total,2019,3068
12237,187070526,Total,1989,13462
12238,187070526,Total,1999,8591
12239,187070526,Total,2009,5497
12240,187070526,Total,2019,2067
12241,187070527,Total,1989,570
12242,187070527,Total,1999,1092
12243,187070527,Total,2009,669
12244,187070527,Total,2019,889
12245,1870706,Total,1989,23974
12246,1870706,Total,1999,21841
12247,1870706,Total,2009,15224
12248,1870706,Total,2019,17594
12249,187070601,Total,1989,2138
12250,187070601,Total,1999,2727
12251,187070601,Total,2009,2690
12252,187070601,Total,2019,1466
12253,187070607,Total,1989,1730
12254,187070607,Total,1999,1320
12255,187070607,Total,2009,571
12256,187070607,Total,2019,417
12257,187070610,Total,1989,2480
12258,187070610,Total,1999,1122
12259,187070610,Total,2009,961
12260,187070610,Total,2019,1734
12261,187070605,Total,1989,1850
12262,187070605,Total,1999,1804
12263,187070605,Total,2009,1358
12264,187070605,Total,2019,1639
12265,187070606,Total,1989,2642
12266,187070606,Total,1999,2662
12267,187070606,Total,2009,1259
12268,187070606,Total,2019,1660
12269,187070611,Total,1989,3678
12270,187070611,Total,1999,3546
12271,187070611,Total,2009,2506
12272,187070611,Total,2019,2771
12273,187070612,Total,1989,9456
12274,187070612,Total,1999,8660
12275,187070612,Total,2009,5879
12276,187070612,Total,2019,7908
12277,1870707,Total,1989,14037
12278,1870707,Total,1999,8773
12279,1870707,Total,2009,4502
12280,1870707,Total,2019,12672
12281,187070701,Total,1989,1236
12282,187070701,Total,1999,1125
12283,187070701,Total,2009,781
12284,187070701,Total,2019,1645
12285,187070702,Total,1989,812
12286,187070702,Total,1999,550
12287,187070702,Total,2009,205
12288,187070702,Total,2019,778
12289,187070703,Total,1989,2527
12290,187070703,Total,1999,2570
12291,187070703,Total,2009,1280
12292,187070703,Total,2019,1274
12293,187070704,Total,1989,9462
12294,187070704,Total,1999,4529
12295,187070704,Total,2009,2237
12296,187070704,Total,2019,8975
12297,1870708,Total,1989,8152
12298,1870708,Total,1999,6051
12299,1870708,Total,2009,2649
12300,1870708,Total,2019,6453
12301,187070801,Total,1989,2129
12302,187070801,Total,1999,1373
12303,187070801,Total,2009,840
12304,187070801,Total,2019,853
12305,187070802,Total,1989,1913
12306,187070802,Total,1999,810
12307,187070802,Total,2009,371
12308,187070802,Total,2019,1294
12309,187070803,Total,1989,4111
12310,187070803,Total,1999,3868
12311,187070803,Total,2009,1437
12312,187070803,Total,2019,4307
12313,1870709,Total,1989,13365
12314,1870709,Total,1999,8697
12315,1870709,Total,2009,8192
12316,1870709,Total,2019,7232
12317,187070903,Total,1989,4334
12318,187070903,Total,1999,2242
12319,187070903,Total,2009,2033
12320,187070903,Total,2019,2591
12321,187070905,Total,1989,2708
12322,187070905,Total,1999,1380
12323,187070905,Total,2009,1740
12324,187070905,Total,2019,1577
12325,187070906,Total,1989,1174
12326,187070906,Total,1999,853
12327,187070906,Total,2009,795
12328,187070906,Total,2019,564
12329,187070909,Total,1989,2519
12330,187070909,Total,1999,2046
12331,187070909,Total,2009,1310
12332,187070909,Total,2019,908
12333,187070910,Total,1989,2426
12334,187070910,Total,1999,2025
12335,187070910,Total,2009,2266
12336,187070910,Total,2019,1502
12337,187070908,Total,1989,205
12338,187070908,Total,1999,151
12339,187070908,Total,2009,47
12340,187070908,Total,2019,91
12341,1870710,Total,1989,10370
12342,1870710,Total,1999,7988
12343,1870710,Total,2009,4980
12344,1870710,Total,2019,5389
12345,187071001,Total,1989,2944
12346,187071001,Total,1999,2437
12347,187071001,Total,2009,961
12348,187071001,Total,2019,1441
12349,187071002,Total,1989,7425
12350,187071002,Total,1999,5550
12351,187071002,Total,2009,4019
12352,187071002,Total,2019,3949
12353,1870711,Total,1989,14803
12354,1870711,Total,1999,11607
12355,1870711,Total,2009,6032
12356,1870711,Total,2019,7489
12357,187071102,Total,1989,3515
12358,187071102,Total,1999,2282
12359,187071102,Total,2009,1428
12360,187071102,Total,2019,1296
12361,187071103,Total,1989,4037
12362,187071103,Total,1999,2486
12363,187071103,Total,2009,899
12364,187071103,Total,2019,969
12365,187071104,Total,1989,3593
12366,187071104,Total,1999,2429
12367,187071104,Total,2009,1050
12368,187071104,Total,2019,1361
12369,187071106,Total,1989,3658
12370,187071106,Total,1999,4410
12371,187071106,Total,2009,2655
12372,187071106,Total,2019,3863
12373,1870712,Total,1989,4329
12374,1870712,Total,1999,3126
12375,1870712,Total,2009,2766
12376,1870712,Total,2019,1458
12377,187071202,Total,1989,1152
12378,187071202,Total,1999,933
12379,187071202,Total,2009,1135
12380,187071202,Total,2019,354
12381,187071201,Total,1989,3177
12382,187071201,Total,1999,2192
12383,187071201,Total,2009,1631
12384,187071201,Total,2019,1104
12385,1870713,Total,1989,11082
12386,1870713,Total,1999,8154
12387,1870713,Total,2009,5841
12388,1870713,Total,2019,4777
12389,187071303,Total,1989,2063
12390,187071303,Total,1999,1014
12391,187071303,Total,2009,149
12392,187071303,Total,2019,666
12393,187071301,Total,1989,5195
12394,187071301,Total,1999,4336
12395,187071301,Total,2009,4264
12396,187071301,Total,2019,3293
12397,187071302,Total,1989,3824
12398,187071302,Total,1999,2804
12399,187071302,Total,2009,1428
12400,187071302,Total,2019,818
12401,1870714,Total,1989,4289
12402,1870714,Total,1999,3403
12403,1870714,Total,2009,2403
12404,1870714,Total,2019,1857
12405,187071401,Total,1989,1137
12406,187071401,Total,1999,551
12407,187071401,Total,2009,385
12408,187071401,Total,2019,384
12409,187071402,Total,1989,2341
12410,187071402,Total,1999,2243
12411,187071402,Total,2009,1794
12412,187071402,Total,2019,1218
12413,187071406,Total,1989,364
12414,187071406,Total,1999,389
12415,187071406,Total,2009,125
12416,187071406,Total,2019,181
12417,187071404,Total,1989,448
12418,187071404,Total,1999,220
12419,187071404,Total,2009,98
12420,187071404,Total,2019,73
12421,15,Total,1989,39606
12422,15,Total,1999,20190
12423,15,Total,2009,8193
12424,15,Total,2019,12120
12425,150,Total,1989,39606
12426,150,Total,1999,20190
12427,150,Total,2009,8193
12428,150,Total,2019,12120
12429,1500801,Total,1989,814
12430,1500801,Total,1999,515
12431,1500801,Total,2009,234
12432,1500801,Total,2019,328
12433,150080106,Total,1989,350
12434,150080106,Total,1999,126
12435,150080106,Total,2009,23
12436,150080106,Total,2019,11
12437,150080104,Total,1989,
12438,150080104,Total,1999,67
12439,150080104,Total,2009,11
12440,150080104,Total,2019,10
12441,150080102,Total,1989,174
12442,150080102,Total,1999,146
12443,150080102,Total,2009,68
12444,150080102,Total,2019,181
12445,150080103,Total,1989,290
12446,150080103,Total,1999,176
12447,150080103,Total,2009,132
12448,150080103,Total,2019,126
12449,1500802,Total,1989,4976
12450,1500802,Total,1999,1815
12451,1500802,Total,2009,828
12452,1500802,Total,2019,914
12453,150080202,Total,1989,662
12454,150080202,Total,1999,241
12455,150080202,Total,2009,134
12456,150080202,Total,2019,224
12457,150080203,Total,1989,1500
12458,150080203,Total,1999,836
12459,150080203,Total,2009,306
12460,150080203,Total,2019,44
12461,150080206,Total,1989,1415
12462,150080206,Total,1999,447
12463,150080206,Total,2009,261
12464,150080206,Total,2019,580
12465,150080205,Total,1989,1399
12466,150080205,Total,1999,291
12467,150080205,Total,2009,128
12468,150080205,Total,2019,66
12469,1500803,Total,1989,2847
12470,1500803,Total,1999,2503
12471,1500803,Total,2009,1346
12472,1500803,Total,2019,1721
12473,150080301,Total,1989,1660
12474,150080301,Total,1999,862
12475,150080301,Total,2009,468
12476,150080301,Total,2019,593
12477,150080302,Total,1989,595
12478,150080302,Total,1999,326
12479,150080302,Total,2009,213
12480,150080302,Total,2019,215
12481,150080303,Total,1989,592
12482,150080303,Total,1999,614
12483,150080303,Total,2009,304
12484,150080303,Total,2019,433
12485,150080304,Total,1989,
12486,150080304,Total,1999,702
12487,150080304,Total,2009,361
12488,150080304,Total,2019,480
12489,1500804,Total,1989,3280
12490,1500804,Total,1999,1111
12491,1500804,Total,2009,275
12492,1500804,Total,2019,350
12493,150080404,Total,1989,
12494,150080404,Total,1999,115
12495,150080404,Total,2009,55
12496,150080404,Total,2019,19
12497,150080401,Total,1989,712
12498,150080401,Total,1999,114
12499,150080401,Total,2009,13
12500,150080401,Total,2019,14
12501,150080402,Total,1989,1479
12502,150080402,Total,1999,503
12503,150080402,Total,2009,78
12504,150080402,Total,2019,164
12505,150080403,Total,1989,1089
12506,150080403,Total,1999,380
12507,150080403,Total,2009,130
12508,150080403,Total,2019,152
12509,1500805,Total,1989,1316
12510,1500805,Total,1999,676
12511,1500805,Total,2009,500
12512,1500805,Total,2019,267
12513,150080506,Total,1989,
12514,150080506,Total,1999,27
12515,150080506,Total,2009,32
12516,150080506,Total,2019,20
12517,150080503,Total,1989,81
12518,150080503,Total,1999,51
12519,150080503,Total,2009,39
12520,150080503,Total,2019,22
12521,150080507,Total,1989,672
12522,150080507,Total,1999,304
12523,150080507,Total,2009,246
12524,150080507,Total,2019,153
12525,150080508,Total,1989,564
12526,150080508,Total,1999,294
12527,150080508,Total,2009,184
12528,150080508,Total,2019,73
12529,1500806,Total,1989,418
12530,1500806,Total,1999,254
12531,1500806,Total,2009,336
12532,1500806,Total,2019,236
12533,150080602,Total,1989,50
12534,150080602,Total,1999,16
12535,150080602,Total,2009,5
12536,150080602,Total,2019,1
12537,150080604,Total,1989,54
12538,150080604,Total,1999,41
12539,150080604,Total,2009,7
12540,150080604,Total,2019,6
12541,150080607,Total,1989,173
12542,150080607,Total,1999,74
12543,150080607,Total,2009,72
12544,150080607,Total,2019,96
12545,150080608,Total,1989,141
12546,150080608,Total,1999,123
12547,150080608,Total,2009,252
12548,150080608,Total,2019,133
12549,1500807,Total,1989,2451
12550,1500807,Total,1999,1706
12551,1500807,Total,2009,834
12552,1500807,Total,2019,2406
12553,150080703,Total,1989,500
12554,150080703,Total,1999,138
12555,150080703,Total,2009,166
12556,150080703,Total,2019,96
12557,150080704,Total,1989,444
12558,150080704,Total,1999,521
12559,150080704,Total,2009,238
12560,150080704,Total,2019,322
12561,150080707,Total,1989,1105
12562,150080707,Total,1999,696
12563,150080707,Total,2009,360
12564,150080707,Total,2019,1749
12565,150080708,Total,1989,402
12566,150080708,Total,1999,350
12567,150080708,Total,2009,70
12568,150080708,Total,2019,240
12569,1500808,Total,1989,4849
12570,1500808,Total,1999,2669
12571,1500808,Total,2009,437
12572,1500808,Total,2019,630
12573,150080801,Total,1989,79
12574,150080801,Total,1999,53
12575,150080801,Total,2009,40
12576,150080801,Total,2019,34
12577,150080802,Total,1989,651
12578,150080802,Total,1999,90
12579,150080802,Total,2009,36
12580,150080802,Total,2019,29
12581,150080803,Total,1989,1672
12582,150080803,Total,1999,690
12583,150080803,Total,2009,59
12584,150080803,Total,2019,114
12585,150080804,Total,1989,192
12586,150080804,Total,1999,88
12587,150080804,Total,2009,7
12588,150080804,Total,2019,55
12589,150080808,Total,1989,164
12590,150080808,Total,1999,81
12591,150080808,Total,2009,27
12592,150080808,Total,2019,2
12593,150080809,Total,1989,122
12594,150080809,Total,1999,28
12595,150080809,Total,2009,3
12596,150080809,Total,2019,42
12597,150080805,Total,1989,148
12598,150080805,Total,1999,305
12599,150080805,Total,2009,26
12600,150080805,Total,2019,10
12601,150080807,Total,1989,1114
12602,150080807,Total,1999,850
12603,150080807,Total,2009,89
12604,150080807,Total,2019,130
12605,150080812,Total,1989,708
12606,150080812,Total,1999,484
12607,150080812,Total,2009,150
12608,150080812,Total,2019,213
12609,1500809,Total,1989,1332
12610,1500809,Total,1999,868
12611,1500809,Total,2009,454
12612,1500809,Total,2019,192
12613,150080901,Total,1989,179
12614,150080901,Total,1999,129
12615,150080901,Total,2009,61
12616,150080901,Total,2019,54
12617,150080902,Total,1989,557
12618,150080902,Total,1999,476
12619,150080902,Total,2009,177
12620,150080902,Total,2019,9
12621,150080903,Total,1989,596
12622,150080903,Total,1999,264
12623,150080903,Total,2009,216
12624,150080903,Total,2019,129
12625,1500810,Total,1989,1223
12626,1500810,Total,1999,440
12627,1500810,Total,2009,99
12628,1500810,Total,2019,156
12629,150081003,Total,1989,1
12630,150081003,Total,1999,
12631,150081003,Total,2009,
12632,150081003,Total,2019,6
12633,150081004,Total,1989,450
12634,150081004,Total,1999,226
12635,150081004,Total,2009,42
12636,150081004,Total,2019,39
12637,150081005,Total,1989,229
12638,150081005,Total,1999,85
12639,150081005,Total,2009,22
12640,150081005,Total,2019,55
12641,150081006,Total,1989,543
12642,150081006,Total,1999,129
12643,150081006,Total,2009,35
12644,150081006,Total,2019,57
12645,1500811,Total,1989,989
12646,1500811,Total,1999,660
12647,1500811,Total,2009,388
12648,1500811,Total,2019,483
12649,150081101,Total,1989,134
12650,150081101,Total,1999,91
12651,150081101,Total,2009,33
12652,150081101,Total,2019,34
12653,150081102,Total,1989,642
12654,150081102,Total,1999,312
12655,150081102,Total,2009,237
12656,150081102,Total,2019,207
12657,150081103,Total,1989,213
12658,150081103,Total,1999,256
12659,150081103,Total,2009,118
12660,150081103,Total,2019,242
12661,1500812,Total,1989,887
12662,1500812,Total,1999,250
12663,1500812,Total,2009,27
12664,1500812,Total,2019,112
12665,150081201,Total,1989,887
12666,150081201,Total,1999,250
12667,150081201,Total,2009,27
12668,150081201,Total,2019,112
12669,1500813,Total,1989,3852
12670,1500813,Total,1999,2594
12671,1500813,Total,2009,935
12672,1500813,Total,2019,989
12673,150081303,Total,1989,14
12674,150081303,Total,1999,13
12675,150081303,Total,2009,3
12676,150081303,Total,2019,2
12677,150081305,Total,1989,1376
12678,150081305,Total,1999,849
12679,150081305,Total,2009,260
12680,150081305,Total,2019,223
12681,150081306,Total,1989,1699
12682,150081306,Total,1999,1070
12683,150081306,Total,2009,373
12684,150081306,Total,2019,437
12685,150081307,Total,1989,482
12686,150081307,Total,1999,216
12687,150081307,Total,2009,194
12688,150081307,Total,2019,290
12689,150081309,Total,1989,165
12690,150081309,Total,1999,372
12691,150081309,Total,2009,86
12692,150081309,Total,2019,18
12693,150081310,Total,1989,116
12694,150081310,Total,1999,74
12695,150081310,Total,2009,19
12696,150081310,Total,2019,19
12697,1500814,Total,1989,7914
12698,1500814,Total,1999,2367
12699,1500814,Total,2009,348
12700,1500814,Total,2019,204
12701,150081401,Total,1989,2423
12702,150081401,Total,1999,797
12703,150081401,Total,2009,96
12704,150081401,Total,2019,14
12705,150081404,Total,1989,1220
12706,150081404,Total,1999,284
12707,150081404,Total,2009,28
12708,150081404,Total,2019,1
12709,150081408,Total,1989,16
12710,150081408,Total,1999,54
12711,150081408,Total,2009,29
12712,150081408,Total,2019,15
12713,150081410,Total,1989,1242
12714,150081410,Total,1999,382
12715,150081410,Total,2009,34
12716,150081410,Total,2019,25
12717,150081411,Total,1989,380
12718,150081411,Total,1999,135
12719,150081411,Total,2009,39
12720,150081411,Total,2019,59
12721,150081412,Total,1989,2633
12722,150081412,Total,1999,716
12723,150081412,Total,2009,122
12724,150081412,Total,2019,90
12725,1500815,Total,1989,1741
12726,1500815,Total,1999,1402
12727,1500815,Total,2009,1010
12728,1500815,Total,2019,3061
12729,150081501,Total,1989,300
12730,150081501,Total,1999,170
12731,150081501,Total,2009,57
12732,150081501,Total,2019,2
12733,150081502,Total,1989,292
12734,150081502,Total,1999,189
12735,150081502,Total,2009,250
12736,150081502,Total,2019,200
12737,150081504,Total,1989,207
12738,150081504,Total,1999,352
12739,150081504,Total,2009,239
12740,150081504,Total,2019,296
12741,150081506,Total,1989,943
12742,150081506,Total,1999,692
12743,150081506,Total,2009,464
12744,150081506,Total,2019,2563
12745,1500816,Total,1989,717
12746,1500816,Total,1999,361
12747,1500816,Total,2009,142
12748,1500816,Total,2019,69
12749,150081603,Total,1989,14
12750,150081603,Total,1999,11
12751,150081603,Total,2009,1
12752,150081603,Total,2019,
12753,150081601,Total,1989,671
12754,150081601,Total,1999,329
12755,150081601,Total,2009,140
12756,150081601,Total,2019,60
12757,150081602,Total,1989,32
12758,150081602,Total,1999,20
12759,150081602,Total,2009,1
12760,150081602,Total,2019,10
12761,2,Total,1989,20784
12762,2,Total,1999,17355
12763,2,Total,2009,22032
12764,2,Total,2019,42822
12765,20,Total,1989,20784
12766,20,Total,1999,17355
12767,20,Total,2009,22032
12768,20,Total,2019,42822
12769,200,Total,1989,20784
12770,200,Total,1999,17355
12771,200,Total,2009,22032
12772,200,Total,2019,42822
12773,2004301,Total,1989,3629
12774,2004301,Total,1999,3179
12775,2004301,Total,2009,3904
12776,2004301,Total,2019,9940
12777,200430101,Total,1989,375
12778,200430101,Total,1999,272
12779,200430101,Total,2009,374
12780,200430101,Total,2019,687
12781,200430102,Total,1989,198
12782,200430102,Total,1999,9
12783,200430102,Total,2009,53
12784,200430102,Total,2019,107
12785,200430103,Total,1989,57
12786,200430103,Total,1999,20
12787,200430103,Total,2009,15
12788,200430103,Total,2019,22
12789,200430104,Total,1989,21
12790,200430104,Total,1999,17
12791,200430104,Total,2009,5
12792,200430104,Total,2019,73
12793,200430105,Total,1989,171
12794,200430105,Total,1999,
12795,200430105,Total,2009,5
12796,200430105,Total,2019,8
12797,200430106,Total,1989,490
12798,200430106,Total,1999,83
12799,200430106,Total,2009,105
12800,200430106,Total,2019,473
12801,200430107,Total,1989,187
12802,200430107,Total,1999,119
12803,200430107,Total,2009,123
12804,200430107,Total,2019,438
12805,200430108,Total,1989,120
12806,200430108,Total,1999,66
12807,200430108,Total,2009,96
12808,200430108,Total,2019,325
12809,200430109,Total,1989,374
12810,200430109,Total,1999,549
12811,200430109,Total,2009,687
12812,200430109,Total,2019,1232
12813,200430110,Total,1989,35
12814,200430110,Total,1999,120
12815,200430110,Total,2009,295
12816,200430110,Total,2019,263
12817,200430111,Total,1989,339
12818,200430111,Total,1999,114
12819,200430111,Total,2009,272
12820,200430111,Total,2019,587
12821,200430112,Total,1989,162
12822,200430112,Total,1999,149
12823,200430112,Total,2009,125
12824,200430112,Total,2019,611
12825,200430113,Total,1989,180
12826,200430113,Total,1999,297
12827,200430113,Total,2009,200
12828,200430113,Total,2019,1204
12829,200430114,Total,1989,31
12830,200430114,Total,1999,130
12831,200430114,Total,2009,187
12832,200430114,Total,2019,631
12833,200430115,Total,1989,510
12834,200430115,Total,1999,159
12835,200430115,Total,2009,236
12836,200430115,Total,2019,568
12837,200430116,Total,1989,
12838,200430116,Total,1999,151
12839,200430116,Total,2009,96
12840,200430116,Total,2019,306
12841,200430117,Total,1989,92
12842,200430117,Total,1999,106
12843,200430117,Total,2009,74
12844,200430117,Total,2019,294
12845,200430118,Total,1989,123
12846,200430118,Total,1999,156
12847,200430118,Total,2009,185
12848,200430118,Total,2019,178
12849,200430119,Total,1989,164
12850,200430119,Total,1999,661
12851,200430119,Total,2009,769
12852,200430119,Total,2019,1932
12853,2004501,Total,1989,1001
12854,2004501,Total,1999,704
12855,2004501,Total,2009,401
12856,2004501,Total,2019,568
12857,200450101,Total,1989,100
12858,200450101,Total,1999,102
12859,200450101,Total,2009,47
12860,200450101,Total,2019,104
12861,200450102,Total,1989,19
12862,200450102,Total,1999,7
12863,200450102,Total,2009,3
12864,200450102,Total,2019,3
12865,200450103,Total,1989,251
12866,200450103,Total,1999,217
12867,200450103,Total,2009,83
12868,200450103,Total,2019,151
12869,200450104,Total,1989,258
12870,200450104,Total,1999,220
12871,200450104,Total,2009,169
12872,200450104,Total,2019,233
12873,200450105,Total,1989,373
12874,200450105,Total,1999,158
12875,200450105,Total,2009,99
12876,200450105,Total,2019,77
12877,2004901,Total,1989,36
12878,2004901,Total,1999,20
12879,2004901,Total,2009,15
12880,2004901,Total,2019,31
12881,200490101,Total,1989,36
12882,200490101,Total,1999,20
12883,200490101,Total,2009,15
12884,200490101,Total,2019,31
12885,2004701,Total,1989,1572
12886,2004701,Total,1999,978
12887,2004701,Total,2009,614
12888,2004701,Total,2019,662
12889,200470101,Total,1989,52
12890,200470101,Total,1999,36
12891,200470101,Total,2009,11
12892,200470101,Total,2019,2
12893,200470102,Total,1989,92
12894,200470102,Total,1999,133
12895,200470102,Total,2009,85
12896,200470102,Total,2019,121
12897,200470103,Total,1989,164
12898,200470103,Total,1999,259
12899,200470103,Total,2009,86
12900,200470103,Total,2019,84
12901,200470104,Total,1989,315
12902,200470104,Total,1999,99
12903,200470104,Total,2009,82
12904,200470104,Total,2019,70
12905,200470105,Total,1989,16
12906,200470105,Total,1999,117
12907,200470105,Total,2009,63
12908,200470105,Total,2019,55
12909,200470106,Total,1989,219
12910,200470106,Total,1999,6
12911,200470106,Total,2009,6
12912,200470106,Total,2019,2
12913,200470107,Total,1989,107
12914,200470107,Total,1999,10
12915,200470107,Total,2009,15
12916,200470107,Total,2019,15
12917,200470108,Total,1989,14
12918,200470108,Total,1999,2
