primary_key,codes,Temp_crop,year,area_ha
6819,16D011801,Total,2009,186
6820,16D011801,Total,2019,98
6821,16D011804,Total,1989,1309
6822,16D011804,Total,1999,629
6823,16D011804,Total,2009,265
6824,16D011804,Total,2019,311
6825,16D011805,Total,1989,965
6826,16D011805,Total,1999,724
6827,16D011805,Total,2009,536
6828,16D011805,Total,2019,351
6829,16D011810,Total,1989,856
6830,16D011810,Total,1999,389
6831,16D011810,Total,2009,275
6832,16D011810,Total,2019,81
6833,16D011807,Total,1989,1050
6834,16D011807,Total,1999,696
6835,16D011807,Total,2009,412
6836,16D011807,Total,2019,251
6837,16D011812,Total,1989,1048
6838,16D011812,Total,1999,605
6839,16D011812,Total,2009,313
6840,16D011812,Total,2019,113
6841,16D011813,Total,1989,825
6842,16D011813,Total,1999,492
6843,16D011813,Total,2009,271
6844,16D011813,Total,2019,102
6845,16D011814,Total,1989,1519
6846,16D011814,Total,1999,950
6847,16D011814,Total,2009,771
6848,16D011814,Total,2019,566
6849,16E,Total,1989,76376
6850,16E,Total,1999,53181
6851,16E,Total,2009,33487
6852,16E,Total,2019,26162
6853,16E0601,Total,1989,2101
6854,16E0601,Total,1999,1035
6855,16E0601,Total,2009,620
6856,16E0601,Total,2019,363
6857,16E060102,Total,1989,318
6858,16E060102,Total,1999,149
6859,16E060102,Total,2009,70
6860,16E060102,Total,2019,32
6861,16E060104,Total,1989,99
6862,16E060104,Total,1999,34
6863,16E060104,Total,2009,15
6864,16E060104,Total,2019,1
6865,16E060105,Total,1989,37
6866,16E060105,Total,1999,19
6867,16E060105,Total,2009,12
6868,16E060105,Total,2019,5
6869,16E060109,Total,1989,79
6870,16E060109,Total,1999,36
6871,16E060109,Total,2009,20
6872,16E060109,Total,2019,37
6873,16E060111,Total,1989,25
6874,16E060111,Total,1999,14
6875,16E060111,Total,2009,1
6876,16E060111,Total,2019,1
6877,16E060112,Total,1989,68
6878,16E060112,Total,1999,50
6879,16E060112,Total,2009,35
6880,16E060112,Total,2019,35
6881,16E060113,Total,1989,312
6882,16E060113,Total,1999,155
6883,16E060113,Total,2009,103
6884,16E060113,Total,2019,46
6885,16E060114,Total,1989,405
6886,16E060114,Total,1999,239
6887,16E060114,Total,2009,191
6888,16E060114,Total,2019,85
6889,16E060115,Total,1989,143
6890,16E060115,Total,1999,69
6891,16E060115,Total,2009,55
6892,16E060115,Total,2019,26
6893,16E060116,Total,1989,44
6894,16E060116,Total,1999,16
6895,16E060116,Total,2009,4
6896,16E060116,Total,2019,1
6897,16E060119,Total,1989,68
6898,16E060119,Total,1999,30
6899,16E060119,Total,2009,6
6900,16E060119,Total,2019,2
6901,16E060120,Total,1989,65
6902,16E060120,Total,1999,20
6903,16E060120,Total,2009,12
6904,16E060120,Total,2019,8
6905,16E060121,Total,1989,241
6906,16E060121,Total,1999,92
6907,16E060121,Total,2009,48
6908,16E060121,Total,2019,47
6909,16E060122,Total,1989,198
6910,16E060122,Total,1999,112
6911,16E060122,Total,2009,49
6912,16E060122,Total,2019,36
6913,16E0602,Total,1989,10044
6914,16E0602,Total,1999,7616
6915,16E0602,Total,2009,3906
6916,16E0602,Total,2019,1840
6917,16E060201,Total,1989,148
6918,16E060201,Total,1999,209
6919,16E060201,Total,2009,102
6920,16E060201,Total,2019,19
6921,16E060203,Total,1989,1430
6922,16E060203,Total,1999,1185
6923,16E060203,Total,2009,559
6924,16E060203,Total,2019,203
6925,16E060205,Total,1989,340
6926,16E060205,Total,1999,461
6927,16E060205,Total,2009,184
6928,16E060205,Total,2019,148
6929,16E060207,Total,1989,665
6930,16E060207,Total,1999,258
6931,16E060207,Total,2009,75
6932,16E060207,Total,2019,30
6933,16E060208,Total,1989,319
6934,16E060208,Total,1999,251
6935,16E060208,Total,2009,89
6936,16E060208,Total,2019,62
6937,16E060209,Total,1989,455
6938,16E060209,Total,1999,334
6939,16E060209,Total,2009,122
6940,16E060209,Total,2019,55
6941,16E060218,Total,1989,1420
6942,16E060218,Total,1999,1416
6943,16E060218,Total,2009,1002
6944,16E060218,Total,2019,462
6945,16E060215,Total,1989,210
6946,16E060215,Total,1999,136
6947,16E060215,Total,2009,56
6948,16E060215,Total,2019,26
6949,16E060214,Total,1989,2028
6950,16E060214,Total,1999,1492
6951,16E060214,Total,2009,905
6952,16E060214,Total,2019,404
6953,16E060220,Total,1989,597
6954,16E060220,Total,1999,432
6955,16E060220,Total,2009,209
6956,16E060220,Total,2019,77
6957,16E060221,Total,1989,954
6958,16E060221,Total,1999,578
6959,16E060221,Total,2009,251
6960,16E060221,Total,2019,151
6961,16E060222,Total,1989,390
6962,16E060222,Total,1999,265
6963,16E060222,Total,2009,104
6964,16E060222,Total,2019,37
6965,16E060223,Total,1989,553
6966,16E060223,Total,1999,394
6967,16E060223,Total,2009,181
6968,16E060223,Total,2019,156
6969,16E060224,Total,1989,535
6970,16E060224,Total,1999,206
6971,16E060224,Total,2009,67
6972,16E060224,Total,2019,8
6973,16E0603,Total,1989,5349
6974,16E0603,Total,1999,4712
6975,16E0603,Total,2009,3547
6976,16E0603,Total,2019,2820
6977,16E060301,Total,1989,201
6978,16E060301,Total,1999,134
6979,16E060301,Total,2009,65
6980,16E060301,Total,2019,15
6981,16E060309,Total,1989,21
6982,16E060309,Total,1999,24
6983,16E060309,Total,2009,15
6984,16E060309,Total,2019,9
6985,16E060311,Total,1989,66
6986,16E060311,Total,1999,61
6987,16E060311,Total,2009,28
6988,16E060311,Total,2019,14
6989,16E060312,Total,1989,198
6990,16E060312,Total,1999,117
6991,16E060312,Total,2009,79
6992,16E060312,Total,2019,45
6993,16E060318,Total,1989,62
6994,16E060318,Total,1999,78
6995,16E060318,Total,2009,13
6996,16E060318,Total,2019,9
6997,16E060320,Total,1989,485
6998,16E060320,Total,1999,317
6999,16E060320,Total,2009,216
7000,16E060320,Total,2019,299
7001,16E060324,Total,1989,612
7002,16E060324,Total,1999,644
7003,16E060324,Total,2009,579
7004,16E060324,Total,2019,569
7005,16E060329,Total,1989,24
7006,16E060329,Total,1999,34
7007,16E060329,Total,2009,16
7008,16E060329,Total,2019,9
7009,16E060332,Total,1989,319
7010,16E060332,Total,1999,487
7011,16E060332,Total,2009,367
7012,16E060332,Total,2019,129
7013,16E060333,Total,1989,91
7014,16E060333,Total,1999,89
7015,16E060333,Total,2009,24
7016,16E060333,Total,2019,44
7017,16E060334,Total,1989,100
7018,16E060334,Total,1999,49
7019,16E060334,Total,2009,200
7020,16E060334,Total,2019,290
7021,16E060335,Total,1989,219
7022,16E060335,Total,1999,151
7023,16E060335,Total,2009,123
7024,16E060335,Total,2019,57
7025,16E060336,Total,1989,165
7026,16E060336,Total,1999,71
7027,16E060336,Total,2009,16
7028,16E060336,Total,2019,50
7029,16E060337,Total,1989,694
7030,16E060337,Total,1999,487
7031,16E060337,Total,2009,299
7032,16E060337,Total,2019,204
7033,16E060338,Total,1989,709
7034,16E060338,Total,1999,971
7035,16E060338,Total,2009,826
7036,16E060338,Total,2019,427
7037,16E060339,Total,1989,400
7038,16E060339,Total,1999,243
7039,16E060339,Total,2009,192
7040,16E060339,Total,2019,63
7041,16E060340,Total,1989,771
7042,16E060340,Total,1999,537
7043,16E060340,Total,2009,382
7044,16E060340,Total,2019,453
7045,16E060341,Total,1989,212
7046,16E060341,Total,1999,218
7047,16E060341,Total,2009,107
7048,16E060341,Total,2019,133
7049,16E0604,Total,1989,2637
7050,16E0604,Total,1999,1781
7051,16E0604,Total,2009,898
7052,16E0604,Total,2019,670
7053,16E060401,Total,1989,420
7054,16E060401,Total,1999,268
7055,16E060401,Total,2009,193
7056,16E060401,Total,2019,189
7057,16E060406,Total,1989,699
7058,16E060406,Total,1999,359
7059,16E060406,Total,2009,164
7060,16E060406,Total,2019,142
7061,16E060407,Total,1989,143
7062,16E060407,Total,1999,144
7063,16E060407,Total,2009,36
7064,16E060407,Total,2019,18
7065,16E060411,Total,1989,432
7066,16E060411,Total,1999,327
7067,16E060411,Total,2009,166
7068,16E060411,Total,2019,101
7069,16E060412,Total,1989,483
7070,16E060412,Total,1999,280
7071,16E060412,Total,2009,236
7072,16E060412,Total,2019,160
7073,16E060413,Total,1989,176
7074,16E060413,Total,1999,118
7075,16E060413,Total,2009,29
7076,16E060413,Total,2019,13
7077,16E060410,Total,1989,285
7078,16E060410,Total,1999,286
7079,16E060410,Total,2009,73
7080,16E060410,Total,2019,48
7081,16E0605,Total,1989,10422
7082,16E0605,Total,1999,7980
7083,16E0605,Total,2009,5599
7084,16E0605,Total,2019,5361
7085,16E060519,Total,1989,1349
7086,16E060519,Total,1999,645
7087,16E060519,Total,2009,118
7088,16E060519,Total,2019,329
7089,16E060502,Total,1989,1574
7090,16E060502,Total,1999,1058
7091,16E060502,Total,2009,954
7092,16E060502,Total,2019,1433
7093,16E060515,Total,1989,1269
7094,16E060515,Total,1999,1288
7095,16E060515,Total,2009,827
7096,16E060515,Total,2019,373
7097,16E060520,Total,1989,211
7098,16E060520,Total,1999,61
7099,16E060520,Total,2009,18
7100,16E060520,Total,2019,29
7101,16E060521,Total,1989,1745
7102,16E060521,Total,1999,1581
7103,16E060521,Total,2009,965
7104,16E060521,Total,2019,1033
7105,16E060522,Total,1989,519
7106,16E060522,Total,1999,207
7107,16E060522,Total,2009,126
7108,16E060522,Total,2019,151
7109,16E060507,Total,1989,985
7110,16E060507,Total,1999,1019
7111,16E060507,Total,2009,1091
7112,16E060507,Total,2019,963
7113,16E060508,Total,1989,447
7114,16E060508,Total,1999,298
7115,16E060508,Total,2009,235
7116,16E060508,Total,2019,168
7117,16E060518,Total,1989,
7118,16E060518,Total,1999,450
7119,16E060518,Total,2009,189
7120,16E060518,Total,2019,99
7121,16E060523,Total,1989,1061
7122,16E060523,Total,1999,826
7123,16E060523,Total,2009,480
7124,16E060523,Total,2019,409
7125,16E060524,Total,1989,543
7126,16E060524,Total,1999,144
7127,16E060524,Total,2009,66
7128,16E060524,Total,2019,36
7129,16E060514,Total,1989,22
7130,16E060514,Total,1999,2
7131,16E060514,Total,2009,1
7132,16E060514,Total,2019,
7133,16E060512,Total,1989,145
7134,16E060512,Total,1999,75
7135,16E060512,Total,2009,8
7136,16E060512,Total,2019,11
7137,16E060513,Total,1989,551
7138,16E060513,Total,1999,326
7139,16E060513,Total,2009,520
7140,16E060513,Total,2019,326
7141,16E0606,Total,1989,360
7142,16E0606,Total,1999,306
7143,16E0606,Total,2009,94
7144,16E0606,Total,2019,40
7145,16E060601,Total,1989,49
7146,16E060601,Total,1999,41
7147,16E060601,Total,2009,13
7148,16E060601,Total,2019,2
7149,16E060604,Total,1989,189
7150,16E060604,Total,1999,152
7151,16E060604,Total,2009,39
7152,16E060604,Total,2019,22
7153,16E060606,Total,1989,37
7154,16E060606,Total,1999,37
7155,16E060606,Total,2009,9
7156,16E060606,Total,2019,1
7157,16E060605,Total,1989,85
7158,16E060605,Total,1999,76
7159,16E060605,Total,2009,33
7160,16E060605,Total,2019,15
7161,16E0607,Total,1989,810
7162,16E0607,Total,1999,399
7163,16E0607,Total,2009,215
7164,16E0607,Total,2019,226
7165,16E060706,Total,1989,
7166,16E060706,Total,1999,
7167,16E060706,Total,2009,44
7168,16E060706,Total,2019,35
7169,16E060704,Total,1989,136
7170,16E060704,Total,1999,60
7171,16E060704,Total,2009,41
7172,16E060704,Total,2019,52
7173,16E060707,Total,1989,150
7174,16E060707,Total,1999,67
7175,16E060707,Total,2009,33
7176,16E060707,Total,2019,41
7177,16E060708,Total,1989,524
7178,16E060708,Total,1999,272
7179,16E060708,Total,2009,97
7180,16E060708,Total,2019,98
7181,16E0111,Total,1989,2101
7182,16E0111,Total,1999,1200
7183,16E0111,Total,2009,644
7184,16E0111,Total,2019,307
7185,16E011102,Total,1989,432
7186,16E011102,Total,1999,219
7187,16E011102,Total,2009,93
7188,16E011102,Total,2019,52
7189,16E011103,Total,1989,840
7190,16E011103,Total,1999,384
7191,16E011103,Total,2009,209
7192,16E011103,Total,2019,121
7193,16E011104,Total,1989,71
7194,16E011104,Total,1999,75
7195,16E011104,Total,2009,36
7196,16E011104,Total,2019,17
7197,16E011106,Total,1989,111
7198,16E011106,Total,1999,58
7199,16E011106,Total,2009,32
7200,16E011106,Total,2019,7
7201,16E011109,Total,1989,458
7202,16E011109,Total,1999,265
7203,16E011109,Total,2009,167
7204,16E011109,Total,2019,66
7205,16E011107,Total,1989,190
7206,16E011107,Total,1999,199
7207,16E011107,Total,2009,108
7208,16E011107,Total,2019,44
7209,16E0608,Total,1989,7614
7210,16E0608,Total,1999,3017
7211,16E0608,Total,2009,1350
7212,16E0608,Total,2019,896
7213,16E060803,Total,1989,587
7214,16E060803,Total,1999,436
7215,16E060803,Total,2009,173
7216,16E060803,Total,2019,183
7217,16E060801,Total,1989,5373
7218,16E060801,Total,1999,1712
7219,16E060801,Total,2009,657
7220,16E060801,Total,2019,254
7221,16E060804,Total,1989,913
7222,16E060804,Total,1999,412
7223,16E060804,Total,2009,313
7224,16E060804,Total,2019,271
7225,16E060802,Total,1989,741
7226,16E060802,Total,1999,457
7227,16E060802,Total,2009,208
7228,16E060802,Total,2019,188
7229,16E0609,Total,1989,1480
7230,16E0609,Total,1999,536
7231,16E0609,Total,2009,243
7232,16E0609,Total,2019,182
7233,16E060901,Total,1989,167
7234,16E060901,Total,1999,56
7235,16E060901,Total,2009,41
7236,16E060901,Total,2019,11
7237,16E060902,Total,1989,443
7238,16E060902,Total,1999,202
7239,16E060902,Total,2009,85
7240,16E060902,Total,2019,69
7241,16E060906,Total,1989,563
7242,16E060906,Total,1999,184
7243,16E060906,Total,2009,86
7244,16E060906,Total,2019,85
7245,16E060905,Total,1989,308
7246,16E060905,Total,1999,94
7247,16E060905,Total,2009,31
7248,16E060905,Total,2019,17
7249,16E0610,Total,1989,12409
7250,16E0610,Total,1999,10507
7251,16E0610,Total,2009,8606
7252,16E0610,Total,2019,7726
7253,16E061002,Total,1989,3453
7254,16E061002,Total,1999,3418
7255,16E061002,Total,2009,1882
7256,16E061002,Total,2019,1115
7257,16E061003,Total,1989,1523
7258,16E061003,Total,1999,999
7259,16E061003,Total,2009,856
7260,16E061003,Total,2019,506
7261,16E061014,Total,1989,530
7262,16E061014,Total,1999,102
7263,16E061014,Total,2009,734
7264,16E061014,Total,2019,573
7265,16E061005,Total,1989,734
7266,16E061005,Total,1999,697
7267,16E061005,Total,2009,350
7268,16E061005,Total,2019,241
7269,16E061006,Total,1989,521
7270,16E061006,Total,1999,475
7271,16E061006,Total,2009,201
7272,16E061006,Total,2019,1727
7273,16E061008,Total,1989,462
7274,16E061008,Total,1999,226
7275,16E061008,Total,2009,255
7276,16E061008,Total,2019,167
7277,16E061009,Total,1989,556
7278,16E061009,Total,1999,513
7279,16E061009,Total,2009,484
7280,16E061009,Total,2019,426
7281,16E061010,Total,1989,962
7282,16E061010,Total,1999,809
7283,16E061010,Total,2009,482
7284,16E061010,Total,2019,502
7285,16E061011,Total,1989,1726
7286,16E061011,Total,1999,1438
7287,16E061011,Total,2009,1284
7288,16E061011,Total,2019,1019
7289,16E061015,Total,1989,781
7290,16E061015,Total,1999,815
7291,16E061015,Total,2009,747
7292,16E061015,Total,2019,828
7293,16E061016,Total,1989,1161
7294,16E061016,Total,1999,1014
7295,16E061016,Total,2009,1331
7296,16E061016,Total,2019,622
7297,16E1808,Total,1989,1978
7298,16E1808,Total,1999,1659
7299,16E1808,Total,2009,711
7300,16E1808,Total,2019,353
7301,16E180802,Total,1989,97
7302,16E180802,Total,1999,82
7303,16E180802,Total,2009,34
7304,16E180802,Total,2019,15
7305,16E180804,Total,1989,372
7306,16E180804,Total,1999,401
7307,16E180804,Total,2009,165
7308,16E180804,Total,2019,112
7309,16E180805,Total,1989,137
7310,16E180805,Total,1999,98
7311,16E180805,Total,2009,57
7312,16E180805,Total,2019,11
7313,16E180807,Total,1989,260
7314,16E180807,Total,1999,254
7315,16E180807,Total,2009,105
7316,16E180807,Total,2019,77
7317,16E180808,Total,1989,554
7318,16E180808,Total,1999,375
7319,16E180808,Total,2009,139
7320,16E180808,Total,2019,70
7321,16E180809,Total,1989,113
7322,16E180809,Total,1999,96
7323,16E180809,Total,2009,51
7324,16E180809,Total,2019,17
7325,16E180811,Total,1989,445
7326,16E180811,Total,1999,354
7327,16E180811,Total,2009,160
7328,16E180811,Total,2019,52
7329,16E0611,Total,1989,5270
7330,16E0611,Total,1999,3489
7331,16E0611,Total,2009,1632
7332,16E0611,Total,2019,1159
7333,16E061101,Total,1989,57
7334,16E061101,Total,1999,43
7335,16E061101,Total,2009,8
7336,16E061101,Total,2019,29
7337,16E061102,Total,1989,80
7338,16E061102,Total,1999,36
7339,16E061102,Total,2009,4
7340,16E061102,Total,2019,4
7341,16E061103,Total,1989,55
7342,16E061103,Total,1999,102
7343,16E061103,Total,2009,34
7344,16E061103,Total,2019,52
7345,16E061104,Total,1989,164
7346,16E061104,Total,1999,130
7347,16E061104,Total,2009,28
7348,16E061104,Total,2019,121
7349,16E061106,Total,1989,615
7350,16E061106,Total,1999,165
7351,16E061106,Total,2009,40
7352,16E061106,Total,2019,87
7353,16E061109,Total,1989,306
7354,16E061109,Total,1999,139
7355,16E061109,Total,2009,47
7356,16E061109,Total,2019,44
7357,16E061110,Total,1989,395
7358,16E061110,Total,1999,149
7359,16E061110,Total,2009,33
7360,16E061110,Total,2019,38
7361,16E061111,Total,1989,637
7362,16E061111,Total,1999,359
7363,16E061111,Total,2009,117
7364,16E061111,Total,2019,129
7365,16E061115,Total,1989,138
7366,16E061115,Total,1999,130
7367,16E061115,Total,2009,15
7368,16E061115,Total,2019,5
7369,16E061118,Total,1989,742
7370,16E061118,Total,1999,523
7371,16E061118,Total,2009,587
7372,16E061118,Total,2019,189
7373,16E061119,Total,1989,209
7374,16E061119,Total,1999,237
7375,16E061119,Total,2009,193
7376,16E061119,Total,2019,60
7377,16E061122,Total,1989,727
7378,16E061122,Total,1999,383
7379,16E061122,Total,2009,272
7380,16E061122,Total,2019,185
7381,16E061123,Total,1989,363
7382,16E061123,Total,1999,327
7383,16E061123,Total,2009,53
7384,16E061123,Total,2019,70
7385,16E061124,Total,1989,570
7386,16E061124,Total,1999,503
7387,16E061124,Total,2009,75
7388,16E061124,Total,2019,60
7389,16E061125,Total,1989,58
7390,16E061125,Total,1999,62
7391,16E061125,Total,2009,15
7392,16E061125,Total,2019,32
7393,16E061126,Total,1989,153
7394,16E061126,Total,1999,200
7395,16E061126,Total,2009,108
7396,16E061126,Total,2019,53
7397,16E0612,Total,1989,568
7398,16E0612,Total,1999,193
7399,16E0612,Total,2009,47
7400,16E0612,Total,2019,22
7401,16E061201,Total,1989,18
7402,16E061201,Total,1999,8
7403,16E061201,Total,2009,0
7404,16E061201,Total,2019,0
7405,16E061202,Total,1989,100
7406,16E061202,Total,1999,17
7407,16E061202,Total,2009,6
7408,16E061202,Total,2019,2
7409,16E061211,Total,1989,41
7410,16E061211,Total,1999,30
7411,16E061211,Total,2009,2
7412,16E061211,Total,2019,4
7413,16E061204,Total,1989,172
7414,16E061204,Total,1999,50
7415,16E061204,Total,2009,14
7416,16E061204,Total,2019,3
7417,16E061206,Total,1989,52
7418,16E061206,Total,1999,27
7419,16E061206,Total,2009,7
7420,16E061206,Total,2019,5
7421,16E061207,Total,1989,31
7422,16E061207,Total,1999,14
7423,16E061207,Total,2009,4
7424,16E061207,Total,2019,2
7425,16E061212,Total,1989,60
7426,16E061212,Total,1999,15
7427,16E061212,Total,2009,4
7428,16E061212,Total,2019,1
7429,16E061209,Total,1989,94
7430,16E061209,Total,1999,33
7431,16E061209,Total,2009,9
7432,16E061209,Total,2019,4
7433,16E0613,Total,1989,1965
7434,16E0613,Total,1999,1148
7435,16E0613,Total,2009,565
7436,16E0613,Total,2019,354
7437,16E061301,Total,1989,329
7438,16E061301,Total,1999,219
7439,16E061301,Total,2009,60
7440,16E061301,Total,2019,24
7441,16E061302,Total,1989,289
7442,16E061302,Total,1999,175
7443,16E061302,Total,2009,126
7444,16E061302,Total,2019,71
7445,16E061304,Total,1989,209
7446,16E061304,Total,1999,107
7447,16E061304,Total,2009,64
7448,16E061304,Total,2019,66
7449,16E061307,Total,1989,295
7450,16E061307,Total,1999,92
7451,16E061307,Total,2009,62
7452,16E061307,Total,2019,42
7453,16E061310,Total,1989,132
7454,16E061310,Total,1999,88
7455,16E061310,Total,2009,55
7456,16E061310,Total,2019,8
7457,16E061312,Total,1989,118
7458,16E061312,Total,1999,82
7459,16E061312,Total,2009,43
7460,16E061312,Total,2019,20
7461,16E061313,Total,1989,199
7462,16E061313,Total,1999,111
7463,16E061313,Total,2009,50
7464,16E061313,Total,2019,46
7465,16E061314,Total,1989,393
7466,16E061314,Total,1999,274
7467,16E061314,Total,2009,107
7468,16E061314,Total,2019,77
7469,16E0614,Total,1989,1335
7470,16E0614,Total,1999,898
7471,16E0614,Total,2009,344
7472,16E0614,Total,2019,254
7473,16E061401,Total,1989,209
7474,16E061401,Total,1999,176
7475,16E061401,Total,2009,59
7476,16E061401,Total,2019,26
7477,16E061402,Total,1989,103
7478,16E061402,Total,1999,28
7479,16E061402,Total,2009,10
7480,16E061402,Total,2019,6
7481,16E061403,Total,1989,103
7482,16E061403,Total,1999,91
7483,16E061403,Total,2009,40
7484,16E061403,Total,2019,7
7485,16E061407,Total,1989,921
7486,16E061407,Total,1999,604
7487,16E061407,Total,2009,235
7488,16E061407,Total,2019,215
7489,16E0615,Total,1989,5118
7490,16E0615,Total,1999,4400
7491,16E0615,Total,2009,3250
7492,16E0615,Total,2019,2620
7493,16E061501,Total,1989,205
7494,16E061501,Total,1999,267
7495,16E061501,Total,2009,286
7496,16E061501,Total,2019,185
7497,16E061504,Total,1989,319
7498,16E061504,Total,1999,266
7499,16E061504,Total,2009,72
7500,16E061504,Total,2019,51
7501,16E061506,Total,1989,132
7502,16E061506,Total,1999,102
7503,16E061506,Total,2009,60
7504,16E061506,Total,2019,34
7505,16E061508,Total,1989,457
7506,16E061508,Total,1999,411
7507,16E061508,Total,2009,236
7508,16E061508,Total,2019,256
7509,16E061509,Total,1989,1704
7510,16E061509,Total,1999,1269
7511,16E061509,Total,2009,894
7512,16E061509,Total,2019,751
7513,16E061510,Total,1989,144
7514,16E061510,Total,1999,120
7515,16E061510,Total,2009,49
7516,16E061510,Total,2019,56
7517,16E061513,Total,1989,761
7518,16E061513,Total,1999,770
7519,16E061513,Total,2009,236
7520,16E061513,Total,2019,102
7521,16E061514,Total,1989,463
7522,16E061514,Total,1999,306
7523,16E061514,Total,2009,112
7524,16E061514,Total,2019,61
7525,16E061511,Total,1989,414
7526,16E061511,Total,1999,435
7527,16E061511,Total,2009,846
7528,16E061511,Total,2019,685
7529,16E061512,Total,1989,520
7530,16E061512,Total,1999,455
7531,16E061512,Total,2009,459
7532,16E061512,Total,2019,439
7533,16E0616,Total,1989,4226
7534,16E0616,Total,1999,1887
7535,16E0616,Total,2009,1060
7536,16E0616,Total,2019,783
7537,16E061602,Total,1989,349
7538,16E061602,Total,1999,59
7539,16E061602,Total,2009,31
7540,16E061602,Total,2019,25
7541,16E061603,Total,1989,152
7542,16E061603,Total,1999,76
7543,16E061603,Total,2009,16
7544,16E061603,Total,2019,8
7545,16E061608,Total,1989,552
7546,16E061608,Total,1999,298
7547,16E061608,Total,2009,144
7548,16E061608,Total,2019,165
7549,16E061609,Total,1989,427
7550,16E061609,Total,1999,141
7551,16E061609,Total,2009,103
7552,16E061609,Total,2019,51
7553,16E061611,Total,1989,208
7554,16E061611,Total,1999,104
7555,16E061611,Total,2009,53
7556,16E061611,Total,2019,64
7557,16E061612,Total,1989,278
7558,16E061612,Total,1999,125
7559,16E061612,Total,2009,81
7560,16E061612,Total,2019,31
7561,16E061614,Total,1989,554
7562,16E061614,Total,1999,267
7563,16E061614,Total,2009,93
7564,16E061614,Total,2019,49
7565,16E061616,Total,1989,369
7566,16E061616,Total,1999,206
7567,16E061616,Total,2009,182
7568,16E061616,Total,2019,117
7569,16E061617,Total,1989,633
7570,16E061617,Total,1999,300
7571,16E061617,Total,2009,137
7572,16E061617,Total,2019,179
7573,16E061618,Total,1989,439
7574,16E061618,Total,1999,202
7575,16E061618,Total,2009,111
7576,16E061618,Total,2019,46
7577,16E061619,Total,1989,267
7578,16E061619,Total,1999,110
7579,16E061619,Total,2009,110
7580,16E061619,Total,2019,46
7581,16E0617,Total,1989,589
7582,16E0617,Total,1999,418
7583,16E0617,Total,2009,155
7584,16E0617,Total,2019,185
7585,16E061701,Total,1989,191
7586,16E061701,Total,1999,144
7587,16E061701,Total,2009,51
7588,16E061701,Total,2019,61
7589,16E061702,Total,1989,47
7590,16E061702,Total,1999,25
7591,16E061702,Total,2009,9
7592,16E061702,Total,2019,18
7593,16E061703,Total,1989,235
7594,16E061703,Total,1999,163
7595,16E061703,Total,2009,74
7596,16E061703,Total,2019,63
7597,16E061704,Total,1989,116
7598,16E061704,Total,1999,87
7599,16E061704,Total,2009,20
7600,16E061704,Total,2019,43
7601,16F,Total,1989,23323
7602,16F,Total,1999,16062
7603,16F,Total,2009,8020
7604,16F,Total,2019,6490
7605,16F1002,Total,1989,1478
7606,16F1002,Total,1999,759
7607,16F1002,Total,2009,201
7608,16F1002,Total,2019,384
7609,16F100201,Total,1989,409
7610,16F100201,Total,1999,162
7611,16F100201,Total,2009,30
7612,16F100201,Total,2019,30
7613,16F100208,Total,1989,238
7614,16F100208,Total,1999,109
7615,16F100208,Total,2009,59
7616,16F100208,Total,2019,33
7617,16F100204,Total,1989,216
7618,16F100204,Total,1999,73
7619,16F100204,Total,2009,24
7620,16F100204,Total,2019,15
7621,16F100205,Total,1989,198
7622,16F100205,Total,1999,205
7623,16F100205,Total,2009,26
7624,16F100205,Total,2019,13
7625,16F100209,Total,1989,417
7626,16F100209,Total,1999,210
7627,16F100209,Total,2009,63
7628,16F100209,Total,2019,294
7629,16F1003,Total,1989,2027
7630,16F1003,Total,1999,1871
7631,16F1003,Total,2009,554
7632,16F1003,Total,2019,201
7633,16F100301,Total,1989,447
7634,16F100301,Total,1999,507
7635,16F100301,Total,2009,169
7636,16F100301,Total,2019,69
7637,16F100309,Total,1989,496
7638,16F100309,Total,1999,433
7639,16F100309,Total,2009,123
7640,16F100309,Total,2019,30
7641,16F100303,Total,1989,52
7642,16F100303,Total,1999,29
7643,16F100303,Total,2009,10
7644,16F100303,Total,2019,1
7645,16F100304,Total,1989,171
7646,16F100304,Total,1999,168
7647,16F100304,Total,2009,50
7648,16F100304,Total,2019,14
7649,16F100306,Total,1989,241
7650,16F100306,Total,1999,165
7651,16F100306,Total,2009,47
7652,16F100306,Total,2019,24
7653,16F100307,Total,1989,620
7654,16F100307,Total,1999,569
7655,16F100307,Total,2009,156
7656,16F100307,Total,2019,63
7657,16F1004,Total,1989,1003
7658,16F1004,Total,1999,720
7659,16F1004,Total,2009,325
7660,16F1004,Total,2019,256
7661,16F100401,Total,1989,339
7662,16F100401,Total,1999,302
7663,16F100401,Total,2009,147
7664,16F100401,Total,2019,79
7665,16F100404,Total,1989,59
7666,16F100404,Total,1999,56
7667,16F100404,Total,2009,52
7668,16F100404,Total,2019,45
7669,16F100402,Total,1989,200
7670,16F100402,Total,1999,87
7671,16F100402,Total,2009,39
7672,16F100402,Total,2019,87
7673,16F100403,Total,1989,405
7674,16F100403,Total,1999,275
7675,16F100403,Total,2009,86
7676,16F100403,Total,2019,45
7677,16F1007,Total,1989,41
7678,16F1007,Total,1999,45
7679,16F1007,Total,2009,18
7680,16F1007,Total,2019,8
7681,16F100703,Total,1989,41
7682,16F100703,Total,1999,45
7683,16F100703,Total,2009,18
7684,16F100703,Total,2019,8
7685,16F1008,Total,1989,1003
7686,16F1008,Total,1999,347
