
Statistical table extracted on October 11, 2022 (17:22:02)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;;Sex;;;
;;MF;M;F;
;;Age group;;;
;;Total;;;
;;Relationship;;;
;;Total;;;
;;Level of education;;;
;;Total;;;
;;No. ;No. ;No. ;
;16D0110: Ílhavo;3150;1588;1562;
;16D011005: Gafanha da Encarnação;688;353;335;
;16D011006: Gafanha da Nazaré;586;301;285;
;16D011007: Gafanha do Carmo;500;253;247;
;16D011008: Ílhavo (São Salvador);1376;681;695;
;16D0112: Murtosa;2028;1001;1027;
;16D011201: Bunheiro;1029;507;522;
;16D011202: Monte;149;81;68;
;16D011203: Murtosa;395;181;214;
;16D011204: Torreira;455;232;223;
;16D0114: Oliveira do Bairro;8660;4187;4473;
;16D011403: Oiã;3209;1551;1658;
;16D011404: Oliveira do Bairro;1391;696;695;
;16D011405: Palhaça;1134;542;592;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;2926;1398;1528;
;16D0115: Ovar;6056;3056;3000;
;16D011502: Cortegaça;21;8;13;
;16D011503: Esmoriz;117;59;58;
;16D011504: Maceda;407;204;203;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;3480;1761;1719;
;16D011507: Válega;2031;1024;1007;
;16D0117: Sever do Vouga;5259;2609;2650;
;16D011702: Couto de Esteves;924;457;467;
;16D011704: Pessegueiro do Vouga;297;151;146;
;16D011705: Rocas do Vouga;1135;550;585;
;16D011706: Sever do Vouga;340;158;182;
;16D011708: Talhadas;790;403;387;
;16D011710: União das freguesias de Cedrim e Paradela;732;365;367;
;16D011711: União das freguesias de Silva Escura e Dornelas;1041;525;516;
;16D0118: Vagos;10651;5236;5415;
;16D011801: Calvão;1120;540;580;
;16D011804: Gafanha da Boa Hora;805;390;415;
;16D011805: Ouca;1326;654;672;
;16D011810: Santo André de Vagos;1200;597;603;
;16D011807: Sosa;1524;775;749;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1471;696;775;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;1352;653;699;
;16D011814: União das freguesias de Vagos e Santo António;1853;931;922;
;16E: Região de Coimbra;139259;69886;69373;
;16E0601: Arganil;5514;2790;2724;
;16E060102: Arganil;899;462;437;
;16E060104: Benfeita;297;145;152;
;16E060105: Celavisa;147;77;70;
;16E060109: Folques;194;92;102;
;16E060111: Piódão;194;98;96;
;16E060112: Pomares;242;123;119;
;16E060113: Pombeiro da Beira;673;371;302;
;16E060114: São Martinho da Cortiça;842;412;430;
;16E060115: Sarzedo;382;186;196;
;16E060116: Secarias;132;69;63;
;16E060119: União das freguesias de Cepos e Teixeira;255;130;125;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;206;96;110;
;16E060121: União das freguesias de Côja e Barril de Alva;574;294;280;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;477;235;242;
;16E0602: Cantanhede;22958;11395;11563;
;16E060201: Ançã;1347;675;672;
;16E060203: Cadima;2655;1325;1330;
;16E060205: Cordinhã;1054;522;532;
;16E060207: Febres;1738;830;908;
;16E060208: Murtede;1298;659;639;
;16E060209: Ourentã;1139;578;561;
;16E060218: Sanguinheira;1791;877;914;
;16E060215: São Caetano;559;279;280;
;16E060214: Tocha;2935;1448;1487;
;16E060220: União das freguesias de Cantanhede e Pocariça;2274;1118;1156;
;16E060221: União das freguesias de Covões e Camarneira;2211;1087;1124;
;16E060222: União das freguesias de Portunhos e Outil;1316;662;654;
;16E060223: União das freguesias de Sepins e Bolho;1732;880;852;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;909;455;454;
;16E0603: Coimbra;13853;7104;6749;
;16E060301: Almalaguês;1715;907;808;
;16E060309: Brasfemes;132;68;64;
;16E060311: Ceira;547;275;272;
;16E060312: Cernache;793;394;399;
;16E060318: Santo António dos Olivais;179;91;88;
;16E060320: São João do Campo;916;473;443;
;16E060324: São Silvestre;953;487;466;
;16E060329: Torres do Mondego;109;60;49;
;16E060332: União das freguesias de Antuzede e Vil de Matos;780;403;377;
;16E060333: União das freguesias de Assafarge e Antanhol;473;242;231;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);162;84;78;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;704;356;348;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;311;160;151;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;1515;763;752;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;639;313;326;
;16E060339: União das freguesias de Souselas e Botão;1470;762;708;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;1440;734;706;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;1015;532;483;
;16E0604: Condeixa-a-Nova;6021;3018;3003;
;16E060401: Anobra;764;396;368;
;16E060406: Ega;1726;848;878;
;16E060407: Furadouro;228;110;118;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;1216;615;601;
;16E060412: União das freguesias de Sebal e Belide;797;403;394;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;847;428;419;
;16E060410: Zambujal;443;218;225;
;16E0605: Figueira da Foz;14722;7355;7367;
;16E060519: Alhadas;2884;1423;1461;
;16E060502: Alqueidão;1275;660;615;
;16E060515: Bom Sucesso;1868;955;913;
;16E060520: Buarcos;278;142;136;
;16E060521: Ferreira-a-Nova;1963;948;1015;
;16E060522: Lavos;910;460;450;
;16E060507: Maiorca;1241;611;630;
;16E060508: Marinha das Ondas;1019;519;500;
;16E060518: Moinhos da Gândara;- -;- -;- -;
;16E060523: Paião;1470;737;733;
;16E060524: Quiaios;851;419;432;
;16E060514: São Pedro;21;9;12;
;16E060512: Tavarede;378;184;194;
;16E060513: Vila Verde;564;288;276;
;16E0606: Góis;1424;725;699;
;16E060601: Alvares;259;129;130;
;16E060604: Góis;628;322;306;
;16E060606: União das freguesias de Cadafaz e Colmeal;259;134;125;
;16E060605: Vila Nova do Ceira;278;140;138;
;16E0607: Lousã;2111;1038;1073;
;16E060706: Gândaras;- -;- -;- -;
;16E060704: Serpins;347;163;184;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;432;224;208;
;16E060708: União das freguesias de Lousã e Vilarinho;1332;651;681;
;16E0111: Mealhada;6639;3328;3311;
;16E011102: Barcouço;1344;685;659;
;16E011103: Casal Comba;1848;934;914;
;16E011104: Luso;463;231;232;
;16E011106: Pampilhosa;626;296;330;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;1703;852;851;
;16E011107: Vacariça;655;330;325;
;16E0608: Mira;6949;3295;3654;
;16E060803: Carapelhos;510;248;262;
;16E060801: Mira;4684;2212;2472;
;16E060804: Praia de Mira;1025;494;531;
;16E060802: Seixo;730;341;389;
;16E0609: Miranda do Corvo;4390;2233;2157;
;16E060901: Lamas;715;352;363;
;16E060902: Miranda do Corvo;1267;638;629;
;16E060906: União das freguesias de Semide e Rio Vide;1764;901;863;
;16E060905: Vila Nova;644;342;302;
;16E0610: Montemor-o-Velho;13127;6635;6492;
;16E061002: Arazede;4684;2355;2329;
;16E061003: Carapinheira;1195;611;584;
;16E061014: Ereira;294;160;134;
;16E061005: Liceia;1140;545;595;
;16E061006: Meãs do Campo;570;283;287;
;16E061008: Pereira;698;370;328;
;16E061009: Santo Varão;282;144;138;
;16E061010: Seixo de Gatões;961;469;492;
;16E061011: Tentúgal;1383;714;669;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;735;377;358;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1185;607;578;
;16E1808: Mortágua;4387;2238;2149;
;16E180802: Cercosa;218;103;115;
;16E180804: Espinho;818;414;404;
;16E180805: Marmeleira;295;151;144;
;16E180807: Pala;575;309;266;
;16E180808: Sobral;1253;636;617;
;16E180809: Trezói;274;135;139;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;954;490;464;
;16E0611: Oliveira do Hospital;7504;3786;3718;
;16E061101: Aldeia das Dez;153;78;75;
;16E061102: Alvoco das Várzeas;170;87;83;
;16E061103: Avô;103;50;53;
;16E061104: Bobadela;317;161;156;
;16E061106: Lagares;715;347;368;
;16E061109: Lourosa;380;190;190;
;16E061110: Meruge;456;222;234;
;16E061111: Nogueira do Cravo;838;429;409;
;16E061115: São Gião;215;115;100;
;16E061118: Seixo da Beira;1115;558;557;
;16E061119: Travanca de Lagos;487;248;239;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;861;437;424;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;582;300;282;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;622;319;303;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;203;97;106;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;287;148;139;
;16E0612: Pampilhosa da Serra;1890;966;924;
;16E061201: Cabril;100;47;53;
;16E061202: Dornelas do Zêzere;272;147;125;
;16E061211: Fajão-Vidual;193;103;90;
;16E061204: Janeiro de Baixo;452;236;216;
;16E061206: Pampilhosa da Serra;269;132;137;
;16E061207: Pessegueiro;129;60;69;
;16E061212: Portela do Fojo-Machio;187;94;93;
;16E061209: Unhais-o-Velho;288;147;141;
;16E0613: Penacova;5018;2519;2499;
;16E061301: Carvalho;755;379;376;
;16E061302: Figueira de Lorvão;832;426;406;
;16E061304: Lorvão;511;242;269;
;16E061307: Penacova;847;426;421;
;16E061310: Sazes do Lorvão;413;211;202;
;16E061312: União das freguesias de Friúmes e Paradela;347;180;167;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;421;214;207;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;892;441;451;
;16E0614: Penela;3664;1797;1867;
;16E061401: Cumeeira;715;354;361;
;16E061402: Espinhal;368;174;194;
;16E061403: Podentes;439;211;228;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2142;1058;1084;
;16E0615: Soure;11031;5573;5458;
;16E061501: Alfarelos;391;187;204;
;16E061504: Figueiró do Campo;923;485;438;
;16E061506: Granja do Ulmeiro;187;98;89;
;16E061508: Samuel;955;484;471;
;16E061509: Soure;4028;2045;1983;
;16E061510: Tapéus;321;164;157;
;16E061513: União das freguesias de Degracias e Pombalinho;1559;778;781;
;16E061514: União das freguesias de Gesteira e Brunhós;929;467;462;
;16E061511: Vila Nova de Anços;651;319;332;
;16E061512: Vinha da Rainha;1087;546;541;
;16E0616: Tábua;6481;3289;3192;
;16E061602: Candosa;583;287;296;
;16E061603: Carapinha;194;97;97;
;16E061608: Midões;1000;514;486;
;16E061609: Mouronho;556;280;276;
;16E061611: Póvoa de Midões;404;211;193;
;16E061612: São João da Boa Vista;300;161;139;
;16E061614: Tábua;821;415;406;
;16E061616: União das freguesias de Ázere e Covelo;630;321;309;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1016;520;496;
;16E061618: União das freguesias de Espariz e Sinde;601;294;307;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;376;189;187;
;16E0617: Vila Nova de Poiares;1576;802;774;
;16E061701: Arrifana;456;223;233;
;16E061702: Lavegadas;146;79;67;
;16E061703: Poiares (Santo André);644;330;314;
;16E061704: São Miguel de Poiares;330;170;160;
;16F: Região de Leiria;78676;39851;38825;
;16F1002: Alvaiázere;4498;2208;2290;
;16F100201: Almoster;816;387;429;
;16F100208: Alvaiázere;876;426;450;
;16F100204: Maçãs de Dona Maria;895;428;467;
;16F100205: Pelmá;779;388;391;
;16F100209: Pussos São Pedro;1132;579;553;
;16F1003: Ansião;6292;3192;3100;
;16F100301: Alvorge;974;508;466;
;16F100309: Ansião;1359;683;676;
;16F100303: Avelar;311;151;160;
;16F100304: Chão de Couce;927;461;466;
;16F100306: Pousaflores;874;425;449;
;16F100307: Santiago da Guarda;1847;964;883;
;16F1004: Batalha;4657;2429;2228;
;16F100401: Batalha;1928;1002;926;
;16F100404: Golpilheira;440;225;215;
;16F100402: Reguengo do Fetal;929;499;430;
;16F100403: São Mamede;1360;703;657;
;16F1007: Castanheira de Pêra;152;82;70;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;152;82;70;
;16F1008: Figueiró dos Vinhos;2584;1289;1295;
;16F100801: Aguda;424;207;217;
;16F100802: Arega;825;412;413;
;16F100803: Campelo;76;41;35;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1259;629;630;
;16F1009: Leiria;23849;12191;11658;
;16F100901: Amor;1601;822;779;
;16F100902: Arrabal;1103;589;514;
;16F100925: Bajouca;973;496;477;
;16F100926: Bidoeira de Cima;427;213;214;
;16F100907: Caranguejeira;1688;848;840;
;16F100909: Coimbrão;252;133;119;
;16F100913: Maceira;1826;941;885;
;16F100915: Milagres;757;412;345;
;16F100921: Regueira de Pontes;535;267;268;
;16F100932: União das freguesias de Colmeias e Memória;1803;903;900;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;2458;1257;1201;
;16F100934: União das freguesias de Marrazes e Barosa;851;420;431;
;16F100935: União das freguesias de Monte Real e Carvide;1184;602;582;
;16F100936: União das freguesias de Monte Redondo e Carreira;1037;541;496;
;16F100937: União das freguesias de Parceiros e Azoia;1029;531;498;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1905;979;926;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;1447;726;721;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;2973;1511;1462;
;16F1010: Marinha Grande;1588;816;772;
;16F101001: Marinha Grande;787;408;379;
;16F101003: Moita;201;108;93;
;16F101002: Vieira de Leiria;600;300;300;
;16F1013: Pedrógão Grande;2554;1227;1327;
;16F101301: Graça;695;333;362;
;16F101302: Pedrógão Grande;1435;691;744;
;16F101303: Vila Facaia;424;203;221;
;16F1015: Pombal;24668;12392;12276;
;16F101501: Abiul;1620;789;831;
;16F101503: Almagreira;1841;930;911;
;16F101504: Carnide;595;305;290;
;16F101505: Carriço;1810;921;889;
;16F101506: Louriçal;3030;1552;1478;
;16F101515: Meirinhas;531;240;291;
;16F101508: Pelariga;1170;590;580;
;16F101509: Pombal;4322;2171;2151;
;16F101510: Redinha;974;484;490;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;3092;1576;1516;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;3208;1607;1601;
;16F101513: Vermoil;1577;782;795;
;16F101514: Vila Cã;898;445;453;
;16F1016: Porto de Mós;7834;4025;3809;
;16F101602: Alqueidão da Serra;855;441;414;
;16F101605: Calvaria de Cima;361;195;166;
;16F101606: Juncal;1611;807;804;
;16F101608: Mira de Aire;269;145;124;
;16F101609: Pedreiras;634;341;293;
;16F101614: Porto de Mós - São João Baptista e São Pedro;1098;570;528;
;16F101610: São Bento;775;397;378;
;16F101613: Serro Ventoso;717;361;356;
;16F101615: União das freguesias de Alvados e Alcaria;393;197;196;
;16F101616: União das freguesias de Arrimal e Mendiga;1121;571;550;
;16G: Viseu Dão Lafões;121364;60848;60516;
;16G0901: Aguiar da Beira;4415;2250;2165;
;16G090102: Carapito;419;206;213;
;16G090103: Cortiçada;310;155;155;
;16G090105: Dornelas;523;276;247;
;16G090106: Eirado;289;150;139;
;16G090107: Forninhos;257;126;131;
;16G090109: Pena Verde;787;392;395;
;16G090110: Pinheiro;218;121;97;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;757;386;371;
;16G090115: União das freguesias de Sequeiros e Gradiz;441;224;217;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;414;214;200;
;16G1802: Carregal do Sal;5127;2570;2557;
;16G180201: Beijós;772;396;376;
;16G180202: Cabanas de Viriato;733;362;371;
;16G180204: Oliveira do Conde;1738;872;866;
;16G180206: Parada;526;251;275;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;1358;689;669;
;16G1803: Castro Daire;10818;5585;5233;
;16G180301: Almofala;420;219;201;
;16G180303: Cabril;508;272;236;
;16G180304: Castro Daire;1551;821;730;
;16G180305: Cujó;376;193;183;
;16G180309: Gosende;399;216;183;
;16G180312: Mões;1397;727;670;
;16G180313: Moledo;1035;504;531;
;16G180314: Monteiras;549;287;262;
;16G180317: Pepim;278;141;137;
;16G180319: Pinheiro;514;254;260;
;16G180322: São Joaninho;348;186;162;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;981;500;481;
;16G180324: União das freguesias de Mezio e Moura Morta;513;267;246;
;16G180325: União das freguesias de Parada de Ester e Ester;831;418;413;
;16G180326: União das freguesias de Picão e Ermida;476;249;227;
;16G180327: União das freguesias de Reriz e Gafanhão;642;331;311;
;16G1806: Mangualde;9495;4764;4731;
;16G180601: Abrunhosa-a-Velha;406;200;206;
;16G180602: Alcafache;621;307;314;
;16G180605: Cunha Baixa;671;333;338;
;16G180606: Espinho;791;397;394;
;16G180607: Fornos de Maceira Dão;913;459;454;
;16G180608: Freixiosa;120;57;63;
;16G180614: Quintela de Azurara;228;115;113;
;16G180616: São João da Fresta;281;138;143;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;2664;1349;1315;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;598;297;301;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1010;505;505;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1192;607;585;
;16G1809: Nelas;6175;3095;3080;
;16G180901: Canas de Senhorim;988;508;480;
;16G180908: Lapa do Lobo;434;202;232;
;16G180903: Nelas;881;423;458;
;16G180905: Senhorim;1024;527;497;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1138;570;568;
;16G180911: União das freguesias de Santar e Moreira;1066;542;524;
;16G180906: Vilar Seco;644;323;321;
;16G1810: Oliveira de Frades;5932;2926;3006;
;16G181002: Arcozelo das Maias;1138;569;569;
;16G181005: Pinheiro;699;361;338;
;16G181007: Ribeiradio;895;435;460;
;16G181008: São João da Serra;530;239;291;
;16G181009: São Vicente de Lafões;408;196;212;
;16G181013: União das freguesias de Arca e Varzielas;656;307;349;
;16G181014: União das freguesias de Destriz e Reigoso;733;363;370;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;873;456;417;
;16G1811: Penalva do Castelo;6002;3016;2986;
;16G181102: Castelo de Penalva;874;417;457;
;16G181103: Esmolfe;326;158;168;
;16G181104: Germil;362;192;170;
;16G181105: Ínsua;610;306;304;
;16G181106: Lusinde;219;118;101;
;16G181109: Pindo;1570;779;791;
;16G181110: Real;215;105;110;
;16G181111: Sezures;731;379;352;
;16G181112: Trancozelos;300;159;141;
;16G181114: União das freguesias de Antas e Matela;424;210;214;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;371;193;178;
;16G1814: Santa Comba Dão;5183;2561;2622;
;16G181403: Pinheiro de Ázere;627;289;338;
;16G181405: São Joaninho;739;365;374;
;16G181406: São João de Areias;1039;529;510;
;16G181410: União das freguesias de Ovoa e Vimieiro;829;403;426;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;1050;546;504;
;16G181412: União das freguesias de Treixedo e Nagozela;899;429;470;
;16G1816: São Pedro do Sul;9845;4813;5032;
;16G181602: Bordonhos;254;124;130;
;16G181606: Figueiredo de Alva;708;359;349;
;16G181607: Manhouce;936;444;492;
;16G181608: Pindelo dos Milagres;402;189;213;
;16G181609: Pinho;580;282;298;
;16G181612: São Félix;214;110;104;
;16G181615: Serrazes;603;305;298;
;16G181616: Sul;803;393;410;
;16G181620: União das freguesias de Carvalhais e Candal;1144;574;570;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1126;551;575;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;465;223;242;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1181;577;604;
;16G181617: Valadares;837;377;460;
;16G181619: Vila Maior;592;305;287;
;16G1817: Sátão;7922;3997;3925;
;16G181702: Avelal;287;141;146;
;16G181704: Ferreira de Aves;1962;998;964;
;16G181706: Mioma;710;347;363;
;16G181707: Rio de Moinhos;796;404;392;
;16G181709: São Miguel de Vila Boa;1024;527;497;
;16G181710: Sátão;1443;698;745;
;16G181711: Silvã de Cima;365;182;183;
;16G181713: União das freguesias de Águas Boas e Forles;313;166;147;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;1022;534;488;
;16G1821: Tondela;16533;8263;8270;
;16G182102: Campo de Besteiros;396;206;190;
;16G182103: Canas de Santa Maria;1054;524;530;
;16G182105: Castelões;838;431;407;
;16G182106: Dardavaz;895;434;461;
;16G182107: Ferreirós do Dão;227;112;115;
;16G182108: Guardão;389;201;188;
;16G182109: Lajeosa do Dão;1605;797;808;
;16G182110: Lobão da Beira;711;349;362;
;16G182111: Molelos;1149;569;580;
;16G182116: Parada de Gonta;424;211;213;
;16G182118: Santiago de Besteiros;831;420;411;
;16G182122: Tonda;678;339;339;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;1220;626;594;
;16G182128: União das freguesias de Caparrosa e Silvares;863;423;440;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;960;466;494;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;1288;651;637;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;890;423;467;
;16G182132: União das freguesias de Tondela e Nandufe;1088;559;529;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1027;522;505;
;16G1822: Vila Nova de Paiva;3329;1673;1656;
;16G182203: Pendilhe;422;210;212;
;16G182204: Queiriga;383;192;191;
;16G182205: Touro;868;432;436;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;878;447;431;
;16G182206: Vila Cova à Coelheira;778;392;386;
;16G1823: Viseu;23784;11930;11854;
;16G182301: Abraveses;393;187;206;
;16G182304: Bodiosa;1537;779;758;
;16G182305: Calde;1232;627;605;
;16G182306: Campo;662;325;337;
;16G182307: Cavernães;622;321;301;
;16G182310: Cota;953;466;487;
;16G182337: Coutos de Viseu;1261;620;641;
;16G182315: Fragosela;533;270;263;
;16G182316: Lordosa;1049;515;534;
;16G182318: Mundão;557;284;273;
;16G182319: Orgens;743;362;381;
;16G182320: Povolide;1229;658;571;
;16G182321: Ranhados;407;200;207;
;16G182339: Repeses e São Salvador;269;122;147;
;16G182322: Ribafeita;790;385;405;
;16G182323: Rio de Loba;506;253;253;
;16G182325: Santos Evos;740;358;382;
;16G182340: São Cipriano e Vil de Souto;1017;513;504;
;16G182327: São João de Lourosa;1571;800;771;
;16G182329: São Pedro de France;1196;604;592;
;16G182317: Silgueiros;2136;1074;1062;
;16G182335: União das freguesias de Barreiros e Cepões;1199;622;577;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1920;934;986;
;16G182338: Faíl e Vila Chã de Sá;901;469;432;
;16G182341: Viseu;361;182;179;
;16G1824: Vouzela;6804;3405;3399;
;16G182401: Alcofra;738;369;369;
;16G182403: Campia;1234;609;625;
;16G182407: Fornelo do Monte;261;124;137;
;16G182409: Queirã;1031;511;520;
;16G182410: São Miguel do Mato;577;303;274;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;1094;551;543;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;613;315;298;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;525;268;257;
;16G182411: Ventosa;731;355;376;
;16H: Beira Baixa;39337;19884;19453;
;16H0502: Castelo Branco;14664;7425;7239;
;16H050201: Alcains;463;236;227;
;16H050202: Almaceda;779;388;391;
;16H050203: Benquerenças;800;404;396;
;16H050205: Castelo Branco;1377;702;675;
;16H050211: Lardosa;430;208;222;
;16H050212: Louriçal do Campo;309;170;139;
;16H050214: Malpica do Tejo;667;335;332;
;16H050216: Monforte da Beira;756;367;389;
;16H050220: Salgueiro do Campo;938;460;478;
;16H050221: Santo André das Tojeiras;1007;508;499;
;16H050222: São Vicente da Beira;695;369;326;
;16H050223: Sarzedas;1606;834;772;
;16H050225: Tinalhas;289;150;139;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;418;200;218;
;16H050227: União das freguesias de Escalos de Baixo e Mata;964;493;471;
;16H050228: União das freguesias de Escalos de Cima e Lousa;975;492;483;
;16H050229: União das freguesias de Freixial e Juncal do Campo;870;437;433;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;723;374;349;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;598;298;300;
;16H0505: Idanha-a-Nova;4094;2052;2042;
;16H050502: Aldeia de Santa Margarida;262;134;128;
;16H050505: Ladoeiro;711;359;352;
;16H050506: Medelim;145;77;68;
;16H050509: Oledo;184;91;93;
;16H050510: Penha Garcia;254;127;127;
;16H050511: Proença-a-Velha;142;74;68;
;16H050512: Rosmaninhal;201;98;103;
;16H050514: São Miguel de Acha;307;151;156;
;16H050516: Toulões;287;141;146;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;454;230;224;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;373;183;190;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;334;163;171;
;16H050521: União das freguesias de Zebreira e Segura;440;224;216;
;16H0506: Oleiros;4007;2022;1985;
;16H050601: Álvaro;247;126;121;
;16H050603: Cambas;226;113;113;
;16H050613: Estreito-Vilar Barroco;756;382;374;
;16H050605: Isna;303;147;156;
;16H050606: Madeirã;205;99;106;
;16H050607: Mosteiro;268;139;129;
;16H050614: Oleiros-Amieira;1500;751;749;
;16H050609: Orvalho;136;71;65;
;16H050610: Sarnadas de São Simão;135;74;61;
;16H050611: Sobral;231;120;111;
;16H0507: Penamacor;5892;2931;2961;
;16H050704: Aranhas;443;231;212;
;16H050706: Benquerença;661;322;339;
;16H050707: Meimão;346;175;171;
;16H050708: Meimoa;388;203;185;
;16H050710: Penamacor;1244;613;631;
;16H050711: Salvador;456;245;211;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;1371;662;709;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;686;338;348;
;16H050712: Vale da Senhora da Póvoa;297;142;155;
;16H0508: Proença-a-Nova;7763;3973;3790;
;16H050802: Montes da Senhora;1055;522;533;
;16H050805: São Pedro do Esteval;867;452;415;
;16H050807: União das freguesias de Proença-a-Nova e Peral;3428;1797;1631;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;2413;1202;1211;
;16H0511: Vila Velha de Ródão;2917;1481;1436;
;16H051101: Fratel;810;415;395;
;16H051102: Perais;762;394;368;
;16H051103: Sarnadas de Ródão;614;309;305;
;16H051104: Vila Velha de Ródão;731;363;368;
;16I: Médio Tejo;80133;40172;39961;
;16I1401: Abrantes;7762;3921;3841;
;16I140104: Bemposta;373;199;174;
;16I140119: Carvalhal;503;266;237;
;16I140118: Fontes;880;439;441;
;16I140105: Martinchel;525;262;263;
;16I140106: Mouriscas;1257;622;635;
;16I140107: Pego;585;288;297;
;16I140108: Rio de Moinhos;195;105;90;
;16I140115: Tramagal;259;142;117;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;836;405;431;
;16I140121: União das freguesias de Aldeia do Mato e Souto;549;275;274;
;16I140122: União das freguesias de Alvega e Concavada;591;298;293;
;16I140123: União das freguesias de São Facundo e Vale das Mós;586;299;287;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;623;321;302;
;16I1402: Alcanena;3277;1657;1620;
;16I140202: Bugalhos;453;209;244;
;16I140206: Minde;487;242;245;
