
Statistical table extracted on October 15, 2022 (14:24:24)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
11D091418: Freixo de Numão;7099,9;
11D091407: Horta;13318,5;
11D091410: Muxagata;8071,5;
11D091411: Numão;10776,2;
11D091412: Santa Comba;5884,7;
11D091414: Sebadelhe;7967,5;
11D091415: Seixas;6747,6;
11D091416: Touça;4613,5;
11D091419: Vila Nova de Foz Côa;6884,1;
11D1714: Vila Real;4780,2;
11D171401: Abaças;5810,8;
11D171403: Andrães;3755,9;
11D171404: Arroios;1969,1;
11D171406: Campeã;7276;
11D171409: Folhadela;4657;
11D171410: Guiães;8660,2;
11D171414: Lordelo;7310,3;
11D171415: Mateus;6248,9;
11D171416: Mondrões;4122,5;
11D171420: Parada de Cunhos;2969,2;
11D171426: Torgueda;1959,9;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;4747;
11D171432: União das freguesias de Borbela e Lamas de Olo;5060,2;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;3616,1;
11D171434: União das freguesias de Mouçós e Lamares;3042,3;
11D171435: União das freguesias de Nogueira e Ermida;5259,2;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;5587,6;
11D171437: União das freguesias de São Tomé do Castelo e Justes;3976,9;
11D171429: Vila Marim;3263,8;
11D171438: Vila Real;6839,4;
11E: Terras de Trás-os-Montes;5910,5;
11E0401: Alfândega da Fé;3999,5;
11E040102: Alfândega da Fé;4229,8;
11E040103: Cerejais;4147,3;
11E040111: Sambade;2463,7;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;4782,8;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;4237,8;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;4394,8;
11E040124: União das freguesias de Gebelim e Soeima;3150,8;
11E040125: União das freguesias de Parada e Sendim da Ribeira;3320,7;
11E040126: União das freguesias de Pombal e Vales;3673,8;
11E040118: Vilar Chão;5476,6;
11E040119: Vilarelhos;6013,3;
11E040120: Vilares de Vilariça;3813,7;
11E0402: Bragança;5237,4;
11E040201: Alfaião;4606,2;
11E040203: Babe;4025,5;
11E040204: Baçal;5370,2;
11E040206: Carragosa;5804,5;
11E040209: Castro de Avelãs;8194,9;
11E040210: Coelhoso;4083,4;
11E040212: Donai;6217,3;
11E040213: Espinhosela;4601;
11E040215: França;2384,2;
11E040216: Gimonde;4094,4;
11E040217: Gondesende;4356,2;
11E040218: Gostei;9937,8;
11E040219: Grijó de Parada;6413,6;
11E040221: Macedo do Mato;3500,5;
11E040224: Mós;6061,4;
11E040225: Nogueira;4794,2;
11E040226: Outeiro;3703,9;
11E040229: Parâmio;4549,7;
11E040230: Pinela;7930,4;
11E040232: Quintanilha;4079;
11E040233: Quintela de Lampaças;4035,2;
11E040234: Rabal;5345,4;
11E040236: Rebordãos;6212,1;
11E040239: Salsas;6251,3;
11E040240: Samil;6045,2;
11E040241: Santa Comba de Rossas;4142,6;
11E040244: São Pedro de Sarracenos;4884,5;
11E040246: Sendas;6341,8;
11E040247: Serapicos;5284,9;
11E040248: Sortes.;10014,8;
11E040250: União das freguesias de Aveleda e Rio de Onor;3949,8;
11E040251: União das freguesias de Castrelos e Carrazedo;6088,6;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;3858,5;
11E040253: União das freguesias de Parada e Faílde;5507,6;
11E040254: União das freguesias de Rebordainhos e Pombares;7390,2;
11E040255: União das freguesias de Rio Frio e Milhão;5370,3;
11E040256: União das freguesias de São Julião de Palácios e Deilão;5587,7;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;4753,9;
11E040249: Zoio;6769,5;
11E0405: Macedo de Cavaleiros;4395,2;
11E040502: Amendoeira;3994,4;
11E040503: Arcas;2633,8;
11E040507: Carrapatas;3803,4;
11E040509: Chacim;12133,8;
11E040510: Cortiços;5588,2;
11E040511: Corujas;5596,7;
11E040514: Ferreira;3216;
11E040515: Grijó;2172,3;
11E040516: Lagoa;5054,4;
11E040517: Lamalonga;2330,4;
11E040518: Lamas;4819,4;
11E040519: Lombo;3842,5;
11E040520: Macedo de Cavaleiros;5149,3;
11E040521: Morais;4269,4;
11E040523: Olmos;10217,6;
11E040524: Peredo;4470,3;
11E040526: Salselas;5184;
11E040528: Sezulfe;4930,9;
11E040530: Talhas;4724,4;
11E040539: União das freguesias de Ala e Vilarinho do Monte;3461,3;
11E040540: União das freguesias de Bornes e Burga;2637,3;
11E040541: União das freguesias de Castelãos e Vilar do Monte;2824,4;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;4399,1;
11E040543: União das freguesias de Podence e Santa Combinha;3439,7;
11E040544: União das freguesias de Talhinhas e Bagueixe;6742,3;
11E040532: Vale Benfeito;3105,3;
11E040533: Vale da Porca;4981,4;
11E040534: Vale de Prados;2274,4;
11E040536: Vilarinho de Agrochão;3090,8;
11E040538: Vinhas;6192,5;
11E0406: Miranda do Douro;6103,2;
11E040604: Duas Igrejas;9952,2;
11E040605: Genísio;7049,3;
11E040607: Malhadas;6839,1;
11E040608: Miranda do Douro;4637;
11E040609: Palaçoulo;7440,8;
11E040611: Picote;1518,2;
11E040612: Póvoa;6600,1;
11E040613: São Martinho de Angueira;3409,7;
11E040618: União das freguesias de Constantim e Cicouro;4288,2;
11E040619: União das freguesias de Ifanes e Paradela;6923,4;
11E040620: União das freguesias de Sendim e Atenor;3586,3;
11E040621: União das freguesias de Silva e Águas Vivas;9226,4;
11E040616: Vila Chã de Braciosa;9348,8;
11E0407: Mirandela;3857,3;
11E040701: Abambres;2632,4;
11E040702: Abreiro;2793,7;
11E040703: Aguieiras;1886,2;
11E040704: Alvites;4008,3;
11E040708: Bouça;2584,9;
11E040709: Cabanelas;4785,9;
11E040710: Caravelas;4443;
11E040711: Carvalhais;4794,8;
11E040712: Cedães;2160,7;
11E040713: Cobro;5109,5;
11E040714: Fradizela;3700,8;
11E040716: Frechas;7382,8;
11E040718: Lamas de Orelhão;7079;
11E040720: Mascarenhas;4003,3;
11E040721: Mirandela;3364,2;
11E040722: Múrias;2896,5;
11E040724: Paços;4287,2;
11E040727: São Pedro Velho;4558;
11E040728: São Salvador;3202,2;
11E040729: Suçães;3743,9;
11E040730: Torre de Dona Chama;3595,9;
11E040738: União das freguesias de Avantos e Romeu;4751,2;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;5151,3;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;5039,8;
11E040741: União das freguesias de Franco e Vila Boa;3320,5;
11E040742: União das freguesias de Freixeda e Vila Verde;2123,9;
11E040731: Vale de Asnes;2660;
11E040732: Vale de Gouvinhas;2502,7;
11E040733: Vale de Salgueiro;3929,4;
11E040734: Vale de Telhas;4359;
11E0408: Mogadouro;8292,8;
11E040801: Azinhoso;5117,1;
11E040802: Bemposta;3220,6;
11E040803: Bruçó;7218,2;
11E040804: Brunhoso;5975,9;
11E040807: Castelo Branco;4744,4;
11E040808: Castro Vicente;6613,1;
11E040809: Meirinhos;4613,8;
11E040811: Paradela;5316;
11E040812: Penas Roias;17974,1;
11E040813: Peredo da Bemposta;4988,5;
11E040815: Saldanha;39567,7;
11E040817: São Martinho do Peso;8574,2;
11E040819: Tó;12966,5;
11E040820: Travanca;6917;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;22015,8;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;7862;
11E040831: União das freguesias de Remondes e Soutelo;3935,9;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;7217,5;
11E040821: Urrós;5317,4;
11E040822: Vale da Madre;11032,5;
11E040826: Vila de Ala;14051;
11E0410: Vila Flor;14528,4;
11E041002: Benlhevai;192662,7;
11E041005: Freixiel;5597,4;
11E041009: Roios;4620,1;
11E041010: Samões;4766;
11E041011: Sampaio;6895,9;
11E041012: Santa Comba de Vilariça;6976,8;
11E041013: Seixo de Manhoses;2122,1;
11E041014: Trindade;2791,1;
11E041020: União das freguesias de Assares e Lodões;5597,4;
11E041021: União das freguesias de Candoso e Carvalho de Egas;3569,2;
11E041022: União das freguesias de Valtorno e Mourão;1960,5;
11E041023: União das freguesias de Vila Flor e Nabo;7575,9;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;4297,1;
11E041015: Vale Frechoso;4964,8;
11E0411: Vimioso;4999,1;
11E041103: Argozelo;2480,2;
11E041107: Carção;3688,5;
11E041108: Matela;4209,1;
11E041109: Pinelo;3826,5;
11E041110: Santulhão;3960,1;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;3806,7;
11E041116: União das freguesias de Caçarelhos e Angueira;11649,6;
11E041117: União das freguesias de Vale de Frades e Avelanoso;7224,2;
11E041113: Vilar Seco;9977,3;
11E041114: Vimioso;5827,3;
11E0412: Vinhais;5427,2;
11E041201: Agrochão;3487,8;
11E041203: Candedo;3994,2;
11E041204: Celas;8077,3;
11E041206: Edral;6287,3;
11E041207: Edrosa;7989;
11E041208: Ervedosa;3137,2;
11E041215: Paçó;8060,7;
11E041216: Penhas Juntas;6710,4;
11E041219: Rebordelo;4615,7;
11E041221: Santalha;4574,8;
11E041226: Tuizelo;5332,9;
11E041236: União das freguesias de Curopos e Vale de Janeiro;3954,1;
11E041237: União das freguesias de Moimenta e Montouto;6744,5;
11E041238: União das freguesias de Nunes e Ousilhão;5220,8;
11E041239: União das freguesias de Quirás e Pinheiro Novo;4303,8;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;5339,6;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;7716,2;
11E041242: União das freguesias de Travanca e Santa Cruz;9990,5;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;6501,1;
11E041227: Vale das Fontes;2486;
11E041229: Vila Boa de Ousilhão;4180,8;
11E041230: Vila Verde;5068,3;
11E041232: Vilar de Ossos;9945,5;
11E041233: Vilar de Peregrinos;6060,3;
11E041234: Vilar Seco de Lomba;5333,6;
11E041235: Vinhais;4698,6;
16: Centro;13115,6;
16B: Oeste;33777,9;
16B1001: Alcobaça;29721,7;
16B100102: Alfeizerão;42310;
16B100120: Aljubarrota;8870,4;
16B100104: Bárrio;16396,9;
16B100105: Benedita;27245,2;
16B100106: Cela;24327,5;
16B100108: Évora de Alcobaça;45743,4;
16B100109: Maiorga;24027;
16B100112: São Martinho do Porto;72022,7;
16B100114: Turquel;37004,3;
16B100121: União das freguesias de Alcobaça e Vestiaria;78109,3;
16B100122: União das freguesias de Coz, Alpedriz e Montes;20348,6;
16B100123: União das freguesias de Pataias e Martingança;6629,4;
16B100116: Vimeiro;28428,3;
16B1101: Alenquer;16828,6;
16B110106: Carnota;7342,8;
16B110107: Meca;7434,9;
16B110108: Olhalvo;7199,6;
16B110109: Ota;45886,4;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;15504,1;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;16524,6;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);24138,7;
16B110120: União das freguesias de Carregado e Cadafais;32512,6;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;10998,1;
16B110113: Ventosa;22318;
16B110114: Vila Verde dos Francos;10246,3;
16B1102: Arruda dos Vinhos;12183,6;
16B110201: Arranhó;24787,1;
16B110202: Arruda dos Vinhos;11038,3;
16B110203: Cardosas;6222,3;
16B110204: São Tiago dos Velhos;6529,7;
16B1005: Bombarral;61473;
16B100502: Carvalhal;30823,5;
16B100505: Pó;145104,9;
16B100503: Roliça;118118,2;
16B100506: União das freguesias do Bombarral e Vale Covo;33554,5;
16B1104: Cadaval;33651;
16B110401: Alguber;46044,4;
16B110407: Peral;57362,4;
16B110412: União das freguesias de Lamas e Cercal;20862,6;
16B110413: União das freguesias de Painho e Figueiros;33529,5;
16B110411: União das freguesias do Cadaval e Pêro Moniz;33168,5;
16B110409: Vermelha;50156,1;
16B110410: Vilar;15386,3;
16B1006: Caldas da Rainha;35227,7;
16B100601: A dos Francos;41110,1;
16B100602: Alvorninha;23426,5;
16B100604: Carvalhal Benfeito;38611;
16B100606: Foz do Arelho;3829,5;
16B100607: Landal;152832,4;
16B100608: Nadadouro;5510,4;
16B100609: Salir de Matos;23438;
16B100611: Santa Catarina;17578,2;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;39038,8;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;15171,7;
16B100619: União das freguesias de Tornada e Salir do Porto;30209,7;
16B100615: Vidais;38444,7;
16B1108: Lourinhã;43288,1;
16B110803: Moita dos Ferreiros;35813,6;
16B110805: Reguengo Grande;47034,3;
16B110810: Ribamar;9107,2;
16B110806: Santa Bárbara;14576,9;
16B110812: União das freguesias de Lourinhã e Atalaia;55098;
16B110813: União das freguesias de Miragaia e Marteleira;54101,2;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;43555;
16B110808: Vimeiro;17678,1;
16B1011: Nazaré;36040,6;
16B101101: Famalicão;15502,3;
16B101102: Nazaré;19104,9;
16B101103: Valado dos Frades;58475,4;
16B1012: Óbidos;50251,9;
16B101201: A dos Negros;24618,4;
16B101202: Amoreira;126125,6;
16B101208: Gaeiras;35851,4;
16B101203: Olho Marinho;57050,9;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;61427,2;
16B101209: Usseira;35991,2;
16B101207: Vau;34592,3;
16B1014: Peniche;52978,6;
16B101402: Atouguia da Baleia;61007,6;
16B101406: Ferrel;45509,6;
16B101407: Peniche;3082,2;
16B101405: Serra d'El-Rei;19688,8;
16B1112: Sobral de Monte Agraço;17389,3;
16B111201: Santo Quintino;15465,9;
16B111202: Sapataria;19751;
16B111203: Sobral de Monte Agraço;19667,7;
16B1113: Torres Vedras;33204,8;
16B111306: Freiria;25906,3;
16B111310: Ponte do Rol;53373,5;
16B111311: Ramalhal;51750,7;
16B111314: São Pedro da Cadeira;15533,8;
16B111316: Silveira;32160,8;
16B111317: Turcifal;19105,9;
16B111321: União das freguesias de A dos Cunhados e Maceira;59883,2;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;114951,9;
16B111323: União das freguesias de Carvoeira e Carmões;39100,4;
16B111324: União das freguesias de Dois Portos e Runa;16958,3;
16B111325: União das freguesias de Maxial e Monte Redondo;37735,5;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;12590,6;
16B111318: Ventosa;22382,7;
16D: Região de Aveiro;14518,4;
16D0101: Águeda;9320,8;
16D010103: Aguada de Cima;13791,5;
16D010109: Fermentelos;3171,4;
16D010112: Macinhata do Vouga;11926,5;
16D010121: União das freguesias de Águeda e Borralha;5880,2;
16D010122: União das freguesias de Barrô e Aguada de Baixo;5366,6;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;11152;
16D010124: União das freguesias de Recardães e Espinhel;7090,2;
16D010125: União das freguesias de Travassô e Óis da Ribeira;10836,7;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;9225,1;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;17134,5;
16D010119: Valongo do Vouga;6980,8;
16D0102: Albergaria-a-Velha;21524,7;
16D010209: Albergaria-a-Velha e Valmaior;17383,7;
16D010202: Alquerubim;14391,9;
16D010203: Angeja;15394,4;
16D010204: Branca;51978;
16D010206: Ribeira de Fráguas;101372,5;
16D010210: São João de Loure e Frossos;9761,8;
16D0103: Anadia;6948,6;
16D010304: Avelãs de Caminho;7066,3;
16D010305: Avelãs de Cima;12030,5;
16D010307: Moita;10864,9;
16D010309: Sangalhos;4680,7;
16D010310: São Lourenço do Bairro;4747;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;7021,5;
16D010317: União das freguesias de Arcos e Mogofores;10489,9;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;3798,8;
16D010312: Vila Nova de Monsarros;4072,8;
16D010313: Vilarinho do Bairro;6993,4;
16D0105: Aveiro;14407,1;
16D010501: Aradas;17105,8;
16D010502: Cacia;6276,2;
16D010515: Eixo e Eirol;9000,6;
16D010505: Esgueira;4731,3;
16D010508: Oliveirinha;26817,3;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;9896,7;
16D010513: Santa Joana;26821,2;
16D010510: São Bernardo;30363;
16D010511: São Jacinto;377008,6;
16D010517: União das freguesias de Glória e Vera Cruz;57625,5;
16D0108: Estarreja;22755,4;
16D010801: Avanca;30903;
16D010805: Pardilhó;38308,7;
16D010806: Salreu;23415,1;
16D010808: União das freguesias de Beduído e Veiros;17206,2;
16D010809: União das freguesias de Canelas e Fermelã;15403,6;
16D0110: Ílhavo;17868,6;
16D011005: Gafanha da Encarnação;6488,9;
16D011006: Gafanha da Nazaré;3913,2;
16D011007: Gafanha do Carmo;29548,5;
16D011008: Ílhavo (São Salvador);16780,3;
16D0112: Murtosa;37772,6;
16D011201: Bunheiro;42711;
16D011202: Monte;9124,1;
16D011203: Murtosa;37644,1;
16D011204: Torreira;32679,5;
16D0114: Oliveira do Bairro;7049,6;
16D011403: Oiã;7329,2;
16D011404: Oliveira do Bairro;6874;
16D011405: Palhaça;5874,3;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;7253,4;
16D0115: Ovar;36195,7;
16D011502: Cortegaça;2306,3;
16D011503: Esmoriz;11719,1;
16D011504: Maceda;5833,3;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;37175,2;
16D011507: Válega;45440,4;
16D0117: Sever do Vouga;17014;
16D011702: Couto de Esteves;8924,9;
16D011704: Pessegueiro do Vouga;70135,9;
16D011705: Rocas do Vouga;13787,2;
16D011706: Sever do Vouga;39315,2;
16D011708: Talhadas;27180,2;
16D011710: União das freguesias de Cedrim e Paradela;10721,8;
16D011711: União das freguesias de Silva Escura e Dornelas;10360,4;
16D0118: Vagos;11516,6;
16D011801: Calvão;10293,8;
16D011804: Gafanha da Boa Hora;16009,2;
16D011805: Ouca;23851,4;
16D011810: Santo André de Vagos;5559,5;
16D011807: Sosa;9917,5;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;9401,4;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;10922,9;
16D011814: União das freguesias de Vagos e Santo António;9539,1;
16E: Região de Coimbra;10259,8;
16E0601: Arganil;3796,3;
16E060102: Arganil;3698,8;
16E060104: Benfeita;1425;
16E060105: Celavisa;2508,5;
16E060109: Folques;5397,5;
16E060111: Piódão;3119,6;
16E060112: Pomares;2600,9;
16E060113: Pombeiro da Beira;2396,9;
16E060114: São Martinho da Cortiça;3108,4;
16E060115: Sarzedo;2941,8;
16E060116: Secarias;1363,5;
16E060119: União das freguesias de Cepos e Teixeira;3387,9;
16E060120: União das freguesias de Cerdeira e Moura da Serra;1758,8;
16E060121: União das freguesias de Côja e Barril de Alva;14804,3;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;2283,3;
16E0602: Cantanhede;8466,5;
16E060201: Ançã;4597,7;
16E060203: Cadima;10512,7;
16E060205: Cordinhã;10439,4;
16E060207: Febres;7307,7;
16E060208: Murtede;7727;
16E060209: Ourentã;6369,5;
16E060218: Sanguinheira;18346,6;
16E060215: São Caetano;4921;
16E060214: Tocha;12431,7;
16E060220: União das freguesias de Cantanhede e Pocariça;6761,7;
16E060221: União das freguesias de Covões e Camarneira;5916,1;
16E060222: União das freguesias de Portunhos e Outil;3061,5;
16E060223: União das freguesias de Sepins e Bolho;5057,8;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;6224,7;
16E0603: Coimbra;12324,3;
16E060301: Almalaguês;5808;
16E060309: Brasfemes;2825,1;
16E060311: Ceira;108438,5;
16E060312: Cernache;4255,2;
16E060318: Santo António dos Olivais;4154,4;
16E060320: São João do Campo;7259;
16E060324: São Silvestre;16737,8;
16E060329: Torres do Mondego;4264,8;
16E060332: União das freguesias de Antuzede e Vil de Matos;7027,2;
16E060333: União das freguesias de Assafarge e Antanhol;3363,3;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);88173,5;
16E060335: União das freguesias de Eiras e São Paulo de Frades;5648,5;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;10443,1;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;4633,2;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;48810,9;
16E060339: União das freguesias de Souselas e Botão;2763;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;6417,2;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;3313,1;
16E0604: Condeixa-a-Nova;3730,1;
16E060401: Anobra;7581,5;
16E060406: Ega;2578,9;
16E060407: Furadouro;2976;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;5950,4;
16E060412: União das freguesias de Sebal e Belide;3893,4;
16E060413: União das freguesias de Vila Seca e Bem da Fé;1887,4;
16E060410: Zambujal;2756,2;
16E0605: Figueira da Foz;14803,4;
16E060519: Alhadas;7910,8;
16E060502: Alqueidão;24061;
16E060515: Bom Sucesso;16791,4;
16E060520: Buarcos;8197,1;
16E060521: Ferreira-a-Nova;13942,9;
16E060522: Lavos;16335,7;
16E060507: Maiorca;18211,1;
16E060508: Marinha das Ondas;14006,5;
16E060518: Moinhos da Gândara;13390,9;
16E060523: Paião;6750,6;
16E060524: Quiaios;6885,4;
16E060514: São Pedro;17075,9;
16E060512: Tavarede;6700,9;
16E060513: Vila Verde;22992,9;
16E0606: Góis;7357,3;
16E060601: Alvares;1729,5;
16E060604: Góis;2627;
16E060606: União das freguesias de Cadafaz e Colmeal;2981,7;
16E060605: Vila Nova do Ceira;19834,4;
16E0607: Lousã;22368,3;
16E060706: Gândaras;10416,3;
16E060704: Serpins;9379,5;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;77977,3;
16E060708: União das freguesias de Lousã e Vilarinho;9466,8;
16E0111: Mealhada;11270,5;
16E011102: Barcouço;27446,8;
16E011103: Casal Comba;4333;
16E011104: Luso;2796,4;
16E011106: Pampilhosa;3764,1;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;12685,9;
16E011107: Vacariça;4711,9;
16E0608: Mira;25913,7;
16E060803: Carapelhos;19385;
16E060801: Mira;26896,3;
16E060804: Praia de Mira;17768,3;
16E060802: Seixo;35863,5;
16E0609: Miranda do Corvo;9171;
16E060901: Lamas;3167,6;
16E060902: Miranda do Corvo;5726,6;
16E060906: União das freguesias de Semide e Rio Vide;18613,9;
16E060905: Vila Nova;3580;
16E0610: Montemor-o-Velho;15374,7;
16E061002: Arazede;18354;
16E061003: Carapinheira;12103,2;
16E061014: Ereira;20278;
16E061005: Liceia;10110,9;
16E061006: Meãs do Campo;12089,6;
16E061008: Pereira;9097,5;
16E061009: Santo Varão;27364,5;
16E061010: Seixo de Gatões;12861,8;
16E061011: Tentúgal;16177,9;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;16874,3;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;12910,3;
16E1808: Mortágua;6656,2;
16E180802: Cercosa;3289,6;
16E180804: Espinho;3831,2;
16E180805: Marmeleira;3798,8;
16E180807: Pala;4705,3;
16E180808: Sobral;2659,2;
16E180809: Trezói;6229,6;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;17037,2;
16E0611: Oliveira do Hospital;5659,9;
16E061101: Aldeia das Dez;1546,8;
16E061102: Alvoco das Várzeas;2652,6;
16E061103: Avô;3342;
16E061104: Bobadela;4953,7;
16E061106: Lagares;2811,3;
16E061109: Lourosa;3150,7;
16E061110: Meruge;1711,1;
16E061111: Nogueira do Cravo;4009,5;
16E061115: São Gião;3413,9;
16E061118: Seixo da Beira;13830,7;
16E061119: Travanca de Lagos;3692,4;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;3519,4;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;4277,8;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;7967,7;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;4073,9;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;4476,4;
16E0612: Pampilhosa da Serra;2240,3;
16E061201: Cabril;1131;
16E061202: Dornelas do Zêzere;1899,4;
16E061211: Fajão-Vidual;1980,2;
16E061204: Janeiro de Baixo;1433;
16E061206: Pampilhosa da Serra;4653,3;
16E061207: Pessegueiro;3730,4;
16E061212: Portela do Fojo-Machio;2007,3;
16E061209: Unhais-o-Velho;1977,9;
16E0613: Penacova;2906,7;
16E061301: Carvalho;2502;
16E061302: Figueira de Lorvão;3112,8;
16E061304: Lorvão;2934;
16E061307: Penacova;3057,1;
16E061310: Sazes do Lorvão;2961,1;
16E061312: União das freguesias de Friúmes e Paradela;3423,7;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;2841,5;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;2810,6;
16E0614: Penela;2333,1;
16E061401: Cumeeira;1287;
16E061402: Espinhal;2604,4;
16E061403: Podentes;2511,8;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2772,3;
16E0615: Soure;18716,4;
16E061501: Alfarelos;38533,4;
16E061504: Figueiró do Campo;2283,9;
16E061506: Granja do Ulmeiro;6874,9;
16E061508: Samuel;4136,7;
16E061509: Soure;40688,9;
16E061510: Tapéus;3000,9;
16E061513: União das freguesias de Degracias e Pombalinho;3712,3;
16E061514: União das freguesias de Gesteira e Brunhós;2513,6;
16E061511: Vila Nova de Anços;13743;
16E061512: Vinha da Rainha;5357,7;
16E0616: Tábua;4435,3;
16E061602: Candosa;2678,4;
16E061603: Carapinha;1910,7;
16E061608: Midões;4256,5;
16E061609: Mouronho;3962,4;
16E061611: Póvoa de Midões;3354,6;
16E061612: São João da Boa Vista;5321,9;
16E061614: Tábua;8474,5;
16E061616: União das freguesias de Ázere e Covelo;4516,2;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;3454,9;
16E061618: União das freguesias de Espariz e Sinde;3879,4;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;3818,8;
16E0617: Vila Nova de Poiares;5606,6;
16E061701: Arrifana;2804,4;
16E061702: Lavegadas;1733,2;
16E061703: Poiares (Santo André);8197,3;
16E061704: São Miguel de Poiares;3603,2;
16F: Região de Leiria;16260,9;
16F1002: Alvaiázere;4641,4;
16F100201: Almoster;4843,6;
16F100208: Alvaiázere;2674,1;
16F100204: Maçãs de Dona Maria;2070,6;
16F100205: Pelmá;2077,3;
16F100209: Pussos São Pedro;7947,5;
16F1003: Ansião;5483;
16F100301: Alvorge;2667,8;
16F100309: Ansião;3755,2;
16F100303: Avelar;1662,9;
16F100304: Chão de Couce;5099,1;
16F100306: Pousaflores;1942,6;
16F100307: Santiago da Guarda;11086,4;
16F1004: Batalha;18555;
16F100401: Batalha;30181,7;
16F100404: Golpilheira;8783,3;
16F100402: Reguengo do Fetal;7661,5;
16F100403: São Mamede;10268,6;
16F1007: Castanheira de Pêra;3601,9;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;3601,9;
16F1008: Figueiró dos Vinhos;2491,3;
16F100801: Aguda;2517,8;
16F100802: Arega;2857,3;
16F100803: Campelo;1472,1;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;2398,1;
16F1009: Leiria;33209,2;
16F100901: Amor;33094,4;
16F100902: Arrabal;3172,1;
16F100925: Bajouca;15463,7;
16F100926: Bidoeira de Cima;110861,9;
16F100907: Caranguejeira;21868,9;
