
Statistical table extracted on October 11, 2022 (22:38:13)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;119170510: União das freguesias de Ermelo e Pardelhas;290;100;181;9;- -;
;119170508: Vilar de Ferreiros;406;111;252;31;12;
;1190309: Póvoa de Lanhoso;2093;465;1342;165;121;
;119030906: Covelas;97;17;65;10;5;
;119030908: Ferreiros;123;34;71;9;9;
;119030912: Galegos;13;- -;10;2;1;
;119030913: Garfe;83;24;50;4;5;
;119030914: Geraz do Minho;89;19;65;2;3;
;119030915: Lanhoso;53;7;39;4;3;
;119030917: Monsul;130;45;67;13;5;
;119030919: Póvoa de Lanhoso (Nossa Senhora do Amparo);49;11;24;8;6;
;119030921: Rendufinho;52;1;48;1;2;
;119030922: Santo Emilião;27;2;19;6;- -;
;119030923: São João de Rei;90;23;56;7;4;
;119030924: Serzedelo;172;34;120;7;11;
;119030925: Sobradelo da Goma;156;29;117;8;2;
;119030926: Taíde;62;11;34;13;4;
;119030927: Travassos;93;23;56;5;9;
;119030930: União das freguesias de Águas Santas e Moure;114;24;50;21;19;
;119030931: União das freguesias de Calvos e Frades;126;16;91;13;6;
;119030932: União das freguesias de Campos e Louredo;66;7;48;8;3;
;119030933: União das freguesias de Esperança e Brunhais;101;39;53;3;6;
;119030934: União das freguesias de Fonte Arcada e Oliveira;195;61;111;13;10;
;119030935: União das freguesias de Verim, Friande e Ajude;149;30;108;6;5;
;119030929: Vilela;53;8;40;2;3;
;1190311: Vieira do Minho;2792;643;1749;256;144;
;119031105: Cantelães;163;32;108;14;9;
;119031107: Eira Vedra;144;35;87;10;12;
;119031108: Guilhofrei;264;72;163;17;12;
;119031109: Louredo;121;19;82;15;5;
;119031110: Mosteiro;129;33;77;9;10;
;119031111: Parada de Bouro;85;27;41;10;7;
;119031112: Pinheiro;148;39;98;9;2;
;119031113: Rossas;425;116;246;36;27;
;119031115: Salamonde;132;27;84;17;4;
;119031118: Tabuaças;149;28;106;11;4;
;119031122: União das freguesias de Anissó e Soutelo;107;25;65;13;4;
;119031123: União das freguesias de Anjos e Vilar do Chão;244;49;161;25;9;
;119031124: União das freguesias de Caniçada e Soengas;120;22;84;10;4;
;119031125: União das freguesias de Ruivães e Campos;294;60;178;34;22;
;119031126: União das freguesias de Ventosa e Cova;117;23;83;10;1;
;119031120: Vieira do Minho;150;36;86;16;12;
;1190312: Vila Nova de Famalicão;3590;610;2248;402;330;
;119031204: Bairro;50;8;20;12;10;
;119031206: Brufe;66;15;40;4;7;
;119031210: Castelões;53;19;33;1;- -;
;119031212: Cruz;87;4;56;5;22;
;119031213: Delães;36;4;23;3;6;
;119031215: Fradelos;291;42;202;26;21;
;119031216: Gavião;85;14;52;10;9;
;119031219: Joane;95;21;56;9;9;
;119031221: Landim;110;21;63;15;11;
;119031223: Louro;130;16;81;17;16;
;119031224: Lousado;39;5;30;3;1;
;119031225: Mogege;21;6;14;1;- -;
;119031227: Nine;180;25;110;28;17;
;119031239: Oliveira (Santa Maria);54;20;27;7;- -;
;119031242: Oliveira (São Mateus);18;5;12;1;- -;
;119031230: Pedome;40;10;25;3;2;
;119031232: Pousada de Saramagos;9;- -;5;3;1;
;119031233: Requião;129;21;68;15;25;
;119031234: Riba de Ave;20;4;7;3;6;
;119031235: Ribeirão;88;7;59;10;12;
;119031250: União das freguesias de Antas e Abade de Vermoim;99;14;58;9;18;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;293;38;211;32;12;
;119031252: União das freguesias de Avidos e Lagoa;121;25;61;25;10;
;119031253: União das freguesias de Carreira e Bente;54;7;30;6;11;
;119031254: União das freguesias de Esmeriz e Cabeçudos;91;8;62;14;7;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;284;54;183;31;16;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;192;29;120;18;25;
;119031257: União das freguesias de Ruivães e Novais;74;11;53;7;3;
;119031258: União das freguesias de Seide;67;21;38;4;4;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;326;69;197;34;26;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;71;15;42;10;4;
;119031241: Vale (São Martinho);141;21;89;21;10;
;119031247: Vermoim;47;7;31;3;6;
;119031249: Vilarinho das Cambas;129;24;90;12;3;
;1190314: Vizela;361;94;234;21;12;
;119031404: Infias;31;5;18;7;1;
;119031401: Santa Eulália;98;33;56;8;1;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);48;20;25;2;1;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);121;17;94;3;7;
;119031406: Vizela (Santo Adrião);63;19;41;1;2;
;11A: Área Metropolitana do Porto;26170;4770;17473;2186;1741;
;11A0104: Arouca;3464;739;2369;215;141;
;11A010402: Alvarenga;253;52;177;12;12;
;11A010407: Chave;200;12;161;17;10;
;11A010409: Escariz;267;74;175;15;3;
;11A010411: Fermedo;181;44;125;6;6;
;11A010413: Mansores;195;25;145;20;5;
;11A010414: Moldes;320;58;232;23;7;
;11A010415: Rossas;240;60;145;20;15;
;11A010416: Santa Eulália;289;42;201;28;18;
;11A010417: São Miguel do Mato;203;51;136;4;12;
;11A010418: Tropeço;239;42;180;7;10;
;11A010421: União das freguesias de Arouca e Burgo;385;79;247;35;24;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;115;49;62;3;1;
;11A010423: União das freguesias de Canelas e Espiunca;229;52;162;8;7;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;101;38;57;3;3;
;11A010419: Urrô;192;50;130;9;3;
;11A010420: Várzea;55;11;34;5;5;
;11A0107: Espinho;88;20;51;12;5;
;11A010702: Espinho;2;- -;2;- -;- -;
;11A010704: Paramos;26;5;15;3;3;
;11A010705: Silvalde;38;11;19;6;2;
;11A010706: União das freguesias de Anta e Guetim;22;4;15;3;- -;
;11A1304: Gondomar;1652;256;1079;183;134;
;11A130412: Baguim do Monte (Rio Tinto);78;16;51;6;5;
;11A130405: Lomba;74;11;43;12;8;
;11A130408: Rio Tinto;165;29;96;24;16;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;267;36;177;29;25;
;11A130414: União das freguesias de Foz do Sousa e Covelo;298;42;208;28;20;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;443;52;309;44;38;
;11A130416: União das freguesias de Melres e Medas;327;70;195;40;22;
;11A1306: Maia;1116;124;737;128;127;
;11A130601: Águas Santas;95;9;63;20;3;
;11A130618: Castêlo da Maia;303;29;206;31;37;
;11A130619: Cidade da Maia;109;8;67;14;20;
;11A130603: Folgosa;161;14;113;19;15;
;11A130608: Milheirós;61;16;34;3;8;
;11A130609: Moreira;77;8;56;8;5;
;11A130620: Nogueira e Silva Escura;101;18;60;9;14;
;11A130617: Pedrouços;24;1;17;5;1;
;11A130613: São Pedro Fins;113;16;63;15;19;
;11A130616: Vila Nova da Telha;72;5;58;4;5;
;11A1308: Matosinhos;740;98;504;64;74;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;253;51;155;28;19;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;47;8;31;2;6;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;364;26;272;28;38;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;76;13;46;6;11;
;11A0113: Oliveira de Azeméis;1668;266;1177;135;90;
;11A011301: Carregosa;88;14;56;8;10;
;11A011302: Cesar;31;9;13;5;4;
;11A011303: Fajões;145;31;93;16;5;
;11A011304: Loureiro;350;47;267;26;10;
;11A011305: Macieira de Sarnes;50;7;27;10;6;
;11A011310: Ossela;194;56;114;15;9;
;11A011315: São Martinho da Gândara;150;7;123;12;8;
;11A011318: São Roque;55;8;33;4;10;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;104;15;73;3;13;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;213;37;153;13;10;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;202;27;159;14;2;
;11A011319: Vila de Cucujães;86;8;66;9;3;
;11A1310: Paredes;2732;620;1738;203;171;
;11A131001: Aguiar de Sousa;96;19;63;13;1;
;11A131002: Astromil;68;25;33;5;5;
;11A131003: Baltar;106;20;74;9;3;
;11A131004: Beire;152;31;103;9;9;
;11A131008: Cete;72;10;42;8;12;
;11A131009: Cristelo;37;13;23;- -;1;
;11A131010: Duas Igrejas;109;39;65;4;1;
;11A131011: Gandra;224;50;147;13;14;
;11A131013: Lordelo;132;35;81;12;4;
;11A131014: Louredo;39;9;17;5;8;
;11A131017: Parada de Todeia;28;7;15;3;3;
;11A131025: Paredes;772;153;493;65;61;
;11A131018: Rebordosa;187;57;100;16;14;
;11A131019: Recarei;238;23;192;12;11;
;11A131020: Sobreira;157;47;88;12;10;
;11A131021: Sobrosa;73;17;52;2;2;
;11A131022: Vandoma;119;35;80;3;1;
;11A131024: Vilela;123;30;70;12;11;
;11A1312: Porto;36;6;24;4;2;
;11A131202: Bonfim;2;- -;2;- -;- -;
;11A131203: Campanhã;20;3;12;3;2;
;11A131210: Paranhos;6;1;4;1;- -;
;11A131211: Ramalde;7;2;5;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;1;- -;1;- -;- -;
;11A1313: Póvoa de Varzim;3409;612;2491;205;101;
;11A131305: Balazar;281;51;193;28;9;
;11A131307: Estela;899;149;662;67;21;
;11A131308: Laundos;155;28;119;3;5;
;11A131311: Rates;351;67;254;17;13;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;115;18;83;4;10;
;11A131314: União das freguesias de Aguçadoura e Navais;829;144;609;49;27;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;779;155;571;37;16;
;11A0109: Santa Maria da Feira;1742;347;1108;157;130;
;11A010901: Argoncilhe;59;6;44;5;4;
;11A010902: Arrifana;52;12;29;7;4;
;11A010904: Escapães;27;7;12;5;3;
;11A010907: Fiães;27;5;15;6;1;
;11A010908: Fornos;16;4;9;3;- -;
;11A010913: Lourosa;18;5;7;1;5;
;11A010914: Milheirós de Poiares;99;18;60;13;8;
;11A010916: Mozelos;23;7;13;1;2;
;11A010917: Nogueira da Regedoura;5;4;1;- -;- -;
;11A010919: Paços de Brandão;12;6;3;- -;3;
;11A010921: Rio Meão;22;3;16;2;1;
;11A010922: Romariz;240;43;153;18;26;
;11A010924: Sanguedo;37;7;24;2;4;
;11A010925: Santa Maria de Lamas;6;1;5;- -;- -;
;11A010926: São João de Ver;65;15;39;2;9;
;11A010918: São Paio de Oleiros;13;2;7;1;3;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;103;21;66;9;7;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;404;90;262;33;19;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;230;50;148;13;19;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;153;30;96;18;9;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;131;11;99;18;3;
;11A1314: Santo Tirso;1782;399;1050;160;173;
;11A131401: Agrela;39;7;19;10;3;
;11A131402: Água Longa;127;23;78;19;7;
;11A131405: Aves;44;11;19;6;8;
;11A131413: Monte Córdova;277;65;175;24;13;
;11A131430: Negrelos (São Tomé);68;19;28;10;11;
;11A131416: Rebordões;32;5;23;3;1;
;11A131418: Reguenga;98;18;62;5;13;
;11A131419: Roriz;83;30;44;1;8;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;195;49;111;16;19;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);120;27;74;10;9;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;237;53;135;20;29;
;11A131436: União das freguesias de Lamelas e Guimarei;143;23;87;20;13;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;279;57;168;16;38;
;11A131432: Vilarinho;40;12;27;- -;1;
;11A0116: São João da Madeira;25;1;19;4;1;
;11A011601: São João da Madeira;25;1;19;4;1;
;11A1318: Trofa;1059;190;703;102;64;
;11A131806: Covelas;198;46;124;12;16;
;11A131808: Muro;53;8;37;6;2;
;11A131809: União das freguesias de Alvarelhos e Guidões;196;45;120;18;13;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);427;62;295;47;23;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);185;29;127;19;10;
;11A0119: Vale de Cambra;2352;443;1584;181;144;
;11A011901: Arões;698;96;532;46;24;
;11A011903: Cepelos;255;56;159;28;12;
;11A011905: Junqueira;320;63;210;36;11;
;11A011906: Macieira de Cambra;389;81;241;30;37;
;11A011907: Roge;225;42;151;14;18;
;11A011902: São Pedro de Castelões;329;80;200;22;27;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;136;25;91;5;15;
;11A1315: Valongo;842;128;572;69;73;
;11A131501: Alfena;191;32;119;21;19;
;11A131503: Ermesinde;63;4;44;3;12;
;11A131506: União das freguesias de Campo e Sobrado;492;85;336;33;38;
;11A131505: Valongo;96;7;73;12;4;
;11A1316: Vila do Conde;2445;368;1670;222;185;
;11A131602: Árvore;65;15;38;8;4;
;11A131603: Aveleda;41;7;28;2;4;
;11A131604: Azurara;19;4;11;3;1;
;11A131607: Fajozes;60;10;39;5;6;
;11A131610: Gião;74;15;51;4;4;
;11A131611: Guilhabreu;89;14;65;3;7;
;11A131612: Junqueira;144;19;104;11;10;
;11A131613: Labruge;126;11;84;19;12;
;11A131614: Macieira da Maia;89;9;58;7;15;
;11A131616: Mindelo;181;32;114;23;12;
;11A131617: Modivas;58;6;42;5;5;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;379;70;269;22;18;
;11A131632: União das freguesias de Fornelo e Vairão;190;32;114;20;24;
;11A131633: União das freguesias de Malta e Canidelo;96;17;53;12;14;
;11A131634: União das freguesias de Retorta e Tougues;98;14;66;14;4;
;11A131635: União das freguesias de Rio Mau e Arcos;354;32;294;19;9;
;11A131636: União das freguesias de Touguinha e Touguinhó;134;29;88;11;6;
;11A131637: União das freguesias de Vilar e Mosteiró;83;9;47;12;15;
;11A131627: Vila Chã;106;17;58;19;12;
;11A131628: Vila do Conde;44;5;35;3;1;
;11A131630: Vilar de Pinheiro;15;1;12;- -;2;
;11A1317: Vila Nova de Gaia;1018;153;597;142;126;
;11A131701: Arcozelo;52;6;35;5;6;
;11A131702: Avintes;28;4;19;5;- -;
;11A131703: Canelas;11;- -;10;1;- -;
;11A131704: Canidelo;36;3;22;5;6;
;11A131709: Madalena;32;2;21;6;3;
;11A131712: Oliveira do Douro;57;13;30;8;6;
;11A131717: São Félix da Marinha;33;5;21;5;2;
;11A131725: União das freguesias de Grijó e Sermonde;76;11;40;8;17;
;11A131726: União das freguesias de Gulpilhares e Valadares;87;13;51;15;8;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;25;2;19;2;2;
;11A131728: União das freguesias de Pedroso e Seixezelo;228;44;125;30;29;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;253;30;152;40;31;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;13;1;8;3;1;
;11A131731: União das freguesias de Serzedo e Perosinho;67;14;34;7;12;
;11A131723: Vilar de Andorinho;20;5;10;2;3;
;11B: Alto Tâmega;36172;9623;22553;2391;1605;
;11B1702: Boticas;3055;1001;1753;196;105;
;11B170217: Alturas do Barroso e Cerdedo;333;101;210;15;7;
;11B170218: Ardãos e Bobadela;365;139;206;16;4;
;11B170203: Beça;431;82;290;33;26;
;11B170219: Boticas e Granja;317;92;182;24;19;
;11B170220: Codessoso, Curros e Fiães do Tâmega;276;103;151;19;3;
;11B170208: Covas do Barroso;182;62;110;7;3;
;11B170210: Dornelas;240;104;117;13;6;
;11B170213: Pinho;215;92;108;10;5;
;11B170215: Sapiãos;300;109;148;26;17;
;11B170221: Vilar e Viveiro;396;117;231;33;15;
;11B1703: Chaves;10457;2481;6749;760;467;
;11B170301: Águas Frias;475;92;319;38;26;
;11B170302: Anelhe;271;70;185;12;4;
;11B170305: Bustelo;194;25;132;18;19;
;11B170309: Cimo de Vila da Castanheira;394;142;207;26;19;
;11B170310: Curalha;165;43;101;13;8;
;11B170312: Ervededo;438;123;257;33;25;
;11B170313: Faiões;215;61;129;15;10;
;11B170314: Lama de Arcos;259;59;167;25;8;
;11B170316: Mairos;234;56;142;24;12;
;11B170317: Moreiras;140;14;109;8;9;
;11B170318: Nogueira da Montanha;398;72;294;26;6;
;11B170320: Oura;187;47;116;17;7;
;11B170321: Outeiro Seco;211;35;155;11;10;
;11B170322: Paradela;200;49;130;19;2;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);258;92;152;7;7;
;11B170324: Redondelo;301;81;193;21;6;
;11B170327: Sanfins;201;72;120;5;4;
;11B170329: Santa Leocádia;284;48;204;22;10;
;11B170350: Santa Maria Maior;41;3;23;6;9;
;11B170330: Santo António de Monforte;226;50;146;22;8;
;11B170331: Santo Estêvão;271;66;171;21;13;
;11B170333: São Pedro de Agostém;624;204;351;50;19;
;11B170334: São Vicente;250;74;159;15;2;
;11B170340: Tronco;183;36;115;17;15;
;11B170354: União das freguesias da Madalena e Samaiões;419;80;281;29;29;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;475;74;334;41;26;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;309;52;229;16;12;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;388;146;206;22;14;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;116;16;77;6;17;
;11B170359: União das freguesias de Soutelo e Seara Velha;218;49;134;13;22;
;11B170360: União das freguesias de Travancas e Roriz;430;133;259;24;14;
;11B170341: Vale de Anta;144;10;109;17;8;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);427;89;257;55;26;
;11B170343: Vila Verde da Raia;303;45;217;31;10;
;11B170344: Vilar de Nantes;116;33;55;10;18;
;11B170345: Vilarelho da Raia;188;57;115;10;6;
;11B170347: Vilas Boas;126;35;81;8;2;
;11B170349: Vilela do Tâmega;191;26;159;5;1;
;11B170348: Vilela Seca;187;22;159;2;4;
;11B1706: Montalegre;6044;1703;3708;369;264;
;11B170601: Cabril;357;111;193;29;24;
;11B170603: Cervos;213;64;119;16;14;
;11B170604: Chã;639;142;444;30;23;
;11B170607: Covelo do Gerês;135;46;80;6;3;
;11B170609: Ferral;196;58;117;12;9;
;11B170612: Gralhas;245;62;165;10;8;
;11B170616: Morgade;197;51;123;9;14;
;11B170618: Negrões;153;41;104;7;1;
;11B170619: Outeiro;114;26;75;11;2;
;11B170623: Pitões das Junias;115;27;70;13;5;
;11B170625: Reigoso;148;51;85;8;4;
;11B170626: Salto;484;139;266;42;37;
;11B170627: Santo André;202;51;133;12;6;
;11B170629: Sarraquinhos;297;67;207;11;12;
;11B170631: Solveira;147;61;80;4;2;
;11B170632: Tourém;95;13;65;10;7;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;252;106;134;8;4;
;11B170637: União das freguesias de Meixedo e Padornelos;341;116;199;14;12;
;11B170638: União das freguesias de Montalegre e Padroso;296;55;192;30;19;
;11B170639: União das freguesias de Paradela, Contim e Fiães;208;77;116;8;7;
;11B170640: União das freguesias de Sezelhe e Covelães;178;54;108;9;7;
;11B170641: União das freguesias de Venda Nova e Pondras;100;33;59;6;2;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;445;91;300;29;25;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;376;127;211;26;12;
;11B170635: Vila da Ponte;111;34;63;9;5;
;11B1709: Ribeira de Pena;1949;645;1116;117;71;
;11B170901: Alvadia;167;53;100;9;5;
;11B170902: Canedo;208;67;129;8;4;
;11B170906: Santa Marinha;138;65;57;5;11;
;11B170908: União das freguesias de Cerva e Limões;867;266;517;53;31;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;569;194;313;42;20;
;11B1712: Valpaços;10548;2498;6750;718;582;
;11B171201: Água Revés e Crasto;402;59;284;22;37;
;11B171203: Algeriz;581;134;374;38;35;
;11B171205: Bouçoães;374;100;227;25;22;
;11B171206: Canaveses;242;93;128;16;5;
;11B171232: Carrazedo de Montenegro e Curros;920;239;588;52;41;
;11B171209: Ervões;510;151;312;27;20;
;11B171211: Fornos do Pinhal;296;85;182;17;12;
;11B171212: Friões;533;165;306;28;34;
;11B171233: Lebução, Fiães e Nozelos;439;103;300;17;19;
;11B171215: Padrela e Tazem;390;138;209;23;20;
;11B171216: Possacos;357;57;234;29;37;
;11B171217: Rio Torto;407;87;246;43;31;
;11B171219: Santa Maria de Emeres;429;65;300;42;22;
;11B171220: Santa Valha;329;54;243;14;18;
;11B171221: Santiago da Ribeira de Alhariz;447;150;254;29;14;
;11B171222: São João da Corveira;433;140;254;20;19;
;11B171223: São Pedro de Veiga de Lila;315;68;219;15;13;
;11B171224: Serapicos;230;70;125;27;8;
;11B171234: Sonim e Barreiros;244;63;153;16;12;
;11B171235: Tinhela e Alvarelhos;285;94;172;9;10;
;11B171227: Vales;264;45;198;9;12;
;11B171236: Valpaços e Sanfins;1022;161;693;113;55;
;11B171229: Vassal;391;72;244;33;42;
;11B171230: Veiga de Lila;234;37;173;10;14;
;11B171231: Vilarandelo;474;68;332;44;30;
;11B1713: Vila Pouca de Aguiar;4119;1295;2477;231;116;
;11B171302: Alfarela de Jales;172;60;98;5;9;
;11B171319: Alvão;600;164;377;45;14;
;11B171303: Bornes de Aguiar;467;131;305;26;5;
;11B171304: Bragado;203;77;115;7;4;
;11B171305: Capeludos;257;87;155;11;4;
;11B171317: Sabroso de Aguiar;87;32;43;8;4;
;11B171310: Soutelo de Aguiar;202;64;122;13;3;
;11B171311: Telões;627;174;376;42;35;
;11B171312: Tresminas;347;116;212;11;8;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;183;76;98;5;4;
;11B171313: Valoura;129;45;71;9;4;
;11B171314: Vila Pouca de Aguiar;283;88;158;21;16;
;11B171315: Vreia de Bornes;301;91;189;16;5;
;11B171316: Vreia de Jales;261;90;158;12;1;
;11C: Tâmega e Sousa;35772;9531;21359;2637;2245;
;11C1301: Amarante;5305;1453;3025;447;380;
;11C130103: Ansiães;59;23;32;2;2;
;11C130107: Candemil;212;97;97;10;8;
;11C130112: Fregim;232;74;122;21;15;
;11C130115: Fridão;69;14;38;9;8;
;11C130117: Gondar;174;39;92;24;19;
;11C130134: Gouveia (São Simão);249;73;146;22;8;
;11C130118: Jazente;100;17;66;15;2;
;11C130119: Lomba;53;7;20;12;14;
;11C130120: Louredo;35;9;18;6;2;
;11C130121: Lufrei;75;26;42;2;5;
;11C130123: Mancelos;270;37;187;21;25;
;11C130126: Padronelo;63;15;41;4;3;
;11C130128: Rebordelo;54;21;27;3;3;
;11C130129: Salvador do Monte;150;32;85;14;19;
;11C130135: Telões;605;154;340;70;41;
;11C130136: Travanca;157;38;93;9;17;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;451;133;255;35;28;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;350;91;202;28;29;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;335;124;186;15;10;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);326;78;203;22;23;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;353;92;215;27;19;
;11C130146: União das freguesias de Olo e Canadelo;100;38;50;6;6;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;331;89;184;34;24;
;11C130138: Vila Caiz;126;42;73;6;5;
;11C130139: Vila Chã do Marão;114;29;60;13;12;
;11C130147: Vila Meã;262;61;151;17;33;
;11C1302: Baião;3437;1051;1977;217;192;
;11C130204: Frende;65;5;49;2;9;
;11C130205: Gestaçô;262;74;147;20;21;
;11C130206: Gove;275;90;158;12;15;
;11C130207: Grilo;217;63;132;16;6;
;11C130208: Loivos do Monte;97;38;53;- -;6;
;11C130215: Santa Marinha do Zêzere;275;53;169;28;25;
;11C130221: União das freguesias de Ancede e Ribadouro;215;71;117;11;16;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;233;75;130;9;19;
;11C130223: União das freguesias de Campelo e Ovil;577;223;314;28;12;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;182;30;114;18;20;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;302;66;186;30;20;
;11C130226: União das freguesias de Teixeira e Teixeiró;357;166;162;15;14;
;11C130219: Valadares;252;47;177;23;5;
;11C130220: Viariz;128;50;69;5;4;
;11C0106: Castelo de Paiva;2161;371;1483;162;145;
;11C010602: Fornos;146;26;96;8;16;
;11C010606: Real;389;80;253;25;31;
;11C010607: Santa Maria de Sardoura;394;63;284;29;18;
;11C010608: São Martinho de Sardoura;305;40;217;26;22;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;535;90;373;47;25;
;11C010611: União das freguesias de Sobrado e Bairros;392;72;260;27;33;
;11C0305: Celorico de Basto;4303;1131;2602;364;206;
;11C030501: Agilde;220;63;139;15;3;
;11C030502: Arnóia;384;86;227;50;21;
;11C030520: Basto (São Clemente);161;78;74;7;2;
;11C030503: Borba de Montanha;385;91;247;36;11;
;11C030508: Codeçoso;59;12;43;3;1;
;11C030510: Fervença;391;77;239;37;38;
;11C030515: Moreira do Castelo;142;41;78;18;5;
;11C030517: Rego;286;69;184;19;14;
;11C030518: Ribas;302;96;175;17;14;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;499;127;307;37;28;
;11C030524: União das freguesias de Caçarilhe e Infesta;259;85;153;21;- -;
;11C030525: União das freguesias de Canedo de Basto e Corgo;232;65;125;20;22;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);381;100;244;24;13;
;11C030527: União das freguesias de Veade, Gagos e Molares;387;75;230;54;28;
;11C030521: Vale de Bouro;215;66;137;6;6;
;11C1804: Cinfães;3842;1072;2434;190;146;
;11C180403: Cinfães;394;115;232;21;26;
;11C180404: Espadanedo;178;51;109;10;8;
;11C180405: Ferreiros de Tendais;231;61;154;10;6;
;11C180406: Fornelos;196;53;127;12;4;
;11C180408: Moimenta;102;35;59;4;4;
;11C180409: Nespereira;514;161;329;9;15;
;11C180410: Oliveira do Douro;276;55;169;25;27;
;11C180412: Santiago de Piães;428;144;253;18;13;
;11C180413: São Cristóvão de Nogueira;363;97;239;19;8;
;11C180414: Souselo;280;69;181;15;15;
;11C180415: Tarouquela;126;35;71;12;8;
;11C180416: Tendais;343;87;229;23;4;
;11C180417: Travanca;174;40;122;8;4;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;237;69;160;4;4;
;11C1303: Felgueiras;3298;807;2012;274;205;
;11C130301: Aião;94;21;67;6;- -;
;11C130302: Airães;163;43;94;16;10;
;11C130305: Friande;154;33;90;20;11;
;11C130306: Idães;133;24;90;15;4;
;11C130307: Jugueiros;140;39;92;8;1;
;11C130313: Penacova;62;16;43;1;2;
;11C130314: Pinheiro;67;19;39;5;4;
;11C130315: Pombeiro de Ribavizela;111;38;52;11;10;
;11C130317: Refontoura;134;43;67;15;9;
;11C130318: Regilde;30;13;17;- -;- -;
