
Statistical table extracted on October 11, 2022 (22:38:13)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16F101615: União das freguesias de Alvados e Alcaria;121;27;70;15;9;
;16F101616: União das freguesias de Arrimal e Mendiga;318;87;191;33;7;
;16G: Viseu Dão Lafões;43870;10019;28113;3429;2309;
;16G0901: Aguiar da Beira;2054;485;1353;155;61;
;16G090102: Carapito;169;34;124;7;4;
;16G090103: Cortiçada;135;36;85;6;8;
;16G090105: Dornelas;296;76;191;24;5;
;16G090106: Eirado;128;28;79;18;3;
;16G090107: Forninhos;129;32;84;9;4;
;16G090109: Pena Verde;463;107;314;29;13;
;16G090110: Pinheiro;103;20;77;6;- -;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;263;44;185;25;9;
;16G090115: União das freguesias de Sequeiros e Gradiz;179;50;102;20;7;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;189;58;112;11;8;
;16G1802: Carregal do Sal;1679;387;1095;107;90;
;16G180201: Beijós;401;76;279;31;15;
;16G180202: Cabanas de Viriato;331;61;237;16;17;
;16G180204: Oliveira do Conde;450;125;264;28;33;
;16G180206: Parada;90;21;61;6;2;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;407;104;254;26;23;
;16G1803: Castro Daire;3389;936;2216;176;61;
;16G180301: Almofala;66;23;39;2;2;
;16G180303: Cabril;168;76;81;11;- -;
;16G180304: Castro Daire;290;45;229;13;3;
;16G180305: Cujó;76;20;51;2;3;
;16G180309: Gosende;118;37;77;1;3;
;16G180312: Mões;527;169;298;48;12;
;16G180313: Moledo;386;121;246;13;6;
;16G180314: Monteiras;90;17;64;7;2;
;16G180317: Pepim;88;27;57;3;1;
;16G180319: Pinheiro;230;67;153;10;- -;
;16G180322: São Joaninho;84;25;51;6;2;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;431;86;300;33;12;
;16G180324: União das freguesias de Mezio e Moura Morta;100;44;52;2;2;
;16G180325: União das freguesias de Parada de Ester e Ester;288;62;213;8;5;
;16G180326: União das freguesias de Picão e Ermida;83;23;58;- -;2;
;16G180327: União das freguesias de Reriz e Gafanhão;364;94;247;17;6;
;16G1806: Mangualde;3692;755;2336;330;271;
;16G180601: Abrunhosa-a-Velha;115;29;70;8;8;
;16G180602: Alcafache;421;69;255;52;45;
;16G180605: Cunha Baixa;352;65;242;29;16;
;16G180606: Espinho;320;55;220;21;24;
;16G180607: Fornos de Maceira Dão;497;107;311;53;26;
;16G180608: Freixiosa;37;8;27;1;1;
;16G180614: Quintela de Azurara;53;5;39;3;6;
;16G180616: São João da Fresta;96;23;63;6;4;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;838;158;498;91;91;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;344;54;232;38;20;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;292;81;175;15;21;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);327;101;204;13;9;
;16G1809: Nelas;2600;430;1763;214;193;
;16G180901: Canas de Senhorim;388;79;234;40;35;
;16G180908: Lapa do Lobo;139;33;90;5;11;
;16G180903: Nelas;391;31;291;22;47;
;16G180905: Senhorim;326;35;261;22;8;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;576;94;406;47;29;
;16G180911: União das freguesias de Santar e Moreira;521;122;296;49;54;
;16G180906: Vilar Seco;259;36;185;29;9;
;16G1810: Oliveira de Frades;2539;536;1682;233;88;
;16G181002: Arcozelo das Maias;461;122;286;41;12;
;16G181005: Pinheiro;223;49;142;21;11;
;16G181007: Ribeiradio;348;76;234;29;9;
;16G181008: São João da Serra;310;56;213;31;10;
;16G181009: São Vicente de Lafões;206;37;139;20;10;
;16G181013: União das freguesias de Arca e Varzielas;278;50;194;25;9;
;16G181014: União das freguesias de Destriz e Reigoso;353;77;230;32;14;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;360;69;244;34;13;
;16G1811: Penalva do Castelo;2237;562;1450;137;88;
;16G181102: Castelo de Penalva;361;93;230;23;15;
;16G181103: Esmolfe;79;7;57;9;6;
;16G181104: Germil;114;26;77;7;4;
;16G181105: Ínsua;270;44;190;22;14;
;16G181106: Lusinde;88;10;69;4;5;
;16G181109: Pindo;550;152;354;21;23;
;16G181110: Real;63;18;38;5;2;
;16G181111: Sezures;300;63;204;21;12;
;16G181112: Trancozelos;85;32;45;8;- -;
;16G181114: União das freguesias de Antas e Matela;187;55;112;14;6;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;140;62;74;3;1;
;16G1814: Santa Comba Dão;1268;276;817;105;70;
;16G181403: Pinheiro de Ázere;108;20;71;14;3;
;16G181405: São Joaninho;131;33;81;11;6;
;16G181406: São João de Areias;292;72;180;20;20;
;16G181410: União das freguesias de Ovoa e Vimieiro;226;45;154;14;13;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;247;60;133;33;21;
;16G181412: União das freguesias de Treixedo e Nagozela;264;46;198;13;7;
;16G1816: São Pedro do Sul;3962;907;2566;320;169;
;16G181602: Bordonhos;81;20;47;10;4;
;16G181606: Figueiredo de Alva;225;49;146;22;8;
;16G181607: Manhouce;407;118;262;17;10;
;16G181608: Pindelo dos Milagres;215;19;176;12;8;
;16G181609: Pinho;269;60;171;19;19;
;16G181612: São Félix;102;20;66;10;6;
;16G181615: Serrazes;222;26;154;30;12;
;16G181616: Sul;358;85;248;17;8;
;16G181620: União das freguesias de Carvalhais e Candal;504;137;300;43;24;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;381;90;253;24;14;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;242;97;131;12;2;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;349;61;220;40;28;
;16G181617: Valadares;305;85;169;38;13;
;16G181619: Vila Maior;302;40;223;26;13;
;16G1817: Sátão;3288;818;1972;278;220;
;16G181702: Avelal;111;21;78;4;8;
;16G181704: Ferreira de Aves;780;241;482;36;21;
;16G181706: Mioma;276;59;153;39;25;
;16G181707: Rio de Moinhos;359;94;211;32;22;
;16G181709: São Miguel de Vila Boa;451;93;281;48;29;
;16G181710: Sátão;490;131;264;46;49;
;16G181711: Silvã de Cima;224;42;135;21;26;
;16G181713: União das freguesias de Águas Boas e Forles;84;17;60;6;1;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;513;120;308;46;39;
;16G1821: Tondela;5981;1263;3849;517;352;
;16G182102: Campo de Besteiros;222;40;143;24;15;
;16G182103: Canas de Santa Maria;410;76;250;51;33;
;16G182105: Castelões;394;60;284;29;21;
;16G182106: Dardavaz;183;16;166;1;- -;
;16G182107: Ferreirós do Dão;56;6;36;11;3;
;16G182108: Guardão;154;37;97;10;10;
;16G182109: Lajeosa do Dão;701;176;423;67;35;
;16G182110: Lobão da Beira;299;65;192;31;11;
;16G182111: Molelos;264;68;168;16;12;
;16G182116: Parada de Gonta;233;54;121;34;24;
;16G182118: Santiago de Besteiros;320;62;214;20;24;
;16G182122: Tonda;200;39;130;19;12;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;550;140;340;51;19;
;16G182128: União das freguesias de Caparrosa e Silvares;414;78;279;36;21;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;269;68;164;20;17;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;355;100;239;13;3;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;307;66;175;32;34;
;16G182132: União das freguesias de Tondela e Nandufe;255;39;162;31;23;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;395;73;266;21;35;
;16G1822: Vila Nova de Paiva;1100;271;744;61;24;
;16G182203: Pendilhe;146;35;100;9;2;
;16G182204: Queiriga;129;28;86;9;6;
;16G182205: Touro;245;41;197;5;2;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;311;69;210;22;10;
;16G182206: Vila Cova à Coelheira;269;98;151;16;4;
;16G1823: Viseu;7395;1715;4597;574;509;
;16G182301: Abraveses;148;25;88;20;15;
;16G182304: Bodiosa;302;57;195;22;28;
;16G182305: Calde;337;88;217;19;13;
;16G182306: Campo;159;35;90;16;18;
;16G182307: Cavernães;240;55;140;17;28;
;16G182310: Cota;314;97;189;20;8;
;16G182337: Coutos de Viseu;179;44;121;7;7;
;16G182315: Fragosela;183;26;122;19;16;
;16G182316: Lordosa;215;53;148;9;5;
;16G182318: Mundão;79;20;51;4;4;
;16G182319: Orgens;70;5;51;8;6;
;16G182320: Povolide;326;83;202;20;21;
;16G182321: Ranhados;71;20;39;8;4;
;16G182339: Repeses e São Salvador;47;6;29;6;6;
;16G182322: Ribafeita;256;46;185;8;17;
;16G182323: Rio de Loba;150;19;96;19;16;
;16G182325: Santos Evos;275;85;156;20;14;
;16G182340: São Cipriano e Vil de Souto;254;44;179;19;12;
;16G182327: São João de Lourosa;966;205;598;83;80;
;16G182329: São Pedro de France;343;122;175;18;28;
;16G182317: Silgueiros;996;232;607;90;67;
;16G182335: União das freguesias de Barreiros e Cepões;371;161;194;12;4;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;682;102;457;61;62;
;16G182338: Faíl e Vila Chã de Sá;367;73;234;41;19;
;16G182341: Viseu;65;12;34;8;11;
;16G1824: Vouzela;2686;678;1673;222;113;
;16G182401: Alcofra;333;93;201;26;13;
;16G182403: Campia;555;120;365;49;21;
;16G182407: Fornelo do Monte;46;14;29;3;- -;
;16G182409: Queirã;435;101;279;33;22;
;16G182410: São Miguel do Mato;155;26;109;17;3;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;436;140;240;37;19;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;169;49;98;9;13;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;201;38;128;26;9;
;16G182411: Ventosa;356;97;224;22;13;
;16H: Beira Baixa;21725;5098;12820;2082;1725;
;16H0502: Castelo Branco;7892;1711;4775;758;648;
;16H050201: Alcains;260;40;162;25;33;
;16H050202: Almaceda;412;135;226;31;20;
;16H050203: Benquerenças;281;54;180;31;16;
;16H050205: Castelo Branco;987;140;562;157;128;
;16H050211: Lardosa;289;43;204;20;22;
;16H050212: Louriçal do Campo;198;40;125;20;13;
;16H050214: Malpica do Tejo;423;189;204;9;21;
;16H050216: Monforte da Beira;291;89;148;29;25;
;16H050220: Salgueiro do Campo;351;25;255;39;32;
;16H050221: Santo André das Tojeiras;726;134;462;67;63;
;16H050222: São Vicente da Beira;407;150;223;20;14;
;16H050223: Sarzedas;955;233;612;67;43;
;16H050225: Tinalhas;214;36;131;15;32;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;129;12;77;27;13;
;16H050227: União das freguesias de Escalos de Baixo e Mata;563;137;301;55;70;
;16H050228: União das freguesias de Escalos de Cima e Lousa;301;81;177;30;13;
;16H050229: União das freguesias de Freixial e Juncal do Campo;411;57;293;32;29;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;326;70;199;28;29;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;368;46;234;56;32;
;16H0505: Idanha-a-Nova;3438;973;1848;332;285;
;16H050502: Aldeia de Santa Margarida;90;28;51;8;3;
;16H050505: Ladoeiro;503;126;274;60;43;
;16H050506: Medelim;101;23;50;11;17;
;16H050509: Oledo;122;35;61;15;11;
;16H050510: Penha Garcia;207;81;97;17;12;
;16H050511: Proença-a-Velha;113;20;73;10;10;
;16H050512: Rosmaninhal;335;103;182;26;24;
;16H050514: São Miguel de Acha;262;63;142;35;22;
;16H050516: Toulões;159;75;70;6;8;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;412;81;220;48;63;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;246;50;151;25;20;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;434;182;207;23;22;
;16H050521: União das freguesias de Zebreira e Segura;454;106;270;48;30;
;16H0506: Oleiros;1991;500;1204;166;121;
;16H050601: Álvaro;194;47;131;9;7;
;16H050603: Cambas;84;26;52;6;- -;
;16H050613: Estreito-Vilar Barroco;367;96;204;29;38;
;16H050605: Isna;146;28;101;13;4;
;16H050606: Madeirã;95;11;68;9;7;
;16H050607: Mosteiro;158;34;100;9;15;
;16H050614: Oleiros-Amieira;588;146;362;55;25;
;16H050609: Orvalho;163;52;84;17;10;
;16H050610: Sarnadas de São Simão;72;27;30;8;7;
;16H050611: Sobral;124;33;72;11;8;
;16H0507: Penamacor;2387;622;1391;205;169;
;16H050704: Aranhas;147;42;86;13;6;
;16H050706: Benquerença;311;101;175;21;14;
;16H050707: Meimão;63;23;38;1;1;
;16H050708: Meimoa;200;51;112;18;19;
;16H050710: Penamacor;696;128;410;86;72;
;16H050711: Salvador;168;52;100;10;6;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;360;93;219;26;22;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;272;102;133;18;19;
;16H050712: Vale da Senhora da Póvoa;170;30;118;12;10;
;16H0508: Proença-a-Nova;3897;930;2318;365;284;
;16H050802: Montes da Senhora;362;77;226;33;26;
;16H050805: São Pedro do Esteval;595;141;364;56;34;
;16H050807: União das freguesias de Proença-a-Nova e Peral;1642;320;1013;176;133;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1298;392;715;100;91;
;16H0511: Vila Velha de Ródão;2120;362;1284;256;218;
;16H051101: Fratel;435;62;298;52;23;
;16H051102: Perais;595;109;334;78;74;
;16H051103: Sarnadas de Ródão;298;49;184;32;33;
;16H051104: Vila Velha de Ródão;792;142;468;94;88;
;16I: Médio Tejo;29551;5446;19348;2748;2009;
;16I1401: Abrantes;2929;496;1823;269;341;
;16I140104: Bemposta;152;23;98;17;14;
;16I140119: Carvalhal;34;6;22;3;3;
;16I140118: Fontes;101;22;71;5;3;
;16I140105: Martinchel;134;31;97;3;3;
;16I140106: Mouriscas;637;61;366;73;137;
;16I140107: Pego;275;42;164;33;36;
;16I140108: Rio de Moinhos;34;6;19;5;4;
;16I140115: Tramagal;189;36;116;21;16;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;338;44;231;32;31;
;16I140121: União das freguesias de Aldeia do Mato e Souto;182;45;112;15;10;
;16I140122: União das freguesias de Alvega e Concavada;388;83;221;39;45;
;16I140123: União das freguesias de São Facundo e Vale das Mós;278;55;183;11;29;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;187;42;123;12;10;
;16I1402: Alcanena;1695;302;1139;149;105;
;16I140202: Bugalhos;381;94;222;38;27;
;16I140206: Minde;115;10;91;6;8;
;16I140207: Moitas Venda;66;11;45;3;7;
;16I140208: Monsanto;131;14;101;10;6;
;16I140209: Serra de Santo António;246;32;184;26;4;
;16I140211: União das freguesias de Alcanena e Vila Moreira;237;42;145;27;23;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;519;99;351;39;30;
;16I1408: Constância;230;27;146;30;27;
;16I140801: Constância;34;5;24;4;1;
;16I140802: Montalvo;58;2;29;14;13;
;16I140803: Santa Margarida da Coutada;138;20;93;12;13;
;16I1410: Entroncamento;98;26;53;9;10;
;16I141002: Nossa Senhora de Fátima;22;7;13;1;1;
;16I141001: São João Baptista;76;19;40;8;9;
;16I1411: Ferreira do Zêzere;2279;474;1478;201;126;
;16I141101: Águas Belas;202;28;134;27;13;
;16I141103: Beco;223;56;143;17;7;
;16I141104: Chãos;307;70;196;24;17;
;16I141106: Ferreira do Zêzere;217;41;131;32;13;
;16I141107: Igreja Nova do Sobral;196;34;123;16;23;
;16I141110: Nossa Senhora do Pranto;372;54;263;31;24;
;16I141111: União das freguesias de Areias e Pias;762;191;488;54;29;
;16I1413: Mação;1848;273;1280;166;129;
;16I141302: Amêndoa;95;8;62;16;9;
;16I141303: Cardigos;406;100;264;24;18;
;16I141304: Carvoeiro;144;42;90;11;1;
;16I141305: Envendos;353;53;238;40;22;
;16I141307: Ortiga;163;3;131;11;18;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;687;67;495;64;61;
;16I1421: Ourém;5304;1097;3537;398;272;
;16I142101: Alburitel;314;46;194;38;36;
;16I142102: Atouguia;272;42;206;10;14;
;16I142104: Caxarias;282;48;200;17;17;
;16I142105: Espite;87;15;66;5;1;
;16I142106: Fátima;477;70;339;46;22;
;16I142115: Nossa Senhora da Piedade;359;32;302;16;9;
;16I142111: Nossa Senhora das Misericórdias;754;124;534;62;34;
;16I142113: Seiça;504;95;300;56;53;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;576;145;366;52;13;
;16I142120: União das freguesias de Gondemaria e Olival;551;141;331;37;42;
;16I142121: União das freguesias de Matas e Cercal;342;95;215;22;10;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;596;194;367;20;15;
;16I142114: Urqueira;190;50;117;17;6;
;16I1417: Sardoal;943;131;668;79;65;
;16I141701: Alcaravela;176;4;151;13;8;
;16I141702: Santiago de Montalegre;94;22;59;8;5;
;16I141703: Sardoal;505;67;350;44;44;
;16I141704: Valhascos;168;38;108;14;8;
;16I0509: Sertã;4264;1168;2589;350;157;
;16I050901: Cabeçudo;153;20;118;13;2;
;16I050902: Carvalhal;179;56;108;14;1;
;16I050903: Castelo;314;56;230;21;7;
;16I050911: Pedrógão Pequeno;399;113;238;33;15;
;16I050912: Sertã;900;223;526;104;47;
;16I050913: Troviscal;497;174;276;34;13;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;825;234;485;68;38;
;16I050916: União das freguesias de Cumeada e Marmeleiro;289;98;172;9;10;
;16I050917: União das freguesias de Ermida e Figueiredo;305;97;187;19;2;
;16I050914: Várzea dos Cavaleiros;403;97;249;35;22;
;16I1418: Tomar;4426;694;2922;478;332;
;16I141802: Asseiceira;137;12;100;19;6;
;16I141804: Carregueiros;107;7;65;22;13;
;16I141808: Olalhas;377;72;246;28;31;
;16I141809: Paialvo;555;96;327;63;69;
;16I141814: Sabacheira;278;71;169;23;15;
;16I141813: São Pedro de Tomar;452;56;312;58;26;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;257;61;161;19;16;
;16I141818: União das freguesias de Casais e Alviobeira;746;138;523;55;30;
;16I141819: União das freguesias de Madalena e Beselga;715;62;487;100;66;
;16I141820: União das freguesias de Serra e Junceira;269;28;191;29;21;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;533;91;341;62;39;
;16I1419: Torres Novas;4781;597;3228;548;408;
;16I141902: Assentiz;493;40;390;35;28;
;16I141904: Chancelaria;708;109;478;58;63;
;16I141917: Meia Via;16;2;9;3;2;
;16I141909: Pedrógão;782;89;538;98;57;
;16I141910: Riachos;131;14;78;23;16;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;999;133;707;102;57;
;16I141919: União das freguesias de Olaia e Paço;422;60;280;43;39;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);681;101;411;94;75;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;404;33;248;69;54;
;16I141916: Zibreira;145;16;89;23;17;
;16I0510: Vila de Rei;644;149;416;57;22;
;16I051001: Fundada;66;9;51;4;2;
;16I051002: São João do Peso;110;16;75;10;9;
;16I051003: Vila de Rei;468;124;290;43;11;
;16I1420: Vila Nova da Barquinha;110;12;69;14;15;
;16I142001: Atalaia;21;2;13;4;2;
;16I142002: Praia do Ribatejo;41;4;25;4;8;
;16I142003: Tancos;9;1;4;3;1;
;16I142006: Vila Nova da Barquinha;39;5;27;3;4;
;16J: Beiras e Serra da Estrela;49989;11685;30851;3946;3507;
;16J0902: Almeida;1780;365;1136;185;94;
;16J090203: Almeida;235;34;153;21;27;
;16J090207: Castelo Bom;68;14;40;12;2;
;16J090209: Freineda;93;33;46;10;4;
;16J090210: Freixo;59;14;39;4;2;
;16J090213: Malhada Sorda;103;32;62;5;4;
;16J090219: Nave de Haver;103;26;70;5;2;
;16J090224: São Pedro de Rio Seco;73;9;57;7;- -;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;129;26;79;20;4;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;213;43;134;25;11;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;141;33;90;12;6;
;16J090233: União das freguesias de Junça e Naves;111;16;79;13;3;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;148;40;99;7;2;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;85;8;58;11;8;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;121;27;71;13;10;
;16J090227: Vale da Mula;44;6;28;7;3;
;16J090229: Vilar Formoso;54;4;31;13;6;
;16J0501: Belmonte;1347;257;886;102;102;
;16J050102: Caria;454;65;315;39;35;
;16J050104: Inguias;216;69;126;10;11;
;16J050105: Maçainhas;138;35;90;10;3;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;539;88;355;43;53;
;16J0903: Celorico da Beira;2177;458;1380;184;155;
;16J090302: Baraçal;83;23;48;9;3;
;16J090304: Carrapichana;51;12;25;5;9;
;16J090322: Casas do Soeiro;44;12;32;- -;- -;
;16J090306: Forno Telheiro;251;54;159;17;21;
;16J090307: Lajeosa do Mondego;172;20;111;17;24;
;16J090308: Linhares;122;23;87;4;8;
;16J090309: Maçal do Chão;92;26;53;11;2;
;16J090310: Mesquitela;98;22;62;3;11;
;16J090311: Minhocal;89;20;60;6;3;
;16J090312: Prados;38;7;28;2;1;
;16J090314: Ratoeira;134;24;87;11;12;
;16J090323: União das freguesias de Açores e Velosa;204;36;136;22;10;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;325;79;198;24;24;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;161;44;93;18;6;
;16J090326: União das freguesias de Rapa e Cadafaz;157;20;104;22;11;
;16J090318: Vale de Azares;156;36;97;13;10;
;16J0503: Covilhã;3972;840;2475;359;298;
;16J050302: Aldeia de São Francisco de Assis;19;4;10;5;- -;
;16J050305: Boidobra;157;12;97;23;25;
;16J050308: Cortes do Meio;131;30;90;9;2;
;16J050309: Dominguizo;50;10;31;6;3;
;16J050310: Erada;103;13;76;10;4;
;16J050311: Ferro;724;145;435;65;79;
;16J050312: Orjais;199;50;118;18;13;
;16J050314: Paul;184;30;136;8;10;
;16J050315: Peraboa;402;95;230;40;37;
;16J050318: São Jorge da Beira;28;12;13;2;1;
;16J050322: Sobral de São Miguel;68;11;45;8;4;
;16J050324: Tortosendo;357;62;219;47;29;
;16J050325: Unhais da Serra;141;24;107;8;2;
;16J050332: União das freguesias de Barco e Coutada;216;74;123;12;7;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;80;14;53;10;3;
;16J050334: União das freguesias de Casegas e Ourondo;139;51;68;9;11;
;16J050335: União das freguesias de Covilhã e Canhoso;187;28;121;24;14;
;16J050336: União das freguesias de Peso e Vales do Rio;128;29;79;6;14;
;16J050337: União das freguesias de Teixoso e Sarzedo;372;74;256;23;19;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;217;44;132;21;20;
;16J050327: Verdelhos;70;28;36;5;1;
;16J0904: Figueira de Castelo Rodrigo;3175;627;1993;283;272;
;16J090403: Castelo Rodrigo;70;5;43;8;14;
;16J090406: Escalhão;458;99;270;49;40;
;16J090408: Figueira de Castelo Rodrigo;262;38;169;40;15;
;16J090410: Mata de Lobos;236;56;135;30;15;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;408;103;275;12;18;
;16J090419: União das freguesias de Almofala e Escarigo;344;59;215;29;41;
;16J090420: União das freguesias de Cinco Vilas e Reigada;317;40;208;49;20;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;632;127;416;45;44;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;256;55;156;15;30;
;16J090415: Vermiosa;192;45;106;6;35;
;16J0905: Fornos de Algodres;1588;429;962;99;98;
;16J090501: Algodres;190;57;113;15;5;
;16J090502: Casal Vasco;79;21;51;3;4;
;16J090504: Figueiró da Granja;149;31;81;16;21;
;16J090505: Fornos de Algodres;226;55;140;22;9;
;16J090507: Infias;30;10;16;4;- -;
;16J090509: Maceira;90;22;55;4;9;
;16J090510: Matança;100;29;64;3;4;
;16J090511: Muxagata;84;28;53;1;2;
;16J090512: Queiriz;116;43;69;4;- -;
;16J090517: União das freguesias de Cortiçô e Vila Chã;113;27;70;7;9;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;228;46;147;9;26;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;183;60;103;11;9;
;16J0504: Fundão;7880;2315;4462;592;511;
;16J050401: Alcaide;304;57;210;19;18;
;16J050402: Alcaria;252;68;148;21;15;
;16J050403: Alcongosta;177;36;109;12;20;
;16J050406: Alpedrinha;310;95;162;27;26;
;16J050408: Barroca;161;46;105;7;3;
;16J050410: Bogas de Cima;183;84;93;4;2;
;16J050411: Capinha;298;80;182;17;19;
;16J050412: Castelejo;335;225;67;28;15;
;16J050413: Castelo Novo;255;49;160;19;27;
;16J050431: Enxames;380;157;185;30;8;
;16J050416: Fatela;227;33;163;18;13;
;16J050419: Lavacolhos;125;23;73;17;12;
;16J050420: Orca;414;152;230;16;16;
;16J050421: Pêro Viseu;192;39;135;11;7;
;16J050424: Silvares;158;39;105;10;4;
;16J050425: Soalheira;138;34;78;16;10;
;16J050426: Souto da Casa;283;64;168;25;26;
;16J050427: Telhado;348;88;209;39;12;
;16J050432: Três Povos;412;105;267;21;19;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;1536;314;914;151;157;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;183;70;100;3;10;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;383;163;162;32;26;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;826;294;437;49;46;
;16J0906: Gouveia;3036;617;1885;242;292;
;16J090602: Arcozelo;264;52;169;14;29;
;16J090603: Cativelos;128;28;88;3;9;
;16J090605: Folgosinho;144;46;82;7;9;
;16J090625: Gouveia;218;38;139;16;25;
;16J090612: Nespereira;185;38;121;15;11;
;16J090613: Paços da Serra;147;20;104;10;13;
;16J090614: Ribamondego;46;7;29;5;5;
;16J090617: São Paio;165;47;97;7;14;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;133;30;88;5;10;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;110;39;60;7;4;
;16J090626: União das freguesias de Melo e Nabais;302;76;155;37;34;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;356;49;240;32;35;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;259;40;159;33;27;
;16J090619: Vila Cortês da Serra;113;20;75;12;6;
;16J090620: Vila Franca da Serra;103;19;58;12;14;
;16J090621: Vila Nova de Tazem;363;68;221;27;47;
;16J0907: Guarda;4955;1120;3019;413;403;
;16J090766: Adão;96;17;70;5;4;
;16J090703: Aldeia do Bispo;53;10;37;3;3;
;16J090704: Aldeia Viçosa;124;17;76;12;19;
;16J090705: Alvendre;73;19;41;6;7;
;16J090706: Arrifana;85;24;48;9;4;
;16J090708: Avelãs da Ribeira;106;34;62;5;5;
;16J090709: Benespera;109;21;72;7;9;
;16J090711: Casal de Cinza;198;53;107;23;15;
;16J090712: Castanheira;86;19;58;7;2;
