
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;16E0111: Mealhada;6639;2073;685;869;1029;1129;854;
;16E011102: Barcouço;1344;432;138;209;182;210;173;
;16E011103: Casal Comba;1848;577;223;253;318;304;173;
;16E011104: Luso;463;141;34;55;70;98;65;
;16E011106: Pampilhosa;626;187;74;49;114;113;89;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;1703;528;153;237;244;279;262;
;16E011107: Vacariça;655;208;63;66;101;125;92;
;16E0608: Mira;6949;2366;810;879;951;941;1002;
;16E060803: Carapelhos;510;208;69;59;53;49;72;
;16E060801: Mira;4684;1472;540;609;666;665;732;
;16E060804: Praia de Mira;1025;414;133;124;127;132;95;
;16E060802: Seixo;730;272;68;87;105;95;103;
;16E0609: Miranda do Corvo;4390;1399;389;510;727;682;683;
;16E060901: Lamas;715;253;54;96;116;97;99;
;16E060902: Miranda do Corvo;1267;359;101;147;228;206;226;
;16E060906: União das freguesias de Semide e Rio Vide;1764;570;177;213;281;266;257;
;16E060905: Vila Nova;644;217;57;54;102;113;101;
;16E0610: Montemor-o-Velho;13127;4391;1384;1604;1997;2075;1676;
;16E061002: Arazede;4684;1675;599;589;635;600;586;
;16E061003: Carapinheira;1195;390;129;143;205;210;118;
;16E061014: Ereira;294;73;19;36;61;76;29;
;16E061005: Liceia;1140;477;108;155;164;147;89;
;16E061006: Meãs do Campo;570;179;66;77;66;96;86;
;16E061008: Pereira;698;202;59;79;128;129;101;
;16E061009: Santo Varão;282;77;26;22;46;58;53;
;16E061010: Seixo de Gatões;961;313;86;120;149;157;136;
;16E061011: Tentúgal;1383;428;131;174;231;232;187;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;735;200;56;75;106;161;137;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1185;377;105;134;206;209;154;
;16E1808: Mortágua;4387;1472;374;525;742;659;615;
;16E180802: Cercosa;218;76;12;26;33;37;34;
;16E180804: Espinho;818;285;66;117;118;121;111;
;16E180805: Marmeleira;295;72;19;40;42;62;60;
;16E180807: Pala;575;216;50;67;99;76;67;
;16E180808: Sobral;1253;453;131;132;220;175;142;
;16E180809: Trezói;274;72;21;29;57;46;49;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;954;298;75;114;173;142;152;
;16E0611: Oliveira do Hospital;7504;2580;636;707;1068;1234;1279;
;16E061101: Aldeia das Dez;153;48;21;11;16;27;30;
;16E061102: Alvoco das Várzeas;170;51;11;21;17;24;46;
;16E061103: Avô;103;37;9;4;19;16;18;
;16E061104: Bobadela;317;113;29;33;55;53;34;
;16E061106: Lagares;715;272;67;67;108;110;91;
;16E061109: Lourosa;380;122;35;36;46;64;77;
;16E061110: Meruge;456;141;29;63;52;65;106;
;16E061111: Nogueira do Cravo;838;323;71;90;118;119;117;
;16E061115: São Gião;215;63;9;12;50;53;28;
;16E061118: Seixo da Beira;1115;415;90;122;144;173;171;
;16E061119: Travanca de Lagos;487;165;51;38;83;66;84;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;861;246;77;70;120;166;182;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;582;189;47;48;95;100;103;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;622;220;50;51;79;122;100;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;203;73;15;16;27;33;39;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;287;102;25;25;39;43;53;
;16E0612: Pampilhosa da Serra;1890;293;128;192;347;423;507;
;16E061201: Cabril;100;7;1;5;16;39;32;
;16E061202: Dornelas do Zêzere;272;67;30;37;48;38;52;
;16E061211: Fajão-Vidual;193;26;8;12;40;43;64;
;16E061204: Janeiro de Baixo;452;85;37;69;90;74;97;
;16E061206: Pampilhosa da Serra;269;6;7;9;41;88;118;
;16E061207: Pessegueiro;129;6;11;9;28;30;45;
;16E061212: Portela do Fojo-Machio;187;17;10;15;29;53;63;
;16E061209: Unhais-o-Velho;288;79;24;36;55;58;36;
;16E0613: Penacova;5018;1580;454;596;748;818;822;
;16E061301: Carvalho;755;232;63;100;119;103;138;
;16E061302: Figueira de Lorvão;832;285;89;102;120;129;107;
;16E061304: Lorvão;511;142;36;58;86;108;81;
;16E061307: Penacova;847;275;83;102;144;119;124;
;16E061310: Sazes do Lorvão;413;154;36;48;65;64;46;
;16E061312: União das freguesias de Friúmes e Paradela;347;98;35;36;51;58;69;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;421;127;34;41;60;85;74;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;892;267;78;109;103;152;183;
;16E0614: Penela;3664;1065;302;379;595;603;720;
;16E061401: Cumeeira;715;212;63;80;107;115;138;
;16E061402: Espinhal;368;99;30;29;64;71;75;
;16E061403: Podentes;439;118;35;48;83;66;89;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2142;636;174;222;341;351;418;
;16E0615: Soure;11031;3141;911;1366;1721;2070;1822;
;16E061501: Alfarelos;391;96;37;33;70;82;73;
;16E061504: Figueiró do Campo;923;301;58;130;153;147;134;
;16E061506: Granja do Ulmeiro;187;53;19;24;40;30;21;
;16E061508: Samuel;955;225;69;95;155;193;218;
;16E061509: Soure;4028;1214;370;547;606;726;565;
;16E061510: Tapéus;321;76;34;30;46;68;67;
;16E061513: União das freguesias de Degracias e Pombalinho;1559;464;122;185;241;258;289;
;16E061514: União das freguesias de Gesteira e Brunhós;929;238;61;118;152;202;158;
;16E061511: Vila Nova de Anços;651;167;47;74;99;127;137;
;16E061512: Vinha da Rainha;1087;307;94;130;159;237;160;
;16E0616: Tábua;6481;2053;560;645;914;1016;1293;
;16E061602: Candosa;583;195;55;72;79;86;96;
;16E061603: Carapinha;194;56;21;22;24;34;37;
;16E061608: Midões;1000;323;91;79;136;162;209;
;16E061609: Mouronho;556;167;39;61;63;78;148;
;16E061611: Póvoa de Midões;404;138;43;33;63;71;56;
;16E061612: São João da Boa Vista;300;85;19;27;49;59;61;
;16E061614: Tábua;821;256;74;73;137;120;161;
;16E061616: União das freguesias de Ázere e Covelo;630;207;69;68;77;101;108;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1016;340;82;91;148;150;205;
;16E061618: União das freguesias de Espariz e Sinde;601;169;39;85;81;101;126;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;376;117;28;34;57;54;86;
;16E0617: Vila Nova de Poiares;1576;449;144;194;240;295;254;
;16E061701: Arrifana;456;100;43;54;86;106;67;
;16E061702: Lavegadas;146;43;16;24;18;25;20;
;16E061703: Poiares (Santo André);644;201;64;70;92;113;104;
;16E061704: São Miguel de Poiares;330;105;21;46;44;51;63;
;16F: Região de Leiria;78676;24999;6487;8075;12827;14504;11784;
;16F1002: Alvaiázere;4498;1189;338;425;664;841;1041;
;16F100201: Almoster;816;208;91;70;108;133;206;
;16F100208: Alvaiázere;876;197;50;78;127;202;222;
;16F100204: Maçãs de Dona Maria;895;255;63;84;135;161;197;
;16F100205: Pelmá;779;224;68;59;107;137;184;
;16F100209: Pussos São Pedro;1132;305;66;134;187;208;232;
;16F1003: Ansião;6292;1977;520;661;1028;1062;1044;
;16F100301: Alvorge;974;321;75;113;145;169;151;
;16F100309: Ansião;1359;454;113;152;208;216;216;
;16F100303: Avelar;311;81;29;42;38;50;71;
;16F100304: Chão de Couce;927;288;73;74;155;153;184;
;16F100306: Pousaflores;874;237;52;86;143;148;208;
;16F100307: Santiago da Guarda;1847;596;178;194;339;326;214;
;16F1004: Batalha;4657;1471;387;480;696;905;718;
;16F100401: Batalha;1928;658;167;193;290;352;268;
;16F100404: Golpilheira;440;154;37;34;75;91;49;
;16F100402: Reguengo do Fetal;929;275;76;99;150;180;149;
;16F100403: São Mamede;1360;384;107;154;181;282;252;
;16F1007: Castanheira de Pêra;152;26;18;13;31;37;27;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;152;26;18;13;31;37;27;
;16F1008: Figueiró dos Vinhos;2584;704;272;252;419;472;465;
;16F100801: Aguda;424;122;37;30;74;73;88;
;16F100802: Arega;825;235;106;87;118;149;130;
;16F100803: Campelo;76;19;5;3;15;13;21;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1259;328;124;132;212;237;226;
;16F1009: Leiria;23849;8271;1909;2341;3891;4351;3086;
;16F100901: Amor;1601;642;131;169;257;249;153;
;16F100902: Arrabal;1103;363;107;100;168;217;148;
;16F100925: Bajouca;973;421;86;82;131;142;111;
;16F100926: Bidoeira de Cima;427;139;16;41;103;97;31;
;16F100907: Caranguejeira;1688;567;104;169;302;326;220;
;16F100909: Coimbrão;252;68;15;12;48;66;43;
;16F100913: Maceira;1826;570;133;152;335;403;233;
;16F100915: Milagres;757;257;81;74;113;148;84;
;16F100921: Regueira de Pontes;535;197;36;62;100;85;55;
;16F100932: União das freguesias de Colmeias e Memória;1803;497;138;164;300;362;342;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;2458;859;196;276;399;412;316;
;16F100934: União das freguesias de Marrazes e Barosa;851;252;107;78;140;130;144;
;16F100935: União das freguesias de Monte Real e Carvide;1184;419;69;120;214;194;168;
;16F100936: União das freguesias de Monte Redondo e Carreira;1037;389;63;90;184;195;116;
;16F100937: União das freguesias de Parceiros e Azoia;1029;318;93;111;168;220;119;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1905;718;175;197;267;300;248;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;1447;464;138;154;204;281;206;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;2973;1131;221;290;458;524;349;
;16F1010: Marinha Grande;1588;430;99;138;298;348;275;
;16F101001: Marinha Grande;787;204;50;69;149;186;129;
;16F101003: Moita;201;58;20;11;39;44;29;
;16F101002: Vieira de Leiria;600;168;29;58;110;118;117;
;16F1013: Pedrógão Grande;2554;400;195;221;406;605;727;
;16F101301: Graça;695;115;49;58;155;157;161;
;16F101302: Pedrógão Grande;1435;259;113;115;173;341;434;
;16F101303: Vila Facaia;424;26;33;48;78;107;132;
;16F1015: Pombal;24668;7903;1987;2733;4186;4533;3326;
;16F101501: Abiul;1620;387;153;179;304;368;229;
;16F101503: Almagreira;1841;620;130;236;338;324;193;
;16F101504: Carnide;595;184;25;75;140;119;52;
;16F101505: Carriço;1810;737;177;230;263;240;163;
;16F101506: Louriçal;3030;1160;313;358;424;484;291;
;16F101515: Meirinhas;531;183;34;56;121;77;60;
;16F101508: Pelariga;1170;332;78;152;216;192;200;
;16F101509: Pombal;4322;1398;279;519;735;815;576;
;16F101510: Redinha;974;225;52;97;172;236;192;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;3092;1147;304;333;505;464;339;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;3208;808;229;231;556;715;669;
;16F101513: Vermoil;1577;518;131;165;250;293;220;
;16F101514: Vila Cã;898;204;82;102;162;206;142;
;16F1016: Porto de Mós;7834;2628;762;811;1208;1350;1075;
;16F101602: Alqueidão da Serra;855;264;114;63;114;176;124;
;16F101605: Calvaria de Cima;361;113;26;34;65;71;52;
;16F101606: Juncal;1611;580;155;189;253;240;194;
;16F101608: Mira de Aire;269;69;23;20;43;58;56;
;16F101609: Pedreiras;634;178;63;60;111;126;96;
;16F101614: Porto de Mós - São João Baptista e São Pedro;1098;374;99;93;202;190;140;
;16F101610: São Bento;775;257;76;108;105;121;108;
;16F101613: Serro Ventoso;717;273;90;95;86;106;67;
;16F101615: União das freguesias de Alvados e Alcaria;393;100;16;23;63;85;106;
;16F101616: União das freguesias de Arrimal e Mendiga;1121;420;100;126;166;177;132;
;16G: Viseu Dão Lafões;121364;44033;10153;12561;17108;18324;19185;
;16G0901: Aguiar da Beira;4415;1615;382;432;543;625;818;
;16G090102: Carapito;419;160;36;53;47;57;66;
;16G090103: Cortiçada;310;94;34;17;43;53;69;
;16G090105: Dornelas;523;218;38;56;55;68;88;
;16G090106: Eirado;289;102;17;27;31;52;60;
;16G090107: Forninhos;257;74;20;20;36;36;71;
;16G090109: Pena Verde;787;296;83;81;87;107;133;
;16G090110: Pinheiro;218;76;12;19;43;37;31;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;757;301;60;82;83;94;137;
;16G090115: União das freguesias de Sequeiros e Gradiz;441;177;49;45;52;46;72;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;414;117;33;32;66;75;91;
;16G1802: Carregal do Sal;5127;1808;487;578;754;769;731;
;16G180201: Beijós;772;261;86;79;110;117;119;
;16G180202: Cabanas de Viriato;733;225;62;76;121;130;119;
;16G180204: Oliveira do Conde;1738;663;175;190;260;263;187;
;16G180206: Parada;526;184;35;66;68;77;96;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;1358;475;129;167;195;182;210;
;16G1803: Castro Daire;10818;4191;902;974;1466;1660;1625;
;16G180301: Almofala;420;198;22;38;42;63;57;
;16G180303: Cabril;508;163;25;49;68;84;119;
;16G180304: Castro Daire;1551;588;132;181;211;228;211;
;16G180305: Cujó;376;132;42;32;39;57;74;
;16G180309: Gosende;399;142;37;32;48;78;62;
;16G180312: Mões;1397;595;112;115;205;201;169;
;16G180313: Moledo;1035;366;57;104;174;186;148;
;16G180314: Monteiras;549;279;52;36;54;62;66;
;16G180317: Pepim;278;99;35;18;35;58;33;
;16G180319: Pinheiro;514;164;19;45;75;95;116;
;16G180322: São Joaninho;348;170;33;33;37;39;36;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;981;380;88;110;152;127;124;
;16G180324: União das freguesias de Mezio e Moura Morta;513;236;59;39;58;53;68;
;16G180325: União das freguesias de Parada de Ester e Ester;831;276;89;66;113;128;159;
;16G180326: União das freguesias de Picão e Ermida;476;179;38;24;72;81;82;
;16G180327: União das freguesias de Reriz e Gafanhão;642;224;62;52;83;120;101;
;16G1806: Mangualde;9495;3325;767;919;1306;1413;1765;
;16G180601: Abrunhosa-a-Velha;406;137;38;51;48;62;70;
;16G180602: Alcafache;621;195;63;50;84;98;131;
;16G180605: Cunha Baixa;671;211;52;56;101;104;147;
;16G180606: Espinho;791;334;58;82;93;100;124;
;16G180607: Fornos de Maceira Dão;913;323;72;90;130;151;147;
;16G180608: Freixiosa;120;34;4;7;15;26;34;
;16G180614: Quintela de Azurara;228;68;26;32;27;28;47;
;16G180616: São João da Fresta;281;89;19;24;51;35;63;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;2664;974;210;257;376;397;450;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;598;236;53;67;83;77;82;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1010;343;80;94;144;134;215;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1192;381;92;109;154;201;255;
;16G1809: Nelas;6175;2036;495;767;876;1000;1001;
;16G180901: Canas de Senhorim;988;332;91;112;140;180;133;
;16G180908: Lapa do Lobo;434;160;34;65;69;60;46;
;16G180903: Nelas;881;247;67;84;130;165;188;
;16G180905: Senhorim;1024;332;85;124;148;146;189;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1138;372;82;161;145;192;186;
;16G180911: União das freguesias de Santar e Moreira;1066;380;78;136;145;172;155;
;16G180906: Vilar Seco;644;213;58;85;99;85;104;
;16G1810: Oliveira de Frades;5932;2222;586;648;745;790;941;
;16G181002: Arcozelo das Maias;1138;439;123;108;151;144;173;
;16G181005: Pinheiro;699;255;58;73;87;94;132;
;16G181007: Ribeiradio;895;350;87;102;119;115;122;
;16G181008: São João da Serra;530;182;57;69;73;71;78;
;16G181009: São Vicente de Lafões;408;149;48;46;50;46;69;
;16G181013: União das freguesias de Arca e Varzielas;656;240;67;79;81;91;98;
;16G181014: União das freguesias de Destriz e Reigoso;733;271;72;72;92;99;127;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;873;336;74;99;92;130;142;
;16G1811: Penalva do Castelo;6002;2127;450;628;808;899;1090;
;16G181102: Castelo de Penalva;874;250;66;75;113;154;216;
;16G181103: Esmolfe;326;132;26;32;43;46;47;
;16G181104: Germil;362;121;34;38;57;54;58;
;16G181105: Ínsua;610;216;41;62;103;94;94;
;16G181106: Lusinde;219;92;15;24;27;25;36;
;16G181109: Pindo;1570;629;139;189;200;191;222;
;16G181110: Real;215;56;19;26;24;42;48;
;16G181111: Sezures;731;281;41;78;88;108;135;
;16G181112: Trancozelos;300;123;26;22;37;46;46;
;16G181114: União das freguesias de Antas e Matela;424;103;21;44;69;77;110;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;371;124;22;38;47;62;78;
;16G1814: Santa Comba Dão;5183;1718;395;634;774;795;867;
;16G181403: Pinheiro de Ázere;627;172;50;70;101;106;128;
;16G181405: São Joaninho;739;277;68;97;109;93;95;
;16G181406: São João de Areias;1039;311;83;141;150;157;197;
;16G181410: União das freguesias de Ovoa e Vimieiro;829;253;66;89;134;146;141;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;1050;376;81;117;147;159;170;
;16G181412: União das freguesias de Treixedo e Nagozela;899;329;47;120;133;134;136;
;16G1816: São Pedro do Sul;9845;3453;807;1094;1335;1504;1652;
;16G181602: Bordonhos;254;89;23;26;25;40;51;
;16G181606: Figueiredo de Alva;708;311;55;88;85;96;73;
;16G181607: Manhouce;936;318;102;118;101;112;185;
;16G181608: Pindelo dos Milagres;402;164;14;64;64;50;46;
;16G181609: Pinho;580;235;47;56;89;74;79;
;16G181612: São Félix;214;73;13;21;24;45;38;
;16G181615: Serrazes;603;197;57;56;89;94;110;
;16G181616: Sul;803;207;37;71;138;163;187;
;16G181620: União das freguesias de Carvalhais e Candal;1144;397;92;128;171;168;188;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1126;407;117;113;154;172;163;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;465;110;26;37;68;99;125;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1181;458;99;135;162;179;148;
;16G181617: Valadares;837;284;69;107;86;124;167;
;16G181619: Vila Maior;592;203;56;74;79;88;92;
;16G1817: Sátão;7922;3092;650;733;1000;1278;1169;
;16G181702: Avelal;287;124;21;40;39;25;38;
;16G181704: Ferreira de Aves;1962;764;155;159;232;351;301;
;16G181706: Mioma;710;300;82;63;91;98;76;
;16G181707: Rio de Moinhos;796;273;49;55;114;139;166;
;16G181709: São Miguel de Vila Boa;1024;377;81;100;148;168;150;
;16G181710: Sátão;1443;633;154;156;156;183;161;
;16G181711: Silvã de Cima;365;127;19;26;57;78;58;
;16G181713: União das freguesias de Águas Boas e Forles;313;125;17;38;52;42;39;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;1022;369;72;96;111;194;180;
;16G1821: Tondela;16533;5733;1433;1760;2524;2562;2521;
;16G182102: Campo de Besteiros;396;125;33;38;66;66;68;
;16G182103: Canas de Santa Maria;1054;369;94;136;128;162;165;
;16G182105: Castelões;838;277;55;92;149;134;131;
;16G182106: Dardavaz;895;364;108;99;113;107;104;
;16G182107: Ferreirós do Dão;227;76;17;27;26;34;47;
;16G182108: Guardão;389;147;42;33;43;66;58;
;16G182109: Lajeosa do Dão;1605;483;133;163;255;264;307;
;16G182110: Lobão da Beira;711;224;59;66;123;123;116;
;16G182111: Molelos;1149;418;109;121;179;186;136;
;16G182116: Parada de Gonta;424;175;23;47;75;49;55;
;16G182118: Santiago de Besteiros;831;336;76;87;125;110;97;
;16G182122: Tonda;678;212;65;54;93;141;113;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;1220;428;82;135;213;212;150;
;16G182128: União das freguesias de Caparrosa e Silvares;863;310;68;114;133;130;108;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;960;312;73;92;142;169;172;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;1288;503;107;137;187;152;202;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;890;290;88;81;142;138;151;
;16G182132: União das freguesias de Tondela e Nandufe;1088;336;105;114;184;185;164;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1027;348;96;124;148;134;177;
;16G1822: Vila Nova de Paiva;3329;1335;235;296;437;528;498;
;16G182203: Pendilhe;422;175;25;43;33;68;78;
;16G182204: Queiriga;383;120;23;29;78;79;54;
;16G182205: Touro;868;388;66;79;103;122;110;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;878;328;71;73;124;138;144;
;16G182206: Vila Cova à Coelheira;778;324;50;72;99;121;112;
;16G1823: Viseu;23784;9034;1964;2341;3598;3512;3335;
;16G182301: Abraveses;393;151;30;23;63;70;56;
;16G182304: Bodiosa;1537;629;126;149;228;216;189;
;16G182305: Calde;1232;423;72;142;194;204;197;
;16G182306: Campo;662;274;32;45;113;116;82;
;16G182307: Cavernães;622;252;69;27;102;98;74;
;16G182310: Cota;953;342;66;78;130;193;144;
;16G182337: Coutos de Viseu;1261;452;95;161;171;160;222;
;16G182315: Fragosela;533;225;55;38;88;71;56;
;16G182316: Lordosa;1049;385;73;95;160;162;174;
;16G182318: Mundão;557;220;38;53;95;73;78;
;16G182319: Orgens;743;284;66;81;112;115;85;
;16G182320: Povolide;1229;507;137;118;146;164;157;
;16G182321: Ranhados;407;151;32;26;69;75;54;
;16G182339: Repeses e São Salvador;269;92;25;17;47;47;41;
;16G182322: Ribafeita;790;270;48;93;126;109;144;
;16G182323: Rio de Loba;506;182;57;39;67;88;73;
;16G182325: Santos Evos;740;298;71;82;100;90;99;
;16G182340: São Cipriano e Vil de Souto;1017;419;101;81;142;137;137;
;16G182327: São João de Lourosa;1571;619;137;192;264;205;154;
;16G182329: São Pedro de France;1196;485;134;104;166;149;158;
;16G182317: Silgueiros;2136;734;140;241;358;352;311;
;16G182335: União das freguesias de Barreiros e Cepões;1199;425;109;115;193;176;181;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1920;686;153;204;275;274;328;
;16G182338: Faíl e Vila Chã de Sá;901;412;65;121;142;93;68;
;16G182341: Viseu;361;117;33;16;47;75;73;
;16G1824: Vouzela;6804;2344;600;757;942;989;1172;
;16G182401: Alcofra;738;241;64;88;98;103;144;
;16G182403: Campia;1234;478;127;128;172;156;173;
;16G182407: Fornelo do Monte;261;67;9;17;40;61;67;
;16G182409: Queirã;1031;375;91;148;154;125;138;
;16G182410: São Miguel do Mato;577;187;56;43;82;101;108;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;1094;410;88;102;127;185;182;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;613;191;39;76;109;68;130;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;525;185;47;71;70;70;82;
;16G182411: Ventosa;731;210;79;84;90;120;148;
;16H: Beira Baixa;39337;7584;2640;3354;5806;8762;11191;
;16H0502: Castelo Branco;14664;2774;931;1297;2285;3284;4093;
;16H050201: Alcains;463;104;48;51;72;105;83;
;16H050202: Almaceda;779;157;53;58;125;189;197;
;16H050203: Benquerenças;800;136;58;68;142;166;230;
;16H050205: Castelo Branco;1377;335;90;162;242;284;264;
;16H050211: Lardosa;430;60;16;36;60;100;158;
;16H050212: Louriçal do Campo;309;62;27;36;46;55;83;
;16H050214: Malpica do Tejo;667;73;26;22;71;212;263;
;16H050216: Monforte da Beira;756;52;23;48;99;196;338;
;16H050220: Salgueiro do Campo;938;181;35;66;169;202;285;
;16H050221: Santo André das Tojeiras;1007;124;65;87;143;274;314;
;16H050222: São Vicente da Beira;695;168;44;48;109;164;162;
;16H050223: Sarzedas;1606;368;146;172;228;349;343;
;16H050225: Tinalhas;289;54;11;25;56;48;95;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;418;36;25;28;48;92;189;
;16H050227: União das freguesias de Escalos de Baixo e Mata;964;211;54;89;174;188;248;
;16H050228: União das freguesias de Escalos de Cima e Lousa;975;175;85;90;152;212;261;
;16H050229: União das freguesias de Freixial e Juncal do Campo;870;155;42;76;153;208;236;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;723;176;43;78;102;144;180;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;598;147;40;57;94;96;164;
;16H0505: Idanha-a-Nova;4094;687;206;309;517;939;1436;
;16H050502: Aldeia de Santa Margarida;262;34;13;15;30;66;104;
;16H050505: Ladoeiro;711;154;47;60;91;159;200;
;16H050506: Medelim;145;12;10;9;17;29;68;
;16H050509: Oledo;184;28;5;25;22;41;63;
;16H050510: Penha Garcia;254;45;11;15;31;73;79;
;16H050511: Proença-a-Velha;142;17;5;9;16;29;66;
;16H050512: Rosmaninhal;201;43;15;20;25;43;55;
;16H050514: São Miguel de Acha;307;62;21;21;31;63;109;
;16H050516: Toulões;287;33;2;20;34;71;127;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;454;102;35;45;70;85;117;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;373;43;13;22;57;98;140;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;334;37;9;6;49;113;120;
;16H050521: União das freguesias de Zebreira e Segura;440;77;20;42;44;69;188;
;16H0506: Oleiros;4007;964;291;366;602;821;963;
;16H050601: Álvaro;247;62;14;19;43;44;65;
;16H050603: Cambas;226;41;16;16;27;51;75;
;16H050613: Estreito-Vilar Barroco;756;195;64;56;118;177;146;
;16H050605: Isna;303;88;13;38;34;52;78;
;16H050606: Madeirã;205;40;21;19;24;41;60;
;16H050607: Mosteiro;268;65;19;25;39;53;67;
;16H050614: Oleiros-Amieira;1500;391;101;153;228;290;337;
;16H050609: Orvalho;136;27;11;10;27;26;35;
;16H050610: Sarnadas de São Simão;135;24;4;10;19;43;35;
;16H050611: Sobral;231;31;28;20;43;44;65;
;16H0507: Penamacor;5892;1110;432;414;888;1348;1700;
;16H050704: Aranhas;443;64;22;26;60;109;162;
;16H050706: Benquerença;661;158;42;55;87;157;162;
;16H050707: Meimão;346;88;23;28;56;82;69;
;16H050708: Meimoa;388;76;26;29;58;90;109;
;16H050710: Penamacor;1244;265;125;128;209;207;310;
;16H050711: Salvador;456;58;27;17;55;132;167;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;1371;203;101;74;212;329;452;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;686;163;57;42;107;157;160;
;16H050712: Vale da Senhora da Póvoa;297;35;9;15;44;85;109;
;16H0508: Proença-a-Nova;7763;1768;571;711;1063;1633;2017;
;16H050802: Montes da Senhora;1055;143;50;89;153;273;347;
;16H050805: São Pedro do Esteval;867;250;70;92;107;137;211;
;16H050807: União das freguesias de Proença-a-Nova e Peral;3428;970;297;322;432;618;789;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;2413;405;154;208;371;605;670;
;16H0511: Vila Velha de Ródão;2917;281;209;257;451;737;982;
;16H051101: Fratel;810;62;66;76;137;201;268;
;16H051102: Perais;762;68;76;72;126;208;212;
;16H051103: Sarnadas de Ródão;614;47;30;58;96;139;244;
;16H051104: Vila Velha de Ródão;731;104;37;51;92;189;258;
;16I: Médio Tejo;80133;20366;6216;6682;11816;16054;18999;
;16I1401: Abrantes;7762;1587;655;610;1005;1670;2235;
;16I140104: Bemposta;373;89;30;40;56;72;86;
;16I140119: Carvalhal;503;128;77;49;62;92;95;
;16I140118: Fontes;880;309;67;98;128;140;138;
;16I140105: Martinchel;525;106;38;34;56;117;174;
