
Statistical table extracted on October 11, 2022 (22:36:52)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;;Sex;;;;;
;;MF;;;;;
;;Age group;;;;;
;;Total;;;;;
;;Relationship;;;;;
;;Total;;;;;
;;Level of education;;;;;
;;Total;None;Basic;Secondary / post-secondary;Superior;
;;No. ;No. ;No. ;No. ;No. ;
;11E040738: União das freguesias de Avantos e Romeu;290;48;170;36;36;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;346;38;206;45;57;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;357;33;204;56;64;
;11E040741: União das freguesias de Franco e Vila Boa;226;9;158;25;34;
;11E040742: União das freguesias de Freixeda e Vila Verde;236;12;170;33;21;
;11E040731: Vale de Asnes;261;15;204;31;11;
;11E040732: Vale de Gouvinhas;354;25;233;58;38;
;11E040733: Vale de Salgueiro;323;32;202;38;51;
;11E040734: Vale de Telhas;214;22;138;30;24;
;11E0408: Mogadouro;6867;730;3975;1071;1091;
;11E040801: Azinhoso;397;41;227;64;65;
;11E040802: Bemposta;421;53;245;65;58;
;11E040803: Bruçó;224;12;111;50;51;
;11E040804: Brunhoso;262;33;129;39;61;
;11E040807: Castelo Branco;460;60;227;98;75;
;11E040808: Castro Vicente;385;24;236;53;72;
;11E040809: Meirinhos;357;41;197;62;57;
;11E040811: Paradela;214;42;101;33;38;
;11E040812: Penas Roias;239;12;173;30;24;
;11E040813: Peredo da Bemposta;319;24;169;51;75;
;11E040815: Saldanha;149;22;94;18;15;
;11E040817: São Martinho do Peso;361;19;250;47;45;
;11E040819: Tó;179;12;117;25;25;
;11E040820: Travanca;197;29;115;27;26;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;268;27;167;35;39;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;880;102;468;166;144;
;11E040831: União das freguesias de Remondes e Soutelo;421;66;256;55;44;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;456;39;286;67;64;
;11E040821: Urrós;361;58;200;42;61;
;11E040822: Vale da Madre;105;8;55;17;25;
;11E040826: Vila de Ala;212;6;152;27;27;
;11E0410: Vila Flor;3412;371;2115;457;469;
;11E041002: Benlhevai;165;14;105;27;19;
;11E041005: Freixiel;500;43;339;59;59;
;11E041009: Roios;146;20;72;32;22;
;11E041010: Samões;168;22;90;24;32;
;11E041011: Sampaio;119;20;56;16;27;
;11E041012: Santa Comba de Vilariça;187;13;115;30;29;
;11E041013: Seixo de Manhoses;231;34;130;36;31;
;11E041014: Trindade;193;27;121;26;19;
;11E041020: União das freguesias de Assares e Lodões;166;23;111;21;11;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;133;14;91;17;11;
;11E041022: União das freguesias de Valtorno e Mourão;242;25;157;33;27;
;11E041023: União das freguesias de Vila Flor e Nabo;534;54;319;77;84;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;483;49;328;42;64;
;11E041015: Vale Frechoso;145;13;81;17;34;
;11E0411: Vimioso;4154;450;2451;577;676;
;11E041103: Argozelo;459;65;262;77;55;
;11E041107: Carção;358;40;249;39;30;
;11E041108: Matela;315;16;235;30;34;
;11E041109: Pinelo;357;38;197;55;67;
;11E041110: Santulhão;414;72;238;38;66;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;725;103;432;100;90;
;11E041116: União das freguesias de Caçarelhos e Angueira;374;15;259;56;44;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;485;39;250;57;139;
;11E041113: Vilar Seco;179;19;80;35;45;
;11E041114: Vimioso;488;43;249;90;106;
;11E0412: Vinhais;5596;668;3647;725;556;
;11E041201: Agrochão;182;29;123;18;12;
;11E041203: Candedo;308;23;229;33;23;
;11E041204: Celas;279;31;180;49;19;
;11E041206: Edral;137;15;103;14;5;
;11E041207: Edrosa;178;22;113;22;21;
;11E041208: Ervedosa;205;15;147;25;18;
;11E041215: Paçó;187;20;105;32;30;
;11E041216: Penhas Juntas;177;16;120;23;18;
;11E041219: Rebordelo;364;47;244;41;32;
;11E041221: Santalha;185;31;119;17;18;
;11E041226: Tuizelo;300;30;176;45;49;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;281;17;204;35;25;
;11E041237: União das freguesias de Moimenta e Montouto;210;22;134;27;27;
;11E041238: União das freguesias de Nunes e Ousilhão;169;18;115;23;13;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;208;63;115;11;19;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;310;40;194;46;30;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;235;22;137;39;37;
;11E041242: União das freguesias de Travanca e Santa Cruz;134;12;89;23;10;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;157;27;104;16;10;
;11E041227: Vale das Fontes;202;34;138;15;15;
;11E041229: Vila Boa de Ousilhão;83;16;52;12;3;
;11E041230: Vila Verde;133;6;93;25;9;
;11E041232: Vilar de Ossos;184;23;118;26;17;
;11E041233: Vilar de Peregrinos;184;16;123;23;22;
;11E041234: Vilar Seco de Lomba;163;25;106;20;12;
;11E041235: Vinhais;441;48;266;65;62;
;16: Centro;224976;24533;145739;31352;23352;
;16B: Oeste;26995;2772;17883;3983;2357;
;16B1001: Alcobaça;4135;417;2783;598;337;
;16B100102: Alfeizerão;311;14;212;56;29;
;16B100120: Aljubarrota;595;76;388;85;46;
;16B100104: Bárrio;261;23;182;35;21;
;16B100105: Benedita;305;25;203;46;31;
;16B100106: Cela;599;65;426;66;42;
;16B100108: Évora de Alcobaça;762;96;501;112;53;
;16B100109: Maiorga;92;9;64;11;8;
;16B100112: São Martinho do Porto;32;5;23;1;3;
;16B100114: Turquel;416;45;293;63;15;
;16B100121: União das freguesias de Alcobaça e Vestiaria;85;7;53;13;12;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;273;20;159;47;47;
;16B100123: União das freguesias de Pataias e Martingança;151;13;97;28;13;
;16B100116: Vimeiro;253;19;182;35;17;
;16B1101: Alenquer;2726;266;1749;433;278;
;16B110106: Carnota;298;38;190;45;25;
;16B110107: Meca;132;14;83;17;18;
;16B110108: Olhalvo;193;17;142;21;13;
;16B110109: Ota;54;5;31;7;11;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;351;37;232;55;27;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;308;22;200;45;41;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);271;29;168;51;23;
;16B110120: União das freguesias de Carregado e Cadafais;128;10;69;29;20;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;325;28;198;62;37;
;16B110113: Ventosa;398;39;252;61;46;
;16B110114: Vila Verde dos Francos;268;27;184;40;17;
;16B1102: Arruda dos Vinhos;753;54;511;103;85;
;16B110201: Arranhó;195;15;142;28;10;
;16B110202: Arruda dos Vinhos;375;26;256;48;45;
;16B110203: Cardosas;90;5;50;19;16;
;16B110204: São Tiago dos Velhos;93;8;63;8;14;
;16B1005: Bombarral;1498;149;963;239;147;
;16B100502: Carvalhal;549;74;356;77;42;
;16B100505: Pó;127;12;86;24;5;
;16B100503: Roliça;398;32;246;64;56;
;16B100506: União das freguesias do Bombarral e Vale Covo;424;31;275;74;44;
;16B1104: Cadaval;2101;196;1379;329;197;
;16B110401: Alguber;129;7;94;20;8;
;16B110407: Peral;224;16;147;38;23;
;16B110412: União das freguesias de Lamas e Cercal;506;54;341;66;45;
;16B110413: União das freguesias de Painho e Figueiros;388;46;257;49;36;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;340;33;190;78;39;
;16B110409: Vermelha;230;24;159;26;21;
;16B110410: Vilar;284;16;191;52;25;
;16B1006: Caldas da Rainha;3449;394;2297;481;277;
;16B100601: A dos Francos;318;34;211;47;26;
;16B100602: Alvorninha;589;75;436;58;20;
;16B100604: Carvalhal Benfeito;335;38;222;56;19;
;16B100606: Foz do Arelho;27;2;15;8;2;
;16B100607: Landal;179;14;121;29;15;
;16B100608: Nadadouro;54;10;33;8;3;
;16B100609: Salir de Matos;472;50;327;61;34;
;16B100611: Santa Catarina;422;37;290;64;31;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;310;30;190;41;49;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;219;32;140;30;17;
;16B100619: União das freguesias de Tornada e Salir do Porto;267;37;156;46;28;
;16B100615: Vidais;257;35;156;33;33;
;16B1108: Lourinhã;2718;302;1851;368;197;
;16B110803: Moita dos Ferreiros;470;45;284;89;52;
;16B110805: Reguengo Grande;201;25;133;27;16;
;16B110810: Ribamar;93;6;74;9;4;
;16B110806: Santa Bárbara;201;40;139;18;4;
;16B110812: União das freguesias de Lourinhã e Atalaia;973;101;669;129;74;
;16B110813: União das freguesias de Miragaia e Marteleira;437;52;302;55;28;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;212;18;157;30;7;
;16B110808: Vimeiro;131;15;93;11;12;
;16B1011: Nazaré;439;50;295;56;38;
;16B101101: Famalicão;199;27;123;32;17;
;16B101102: Nazaré;26;2;15;3;6;
;16B101103: Valado dos Frades;214;21;157;21;15;
;16B1012: Óbidos;1427;162;902;238;125;
;16B101201: A dos Negros;326;21;210;59;36;
;16B101202: Amoreira;61;6;43;8;4;
;16B101208: Gaeiras;78;14;39;16;9;
;16B101203: Olho Marinho;204;16;140;28;20;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;489;73;295;81;40;
;16B101209: Usseira;117;13;75;22;7;
;16B101207: Vau;152;19;100;24;9;
;16B1014: Peniche;1038;113;745;121;59;
;16B101402: Atouguia da Baleia;750;96;518;93;43;
;16B101406: Ferrel;161;5;131;17;8;
;16B101407: Peniche;17;2;9;3;3;
;16B101405: Serra d'El-Rei;110;10;87;8;5;
;16B1112: Sobral de Monte Agraço;869;77;576;132;84;
;16B111201: Santo Quintino;409;42;245;77;45;
;16B111202: Sapataria;312;27;233;36;16;
;16B111203: Sobral de Monte Agraço;148;8;98;19;23;
;16B1113: Torres Vedras;5842;592;3832;885;533;
;16B111306: Freiria;298;27;177;66;28;
;16B111310: Ponte do Rol;130;9;81;22;18;
;16B111311: Ramalhal;182;14;127;21;20;
;16B111314: São Pedro da Cadeira;563;54;390;81;38;
;16B111316: Silveira;497;51;350;63;33;
;16B111317: Turcifal;621;74;386;103;58;
;16B111321: União das freguesias de A dos Cunhados e Maceira;653;74;446;93;40;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;280;32;181;40;27;
;16B111323: União das freguesias de Carvoeira e Carmões;421;38;255;70;58;
;16B111324: União das freguesias de Dois Portos e Runa;382;36;238;50;58;
;16B111325: União das freguesias de Maxial e Monte Redondo;518;53;359;81;25;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;601;67;355;94;85;
;16B111318: Ventosa;696;63;487;101;45;
;16D: Região de Aveiro;17315;1717;11849;2310;1439;
;16D0101: Águeda;2350;195;1694;294;167;
;16D010103: Aguada de Cima;165;10;126;17;12;
;16D010109: Fermentelos;145;18;101;17;9;
;16D010112: Macinhata do Vouga;321;38;227;40;16;
;16D010121: União das freguesias de Águeda e Borralha;210;15;156;22;17;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;137;11;91;17;18;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;244;13;181;38;12;
;16D010124: União das freguesias de Recardães e Espinhel;235;12;170;33;20;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;157;14;116;20;7;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;204;12;154;22;16;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;128;13;99;15;1;
;16D010119: Valongo do Vouga;404;39;273;53;39;
;16D0102: Albergaria-a-Velha;1658;136;1257;192;73;
;16D010209: Albergaria-a-Velha e Valmaior;271;26;185;41;19;
;16D010202: Alquerubim;348;38;273;28;9;
;16D010203: Angeja;244;19;192;26;7;
;16D010204: Branca;204;16;151;32;5;
;16D010206: Ribeira de Fráguas;61;2;43;10;6;
;16D010210: São João de Loure e Frossos;530;35;413;55;27;
;16D0103: Anadia;3001;267;1939;431;364;
;16D010304: Avelãs de Caminho;66;3;42;12;9;
;16D010305: Avelãs de Cima;422;39;289;56;38;
;16D010307: Moita;167;13;119;24;11;
;16D010309: Sangalhos;203;18;109;37;39;
;16D010310: São Lourenço do Bairro;391;53;248;50;40;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;478;36;330;64;48;
;16D010317: União das freguesias de Arcos e Mogofores;152;9;69;38;36;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;306;27;202;41;36;
;16D010312: Vila Nova de Monsarros;188;17;120;27;24;
;16D010313: Vilarinho do Bairro;628;52;411;82;83;
;16D0105: Aveiro;1687;220;1078;243;146;
;16D010501: Aradas;136;12;91;17;16;
;16D010502: Cacia;345;28;250;49;18;
;16D010515: Eixo e Eirol;290;33;188;49;20;
;16D010505: Esgueira;165;20;114;24;7;
;16D010508: Oliveirinha;227;80;80;36;31;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;370;29;267;44;30;
;16D010513: Santa Joana;77;3;47;16;11;
;16D010510: São Bernardo;49;14;22;6;7;
;16D010511: São Jacinto;3;1;2;- -;- -;
;16D010517: União das freguesias de Glória e Vera Cruz;25;- -;17;2;6;
;16D0108: Estarreja;1676;209;1161;224;82;
;16D010801: Avanca;282;15;213;41;13;
;16D010805: Pardilhó;96;13;79;4;- -;
;16D010806: Salreu;412;42;301;51;18;
;16D010808: União das freguesias de Beduído e Veiros;462;25;361;67;9;
;16D010809: União das freguesias de Canelas e Fermelã;424;114;207;61;42;
;16D0110: Ílhavo;227;7;164;34;22;
;16D011005: Gafanha da Encarnação;5;1;4;- -;- -;
;16D011006: Gafanha da Nazaré;40;- -;36;4;- -;
;16D011007: Gafanha do Carmo;15;- -;14;1;- -;
;16D011008: Ílhavo (São Salvador);167;6;110;29;22;
;16D0112: Murtosa;401;36;325;32;8;
;16D011201: Bunheiro;240;27;197;13;3;
;16D011202: Monte;25;2;19;3;1;
;16D011203: Murtosa;89;4;72;11;2;
;16D011204: Torreira;47;3;37;5;2;
;16D0114: Oliveira do Bairro;1982;207;1271;261;243;
;16D011403: Oiã;750;98;482;102;68;
;16D011404: Oliveira do Bairro;199;14;135;33;17;
;16D011405: Palhaça;167;13;120;22;12;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;866;82;534;104;146;
;16D0115: Ovar;1212;109;862;175;66;
;16D011502: Cortegaça;9;- -;7;2;- -;
;16D011503: Esmoriz;28;4;10;7;7;
;16D011504: Maceda;82;5;58;10;9;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;779;77;545;120;37;
;16D011507: Válega;314;23;242;36;13;
;16D0117: Sever do Vouga;1287;109;831;178;169;
;16D011702: Couto de Esteves;228;17;155;24;32;
;16D011704: Pessegueiro do Vouga;111;4;75;14;18;
;16D011705: Rocas do Vouga;328;26;209;51;42;
;16D011706: Sever do Vouga;102;4;60;23;15;
;16D011708: Talhadas;204;32;124;23;25;
;16D011710: União das freguesias de Cedrim e Paradela;138;11;92;15;20;
;16D011711: União das freguesias de Silva Escura e Dornelas;176;15;116;28;17;
;16D0118: Vagos;1834;222;1267;246;99;
;16D011801: Calvão;134;13;92;15;14;
;16D011804: Gafanha da Boa Hora;145;28;94;20;3;
;16D011805: Ouca;279;35;193;39;12;
;16D011810: Santo André de Vagos;243;54;151;27;11;
;16D011807: Sosa;217;13;149;45;10;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;244;34;170;26;14;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;291;27;208;43;13;
;16D011814: União das freguesias de Vagos e Santo António;281;18;210;31;22;
;16E: Região de Coimbra;35235;3465;22857;5163;3750;
;16E0601: Arganil;884;102;613;104;65;
;16E060102: Arganil;92;4;74;10;4;
;16E060104: Benfeita;17;3;12;- -;2;
;16E060105: Celavisa;7;2;5;- -;- -;
;16E060109: Folques;29;1;18;7;3;
;16E060111: Piódão;15;6;8;1;- -;
;16E060112: Pomares;33;4;24;5;- -;
;16E060113: Pombeiro da Beira;193;21;141;23;8;
;16E060114: São Martinho da Cortiça;218;27;158;17;16;
;16E060115: Sarzedo;44;4;29;9;2;
;16E060116: Secarias;17;- -;14;1;2;
;16E060119: União das freguesias de Cepos e Teixeira;17;1;12;4;- -;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;38;9;17;5;7;
;16E060121: União das freguesias de Côja e Barril de Alva;99;14;61;14;10;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;65;6;40;8;11;
;16E0602: Cantanhede;4546;499;2916;608;523;
;16E060201: Ançã;283;29;155;44;55;
;16E060203: Cadima;487;60;316;59;52;
;16E060205: Cordinhã;385;30;240;66;49;
;16E060207: Febres;124;7;82;27;8;
;16E060208: Murtede;279;23;172;36;48;
;16E060209: Ourentã;358;36;253;35;34;
;16E060218: Sanguinheira;256;24;187;29;16;
;16E060215: São Caetano;65;10;40;13;2;
;16E060214: Tocha;425;87;252;54;32;
;16E060220: União das freguesias de Cantanhede e Pocariça;422;41;239;61;81;
;16E060221: União das freguesias de Covões e Camarneira;515;76;319;71;49;
;16E060222: União das freguesias de Portunhos e Outil;506;44;338;65;59;
;16E060223: União das freguesias de Sepins e Bolho;414;29;306;43;36;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;27;3;17;5;2;
;16E0603: Coimbra;4733;321;2845;859;708;
;16E060301: Almalaguês;501;18;304;103;76;
;16E060309: Brasfemes;112;11;65;19;17;
;16E060311: Ceira;88;4;58;12;14;
;16E060312: Cernache;148;3;99;16;30;
;16E060318: Santo António dos Olivais;90;6;35;15;34;
;16E060320: São João do Campo;471;24;334;67;46;
;16E060324: São Silvestre;501;19;307;119;56;
;16E060329: Torres do Mondego;76;6;43;17;10;
;16E060332: União das freguesias de Antuzede e Vil de Matos;354;36;216;58;44;
;16E060333: União das freguesias de Assafarge e Antanhol;128;12;52;26;38;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);75;4;28;14;29;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;239;19;126;60;34;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;121;6;60;24;31;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;541;44;375;69;53;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;235;14;138;49;34;
;16E060339: União das freguesias de Souselas e Botão;606;58;345;109;94;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;268;22;154;53;39;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;179;15;106;29;29;
;16E0604: Condeixa-a-Nova;1903;144;1149;294;316;
;16E060401: Anobra;144;11;83;26;24;
;16E060406: Ega;594;48;370;87;89;
;16E060407: Furadouro;74;13;50;7;4;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;437;25;260;62;90;
;16E060412: União das freguesias de Sebal e Belide;208;13;110;48;37;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;234;12;141;40;41;
;16E060410: Zambujal;212;22;135;24;31;
;16E0605: Figueira da Foz;2404;321;1558;345;180;
;16E060519: Alhadas;188;27;125;22;14;
;16E060502: Alqueidão;327;34;209;54;30;
;16E060515: Bom Sucesso;514;93;324;66;31;
;16E060520: Buarcos;32;3;16;5;8;
;16E060521: Ferreira-a-Nova;363;39;268;43;13;
;16E060522: Lavos;84;12;49;17;6;
;16E060507: Maiorca;195;26;116;34;19;
;16E060508: Marinha das Ondas;204;24;143;23;14;
;16E060518: Moinhos da Gândara;91;17;58;9;7;
;16E060523: Paião;227;26;147;35;19;
;16E060524: Quiaios;59;6;41;11;1;
;16E060514: São Pedro;- -;- -;- -;- -;- -;
;16E060512: Tavarede;33;4;19;6;4;
;16E060513: Vila Verde;87;10;43;20;14;
;16E0606: Góis;274;26;192;41;15;
;16E060601: Alvares;57;5;42;7;3;
;16E060604: Góis;102;7;71;18;6;
;16E060606: União das freguesias de Cadafaz e Colmeal;26;2;16;4;4;
;16E060605: Vila Nova do Ceira;89;12;63;12;2;
;16E0607: Lousã;878;87;580;117;94;
;16E060706: Gândaras;131;16;87;11;17;
;16E060704: Serpins;193;20;137;19;17;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;156;14;104;24;14;
;16E060708: União das freguesias de Lousã e Vilarinho;398;37;252;63;46;
;16E0111: Mealhada;1695;107;1141;255;192;
;16E011102: Barcouço;330;27;212;45;46;
;16E011103: Casal Comba;528;31;363;72;62;
;16E011104: Luso;117;6;79;21;11;
;16E011106: Pampilhosa;155;8;105;23;19;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;334;19;225;60;30;
;16E011107: Vacariça;231;16;157;34;24;
;16E0608: Mira;381;22;283;47;29;
;16E060803: Carapelhos;64;8;40;10;6;
;16E060801: Mira;199;8;151;24;16;
;16E060804: Praia de Mira;57;4;39;8;6;
;16E060802: Seixo;61;2;53;5;1;
;16E0609: Miranda do Corvo;1322;107;881;205;129;
;16E060901: Lamas;314;5;205;65;39;
;16E060902: Miranda do Corvo;486;51;305;74;56;
;16E060906: União das freguesias de Semide e Rio Vide;404;38;296;47;23;
;16E060905: Vila Nova;118;13;75;19;11;
;16E0610: Montemor-o-Velho;3824;476;2440;550;358;
;16E061002: Arazede;934;119;646;110;59;
;16E061003: Carapinheira;216;23;128;36;29;
;16E061014: Ereira;68;3;38;14;13;
;16E061005: Liceia;331;30;246;36;19;
;16E061006: Meãs do Campo;421;49;269;40;63;
;16E061008: Pereira;224;37;124;31;32;
;16E061009: Santo Varão;110;8;58;29;15;
;16E061010: Seixo de Gatões;361;35;256;48;22;
;16E061011: Tentúgal;613;104;353;101;55;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;177;23;96;40;18;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;369;45;226;65;33;
;16E1808: Mortágua;999;131;691;100;77;
;16E180802: Cercosa;57;6;40;7;4;
;16E180804: Espinho;200;27;142;19;12;
;16E180805: Marmeleira;37;3;25;5;4;
;16E180807: Pala;201;30;120;27;24;
;16E180808: Sobral;245;36;181;15;13;
;16E180809: Trezói;72;9;53;7;3;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;187;20;130;20;17;
;16E0611: Oliveira do Hospital;1805;205;1192;247;161;
;16E061101: Aldeia das Dez;71;6;58;3;4;
;16E061102: Alvoco das Várzeas;20;4;10;1;5;
;16E061103: Avô;86;12;64;3;7;
;16E061104: Bobadela;97;16;60;12;9;
;16E061106: Lagares;143;19;90;26;8;
;16E061109: Lourosa;92;9;57;20;6;
;16E061110: Meruge;70;10;39;13;8;
;16E061111: Nogueira do Cravo;308;43;201;39;25;
;16E061115: São Gião;16;- -;12;2;2;
;16E061118: Seixo da Beira;237;9;182;33;13;
;16E061119: Travanca de Lagos;152;15;103;22;12;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;135;16;87;16;16;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;148;15;87;25;21;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;124;18;65;24;17;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;24;1;13;6;4;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;82;12;64;2;4;
;16E0612: Pampilhosa da Serra;638;105;395;93;45;
;16E061201: Cabril;16;4;12;- -;- -;
;16E061202: Dornelas do Zêzere;60;11;36;10;3;
;16E061211: Fajão-Vidual;53;7;32;9;5;
;16E061204: Janeiro de Baixo;115;11;91;8;5;
;16E061206: Pampilhosa da Serra;154;27;78;31;18;
;16E061207: Pessegueiro;21;3;11;5;2;
;16E061212: Portela do Fojo-Machio;108;26;66;10;6;
;16E061209: Unhais-o-Velho;111;16;69;20;6;
;16E0613: Penacova;1797;162;1245;241;149;
;16E061301: Carvalho;174;25;122;18;9;
;16E061302: Figueira de Lorvão;283;29;192;35;27;
;16E061304: Lorvão;288;15;208;37;28;
;16E061307: Penacova;167;15;113;22;17;
;16E061310: Sazes do Lorvão;131;24;71;26;10;
;16E061312: União das freguesias de Friúmes e Paradela;112;4;83;20;5;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;295;29;193;42;31;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;347;21;263;41;22;
;16E0614: Penela;1579;128;972;258;221;
;16E061401: Cumeeira;350;15;214;68;53;
;16E061402: Espinhal;35;4;26;4;1;
;16E061403: Podentes;283;7;154;56;66;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;911;102;578;130;101;
;16E0615: Soure;3133;284;2120;457;272;
;16E061501: Alfarelos;101;14;66;9;12;
;16E061504: Figueiró do Campo;125;9;89;19;8;
;16E061506: Granja do Ulmeiro;51;7;22;7;15;
;16E061508: Samuel;371;19;273;55;24;
;16E061509: Soure;1233;124;798;199;112;
;16E061510: Tapéus;156;13;103;25;15;
;16E061513: União das freguesias de Degracias e Pombalinho;365;61;266;27;11;
;16E061514: União das freguesias de Gesteira e Brunhós;222;19;146;30;27;
;16E061511: Vila Nova de Anços;141;6;91;27;17;
;16E061512: Vinha da Rainha;368;12;266;59;31;
;16E0616: Tábua;1761;194;1179;248;140;
;16E061602: Candosa;58;7;35;6;10;
;16E061603: Carapinha;74;6;54;10;4;
;16E061608: Midões;366;65;224;48;29;
;16E061609: Mouronho;195;17;141;31;6;
;16E061611: Póvoa de Midões;70;12;48;6;4;
;16E061612: São João da Boa Vista;60;2;47;9;2;
;16E061614: Tábua;228;19;136;49;24;
;16E061616: União das freguesias de Ázere e Covelo;161;21;109;22;9;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;243;26;162;32;23;
;16E061618: União das freguesias de Espariz e Sinde;148;9;103;18;18;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;158;10;120;17;11;
;16E0617: Vila Nova de Poiares;679;44;465;94;76;
;16E061701: Arrifana;240;15;160;41;24;
;16E061702: Lavegadas;43;2;33;6;2;
;16E061703: Poiares (Santo André);284;18;193;34;39;
;16E061704: São Miguel de Poiares;112;9;79;13;11;
;16F: Região de Leiria;19082;2277;12865;2398;1542;
;16F1002: Alvaiázere;1628;259;1064;170;135;
;16F100201: Almoster;223;49;131;27;16;
;16F100208: Alvaiázere;356;50;199;58;49;
;16F100204: Maçãs de Dona Maria;206;19;173;5;9;
;16F100205: Pelmá;200;59;137;3;1;
;16F100209: Pussos São Pedro;643;82;424;77;60;
;16F1003: Ansião;2373;298;1676;253;146;
;16F100301: Alvorge;449;100;277;39;33;
;16F100309: Ansião;531;29;415;50;37;
;16F100303: Avelar;94;7;72;10;5;
;16F100304: Chão de Couce;231;22;162;23;24;
;16F100306: Pousaflores;317;23;230;36;28;
;16F100307: Santiago da Guarda;751;117;520;95;19;
;16F1004: Batalha;871;52;640;101;78;
;16F100401: Batalha;451;27;326;60;38;
;16F100404: Golpilheira;128;12;91;17;8;
;16F100402: Reguengo do Fetal;165;10;115;17;23;
;16F100403: São Mamede;127;3;108;7;9;
;16F1007: Castanheira de Pêra;193;11;137;28;17;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;193;11;137;28;17;
;16F1008: Figueiró dos Vinhos;731;56;526;84;65;
;16F100801: Aguda;71;8;47;10;6;
