Statistical table extracted on October 18, 2022 (10:37:37);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
11D181203: Castainço;609,9;;;
11D181207: Penela da Beira;1799,4;;;
11D181208: Póvoa de Penela;1363,8;;;
11D181209: Souto;1282,5;;;
11D181210: União das freguesias de Antas e Ourozinho;1003,9;;;
11D181211: União das freguesias de Penedono e Granja;1278,9;;;
11D1708: Peso da Régua;3174,8;;;
11D170802: Fontelas;3026,6;;;
11D170805: Loureiro;3043,7;;;
11D170809: Sedielos;6038,8;;;
11D170813: União das freguesias de Galafura e Covelinhas;2853,3;;;
11D170814: União das freguesias de Moura Morta e Vinhós;2993,1;;;
11D170815: União das freguesias de Peso da Régua e Godim;3072,1;;;
11D170816: União das freguesias de Poiares e Canelas;2901,7;;;
11D170810: Vilarinho dos Freires;2937,2;;;
11D1710: Sabrosa;2159,4;;;
11D171001: Celeirós;2819,4;;;
11D171002: Covas do Douro;2736,1;;;
11D171004: Gouvinhas;2584,7;;;
11D171007: Paços;1754,1;;;
11D171005: Parada de Pinhão;943,2;;;
11D171009: Sabrosa;2608;;;
11D171011: São Lourenço de Ribapinhão;911,9;;;
11D171013: Souto Maior;1771,2;;;
11D171014: Torre do Pinhão;899,1;;;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;2142,9;;;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;2480,9;;;
11D171015: Vilarinho de São Romão;2747,6;;;
11D1711: Santa Marta de Penaguião;2595,5;;;
11D171101: Alvações do Corgo;2784,8;;;
11D171102: Cumieira;2682,9;;;
11D171103: Fontes;1374,8;;;
11D171106: Medrões;2783,9;;;
11D171110: Sever;3358,5;;;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;2986,5;;;
11D171112: União das freguesias de Louredo e Fornelos;2236,5;;;
11D1815: São João da Pesqueira;1904;;;
11D181501: Castanheiro do Sul;2168,5;;;
11D181502: Ervedosa do Douro;2236,6;;;
11D181504: Nagozelo do Douro;2233,2;;;
11D181505: Paredes da Beira;1272;;;
11D181507: Riodades;991,2;;;
11D181509: Soutelo do Douro;2315,9;;;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;2043,5;;;
11D181516: União das freguesias de Trevões e Espinhosa;1625,8;;;
11D181517: União das freguesias de Vilarouco e Pereiros;1797,8;;;
11D181511: Vale de Figueira;1669,4;;;
11D181512: Valongo dos Azeites;1708,6;;;
11D1818: Sernancelhe;1371,2;;;
11D181801: Arnas;1282;;;
11D181802: Carregal;1572,5;;;
11D181803: Chosendo;816;;;
11D181804: Cunha;1600,4;;;
11D181806: Faia;2507,1;;;
11D181810: Granjal;1516,4;;;
11D181811: Lamosa;1162;;;
11D181814: Quintela;2273,1;;;
11D181818: União das freguesias de Ferreirim e Macieira;1277,2;;;
11D181819: União das freguesias de Fonte Arcada e Escurquela;997,6;;;
11D181820: União das freguesias de Penso e Freixinho;1813,8;;;
11D181821: União das freguesias de Sernancelhe e Sarzeda;1244,1;;;
11D181817: Vila da Ponte;1794,6;;;
11D1819: Tabuaço;2013,5;;;
11D181901: Adorigo;2596,6;;;
11D181902: Arcos;1288,8;;;
11D181904: Chavães;1128;;;
11D181905: Desejosa;2293,5;;;
11D181906: Granja do Tedo;1066,8;;;
11D181908: Longa;1255,4;;;
11D181913: Sendim;1888,3;;;
11D181914: Tabuaço;1769,9;;;
11D181918: União das freguesias de Barcos e Santa Leocádia;2044,2;;;
11D181919: União das freguesias de Paradela e Granjinha;1071,4;;;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;1028,6;;;
11D181921: União das freguesias de Távora e Pereiro;2064,2;;;
11D181917: Valença do Douro;2766,5;;;
11D1820: Tarouca;3303,1;;;
11D182004: Mondim da Beira;8186,3;;;
11D182005: Salzedas;2554;;;
11D182006: São João de Tarouca;2150,7;;;
11D182011: União das freguesias de Gouviães e Ucanha;2313,8;;;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;4521,7;;;
11D182013: União das freguesias de Tarouca e Dálvares;3718,1;;;
11D182009: Várzea da Serra;1406,7;;;
11D0409: Torre de Moncorvo;820,4;;;
11D040901: Açoreira;852,6;;;
11D040903: Cabeça Boa;1081,6;;;
11D040905: Carviçais;664,2;;;
11D040906: Castedo;665,7;;;
11D040909: Horta da Vilariça;1287,2;;;
11D040910: Larinho;678,1;;;
11D040911: Lousa;1201,7;;;
11D040913: Mós;652;;;
11D040916: Torre de Moncorvo;1066;;;
11D040918: União das freguesias de Adeganha e Cardanha;878,2;;;
11D040919: União das freguesias de Felgar e Souto da Velha;674,5;;;
11D040920: União das freguesias de Felgueiras e Maçores;668;;;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;723,3;;;
11D0914: Vila Nova de Foz Côa;1174,7;;;
11D091401: Almendra;687,6;;;
11D091402: Castelo Melhor;548,3;;;
11D091403: Cedovim;1687,7;;;
11D091404: Chãs;1312,2;;;
11D091405: Custóias;1338,7;;;
11D091418: Freixo de Numão;1564,6;;;
11D091407: Horta;2013,9;;;
11D091410: Muxagata;1685,2;;;
11D091411: Numão;2053,8;;;
11D091412: Santa Comba;1320,2;;;
11D091414: Sebadelhe;1854,7;;;
11D091415: Seixas;1617,3;;;
11D091416: Touça;1350,4;;;
11D091419: Vila Nova de Foz Côa;950,9;;;
11D1714: Vila Real;1380,5;;;
11D171401: Abaças;2605,7;;;
11D171403: Andrães;1209,8;;;
11D171404: Arroios;1790,2;;;
11D171406: Campeã;1503,8;;;
11D171409: Folhadela;2992;;;
11D171410: Guiães;2747,7;;;
11D171414: Lordelo;1766,3;;;
11D171415: Mateus;4158,7;;;
11D171416: Mondrões;1184,1;;;
11D171420: Parada de Cunhos;2379;;;
11D171426: Torgueda;1066,4;;;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;732,1;;;
11D171432: União das freguesias de Borbela e Lamas de Olo;615,4;;;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;1208,3;;;
11D171434: União das freguesias de Mouçós e Lamares;1095,5;;;
11D171435: União das freguesias de Nogueira e Ermida;2614,7;;;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;920,7;;;
11D171437: União das freguesias de São Tomé do Castelo e Justes;827,1;;;
11D171429: Vila Marim;696;;;
11D171438: Vila Real;2525,7;;;
11E: Terras de Trás-os-Montes;697,6;;;
11E0401: Alfândega da Fé;697,5;;;
11E040102: Alfândega da Fé;844,8;;;
11E040103: Cerejais;533,9;;;
11E040111: Sambade;850,1;;;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;535,4;;;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;602,3;;;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;732,8;;;
11E040124: União das freguesias de Gebelim e Soeima;575,9;;;
11E040125: União das freguesias de Parada e Sendim da Ribeira;624,7;;;
11E040126: União das freguesias de Pombal e Vales;672,8;;;
11E040118: Vilar Chão;616,2;;;
11E040119: Vilarelhos;1149,1;;;
11E040120: Vilares de Vilariça;850,6;;;
11E0402: Bragança;604,4;;;
11E040201: Alfaião;640,1;;;
11E040203: Babe;414,9;;;
11E040204: Baçal;491,1;;;
11E040206: Carragosa;611,9;;;
11E040209: Castro de Avelãs;858,2;;;
11E040210: Coelhoso;593,8;;;
11E040212: Donai;615,8;;;
11E040213: Espinhosela;718,2;;;
11E040215: França;747,5;;;
11E040216: Gimonde;690,7;;;
11E040217: Gondesende;559,2;;;
11E040218: Gostei;870,9;;;
11E040219: Grijó de Parada;574,2;;;
11E040221: Macedo do Mato;565,6;;;
11E040224: Mós;681,2;;;
11E040225: Nogueira;632,5;;;
11E040226: Outeiro;464,9;;;
11E040229: Parâmio;709,7;;;
11E040230: Pinela;645,3;;;
11E040232: Quintanilha;537;;;
11E040233: Quintela de Lampaças;625,9;;;
11E040234: Rabal;731;;;
11E040236: Rebordãos;678,1;;;
11E040239: Salsas;637,8;;;
11E040240: Samil;622,4;;;
11E040241: Santa Comba de Rossas;526,1;;;
11E040244: São Pedro de Sarracenos;771;;;
11E040246: Sendas;618,2;;;
11E040247: Serapicos;608,9;;;
11E040248: Sortes.;642,3;;;
11E040250: União das freguesias de Aveleda e Rio de Onor;538,5;;;
11E040251: União das freguesias de Castrelos e Carrazedo;551,3;;;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;634,7;;;
11E040253: União das freguesias de Parada e Faílde;601;;;
11E040254: União das freguesias de Rebordainhos e Pombares;662;;;
11E040255: União das freguesias de Rio Frio e Milhão;454,9;;;
11E040256: União das freguesias de São Julião de Palácios e Deilão;501,1;;;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;630,2;;;
11E040249: Zoio;630,3;;;
11E0405: Macedo de Cavaleiros;720,7;;;
11E040502: Amendoeira;733,8;;;
11E040503: Arcas;673,1;;;
11E040507: Carrapatas;779,5;;;
11E040509: Chacim;793,4;;;
11E040510: Cortiços;572,7;;;
11E040511: Corujas;640,1;;;
11E040514: Ferreira;641,1;;;
11E040515: Grijó;748,3;;;
11E040516: Lagoa;683,2;;;
11E040517: Lamalonga;859,6;;;
11E040518: Lamas;1025,8;;;
11E040519: Lombo;659,7;;;
11E040520: Macedo de Cavaleiros;1141;;;
11E040521: Morais;778,6;;;
11E040523: Olmos;1666,6;;;
11E040524: Peredo;597,9;;;
11E040526: Salselas;556,1;;;
11E040528: Sezulfe;822,8;;;
11E040530: Talhas;577,6;;;
11E040539: União das freguesias de Ala e Vilarinho do Monte;649,2;;;
11E040540: União das freguesias de Bornes e Burga;789,2;;;
11E040541: União das freguesias de Castelãos e Vilar do Monte;884,4;;;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;637,7;;;
11E040543: União das freguesias de Podence e Santa Combinha;692,9;;;
11E040544: União das freguesias de Talhinhas e Bagueixe;578,1;;;
11E040532: Vale Benfeito;671;;;
11E040533: Vale da Porca;823,9;;;
11E040534: Vale de Prados;755,1;;;
11E040536: Vilarinho de Agrochão;829,3;;;
11E040538: Vinhas;523,8;;;
11E0406: Miranda do Douro;649,4;;;
11E040604: Duas Igrejas;641;;;
11E040605: Genísio;845,5;;;
11E040607: Malhadas;665;;;
11E040608: Miranda do Douro;632,8;;;
11E040609: Palaçoulo;878,7;;;
11E040611: Picote;432,6;;;
11E040612: Póvoa;574,9;;;
11E040613: São Martinho de Angueira;854,3;;;
11E040618: União das freguesias de Constantim e Cicouro;461,1;;;
11E040619: União das freguesias de Ifanes e Paradela;552,3;;;
11E040620: União das freguesias de Sendim e Atenor;628,7;;;
11E040621: União das freguesias de Silva e Águas Vivas;548,1;;;
11E040616: Vila Chã de Braciosa;725,6;;;
11E0407: Mirandela;729,4;;;
11E040701: Abambres;889;;;
11E040702: Abreiro;509,2;;;
11E040703: Aguieiras;794,9;;;
11E040704: Alvites;614,2;;;
11E040708: Bouça;657,1;;;
11E040709: Cabanelas;747,1;;;
11E040710: Caravelas;508,2;;;
11E040711: Carvalhais;994;;;
11E040712: Cedães;494,3;;;
11E040713: Cobro;468,1;;;
11E040714: Fradizela;1360,4;;;
11E040716: Frechas;1750;;;
11E040718: Lamas de Orelhão;580,4;;;
11E040720: Mascarenhas;740,2;;;
11E040721: Mirandela;890,9;;;
11E040722: Múrias;662,7;;;
11E040724: Paços;716,5;;;
11E040727: São Pedro Velho;1021,8;;;
11E040728: São Salvador;593,7;;;
11E040729: Suçães;673;;;
11E040730: Torre de Dona Chama;963,5;;;
11E040738: União das freguesias de Avantos e Romeu;455,4;;;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;691,5;;;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;706,6;;;
11E040741: União das freguesias de Franco e Vila Boa;769,8;;;
11E040742: União das freguesias de Freixeda e Vila Verde;599,7;;;
11E040731: Vale de Asnes;528,6;;;
11E040732: Vale de Gouvinhas;705,4;;;
11E040733: Vale de Salgueiro;688,1;;;
11E040734: Vale de Telhas;658,3;;;
11E0408: Mogadouro;734,1;;;
11E040801: Azinhoso;524,3;;;
11E040802: Bemposta;490,5;;;
11E040803: Bruçó;444,8;;;
11E040804: Brunhoso;822,6;;;
11E040807: Castelo Branco;548;;;
11E040808: Castro Vicente;645,8;;;
11E040809: Meirinhos;642,9;;;
11E040811: Paradela;739,2;;;
11E040812: Penas Roias;886,1;;;
11E040813: Peredo da Bemposta;716,8;;;
11E040815: Saldanha;1386,1;;;
11E040817: São Martinho do Peso;705,9;;;
11E040819: Tó;766,2;;;
11E040820: Travanca;869,5;;;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1051,7;;;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;590;;;
11E040831: União das freguesias de Remondes e Soutelo;802,1;;;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;715,8;;;
11E040821: Urrós;958,5;;;
11E040822: Vale da Madre;1011,6;;;
11E040826: Vila de Ala;796,9;;;
11E0410: Vila Flor;1050,2;;;
11E041002: Benlhevai;1062,3;;;
11E041005: Freixiel;1393,6;;;
11E041009: Roios;1010,4;;;
11E041010: Samões;585,2;;;
11E041011: Sampaio;1130,4;;;
11E041012: Santa Comba de Vilariça;1414,9;;;
11E041013: Seixo de Manhoses;1132,8;;;
11E041014: Trindade;677,7;;;
11E041020: União das freguesias de Assares e Lodões;1213,9;;;
11E041021: União das freguesias de Candoso e Carvalho de Egas;1083;;;
11E041022: União das freguesias de Valtorno e Mourão;687,6;;;
11E041023: União das freguesias de Vila Flor e Nabo;1168,5;;;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;790,9;;;
11E041015: Vale Frechoso;1008;;;
11E0411: Vimioso;580,9;;;
11E041103: Argozelo;478,5;;;
11E041107: Carção;580,3;;;
11E041108: Matela;685,9;;;
11E041109: Pinelo;490,4;;;
11E041110: Santulhão;702,2;;;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;505,1;;;
11E041116: União das freguesias de Caçarelhos e Angueira;608;;;
11E041117: União das freguesias de Vale de Frades e Avelanoso;566,8;;;
11E041113: Vilar Seco;772;;;
11E041114: Vimioso;487,8;;;
11E0412: Vinhais;714,1;;;
11E041201: Agrochão;633,8;;;
11E041203: Candedo;788,3;;;
11E041204: Celas;696,7;;;
11E041206: Edral;814,7;;;
11E041207: Edrosa;620,7;;;
11E041208: Ervedosa;658,6;;;
11E041215: Paçó;595,5;;;
11E041216: Penhas Juntas;654,3;;;
11E041219: Rebordelo;740,3;;;
11E041221: Santalha;861,2;;;
11E041226: Tuizelo;682,1;;;
11E041236: União das freguesias de Curopos e Vale de Janeiro;763,2;;;
11E041237: União das freguesias de Moimenta e Montouto;668,7;;;
11E041238: União das freguesias de Nunes e Ousilhão;793,3;;;
11E041239: União das freguesias de Quirás e Pinheiro Novo;807,5;;;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;698,7;;;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;484,1;;;
11E041242: União das freguesias de Travanca e Santa Cruz;644,4;;;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;786,5;;;
11E041227: Vale das Fontes;842,9;;;
11E041229: Vila Boa de Ousilhão;713,8;;;
11E041230: Vila Verde;474;;;
11E041232: Vilar de Ossos;778,7;;;
11E041233: Vilar de Peregrinos;627,6;;;
11E041234: Vilar Seco de Lomba;791;;;
11E041235: Vinhais;996;;;
16: Centro;1881,8;;;
16B: Oeste;4541,2;;;
16B1001: Alcobaça;6289,2;;;
16B100102: Alfeizerão;7268,7;;;
16B100120: Aljubarrota;3738;;;
16B100104: Bárrio;2950;;;
16B100105: Benedita;20075,2;;;
16B100106: Cela;4593,8;;;
16B100108: Évora de Alcobaça;7100,5;;;
16B100109: Maiorga;2614,1;;;
16B100112: São Martinho do Porto;9626,4;;;
16B100114: Turquel;8536,9;;;
16B100121: União das freguesias de Alcobaça e Vestiaria;2857,1;;;
16B100122: União das freguesias de Coz, Alpedriz e Montes;4058,9;;;
16B100123: União das freguesias de Pataias e Martingança;6082,5;;;
16B100116: Vimeiro;4439,2;;;
16B1101: Alenquer;2573,3;;;
16B110106: Carnota;1743,8;;;
16B110107: Meca;1667,8;;;
16B110108: Olhalvo;1254,7;;;
16B110109: Ota;886,3;;;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;6002,4;;;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1419,1;;;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);2459,2;;;
16B110120: União das freguesias de Carregado e Cadafais;2240,9;;;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1490,1;;;
16B110113: Ventosa;1033,5;;;
16B110114: Vila Verde dos Francos;1401,9;;;
16B1102: Arruda dos Vinhos;2168,6;;;
16B110201: Arranhó;3718;;;
16B110202: Arruda dos Vinhos;1416,1;;;
16B110203: Cardosas;1596,1;;;
16B110204: São Tiago dos Velhos;2369,5;;;
16B1005: Bombarral;5457,1;;;
16B100502: Carvalhal;2629,4;;;
16B100505: Pó;23776,5;;;
16B100503: Roliça;7284,9;;;
16B100506: União das freguesias do Bombarral e Vale Covo;2296,6;;;
16B1104: Cadaval;3319,3;;;
16B110401: Alguber;3585,3;;;
16B110407: Peral;3831,6;;;
16B110412: União das freguesias de Lamas e Cercal;3880;;;
16B110413: União das freguesias de Painho e Figueiros;3021;;;
16B110411: União das freguesias do Cadaval e Pêro Moniz;2958,1;;;
16B110409: Vermelha;3359,1;;;
16B110410: Vilar;2214,1;;;
16B1006: Caldas da Rainha;5579,5;;;
16B100601: A dos Francos;2845,7;;;
16B100602: Alvorninha;4947,1;;;
16B100604: Carvalhal Benfeito;6143;;;
16B100606: Foz do Arelho;1068,5;;;
16B100607: Landal;12148,7;;;
16B100608: Nadadouro;1786,2;;;
16B100609: Salir de Matos;4963,5;;;
16B100611: Santa Catarina;6440,1;;;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;5177,9;;;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;5493,6;;;
16B100619: União das freguesias de Tornada e Salir do Porto;12334,6;;;
16B100615: Vidais;4354,6;;;
16B1108: Lourinhã;6775,5;;;
16B110803: Moita dos Ferreiros;3427,5;;;
16B110805: Reguengo Grande;5872,9;;;
16B110810: Ribamar;2978,3;;;
16B110806: Santa Bárbara;3233,7;;;
16B110812: União das freguesias de Lourinhã e Atalaia;7901,7;;;
16B110813: União das freguesias de Miragaia e Marteleira;12387,6;;;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;4811;;;
16B110808: Vimeiro;5211,9;;;
16B1011: Nazaré;5496,6;;;
16B101101: Famalicão;3732,2;;;
16B101102: Nazaré;4389,9;;;
16B101103: Valado dos Frades;6351,5;;;
16B1012: Óbidos;6550,9;;;
16B101201: A dos Negros;2749,8;;;
16B101202: Amoreira;13328,7;;;
16B101208: Gaeiras;3355,9;;;
16B101203: Olho Marinho;17261,6;;;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;5883,3;;;
16B101209: Usseira;3777,8;;;
16B101207: Vau;3399,7;;;
16B1014: Peniche;7152;;;
16B101402: Atouguia da Baleia;6474,3;;;
16B101406: Ferrel;14210,1;;;
16B101407: Peniche;446,5;;;
16B101405: Serra d'El-Rei;4117,1;;;
16B1112: Sobral de Monte Agraço;2465;;;
16B111201: Santo Quintino;2344,4;;;
16B111202: Sapataria;2531,1;;;
16B111203: Sobral de Monte Agraço;2625,7;;;
16B1113: Torres Vedras;3813,3;;;
16B111306: Freiria;2347,4;;;
16B111310: Ponte do Rol;3003,7;;;
16B111311: Ramalhal;6806;;;
16B111314: São Pedro da Cadeira;2700;;;
16B111316: Silveira;6848,5;;;
16B111317: Turcifal;2131;;;
16B111321: União das freguesias de A dos Cunhados e Maceira;6217,1;;;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;9273,8;;;
16B111323: União das freguesias de Carvoeira e Carmões;5254,8;;;
16B111324: União das freguesias de Dois Portos e Runa;1239,3;;;
16B111325: União das freguesias de Maxial e Monte Redondo;4320,3;;;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;3180,8;;;
16B111318: Ventosa;2206,3;;;
16D: Região de Aveiro;4310,3;;;
16D0101: Águeda;3718;;;
16D010103: Aguada de Cima;3175;;;
16D010109: Fermentelos;3355;;;
16D010112: Macinhata do Vouga;3139,1;;;
16D010121: União das freguesias de Águeda e Borralha;3529,3;;;
16D010122: União das freguesias de Barrô e Aguada de Baixo;2111,2;;;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;5004,9;;;
16D010124: União das freguesias de Recardães e Espinhel;2429,6;;;
16D010125: União das freguesias de Travassô e Óis da Ribeira;4170,7;;;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;4429,3;;;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;5959,3;;;
16D010119: Valongo do Vouga;3526,2;;;
16D0102: Albergaria-a-Velha;4634;;;
16D010209: Albergaria-a-Velha e Valmaior;2762,6;;;
16D010202: Alquerubim;4105,1;;;
16D010203: Angeja;2565,7;;;
16D010204: Branca;17094,3;;;
16D010206: Ribeira de Fráguas;24826,7;;;
16D010210: São João de Loure e Frossos;3373,8;;;
16D0103: Anadia;2649,1;;;
16D010304: Avelãs de Caminho;2416,6;;;
16D010305: Avelãs de Cima;4651,1;;;
16D010307: Moita;4573,8;;;
16D010309: Sangalhos;2036,6;;;
16D010310: São Lourenço do Bairro;1865,2;;;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2698,8;;;
16D010317: União das freguesias de Arcos e Mogofores;2691,3;;;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;2345,8;;;
16D010312: Vila Nova de Monsarros;1580,9;;;
16D010313: Vilarinho do Bairro;2640,5;;;
16D0105: Aveiro;3234,4;;;
16D010501: Aradas;4522,4;;;
16D010502: Cacia;2301,1;;;
16D010515: Eixo e Eirol;2461,1;;;
16D010505: Esgueira;2288,4;;;
16D010508: Oliveirinha;4391,7;;;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;3257,7;;;
16D010513: Santa Joana;4283,9;;;
16D010510: São Bernardo;4513,1;;;
16D010511: São Jacinto;11417,2;;;
16D010517: União das freguesias de Glória e Vera Cruz;3945,7;;;
16D0108: Estarreja;5148,9;;;
16D010801: Avanca;7132;;;
16D010805: Pardilhó;7503,4;;;
16D010806: Salreu;4335,7;;;
16D010808: União das freguesias de Beduído e Veiros;5833,5;;;
16D010809: União das freguesias de Canelas e Fermelã;3347,7;;;
16D0110: Ílhavo;4610,9;;;
16D011005: Gafanha da Encarnação;3948,5;;;
16D011006: Gafanha da Nazaré;3629,7;;;
16D011007: Gafanha do Carmo;5985,4;;;
16D011008: Ílhavo (São Salvador);4505,3;;;
16D0112: Murtosa;5380,9;;;
16D011201: Bunheiro;5648,9;;;
16D011202: Monte;4791,9;;;
16D011203: Murtosa;4743;;;
16D011204: Torreira;5345;;;
16D0114: Oliveira do Bairro;3170,9;;;
16D011403: Oiã;3607,7;;;
16D011404: Oliveira do Bairro;2167,4;;;
16D011405: Palhaça;2974,9;;;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;3354,1;;;
16D0115: Ovar;7653,6;;;
16D011502: Cortegaça;1271,1;;;
16D011503: Esmoriz;5354,5;;;
16D011504: Maceda;3179,2;;;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;8195,7;;;
16D011507: Válega;7670,6;;;
16D0117: Sever do Vouga;5326,7;;;
16D011702: Couto de Esteves;4201,4;;;
16D011704: Pessegueiro do Vouga;2792,3;;;
16D011705: Rocas do Vouga;8165,2;;;
16D011706: Sever do Vouga;13486;;;
16D011708: Talhadas;3692,5;;;
16D011710: União das freguesias de Cedrim e Paradela;3513,9;;;
16D011711: União das freguesias de Silva Escura e Dornelas;3940,4;;;
16D0118: Vagos;5289,4;;;
16D011801: Calvão;5306,2;;;
16D011804: Gafanha da Boa Hora;3093,5;;;
16D011805: Ouca;7958;;;
16D011810: Santo André de Vagos;5145,7;;;
16D011807: Sosa;3539,5;;;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;4744,6;;;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;6130,5;;;
16D011814: União das freguesias de Vagos e Santo António;6169,5;;;
16E: Região de Coimbra;2996,8;;;
16E0601: Arganil;1890;;;
16E060102: Arganil;1889,2;;;
16E060104: Benfeita;1265,1;;;
16E060105: Celavisa;2279,3;;;
16E060109: Folques;1759,6;;;
16E060111: Piódão;2540,3;;;
16E060112: Pomares;1684,1;;;
16E060113: Pombeiro da Beira;1636,8;;;
16E060114: São Martinho da Cortiça;1504,1;;;
16E060115: Sarzedo;1256,4;;;
16E060116: Secarias;1572,4;;;
16E060119: União das freguesias de Cepos e Teixeira;1908,4;;;
16E060120: União das freguesias de Cerdeira e Moura da Serra;1749,1;;;
16E060121: União das freguesias de Côja e Barril de Alva;4442,6;;;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;1159,4;;;
16E0602: Cantanhede;3595,4;;;
16E060201: Ançã;1541,6;;;
16E060203: Cadima;3734,5;;;
16E060205: Cordinhã;2913,2;;;
16E060207: Febres;3969,7;;;
16E060208: Murtede;2993,3;;;
16E060209: Ourentã;2093,3;;;
16E060218: Sanguinheira;6660,3;;;
16E060215: São Caetano;4146,2;;;
16E060214: Tocha;6288,4;;;
16E060220: União das freguesias de Cantanhede e Pocariça;2388,1;;;
16E060221: União das freguesias de Covões e Camarneira;3804,1;;;
16E060222: União das freguesias de Portunhos e Outil;1882,9;;;
16E060223: União das freguesias de Sepins e Bolho;2931,7;;;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;5320,4;;;
16E0603: Coimbra;3573,9;;;
16E060301: Almalaguês;3794,4;;;
16E060309: Brasfemes;1506,4;;;
16E060311: Ceira;34425,1;;;
16E060312: Cernache;1805;;;
16E060318: Santo António dos Olivais;1515,9;;;
16E060320: São João do Campo;4546,3;;;
16E060324: São Silvestre;1802,9;;;
16E060329: Torres do Mondego;2653,1;;;
16E060332: União das freguesias de Antuzede e Vil de Matos;1612,8;;;
16E060333: União das freguesias de Assafarge e Antanhol;1377;;;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);19990,4;;;
16E060335: União das freguesias de Eiras e São Paulo de Frades;2147,7;;;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;2152,1;;;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;2612,1;;;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;4637,2;;;
16E060339: União das freguesias de Souselas e Botão;1526,7;;;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;1782,9;;;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;1482,9;;;
16E0604: Condeixa-a-Nova;1406,5;;;
16E060401: Anobra;2174,2;;;
16E060406: Ega;1602,2;;;
16E060407: Furadouro;631;;;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;1997,9;;;
16E060412: União das freguesias de Sebal e Belide;1801,5;;;
16E060413: União das freguesias de Vila Seca e Bem da Fé;1136,4;;;
16E060410: Zambujal;729,2;;;
16E0605: Figueira da Foz;3094;;;
16E060519: Alhadas;2006,9;;;
16E060502: Alqueidão;2501,9;;;
16E060515: Bom Sucesso;6493,7;;;
