Statistical table extracted on October 18, 2022 (10:37:37);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
16J050302: Aldeia de São Francisco de Assis;2117,8;;;
16J050305: Boidobra;1068;;;
16J050308: Cortes do Meio;1442,4;;;
16J050309: Dominguizo;846,7;;;
16J050310: Erada;1450,5;;;
16J050311: Ferro;1353,6;;;
16J050312: Orjais;1930,4;;;
16J050314: Paul;2162,3;;;
16J050315: Peraboa;798,3;;;
16J050318: São Jorge da Beira;953,6;;;
16J050322: Sobral de São Miguel;975,3;;;
16J050324: Tortosendo;826,3;;;
16J050325: Unhais da Serra;1559,1;;;
16J050332: União das freguesias de Barco e Coutada;1093,9;;;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;1797,3;;;
16J050334: União das freguesias de Casegas e Ourondo;1049,4;;;
16J050335: União das freguesias de Covilhã e Canhoso;1304,7;;;
16J050336: União das freguesias de Peso e Vales do Rio;982,9;;;
16J050337: União das freguesias de Teixoso e Sarzedo;1135,8;;;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;1832,5;;;
16J050327: Verdelhos;1546,9;;;
16J0904: Figueira de Castelo Rodrigo;442,2;;;
16J090403: Castelo Rodrigo;631,4;;;
16J090406: Escalhão;361,5;;;
16J090408: Figueira de Castelo Rodrigo;460,1;;;
16J090410: Mata de Lobos;446,3;;;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;332,6;;;
16J090419: União das freguesias de Almofala e Escarigo;389,2;;;
16J090420: União das freguesias de Cinco Vilas e Reigada;447,2;;;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;494,4;;;
16J090422: União das freguesias do Colmeal e Vilar Torpim;531,9;;;
16J090415: Vermiosa;519,5;;;
16J0905: Fornos de Algodres;1084,7;;;
16J090501: Algodres;1181;;;
16J090502: Casal Vasco;1489,4;;;
16J090504: Figueiró da Granja;1026,8;;;
16J090505: Fornos de Algodres;884,1;;;
16J090507: Infias;1348,9;;;
16J090509: Maceira;1268,9;;;
16J090510: Matança;973,9;;;
16J090511: Muxagata;1535,5;;;
16J090512: Queiriz;1387,1;;;
16J090517: União das freguesias de Cortiçô e Vila Chã;905,3;;;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;865,3;;;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;928,8;;;
16J0504: Fundão;1131,2;;;
16J050401: Alcaide;2195,1;;;
16J050402: Alcaria;2443,1;;;
16J050403: Alcongosta;3266,1;;;
16J050406: Alpedrinha;1512,6;;;
16J050408: Barroca;658,1;;;
16J050410: Bogas de Cima;1135,6;;;
16J050411: Capinha;886,4;;;
16J050412: Castelejo;1048,8;;;
16J050413: Castelo Novo;911,2;;;
16J050431: Enxames;1038,1;;;
16J050416: Fatela;884,8;;;
16J050419: Lavacolhos;990;;;
16J050420: Orca;741,3;;;
16J050421: Pêro Viseu;842,8;;;
16J050424: Silvares;839,8;;;
16J050425: Soalheira;1149;;;
16J050426: Souto da Casa;1531,9;;;
16J050427: Telhado;1098,8;;;
16J050432: Três Povos;1044,1;;;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;1443,1;;;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;1091,8;;;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;1248,7;;;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;785,6;;;
16J0906: Gouveia;864,7;;;
16J090602: Arcozelo;734,8;;;
16J090603: Cativelos;2200,3;;;
16J090605: Folgosinho;332,6;;;
16J090625: Gouveia;613,4;;;
16J090612: Nespereira;1662,2;;;
16J090613: Paços da Serra;1781,7;;;
16J090614: Ribamondego;646,8;;;
16J090617: São Paio;612,4;;;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;488,5;;;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;561,9;;;
16J090626: União das freguesias de Melo e Nabais;866,8;;;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;1392,6;;;
16J090628: União das freguesias de Rio Torto e Lagarinhos;1012,6;;;
16J090619: Vila Cortês da Serra;450,3;;;
16J090620: Vila Franca da Serra;731,3;;;
16J090621: Vila Nova de Tazem;1044,7;;;
16J0907: Guarda;925,4;;;
16J090766: Adão;2168,2;;;
16J090703: Aldeia do Bispo;494;;;
16J090704: Aldeia Viçosa;815,3;;;
16J090705: Alvendre;922,7;;;
16J090706: Arrifana;653,9;;;
16J090708: Avelãs da Ribeira;932,6;;;
16J090709: Benespera;726,5;;;
16J090711: Casal de Cinza;726,6;;;
16J090712: Castanheira;768,8;;;
16J090713: Cavadoude;1244;;;
16J090714: Codesseiro;621,6;;;
16J090716: Faia;1541,1;;;
16J090717: Famalicão;819;;;
16J090718: Fernão Joanes;726,2;;;
16J090757: Gonçalo;855,2;;;
16J090721: Gonçalo Bocas;902,7;;;
16J090758: Guarda;701,3;;;
16J090759: Jarmelo São Miguel;654,2;;;
16J090760: Jarmelo São Pedro;544,2;;;
16J090722: João Antão;467,2;;;
16J090723: Maçainhas;1155,6;;;
16J090724: Marmeleiro;780,9;;;
16J090725: Meios;943,6;;;
16J090728: Panoias de Cima;1518,9;;;
16J090729: Pega;2138;;;
16J090730: Pêra do Moço;897,1;;;
16J090732: Porto da Carne;6050;;;
16J090734: Ramela;1167,3;;;
16J090738: Santana da Azinha;994;;;
16J090744: Sobral da Serra;884,8;;;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;575,8;;;
16J090762: União de freguesias de Corujeira e Trinta;761,3;;;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;620,4;;;
16J090764: União de freguesias de Pousade e Albardo;460,3;;;
16J090765: União de freguesias de Rochoso e Monte Margarida;453,6;;;
16J090746: Vale de Estrela;754,6;;;
16J090747: Valhelhas;10536,6;;;
16J090748: Vela;879,7;;;
16J090749: Videmonte;438,1;;;
16J090750: Vila Cortês do Mondego;1665,8;;;
16J090751: Vila Fernando;1066,4;;;
16J090752: Vila Franca do Deão;753,5;;;
16J090753: Vila Garcia;926,3;;;
16J0908: Manteigas;664,2;;;
16J090802: Manteigas (Santa Maria);656;;;
16J090803: Manteigas (São Pedro);564,1;;;
16J090801: Sameiro;1947,1;;;
16J090804: Vale de Amoreira;832,4;;;
16J0909: Mêda;791,3;;;
16J090901: Aveloso;1009,8;;;
16J090902: Barreira;398;;;
16J090905: Coriscada;531;;;
16J090907: Longroiva;939,7;;;
16J090908: Marialva;947;;;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;777;;;
16J090912: Poço do Canto;837,6;;;
16J090918: Prova e Casteição;956,5;;;
16J090914: Rabaçal;867,3;;;
16J090915: Ranhados;1112,3;;;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;689,7;;;
16J0910: Pinhel;766;;;
16J091028: Agregação das freguesias Sul de Pinhel;703,6;;;
16J091032: Alto do Palurdo;580,8;;;
16J091029: Alverca da Beira/Bouça Cova;757,4;;;
16J091009: Ervedosa;641,8;;;
16J091010: Freixedas;832,6;;;
16J091012: Lamegal;694,2;;;
16J091013: Lameiras;858,1;;;
16J091014: Manigoto;779,1;;;
16J091015: Pala;1022,4;;;
16J091017: Pinhel;619,5;;;
16J091018: Pínzio;849,5;;;
16J091024: Souro Pires;1129,9;;;
16J091030: Terras de Massueime;1251,5;;;
16J091035: União das freguesias de Atalaia e Safurdão;753,7;;;
16J091031: Valbom/Bogalhal;533,8;;;
16J091033: Vale do Côa;501,4;;;
16J091034: Vale do Massueime;941,8;;;
16J091027: Vascoveiro;775,2;;;
16J0911: Sabugal;556;;;
16J091101: Águas Belas;535,3;;;
16J091103: Aldeia da Ponte;416,5;;;
16J091102: Aldeia do Bispo;858,3;;;
16J091106: Aldeia Velha;483,1;;;
16J091107: Alfaiates;420,2;;;
16J091109: Baraçal;2263,6;;;
16J091110: Bendada;552,3;;;
16J091111: Bismula;537,3;;;
16J091112: Casteleiro;677,9;;;
16J091113: Cerdeira;685,8;;;
16J091114: Fóios;829,9;;;
16J091118: Malcata;798,9;;;
16J091120: Nave;621,8;;;
16J091123: Quadrazais;458,1;;;
16J091124: Quintas de São Bartolomeu;637;;;
16J091125: Rapoula do Côa;621,5;;;
16J091126: Rebolosa;852,5;;;
16J091127: Rendo;760,3;;;
16J091133: Sortelha;365;;;
16J091134: Souto;355,3;;;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;399,5;;;
16J091142: União das freguesias de Lajeosa e Forcalhos;341,2;;;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;516,8;;;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;526,5;;;
16J091146: União das freguesias de Santo Estêvão e Moita;750,6;;;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;609,3;;;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;895,2;;;
16J091136: Vale de Espinho;442,3;;;
16J091138: Vila Boa;734,3;;;
16J091139: Vila do Touro;731;;;
16J0912: Seia;1178,1;;;
16J091201: Alvoco da Serra;916,1;;;
16J091205: Girabolhos;1405,1;;;
16J091207: Loriga;694,6;;;
16J091208: Paranhos;2381;;;
16J091209: Pinhanços;1160,7;;;
16J091210: Sabugueiro;1239,6;;;
16J091212: Sandomil;1809,4;;;
16J091213: Santa Comba;973,8;;;
16J091216: Santiago;962,2;;;
16J091219: Sazes da Beira;1086,4;;;
16J091221: Teixeira;2144,9;;;
16J091224: Travancinha;979,1;;;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;924,7;;;
16J091231: União das freguesias de Sameice e Santa Eulália;926,4;;;
16J091232: União das freguesias de Santa Marinha e São Martinho;937;;;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;1066;;;
16J091234: União das freguesias de Torrozelo e Folhadosa;968,5;;;
16J091235: União das freguesias de Tourais e Lajes;1227,9;;;
16J091236: União das freguesias de Vide e Cabeça;1809,2;;;
16J091225: Valezim;672,4;;;
16J091228: Vila Cova à Coelheira;978,2;;;
16J0913: Trancoso;923,5;;;
16J091301: Aldeia Nova;1007,3;;;
16J091303: Castanheira;849,5;;;
16J091304: Cogula;876,3;;;
16J091305: Cótimos;865,3;;;
16J091307: Fiães;482,5;;;
16J091309: Granja;1188,9;;;
16J091310: Guilheiro;1266,3;;;
16J091311: Moimentinha;1288,5;;;
16J091312: Moreira de Rei;1003,6;;;
16J091313: Palhais;1567,6;;;
16J091314: Póvoa do Concelho;1161,1;;;
16J091315: Reboleiro;496,7;;;
16J091316: Rio de Mel;1026,8;;;
16J091321: Tamanhos;953,2;;;
16J091330: União das freguesias de Freches e Torres;801,4;;;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;728,5;;;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;768,7;;;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;835;;;
16J091334: União das freguesias de Vila Franca das Naves e Feital;1480,1;;;
16J091335: União das freguesias de Vilares e Carnicães;1100;;;
16J091325: Valdujo;836,6;;;
17: Área Metropolitana de Lisboa;2728;;;
170: Área Metropolitana de Lisboa;2728;;;
1701502: Alcochete;5002,7;;;
170150201: Alcochete;4942,8;;;
170150202: Samouco;6509,8;;;
170150203: São Francisco;5512,3;;;
1701503: Almada;4078,1;;;
170150303: Costa da Caparica;6052,4;;;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;3074,7;;;
170150313: União das freguesias de Caparica e Trafaria;2546,4;;;
170150314: União das freguesias de Charneca de Caparica e Sobreda;3005,4;;;
170150315: União das freguesias de Laranjeiro e Feijó;4293,4;;;
1701115: Amadora;1285,3;;;
170111512: Alfragide;456,5;;;
170111513: Águas Livres;- -;;;
170111514: Encosta do Sol;6408;;;
170111515: Falagueira-Venda Nova;3353,4;;;
170111516: Mina de Água;808,6;;;
170111517: Venteira;- -;;;
1701504: Barreiro;2984,7;;;
170150407: Santo António da Charneca;2570,9;;;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;4876,2;;;
170150410: União das freguesias de Barreiro e Lavradio;336,6;;;
170150411: União das freguesias de Palhais e Coina;3359,7;;;
1701105: Cascais;4166,1;;;
170110501: Alcabideche;13493,3;;;
170110506: São Domingos de Rana;758,5;;;
170110507: União das freguesias de Carcavelos e Parede;4624,9;;;
170110508: União das freguesias de Cascais e Estoril;4915,3;;;
1701106: Lisboa;3801,9;;;
170110601: Ajuda;- -;;;
170110602: Alcântara;- -;;;
170110654: Alvalade;- -;;;
170110655: Areeiro;- -;;;
170110656: Arroios;- -;;;
170110657: Avenidas Novas;- -;;;
170110607: Beato;- -;;;
170110658: Belém;- -;;;
170110608: Benfica;- -;;;
170110659: Campo de Ourique;- -;;;
170110610: Campolide;- -;;;
170110611: Carnide;- -;;;
170110660: Estrela;- -;;;
170110618: Lumiar;- -;;;
170110621: Marvila;- -;;;
170110661: Misericórdia;- -;;;
170110633: Olivais;- -;;;
170110662: Parque das Nações;- -;;;
170110663: Penha de França;- -;;;
170110664: Santa Clara;- -;;;
170110665: Santa Maria Maior;- -;;;
170110666: Santo António;- -;;;
170110639: São Domingos de Benfica;- -;;;
170110667: São Vicente;- -;;;
1701107: Loures;2380,9;;;
170110702: Bucelas;1392,6;;;
170110705: Fanhões;1512,8;;;
170110707: Loures;2855,4;;;
170110708: Lousa;4000;;;
170110731: União das freguesias de Camarate, Unhos e Apelação;1804,4;;;
170110726: União das freguesias de Moscavide e Portela;- -;;;
170110727: União das freguesias de Sacavém e Prior Velho;3976,6;;;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;4698,8;;;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;2283,8;;;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;3652,1;;;
1701109: Mafra;3701,5;;;
170110902: Carvoeira;2888,7;;;
170110904: Encarnação;3454,3;;;
170110906: Ericeira;9576,1;;;
170110909: Mafra;5391,2;;;
170110911: Milharado;2585,1;;;
170110913: Santo Isidoro;5578,6;;;
170110918: União das freguesias de Azueira e Sobral da Abelheira;3737;;;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;2847,6;;;
170110920: União das freguesias de Igreja Nova e Cheleiros;1577,5;;;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;3037,8;;;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;6163,4;;;
1701506: Moita;6156,4;;;
170150601: Alhos Vedros;9330,9;;;
170150603: Moita;5342,7;;;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;24568,6;;;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;4107,5;;;
1701507: Montijo;2929,2;;;
170150701: Canha;1807,8;;;
170150704: Sarilhos Grandes;11643;;;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;9005,6;;;
170150710: União das freguesias de Montijo e Afonsoeiro;8601,4;;;
170150711: União das freguesias de Pegões;3081,9;;;
1701116: Odivelas;4275,7;;;
170111603: Odivelas;3884,5;;;
170111608: União das freguesias de Pontinha e Famões;1039,4;;;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;5525,9;;;
170111610: União das freguesias de Ramada e Caneças;7925,6;;;
1701110: Oeiras;727,1;;;
170111002: Barcarena;385,3;;;
170111009: Porto Salvo;1887,3;;;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;;;
170111013: União das freguesias de Carnaxide e Queijas;1855,2;;;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;1147,2;;;
1701508: Palmela;2729,5;;;
170150802: Palmela;2769,3;;;
170150803: Pinhal Novo;2189;;;
170150804: Quinta do Anjo;6508,3;;;
170150806: União das freguesias de Poceirão e Marateca;2441,7;;;
1701510: Seixal;2568,5;;;
170151002: Amora;504,6;;;
170151005: Corroios;1758;;;
170151006: Fernão Ferro;798,8;;;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;7770,9;;;
1701511: Sesimbra;1269,8;;;
170151103: Quinta do Conde;1732,4;;;
170151101: Sesimbra (Castelo);1268,5;;;
170151102: Sesimbra (Santiago);1521,2;;;
1701512: Setúbal;1193,3;;;
170151207: Gâmbia-Pontes-Alto da Guerra;1717,6;;;
170151208: Sado;1485,2;;;
170151205: Setúbal (São Sebastião);505,7;;;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);1704,3;;;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);1050,4;;;
1701111: Sintra;2467,1;;;
170111102: Algueirão-Mem Martins;1740,9;;;
170111115: Casal de Cambra;10749,3;;;
170111105: Colares;3828,7;;;
170111108: Rio de Mouro;1533,1;;;
170111122: União das freguesias de Agualva e Mira-Sintra;- -;;;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;2518,1;;;
170111125: União das freguesias de Massamá e Monte Abraão;- -;;;
170111126: União das freguesias de Queluz e Belas;2519;;;
170111127: União das freguesias de São João das Lampas e Terrugem;2702,7;;;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);1534,8;;;
170111124: União das freguesias do Cacém e São Marcos;- -;;;
1701114: Vila Franca de Xira;1707;;;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;2116,9;;;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;4001,5;;;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;2491,8;;;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;7652,9;;;
170111408: Vialonga;1954,4;;;
170111409: Vila Franca de Xira;1456,2;;;
18: Alentejo;622,6;;;
181: Alentejo Litoral;593,2;;;
1811501: Alcácer do Sal;462,9;;;
181150106: Comporta;1421,8;;;
181150105: São Martinho;505,1;;;
181150104: Torrão;408,2;;;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;478,3;;;
1811505: Grândola;574,2;;;
181150501: Azinheira dos Barros e São Mamede do Sádão;468,7;;;
181150505: Carvalhal;497;;;
181150503: Melides;585,8;;;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;620,7;;;
1810211: Odemira;599,9;;;
181021116: Boavista dos Pinheiros;- -;;;
181021118: Colos;355,8;;;
181021117: Longueira/Almograve;- -;;;
181021115: Luzianes-Gare;335,2;;;
181021102: Relíquias;358,2;;;
181021103: Sabóia;296,3;;;
181021119: Santa Clara-a-Velha;300;;;
181021106: São Luís;320,6;;;
181021107: São Martinho das Amoreiras;455,7;;;
181021120: São Salvador e Santa Maria;1089,6;;;
181021121: São Teotónio;1090,5;;;
181021122: Vale de Santiago;417;;;
181021111: Vila Nova de Milfontes;286,7;;;
1811509: Santiago do Cacém;767,6;;;
181150901: Abela;854,1;;;
181150902: Alvalade;1135,9;;;
181150903: Cercal;663,9;;;
181150904: Ermidas-Sado;426,3;;;
181150907: Santo André;977,2;;;
181150910: São Francisco da Serra;823,6;;;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;764,9;;;
181150913: União das freguesias de São Domingos e Vale de Água;501,3;;;
1811513: Sines;591,9;;;
181151302: Porto Covo;437,5;;;
181151301: Sines;717,1;;;
184: Baixo Alentejo;422,9;;;
1840201: Aljustrel;443,4;;;
184020102: Ervidel;259,9;;;
184020103: Messejana;369,8;;;
184020104: São João de Negrilhos;881,7;;;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;379,6;;;
1840202: Almodôvar;373,5;;;
184020208: Aldeia dos Fernandes;367,7;;;
184020203: Rosário;333,7;;;
184020205: Santa Cruz;324,4;;;
184020206: São Barnabé;842,6;;;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;318,2;;;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;423,8;;;
1840203: Alvito;390,5;;;
184020301: Alvito;375,7;;;
184020302: Vila Nova da Baronia;414,7;;;
1840204: Barrancos;276,1;;;
184020401: Barrancos;276,1;;;
1840205: Beja;364,8;;;
184020502: Baleizão;371,7;;;
184020503: Beringel;321,1;;;
184020504: Cabeça Gorda;355,9;;;
184020506: Nossa Senhora das Neves;489,9;;;
184020510: Santa Clara de Louredo;298,4;;;
184020516: São Matias;312,6;;;
184020519: União das freguesias de Albernoa e Trindade;308;;;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);870,7;;;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);460,6;;;
184020522: União das freguesias de Salvada e Quintos;370;;;
184020523: União das freguesias de Santa Vitória e Mombeja;318,3;;;
184020524: União das freguesias de Trigaches e São Brissos;312,1;;;
1840206: Castro Verde;286,5;;;
184020603: Entradas;276,5;;;
184020604: Santa Bárbara de Padrões;272;;;
184020605: São Marcos da Ataboeira;358,1;;;
184020606: União das freguesias de Castro Verde e Casével;268,1;;;
1840207: Cuba;889,6;;;
184020701: Cuba;712,8;;;
184020702: Faro do Alentejo;2266,9;;;
184020703: Vila Alva;621,1;;;
184020704: Vila Ruiva;508,4;;;
1840208: Ferreira do Alentejo;616,3;;;
184020803: Figueira dos Cavaleiros;596,4;;;
184020804: Odivelas;426,3;;;
184020807: União das freguesias de Alfundão e Peroguarda;601,3;;;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;675,5;;;
1840209: Mértola;330,9;;;
184020901: Alcaria Ruiva;317;;;
184020902: Corte do Pinto;372,4;;;
184020903: Espírito Santo;292,3;;;
184020904: Mértola;303,8;;;
184020905: Santana de Cambas;338,4;;;
184020906: São João dos Caldeireiros;392,7;;;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;340,9;;;
1840210: Moura;510,2;;;
184021001: Amareleja;715,5;;;
184021002: Póvoa de São Miguel;454,3;;;
184021008: Sobral da Adiça;436,5;;;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;573,2;;;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;393,8;;;
1840212: Ourique;369,4;;;
184021203: Ourique;345,4;;;
184021206: Santana da Serra;430;;;
184021207: União das freguesias de Garvão e Santa Luzia;388,9;;;
184021208: União das freguesias de Panoias e Conceição;364,3;;;
1840213: Serpa;426,1;;;
184021302: Brinches;395,4;;;
184021303: Pias;586,1;;;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);382,8;;;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;423,5;;;
184021307: Vila Verde de Ficalho;404,9;;;
1840214: Vidigueira;535,4;;;
184021401: Pedrógão;502,2;;;
184021402: Selmes;496,8;;;
184021403: Vidigueira;662;;;
184021404: Vila de Frades;748,5;;;
185: Lezíria do Tejo;1702,1;;;
1851403: Almeirim;2425,8;;;
185140301: Almeirim;2550,2;;;
185140302: Benfica do Ribatejo;2810,8;;;
185140303: Fazendas de Almeirim;1990,6;;;
185140304: Raposa;2274,5;;;
1851404: Alpiarça;1911;;;
185140401: Alpiarça;1911;;;
1851103: Azambuja;2571,8;;;
185110301: Alcoentre;1982,6;;;
185110302: Aveiras de Baixo;6645,3;;;
185110303: Aveiras de Cima;3170,4;;;
185110304: Azambuja;2429,5;;;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2462;;;
185110306: Vale do Paraíso;1591,8;;;
185110307: Vila Nova da Rainha;1080,2;;;
1851405: Benavente;1174,4;;;
185140504: Barrosa;1076,6;;;
185140501: Benavente;2484,7;;;
185140502: Samora Correia;898,9;;;
185140503: Santo Estêvão;1158,4;;;
1851406: Cartaxo;3466,3;;;
185140604: Pontével;4711,5;;;
185140610: União das freguesias de Ereira e Lapa;2178,9;;;
185140609: União das freguesias do Cartaxo e Vale da Pinta;8370,7;;;
185140605: Valada;2393,9;;;
185140608: Vale da Pedra;988,6;;;
185140607: Vila Chã de Ourique;3371,2;;;
1851407: Chamusca;894,2;;;
185140707: Carregueira;1892,6;;;
185140704: Ulme;1007,7;;;
185140708: União das freguesias da Chamusca e Pinheiro Grande;1315,3;;;
185140709: União das freguesias de Parreira e Chouto;457,7;;;
185140705: Vale de Cavalos;3143,9;;;
1851409: Coruche;925,2;;;
185140907: Biscainho;1021,1;;;
185140905: Branca;1050,2;;;
185140902: Couço;704,5;;;
185140908: Santana do Mato;903,2;;;
185140903: São José da Lamarosa;916;;;
185140909: União das freguesias de Coruche, Fajarda e Erra;1185,2;;;
1851412: Golegã;1583,8;;;
185141201: Azinhaga;1628,3;;;
185141202: Golegã;1485,8;;;
185141203: Pombalinho;2141,6;;;
1851414: Rio Maior;6007,9;;;
185141401: Alcobertas;10906,1;;;
185141402: Arrouquelas;5001,6;;;
185141410: Asseiceira;4053;;;
185141405: Fráguas;7605,3;;;
185141408: Rio Maior;6474,1;;;
185141411: São Sebastião;11013,7;;;
185141415: União das freguesias de Azambujeira e Malaqueijo;2678,6;;;
185141416: União das freguesias de Marmeleira e Assentiz;4504,3;;;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;3238,2;;;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;8493,2;;;
1851415: Salvaterra de Magos;2037,4;;;
185141502: Marinhais;3552,3;;;
185141503: Muge;937,7;;;
185141507: União das freguesias de Glória do Ribatejo e Granho;2306,8;;;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;2695,9;;;
1851416: Santarém;2362,7;;;
185141601: Abitureiras;1711,1;;;
185141602: Abrã;1028,4;;;
185141604: Alcanede;3263,8;;;
185141605: Alcanhões;1755,3;;;
185141606: Almoster;9011,5;;;
185141607: Amiais de Baixo;1288,8;;;
185141608: Arneiro das Milhariças;763,1;;;
185141628: Gançaria;4574,5;;;
185141613: Moçarria;1361;;;
185141614: Pernes;6125,6;;;
185141616: Póvoa da Isenta;6641,5;;;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1234,1;;;
185141630: União das freguesias de Azoia de Cima e Tremês;1174,3;;;
185141631: União das freguesias de Casével e Vaqueiros;1171,6;;;
185141632: União das freguesias de Romeira e Várzea;2031;;;
185141633: União de freguesias da cidade de Santarém;1875,8;;;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;2318,1;;;
185141625: Vale de Santarém;2627,1;;;
186: Alto Alentejo;472,3;;;
1861201: Alter do Chão;396,9;;;
186120101: Alter do Chão;344,6;;;
186120102: Chancelaria;355;;;
186120104: Cunheira;527,5;;;
186120103: Seda;425,7;;;
1861202: Arronches;409,4;;;
186120201: Assunção;357,7;;;
186120202: Esperança;531,2;;;
186120203: Mosteiros;472,8;;;
1861203: Avis;464,6;;;
186120302: Aldeia Velha;413,9;;;
186120303: Avis;464,1;;;
186120305: Ervedal;538,5;;;
186120306: Figueira e Barros;457,6;;;
186120309: União das freguesias de Alcórrego e Maranhão;485,6;;;
186120310: União das freguesias de Benavila e Valongo;453,6;;;
1861204: Campo Maior;490,3;;;
186120401: Nossa Senhora da Expectação;533,3;;;
186120402: Nossa Senhora da Graça dos Degolados;371,6;;;
186120403: São João Baptista;471,5;;;
1861205: Castelo de Vide;356,8;;;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;239,2;;;
186120502: Santa Maria da Devesa;396;;;
186120503: Santiago Maior;462,4;;;
186120504: São João Baptista;419,1;;;
1861206: Crato;488,6;;;
186120601: Aldeia da Mata;501,3;;;
186120604: Gáfete;638,9;;;
186120605: Monte da Pedra;657,2;;;
