
Quadro extraído em 11 de Outubro de 2022 (08:45:16)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11A131418: Reguenga;251;
;11A131419: Roriz;105;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;183;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);81;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;244;
;11A131436: União das freguesias de Lamelas e Guimarei;114;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;291;
;11A131432: Vilarinho;40;
;11A0116: São João da Madeira;22;
;11A011601: São João da Madeira;22;
;11A1318: Trofa;2448;
;11A131806: Covelas;351;
;11A131808: Muro;121;
;11A131809: União das freguesias de Alvarelhos e Guidões;328;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1154;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);494;
;11A0119: Vale de Cambra;414;
;11A011901: Arões;113;
;11A011903: Cepelos;27;
;11A011905: Junqueira;44;
;11A011906: Macieira de Cambra;70;
;11A011907: Roge;55;
;11A011902: São Pedro de Castelões;48;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;57;
;11A1315: Valongo;484;
;11A131501: Alfena;172;
;11A131503: Ermesinde;56;
;11A131506: União das freguesias de Campo e Sobrado;233;
;11A131505: Valongo;22;
;11A1316: Vila do Conde;10891;
;11A131602: Árvore;316;
;11A131603: Aveleda;77;
;11A131604: Azurara;36;
;11A131607: Fajozes;521;
;11A131610: Gião;252;
;11A131611: Guilhabreu;715;
;11A131612: Junqueira;735;
;11A131613: Labruge;471;
;11A131614: Macieira da Maia;409;
;11A131616: Mindelo;364;
;11A131617: Modivas;224;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;1790;
;11A131632: União das freguesias de Fornelo e Vairão;663;
;11A131633: União das freguesias de Malta e Canidelo;280;
;11A131634: União das freguesias de Retorta e Tougues;504;
;11A131635: União das freguesias de Rio Mau e Arcos;1709;
;11A131636: União das freguesias de Touguinha e Touguinhó;691;
;11A131637: União das freguesias de Vilar e Mosteiró;494;
;11A131627: Vila Chã;273;
;11A131628: Vila do Conde;154;
;11A131630: Vilar de Pinheiro;213;
;11A1317: Vila Nova de Gaia;719;
;11A131701: Arcozelo;46;
;11A131702: Avintes;28;
;11A131703: Canelas;6;
;11A131704: Canidelo;15;
;11A131709: Madalena;5;
;11A131712: Oliveira do Douro;52;
;11A131717: São Félix da Marinha;66;
;11A131725: União das freguesias de Grijó e Sermonde;30;
;11A131726: União das freguesias de Gulpilhares e Valadares;98;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;27;
;11A131728: União das freguesias de Pedroso e Seixezelo;135;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;177;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;
;11A131731: União das freguesias de Serzedo e Perosinho;22;
;11A131723: Vilar de Andorinho;11;
;11B: Alto Tâmega;14600;
;11B1702: Boticas;1349;
;11B170217: Alturas do Barroso e Cerdedo;250;
;11B170218: Ardãos e Bobadela;250;
;11B170203: Beça;261;
;11B170219: Boticas e Granja;96;
;11B170220: Codessoso, Curros e Fiães do Tâmega;88;
;11B170208: Covas do Barroso;41;
;11B170210: Dornelas;48;
;11B170213: Pinho;38;
;11B170215: Sapiãos;87;
;11B170221: Vilar e Viveiro;190;
;11B1703: Chaves;6193;
;11B170301: Águas Frias;430;
;11B170302: Anelhe;82;
;11B170305: Bustelo;66;
;11B170309: Cimo de Vila da Castanheira;280;
;11B170310: Curalha;97;
;11B170312: Ervededo;164;
;11B170313: Faiões;132;
;11B170314: Lama de Arcos;107;
;11B170316: Mairos;343;
;11B170317: Moreiras;79;
;11B170318: Nogueira da Montanha;367;
;11B170320: Oura;257;
;11B170321: Outeiro Seco;172;
;11B170322: Paradela;112;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);293;
;11B170324: Redondelo;200;
;11B170327: Sanfins;76;
;11B170329: Santa Leocádia;68;
;11B170350: Santa Maria Maior;8;
;11B170330: Santo António de Monforte;104;
;11B170331: Santo Estêvão;180;
;11B170333: São Pedro de Agostém;142;
;11B170334: São Vicente;187;
;11B170340: Tronco;117;
;11B170354: União das freguesias da Madalena e Samaiões;253;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;243;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;142;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;58;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;71;
;11B170359: União das freguesias de Soutelo e Seara Velha;140;
;11B170360: União das freguesias de Travancas e Roriz;431;
;11B170341: Vale de Anta;65;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);121;
;11B170343: Vila Verde da Raia;168;
;11B170344: Vilar de Nantes;87;
;11B170345: Vilarelho da Raia;138;
;11B170347: Vilas Boas;56;
;11B170349: Vilela do Tâmega;69;
;11B170348: Vilela Seca;90;
;11B1706: Montalegre;3388;
;11B170601: Cabril;81;
;11B170603: Cervos;246;
;11B170604: Chã;514;
;11B170607: Covelo do Gerês;23;
;11B170609: Ferral;31;
;11B170612: Gralhas;58;
;11B170616: Morgade;208;
;11B170618: Negrões;176;
;11B170619: Outeiro;45;
;11B170623: Pitões das Junias;74;
;11B170625: Reigoso;42;
;11B170626: Salto;187;
;11B170627: Santo André;100;
;11B170629: Sarraquinhos;301;
;11B170631: Solveira;78;
;11B170632: Tourém;51;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;148;
;11B170637: União das freguesias de Meixedo e Padornelos;189;
;11B170638: União das freguesias de Montalegre e Padroso;185;
;11B170639: União das freguesias de Paradela, Contim e Fiães;42;
;11B170640: União das freguesias de Sezelhe e Covelães;89;
;11B170641: União das freguesias de Venda Nova e Pondras;14;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;254;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;203;
;11B170635: Vila da Ponte;47;
;11B1709: Ribeira de Pena;629;
;11B170901: Alvadia;90;
;11B170902: Canedo;49;
;11B170906: Santa Marinha;23;
;11B170908: União das freguesias de Cerva e Limões;269;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;198;
;11B1712: Valpaços;1412;
;11B171201: Água Revés e Crasto;31;
;11B171203: Algeriz;53;
;11B171205: Bouçoães;62;
;11B171206: Canaveses;32;
;11B171232: Carrazedo de Montenegro e Curros;56;
;11B171209: Ervões;110;
;11B171211: Fornos do Pinhal;6;
;11B171212: Friões;199;
;11B171233: Lebução, Fiães e Nozelos;111;
;11B171215: Padrela e Tazem;20;
;11B171216: Possacos;0;
;11B171217: Rio Torto;60;
;11B171219: Santa Maria de Emeres;23;
;11B171220: Santa Valha;44;
;11B171221: Santiago da Ribeira de Alhariz;46;
;11B171222: São João da Corveira;8;
;11B171223: São Pedro de Veiga de Lila;22;
;11B171224: Serapicos;33;
;11B171234: Sonim e Barreiros;27;
;11B171235: Tinhela e Alvarelhos;302;
;11B171227: Vales;40;
;11B171236: Valpaços e Sanfins;31;
;11B171229: Vassal;8;
;11B171230: Veiga de Lila;25;
;11B171231: Vilarandelo;63;
;11B1713: Vila Pouca de Aguiar;1628;
;11B171302: Alfarela de Jales;61;
;11B171319: Alvão;290;
;11B171303: Bornes de Aguiar;262;
;11B171304: Bragado;67;
;11B171305: Capeludos;68;
;11B171317: Sabroso de Aguiar;19;
;11B171310: Soutelo de Aguiar;148;
;11B171311: Telões;221;
;11B171312: Tresminas;99;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;48;
;11B171313: Valoura;57;
;11B171314: Vila Pouca de Aguiar;114;
;11B171315: Vreia de Bornes;69;
;11B171316: Vreia de Jales;104;
;11C: Tâmega e Sousa;10885;
;11C1301: Amarante;1266;
;11C130103: Ansiães;19;
;11C130107: Candemil;15;
;11C130112: Fregim;85;
;11C130115: Fridão;10;
;11C130117: Gondar;49;
;11C130134: Gouveia (São Simão);67;
;11C130118: Jazente;12;
;11C130119: Lomba;20;
;11C130120: Louredo;2;
;11C130121: Lufrei;15;
;11C130123: Mancelos;241;
;11C130126: Padronelo;9;
;11C130128: Rebordelo;8;
;11C130129: Salvador do Monte;22;
;11C130135: Telões;86;
;11C130136: Travanca;101;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;76;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;32;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;52;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);73;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;69;
;11C130146: União das freguesias de Olo e Canadelo;22;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;38;
;11C130138: Vila Caiz;35;
;11C130139: Vila Chã do Marão;29;
;11C130147: Vila Meã;79;
;11C1302: Baião;582;
;11C130204: Frende;0;
;11C130205: Gestaçô;26;
;11C130206: Gove;77;
;11C130207: Grilo;44;
;11C130208: Loivos do Monte;37;
;11C130215: Santa Marinha do Zêzere;16;
;11C130221: União das freguesias de Ancede e Ribadouro;18;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;26;
;11C130223: União das freguesias de Campelo e Ovil;176;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;12;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;24;
;11C130226: União das freguesias de Teixeira e Teixeiró;88;
;11C130219: Valadares;23;
;11C130220: Viariz;16;
;11C0106: Castelo de Paiva;547;
;11C010602: Fornos;39;
;11C010606: Real;183;
;11C010607: Santa Maria de Sardoura;68;
;11C010608: São Martinho de Sardoura;40;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;144;
;11C010611: União das freguesias de Sobrado e Bairros;73;
;11C0305: Celorico de Basto;1282;
;11C030501: Agilde;74;
;11C030502: Arnóia;125;
;11C030520: Basto (São Clemente);67;
;11C030503: Borba de Montanha;257;
;11C030508: Codeçoso;8;
;11C030510: Fervença;48;
;11C030515: Moreira do Castelo;18;
;11C030517: Rego;165;
;11C030518: Ribas;49;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;137;
;11C030524: União das freguesias de Caçarilhe e Infesta;68;
;11C030525: União das freguesias de Canedo de Basto e Corgo;23;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);95;
;11C030527: União das freguesias de Veade, Gagos e Molares;76;
;11C030521: Vale de Bouro;72;
;11C1804: Cinfães;878;
;11C180403: Cinfães;124;
;11C180404: Espadanedo;9;
;11C180405: Ferreiros de Tendais;113;
;11C180406: Fornelos;42;
;11C180408: Moimenta;7;
;11C180409: Nespereira;188;
;11C180410: Oliveira do Douro;61;
;11C180412: Santiago de Piães;82;
;11C180413: São Cristóvão de Nogueira;64;
;11C180414: Souselo;31;
;11C180415: Tarouquela;20;
;11C180416: Tendais;52;
;11C180417: Travanca;47;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;37;
;11C1303: Felgueiras;1264;
;11C130301: Aião;35;
;11C130302: Airães;57;
;11C130305: Friande;63;
;11C130306: Idães;57;
;11C130307: Jugueiros;37;
;11C130313: Penacova;24;
;11C130314: Pinheiro;15;
;11C130315: Pombeiro de Ribavizela;57;
;11C130317: Refontoura;34;
;11C130318: Regilde;36;
;11C130319: Revinhade;13;
;11C130324: Sendim;39;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;54;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;319;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;69;
;11C130337: União das freguesias de Torrados e Sousa;41;
;11C130338: União das freguesias de Unhão e Lordelo;46;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;205;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);23;
;11C130341: União das freguesias de Vila Verde e Santão;42;
;11C1305: Lousada;1476;
;11C130502: Aveleda;70;
;11C130504: Caíde de Rei;144;
;11C130510: Lodares;156;
;11C130512: Macieira;46;
;11C130513: Meinedo;72;
;11C130515: Nevogilde;61;
;11C130524: Sousela;14;
;11C130525: Torno;98;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);109;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;188;
;11C130529: União das freguesias de Figueiras e Covas;17;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);60;
;11C130531: União das freguesias de Nespereira e Casais;115;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;266;
;11C130526: Vilar do Torno e Alentém;60;
;11C1307: Marco de Canaveses;810;
;11C130732: Alpendorada, Várzea e Torrão;45;
;11C130733: Avessadas e Rosém;49;
;11C130704: Banho e Carvalhosa;30;
;11C130734: Bem Viver;27;
;11C130705: Constance;16;
;11C130736: Marco;36;
;11C130737: Paredes de Viadores e Manhuncelos;48;
;11C130738: Penha Longa e Paços de Gaiolo;95;
;11C130739: Sande e São Lourenço do Douro;26;
;11C130735: Santo Isidoro e Livração;31;
;11C130722: Soalhães;113;
;11C130723: Sobretâmega;7;
;11C130724: Tabuado;24;
;11C130740: Várzea, Aliviada e Folhada;151;
;11C130741: Vila Boa de Quires e Maureles;54;
;11C130730: Vila Boa do Bispo;59;
;11C1309: Paços de Ferreira;921;
;11C130902: Carvalhosa;105;
;11C130904: Eiriz;92;
;11C130905: Ferreira;89;
;11C130906: Figueiró;82;
;11C130917: Frazão Arreigada;64;
;11C130908: Freamunde;27;
;11C130910: Meixomil;55;
;11C130918: Paços de Ferreira;51;
;11C130913: Penamaior;78;
;11C130914: Raimonda;44;
;11C130919: Sanfins Lamoso Codessos;185;
;11C130916: Seroa;49;
;11C1311: Penafiel;1414;
;11C131101: Abragão;86;
;11C131102: Boelhe;12;
;11C131103: Bustelo;141;
;11C131104: Cabeça Santa;20;
;11C131105: Canelas;25;
;11C131106: Capela;44;
;11C131107: Castelões;29;
;11C131108: Croca;46;
;11C131109: Duas Igrejas;53;
;11C131110: Eja;5;
;11C131112: Fonte Arcada;44;
;11C131113: Galegos;54;
;11C131141: Guilhufe e Urrô;55;
;11C131115: Irivo;36;
;11C131142: Lagares e Figueira;141;
;11C131140: Luzim e Vila Cova;34;
;11C131121: Oldrões;28;
;11C131122: Paço de Sousa;173;
;11C131139: Penafiel;142;
;11C131125: Perozelo;22;
;11C131128: Rans;64;
;11C131132: Recezinhos (São Mamede);17;
;11C131133: Recezinhos (São Martinho);44;
;11C131129: Rio de Moinhos;19;
;11C131138: Rio Mau;- -;
;11C131134: Sebolido;2;
;11C131143: Termas de São Vicente;63;
;11C131136: Valpedre;14;
;11C1813: Resende;445;
;11C181302: Barrô;3;
;11C181303: Cárquere;49;
;11C181310: Paus;60;
;11C181311: Resende;71;
;11C181312: São Cipriano;54;
;11C181313: São João de Fontoura;10;
;11C181314: São Martinho de Mouros;21;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;37;
;11C181317: União das freguesias de Felgueiras e Feirão;62;
;11C181318: União das freguesias de Freigil e Miomães;44;
;11C181319: União das freguesias de Ovadas e Panchorra;33;
;11D: Douro;5859;
;11D1701: Alijó;192;
;11D170101: Alijó;6;
;11D170107: Favaios;1;
;11D170108: Pegarinhos;1;
;11D170109: Pinhão;- -;
;11D170112: Sanfins do Douro;3;
;11D170113: Santa Eugénia;0;
;11D170114: São Mamede de Ribatua;5;
;11D170120: União das freguesias de Carlão e Amieiro;8;
;11D170121: União das freguesias de Castedo e Cotas;1;
;11D170122: União das freguesias de Pópulo e Ribalonga;19;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;- -;
;11D170116: Vila Chã;11;
;11D170117: Vila Verde;131;
;11D170118: Vilar de Maçada;5;
;11D1801: Armamar;25;
;11D180101: Aldeias;1;
;11D180120: Armamar;1;
;11D180104: Cimbres;3;
;11D180106: Folgosa;- -;
;11D180107: Fontelo;14;
;11D180109: Queimada;0;
;11D180110: Queimadela;0;
;11D180111: Santa Cruz;- -;
;11D180114: São Cosmado;1;
;11D180115: São Martinho das Chãs;2;
;11D180121: União das freguesias de Aricera e Goujoim;1;
;11D180122: União das freguesias de São Romão e Santiago;1;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;2;
;11D180118: Vacalar;- -;
;11D0403: Carrazeda de Ansiães;314;
;11D040304: Carrazeda de Ansiães;68;
;11D040306: Fonte Longa;56;
;11D040308: Linhares;7;
;11D040309: Marzagão;29;
;11D040311: Parambos;9;
;11D040312: Pereiros;1;
;11D040313: Pinhal do Norte;8;
;11D040314: Pombal;1;
;11D040316: Seixo de Ansiães;17;
;11D040320: União das freguesias de Amedo e Zedes;24;
;11D040321: União das freguesias de Belver e Mogo de Malta;48;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;1;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;23;
;11D040318: Vilarinho da Castanheira;20;
;11D0404: Freixo de Espada à Cinta;788;
;11D040404: Ligares;12;
;11D040406: Poiares;9;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;248;
;11D040408: União das freguesias de Lagoaça e Fornos;519;
;11D1805: Lamego;296;
;11D180502: Avões;6;
;11D180504: Britiande;6;
;11D180505: Cambres;14;
;11D180507: Ferreirim;19;
;11D180508: Ferreiros de Avões;2;
;11D180509: Figueira;4;
;11D180510: Lalim;18;
;11D180525: Lamego (Almacave e Sé);16;
;11D180511: Lazarim;14;
;11D180516: Penajóia;1;
;11D180517: Penude;35;
;11D180519: Samodães;1;
;11D180520: Sande;- -;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;101;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;17;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;1;
;11D180523: Várzea de Abrunhais;3;
;11D180524: Vila Nova de Souto d'El-Rei;39;
;11D1704: Mesão Frio;6;
;11D170401: Barqueiros;- -;
;11D170402: Cidadelhe;- -;
;11D170408: Mesão Frio (Santo André);4;
;11D170403: Oliveira;1;
;11D170407: Vila Marim;2;
;11D1807: Moimenta da Beira;738;
;11D180702: Alvite;292;
;11D180703: Arcozelos;30;
;11D180705: Baldos;12;
;11D180706: Cabaços;5;
;11D180707: Caria;33;
;11D180708: Castelo;26;
;11D180709: Leomil;130;
;11D180710: Moimenta da Beira;15;
;11D180713: Passô;3;
;11D180716: Vila da Rua;49;
;11D180717: Sarzedo;8;
;11D180719: Sever;4;
;11D180721: União das freguesias de Paradinha e Nagosa;4;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;40;
;11D180723: União das freguesias de Peva e Segões;69;
;11D180720: Vilar;18;
;11D1707: Murça;199;
;11D170701: Candedo;3;
;11D170703: Fiolhoso;4;
;11D170704: Jou;125;
;11D170705: Murça;5;
;11D170710: União das freguesias de Carva e Vilares;14;
;11D170711: União das freguesias de Noura e Palheiros;5;
;11D170708: Valongo de Milhais;43;
;11D1812: Penedono;325;
;11D181202: Beselga;32;
;11D181203: Castainço;28;
;11D181207: Penela da Beira;14;
;11D181208: Póvoa de Penela;7;
;11D181209: Souto;31;
;11D181210: União das freguesias de Antas e Ourozinho;111;
;11D181211: União das freguesias de Penedono e Granja;103;
;11D1708: Peso da Régua;14;
;11D170802: Fontelas;- -;
;11D170805: Loureiro;- -;
;11D170809: Sedielos;9;
;11D170813: União das freguesias de Galafura e Covelinhas;3;
;11D170814: União das freguesias de Moura Morta e Vinhós;0;
;11D170815: União das freguesias de Peso da Régua e Godim;1;
;11D170816: União das freguesias de Poiares e Canelas;1;
;11D170810: Vilarinho dos Freires;0;
;11D1710: Sabrosa;131;
;11D171001: Celeirós;- -;
;11D171002: Covas do Douro;2;
;11D171004: Gouvinhas;15;
;11D171007: Paços;9;
;11D171005: Parada de Pinhão;7;
;11D171009: Sabrosa;1;
;11D171011: São Lourenço de Ribapinhão;14;
;11D171013: Souto Maior;4;
;11D171014: Torre do Pinhão;55;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;0;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;23;
;11D171015: Vilarinho de São Romão;0;
;11D1711: Santa Marta de Penaguião;14;
;11D171101: Alvações do Corgo;- -;
;11D171102: Cumieira;7;
;11D171103: Fontes;0;
;11D171106: Medrões;0;
;11D171110: Sever;0;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1;
;11D171112: União das freguesias de Louredo e Fornelos;5;
;11D1815: São João da Pesqueira;177;
;11D181501: Castanheiro do Sul;1;
;11D181502: Ervedosa do Douro;5;
;11D181504: Nagozelo do Douro;- -;
;11D181505: Paredes da Beira;81;
;11D181507: Riodades;37;
;11D181509: Soutelo do Douro;0;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;15;
;11D181516: União das freguesias de Trevões e Espinhosa;22;
;11D181517: União das freguesias de Vilarouco e Pereiros;16;
;11D181511: Vale de Figueira;0;
;11D181512: Valongo dos Azeites;1;
;11D1818: Sernancelhe;507;
;11D181801: Arnas;47;
;11D181802: Carregal;83;
;11D181803: Chosendo;18;
;11D181804: Cunha;77;
;11D181806: Faia;10;
;11D181810: Granjal;21;
;11D181811: Lamosa;10;
;11D181814: Quintela;94;
;11D181818: União das freguesias de Ferreirim e Macieira;22;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;14;
;11D181820: União das freguesias de Penso e Freixinho;5;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;94;
;11D181817: Vila da Ponte;13;
;11D1819: Tabuaço;119;
;11D181901: Adorigo;1;
;11D181902: Arcos;19;
;11D181904: Chavães;23;
;11D181905: Desejosa;0;
;11D181906: Granja do Tedo;2;
;11D181908: Longa;3;
;11D181913: Sendim;43;
;11D181914: Tabuaço;2;
;11D181918: União das freguesias de Barcos e Santa Leocádia;5;
;11D181919: União das freguesias de Paradela e Granjinha;15;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;4;
;11D181921: União das freguesias de Távora e Pereiro;1;
;11D181917: Valença do Douro;1;
;11D1820: Tarouca;227;
;11D182004: Mondim da Beira;25;
;11D182005: Salzedas;21;
;11D182006: São João de Tarouca;35;
;11D182011: União das freguesias de Gouviães e Ucanha;18;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;12;
;11D182013: União das freguesias de Tarouca e Dálvares;82;
;11D182009: Várzea da Serra;33;
;11D0409: Torre de Moncorvo;458;
;11D040901: Açoreira;4;
;11D040903: Cabeça Boa;25;
;11D040905: Carviçais;110;
;11D040906: Castedo;28;
;11D040909: Horta da Vilariça;53;
;11D040910: Larinho;42;
;11D040911: Lousa;5;
;11D040913: Mós;18;
;11D040916: Torre de Moncorvo;10;
;11D040918: União das freguesias de Adeganha e Cardanha;63;
;11D040919: União das freguesias de Felgar e Souto da Velha;91;
;11D040920: União das freguesias de Felgueiras e Maçores;8;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;1;
;11D0914: Vila Nova de Foz Côa;369;
;11D091401: Almendra;118;
;11D091402: Castelo Melhor;27;
;11D091403: Cedovim;14;
;11D091404: Chãs;2;
;11D091405: Custóias;0;
;11D091418: Freixo de Numão;7;
;11D091407: Horta;3;
;11D091410: Muxagata;1;
;11D091411: Numão;1;
;11D091412: Santa Comba;52;
;11D091414: Sebadelhe;0;
;11D091415: Seixas;- -;
;11D091416: Touça;54;
;11D091419: Vila Nova de Foz Côa;92;
;11D1714: Vila Real;959;
;11D171401: Abaças;3;
;11D171403: Andrães;31;
;11D171404: Arroios;23;
;11D171406: Campeã;230;
;11D171409: Folhadela;21;
;11D171410: Guiães;4;
;11D171414: Lordelo;14;
;11D171415: Mateus;5;
;11D171416: Mondrões;67;
;11D171420: Parada de Cunhos;10;
;11D171426: Torgueda;42;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;115;
;11D171432: União das freguesias de Borbela e Lamas de Olo;37;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;68;
;11D171434: União das freguesias de Mouçós e Lamares;70;
;11D171435: União das freguesias de Nogueira e Ermida;3;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;112;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;58;
;11D171429: Vila Marim;39;
;11D171438: Vila Real;7;
;11E: Terras de Trás-os-Montes;31241;
;11E0401: Alfândega da Fé;292;
;11E040102: Alfândega da Fé;37;
;11E040103: Cerejais;0;
;11E040111: Sambade;38;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;86;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;9;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;3;
;11E040124: União das freguesias de Gebelim e Soeima;16;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;25;
;11E040126: União das freguesias de Pombal e Vales;12;
;11E040118: Vilar Chão;52;
;11E040119: Vilarelhos;7;
;11E040120: Vilares de Vilariça;7;
;11E0402: Bragança;5564;
;11E040201: Alfaião;101;
;11E040203: Babe;66;
;11E040204: Baçal;300;
;11E040206: Carragosa;143;
;11E040209: Castro de Avelãs;166;
;11E040210: Coelhoso;53;
;11E040212: Donai;115;
;11E040213: Espinhosela;84;
;11E040215: França;7;
;11E040216: Gimonde;81;
;11E040217: Gondesende;69;
;11E040218: Gostei;141;
;11E040219: Grijó de Parada;246;
;11E040221: Macedo do Mato;104;
;11E040224: Mós;61;
;11E040225: Nogueira;133;
;11E040226: Outeiro;93;
;11E040229: Parâmio;100;
;11E040230: Pinela;160;
;11E040232: Quintanilha;100;
;11E040233: Quintela de Lampaças;67;
;11E040234: Rabal;119;
;11E040236: Rebordãos;128;
;11E040239: Salsas;126;
;11E040240: Samil;158;
;11E040241: Santa Comba de Rossas;21;
;11E040244: São Pedro de Sarracenos;56;
;11E040246: Sendas;76;
;11E040247: Serapicos;40;
;11E040248: Sortes.;122;
;11E040250: União das freguesias de Aveleda e Rio de Onor;103;
;11E040251: União das freguesias de Castrelos e Carrazedo;115;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;432;
;11E040253: União das freguesias de Parada e Faílde;243;
;11E040254: União das freguesias de Rebordainhos e Pombares;95;
;11E040255: União das freguesias de Rio Frio e Milhão;446;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;575;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;220;
;11E040249: Zoio;102;
;11E0405: Macedo de Cavaleiros;3382;
;11E040502: Amendoeira;100;
;11E040503: Arcas;26;
;11E040507: Carrapatas;49;
;11E040509: Chacim;34;
;11E040510: Cortiços;204;
;11E040511: Corujas;62;
;11E040514: Ferreira;32;
;11E040515: Grijó;35;
;11E040516: Lagoa;270;
;11E040517: Lamalonga;41;
;11E040518: Lamas;67;
;11E040519: Lombo;54;
;11E040520: Macedo de Cavaleiros;66;
;11E040521: Morais;220;
;11E040523: Olmos;14;
;11E040524: Peredo;65;
;11E040526: Salselas;287;
;11E040528: Sezulfe;56;
;11E040530: Talhas;262;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;177;
;11E040540: União das freguesias de Bornes e Burga;25;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;81;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;93;
;11E040543: União das freguesias de Podence e Santa Combinha;99;
;11E040544: União das freguesias de Talhinhas e Bagueixe;390;
;11E040532: Vale Benfeito;126;
