Statistical table extracted on October 18, 2022 (10:37:08);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
;Data reference period;;;
;2019;;;
;?/ ha ;;;
16E060324: São Silvestre;2511,8;;;
16E060329: Torres do Mondego;7609,8;;;
16E060332: União das freguesias de Antuzede e Vil de Matos;3425,1;;;
16E060333: União das freguesias de Assafarge e Antanhol;2996,1;;;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);3733,6;;;
16E060335: União das freguesias de Eiras e São Paulo de Frades;3855;;;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;4493,4;;;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;2013,2;;;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;7775,5;;;
16E060339: União das freguesias de Souselas e Botão;1584,8;;;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;2166,3;;;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;4876,3;;;
16E0604: Condeixa-a-Nova;1936,9;;;
16E060401: Anobra;3317;;;
16E060406: Ega;1717,3;;;
16E060407: Furadouro;884,9;;;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;2375,1;;;
16E060412: União das freguesias de Sebal e Belide;1676,8;;;
16E060413: União das freguesias de Vila Seca e Bem da Fé;1385,2;;;
16E060410: Zambujal;1181,2;;;
16E0605: Figueira da Foz;6183;;;
16E060519: Alhadas;2166,9;;;
16E060502: Alqueidão;2518;;;
16E060515: Bom Sucesso;4146,4;;;
16E060520: Buarcos;1508,9;;;
16E060521: Ferreira-a-Nova;2946;;;
16E060522: Lavos;2935,8;;;
16E060507: Maiorca;2606,1;;;
16E060508: Marinha das Ondas;90757,5;;;
16E060518: Moinhos da Gândara;8696,3;;;
16E060523: Paião;4586,6;;;
16E060524: Quiaios;2720;;;
16E060514: São Pedro;- -;;;
16E060512: Tavarede;3412,7;;;
16E060513: Vila Verde;2179,5;;;
16E0606: Góis;8008;;;
16E060601: Alvares;1995;;;
16E060604: Góis;3784,8;;;
16E060606: União das freguesias de Cadafaz e Colmeal;18973,5;;;
16E060605: Vila Nova do Ceira;19690;;;
16E0607: Lousã;9471,4;;;
16E060706: Gândaras;7443,7;;;
16E060704: Serpins;3752,1;;;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;16413,2;;;
16E060708: União das freguesias de Lousã e Vilarinho;8798,5;;;
16E0111: Mealhada;7824,6;;;
16E011102: Barcouço;12148,5;;;
16E011103: Casal Comba;2368,5;;;
16E011104: Luso;2100;;;
16E011106: Pampilhosa;2737,9;;;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;16856,7;;;
16E011107: Vacariça;2055,5;;;
16E0608: Mira;8541,2;;;
16E060803: Carapelhos;4275,8;;;
16E060801: Mira;15498,5;;;
16E060804: Praia de Mira;2735,6;;;
16E060802: Seixo;8978,5;;;
16E0609: Miranda do Corvo;16540,5;;;
16E060901: Lamas;1721,7;;;
16E060902: Miranda do Corvo;3763,8;;;
16E060906: União das freguesias de Semide e Rio Vide;27916,3;;;
16E060905: Vila Nova;7901,5;;;
16E0610: Montemor-o-Velho;2915,8;;;
16E061002: Arazede;5931,8;;;
16E061003: Carapinheira;1596,5;;;
16E061014: Ereira;1272,4;;;
16E061005: Liceia;3634,7;;;
16E061006: Meãs do Campo;2175,5;;;
16E061008: Pereira;1706,5;;;
16E061009: Santo Varão;5063,7;;;
16E061010: Seixo de Gatões;2834,7;;;
16E061011: Tentúgal;3696,3;;;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;1597,6;;;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;1818,4;;;
16E1808: Mortágua;9600,5;;;
16E180802: Cercosa;3297,5;;;
16E180804: Espinho;2603,4;;;
16E180805: Marmeleira;3459;;;
16E180807: Pala;4304,9;;;
16E180808: Sobral;13907,6;;;
16E180809: Trezói;14187,6;;;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;16139,5;;;
16E0611: Oliveira do Hospital;2079;;;
16E061101: Aldeia das Dez;4057,5;;;
16E061102: Alvoco das Várzeas;1534,7;;;
16E061103: Avô;2161,3;;;
16E061104: Bobadela;1062,4;;;
16E061106: Lagares;2629,3;;;
16E061109: Lourosa;3219,6;;;
16E061110: Meruge;1492,1;;;
16E061111: Nogueira do Cravo;1844,3;;;
16E061115: São Gião;947,7;;;
16E061118: Seixo da Beira;1989,1;;;
16E061119: Travanca de Lagos;1479;;;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;2392,4;;;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;3179,3;;;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;1810,4;;;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;3739,7;;;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;1430,2;;;
16E0612: Pampilhosa da Serra;4437,4;;;
16E061201: Cabril;960;;;
16E061202: Dornelas do Zêzere;1827,3;;;
16E061211: Fajão-Vidual;2851,1;;;
16E061204: Janeiro de Baixo;2946,2;;;
16E061206: Pampilhosa da Serra;11775,9;;;
16E061207: Pessegueiro;2452,3;;;
16E061212: Portela do Fojo-Machio;1478,9;;;
16E061209: Unhais-o-Velho;2373,8;;;
16E0613: Penacova;2571,9;;;
16E061301: Carvalho;2634,8;;;
16E061302: Figueira de Lorvão;2622,8;;;
16E061304: Lorvão;3541,8;;;
16E061307: Penacova;2868,6;;;
16E061310: Sazes do Lorvão;2277,7;;;
16E061312: União das freguesias de Friúmes e Paradela;3763,3;;;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;2667,3;;;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;1604,6;;;
16E0614: Penela;1475,8;;;
16E061401: Cumeeira;2644,4;;;
16E061402: Espinhal;3152,1;;;
16E061403: Podentes;1225;;;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;1116,9;;;
16E0615: Soure;1779,2;;;
16E061501: Alfarelos;1495,5;;;
16E061504: Figueiró do Campo;4040,1;;;
16E061506: Granja do Ulmeiro;3717,1;;;
16E061508: Samuel;1285,3;;;
16E061509: Soure;2302,5;;;
16E061510: Tapéus;1091,3;;;
16E061513: União das freguesias de Degracias e Pombalinho;972,6;;;
16E061514: União das freguesias de Gesteira e Brunhós;1330,9;;;
16E061511: Vila Nova de Anços;1741,3;;;
16E061512: Vinha da Rainha;1615,7;;;
16E0616: Tábua;2356;;;
16E061602: Candosa;1751,5;;;
16E061603: Carapinha;2045,5;;;
16E061608: Midões;2552,7;;;
16E061609: Mouronho;1810,7;;;
16E061611: Póvoa de Midões;5039,3;;;
16E061612: São João da Boa Vista;1784,7;;;
16E061614: Tábua;1727,8;;;
16E061616: União das freguesias de Ázere e Covelo;1628,4;;;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;2134,2;;;
16E061618: União das freguesias de Espariz e Sinde;2343,1;;;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;3661;;;
16E0617: Vila Nova de Poiares;4707,5;;;
16E061701: Arrifana;1774,4;;;
16E061702: Lavegadas;1344,2;;;
16E061703: Poiares (Santo André);7735,8;;;
16E061704: São Miguel de Poiares;3588;;;
16F: Região de Leiria;8858,9;;;
16F1002: Alvaiázere;2214,1;;;
16F100201: Almoster;1344;;;
16F100208: Alvaiázere;1008;;;
16F100204: Maçãs de Dona Maria;2338,5;;;
16F100205: Pelmá;1302,8;;;
16F100209: Pussos São Pedro;3128,5;;;
16F1003: Ansião;3486,7;;;
16F100301: Alvorge;928,8;;;
16F100309: Ansião;2981,6;;;
16F100303: Avelar;1275,2;;;
16F100304: Chão de Couce;949,2;;;
16F100306: Pousaflores;1186,4;;;
16F100307: Santiago da Guarda;8399,2;;;
16F1004: Batalha;9718,8;;;
16F100401: Batalha;12874,2;;;
16F100404: Golpilheira;6797,4;;;
16F100402: Reguengo do Fetal;5747,1;;;
16F100403: São Mamede;9536,9;;;
16F1007: Castanheira de Pêra;2133,1;;;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;2133,1;;;
16F1008: Figueiró dos Vinhos;2037,7;;;
16F100801: Aguda;1407,7;;;
16F100802: Arega;3034;;;
16F100803: Campelo;1423,1;;;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1697,6;;;
16F1009: Leiria;21072,5;;;
16F100901: Amor;27993,6;;;
16F100902: Arrabal;9787,9;;;
16F100925: Bajouca;34397,7;;;
16F100926: Bidoeira de Cima;171049,6;;;
16F100907: Caranguejeira;8465,6;;;
16F100909: Coimbrão;95231,5;;;
16F100913: Maceira;10883,4;;;
16F100915: Milagres;25479,4;;;
16F100921: Regueira de Pontes;86157,7;;;
16F100932: União das freguesias de Colmeias e Memória;14915,4;;;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;3894,4;;;
16F100934: União das freguesias de Marrazes e Barosa;24421,5;;;
16F100935: União das freguesias de Monte Real e Carvide;2445,6;;;
16F100936: União das freguesias de Monte Redondo e Carreira;11557,9;;;
16F100937: União das freguesias de Parceiros e Azoia;4914;;;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1494,4;;;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;70932,5;;;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;25333,1;;;
16F1010: Marinha Grande;3432,6;;;
16F101001: Marinha Grande;3498;;;
16F101003: Moita;3563,5;;;
16F101002: Vieira de Leiria;3248,1;;;
16F1013: Pedrógão Grande;1793,4;;;
16F101301: Graça;880,7;;;
16F101302: Pedrógão Grande;3143,9;;;
16F101303: Vila Facaia;1057,9;;;
16F1015: Pombal;5548,8;;;
16F101501: Abiul;3525,9;;;
16F101503: Almagreira;12161,2;;;
16F101504: Carnide;9446,3;;;
16F101505: Carriço;2512,5;;;
16F101506: Louriçal;3804,9;;;
16F101515: Meirinhas;13102,5;;;
16F101508: Pelariga;2376;;;
16F101509: Pombal;9291,2;;;
16F101510: Redinha;5014,4;;;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;6280,9;;;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;1688,4;;;
16F101513: Vermoil;5138,1;;;
16F101514: Vila Cã;1725,1;;;
16F1016: Porto de Mós;4456,8;;;
16F101602: Alqueidão da Serra;1823,5;;;
16F101605: Calvaria de Cima;15276,6;;;
16F101606: Juncal;5166,5;;;
16F101608: Mira de Aire;457,8;;;
16F101609: Pedreiras;2094,3;;;
16F101614: Porto de Mós - São João Baptista e São Pedro;7195,5;;;
16F101610: São Bento;962,3;;;
16F101613: Serro Ventoso;786,6;;;
16F101615: União das freguesias de Alvados e Alcaria;969,5;;;
16F101616: União das freguesias de Arrimal e Mendiga;1126,9;;;
16G: Viseu Dão Lafões;5950,1;;;
16G0901: Aguiar da Beira;6464,9;;;
16G090102: Carapito;5841,8;;;
16G090103: Cortiçada;9859;;;
16G090105: Dornelas;3236,9;;;
16G090106: Eirado;9702,7;;;
16G090107: Forninhos;2152,2;;;
16G090109: Pena Verde;3030,5;;;
16G090110: Pinheiro;13508,1;;;
16G090114: União das freguesias de Aguiar da Beira e Coruche;9645,7;;;
16G090115: União das freguesias de Sequeiros e Gradiz;7844,2;;;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;5827;;;
16G1802: Carregal do Sal;4462,7;;;
16G180201: Beijós;8022,5;;;
16G180202: Cabanas de Viriato;9548;;;
16G180204: Oliveira do Conde;2149,7;;;
16G180206: Parada;1101,6;;;
16G180208: União das freguesias de Currelos, Papízios e Sobral;2606,1;;;
16G1803: Castro Daire;2971,7;;;
16G180301: Almofala;480,3;;;
16G180303: Cabril;1007,3;;;
16G180304: Castro Daire;5058,1;;;
16G180305: Cujó;1463,9;;;
16G180309: Gosende;535,1;;;
16G180312: Mões;7732;;;
16G180313: Moledo;6557,7;;;
16G180314: Monteiras;1530,7;;;
16G180317: Pepim;7067,3;;;
16G180319: Pinheiro;784,2;;;
16G180322: São Joaninho;1308,3;;;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;8546,5;;;
16G180324: União das freguesias de Mezio e Moura Morta;1063,3;;;
16G180325: União das freguesias de Parada de Ester e Ester;721,4;;;
16G180326: União das freguesias de Picão e Ermida;696,3;;;
16G180327: União das freguesias de Reriz e Gafanhão;1177,1;;;
16G1806: Mangualde;2536,8;;;
16G180601: Abrunhosa-a-Velha;2635,2;;;
16G180602: Alcafache;4605;;;
16G180605: Cunha Baixa;2588;;;
16G180606: Espinho;2618,3;;;
16G180607: Fornos de Maceira Dão;1339,3;;;
16G180608: Freixiosa;2911,4;;;
16G180614: Quintela de Azurara;2422,2;;;
16G180616: São João da Fresta;1582,3;;;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;2806,9;;;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;1905,2;;;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1980,5;;;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);2593,9;;;
16G1809: Nelas;5196,3;;;
16G180901: Canas de Senhorim;2327,5;;;
16G180908: Lapa do Lobo;1826,4;;;
16G180903: Nelas;19425,1;;;
16G180905: Senhorim;1705,8;;;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1796,9;;;
16G180911: União das freguesias de Santar e Moreira;1534,7;;;
16G180906: Vilar Seco;3055,2;;;
16G1810: Oliveira de Frades;31578,2;;;
16G181002: Arcozelo das Maias;23986,4;;;
16G181005: Pinheiro;31031,1;;;
16G181007: Ribeiradio;9263,1;;;
16G181008: São João da Serra;17777,8;;;
16G181009: São Vicente de Lafões;59509,9;;;
16G181013: União das freguesias de Arca e Varzielas;35888,2;;;
16G181014: União das freguesias de Destriz e Reigoso;34020,4;;;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;39146,6;;;
16G1811: Penalva do Castelo;3065,9;;;
16G181102: Castelo de Penalva;2793;;;
16G181103: Esmolfe;2438,2;;;
16G181104: Germil;5378;;;
16G181105: Ínsua;2186,6;;;
16G181106: Lusinde;1234,3;;;
16G181109: Pindo;3021,1;;;
16G181110: Real;3212,5;;;
16G181111: Sezures;5128,9;;;
16G181112: Trancozelos;2431,7;;;
16G181114: União das freguesias de Antas e Matela;1872,7;;;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;1360,4;;;
16G1814: Santa Comba Dão;7330,2;;;
16G181403: Pinheiro de Ázere;6771,6;;;
16G181405: São Joaninho;19145,1;;;
16G181406: São João de Areias;2837,8;;;
16G181410: União das freguesias de Ovoa e Vimieiro;5377,7;;;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;13197,4;;;
16G181412: União das freguesias de Treixedo e Nagozela;5672,3;;;
16G1816: São Pedro do Sul;6370,5;;;
16G181602: Bordonhos;13914,7;;;
16G181606: Figueiredo de Alva;9204,2;;;
16G181607: Manhouce;2464,9;;;
16G181608: Pindelo dos Milagres;15962,9;;;
16G181609: Pinho;6151,1;;;
16G181612: São Félix;4342,6;;;
16G181615: Serrazes;21412,4;;;
16G181616: Sul;7994,5;;;
16G181620: União das freguesias de Carvalhais e Candal;5742,9;;;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;2919;;;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;953,3;;;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;11964,1;;;
16G181617: Valadares;4732,9;;;
16G181619: Vila Maior;8624,1;;;
16G1817: Sátão;6744;;;
16G181702: Avelal;4339,3;;;
16G181704: Ferreira de Aves;6145,8;;;
16G181706: Mioma;5589,6;;;
16G181707: Rio de Moinhos;3957,4;;;
16G181709: São Miguel de Vila Boa;3780,5;;;
16G181710: Sátão;10271;;;
16G181711: Silvã de Cima;6283,5;;;
16G181713: União das freguesias de Águas Boas e Forles;2891,6;;;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;14305,7;;;
16G1821: Tondela;6862,9;;;
16G182102: Campo de Besteiros;5111,2;;;
16G182103: Canas de Santa Maria;7028,8;;;
16G182105: Castelões;3667,2;;;
16G182106: Dardavaz;17447,4;;;
16G182107: Ferreirós do Dão;1630,5;;;
16G182108: Guardão;8379,6;;;
16G182109: Lajeosa do Dão;1844,8;;;
16G182110: Lobão da Beira;7060;;;
16G182111: Molelos;2763;;;
16G182116: Parada de Gonta;6501,2;;;
16G182118: Santiago de Besteiros;6650,1;;;
16G182122: Tonda;2268,5;;;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;7013,1;;;
16G182128: União das freguesias de Caparrosa e Silvares;3425,1;;;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;10654,2;;;
16G182130: União das freguesias de São João do Monte e Mosteirinho;2643,6;;;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;6669,6;;;
16G182132: União das freguesias de Tondela e Nandufe;21657,8;;;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;8138,1;;;
16G1822: Vila Nova de Paiva;12238,6;;;
16G182203: Pendilhe;6140,2;;;
16G182204: Queiriga;33308,3;;;
16G182205: Touro;15259,8;;;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;7503,1;;;
16G182206: Vila Cova à Coelheira;11888,9;;;
16G1823: Viseu;4035,6;;;
16G182301: Abraveses;3953,5;;;
16G182304: Bodiosa;4123,8;;;
16G182305: Calde;2666,8;;;
16G182306: Campo;6003,9;;;
16G182307: Cavernães;3175;;;
16G182310: Cota;14058,8;;;
16G182337: Coutos de Viseu;5568;;;
16G182315: Fragosela;6388,4;;;
16G182316: Lordosa;24852,2;;;
16G182318: Mundão;4592,6;;;
16G182319: Orgens;6518,7;;;
16G182320: Povolide;3466,2;;;
16G182321: Ranhados;1319,7;;;
16G182339: Repeses e São Salvador;3503,8;;;
16G182322: Ribafeita;3730,2;;;
16G182323: Rio de Loba;1490,5;;;
16G182325: Santos Evos;12357;;;
16G182340: São Cipriano e Vil de Souto;7909,8;;;
16G182327: São João de Lourosa;2061,2;;;
16G182329: São Pedro de France;3470,3;;;
16G182317: Silgueiros;1439,2;;;
16G182335: União das freguesias de Barreiros e Cepões;3219;;;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;2755,9;;;
16G182338: Faíl e Vila Chã de Sá;3197,7;;;
16G182341: Viseu;1409;;;
16G1824: Vouzela;11835,8;;;
16G182401: Alcofra;16239,1;;;
16G182403: Campia;15103,5;;;
16G182407: Fornelo do Monte;1892,4;;;
16G182409: Queirã;19476,3;;;
16G182410: São Miguel do Mato;9535,5;;;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;11193,2;;;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;4066,8;;;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;4758,9;;;
16G182411: Ventosa;8958,5;;;
16H: Beira Baixa;756,9;;;
16H0502: Castelo Branco;697,8;;;
16H050201: Alcains;707,4;;;
16H050202: Almaceda;876;;;
16H050203: Benquerenças;1487,3;;;
16H050205: Castelo Branco;611,7;;;
16H050211: Lardosa;1376,4;;;
16H050212: Louriçal do Campo;1689,3;;;
16H050214: Malpica do Tejo;381,3;;;
16H050216: Monforte da Beira;460,7;;;
16H050220: Salgueiro do Campo;634;;;
16H050221: Santo André das Tojeiras;1379,9;;;
16H050222: São Vicente da Beira;1573,7;;;
16H050223: Sarzedas;1083,7;;;
16H050225: Tinalhas;584,3;;;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;1220,8;;;
16H050227: União das freguesias de Escalos de Baixo e Mata;569,9;;;
16H050228: União das freguesias de Escalos de Cima e Lousa;548,2;;;
16H050229: União das freguesias de Freixial e Juncal do Campo;691,5;;;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;970,9;;;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;822,7;;;
16H0505: Idanha-a-Nova;596,2;;;
16H050502: Aldeia de Santa Margarida;734,3;;;
16H050505: Ladoeiro;857,2;;;
16H050506: Medelim;586,3;;;
16H050509: Oledo;366,2;;;
16H050510: Penha Garcia;431,1;;;
16H050511: Proença-a-Velha;395,6;;;
16H050512: Rosmaninhal;380,6;;;
16H050514: São Miguel de Acha;327,6;;;
16H050516: Toulões;990,7;;;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;806,5;;;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;387,6;;;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;629,6;;;
16H050521: União das freguesias de Zebreira e Segura;633,4;;;
16H0506: Oleiros;2967,8;;;
16H050601: Álvaro;970,7;;;
16H050603: Cambas;1612,2;;;
16H050613: Estreito-Vilar Barroco;6590,2;;;
16H050605: Isna;1324,3;;;
16H050606: Madeirã;3434,2;;;
16H050607: Mosteiro;1079,9;;;
16H050614: Oleiros-Amieira;2181,4;;;
16H050609: Orvalho;5009,7;;;
16H050610: Sarnadas de São Simão;1968,5;;;
16H050611: Sobral;1134,5;;;
16H0507: Penamacor;838,2;;;
16H050704: Aranhas;618,2;;;
16H050706: Benquerença;1081,9;;;
16H050707: Meimão;1356;;;
16H050708: Meimoa;1106,7;;;
16H050710: Penamacor;776,7;;;
16H050711: Salvador;2225,5;;;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;650,1;;;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;563,2;;;
16H050712: Vale da Senhora da Póvoa;830,3;;;
16H0508: Proença-a-Nova;3769,4;;;
16H050802: Montes da Senhora;1664,2;;;
16H050805: São Pedro do Esteval;1008,6;;;
16H050807: União das freguesias de Proença-a-Nova e Peral;6295,6;;;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1438;;;
16H0511: Vila Velha de Ródão;1096,8;;;
16H051101: Fratel;770,4;;;
16H051102: Perais;1201,5;;;
16H051103: Sarnadas de Ródão;852,5;;;
16H051104: Vila Velha de Ródão;1124,1;;;
16I: Médio Tejo;2569,5;;;
16I1401: Abrantes;887,9;;;
16I140104: Bemposta;414,9;;;
16I140119: Carvalhal;750,8;;;
16I140118: Fontes;1445,9;;;
16I140105: Martinchel;1917,4;;;
16I140106: Mouriscas;1233,4;;;
16I140107: Pego;1301,6;;;
16I140108: Rio de Moinhos;857;;;
16I140115: Tramagal;1822,2;;;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;1177,2;;;
16I140121: União das freguesias de Aldeia do Mato e Souto;1351;;;
16I140122: União das freguesias de Alvega e Concavada;1203,5;;;
16I140123: União das freguesias de São Facundo e Vale das Mós;1129,5;;;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;1257,3;;;
16I1402: Alcanena;925,2;;;
16I140202: Bugalhos;871,3;;;
16I140206: Minde;406;;;
16I140207: Moitas Venda;1991,5;;;
16I140208: Monsanto;1139,4;;;
16I140209: Serra de Santo António;1113,1;;;
16I140211: União das freguesias de Alcanena e Vila Moreira;1075,8;;;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;767,9;;;
16I1408: Constância;1156;;;
16I140801: Constância;2385,2;;;
16I140802: Montalvo;3252,2;;;
16I140803: Santa Margarida da Coutada;727,8;;;
16I1410: Entroncamento;3142;;;
16I141002: Nossa Senhora de Fátima;9690,2;;;
16I141001: São João Baptista;2621,5;;;
16I1411: Ferreira do Zêzere;16105,7;;;
16I141101: Águas Belas;16101,5;;;
16I141103: Beco;3263,3;;;
16I141104: Chãos;608,2;;;
16I141106: Ferreira do Zêzere;28280,2;;;
16I141107: Igreja Nova do Sobral;1281,5;;;
16I141110: Nossa Senhora do Pranto;52782,5;;;
16I141111: União das freguesias de Areias e Pias;8564,9;;;
16I1413: Mação;1548,3;;;
16I141302: Amêndoa;1984,1;;;
16I141303: Cardigos;2268,4;;;
16I141304: Carvoeiro;837;;;
16I141305: Envendos;1696,1;;;
16I141307: Ortiga;677,6;;;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1513,4;;;
16I1421: Ourém;5870,5;;;
16I142101: Alburitel;1916,4;;;
16I142102: Atouguia;2022,8;;;
16I142104: Caxarias;1627,9;;;
16I142105: Espite;1915;;;
16I142106: Fátima;2094,9;;;
16I142115: Nossa Senhora da Piedade;2093,7;;;
16I142111: Nossa Senhora das Misericórdias;4177,9;;;
16I142113: Seiça;1367,2;;;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;2640,8;;;
16I142120: União das freguesias de Gondemaria e Olival;2130,3;;;
16I142121: União das freguesias de Matas e Cercal;1415;;;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;3061,4;;;
16I142114: Urqueira;114358;;;
16I1417: Sardoal;1575,6;;;
16I141701: Alcaravela;4670,6;;;
16I141702: Santiago de Montalegre;640,2;;;
16I141703: Sardoal;1139,5;;;
16I141704: Valhascos;931,7;;;
16I0509: Sertã;2320,5;;;
16I050901: Cabeçudo;3164,6;;;
16I050902: Carvalhal;1409,9;;;
16I050903: Castelo;1905;;;
16I050911: Pedrógão Pequeno;1652,1;;;
16I050912: Sertã;4061,9;;;
16I050913: Troviscal;1234,1;;;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;2002,3;;;
16I050916: União das freguesias de Cumeada e Marmeleiro;1600;;;
16I050917: União das freguesias de Ermida e Figueiredo;2530,6;;;
16I050914: Várzea dos Cavaleiros;1546,4;;;
16I1418: Tomar;2792,8;;;
16I141802: Asseiceira;6693,7;;;
16I141804: Carregueiros;1473,6;;;
16I141808: Olalhas;1668,1;;;
16I141809: Paialvo;2039,8;;;
16I141814: Sabacheira;4068;;;
16I141813: São Pedro de Tomar;1939;;;
16I141817: União das freguesias de Além da Ribeira e Pedreira;791,1;;;
16I141818: União das freguesias de Casais e Alviobeira;1435;;;
16I141819: União das freguesias de Madalena e Beselga;4332,1;;;
16I141820: União das freguesias de Serra e Junceira;2185,1;;;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;897,5;;;
16I1419: Torres Novas;1966,2;;;
16I141902: Assentiz;6047,7;;;
16I141904: Chancelaria;1909;;;
16I141917: Meia Via;1415,4;;;
16I141909: Pedrógão;1155,8;;;
16I141910: Riachos;1468;;;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1519,9;;;
16I141919: União das freguesias de Olaia e Paço;2265,6;;;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);2068,4;;;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1233,2;;;
16I141916: Zibreira;879,2;;;
16I0510: Vila de Rei;3045,2;;;
16I051001: Fundada;1664,2;;;
16I051002: São João do Peso;6946,1;;;
16I051003: Vila de Rei;2679,5;;;
16I1420: Vila Nova da Barquinha;3395,3;;;
16I142001: Atalaia;634,8;;;
16I142002: Praia do Ribatejo;8242,4;;;
16I142003: Tancos;2094,1;;;
16I142006: Vila Nova da Barquinha;2381;;;
16J: Beiras e Serra da Estrela;1088,9;;;
16J0902: Almeida;407,2;;;
16J090203: Almeida;460,5;;;
16J090207: Castelo Bom;246,6;;;
16J090209: Freineda;449,8;;;
16J090210: Freixo;451,4;;;
16J090213: Malhada Sorda;317,7;;;
16J090219: Nave de Haver;395,4;;;
16J090224: São Pedro de Rio Seco;472;;;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;444,5;;;
16J090231: União das freguesias de Azinhal, Peva e Valverde;476,4;;;
