
Statistical table extracted on October 11, 2022 (22:40:03)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16E060215: São Caetano;559;223;309;26;1;
;16E060214: Tocha;2935;1356;1426;132;21;
;16E060220: União das freguesias de Cantanhede e Pocariça;2274;757;1171;290;56;
;16E060221: União das freguesias de Covões e Camarneira;2211;973;1097;126;15;
;16E060222: União das freguesias de Portunhos e Outil;1316;483;690;119;24;
;16E060223: União das freguesias de Sepins e Bolho;1732;560;1033;109;30;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;909;400;456;43;10;
;16E0603: Coimbra;13853;5010;7741;880;222;
;16E060301: Almalaguês;1715;615;956;125;19;
;16E060309: Brasfemes;132;26;90;13;3;
;16E060311: Ceira;547;134;373;27;13;
;16E060312: Cernache;793;297;417;65;14;
;16E060318: Santo António dos Olivais;179;45;81;29;24;
;16E060320: São João do Campo;916;393;481;40;2;
;16E060324: São Silvestre;953;402;546;2;3;
;16E060329: Torres do Mondego;109;32;61;15;1;
;16E060332: União das freguesias de Antuzede e Vil de Matos;780;301;400;70;9;
;16E060333: União das freguesias de Assafarge e Antanhol;473;142;247;67;17;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);162;54;84;15;9;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;704;224;433;31;16;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;311;90;185;22;14;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;1515;653;844;16;2;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;639;230;321;69;19;
;16E060339: União das freguesias de Souselas e Botão;1470;463;887;98;22;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;1440;578;732;109;21;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;1015;331;603;67;14;
;16E0604: Condeixa-a-Nova;6021;2477;3148;313;83;
;16E060401: Anobra;764;388;344;26;6;
;16E060406: Ega;1726;703;940;63;20;
;16E060407: Furadouro;228;130;93;5;- -;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;1216;439;679;69;29;
;16E060412: União das freguesias de Sebal e Belide;797;303;432;47;15;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;847;301;466;72;8;
;16E060410: Zambujal;443;213;194;31;5;
;16E0605: Figueira da Foz;14722;6070;7379;1155;118;
;16E060519: Alhadas;2884;1253;1423;193;15;
;16E060502: Alqueidão;1275;540;615;108;12;
;16E060515: Bom Sucesso;1868;838;945;76;9;
;16E060520: Buarcos;278;119;110;42;7;
;16E060521: Ferreira-a-Nova;1963;746;1060;145;12;
;16E060522: Lavos;910;375;433;94;8;
;16E060507: Maiorca;1241;501;605;129;6;
;16E060508: Marinha das Ondas;1019;397;522;89;11;
;16E060518: Moinhos da Gândara;- -;- -;- -;- -;- -;
;16E060523: Paião;1470;604;747;100;19;
;16E060524: Quiaios;851;297;493;60;1;
;16E060514: São Pedro;21;6;10;5;- -;
;16E060512: Tavarede;378;136;167;62;13;
;16E060513: Vila Verde;564;258;249;52;5;
;16E0606: Góis;1424;678;695;44;7;
;16E060601: Alvares;259;156;91;11;1;
;16E060604: Góis;628;273;332;20;3;
;16E060606: União das freguesias de Cadafaz e Colmeal;259;132;124;3;- -;
;16E060605: Vila Nova do Ceira;278;117;148;10;3;
;16E0607: Lousã;2111;726;1225;138;22;
;16E060706: Gândaras;- -;- -;- -;- -;- -;
;16E060704: Serpins;347;107;224;11;5;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;432;135;271;20;6;
;16E060708: União das freguesias de Lousã e Vilarinho;1332;484;730;107;11;
;16E0111: Mealhada;6639;1864;4282;427;66;
;16E011102: Barcouço;1344;466;815;52;11;
;16E011103: Casal Comba;1848;351;1485;12;- -;
;16E011104: Luso;463;177;254;31;1;
;16E011106: Pampilhosa;626;96;355;150;25;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;1703;524;1037;118;24;
;16E011107: Vacariça;655;250;336;64;5;
;16E0608: Mira;6949;2947;3585;345;72;
;16E060803: Carapelhos;510;257;240;13;- -;
;16E060801: Mira;4684;2000;2381;242;61;
;16E060804: Praia de Mira;1025;438;552;32;3;
;16E060802: Seixo;730;252;412;58;8;
;16E0609: Miranda do Corvo;4390;1677;2336;349;28;
;16E060901: Lamas;715;236;405;71;3;
;16E060902: Miranda do Corvo;1267;447;679;128;13;
;16E060906: União das freguesias de Semide e Rio Vide;1764;722;921;111;10;
;16E060905: Vila Nova;644;272;331;39;2;
;16E0610: Montemor-o-Velho;13127;5353;6777;907;90;
;16E061002: Arazede;4684;2088;2310;256;30;
;16E061003: Carapinheira;1195;433;640;113;9;
;16E061014: Ereira;294;105;145;37;7;
;16E061005: Liceia;1140;551;540;47;2;
;16E061006: Meãs do Campo;570;338;217;15;- -;
;16E061008: Pereira;698;170;455;70;3;
;16E061009: Santo Varão;282;90;134;50;8;
;16E061010: Seixo de Gatões;961;424;487;47;3;
;16E061011: Tentúgal;1383;537;755;82;9;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;735;269;368;89;9;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1185;348;726;101;10;
;16E1808: Mortágua;4387;1965;2190;207;25;
;16E180802: Cercosa;218;105;105;7;1;
;16E180804: Espinho;818;376;418;22;2;
;16E180805: Marmeleira;295;151;133;8;3;
;16E180807: Pala;575;261;281;29;4;
;16E180808: Sobral;1253;562;641;46;4;
;16E180809: Trezói;274;142;119;9;4;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;954;368;493;86;7;
;16E0611: Oliveira do Hospital;7504;3507;3537;366;94;
;16E061101: Aldeia das Dez;153;79;63;8;3;
;16E061102: Alvoco das Várzeas;170;82;74;11;3;
;16E061103: Avô;103;54;42;5;2;
;16E061104: Bobadela;317;146;161;9;1;
;16E061106: Lagares;715;296;365;44;10;
;16E061109: Lourosa;380;193;177;10;- -;
;16E061110: Meruge;456;219;196;31;10;
;16E061111: Nogueira do Cravo;838;384;427;27;- -;
;16E061115: São Gião;215;106;100;9;- -;
;16E061118: Seixo da Beira;1115;544;535;32;4;
;16E061119: Travanca de Lagos;487;259;212;12;4;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;861;393;399;57;12;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;582;259;271;40;12;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;622;265;287;47;23;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;203;103;88;6;6;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;287;125;140;18;4;
;16E0612: Pampilhosa da Serra;1890;999;802;70;19;
;16E061201: Cabril;100;72;24;2;2;
;16E061202: Dornelas do Zêzere;272;117;134;14;7;
;16E061211: Fajão-Vidual;193;132;60;1;- -;
;16E061204: Janeiro de Baixo;452;183;241;23;5;
;16E061206: Pampilhosa da Serra;269;187;80;2;- -;
;16E061207: Pessegueiro;129;96;33;- -;- -;
;16E061212: Portela do Fojo-Machio;187;108;71;6;2;
;16E061209: Unhais-o-Velho;288;104;159;22;3;
;16E0613: Penacova;5018;1883;2916;181;38;
;16E061301: Carvalho;755;334;404;16;1;
;16E061302: Figueira de Lorvão;832;288;507;33;4;
;16E061304: Lorvão;511;235;254;15;7;
;16E061307: Penacova;847;260;562;22;3;
;16E061310: Sazes do Lorvão;413;128;246;30;9;
;16E061312: União das freguesias de Friúmes e Paradela;347;91;242;12;2;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;421;144;258;16;3;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;892;403;443;37;9;
;16E0614: Penela;3664;1706;1711;197;50;
;16E061401: Cumeeira;715;354;334;22;5;
;16E061402: Espinhal;368;197;156;6;9;
;16E061403: Podentes;439;165;220;37;17;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;2142;990;1001;132;19;
;16E0615: Soure;11031;4856;5202;879;94;
;16E061501: Alfarelos;391;135;184;62;10;
;16E061504: Figueiró do Campo;923;353;455;107;8;
;16E061506: Granja do Ulmeiro;187;40;104;35;8;
;16E061508: Samuel;955;465;429;58;3;
;16E061509: Soure;4028;1655;2024;307;42;
;16E061510: Tapéus;321;172;129;18;2;
;16E061513: União das freguesias de Degracias e Pombalinho;1559;885;635;37;2;
;16E061514: União das freguesias de Gesteira e Brunhós;929;398;415;113;3;
;16E061511: Vila Nova de Anços;651;257;316;71;7;
;16E061512: Vinha da Rainha;1087;496;511;71;9;
;16E0616: Tábua;6481;3013;3040;381;47;
;16E061602: Candosa;583;236;304;40;3;
;16E061603: Carapinha;194;79;99;16;- -;
;16E061608: Midões;1000;530;429;39;2;
;16E061609: Mouronho;556;275;237;40;4;
;16E061611: Póvoa de Midões;404;195;182;22;5;
;16E061612: São João da Boa Vista;300;147;137;15;1;
;16E061614: Tábua;821;337;411;67;6;
;16E061616: União das freguesias de Ázere e Covelo;630;289;302;30;9;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1016;510;462;37;7;
;16E061618: União das freguesias de Espariz e Sinde;601;257;301;39;4;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;376;158;176;36;6;
;16E0617: Vila Nova de Poiares;1576;487;998;76;15;
;16E061701: Arrifana;456;130;312;11;3;
;16E061702: Lavegadas;146;45;94;7;- -;
;16E061703: Poiares (Santo André);644;221;374;42;7;
;16E061704: São Miguel de Poiares;330;91;218;16;5;
;16F: Região de Leiria;78676;32786;39870;5449;571;
;16F1002: Alvaiázere;4498;2130;2199;139;30;
;16F100201: Almoster;816;429;367;17;3;
;16F100208: Alvaiázere;876;405;418;47;6;
;16F100204: Maçãs de Dona Maria;895;373;481;37;4;
;16F100205: Pelmá;779;407;356;11;5;
;16F100209: Pussos São Pedro;1132;516;577;27;12;
;16F1003: Ansião;6292;2483;3300;469;40;
;16F100301: Alvorge;974;424;498;49;3;
;16F100309: Ansião;1359;520;711;119;9;
;16F100303: Avelar;311;91;160;49;11;
;16F100304: Chão de Couce;927;302;508;111;6;
;16F100306: Pousaflores;874;423;409;36;6;
;16F100307: Santiago da Guarda;1847;723;1014;105;5;
;16F1004: Batalha;4657;1847;2395;365;50;
;16F100401: Batalha;1928;669;1088;156;15;
;16F100404: Golpilheira;440;156;224;56;4;
;16F100402: Reguengo do Fetal;929;362;446;94;27;
;16F100403: São Mamede;1360;660;637;59;4;
;16F1007: Castanheira de Pêra;152;52;79;19;2;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;152;52;79;19;2;
;16F1008: Figueiró dos Vinhos;2584;981;1357;211;35;
;16F100801: Aguda;424;168;220;31;5;
;16F100802: Arega;825;317;452;49;7;
;16F100803: Campelo;76;35;39;2;- -;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1259;461;646;129;23;
;16F1009: Leiria;23849;8599;13018;2043;189;
;16F100901: Amor;1601;591;848;154;8;
;16F100902: Arrabal;1103;257;688;143;15;
;16F100925: Bajouca;973;378;533;59;3;
;16F100926: Bidoeira de Cima;427;129;277;21;- -;
;16F100907: Caranguejeira;1688;716;867;96;9;
;16F100909: Coimbrão;252;83;159;7;3;
;16F100913: Maceira;1826;641;985;188;12;
;16F100915: Milagres;757;269;432;56;- -;
;16F100921: Regueira de Pontes;535;165;270;90;10;
;16F100932: União das freguesias de Colmeias e Memória;1803;729;936;130;8;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;2458;898;1219;296;45;
;16F100934: União das freguesias de Marrazes e Barosa;851;274;417;141;19;
;16F100935: União das freguesias de Monte Real e Carvide;1184;435;657;85;7;
;16F100936: União das freguesias de Monte Redondo e Carreira;1037;413;583;39;2;
;16F100937: União das freguesias de Parceiros e Azoia;1029;280;587;145;17;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1905;782;1004;104;15;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;1447;406;922;110;9;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;2973;1153;1634;179;7;
;16F1010: Marinha Grande;1588;640;787;142;19;
;16F101001: Marinha Grande;787;328;395;56;8;
;16F101003: Moita;201;75;102;22;2;
;16F101002: Vieira de Leiria;600;237;290;64;9;
;16F1013: Pedrógão Grande;2554;1037;1370;126;21;
;16F101301: Graça;695;279;381;30;5;
;16F101302: Pedrógão Grande;1435;604;726;91;14;
;16F101303: Vila Facaia;424;154;263;5;2;
;16F1015: Pombal;24668;11854;11218;1473;123;
;16F101501: Abiul;1620;769;762;82;7;
;16F101503: Almagreira;1841;975;845;17;4;
;16F101504: Carnide;595;308;279;6;2;
;16F101505: Carriço;1810;889;843;74;4;
;16F101506: Louriçal;3030;1672;1255;99;4;
;16F101515: Meirinhas;531;206;278;43;4;
;16F101508: Pelariga;1170;582;529;56;3;
;16F101509: Pombal;4322;1836;2118;343;25;
;16F101510: Redinha;974;431;474;66;3;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;3092;1583;1353;146;10;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;3208;1504;1317;355;32;
;16F101513: Vermoil;1577;671;761;135;10;
;16F101514: Vila Cã;898;428;404;51;15;
;16F1016: Porto de Mós;7834;3163;4147;462;62;
;16F101602: Alqueidão da Serra;855;410;398;41;6;
;16F101605: Calvaria de Cima;361;130;195;34;2;
;16F101606: Juncal;1611;613;889;96;13;
;16F101608: Mira de Aire;269;106;140;17;6;
;16F101609: Pedreiras;634;221;349;54;10;
;16F101614: Porto de Mós - São João Baptista e São Pedro;1098;407;536;142;13;
;16F101610: São Bento;775;343;429;3;- -;
;16F101613: Serro Ventoso;717;321;380;14;2;
;16F101615: União das freguesias de Alvados e Alcaria;393;152;219;21;1;
;16F101616: União das freguesias de Arrimal e Mendiga;1121;460;612;40;9;
;16G: Viseu Dão Lafões;121364;53475;60465;6361;1063;
;16G0901: Aguiar da Beira;4415;2318;1955;103;39;
;16G090102: Carapito;419;180;232;7;- -;
;16G090103: Cortiçada;310;194;107;5;4;
;16G090105: Dornelas;523;307;208;5;3;
;16G090106: Eirado;289;163;121;5;- -;
;16G090107: Forninhos;257;130;117;8;2;
;16G090109: Pena Verde;787;384;378;20;5;
;16G090110: Pinheiro;218;123;90;5;- -;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;757;403;322;20;12;
;16G090115: União das freguesias de Sequeiros e Gradiz;441;211;206;19;5;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;414;223;174;9;8;
;16G1802: Carregal do Sal;5127;2330;2506;224;67;
;16G180201: Beijós;772;345;399;21;7;
;16G180202: Cabanas de Viriato;733;339;353;32;9;
;16G180204: Oliveira do Conde;1738;761;849;99;29;
;16G180206: Parada;526;265;247;13;1;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;1358;620;658;59;21;
;16G1803: Castro Daire;10818;5838;4713;241;26;
;16G180301: Almofala;420;245;174;1;- -;
;16G180303: Cabril;508;344;152;11;1;
;16G180304: Castro Daire;1551;655;830;57;9;
;16G180305: Cujó;376;214;153;6;3;
;16G180309: Gosende;399;227;152;20;- -;
;16G180312: Mões;1397;782;580;33;2;
;16G180313: Moledo;1035;627;393;15;- -;
;16G180314: Monteiras;549;289;247;12;1;
;16G180317: Pepim;278;141;131;5;1;
;16G180319: Pinheiro;514;320;181;12;1;
;16G180322: São Joaninho;348;166;170;12;- -;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;981;436;517;24;4;
;16G180324: União das freguesias de Mezio e Moura Morta;513;261;242;8;2;
;16G180325: União das freguesias de Parada de Ester e Ester;831;501;321;7;2;
;16G180326: União das freguesias de Picão e Ermida;476;254;218;4;- -;
;16G180327: União das freguesias de Reriz e Gafanhão;642;376;252;14;- -;
;16G1806: Mangualde;9495;4218;4496;664;117;
;16G180601: Abrunhosa-a-Velha;406;203;177;21;5;
;16G180602: Alcafache;621;258;290;64;9;
;16G180605: Cunha Baixa;671;264;348;45;14;
;16G180606: Espinho;791;375;367;38;11;
;16G180607: Fornos de Maceira Dão;913;387;468;55;3;
;16G180608: Freixiosa;120;48;68;4;- -;
;16G180614: Quintela de Azurara;228;109;100;15;4;
;16G180616: São João da Fresta;281;142;111;23;5;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;2664;1030;1400;203;31;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;598;304;219;63;12;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1010;493;435;68;14;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1192;605;513;65;9;
;16G1809: Nelas;6175;2625;3095;334;121;
;16G180901: Canas de Senhorim;988;338;529;101;20;
;16G180908: Lapa do Lobo;434;176;227;29;2;
;16G180903: Nelas;881;322;456;74;29;
;16G180905: Senhorim;1024;536;458;9;21;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1138;483;587;54;14;
;16G180911: União das freguesias de Santar e Moreira;1066;544;472;28;22;
;16G180906: Vilar Seco;644;226;366;39;13;
;16G1810: Oliveira de Frades;5932;2158;3514;235;25;
;16G181002: Arcozelo das Maias;1138;400;686;45;7;
;16G181005: Pinheiro;699;246;407;41;5;
;16G181007: Ribeiradio;895;327;540;24;4;
;16G181008: São João da Serra;530;202;316;12;- -;
;16G181009: São Vicente de Lafões;408;133;250;25;- -;
;16G181013: União das freguesias de Arca e Varzielas;656;248;385;23;- -;
;16G181014: União das freguesias de Destriz e Reigoso;733;276;435;19;3;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;873;326;495;46;6;
;16G1811: Penalva do Castelo;6002;3293;2521;157;31;
;16G181102: Castelo de Penalva;874;530;314;24;6;
;16G181103: Esmolfe;326;152;163;7;4;
;16G181104: Germil;362;154;195;11;2;
;16G181105: Ínsua;610;257;327;21;5;
;16G181106: Lusinde;219;114;100;1;4;
;16G181109: Pindo;1570;823;700;42;5;
;16G181110: Real;215;125;83;7;- -;
;16G181111: Sezures;731;435;274;21;1;
;16G181112: Trancozelos;300;210;88;2;- -;
;16G181114: União das freguesias de Antas e Matela;424;271;139;11;3;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;371;222;138;10;1;
;16G1814: Santa Comba Dão;5183;1935;2869;346;33;
;16G181403: Pinheiro de Ázere;627;243;326;52;6;
;16G181405: São Joaninho;739;300;395;42;2;
;16G181406: São João de Areias;1039;397;579;56;7;
;16G181410: União das freguesias de Ovoa e Vimieiro;829;278;475;73;3;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;1050;380;566;91;13;
;16G181412: União das freguesias de Treixedo e Nagozela;899;337;528;32;2;
;16G1816: São Pedro do Sul;9845;4395;5084;333;33;
;16G181602: Bordonhos;254;101;144;7;2;
;16G181606: Figueiredo de Alva;708;349;333;26;- -;
;16G181607: Manhouce;936;430;499;6;1;
;16G181608: Pindelo dos Milagres;402;203;188;11;- -;
;16G181609: Pinho;580;275;272;33;- -;
;16G181612: São Félix;214;80;126;7;1;
;16G181615: Serrazes;603;225;354;22;2;
;16G181616: Sul;803;390;388;22;3;
;16G181620: União das freguesias de Carvalhais e Candal;1144;540;557;41;6;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1126;493;605;27;1;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;465;257;200;8;- -;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1181;406;695;71;9;
;16G181617: Valadares;837;411;390;30;6;
;16G181619: Vila Maior;592;235;333;22;2;
;16G1817: Sátão;7922;3445;3936;483;58;
;16G181702: Avelal;287;93;178;15;1;
;16G181704: Ferreira de Aves;1962;1001;891;59;11;
;16G181706: Mioma;710;340;321;44;5;
;16G181707: Rio de Moinhos;796;392;354;44;6;
;16G181709: São Miguel de Vila Boa;1024;297;629;91;7;
;16G181710: Sátão;1443;540;748;142;13;
;16G181711: Silvã de Cima;365;176;152;33;4;
;16G181713: União das freguesias de Águas Boas e Forles;313;99;192;19;3;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;1022;507;471;36;8;
;16G1821: Tondela;16533;6684;8510;1113;226;
;16G182102: Campo de Besteiros;396;135;227;24;10;
;16G182103: Canas de Santa Maria;1054;423;495;99;37;
;16G182105: Castelões;838;297;485;49;7;
;16G182106: Dardavaz;895;410;448;31;6;
;16G182107: Ferreirós do Dão;227;119;106;2;- -;
;16G182108: Guardão;389;178;174;32;5;
;16G182109: Lajeosa do Dão;1605;749;761;82;13;
;16G182110: Lobão da Beira;711;272;364;67;8;
;16G182111: Molelos;1149;462;627;44;16;
;16G182116: Parada de Gonta;424;179;218;23;4;
;16G182118: Santiago de Besteiros;831;279;487;57;8;
;16G182122: Tonda;678;305;319;44;10;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;1220;533;637;43;7;
;16G182128: União das freguesias de Caparrosa e Silvares;863;284;517;53;9;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;960;425;459;69;7;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;1288;511;707;60;10;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;890;358;424;98;10;
;16G182132: União das freguesias de Tondela e Nandufe;1088;390;539;124;35;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1027;375;516;112;24;
;16G1822: Vila Nova de Paiva;3329;1652;1507;161;9;
;16G182203: Pendilhe;422;275;146;1;- -;
;16G182204: Queiriga;383;191;155;35;2;
;16G182205: Touro;868;410;446;12;- -;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;878;387;378;107;6;
;16G182206: Vila Cova à Coelheira;778;389;382;6;1;
;16G1823: Viseu;23784;9938;12020;1594;232;
;16G182301: Abraveses;393;158;204;25;6;
;16G182304: Bodiosa;1537;672;787;66;12;
;16G182305: Calde;1232;700;507;22;3;
;16G182306: Campo;662;280;358;19;5;
;16G182307: Cavernães;622;294;298;17;13;
;16G182310: Cota;953;510;416;19;8;
;16G182337: Coutos de Viseu;1261;489;689;65;18;
;16G182315: Fragosela;533;187;310;32;4;
;16G182316: Lordosa;1049;452;517;76;4;
;16G182318: Mundão;557;210;309;36;2;
;16G182319: Orgens;743;249;378;96;20;
;16G182320: Povolide;1229;529;632;56;12;
;16G182321: Ranhados;407;148;214;34;11;
;16G182339: Repeses e São Salvador;269;92;127;45;5;
;16G182322: Ribafeita;790;339;407;40;4;
;16G182323: Rio de Loba;506;195;261;44;6;
;16G182325: Santos Evos;740;305;397;35;3;
;16G182340: São Cipriano e Vil de Souto;1017;390;488;129;10;
;16G182327: São João de Lourosa;1571;546;893;118;14;
;16G182329: São Pedro de France;1196;608;547;37;4;
;16G182317: Silgueiros;2136;814;1141;163;18;
;16G182335: União das freguesias de Barreiros e Cepões;1199;564;597;24;14;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1920;811;885;208;16;
;16G182338: Faíl e Vila Chã de Sá;901;279;478;127;17;
;16G182341: Viseu;361;117;180;61;3;
;16G1824: Vouzela;6804;2646;3739;373;46;
;16G182401: Alcofra;738;351;371;13;3;
;16G182403: Campia;1234;543;641;43;7;
;16G182407: Fornelo do Monte;261;119;139;2;1;
;16G182409: Queirã;1031;298;636;84;13;
;16G182410: São Miguel do Mato;577;201;319;54;3;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;1094;515;535;40;4;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;613;200;350;57;6;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;525;149;310;60;6;
;16G182411: Ventosa;731;270;438;20;3;
;16H: Beira Baixa;39337;17791;17682;3191;673;
;16H0502: Castelo Branco;14664;6161;6762;1444;297;
;16H050201: Alcains;463;106;265;77;15;
;16H050202: Almaceda;779;437;327;14;1;
;16H050203: Benquerenças;800;302;380;102;16;
;16H050205: Castelo Branco;1377;363;711;252;51;
;16H050211: Lardosa;430;249;153;24;4;
;16H050212: Louriçal do Campo;309;110;167;31;1;
;16H050214: Malpica do Tejo;667;355;262;39;11;
;16H050216: Monforte da Beira;756;447;276;21;12;
;16H050220: Salgueiro do Campo;938;354;466;103;15;
;16H050221: Santo André das Tojeiras;1007;580;332;94;1;
;16H050222: São Vicente da Beira;695;308;330;49;8;
;16H050223: Sarzedas;1606;761;689;143;13;
;16H050225: Tinalhas;289;101;146;29;13;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;418;142;208;52;16;
;16H050227: União das freguesias de Escalos de Baixo e Mata;964;406;394;121;43;
;16H050228: União das freguesias de Escalos de Cima e Lousa;975;308;536;97;34;
;16H050229: União das freguesias de Freixial e Juncal do Campo;870;302;481;72;15;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;723;271;373;60;19;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;598;259;266;64;9;
;16H0505: Idanha-a-Nova;4094;2161;1517;334;82;
;16H050502: Aldeia de Santa Margarida;262;168;73;20;1;
;16H050505: Ladoeiro;711;373;247;80;11;
;16H050506: Medelim;145;70;67;5;3;
;16H050509: Oledo;184;80;86;14;4;
;16H050510: Penha Garcia;254;151;82;15;6;
;16H050511: Proença-a-Velha;142;57;64;16;5;
;16H050512: Rosmaninhal;201;94;83;16;8;
;16H050514: São Miguel de Acha;307;146;127;29;5;
;16H050516: Toulões;287;197;74;13;3;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;454;221;154;62;17;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;373;171;180;18;4;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;334;217;98;15;4;
;16H050521: União das freguesias de Zebreira e Segura;440;216;182;31;11;
;16H0506: Oleiros;4007;1772;2004;199;32;
;16H050601: Álvaro;247;130;100;14;3;
;16H050603: Cambas;226;127;96;2;1;
;16H050613: Estreito-Vilar Barroco;756;287;416;45;8;
;16H050605: Isna;303;124;145;29;5;
;16H050606: Madeirã;205;79;124;1;1;
;16H050607: Mosteiro;268;132;136;- -;- -;
;16H050614: Oleiros-Amieira;1500;621;777;91;11;
;16H050609: Orvalho;136;63;60;13;- -;
;16H050610: Sarnadas de São Simão;135;91;38;3;3;
;16H050611: Sobral;231;118;112;1;- -;
;16H0507: Penamacor;5892;2868;2493;391;140;
;16H050704: Aranhas;443;253;150;29;11;
;16H050706: Benquerença;661;297;286;63;15;
;16H050707: Meimão;346;163;160;21;2;
;16H050708: Meimoa;388;194;190;- -;4;
;16H050710: Penamacor;1244;552;512;122;58;
;16H050711: Salvador;456;267;171;16;2;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;1371;627;645;59;40;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;686;359;257;66;4;
;16H050712: Vale da Senhora da Póvoa;297;156;122;15;4;
;16H0508: Proença-a-Nova;7763;3603;3540;538;82;
;16H050802: Montes da Senhora;1055;523;439;82;11;
;16H050805: São Pedro do Esteval;867;451;368;47;1;
;16H050807: União das freguesias de Proença-a-Nova e Peral;3428;1437;1665;278;48;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;2413;1192;1068;131;22;
;16H0511: Vila Velha de Ródão;2917;1226;1366;285;40;
;16H051101: Fratel;810;388;355;60;7;
;16H051102: Perais;762;268;389;89;16;
;16H051103: Sarnadas de Ródão;614;237;278;88;11;
;16H051104: Vila Velha de Ródão;731;333;344;48;6;
;16I: Médio Tejo;80133;33849;39057;6248;979;
;16I1401: Abrantes;7762;2937;3658;965;202;
