
Statistical table extracted on October 11, 2022 (22:40:03)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;119170501: Atei;840;448;350;41;1;
;119170502: Bilhó;712;390;294;25;3;
;119170505: São Cristóvão de Mondim de Basto;887;362;419;102;4;
;119170509: União das freguesias de Campanhó e Paradança;568;200;354;13;1;
;119170510: União das freguesias de Ermelo e Pardelhas;780;509;253;17;1;
;119170508: Vilar de Ferreiros;999;512;479;7;1;
;1190309: Póvoa de Lanhoso;7878;3821;3635;346;76;
;119030906: Covelas;249;118;122;8;1;
;119030908: Ferreiros;255;152;91;11;1;
;119030912: Galegos;200;62;118;17;3;
;119030913: Garfe;785;277;460;30;18;
;119030914: Geraz do Minho;339;200;129;9;1;
;119030915: Lanhoso;303;146;137;20;- -;
;119030917: Monsul;273;105;149;18;1;
;119030919: Póvoa de Lanhoso (Nossa Senhora do Amparo);291;129;122;37;3;
;119030921: Rendufinho;297;154;142;1;- -;
;119030922: Santo Emilião;160;42;101;7;10;
;119030923: São João de Rei;138;44;88;6;- -;
;119030924: Serzedelo;566;305;239;21;1;
;119030925: Sobradelo da Goma;502;245;248;9;- -;
;119030926: Taíde;247;230;5;9;3;
;119030927: Travassos;185;127;52;6;- -;
;119030930: União das freguesias de Águas Santas e Moure;355;161;158;28;8;
;119030931: União das freguesias de Calvos e Frades;407;173;221;10;3;
;119030932: União das freguesias de Campos e Louredo;539;151;348;34;6;
;119030933: União das freguesias de Esperança e Brunhais;372;177;191;3;1;
;119030934: União das freguesias de Fonte Arcada e Oliveira;626;464;130;24;8;
;119030935: União das freguesias de Verim, Friande e Ajude;499;220;260;15;4;
;119030929: Vilela;290;139;124;23;4;
;1190311: Vieira do Minho;7600;3618;3600;337;45;
;119031105: Cantelães;470;219;218;30;3;
;119031107: Eira Vedra;330;119;165;37;9;
;119031108: Guilhofrei;774;265;491;12;6;
;119031109: Louredo;278;159;106;12;1;
;119031110: Mosteiro;480;155;295;24;6;
;119031111: Parada de Bouro;198;103;79;12;4;
;119031112: Pinheiro;385;186;193;5;1;
;119031113: Rossas;1053;528;468;51;6;
;119031115: Salamonde;301;152;137;12;- -;
;119031118: Tabuaças;380;180;171;28;1;
;119031122: União das freguesias de Anissó e Soutelo;296;145;144;6;1;
;119031123: União das freguesias de Anjos e Vilar do Chão;514;248;251;15;- -;
;119031124: União das freguesias de Caniçada e Soengas;386;204;172;10;- -;
;119031125: União das freguesias de Ruivães e Campos;903;509;346;47;1;
;119031126: União das freguesias de Ventosa e Cova;519;261;236;20;2;
;119031120: Vieira do Minho;333;185;128;16;4;
;1190312: Vila Nova de Famalicão;11003;2772;7035;965;231;
;119031204: Bairro;159;53;94;6;6;
;119031206: Brufe;141;27;76;31;7;
;119031210: Castelões;190;72;109;8;1;
;119031212: Cruz;259;46;185;21;7;
;119031213: Delães;106;41;52;6;7;
;119031215: Fradelos;725;128;539;52;6;
;119031216: Gavião;306;57;207;32;10;
;119031219: Joane;384;126;236;15;7;
;119031221: Landim;200;76;96;20;8;
;119031223: Louro;351;75;215;49;12;
;119031224: Lousado;134;37;92;3;2;
;119031225: Mogege;165;64;94;7;- -;
;119031227: Nine;473;75;303;85;10;
;119031239: Oliveira (Santa Maria);212;92;111;5;4;
;119031242: Oliveira (São Mateus);55;20;31;2;2;
;119031230: Pedome;120;51;64;5;- -;
;119031232: Pousada de Saramagos;134;49;79;6;- -;
;119031233: Requião;327;79;194;39;15;
;119031234: Riba de Ave;65;21;42;1;1;
;119031235: Ribeirão;318;77;222;14;5;
;119031250: União das freguesias de Antas e Abade de Vermoim;256;54;150;27;25;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;907;214;602;85;6;
;119031252: União das freguesias de Avidos e Lagoa;213;73;121;18;1;
;119031253: União das freguesias de Carreira e Bente;188;38;113;24;13;
;119031254: União das freguesias de Esmeriz e Cabeçudos;297;84;189;19;5;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;1026;194;696;122;14;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;550;66;388;69;27;
;119031257: União das freguesias de Ruivães e Novais;226;70;140;10;6;
;119031258: União das freguesias de Seide;211;55;135;15;6;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;928;326;521;76;5;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;393;72;273;42;6;
;119031241: Vale (São Martinho);262;82;162;17;1;
;119031247: Vermoim;304;98;176;28;2;
;119031249: Vilarinho das Cambas;418;80;328;6;4;
;1190314: Vizela;1893;806;1029;50;8;
;119031404: Infias;227;110;106;11;- -;
;119031401: Santa Eulália;288;82;194;10;2;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);357;136;207;11;3;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);786;387;382;14;3;
;119031406: Vizela (Santo Adrião);235;91;140;4;- -;
;11A: Área Metropolitana do Porto;91632;33316;52397;4811;1108;
;11A0104: Arouca;11725;5118;6209;319;79;
;11A010402: Alvarenga;704;360;322;21;1;
;11A010407: Chave;776;302;459;15;- -;
;11A010409: Escariz;821;333;473;12;3;
;11A010411: Fermedo;542;240;291;11;- -;
;11A010413: Mansores;860;374;462;16;8;
;11A010414: Moldes;952;441;470;30;11;
;11A010415: Rossas;859;366;453;35;5;
;11A010416: Santa Eulália;963;392;539;29;3;
;11A010417: São Miguel do Mato;464;198;253;12;1;
;11A010418: Tropeço;698;296;386;12;4;
;11A010421: União das freguesias de Arouca e Burgo;1610;618;900;66;26;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;386;246;133;4;3;
;11A010423: União das freguesias de Canelas e Espiunca;766;329;421;11;5;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;341;208;125;8;- -;
;11A010419: Urrô;743;334;376;24;9;
;11A010420: Várzea;240;81;146;13;- -;
;11A0107: Espinho;299;96;175;22;6;
;11A010702: Espinho;- -;- -;- -;- -;- -;
;11A010704: Paramos;43;11;26;5;1;
;11A010705: Silvalde;101;30;64;7;- -;
;11A010706: União das freguesias de Anta e Guetim;155;55;85;10;5;
;11A1304: Gondomar;5497;1660;3206;517;114;
;11A130412: Baguim do Monte (Rio Tinto);169;47;110;9;3;
;11A130405: Lomba;250;88;138;23;1;
;11A130408: Rio Tinto;401;113;234;37;17;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;835;262;434;111;28;
;11A130414: União das freguesias de Foz do Sousa e Covelo;1274;342;729;172;31;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;1317;377;796;115;29;
;11A130416: União das freguesias de Melres e Medas;1251;431;765;50;5;
;11A1306: Maia;3066;943;1707;329;87;
;11A130601: Águas Santas;376;129;224;18;5;
;11A130618: Castêlo da Maia;892;291;475;97;29;
;11A130619: Cidade da Maia;364;125;191;37;11;
;11A130603: Folgosa;373;93;210;60;10;
;11A130608: Milheirós;120;30;75;10;5;
;11A130609: Moreira;189;49;115;19;6;
;11A130620: Nogueira e Silva Escura;299;86;158;42;13;
;11A130617: Pedrouços;72;16;46;8;2;
;11A130613: São Pedro Fins;223;81;115;24;3;
;11A130616: Vila Nova da Telha;158;43;98;14;3;
;11A1308: Matosinhos;1910;602;1127;139;42;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;594;205;335;40;14;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;150;49;84;16;1;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;918;264;560;72;22;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;248;84;148;11;5;
;11A0113: Oliveira de Azeméis;8804;3227;5093;412;72;
;11A011301: Carregosa;849;358;438;43;10;
;11A011302: Cesar;280;108;156;12;4;
;11A011303: Fajões;582;225;342;11;4;
;11A011304: Loureiro;1289;507;719;58;5;
;11A011305: Macieira de Sarnes;136;58;70;6;2;
;11A011310: Ossela;727;273;418;34;2;
;11A011315: São Martinho da Gândara;589;206;341;33;9;
;11A011318: São Roque;205;62;123;19;1;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;507;159;308;32;8;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;1029;432;559;31;7;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;2157;660;1371;108;18;
;11A011319: Vila de Cucujães;454;179;248;25;2;
;11A1310: Paredes;11175;4268;6344;453;110;
;11A131001: Aguiar de Sousa;455;186;246;18;5;
;11A131002: Astromil;156;54;92;10;- -;
;11A131003: Baltar;493;138;315;37;3;
;11A131004: Beire;546;246;291;6;3;
;11A131008: Cete;487;181;250;43;13;
;11A131009: Cristelo;183;79;103;1;- -;
;11A131010: Duas Igrejas;551;199;342;9;1;
;11A131011: Gandra;921;306;570;39;6;
;11A131013: Lordelo;502;187;301;13;1;
;11A131014: Louredo;181;90;77;13;1;
;11A131017: Parada de Todeia;181;73;93;7;8;
;11A131025: Paredes;2853;1029;1644;131;49;
;11A131018: Rebordosa;687;306;350;27;4;
;11A131019: Recarei;627;202;380;40;5;
;11A131020: Sobreira;596;233;337;23;3;
;11A131021: Sobrosa;671;285;375;9;2;
;11A131022: Vandoma;467;207;245;14;1;
;11A131024: Vilela;618;267;333;13;5;
;11A1312: Porto;- -;- -;- -;- -;- -;
;11A131202: Bonfim;- -;- -;- -;- -;- -;
;11A131203: Campanhã;- -;- -;- -;- -;- -;
;11A131210: Paranhos;- -;- -;- -;- -;- -;
;11A131211: Ramalde;- -;- -;- -;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;- -;- -;- -;- -;
;11A1313: Póvoa de Varzim;9119;3371;5566;160;22;
;11A131305: Balazar;629;192;417;16;4;
;11A131307: Estela;1716;646;1047;21;2;
;11A131308: Laundos;249;99;146;4;- -;
;11A131311: Rates;759;255;497;7;- -;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;655;216;410;23;6;
;11A131314: União das freguesias de Aguçadoura e Navais;2491;948;1509;29;5;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;2620;1015;1540;60;5;
;11A0109: Santa Maria da Feira;8557;3329;4835;314;79;
;11A010901: Argoncilhe;610;206;381;23;- -;
;11A010902: Arrifana;228;90;121;12;5;
;11A010904: Escapães;108;45;42;21;- -;
;11A010907: Fiães;88;25;49;9;5;
;11A010908: Fornos;114;48;63;3;- -;
;11A010913: Lourosa;172;80;82;7;3;
;11A010914: Milheirós de Poiares;183;64;113;2;4;
;11A010916: Mozelos;208;71;121;12;4;
;11A010917: Nogueira da Regedoura;46;15;28;3;- -;
;11A010919: Paços de Brandão;93;23;52;11;7;
;11A010921: Rio Meão;90;47;38;5;- -;
;11A010922: Romariz;991;376;581;30;4;
;11A010924: Sanguedo;123;23;85;10;5;
;11A010925: Santa Maria de Lamas;34;17;12;2;3;
;11A010926: São João de Ver;126;52;69;4;1;
;11A010918: São Paio de Oleiros;76;35;32;6;3;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;316;111;188;15;2;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;2322;990;1266;58;8;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;1288;526;718;30;14;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;720;260;427;26;7;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;621;225;367;25;4;
;11A1314: Santo Tirso;5136;1667;2933;417;119;
;11A131401: Agrela;260;75;142;32;11;
;11A131402: Água Longa;394;110;240;29;15;
;11A131405: Aves;154;43;97;14;- -;
;11A131413: Monte Córdova;598;187;379;26;6;
;11A131430: Negrelos (São Tomé);227;73;118;29;7;
;11A131416: Rebordões;120;30;78;11;1;
;11A131418: Reguenga;256;96;141;14;5;
;11A131419: Roriz;371;128;219;18;6;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;404;119;219;56;10;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);523;183;303;33;4;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;566;225;306;23;12;
;11A131436: União das freguesias de Lamelas e Guimarei;351;107;191;33;20;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;751;226;404;99;22;
;11A131432: Vilarinho;161;65;96;- -;- -;
;11A0116: São João da Madeira;137;65;59;9;4;
;11A011601: São João da Madeira;137;65;59;9;4;
;11A1318: Trofa;2272;576;1487;172;37;
;11A131806: Covelas;243;42;190;8;3;
;11A131808: Muro;104;29;60;10;5;
;11A131809: União das freguesias de Alvarelhos e Guidões;424;130;263;25;6;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1132;298;708;113;13;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);369;77;266;16;10;
;11A0119: Vale de Cambra;9104;3843;4816;392;53;
;11A011901: Arões;1886;889;929;63;5;
;11A011903: Cepelos;1101;465;588;44;4;
;11A011905: Junqueira;1063;520;506;36;1;
;11A011906: Macieira de Cambra;1326;494;742;72;18;
;11A011907: Roge;1127;499;578;44;6;
;11A011902: São Pedro de Castelões;1759;650;1032;66;11;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;842;326;441;67;8;
;11A1315: Valongo;2511;594;1703;195;19;
;11A131501: Alfena;499;115;351;27;6;
;11A131503: Ermesinde;203;26;150;20;7;
;11A131506: União das freguesias de Campo e Sobrado;1213;302;823;86;2;
;11A131505: Valongo;596;151;379;62;4;
;11A1316: Vila do Conde;6395;2024;3743;508;120;
;11A131602: Árvore;162;50;89;20;3;
;11A131603: Aveleda;216;76;125;13;2;
;11A131604: Azurara;99;39;55;5;- -;
;11A131607: Fajozes;140;30;94;11;5;
;11A131610: Gião;216;59;146;7;4;
;11A131611: Guilhabreu;251;72;159;14;6;
;11A131612: Junqueira;307;89;185;25;8;
;11A131613: Labruge;367;127;204;30;6;
;11A131614: Macieira da Maia;205;59;122;22;2;
;11A131616: Mindelo;324;92;195;32;5;
;11A131617: Modivas;220;89;111;20;- -;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;765;217;485;53;10;
;11A131632: União das freguesias de Fornelo e Vairão;362;119;186;44;13;
;11A131633: União das freguesias de Malta e Canidelo;273;97;142;26;8;
;11A131634: União das freguesias de Retorta e Tougues;274;83;172;17;2;
;11A131635: União das freguesias de Rio Mau e Arcos;857;329;488;32;8;
;11A131636: União das freguesias de Touguinha e Touguinhó;298;88;170;34;6;
;11A131637: União das freguesias de Vilar e Mosteiró;358;85;220;33;20;
;11A131627: Vila Chã;261;80;141;37;3;
;11A131628: Vila do Conde;223;104;114;4;1;
;11A131630: Vilar de Pinheiro;217;40;140;29;8;
;11A1317: Vila Nova de Gaia;5925;1933;3394;453;145;
;11A131701: Arcozelo;232;69;131;25;7;
;11A131702: Avintes;273;101;141;26;5;
;11A131703: Canelas;94;41;49;2;2;
;11A131704: Canidelo;168;57;95;7;9;
;11A131709: Madalena;232;75;148;8;1;
;11A131712: Oliveira do Douro;180;50;99;21;10;
;11A131717: São Félix da Marinha;177;67;96;3;11;
;11A131725: União das freguesias de Grijó e Sermonde;435;139;241;31;24;
;11A131726: União das freguesias de Gulpilhares e Valadares;377;94;230;46;7;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;376;113;233;26;4;
;11A131728: União das freguesias de Pedroso e Seixezelo;1342;468;763;97;14;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;1243;367;751;102;23;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;132;48;70;10;4;
;11A131731: União das freguesias de Serzedo e Perosinho;350;135;172;31;12;
;11A131723: Vilar de Andorinho;314;109;175;18;12;
;11B: Alto Tâmega;67545;33019;31250;2971;305;
;11B1702: Boticas;5539;2951;2437;134;17;
;11B170217: Alturas do Barroso e Cerdedo;726;375;342;9;- -;
;11B170218: Ardãos e Bobadela;662;383;277;2;- -;
;11B170203: Beça;856;474;365;17;- -;
;11B170219: Boticas e Granja;668;259;351;51;7;
;11B170220: Codessoso, Curros e Fiães do Tâmega;420;257;162;1;- -;
;11B170208: Covas do Barroso;316;170;138;7;1;
;11B170210: Dornelas;438;240;189;9;- -;
;11B170213: Pinho;437;219;193;23;2;
;11B170215: Sapiãos;416;225;181;7;3;
;11B170221: Vilar e Viveiro;600;349;239;8;4;
;11B1703: Chaves;21206;9450;10410;1245;101;
;11B170301: Águas Frias;948;438;468;40;2;
;11B170302: Anelhe;401;215;176;10;- -;
;11B170305: Bustelo;369;163;171;31;4;
;11B170309: Cimo de Vila da Castanheira;743;393;316;33;1;
;11B170310: Curalha;371;161;195;15;- -;
;11B170312: Ervededo;792;391;334;64;3;
;11B170313: Faiões;578;230;288;58;2;
;11B170314: Lama de Arcos;516;234;257;23;2;
;11B170316: Mairos;361;134;206;21;- -;
;11B170317: Moreiras;352;130;221;1;- -;
;11B170318: Nogueira da Montanha;690;261;420;9;- -;
;11B170320: Oura;363;177;164;21;1;
;11B170321: Outeiro Seco;509;207;233;66;3;
;11B170322: Paradela;314;136;161;17;- -;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);468;264;195;9;- -;
;11B170324: Redondelo;579;264;284;29;2;
;11B170327: Sanfins;510;286;217;7;- -;
;11B170329: Santa Leocádia;534;211;296;27;- -;
;11B170350: Santa Maria Maior;287;82;138;53;14;
;11B170330: Santo António de Monforte;383;140;229;13;1;
;11B170331: Santo Estêvão;446;143;264;33;6;
;11B170333: São Pedro de Agostém;979;539;393;41;6;
;11B170334: São Vicente;409;243;162;4;- -;
;11B170340: Tronco;339;116;196;25;2;
;11B170354: União das freguesias da Madalena e Samaiões;1119;439;567;97;16;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;921;387;505;29;- -;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;649;293;323;31;2;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;784;398;365;20;1;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;190;85;66;34;5;
;11B170359: União das freguesias de Soutelo e Seara Velha;598;306;262;27;3;
;11B170360: União das freguesias de Travancas e Roriz;904;455;411;37;1;
;11B170341: Vale de Anta;465;167;215;78;5;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);970;401;498;63;8;
;11B170343: Vila Verde da Raia;525;114;326;83;2;
;11B170344: Vilar de Nantes;192;72;103;14;3;
;11B170345: Vilarelho da Raia;709;324;352;29;4;
;11B170347: Vilas Boas;192;84;107;1;- -;
;11B170349: Vilela do Tâmega;378;153;200;24;1;
;11B170348: Vilela Seca;369;214;126;28;1;
;11B1706: Montalegre;9900;5206;4271;390;33;
;11B170601: Cabril;620;381;217;22;- -;
;11B170603: Cervos;343;181;148;12;2;
;11B170604: Chã;774;305;431;36;2;
;11B170607: Covelo do Gerês;220;93;112;15;- -;
;11B170609: Ferral;351;188;142;21;- -;
;11B170612: Gralhas;217;124;90;2;1;
;11B170616: Morgade;285;156;117;11;1;
;11B170618: Negrões;197;116;75;6;- -;
;11B170619: Outeiro;239;138;93;8;- -;
;11B170623: Pitões das Junias;206;127;71;8;- -;
;11B170625: Reigoso;264;137;123;2;2;
;11B170626: Salto;823;416;401;6;- -;
;11B170627: Santo André;278;156;115;6;1;
;11B170629: Sarraquinhos;474;267;197;9;1;
;11B170631: Solveira;154;116;37;1;- -;
;11B170632: Tourém;152;69;77;6;- -;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;423;234;185;3;1;
;11B170637: União das freguesias de Meixedo e Padornelos;400;219;167;14;- -;
;11B170638: União das freguesias de Montalegre e Padroso;650;215;310;111;14;
