
Statistical table extracted on October 11, 2022 (20:22:19)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;16E060318: Santo António dos Olivais;107;19;10;12;14;24;28;
;16E060320: São João do Campo;572;136;71;51;82;115;117;
;16E060324: São Silvestre;595;131;52;60;110;144;98;
;16E060329: Torres do Mondego;102;19;9;7;15;27;25;
;16E060332: União das freguesias de Antuzede e Vil de Matos;633;131;62;73;101;131;135;
;16E060333: União das freguesias de Assafarge e Antanhol;309;59;38;33;39;57;83;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);64;18;4;12;5;11;14;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;426;80;42;57;59;82;106;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;189;38;20;19;33;28;51;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;966;264;112;103;186;156;145;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;460;107;44;65;73;77;94;
;16E060339: União das freguesias de Souselas e Botão;1136;234;122;95;244;241;200;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;643;114;62;51;96;157;163;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;556;115;67;66;82;113;113;
;16E0604: Condeixa-a-Nova;3582;643;387;363;575;758;856;
;16E060401: Anobra;300;51;33;39;57;62;58;
;16E060406: Ega;955;182;91;78;145;224;235;
;16E060407: Furadouro;186;37;14;19;29;31;56;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;775;181;76;67;131;172;148;
;16E060412: União das freguesias de Sebal e Belide;270;20;23;16;48;76;87;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;767;113;119;116;122;133;164;
;16E060410: Zambujal;329;59;31;28;43;60;108;
;16E0605: Figueira da Foz;6986;1734;750;787;1121;1279;1315;
;16E060519: Alhadas;749;153;102;53;121;173;147;
;16E060502: Alqueidão;596;131;59;61;89;116;140;
;16E060515: Bom Sucesso;1129;320;147;150;188;187;137;
;16E060520: Buarcos;87;19;9;7;15;13;24;
;16E060521: Ferreira-a-Nova;1094;308;129;129;172;196;160;
;16E060522: Lavos;220;43;15;18;39;43;62;
;16E060507: Maiorca;612;142;71;72;89;104;134;
;16E060508: Marinha das Ondas;451;138;26;66;78;67;76;
;16E060518: Moinhos da Gândara;570;149;61;66;80;118;96;
;16E060523: Paião;868;212;75;97;164;146;174;
;16E060524: Quiaios;230;53;26;28;36;37;50;
;16E060514: São Pedro;2;- -;- -;- -;- -;2;- -;
;16E060512: Tavarede;129;22;9;11;17;25;45;
;16E060513: Vila Verde;249;44;21;29;33;52;70;
;16E0606: Góis;789;155;65;96;89;170;214;
;16E060601: Alvares;117;16;10;8;10;24;49;
;16E060604: Góis;406;84;40;51;50;94;87;
;16E060606: União das freguesias de Cadafaz e Colmeal;95;12;3;13;8;19;40;
;16E060605: Vila Nova do Ceira;171;43;12;24;21;33;38;
;16E0607: Lousã;866;175;73;65;135;205;213;
;16E060706: Gândaras;- -;- -;- -;- -;- -;- -;- -;
;16E060704: Serpins;124;29;9;12;21;20;33;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;144;30;9;12;26;30;37;
;16E060708: União das freguesias de Lousã e Vilarinho;598;116;55;41;88;155;143;
;16E0111: Mealhada;4599;1037;529;472;767;867;927;
;16E011102: Barcouço;829;185;113;76;153;154;148;
;16E011103: Casal Comba;1427;365;165;157;248;240;252;
;16E011104: Luso;384;84;47;28;71;70;84;
;16E011106: Pampilhosa;437;83;58;40;46;98;112;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;878;157;77;97;167;187;193;
;16E011107: Vacariça;644;163;69;74;82;118;138;
;16E0608: Mira;3002;809;275;313;465;571;569;
;16E060803: Carapelhos;456;173;44;66;49;65;59;
;16E060801: Mira;1837;434;160;184;297;376;386;
;16E060804: Praia de Mira;294;82;34;30;44;62;42;
;16E060802: Seixo;415;120;37;33;75;68;82;
;16E0609: Miranda do Corvo;2490;553;232;257;389;539;520;
;16E060901: Lamas;490;129;58;48;81;100;74;
;16E060902: Miranda do Corvo;956;184;85;85;157;209;236;
;16E060906: União das freguesias de Semide e Rio Vide;703;159;59;75;118;155;137;
;16E060905: Vila Nova;341;81;30;49;33;75;73;
;16E0610: Montemor-o-Velho;8265;1900;921;1012;1369;1546;1517;
;16E061002: Arazede;2959;666;353;448;502;483;507;
;16E061003: Carapinheira;711;184;80;80;107;135;125;
;16E061014: Ereira;156;22;19;10;19;37;49;
;16E061005: Liceia;729;200;76;85;134;131;103;
;16E061006: Meãs do Campo;375;100;39;42;71;63;60;
;16E061008: Pereira;279;9;15;9;59;90;97;
;16E061009: Santo Varão;149;16;11;11;26;42;43;
;16E061010: Seixo de Gatões;746;185;97;76;114;127;147;
;16E061011: Tentúgal;1026;276;93;133;170;200;154;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;325;72;37;38;49;56;73;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;810;170;101;80;118;182;159;
;16E1808: Mortágua;2854;674;275;283;460;588;574;
;16E180802: Cercosa;161;43;9;17;30;30;32;
;16E180804: Espinho;634;153;50;54;126;113;138;
;16E180805: Marmeleira;199;36;19;13;33;45;53;
;16E180807: Pala;422;116;38;51;58;81;78;
;16E180808: Sobral;649;163;71;73;89;134;119;
;16E180809: Trezói;187;45;16;18;28;52;28;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;602;118;72;57;96;133;126;
;16E0611: Oliveira do Hospital;4495;986;362;422;605;904;1216;
;16E061101: Aldeia das Dez;91;10;7;6;16;17;35;
;16E061102: Alvoco das Várzeas;89;17;2;2;16;23;29;
;16E061103: Avô;120;29;14;11;10;29;27;
;16E061104: Bobadela;161;43;13;22;16;41;26;
;16E061106: Lagares;384;87;34;41;45;78;99;
;16E061109: Lourosa;204;55;8;19;31;31;60;
;16E061110: Meruge;230;34;18;14;37;51;76;
;16E061111: Nogueira do Cravo;501;131;37;62;60;90;121;
;16E061115: São Gião;149;26;7;9;19;37;51;
;16E061118: Seixo da Beira;670;146;54;59;120;129;162;
;16E061119: Travanca de Lagos;409;102;38;46;49;83;91;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;471;72;44;42;59;95;159;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;441;103;38;39;47;86;128;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;304;68;22;21;46;68;79;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;104;24;12;7;12;20;29;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;167;39;14;22;22;26;44;
;16E0612: Pampilhosa da Serra;900;145;45;61;130;214;305;
;16E061201: Cabril;54;3;2;1;5;13;30;
;16E061202: Dornelas do Zêzere;101;23;11;8;11;25;23;
;16E061211: Fajão-Vidual;85;14;5;13;9;21;23;
;16E061204: Janeiro de Baixo;177;35;3;10;39;42;48;
;16E061206: Pampilhosa da Serra;143;11;4;2;9;37;80;
;16E061207: Pessegueiro;60;9;3;8;3;15;22;
;16E061212: Portela do Fojo-Machio;95;12;7;3;12;28;33;
;16E061209: Unhais-o-Velho;185;38;10;16;42;33;46;
;16E0613: Penacova;2608;541;215;270;450;516;616;
;16E061301: Carvalho;396;91;36;41;68;82;78;
;16E061302: Figueira de Lorvão;443;79;25;44;82;105;108;
;16E061304: Lorvão;222;38;14;23;44;45;58;
;16E061307: Penacova;322;65;39;26;60;66;66;
;16E061310: Sazes do Lorvão;216;38;18;11;43;54;52;
;16E061312: União das freguesias de Friúmes e Paradela;192;40;19;26;27;31;49;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;275;63;28;31;41;49;63;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;542;127;36;68;85;84;142;
;16E0614: Penela;2228;454;196;178;355;451;594;
;16E061401: Cumeeira;493;98;40;42;86;98;129;
;16E061402: Espinhal;94;15;6;2;12;31;28;
;16E061403: Podentes;354;69;37;20;57;75;96;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;1287;272;113;114;200;247;341;
;16E0615: Soure;6422;1306;493;596;1092;1317;1618;
;16E061501: Alfarelos;152;27;9;13;23;43;37;
;16E061504: Figueiró do Campo;388;71;46;22;75;99;75;
;16E061506: Granja do Ulmeiro;103;21;5;7;14;24;32;
;16E061508: Samuel;653;112;63;54;88;147;189;
;16E061509: Soure;2604;567;171;279;479;491;617;
;16E061510: Tapéus;236;46;16;25;32;47;70;
;16E061513: União das freguesias de Degracias e Pombalinho;949;196;82;86;154;199;232;
;16E061514: União das freguesias de Gesteira e Brunhós;574;105;50;39;93;115;172;
;16E061511: Vila Nova de Anços;279;46;18;17;62;68;68;
;16E061512: Vinha da Rainha;484;115;33;54;72;84;126;
;16E0616: Tábua;2864;650;246;266;415;554;733;
;16E061602: Candosa;169;47;10;14;26;36;36;
;16E061603: Carapinha;164;44;14;22;21;27;36;
;16E061608: Midões;212;46;11;17;24;48;66;
;16E061609: Mouronho;236;46;25;23;31;44;67;
;16E061611: Póvoa de Midões;123;23;10;11;16;28;35;
;16E061612: São João da Boa Vista;154;40;9;21;20;26;38;
;16E061614: Tábua;456;102;43;29;69;104;109;
;16E061616: União das freguesias de Ázere e Covelo;274;59;23;25;54;44;69;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;488;118;49;45;72;100;104;
;16E061618: União das freguesias de Espariz e Sinde;386;82;35;36;63;60;110;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;202;43;17;23;19;37;63;
;16E0617: Vila Nova de Poiares;856;173;71;76;128;159;249;
;16E061701: Arrifana;289;51;23;23;32;60;100;
;16E061702: Lavegadas;76;16;9;4;14;10;23;
;16E061703: Poiares (Santo André);337;74;22;36;50;63;92;
;16E061704: São Miguel de Poiares;154;32;17;13;32;26;34;
;16F: Região de Leiria;46340;10491;4052;4307;6893;9544;11053;
;16F1002: Alvaiázere;2893;559;193;220;372;622;927;
;16F100201: Almoster;468;98;30;52;51;96;141;
;16F100208: Alvaiázere;596;100;36;44;85;113;218;
;16F100204: Maçãs de Dona Maria;595;112;37;31;91;144;180;
;16F100205: Pelmá;432;103;30;33;41;94;131;
;16F100209: Pussos São Pedro;802;146;60;60;104;175;257;
;16F1003: Ansião;4930;1056;440;481;754;1002;1197;
;16F100301: Alvorge;879;183;75;86;132;177;226;
;16F100309: Ansião;1164;269;111;107;213;218;246;
;16F100303: Avelar;142;25;13;7;23;37;37;
;16F100304: Chão de Couce;686;141;60;59;91;147;188;
;16F100306: Pousaflores;641;124;38;55;92;135;197;
;16F100307: Santiago da Guarda;1418;314;143;167;203;288;303;
;16F1004: Batalha;2782;495;259;201;430;581;816;
;16F100401: Batalha;1063;182;124;90;154;233;280;
;16F100404: Golpilheira;322;67;36;22;48;74;75;
;16F100402: Reguengo do Fetal;597;108;59;34;104;121;171;
;16F100403: São Mamede;800;138;40;55;124;153;290;
;16F1007: Castanheira de Pêra;194;39;15;18;28;49;45;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;194;39;15;18;28;49;45;
;16F1008: Figueiró dos Vinhos;1345;251;100;123;198;282;391;
;16F100801: Aguda;228;42;15;20;26;55;70;
;16F100802: Arega;383;83;25;47;53;67;108;
;16F100803: Campelo;46;6;3;2;- -;13;22;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;688;120;57;54;119;147;191;
;16F1009: Leiria;13890;3280;1365;1291;2074;2816;3064;
;16F100901: Amor;706;154;104;56;82;162;148;
;16F100902: Arrabal;666;89;47;81;104;142;203;
;16F100925: Bajouca;403;122;63;37;58;70;53;
;16F100926: Bidoeira de Cima;412;66;40;35;98;113;60;
;16F100907: Caranguejeira;951;222;67;75;137;215;235;
;16F100909: Coimbrão;238;61;30;33;21;51;42;
;16F100913: Maceira;882;158;89;67;114;206;248;
;16F100915: Milagres;730;189;70;86;106;130;149;
;16F100921: Regueira de Pontes;326;85;35;28;49;62;67;
;16F100932: União das freguesias de Colmeias e Memória;798;132;75;81;123;164;223;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;1654;411;167;133;257;342;344;
;16F100934: União das freguesias de Marrazes e Barosa;379;106;32;51;61;65;64;
;16F100935: União das freguesias de Monte Real e Carvide;724;149;81;62;99;177;156;
;16F100936: União das freguesias de Monte Redondo e Carreira;915;270;82;80;159;180;144;
;16F100937: União das freguesias de Parceiros e Azoia;571;133;61;60;81;121;115;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1626;473;144;180;248;238;343;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;702;148;50;46;100;144;214;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;1207;312;128;100;177;234;256;
;16F1010: Marinha Grande;618;118;57;45;104;151;143;
;16F101001: Marinha Grande;288;51;28;22;49;81;57;
;16F101003: Moita;55;11;4;7;10;9;14;
;16F101002: Vieira de Leiria;275;56;25;16;45;61;72;
;16F1013: Pedrógão Grande;1115;163;70;92;127;237;426;
;16F101301: Graça;374;51;33;21;35;98;136;
;16F101302: Pedrógão Grande;566;88;33;51;71;101;222;
;16F101303: Vila Facaia;175;24;4;20;21;38;68;
;16F1015: Pombal;14010;3447;1132;1398;2137;2937;2959;
;16F101501: Abiul;1264;269;106;134;177;294;284;
;16F101503: Almagreira;1112;281;66;116;186;240;223;
;16F101504: Carnide;480;122;30;47;82;125;74;
;16F101505: Carriço;801;230;78;84;140;124;145;
;16F101506: Louriçal;2027;649;164;276;307;322;309;
;16F101515: Meirinhas;263;59;32;18;40;78;36;
;16F101508: Pelariga;637;127;39;50;120;156;145;
;16F101509: Pombal;2143;493;170;179;355;491;455;
;16F101510: Redinha;850;186;78;72;134;163;217;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;1829;510;156;202;255;382;324;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;981;179;82;69;107;214;330;
;16F101513: Vermoil;873;203;72;75;133;190;200;
;16F101514: Vila Cã;750;139;59;76;101;158;217;
;16F1016: Porto de Mós;4563;1083;421;438;669;867;1085;
;16F101602: Alqueidão da Serra;294;66;17;22;28;52;109;
;16F101605: Calvaria de Cima;194;41;20;14;38;40;41;
;16F101606: Juncal;919;238;103;91;150;174;163;
;16F101608: Mira de Aire;104;17;10;9;9;26;33;
;16F101609: Pedreiras;300;49;31;20;46;57;97;
;16F101614: Porto de Mós - São João Baptista e São Pedro;695;179;69;78;86;137;146;
;16F101610: São Bento;647;168;47;72;122;106;132;
;16F101613: Serro Ventoso;442;117;38;58;63;73;93;
;16F101615: União das freguesias de Alvados e Alcaria;213;33;25;12;16;45;82;
;16F101616: União das freguesias de Arrimal e Mendiga;755;175;61;62;111;157;189;
;16G: Viseu Dão Lafões;73881;19147;6185;7145;11355;13557;16492;
;16G0901: Aguiar da Beira;3170;914;224;410;458;480;684;
;16G090102: Carapito;297;89;22;42;44;40;60;
;16G090103: Cortiçada;219;63;13;30;26;34;53;
;16G090105: Dornelas;350;100;19;46;65;59;61;
;16G090106: Eirado;211;65;17;20;29;27;53;
;16G090107: Forninhos;171;29;13;14;28;44;43;
;16G090109: Pena Verde;706;214;57;91;95;101;148;
;16G090110: Pinheiro;174;28;11;14;27;39;55;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;452;141;32;55;78;54;92;
;16G090115: União das freguesias de Sequeiros e Gradiz;273;95;19;37;33;38;51;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;317;90;21;61;33;44;68;
;16G1802: Carregal do Sal;2905;687;194;248;476;617;683;
;16G180201: Beijós;558;156;38;65;79;97;123;
;16G180202: Cabanas de Viriato;451;73;24;30;69;115;140;
;16G180204: Oliveira do Conde;838;199;69;72;133;196;169;
;16G180206: Parada;196;43;9;15;33;42;54;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;862;216;54;66;162;167;197;
;16G1803: Castro Daire;6748;1790;580;690;1003;1212;1473;
;16G180301: Almofala;198;42;17;18;31;37;53;
;16G180303: Cabril;345;82;32;30;51;63;87;
;16G180304: Castro Daire;1145;333;118;100;191;180;223;
;16G180305: Cujó;175;47;13;13;25;29;48;
;16G180309: Gosende;184;23;17;21;28;42;53;
;16G180312: Mões;832;234;76;85;109;148;180;
;16G180313: Moledo;752;178;52;68;148;145;161;
;16G180314: Monteiras;161;27;11;11;25;43;44;
;16G180317: Pepim;208;60;18;23;21;35;51;
;16G180319: Pinheiro;336;102;19;50;48;56;61;
;16G180322: São Joaninho;161;51;13;18;23;29;27;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;701;200;55;87;113;120;126;
;16G180324: União das freguesias de Mezio e Moura Morta;256;51;32;29;36;54;54;
;16G180325: União das freguesias de Parada de Ester e Ester;593;157;51;66;70;96;153;
;16G180326: União das freguesias de Picão e Ermida;238;54;16;22;32;57;57;
;16G180327: União das freguesias de Reriz e Gafanhão;463;149;40;49;52;78;95;
;16G1806: Mangualde;5195;1303;401;449;737;1011;1294;
;16G180601: Abrunhosa-a-Velha;223;70;17;28;33;37;38;
;16G180602: Alcafache;392;114;21;60;44;63;90;
;16G180605: Cunha Baixa;400;93;25;24;62;85;111;
;16G180606: Espinho;514;145;34;46;72;104;113;
;16G180607: Fornos de Maceira Dão;463;109;26;43;66;97;122;
;16G180608: Freixiosa;54;6;1;3;5;15;24;
;16G180614: Quintela de Azurara;121;32;15;15;19;18;22;
;16G180616: São João da Fresta;123;20;10;11;13;30;39;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1252;309;117;89;186;242;309;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;430;115;42;37;60;76;100;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;609;159;42;49;96;116;147;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);614;131;51;44;81;128;179;
;16G1809: Nelas;3346;520;185;303;638;759;941;
;16G180901: Canas de Senhorim;585;124;46;55;75;127;158;
;16G180908: Lapa do Lobo;190;18;4;22;45;51;50;
;16G180903: Nelas;528;97;47;33;73;110;168;
;16G180905: Senhorim;584;64;36;52;118;142;172;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;561;74;23;48;140;128;148;
;16G180911: União das freguesias de Santar e Moreira;623;128;20;51;117;132;175;
;16G180906: Vilar Seco;275;15;9;42;70;69;70;
;16G1810: Oliveira de Frades;4274;1344;481;465;598;567;819;
;16G181002: Arcozelo das Maias;668;194;75;69;94;105;131;
;16G181005: Pinheiro;463;125;33;49;57;62;137;
;16G181007: Ribeiradio;639;217;86;61;88;80;107;
;16G181008: São João da Serra;429;137;55;51;64;60;62;
;16G181009: São Vicente de Lafões;326;104;38;40;48;39;57;
;16G181013: União das freguesias de Arca e Varzielas;480;165;44;54;77;68;72;
;16G181014: União das freguesias de Destriz e Reigoso;530;162;56;62;72;69;109;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;739;240;94;79;98;84;144;
;16G1811: Penalva do Castelo;3844;939;270;383;599;664;989;
;16G181102: Castelo de Penalva;557;102;30;44;75;109;197;
;16G181103: Esmolfe;209;63;10;20;28;36;52;
;16G181104: Germil;193;41;13;26;28;32;53;
;16G181105: Ínsua;369;73;35;44;47;81;89;
;16G181106: Lusinde;185;60;20;26;27;30;22;
;16G181109: Pindo;974;278;82;93;182;156;183;
;16G181110: Real;156;35;8;15;28;17;53;
;16G181111: Sezures;447;131;27;41;72;73;103;
;16G181112: Trancozelos;195;47;14;30;26;28;50;
;16G181114: União das freguesias de Antas e Matela;309;53;21;34;49;54;98;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;250;56;10;10;37;48;89;
;16G1814: Santa Comba Dão;2531;657;204;226;444;484;516;
;16G181403: Pinheiro de Ázere;216;68;10;17;34;44;43;
;16G181405: São Joaninho;482;128;38;60;87;100;69;
;16G181406: São João de Areias;477;129;36;43;80;92;97;
;16G181410: União das freguesias de Ovoa e Vimieiro;400;104;37;29;67;74;89;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;432;101;37;36;72;69;117;
;16G181412: União das freguesias de Treixedo e Nagozela;524;127;46;41;104;105;101;
;16G1816: São Pedro do Sul;5811;1585;485;597;908;923;1313;
;16G181602: Bordonhos;126;44;15;13;19;11;24;
;16G181606: Figueiredo de Alva;519;200;37;52;82;62;86;
;16G181607: Manhouce;707;195;61;93;104;82;172;
;16G181608: Pindelo dos Milagres;311;83;28;26;75;48;51;
;16G181609: Pinho;343;88;26;36;58;75;60;
;16G181612: São Félix;126;39;5;15;22;17;28;
;16G181615: Serrazes;340;100;31;33;52;50;74;
;16G181616: Sul;369;79;29;31;49;74;107;
;16G181620: União das freguesias de Carvalhais e Candal;688;179;67;62;94;135;151;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;529;146;46;66;76;90;105;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;351;63;29;27;32;60;140;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;590;142;58;57;98;109;126;
;16G181617: Valadares;441;122;35;45;83;61;95;
;16G181619: Vila Maior;371;105;18;41;64;49;94;
;16G1817: Sátão;5102;1468;430;487;758;852;1107;
;16G181702: Avelal;153;42;15;9;33;31;23;
;16G181704: Ferreira de Aves;1413;399;118;135;173;228;360;
;16G181706: Mioma;474;143;36;46;69;95;85;
;16G181707: Rio de Moinhos;458;116;52;31;64;96;99;
;16G181709: São Miguel de Vila Boa;521;171;45;50;76;71;108;
;16G181710: Sátão;915;297;88;103;142;135;150;
;16G181711: Silvã de Cima;311;72;23;34;37;63;82;
;16G181713: União das freguesias de Águas Boas e Forles;150;40;16;15;33;34;12;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;707;188;37;64;131;99;188;
;16G1821: Tondela;10593;2562;913;1003;1651;2120;2344;
;16G182102: Campo de Besteiros;336;66;34;23;51;77;85;
;16G182103: Canas de Santa Maria;761;189;54;63;138;137;180;
;16G182105: Castelões;593;130;61;43;100;138;121;
;16G182106: Dardavaz;515;167;41;61;79;83;84;
;16G182107: Ferreirós do Dão;111;32;12;8;18;18;23;
;16G182108: Guardão;305;99;27;32;43;42;62;
;16G182109: Lajeosa do Dão;862;186;71;77;123;180;225;
;16G182110: Lobão da Beira;421;83;40;38;51;93;116;
;16G182111: Molelos;651;148;62;64;98;138;141;
;16G182116: Parada de Gonta;278;74;28;24;42;63;47;
;16G182118: Santiago de Besteiros;623;185;52;74;104;112;96;
;16G182122: Tonda;465;90;28;48;60;91;148;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;789;199;72;77;131;164;146;
;16G182128: União das freguesias de Caparrosa e Silvares;643;149;48;64;121;129;132;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;602;141;48;69;86;115;143;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;773;199;68;81;125;153;147;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;521;121;44;47;62;110;137;
;16G182132: União das freguesias de Tondela e Nandufe;602;132;61;50;92;133;134;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;742;172;62;60;127;144;177;
;16G1822: Vila Nova de Paiva;2343;729;188;241;326;374;485;
;16G182203: Pendilhe;274;104;14;30;33;26;67;
;16G182204: Queiriga;256;70;17;24;24;68;53;
;16G182205: Touro;723;251;62;83;116;91;120;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;597;156;47;59;66;115;154;
;16G182206: Vila Cova à Coelheira;493;148;48;45;87;74;91;
;16G1823: Viseu;13666;3444;1187;1208;2148;2774;2905;
;16G182301: Abraveses;216;49;15;15;35;44;58;
;16G182304: Bodiosa;555;139;66;47;72;113;118;
;16G182305: Calde;616;147;49;49;115;132;124;
;16G182306: Campo;340;72;31;30;59;85;63;
;16G182307: Cavernães;359;107;37;40;37;55;83;
;16G182310: Cota;554;116;46;57;95;129;111;
;16G182337: Coutos de Viseu;344;65;19;27;89;81;63;
;16G182315: Fragosela;314;92;33;37;31;57;64;
;16G182316: Lordosa;511;111;47;44;87;115;107;
;16G182318: Mundão;161;37;25;15;16;30;38;
;16G182319: Orgens;302;71;26;25;54;64;62;
;16G182320: Povolide;641;176;59;63;99;119;125;
;16G182321: Ranhados;162;38;17;10;19;40;38;
;16G182339: Repeses e São Salvador;124;16;16;4;12;31;45;
;16G182322: Ribafeita;466;126;48;43;73;90;86;
;16G182323: Rio de Loba;318;67;20;26;50;68;87;
;16G182325: Santos Evos;442;117;45;36;73;82;89;
;16G182340: São Cipriano e Vil de Souto;544;121;52;30;72;140;129;
;16G182327: São João de Lourosa;1478;444;122;162;251;261;238;
;16G182329: São Pedro de France;813;267;75;84;102;141;144;
;16G182317: Silgueiros;1588;366;96;147;282;331;366;
;16G182335: União das freguesias de Barreiros e Cepões;648;145;55;56;100;141;151;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1254;302;95;94;183;249;331;
;16G182338: Faíl e Vila Chã de Sá;781;230;79;56;133;155;128;
;16G182341: Viseu;135;23;14;11;9;21;57;
;16G1824: Vouzela;4353;1205;443;435;611;720;939;
;16G182401: Alcofra;492;141;46;51;64;74;116;
;16G182403: Campia;876;278;92;96;114;136;160;
;16G182407: Fornelo do Monte;183;25;14;11;11;34;88;
;16G182409: Queirã;917;254;84;103;153;163;160;
;16G182410: São Miguel do Mato;212;45;28;17;33;41;48;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;653;189;85;53;77;103;146;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;250;65;26;19;40;57;43;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;352;99;37;34;61;54;67;
;16G182411: Ventosa;418;109;31;51;58;58;111;
;16H: Beira Baixa;31152;4476;1871;2401;4096;6354;11954;
;16H0502: Castelo Branco;11313;1468;736;853;1644;2374;4238;
;16H050201: Alcains;287;37;25;24;35;60;106;
;16H050202: Almaceda;523;17;24;33;79;113;257;
;16H050203: Benquerenças;499;54;41;54;75;95;180;
;16H050205: Castelo Branco;1188;187;125;123;197;260;296;
;16H050211: Lardosa;431;58;26;39;56;99;153;
;16H050212: Louriçal do Campo;295;57;20;26;35;46;111;
;16H050214: Malpica do Tejo;604;55;27;28;58;124;312;
;16H050216: Monforte da Beira;461;37;21;26;44;92;241;
;16H050220: Salgueiro do Campo;591;81;45;26;82;129;228;
;16H050221: Santo André das Tojeiras;776;91;27;44;107;164;343;
;16H050222: São Vicente da Beira;710;105;42;55;89;154;265;
;16H050223: Sarzedas;1202;177;79;140;170;242;394;
;16H050225: Tinalhas;169;25;8;12;23;47;54;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;298;22;11;13;46;72;134;
;16H050227: União das freguesias de Escalos de Baixo e Mata;675;70;34;33;119;151;268;
;16H050228: União das freguesias de Escalos de Cima e Lousa;1029;162;71;70;157;198;371;
;16H050229: União das freguesias de Freixial e Juncal do Campo;680;98;50;44;114;146;228;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;450;58;25;32;75;92;168;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;445;77;35;31;83;90;129;
;16H0505: Idanha-a-Nova;4901;702;258;374;585;1001;1981;
;16H050502: Aldeia de Santa Margarida;338;52;21;33;48;61;123;
;16H050505: Ladoeiro;857;171;49;80;119;168;270;
;16H050506: Medelim;161;25;7;8;20;29;72;
;16H050509: Oledo;175;17;8;16;18;27;89;
