
Statistical table extracted on October 11, 2022 (20:22:19)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;170: Área Metropolitana de Lisboa;32650;6025;3038;3360;5099;7038;8090;
;1701502: Alcochete;829;155;68;94;127;198;187;
;170150201: Alcochete;568;115;54;75;84;124;116;
;170150202: Samouco;86;21;- -;8;15;17;25;
;170150203: São Francisco;175;19;14;11;28;57;46;
;1701503: Almada;389;15;28;69;64;95;118;
;170150303: Costa da Caparica;149;5;10;33;31;34;36;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;8;- -;- -;2;1;2;3;
;170150313: União das freguesias de Caparica e Trafaria;123;6;8;17;19;29;44;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;102;2;9;17;11;28;35;
;170150315: União das freguesias de Laranjeiro e Feijó;7;2;1;- -;2;2;- -;
;1701115: Amadora;49;12;4;1;6;17;9;
;170111512: Alfragide;2;- -;- -;- -;- -;1;1;
;170111513: Águas Livres;- -;- -;- -;- -;- -;- -;- -;
;170111514: Encosta do Sol;4;1;- -;- -;- -;2;1;
;170111515: Falagueira-Venda Nova;5;1;- -;- -;- -;4;- -;
;170111516: Mina de Água;30;8;3;1;6;6;6;
;170111517: Venteira;3;- -;1;- -;- -;2;- -;
;1701504: Barreiro;281;36;19;14;43;73;96;
;170150407: Santo António da Charneca;219;32;13;13;29;60;72;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;13;1;2;- -;1;2;7;
;170150410: União das freguesias de Barreiro e Lavradio;2;- -;- -;- -;2;- -;- -;
;170150411: União das freguesias de Palhais e Coina;47;3;4;1;11;11;17;
;1701105: Cascais;158;5;10;12;19;25;87;
;170110501: Alcabideche;70;1;3;4;6;11;45;
;170110506: São Domingos de Rana;39;4;3;6;10;4;12;
;170110507: União das freguesias de Carcavelos e Parede;4;- -;- -;- -;- -;1;3;
;170110508: União das freguesias de Cascais e Estoril;45;- -;4;2;3;9;27;
;1701106: Lisboa;1;- -;- -;- -;- -;1;- -;
;170110601: Ajuda;- -;- -;- -;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;- -;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;- -;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;- -;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;- -;- -;- -;- -;
;170110666: Santo António;- -;- -;- -;- -;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;- -;- -;- -;
;1701107: Loures;2457;455;226;245;378;517;636;
;170110702: Bucelas;690;139;59;68;109;142;173;
;170110705: Fanhões;162;13;14;18;30;44;43;
;170110707: Loures;810;158;71;81;116;162;222;
;170110708: Lousa;344;66;39;42;49;70;78;
;170110731: União das freguesias de Camarate, Unhos e Apelação;94;19;14;7;14;22;18;
;170110726: União das freguesias de Moscavide e Portela;- -;- -;- -;- -;- -;- -;- -;
;170110727: União das freguesias de Sacavém e Prior Velho;2;- -;- -;- -;- -;1;1;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;29;1;3;3;8;12;2;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;252;47;23;22;41;46;73;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;74;12;3;4;11;18;26;
;1701109: Mafra;7590;1620;753;762;1156;1617;1682;
;170110902: Carvoeira;148;20;16;9;27;41;35;
;170110904: Encarnação;917;225;123;91;137;171;170;
;170110906: Ericeira;144;27;21;15;18;35;28;
;170110909: Mafra;906;179;72;89;136;210;220;
;170110911: Milharado;1319;320;120;139;212;279;249;
;170110913: Santo Isidoro;530;108;53;34;82;109;144;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;1071;237;121;117;153;208;235;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;1094;254;96;117;152;239;236;
;170110920: União das freguesias de Igreja Nova e Cheleiros;566;62;46;46;101;144;167;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;288;58;32;43;38;61;56;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;607;130;53;62;100;120;142;
;1701506: Moita;997;189;83;106;136;210;273;
;170150601: Alhos Vedros;329;51;29;23;52;72;102;
;170150603: Moita;638;132;52;80;82;137;155;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;3;- -;1;- -;- -;1;1;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;27;6;1;3;2;- -;15;
;1701507: Montijo;3254;714;278;340;522;624;776;
;170150701: Canha;590;126;54;49;105;121;135;
;170150704: Sarilhos Grandes;336;58;35;27;37;88;91;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;579;120;46;61;79;129;144;
;170150710: União das freguesias de Montijo e Afonsoeiro;268;53;31;20;25;69;70;
;170150711: União das freguesias de Pegões;1481;357;112;183;276;217;336;
;1701116: Odivelas;193;41;28;15;19;39;51;
;170111603: Odivelas;37;8;5;5;2;5;12;
;170111608: União das freguesias de Pontinha e Famões;18;2;1;- -;- -;10;5;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;41;11;4;3;3;4;16;
;170111610: União das freguesias de Ramada e Caneças;97;20;18;7;14;20;18;
;1701110: Oeiras;50;1;4;3;5;20;17;
;170111002: Barcarena;26;1;3;2;2;12;6;
;170111009: Porto Salvo;10;- -;1;1;- -;2;6;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;- -;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;5;- -;- -;- -;1;4;- -;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;9;- -;- -;- -;2;2;5;
;1701508: Palmela;7536;1511;726;788;1219;1624;1668;
;170150802: Palmela;1960;377;191;188;327;407;470;
;170150803: Pinhal Novo;1799;315;156;161;301;443;423;
;170150804: Quinta do Anjo;794;152;85;77;99;182;199;
;170150806: União das freguesias de Poceirão e Marateca;2983;667;294;362;492;592;576;
;1701510: Seixal;309;49;25;36;43;80;76;
;170151002: Amora;75;13;7;10;12;17;16;
;170151005: Corroios;19;2;1;1;3;4;8;
;170151006: Fernão Ferro;133;27;13;16;12;37;28;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;82;7;4;9;16;22;24;
;1701511: Sesimbra;919;120;85;78;134;214;288;
;170151103: Quinta do Conde;4;1;- -;- -;- -;3;- -;
;170151101: Sesimbra (Castelo);908;119;84;78;134;208;285;
;170151102: Sesimbra (Santiago);7;- -;1;- -;- -;3;3;
;1701512: Setúbal;1311;205;118;115;232;282;359;
;170151207: Gâmbia-Pontes-Alto da Guerra;391;53;25;40;88;94;91;
;170151208: Sado;194;36;9;17;43;32;57;
;170151205: Setúbal (São Sebastião);141;38;15;14;20;23;31;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);381;41;42;24;58;95;121;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);204;37;27;20;23;38;59;
;1701111: Sintra;4203;610;363;428;666;933;1203;
;170111102: Algueirão-Mem Martins;144;31;16;10;21;33;33;
;170111115: Casal de Cambra;10;4;- -;4;- -;2;- -;
;170111105: Colares;419;72;31;36;52;81;147;
;170111108: Rio de Mouro;72;14;3;8;11;12;24;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;- -;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1375;282;121;139;208;294;331;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;82;16;11;9;9;19;18;
;170111127: União das freguesias de São João das Lampas e Terrugem;1679;99;147;179;302;432;520;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);407;90;34;42;60;53;128;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;- -;- -;- -;- -;
;1701114: Vila Franca de Xira;2124;287;220;254;330;469;564;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1009;117;91;132;169;220;280;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;160;18;11;12;28;32;59;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;404;56;45;44;60;92;107;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3;- -;- -;- -;2;- -;1;
;170111408: Vialonga;179;25;19;12;23;49;51;
;170111409: Vila Franca de Xira;369;71;54;54;48;76;66;
;18: Alentejo;131100;25156;11363;13358;18680;26042;36501;
;181: Alentejo Litoral;15147;3096;1244;1712;2216;3032;3847;
;1811501: Alcácer do Sal;2482;599;222;354;449;404;454;
;181150106: Comporta;570;144;38;71;123;95;99;
;181150105: São Martinho;27;5;4;1;10;3;4;
;181150104: Torrão;627;123;67;62;107;131;137;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1258;327;113;220;209;175;214;
;1811505: Grândola;2602;462;172;260;405;551;752;
;181150501: Azinheira dos Barros e São Mamede do Sádão;204;46;19;31;25;38;45;
;181150505: Carvalhal;245;77;12;43;35;42;36;
;181150503: Melides;712;128;56;58;104;136;230;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;1441;211;85;128;241;335;441;
;1810211: Odemira;5058;1013;410;590;660;1063;1322;
;181021116: Boavista dos Pinheiros;- -;- -;- -;- -;- -;- -;- -;
;181021118: Colos;237;57;27;31;24;46;52;
;181021117: Longueira/Almograve;- -;- -;- -;- -;- -;- -;- -;
;181021115: Luzianes-Gare;202;37;18;28;30;42;47;
;181021102: Relíquias;406;86;33;42;37;92;116;
;181021103: Sabóia;341;53;23;46;37;76;106;
;181021119: Santa Clara-a-Velha;329;52;26;27;38;77;109;
;181021106: São Luís;464;75;34;45;45;104;161;
;181021107: São Martinho das Amoreiras;402;55;31;37;53;91;135;
;181021120: São Salvador e Santa Maria;800;163;66;99;119;168;185;
;181021121: São Teotónio;1248;267;107;152;185;249;288;
;181021122: Vale de Santiago;171;49;12;26;22;30;32;
;181021111: Vila Nova de Milfontes;309;67;23;30;51;60;78;
;1811509: Santiago do Cacém;4387;875;382;440;618;900;1172;
;181150901: Abela;335;75;28;27;52;69;84;
;181150902: Alvalade;421;108;44;55;70;65;79;
;181150903: Cercal;702;141;53;66;102;162;178;
;181150904: Ermidas-Sado;176;38;19;19;28;34;38;
;181150907: Santo André;598;100;37;50;88;115;208;
;181150910: São Francisco da Serra;324;57;33;37;28;84;85;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1302;228;128;118;177;264;387;
;181150913: União das freguesias de São Domingos e Vale de Água;529;128;40;68;73;107;113;
;1811513: Sines;618;147;58;68;84;114;147;
;181151302: Porto Covo;257;68;19;34;38;44;54;
;181151301: Sines;361;79;39;34;46;70;93;
;184: Baixo Alentejo;26235;5579;2495;2892;3569;4936;6764;
;1840201: Aljustrel;1375;382;128;215;199;194;257;
;184020102: Ervidel;148;26;9;20;15;22;56;
;184020103: Messejana;306;85;34;43;39;53;52;
;184020104: São João de Negrilhos;515;152;38;92;79;65;89;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;406;119;47;60;66;54;60;
;1840202: Almodôvar;2038;422;180;184;315;441;496;
;184020208: Aldeia dos Fernandes;52;5;5;4;8;18;12;
;184020203: Rosário;126;23;9;6;21;26;41;
;184020205: Santa Cruz;232;48;29;29;34;47;45;
;184020206: São Barnabé;314;57;32;32;47;65;81;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;650;149;54;59;109;142;137;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;664;140;51;54;96;143;180;
;1840203: Alvito;548;96;47;47;87;114;157;
;184020301: Alvito;281;46;24;25;36;70;80;
;184020302: Vila Nova da Baronia;267;50;23;22;51;44;77;
;1840204: Barrancos;694;125;113;64;76;134;182;
;184020401: Barrancos;694;125;113;64;76;134;182;
;1840205: Beja;3261;701;335;372;427;622;804;
;184020502: Baleizão;218;46;15;21;50;45;41;
;184020503: Beringel;156;25;16;16;12;31;56;
;184020504: Cabeça Gorda;297;73;25;37;43;44;75;
;184020506: Nossa Senhora das Neves;407;85;42;41;63;82;94;
;184020510: Santa Clara de Louredo;75;11;11;10;8;12;23;
;184020516: São Matias;206;53;23;28;25;21;56;
;184020519: União das freguesias de Albernoa e Trindade;232;57;28;32;23;43;49;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);252;49;19;35;27;54;68;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);216;49;28;32;28;36;43;
;184020522: União das freguesias de Salvada e Quintos;494;113;63;48;62;104;104;
;184020523: União das freguesias de Santa Vitória e Mombeja;437;74;44;53;46;86;134;
;184020524: União das freguesias de Trigaches e São Brissos;271;66;21;19;40;64;61;
;1840206: Castro Verde;782;200;77;87;117;133;168;
;184020603: Entradas;120;38;10;19;14;20;19;
;184020604: Santa Bárbara de Padrões;90;13;7;6;10;24;30;
;184020605: São Marcos da Ataboeira;79;25;9;12;17;8;8;
;184020606: União das freguesias de Castro Verde e Casével;493;124;51;50;76;81;111;
;1840207: Cuba;1132;206;90;127;123;243;343;
;184020701: Cuba;541;111;43;63;59;112;153;
;184020702: Faro do Alentejo;118;21;12;17;15;24;29;
;184020703: Vila Alva;280;49;20;23;33;56;99;
;184020704: Vila Ruiva;193;25;15;24;16;51;62;
;1840208: Ferreira do Alentejo;1945;420;209;211;297;339;469;
;184020803: Figueira dos Cavaleiros;408;97;54;42;63;84;68;
;184020804: Odivelas;91;23;9;12;20;10;17;
;184020807: União das freguesias de Alfundão e Peroguarda;270;48;23;24;45;49;81;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1176;252;123;133;169;196;303;
;1840209: Mértola;1950;383;207;209;189;365;597;
;184020901: Alcaria Ruiva;330;78;45;47;26;50;84;
;184020902: Corte do Pinto;202;45;32;22;21;39;43;
;184020903: Espírito Santo;177;22;19;8;20;42;66;
;184020904: Mértola;396;91;25;60;32;68;120;
;184020905: Santana de Cambas;274;64;30;27;36;45;72;
;184020906: São João dos Caldeireiros;160;28;15;12;12;33;60;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;411;55;41;33;42;88;152;
;1840210: Moura;4258;955;395;469;643;776;1020;
;184021001: Amareleja;836;200;63;100;149;129;195;
;184021002: Póvoa de São Miguel;894;197;83;111;113;171;219;
;184021008: Sobral da Adiça;662;133;67;58;94;134;176;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1083;253;103;130;188;201;208;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;783;172;79;70;99;141;222;
;1840212: Ourique;1689;312;140;174;218;337;508;
;184021203: Ourique;517;95;50;38;68;104;162;
;184021206: Santana da Serra;721;121;42;73;94;148;243;
;184021207: União das freguesias de Garvão e Santa Luzia;238;48;20;31;24;43;72;
;184021208: União das freguesias de Panoias e Conceição;213;48;28;32;32;42;31;
;1840213: Serpa;4940;1025;442;567;688;902;1316;
;184021302: Brinches;534;66;52;49;80;114;173;
;184021303: Pias;1028;203;107;120;137;209;252;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1158;290;116;147;130;173;302;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;1534;309;129;164;217;283;432;
;184021307: Vila Verde de Ficalho;686;157;38;87;124;123;157;
;1840214: Vidigueira;1623;352;132;166;190;336;447;
;184021401: Pedrógão;223;42;14;16;39;41;71;
;184021402: Selmes;461;110;44;54;51;99;103;
;184021403: Vidigueira;438;96;34;42;50;90;126;
;184021404: Vila de Frades;501;104;40;54;50;106;147;
;185: Lezíria do Tejo;39422;7724;3401;3964;6224;8063;10046;
;1851403: Almeirim;3648;729;318;393;606;705;897;
;185140301: Almeirim;1067;204;87;111;160;195;310;
;185140302: Benfica do Ribatejo;950;200;103;87;152;181;227;
;185140303: Fazendas de Almeirim;1540;314;119;189;283;309;326;
;185140304: Raposa;91;11;9;6;11;20;34;
;1851404: Alpiarça;1725;315;136;166;280;385;443;
;185140401: Alpiarça;1725;315;136;166;280;385;443;
;1851103: Azambuja;4297;853;356;365;706;985;1032;
;185110301: Alcoentre;994;186;82;87;134;220;285;
;185110302: Aveiras de Baixo;285;56;24;26;47;74;58;
;185110303: Aveiras de Cima;848;166;83;71;143;228;157;
;185110304: Azambuja;597;140;52;61;97;125;122;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;1328;258;99;97;246;287;341;
;185110306: Vale do Paraíso;204;38;15;17;32;46;56;
;185110307: Vila Nova da Rainha;41;9;1;6;7;5;13;
;1851405: Benavente;1684;368;144;216;265;329;362;
;185140504: Barrosa;50;13;3;11;5;10;8;
;185140501: Benavente;628;145;50;94;96;128;115;
;185140502: Samora Correia;633;129;51;60;105;115;173;
;185140503: Santo Estêvão;373;81;40;51;59;76;66;
;1851406: Cartaxo;2758;501;260;281;471;586;659;
;185140604: Pontével;934;154;91;105;170;193;221;
;185140610: União das freguesias de Ereira e Lapa;552;116;44;54;92;126;120;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;471;73;37;38;64;101;158;
;185140605: Valada;212;63;23;32;36;33;25;
;185140608: Vale da Pedra;208;33;21;20;37;36;61;
;185140607: Vila Chã de Ourique;381;62;44;32;72;97;74;
;1851407: Chamusca;1467;232;128;156;211;317;423;
;185140707: Carregueira;416;66;33;39;50;105;123;
;185140704: Ulme;97;12;6;6;13;18;42;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;503;79;39;62;79;113;131;
;185140709: União das freguesias de Parreira e Chouto;306;46;36;31;48;59;86;
;185140705: Vale de Cavalos;145;29;14;18;21;22;41;
;1851409: Coruche;3550;637;328;366;525;751;943;
;185140907: Biscainho;213;36;25;15;42;54;41;
;185140905: Branca;398;84;38;65;42;66;103;
;185140902: Couço;382;60;35;34;43;77;133;
;185140908: Santana do Mato;290;57;27;30;45;54;77;
;185140903: São José da Lamarosa;761;113;85;69;132;177;185;
;185140909: União das freguesias de Coruche, Fajarda e Erra;1506;287;118;153;221;323;404;
;1851412: Golegã;736;145;78;93;91;124;205;
;185141201: Azinhaga;224;53;27;29;36;30;49;
;185141202: Golegã;429;76;37;55;43;79;139;
;185141203: Pombalinho;83;16;14;9;12;15;17;
;1851414: Rio Maior;5708;1183;511;606;979;1126;1303;
;185141401: Alcobertas;987;259;93;122;181;156;176;
;185141402: Arrouquelas;306;39;31;27;52;84;73;
;185141410: Asseiceira;171;21;13;13;35;54;35;
;185141405: Fráguas;647;173;80;76;106;101;111;
;185141408: Rio Maior;1451;249;109;156;270;308;359;
;185141411: São Sebastião;108;2;8;14;26;37;21;
;185141415: União das freguesias de Azambujeira e Malaqueijo;564;131;66;55;87;105;120;
;185141416: União das freguesias de Marmeleira e Assentiz;290;52;19;26;44;63;86;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;723;158;50;62;124;133;196;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;461;99;42;55;54;85;126;
;1851415: Salvaterra de Magos;2371;486;237;235;363;518;532;
;185141502: Marinhais;534;83;69;33;67;128;154;
;185141503: Muge;196;46;16;31;33;31;39;
;185141507: União das freguesias de Glória do Ribatejo e Granho;469;80;42;46;73;107;121;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1172;277;110;125;190;252;218;
;1851416: Santarém;11478;2275;905;1087;1727;2237;3247;
;185141601: Abitureiras;522;110;43;57;78;86;148;
;185141602: Abrã;371;57;28;27;51;83;125;
;185141604: Alcanede;2128;527;164;242;344;413;438;
;185141605: Alcanhões;348;76;32;35;53;61;91;
;185141606: Almoster;563;103;32;44;75;126;183;
;185141607: Amiais de Baixo;206;29;12;9;29;50;77;
;185141608: Arneiro das Milhariças;291;49;18;21;41;51;111;
;185141628: Gançaria;160;22;6;14;43;33;42;
;185141613: Moçarria;397;82;34;40;55;86;100;
;185141614: Pernes;314;61;29;44;34;46;100;
;185141616: Póvoa da Isenta;315;54;27;17;53;75;89;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1114;200;77;124;144;202;367;
;185141630: União das freguesias de Azoia de Cima e Tremês;881;160;59;78;143;174;267;
;185141631: União das freguesias de Casével e Vaqueiros;846;170;58;63;127;141;287;
;185141632: União das freguesias de Romeira e Várzea;748;141;63;60;116;147;221;
;185141633: União de freguesias da cidade de Santarém;709;144;69;82;115;146;153;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1152;199;110;93;156;245;349;
;185141625: Vale de Santarém;413;91;44;37;70;72;99;
;186: Alto Alentejo;27021;4385;2126;2457;3415;5508;9130;
;1861201: Alter do Chão;778;130;46;78;116;155;253;
;186120101: Alter do Chão;378;68;17;37;54;76;126;
;186120102: Chancelaria;188;41;16;27;32;23;49;
;186120104: Cunheira;84;10;4;7;7;24;32;
;186120103: Seda;128;11;9;7;23;32;46;
;1861202: Arronches;1154;215;109;117;144;228;341;
;186120201: Assunção;385;84;41;51;50;64;95;
;186120202: Esperança;581;84;52;45;70;122;208;
;186120203: Mosteiros;188;47;16;21;24;42;38;
;1861203: Avis;1130;240;107;105;164;180;334;
;186120302: Aldeia Velha;112;30;4;11;17;15;35;
;186120303: Avis;333;81;25;36;59;54;78;
;186120305: Ervedal;170;36;22;19;24;22;47;
;186120306: Figueira e Barros;119;28;15;12;10;15;39;
;186120309: União das freguesias de Alcórrego e Maranhão;120;20;13;8;17;23;39;
;186120310: União das freguesias de Benavila e Valongo;276;45;28;19;37;51;96;
;1861204: Campo Maior;1785;411;144;166;256;343;465;
;186120401: Nossa Senhora da Expectação;1091;236;85;100;156;209;305;
;186120402: Nossa Senhora da Graça dos Degolados;92;25;4;12;9;17;25;
;186120403: São João Baptista;602;150;55;54;91;117;135;
;1861205: Castelo de Vide;775;133;66;69;105;161;241;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;142;19;16;8;29;32;38;
;186120502: Santa Maria da Devesa;280;46;20;26;31;56;101;
;186120503: Santiago Maior;158;27;16;18;14;35;48;
;186120504: São João Baptista;195;41;14;17;31;38;54;
;1861206: Crato;1097;166;86;118;142;200;385;
;186120601: Aldeia da Mata;127;14;8;9;17;23;56;
;186120604: Gáfete;331;47;26;39;44;76;99;
;186120605: Monte da Pedra;137;18;11;12;18;19;59;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;502;87;41;58;63;82;171;
;1861207: Elvas;2105;467;213;244;287;380;514;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;279;80;31;38;33;39;58;
;186120713: Caia, São Pedro e Alcáçova;495;110;51;65;71;101;97;
;186120706: Santa Eulália;116;34;17;9;20;16;20;
;186120707: São Brás e São Lourenço;367;82;29;52;53;64;87;
;186120708: São Vicente e Ventosa;130;39;19;11;18;20;23;
;186120714: União das freguesias de Barbacena e Vila Fernando;266;44;23;26;30;62;81;
;186120715: União das freguesias de Terrugem e Vila Boim;452;78;43;43;62;78;148;
;1861208: Fronteira;684;167;56;69;117;123;152;
;186120801: Cabeço de Vide;204;50;16;32;32;26;48;
;186120802: Fronteira;375;98;29;30;64;65;89;
;186120803: São Saturnino;105;19;11;7;21;32;15;
;1861209: Gavião;2172;188;123;129;234;484;1014;
;186120902: Belver;954;60;50;49;116;241;438;
;186120903: Comenda;238;17;19;9;19;52;122;
;186120905: Margem;435;59;26;32;45;77;196;
;186120906: União das freguesias de Gavião e Atalaia;545;52;28;39;54;114;258;
;1861210: Marvão;1169;141;52;119;119;262;476;
;186121001: Beirã;129;19;11;9;16;34;40;
;186121002: Santa Maria de Marvão;130;9;2;13;7;28;71;
;186121003: Santo António das Areias;262;22;13;32;29;60;106;
;186121004: São Salvador da Aramenha;648;91;26;65;67;140;259;
;1861211: Monforte;549;101;51;41;65;122;169;
;186121101: Assumar;56;10;5;4;7;6;24;
;186121102: Monforte;224;43;23;19;29;58;52;
;186121103: Santo Aleixo;123;17;11;8;16;23;48;
;186121104: Vaiamonte;146;31;12;10;13;35;45;
;1861212: Nisa;3247;386;222;208;386;733;1312;
;186121201: Alpalhão;361;45;28;29;43;68;148;
;186121205: Montalvão;312;18;19;9;31;74;161;
;186121207: Santana;303;36;28;15;42;82;100;
;186121208: São Matias;308;21;12;16;23;86;150;
;186121210: Tolosa;550;72;47;40;57;116;218;
;186121211: União das freguesias de Arez e Amieira do Tejo;514;55;35;20;56;101;247;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;899;139;53;79;134;206;288;
;1861213: Ponte de Sor;4977;754;371;515;641;993;1703;
;186121304: Foros de Arrão;250;37;14;25;34;54;86;
;186121301: Galveias;340;62;5;32;40;73;128;
;186121305: Longomel;630;59;36;56;74;135;270;
;186121302: Montargil;1096;135;77;102;161;244;377;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2661;461;239;300;332;487;842;
;1861214: Portalegre;4091;670;353;346;486;888;1348;
;186121401: Alagoa;175;22;15;8;15;48;67;
;186121402: Alegrete;728;129;65;72;90;162;210;
;186121404: Fortios;329;56;38;23;37;64;111;
;186121411: União das freguesias da Sé e São Lourenço;764;122;68;72;89;179;234;
;186121412: União das freguesias de Reguengo e São Julião;820;126;62;59;105;174;294;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;732;117;51;53;90;153;268;
;186121410: Urra;543;98;54;59;60;108;164;
;1861215: Sousel;1308;216;127;133;153;256;423;
;186121501: Cano;307;57;16;40;44;67;83;
;186121502: Casa Branca;372;51;42;37;49;82;111;
;186121503: Santo Amaro;88;16;20;4;9;13;26;
;186121504: Sousel;541;92;49;52;51;94;203;
;187: Alentejo Central;23275;4372;2097;2333;3256;4503;6714;
;1870701: Alandroal;2030;280;157;186;270;425;712;
;187070104: Capelins (Santo António);286;26;18;24;36;65;117;
;187070103: Santiago Maior;879;116;54;75;127;192;315;
;187070105: Terena (São Pedro);233;37;18;22;22;61;73;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);632;101;67;65;85;107;207;
;1870702: Arraiolos;1037;217;95;110;156;209;250;
;187070201: Arraiolos;269;57;42;27;38;48;57;
;187070202: Igrejinha;128;34;9;10;24;12;39;
