
Statistical table extracted on October 15, 2022 (14:19:30)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
11A131018: Rebordosa;6275,9;
11A131019: Recarei;3937,6;
11A131020: Sobreira;10317,3;
11A131021: Sobrosa;5632,2;
11A131022: Vandoma;6468,6;
11A131024: Vilela;4806,1;
11A1312: Porto;- -;
11A131202: Bonfim;- -;
11A131203: Campanhã;- -;
11A131210: Paranhos;- -;
11A131211: Ramalde;- -;
11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;
11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;
11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;
11A1313: Póvoa de Varzim;24484,1;
11A131305: Balazar;65092,4;
11A131307: Estela;12080,5;
11A131308: Laundos;79957,4;
11A131311: Rates;67853,3;
11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;38123,6;
11A131314: União das freguesias de Aguçadoura e Navais;6699;
11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;13492,7;
11A0109: Santa Maria da Feira;8326,7;
11A010901: Argoncilhe;6428,6;
11A010902: Arrifana;11282,9;
11A010904: Escapães;6806,8;
11A010907: Fiães;4753,9;
11A010908: Fornos;4585;
11A010913: Lourosa;6833,9;
11A010914: Milheirós de Poiares;4205,8;
11A010916: Mozelos;43626,1;
11A010917: Nogueira da Regedoura;5709,1;
11A010919: Paços de Brandão;4104,6;
11A010921: Rio Meão;4154,4;
11A010922: Romariz;6672,3;
11A010924: Sanguedo;7364,2;
11A010925: Santa Maria de Lamas;5527;
11A010926: São João de Ver;3543,7;
11A010918: São Paio de Oleiros;1639,9;
11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;5456,7;
11A010933: União das freguesias de Canedo, Vale e Vila Maior;5485,8;
11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;5756,1;
11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;20903,5;
11A010936: União de freguesias de São Miguel de Souto e Mosteirô;13485,9;
11A1314: Santo Tirso;12475,3;
11A131401: Agrela;7587,2;
11A131402: Água Longa;21450;
11A131405: Aves;12224,9;
11A131413: Monte Córdova;8798,2;
11A131430: Negrelos (São Tomé);9755,9;
11A131416: Rebordões;8807,6;
11A131418: Reguenga;19661,9;
11A131419: Roriz;14122,4;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;15436,1;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);8716,6;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;11205,5;
11A131436: União das freguesias de Lamelas e Guimarei;9955;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;12969,4;
11A131432: Vilarinho;16245,9;
11A0116: São João da Madeira;- -;
11A011601: São João da Madeira;- -;
11A1318: Trofa;35601,4;
11A131806: Covelas;33486,9;
11A131808: Muro;19738,2;
11A131809: União das freguesias de Alvarelhos e Guidões;26232,3;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);32269,4;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);63254;
11A0119: Vale de Cambra;4445,8;
11A011901: Arões;4843;
11A011903: Cepelos;3682,4;
11A011905: Junqueira;4680;
11A011906: Macieira de Cambra;4191,5;
11A011907: Roge;3996,4;
11A011902: São Pedro de Castelões;4363,7;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;5200,7;
11A1315: Valongo;16115,1;
11A131501: Alfena;35703;
11A131503: Ermesinde;25876,4;
11A131506: União das freguesias de Campo e Sobrado;9798,7;
11A131505: Valongo;6775,8;
11A1316: Vila do Conde;58266,1;
11A131602: Árvore;68762;
11A131603: Aveleda;28073,8;
11A131604: Azurara;55564,9;
11A131607: Fajozes;90545,3;
11A131610: Gião;43401,5;
11A131611: Guilhabreu;60984,2;
11A131612: Junqueira;77253,3;
11A131613: Labruge;50279,3;
11A131614: Macieira da Maia;50336,9;
11A131616: Mindelo;50672,1;
11A131617: Modivas;52658,2;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;69469,8;
11A131632: União das freguesias de Fornelo e Vairão;60678,9;
11A131633: União das freguesias de Malta e Canidelo;23932,9;
11A131634: União das freguesias de Retorta e Tougues;79379,4;
11A131635: União das freguesias de Rio Mau e Arcos;64543,5;
11A131636: União das freguesias de Touguinha e Touguinhó;65286,5;
11A131637: União das freguesias de Vilar e Mosteiró;58969;
11A131627: Vila Chã;39321,6;
11A131628: Vila do Conde;33124;
11A131630: Vilar de Pinheiro;48042,5;
11A1317: Vila Nova de Gaia;9817,8;
11A131701: Arcozelo;22261,2;
11A131702: Avintes;5400,2;
11A131703: Canelas;17708,3;
11A131704: Canidelo;9486,7;
11A131709: Madalena;5709,1;
11A131712: Oliveira do Douro;7420,2;
11A131717: São Félix da Marinha;9926,2;
11A131725: União das freguesias de Grijó e Sermonde;7205,7;
11A131726: União das freguesias de Gulpilhares e Valadares;19259,6;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;9242,2;
11A131728: União das freguesias de Pedroso e Seixezelo;9249,9;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;6681,8;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;
11A131731: União das freguesias de Serzedo e Perosinho;15608,1;
11A131723: Vilar de Andorinho;8090;
11B: Alto Tâmega;5966,7;
11B1702: Boticas;5795,7;
11B170217: Alturas do Barroso e Cerdedo;10225,6;
11B170218: Ardãos e Bobadela;4839,3;
11B170203: Beça;7099,3;
11B170219: Boticas e Granja;3492;
11B170220: Codessoso, Curros e Fiães do Tâmega;4805,8;
11B170208: Covas do Barroso;4523,5;
11B170210: Dornelas;5918,9;
11B170213: Pinho;3521,3;
11B170215: Sapiãos;4302,7;
11B170221: Vilar e Viveiro;6569;
11B1703: Chaves;5276,4;
11B170301: Águas Frias;6150,3;
11B170302: Anelhe;3207,2;
11B170305: Bustelo;2378,4;
11B170309: Cimo de Vila da Castanheira;7480,7;
11B170310: Curalha;4257,2;
11B170312: Ervededo;3978,7;
11B170313: Faiões;4993;
11B170314: Lama de Arcos;5202,4;
11B170316: Mairos;16939,9;
11B170317: Moreiras;4298,3;
11B170318: Nogueira da Montanha;8387,5;
11B170320: Oura;9124,3;
11B170321: Outeiro Seco;3662,4;
11B170322: Paradela;6119,8;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);10441,1;
11B170324: Redondelo;6569,7;
11B170327: Sanfins;4175,3;
11B170329: Santa Leocádia;6630,6;
11B170350: Santa Maria Maior;3250,8;
11B170330: Santo António de Monforte;3439,7;
11B170331: Santo Estêvão;3358;
11B170333: São Pedro de Agostém;5527,1;
11B170334: São Vicente;7091,7;
11B170340: Tronco;5604,1;
11B170354: União das freguesias da Madalena e Samaiões;4226,3;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;4298,6;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;6298,5;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;4607,5;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;2825,8;
11B170359: União das freguesias de Soutelo e Seara Velha;4315,9;
11B170360: União das freguesias de Travancas e Roriz;6313,3;
11B170341: Vale de Anta;5769,4;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);4198,7;
11B170343: Vila Verde da Raia;3421,4;
11B170344: Vilar de Nantes;3575,7;
11B170345: Vilarelho da Raia;3779,8;
11B170347: Vilas Boas;3766,5;
11B170349: Vilela do Tâmega;5092,1;
11B170348: Vilela Seca;2593,4;
11B1706: Montalegre;7751,9;
11B170601: Cabril;4395,2;
11B170603: Cervos;11327,6;
11B170604: Chã;10757,9;
11B170607: Covelo do Gerês;5073,7;
11B170609: Ferral;3819,8;
11B170612: Gralhas;4513,2;
11B170616: Morgade;14290,9;
11B170618: Negrões;13948,3;
11B170619: Outeiro;8624,3;
11B170623: Pitões das Junias;15121,2;
11B170625: Reigoso;4959,2;
11B170626: Salto;10927,5;
11B170627: Santo André;6289,5;
11B170629: Sarraquinhos;7342,9;
11B170631: Solveira;4125,8;
11B170632: Tourém;10575,6;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;7152,7;
11B170637: União das freguesias de Meixedo e Padornelos;7870;
11B170638: União das freguesias de Montalegre e Padroso;8581,2;
11B170639: União das freguesias de Paradela, Contim e Fiães;4862,7;
11B170640: União das freguesias de Sezelhe e Covelães;6554,8;
11B170641: União das freguesias de Venda Nova e Pondras;4551,6;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;8921;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;4651,5;
11B170635: Vila da Ponte;10774,5;
11B1709: Ribeira de Pena;5604,5;
11B170901: Alvadia;9633,2;
11B170902: Canedo;4287,4;
11B170906: Santa Marinha;4089,6;
11B170908: União das freguesias de Cerva e Limões;7305;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;4322,3;
11B1712: Valpaços;5101,9;
11B171201: Água Revés e Crasto;6807,8;
11B171203: Algeriz;4743,1;
11B171205: Bouçoães;4138,4;
11B171206: Canaveses;4952,7;
11B171232: Carrazedo de Montenegro e Curros;5137,7;
11B171209: Ervões;4739,6;
11B171211: Fornos do Pinhal;2834,3;
11B171212: Friões;5465,8;
11B171233: Lebução, Fiães e Nozelos;4419,4;
11B171215: Padrela e Tazem;7288,1;
11B171216: Possacos;3126,1;
11B171217: Rio Torto;17500,2;
11B171219: Santa Maria de Emeres;4151,5;
11B171220: Santa Valha;4107;
11B171221: Santiago da Ribeira de Alhariz;3587,6;
11B171222: São João da Corveira;5001,8;
11B171223: São Pedro de Veiga de Lila;3854,2;
11B171224: Serapicos;7729;
11B171234: Sonim e Barreiros;3606,4;
11B171235: Tinhela e Alvarelhos;6650,7;
11B171227: Vales;5153,8;
11B171236: Valpaços e Sanfins;4271,8;
11B171229: Vassal;3769,3;
11B171230: Veiga de Lila;3842,5;
11B171231: Vilarandelo;3153,5;
11B1713: Vila Pouca de Aguiar;8093,4;
11B171302: Alfarela de Jales;6272,8;
11B171319: Alvão;8598,1;
11B171303: Bornes de Aguiar;9930,3;
11B171304: Bragado;4165,7;
11B171305: Capeludos;3931,9;
11B171317: Sabroso de Aguiar;7246,6;
11B171310: Soutelo de Aguiar;18236,8;
11B171311: Telões;6794,2;
11B171312: Tresminas;5383,4;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;7377,4;
11B171313: Valoura;3844,9;
11B171314: Vila Pouca de Aguiar;10007,3;
11B171315: Vreia de Bornes;4208,8;
11B171316: Vreia de Jales;7744,1;
11C: Tâmega e Sousa;6349,2;
11C1301: Amarante;7680,9;
11C130103: Ansiães;3541,6;
11C130107: Candemil;3311,7;
11C130112: Fregim;5589,5;
11C130115: Fridão;5853,6;
11C130117: Gondar;6897,9;
11C130134: Gouveia (São Simão);5153;
11C130118: Jazente;4622,8;
11C130119: Lomba;7436,4;
11C130120: Louredo;6831,3;
11C130121: Lufrei;6011,6;
11C130123: Mancelos;8544,6;
11C130126: Padronelo;3163,8;
11C130128: Rebordelo;4602,3;
11C130129: Salvador do Monte;9110,9;
11C130135: Telões;6394,1;
11C130136: Travanca;9304,3;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;22624,5;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;15346,1;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;4121,5;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);6622,2;
11C130145: União das freguesias de Freixo de Cima e de Baixo;6423,6;
11C130146: União das freguesias de Olo e Canadelo;4668,6;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;6521,5;
11C130138: Vila Caiz;5313,9;
11C130139: Vila Chã do Marão;6285,2;
11C130147: Vila Meã;5787;
11C1302: Baião;4511,5;
11C130204: Frende;4387,6;
11C130205: Gestaçô;4837,9;
11C130206: Gove;3430,7;
11C130207: Grilo;3843,3;
11C130208: Loivos do Monte;5629,2;
11C130215: Santa Marinha do Zêzere;7206,4;
11C130221: União das freguesias de Ancede e Ribadouro;3443,2;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;3740,9;
11C130223: União das freguesias de Campelo e Ovil;3707,1;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;8145,4;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;4294,5;
11C130226: União das freguesias de Teixeira e Teixeiró;4284,7;
11C130219: Valadares;4264,4;
11C130220: Viariz;2984,9;
11C0106: Castelo de Paiva;3962,2;
11C010602: Fornos;4966,5;
11C010606: Real;4006,3;
11C010607: Santa Maria de Sardoura;3158;
11C010608: São Martinho de Sardoura;3848,3;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;3585,8;
11C010611: União das freguesias de Sobrado e Bairros;4725,7;
11C0305: Celorico de Basto;6138,5;
11C030501: Agilde;7841,8;
11C030502: Arnóia;5352,2;
11C030520: Basto (São Clemente);14099,4;
11C030503: Borba de Montanha;6593,1;
11C030508: Codeçoso;7891,2;
11C030510: Fervença;4834,8;
11C030515: Moreira do Castelo;3865;
11C030517: Rego;4268,7;
11C030518: Ribas;3696,8;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;5009,6;
11C030524: União das freguesias de Caçarilhe e Infesta;3819,4;
11C030525: União das freguesias de Canedo de Basto e Corgo;6555,7;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);3765,9;
11C030527: União das freguesias de Veade, Gagos e Molares;11353,5;
11C030521: Vale de Bouro;4584,8;
11C1804: Cinfães;3294,7;
11C180403: Cinfães;3458,9;
11C180404: Espadanedo;4926,3;
11C180405: Ferreiros de Tendais;2903,5;
11C180406: Fornelos;2796,3;
11C180408: Moimenta;2538,8;
11C180409: Nespereira;3284;
11C180410: Oliveira do Douro;3505,9;
11C180412: Santiago de Piães;3405,7;
11C180413: São Cristóvão de Nogueira;3524,6;
11C180414: Souselo;2762,3;
11C180415: Tarouquela;2784;
11C180416: Tendais;3404,9;
11C180417: Travanca;3847,4;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;3090,3;
11C1303: Felgueiras;9006,3;
11C130301: Aião;10223,5;
11C130302: Airães;7871,6;
11C130305: Friande;10015,1;
11C130306: Idães;24042,7;
11C130307: Jugueiros;5626,4;
11C130313: Penacova;9214,7;
11C130314: Pinheiro;6195,2;
11C130315: Pombeiro de Ribavizela;7025,5;
11C130317: Refontoura;6681,4;
11C130318: Regilde;7297;
11C130319: Revinhade;3792,6;
11C130324: Sendim;7164,3;
11C130334: União das freguesias de Macieira da Lixa e Caramos;9901,8;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;9042,6;
11C130336: União das freguesias de Pedreira, Rande e Sernande;9326,8;
11C130337: União das freguesias de Torrados e Sousa;6844,3;
11C130338: União das freguesias de Unhão e Lordelo;12876,2;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;7644,5;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);3896,4;
11C130341: União das freguesias de Vila Verde e Santão;9301,7;
11C1305: Lousada;11249;
11C130502: Aveleda;10417,9;
11C130504: Caíde de Rei;30136,6;
11C130510: Lodares;20534,2;
11C130512: Macieira;10486,2;
11C130513: Meinedo;6687,9;
11C130515: Nevogilde;8942,7;
11C130524: Sousela;6199,1;
11C130525: Torno;8652,8;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);10716,9;
11C130528: União das freguesias de Cristelos, Boim e Ordem;9497,4;
11C130529: União das freguesias de Figueiras e Covas;7672,1;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);7112,5;
11C130531: União das freguesias de Nespereira e Casais;11091,6;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;11013,1;
11C130526: Vilar do Torno e Alentém;10982,1;
11C1307: Marco de Canaveses;5163,1;
11C130732: Alpendorada, Várzea e Torrão;4574;
11C130733: Avessadas e Rosém;7095,5;
11C130704: Banho e Carvalhosa;7267,7;
11C130734: Bem Viver;5025,3;
11C130705: Constance;5195,8;
11C130736: Marco;6187,2;
11C130737: Paredes de Viadores e Manhuncelos;3774,2;
11C130738: Penha Longa e Paços de Gaiolo;3411,5;
11C130739: Sande e São Lourenço do Douro;4893,4;
11C130735: Santo Isidoro e Livração;6920,2;
11C130722: Soalhães;3976,6;
11C130723: Sobretâmega;5012;
11C130724: Tabuado;6365,8;
11C130740: Várzea, Aliviada e Folhada;5490,8;
11C130741: Vila Boa de Quires e Maureles;6464,2;
11C130730: Vila Boa do Bispo;4349,3;
11C1309: Paços de Ferreira;7969,7;
11C130902: Carvalhosa;7922,9;
11C130904: Eiriz;12623,8;
11C130905: Ferreira;5563,6;
11C130906: Figueiró;5972;
11C130917: Frazão Arreigada;9009,1;
11C130908: Freamunde;5410,5;
11C130910: Meixomil;7133,4;
11C130918: Paços de Ferreira;11812,7;
11C130913: Penamaior;10169,1;
11C130914: Raimonda;7634,7;
11C130919: Sanfins Lamoso Codessos;8728,6;
11C130916: Seroa;5047,9;
11C1311: Penafiel;7116,9;
11C131101: Abragão;3702,1;
11C131102: Boelhe;16167,4;
11C131103: Bustelo;6292,1;
11C131104: Cabeça Santa;4623,1;
11C131105: Canelas;3120;
11C131106: Capela;3912,5;
11C131107: Castelões;6458,1;
11C131108: Croca;7022,5;
11C131109: Duas Igrejas;5266,7;
11C131110: Eja;8081,9;
11C131112: Fonte Arcada;6233,3;
11C131113: Galegos;8758,7;
11C131141: Guilhufe e Urrô;6001;
11C131115: Irivo;7359,8;
11C131142: Lagares e Figueira;5198,2;
11C131140: Luzim e Vila Cova;6044,7;
11C131121: Oldrões;6294,8;
11C131122: Paço de Sousa;39310;
11C131139: Penafiel;7451,8;
11C131125: Perozelo;3521,5;
11C131128: Rans;7933,5;
11C131132: Recezinhos (São Mamede);4958,8;
11C131133: Recezinhos (São Martinho);5801,8;
11C131129: Rio de Moinhos;8841;
11C131138: Rio Mau;3579;
11C131134: Sebolido;997,3;
11C131143: Termas de São Vicente;4263,6;
11C131136: Valpedre;9584,3;
11C1813: Resende;5737,1;
11C181302: Barrô;4696,8;
11C181303: Cárquere;3831,9;
11C181310: Paus;4991,7;
11C181311: Resende;8181,2;
11C181312: São Cipriano;2647,6;
11C181313: São João de Fontoura;6204,7;
11C181314: São Martinho de Mouros;6843;
11C181316: União das freguesias de Anreade e São Romão de Aregos;7502,3;
11C181317: União das freguesias de Felgueiras e Feirão;4999,4;
11C181318: União das freguesias de Freigil e Miomães;4077,1;
11C181319: União das freguesias de Ovadas e Panchorra;3166,4;
11D: Douro;7187,1;
11D1701: Alijó;7519,3;
11D170101: Alijó;9527;
11D170107: Favaios;12543;
11D170108: Pegarinhos;5588,5;
11D170109: Pinhão;62719,5;
11D170112: Sanfins do Douro;5311,7;
11D170113: Santa Eugénia;6418,7;
11D170114: São Mamede de Ribatua;6571,3;
11D170120: União das freguesias de Carlão e Amieiro;4187,2;
11D170121: União das freguesias de Castedo e Cotas;13661,8;
11D170122: União das freguesias de Pópulo e Ribalonga;2947,6;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;9998,4;
11D170116: Vila Chã;8974,3;
11D170117: Vila Verde;2778,9;
11D170118: Vilar de Maçada;7137,4;
11D1801: Armamar;8443,8;
11D180101: Aldeias;9395,7;
11D180120: Armamar;10540,7;
11D180104: Cimbres;3395,4;
11D180106: Folgosa;11186,4;
11D180107: Fontelo;7559,4;
11D180109: Queimada;10434,8;
11D180110: Queimadela;3423,4;
11D180111: Santa Cruz;9858,8;
11D180114: São Cosmado;7512,4;
11D180115: São Martinho das Chãs;11308,9;
11D180121: União das freguesias de Aricera e Goujoim;6785,1;
11D180122: União das freguesias de São Romão e Santiago;9248,9;
11D180123: União das freguesias de Vila Seca e Santo Adrião;7618,5;
11D180118: Vacalar;8737,8;
11D0403: Carrazeda de Ansiães;6646,7;
11D040304: Carrazeda de Ansiães;7392,6;
11D040306: Fonte Longa;6572,6;
11D040308: Linhares;5362,9;
11D040309: Marzagão;6114,7;
11D040311: Parambos;7639,4;
11D040312: Pereiros;3373,5;
11D040313: Pinhal do Norte;5788,8;
11D040314: Pombal;6632,1;
11D040316: Seixo de Ansiães;10219,1;
11D040320: União das freguesias de Amedo e Zedes;5132,3;
11D040321: União das freguesias de Belver e Mogo de Malta;3884,7;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;8925;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;8886,9;
11D040318: Vilarinho da Castanheira;4806,9;
11D0404: Freixo de Espada à Cinta;7046,5;
11D040404: Ligares;11034,9;
11D040406: Poiares;7935,3;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;7936,6;
11D040408: União das freguesias de Lagoaça e Fornos;3525,5;
11D1805: Lamego;7000,6;
11D180502: Avões;4965,2;
11D180504: Britiande;9772,9;
11D180505: Cambres;8616,1;
11D180507: Ferreirim;5912;
11D180508: Ferreiros de Avões;4003;
11D180509: Figueira;5401,4;
11D180510: Lalim;4522,1;
11D180525: Lamego (Almacave e Sé);7994,6;
11D180511: Lazarim;5366;
11D180516: Penajóia;5925,9;
11D180517: Penude;4805,3;
11D180519: Samodães;11533,3;
11D180520: Sande;4104,5;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;4614,9;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;7344,8;
11D180528: União das freguesias de Parada do Bispo e Valdigem;9896,3;
11D180523: Várzea de Abrunhais;9255,4;
11D180524: Vila Nova de Souto d'El-Rei;4710,7;
11D1704: Mesão Frio;7088,7;
11D170401: Barqueiros;4750,1;
11D170402: Cidadelhe;12730;
11D170408: Mesão Frio (Santo André);6692,3;
11D170403: Oliveira;9189,3;
11D170407: Vila Marim;6670;
11D1807: Moimenta da Beira;9007,6;
11D180702: Alvite;24092,8;
11D180703: Arcozelos;6176,7;
11D180705: Baldos;5314,6;
11D180706: Cabaços;3945,6;
11D180707: Caria;6160,6;
11D180708: Castelo;3598,7;
11D180709: Leomil;10976,5;
11D180710: Moimenta da Beira;8822,9;
11D180713: Passô;8273,5;
11D180716: Vila da Rua;9534,6;
11D180717: Sarzedo;5383,4;
11D180719: Sever;7219,8;
11D180721: União das freguesias de Paradinha e Nagosa;3541,4;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;6442,5;
11D180723: União das freguesias de Peva e Segões;9344,8;
11D180720: Vilar;5395,7;
11D1707: Murça;5550,8;
11D170701: Candedo;6391,5;
11D170703: Fiolhoso;3754,2;
11D170704: Jou;4212,8;
11D170705: Murça;5488,6;
11D170710: União das freguesias de Carva e Vilares;3734,6;
11D170711: União das freguesias de Noura e Palheiros;6857,3;
11D170708: Valongo de Milhais;4822;
11D1812: Penedono;6402,8;
11D181202: Beselga;3835;
11D181203: Castainço;4016,7;
11D181207: Penela da Beira;7328,3;
11D181208: Póvoa de Penela;5655,2;
11D181209: Souto;9470,3;
11D181210: União das freguesias de Antas e Ourozinho;7332;
11D181211: União das freguesias de Penedono e Granja;6234,3;
11D1708: Peso da Régua;8678,3;
11D170802: Fontelas;6529,2;
11D170805: Loureiro;5287,2;
11D170809: Sedielos;13580,8;
11D170813: União das freguesias de Galafura e Covelinhas;7380,2;
11D170814: União das freguesias de Moura Morta e Vinhós;4758,1;
11D170815: União das freguesias de Peso da Régua e Godim;8223,6;
11D170816: União das freguesias de Poiares e Canelas;12706,4;
11D170810: Vilarinho dos Freires;9185,6;
11D1710: Sabrosa;7073,2;
11D171001: Celeirós;19697;
11D171002: Covas do Douro;8843,6;
11D171004: Gouvinhas;12216,4;
11D171007: Paços;6188,4;
11D171005: Parada de Pinhão;1841,1;
11D171009: Sabrosa;6871,9;
11D171011: São Lourenço de Ribapinhão;1964,2;
11D171013: Souto Maior;2962,6;
11D171014: Torre do Pinhão;5935,9;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;6828,8;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;5495;
11D171015: Vilarinho de São Romão;10874,5;
11D1711: Santa Marta de Penaguião;6446,7;
11D171101: Alvações do Corgo;8970;
11D171102: Cumieira;6690,5;
11D171103: Fontes;4153,6;
11D171106: Medrões;6310,7;
11D171110: Sever;6699,6;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;7863,4;
11D171112: União das freguesias de Louredo e Fornelos;4073,3;
11D1815: São João da Pesqueira;10831,9;
11D181501: Castanheiro do Sul;11042,3;
11D181502: Ervedosa do Douro;17802,6;
11D181504: Nagozelo do Douro;9731,2;
11D181505: Paredes da Beira;7076,8;
11D181507: Riodades;6613,2;
11D181509: Soutelo do Douro;13991,5;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;15067,7;
11D181516: União das freguesias de Trevões e Espinhosa;6846;
11D181517: União das freguesias de Vilarouco e Pereiros;8680,2;
11D181511: Vale de Figueira;7217;
11D181512: Valongo dos Azeites;7094;
11D1818: Sernancelhe;5840,6;
11D181801: Arnas;4875,9;
11D181802: Carregal;4273,1;
11D181803: Chosendo;4538,6;
11D181804: Cunha;7379;
11D181806: Faia;9368,6;
11D181810: Granjal;4442,3;
11D181811: Lamosa;4218,6;
11D181814: Quintela;11523,1;
11D181818: União das freguesias de Ferreirim e Macieira;6967;
11D181819: União das freguesias de Fonte Arcada e Escurquela;4670,7;
11D181820: União das freguesias de Penso e Freixinho;4944,3;
11D181821: União das freguesias de Sernancelhe e Sarzeda;5824;
11D181817: Vila da Ponte;6344,3;
11D1819: Tabuaço;6957,9;
11D181901: Adorigo;10569,9;
11D181902: Arcos;4153,8;
11D181904: Chavães;3253,7;
11D181905: Desejosa;12770,2;
11D181906: Granja do Tedo;2074,7;
11D181908: Longa;2167,6;
11D181913: Sendim;4602,6;
11D181914: Tabuaço;7038,5;
11D181918: União das freguesias de Barcos e Santa Leocádia;7459,8;
11D181919: União das freguesias de Paradela e Granjinha;1935,5;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;1881,3;
11D181921: União das freguesias de Távora e Pereiro;7660,9;
11D181917: Valença do Douro;19378,4;
11D1820: Tarouca;7796,7;
11D182004: Mondim da Beira;21382,2;
11D182005: Salzedas;6280,5;
11D182006: São João de Tarouca;7003,6;
11D182011: União das freguesias de Gouviães e Ucanha;5936,2;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;13145,6;
11D182013: União das freguesias de Tarouca e Dálvares;6024,9;
11D182009: Várzea da Serra;3328,1;
11D0409: Torre de Moncorvo;6422,7;
11D040901: Açoreira;6184,9;
11D040903: Cabeça Boa;7030,9;
11D040905: Carviçais;4792,4;
11D040906: Castedo;3056,8;
11D040909: Horta da Vilariça;9180,7;
11D040910: Larinho;5735,2;
11D040911: Lousa;6233,2;
11D040913: Mós;5176,4;
11D040916: Torre de Moncorvo;12183,2;
11D040918: União das freguesias de Adeganha e Cardanha;7642,7;
11D040919: União das freguesias de Felgar e Souto da Velha;7636,2;
11D040920: União das freguesias de Felgueiras e Maçores;4325,1;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;7779;
11D0914: Vila Nova de Foz Côa;8051,2;
11D091401: Almendra;13184,9;
11D091402: Castelo Melhor;6305,4;
11D091403: Cedovim;8628,2;
11D091404: Chãs;7286,5;
11D091405: Custóias;6195,1;
11D091418: Freixo de Numão;7220,9;
11D091407: Horta;12955,4;
