
Statistical table extracted on October 15, 2022 (14:19:30)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
200470111: Praia do Norte;19108,7;
200470112: Ribeirinha;18199,7;
200470113: Salão;20097,8;
2004201: Lagoa;18908,2;
200420101: Água de Pau;17731,4;
200420102: Cabouco;37080;
200420103: Lagoa (Nossa Senhora do Rosário);6401,9;
200420104: Lagoa (Santa Cruz);24787,2;
200420105: Ribeira Chã;7522;
2004801: Lajes das Flores;12389,4;
200480101: Fajã Grande;11771,1;
200480102: Fajãzinha;9780,7;
200480103: Fazenda;11507,8;
200480104: Lajedo;27095,4;
200480105: Lajes das Flores;10722,5;
200480106: Lomba;10250,2;
200480107: Mosteiro;14572,2;
2004601: Lajes do Pico;13503,4;
200460101: Calheta de Nesquim;9233;
200460102: Lajes do Pico;19125,1;
200460103: Piedade;11637,3;
200460104: Ribeiras;11704,4;
200460105: Ribeirinha;10498,4;
200460106: São João;12971;
2004602: Madalena;9411,4;
200460201: Bandeiras;5007,5;
200460202: Candelária;9218,5;
200460203: Criação Velha;21986;
200460204: Madalena;7203,8;
200460205: São Caetano;7845,6;
200460206: São Mateus;6807,5;
2004202: Nordeste;19801,9;
200420201: Achada;20500,1;
200420202: Achadinha;30530,7;
200420208: Algarvia;- -;
200420203: Lomba da Fazenda;12478,9;
200420204: Nordeste;19877,8;
200420206: Salga;30137,6;
200420207: Santana;20307,5;
200420209: Santo António de Nordestinho;- -;
200420210: São Pedro de Nordestinho;- -;
2004203: Ponta Delgada;20858;
200420323: Ajuda da Bretanha;- -;
200420301: Arrifes;28378,5;
200420303: Candelária;14286,2;
200420304: Capelas;36071,9;
200420305: Covoada;31533,9;
200420306: Fajã de Baixo;5744,6;
200420307: Fajã de Cima;46613,4;
200420308: Fenais da Luz;9645,2;
200420309: Feteiras;32585,5;
200420310: Ginetes;14480,6;
200420311: Mosteiros;9353;
200420324: Pilar da Bretanha;- -;
200420313: Ponta Delgada (São José);6586,7;
200420314: Ponta Delgada (São Pedro);23041,4;
200420312: Ponta Delgada (São Sebastião);7922,3;
200420315: Relva;17513,2;
200420316: Remédios;14882,4;
200420317: Rosto do Cão (Livramento);6235,8;
200420318: Rosto do Cão (São Roque);17082,9;
200420319: Santa Bárbara;17172,5;
200420325: Santa Clara;- -;
200420320: Santo António;23264,9;
200420321: São Vicente Ferreira;26232,5;
200420322: Sete Cidades;15289,9;
2004204: Povoação;17158;
200420401: Água Retorta;12300,8;
200420402: Faial da Terra;22933;
200420403: Furnas;23646,1;
200420404: Nossa Senhora dos Remédios;12564,5;
200420405: Povoação;16672,5;
200420406: Ribeira Quente;4828,5;
2004205: Ribeira Grande;26127,5;
200420501: Calhetas;20201,9;
200420502: Fenais da Ajuda;25763,2;
200420503: Lomba da Maia;42767,6;
200420504: Lomba de São Pedro;22746,1;
200420505: Maia;38810,8;
200420506: Pico da Pedra;17911;
200420507: Porto Formoso;11901,9;
200420508: Rabo de Peixe;20397,7;
200420509: Ribeira Grande (Conceição);26216,5;
200420510: Ribeira Grande (Matriz);26981,9;
200420511: Ribeira Seca;16016,1;
200420512: Ribeirinha;21874;
200420513: Santa Bárbara;58950,4;
200420514: São Brás;18039,5;
2004401: Santa Cruz da Graciosa;8286,7;
200440101: Guadalupe;7842,4;
200440102: Luz;5879,4;
200440104: Santa Cruz da Graciosa;9603,6;
200440103: São Mateus;10554,6;
2004802: Santa Cruz das Flores;12523,3;
200480201: Caveira;20607;
200480202: Cedros;11214,1;
200480203: Ponta Delgada;6802;
200480204: Santa Cruz das Flores;15370,9;
2004603: São Roque do Pico;12049,3;
200460301: Prainha;13835,8;
200460302: Santa Luzia;9047,7;
200460303: Santo Amaro;12663;
200460304: Santo António;8656,7;
200460305: São Roque do Pico;14115,6;
2004502: Velas;20191,7;
200450201: Manadas (Santa Bárbara);21939,3;
200450202: Norte Grande (Neves);28415,9;
200450203: Rosais;16195,4;
200450204: Santo Amaro;20802,5;
200450205: Urzelina (São Mateus);14628,5;
200450206: Velas (São Jorge);18934,7;
2004302: Vila da Praia da Vitória;13870;
200430201: Agualva;14461,1;
200430202: Biscoitos;7897,6;
200430203: Cabo da Praia;8607,2;
200430204: Fonte do Bastardo;18638,7;
200430205: Fontinhas;19454,5;
200430206: Lajes;13418,8;
200430211: Porto Martins;- -;
200430207: Praia da Vitória (Santa Cruz);17194,9;
200430208: Quatro Ribeiras;17313,7;
200430209: São Brás;14102,6;
200430210: Vila Nova;10024,8;
2004101: Vila do Porto;9664,9;
200410101: Almagreira;9683,3;
200410102: Santa Bárbara;7257,6;
200410103: Santo Espírito;9517;
200410104: São Pedro;7352,7;
200410105: Vila do Porto;15661,6;
2004206: Vila Franca do Campo;17172,1;
200420601: Água de Alto;10823,5;
200420602: Ponta Garça;20920,7;
200420603: Ribeira das Tainhas;4728,9;
200420606: Ribeira Seca;- -;
200420604: Vila Franca do Campo (São Miguel);23074,5;
200420605: Vila Franca do Campo (São Pedro);9299,3;
3: Região Autónoma da Madeira;4807,2;
30: Região Autónoma da Madeira;4807,2;
300: Região Autónoma da Madeira;4807,2;
3003101: Calheta;3464,9;
300310101: Arco da Calheta;3196,9;
300310102: Calheta;2583,1;
300310103: Estreito da Calheta;2399,7;
300310104: Fajã da Ovelha;4214,6;
300310105: Jardim do Mar;1357;
300310106: Paul do Mar;1717,8;
300310107: Ponta do Pargo;8101,1;
300310108: Prazeres;3561,4;
3003102: Câmara de Lobos;4482,3;
300310201: Câmara de Lobos;4348,7;
300310202: Curral das Freiras;4151,9;
300310203: Estreito de Câmara de Lobos;3867,2;
300310205: Jardim da Serra;3726,8;
300310204: Quinta Grande;8098,4;
3003103: Funchal;3582,7;
300310303: Funchal (Santa Luzia);3379,4;
300310304: Funchal (Santa Maria Maior);10568,8;
300310308: Funchal (São Pedro);1526,7;
300310310: Funchal (Sé);1799;
300310301: Imaculado Coração de Maria;1608,1;
300310302: Monte;1624,4;
300310305: Santo António;2140,9;
300310306: São Gonçalo;17480,2;
300310307: São Martinho;1965;
300310309: São Roque;3167;
3003104: Machico;4364,5;
300310401: Água de Pena;2369,3;
300310402: Caniçal;10856,6;
300310403: Machico;3160,3;
300310404: Porto da Cruz;4415,1;
300310405: Santo António da Serra;9084,1;
3003105: Ponta do Sol;4486,4;
300310501: Canhas;6254,4;
300310502: Madalena do Mar;2195,6;
300310503: Ponta do Sol;3338,6;
3003106: Porto Moniz;4885,5;
300310601: Achadas da Cruz;7353,3;
300310602: Porto Moniz;4948,2;
300310603: Ribeira da Janela;3420,8;
300310604: Seixal;4592;
3003201: Porto Santo;6597,3;
300320101: Porto Santo;6597,3;
3003107: Ribeira Brava;3908,2;
300310701: Campanário;3361,9;
300310702: Ribeira Brava;4108,4;
300310703: Serra de Água;5807,4;
300310704: Tabua;3104,4;
3003108: Santa Cruz;12253,7;
300310802: Camacha;9811,8;
300310803: Caniço;15014,8;
300310804: Gaula;3971,6;
300310805: Santa Cruz;8403,3;
300310806: Santo António da Serra;33598,5;
3003109: Santana;5447,9;
300310901: Arco de São Jorge;3595,8;
300310902: Faial;6577,6;
300310906: Ilha;5793,5;
300310903: Santana;5787,5;
300310904: São Jorge;3858,2;
300310905: São Roque do Faial;8125,8;
3003110: São Vicente;2969;
300311001: Boa Ventura;2367,5;
300311002: Ponta Delgada;2059,8;
300311003: São Vicente;3571,9;

Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019

Note(s):
(1) The estimated results do not include the situations "Don,t know / refusal".



This data last updated:october 02, 2021


Table Metadata

Average value of total standard output by agricultural holding (?)
Name;Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - 2019
First available period;1999
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
Concepts
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
     HOLDING´S TOTAL STANDARD OUTPUT;Holding's output value that corresponds to the sum of the different standard output values (SO) for each activity, obtained by multiplying the SO of an agricultural product by the crop hectares or by the livestock units existing on the holding.
Definition;
Formule;Total standard output/ Agricultural holding
Measure unit (symbol);Euro (?)
Power of 10;0
Last update date;02-Oct-2021
