
Statistical table extracted on October 18, 2022 (23:21:13)
http://www.ine.pt



Geographic localization (NUTS -2013);Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial (1) ;
11A131416: Rebordões;492531;
11A131418: Reguenga;1279540;
11A131419: Roriz;700177;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;1119194;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);851268;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;1217346;
11A131436: União das freguesias de Lamelas e Guimarei;512129;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;1746771;
11A131432: Vilarinho;176414;
11A0116: São João da Madeira;53379;
11A011601: São João da Madeira;53379;
11A1318: Trofa;13649873;
11A131806: Covelas;2685212;
11A131808: Muro;492726;
11A131809: União das freguesias de Alvarelhos e Guidões;1320969;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);6345973;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);2804993;
11A0119: Vale de Cambra;3529773;
11A011901: Arões;989760;
11A011903: Cepelos;183872;
11A011905: Junqueira;311475;
11A011906: Macieira de Cambra;583022;
11A011907: Roge;354128;
11A011902: São Pedro de Castelões;476906;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;630610;
11A1315: Valongo;4234398;
11A131501: Alfena;887072;
11A131503: Ermesinde;842941;
11A131506: União das freguesias de Campo e Sobrado;2334076;
11A131505: Valongo;170310;
11A1316: Vila do Conde;78722006;
11A131602: Árvore;2091366;
11A131603: Aveleda;497447;
11A131604: Azurara;470893;
11A131607: Fajozes;4318992;
11A131610: Gião;1670741;
11A131611: Guilhabreu;6269295;
11A131612: Junqueira;6472107;
11A131613: Labruge;3845422;
11A131614: Macieira da Maia;2389155;
11A131616: Mindelo;2522476;
11A131617: Modivas;1456767;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;13084019;
11A131632: União das freguesias de Fornelo e Vairão;3411158;
11A131633: União das freguesias de Malta e Canidelo;1804145;
11A131634: União das freguesias de Retorta e Tougues;2982935;
11A131635: União das freguesias de Rio Mau e Arcos;15046636;
11A131636: União das freguesias de Touguinha e Touguinhó;3964809;
11A131637: União das freguesias de Vilar e Mosteiró;2643235;
11A131627: Vila Chã;1710960;
11A131628: Vila do Conde;617116;
11A131630: Vilar de Pinheiro;1452332;
11A1317: Vila Nova de Gaia;9035193;
11A131701: Arcozelo;868330;
11A131702: Avintes;224011;
11A131703: Canelas;103207;
11A131704: Canidelo;289467;
11A131709: Madalena;17015;
11A131712: Oliveira do Douro;160303;
11A131717: São Félix da Marinha;334398;
11A131725: União das freguesias de Grijó e Sermonde;200549;
11A131726: União das freguesias de Gulpilhares e Valadares;2221364;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;406979;
11A131728: União das freguesias de Pedroso e Seixezelo;1575271;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;1939055;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;
11A131731: União das freguesias de Serzedo e Perosinho;269970;
11A131723: Vilar de Andorinho;425271;
11B: Alto Tâmega;101363853;
11B1702: Boticas;7386284;
11B170217: Alturas do Barroso e Cerdedo;1732879;
11B170218: Ardãos e Bobadela;824476;
11B170203: Beça;1167037;
11B170219: Boticas e Granja;409745;
11B170220: Codessoso, Curros e Fiães do Tâmega;413261;
11B170208: Covas do Barroso;382295;
11B170210: Dornelas;795631;
11B170213: Pinho;198756;
11B170215: Sapiãos;392199;
11B170221: Vilar e Viveiro;1070006;
11B1703: Chaves;30639587;
11B170301: Águas Frias;1998627;
11B170302: Anelhe;304324;
11B170305: Bustelo;273633;
11B170309: Cimo de Vila da Castanheira;1130167;
11B170310: Curalha;499289;
11B170312: Ervededo;759712;
11B170313: Faiões;486629;
11B170314: Lama de Arcos;449595;
11B170316: Mairos;2138445;
11B170317: Moreiras;331814;
11B170318: Nogueira da Montanha;1355042;
11B170320: Oura;1734474;
11B170321: Outeiro Seco;405183;
11B170322: Paradela;940763;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);1281513;
11B170324: Redondelo;844741;
11B170327: Sanfins;469482;
11B170329: Santa Leocádia;609744;
11B170350: Santa Maria Maior;63607;
11B170330: Santo António de Monforte;291410;
11B170331: Santo Estêvão;1094063;
11B170333: São Pedro de Agostém;2094519;
11B170334: São Vicente;646689;
11B170340: Tronco;631921;
11B170354: União das freguesias da Madalena e Samaiões;812123;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;1266722;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;597353;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;784329;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;192789;
11B170359: União das freguesias de Soutelo e Seara Velha;534488;
11B170360: União das freguesias de Travancas e Roriz;1237164;
11B170341: Vale de Anta;245630;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);833375;
11B170343: Vila Verde da Raia;668207;
11B170344: Vilar de Nantes;627923;
11B170345: Vilarelho da Raia;893074;
11B170347: Vilas Boas;224700;
11B170349: Vilela do Tâmega;460751;
11B170348: Vilela Seca;425576;
11B1706: Montalegre;19339484;
11B170601: Cabril;997102;
11B170603: Cervos;672927;
11B170604: Chã;1773067;
11B170607: Covelo do Gerês;185062;
11B170609: Ferral;313787;
11B170612: Gralhas;313549;
11B170616: Morgade;803934;
11B170618: Negrões;499733;
11B170619: Outeiro;555264;
11B170623: Pitões das Junias;707688;
11B170625: Reigoso;376757;
11B170626: Salto;2823131;
11B170627: Santo André;471619;
11B170629: Sarraquinhos;903984;
11B170631: Solveira;413941;
11B170632: Tourém;324136;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;823731;
11B170637: União das freguesias de Meixedo e Padornelos;901165;
11B170638: União das freguesias de Montalegre e Padroso;1008871;
11B170639: União das freguesias de Paradela, Contim e Fiães;501015;
11B170640: União das freguesias de Sezelhe e Covelães;751255;
11B170641: União das freguesias de Venda Nova e Pondras;213315;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;1604410;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;986753;
11B170635: Vila da Ponte;413288;
11B1709: Ribeira de Pena;4949449;
11B170901: Alvadia;599913;
11B170902: Canedo;402480;
11B170906: Santa Marinha;299024;
11B170908: União das freguesias de Cerva e Limões;1986249;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1661783;
11B1712: Valpaços;26830908;
11B171201: Água Revés e Crasto;1148514;
11B171203: Algeriz;1397425;
11B171205: Bouçoães;762177;
11B171206: Canaveses;632533;
11B171232: Carrazedo de Montenegro e Curros;2988759;
11B171209: Ervões;1117987;
11B171211: Fornos do Pinhal;463844;
11B171212: Friões;1527647;
11B171233: Lebução, Fiães e Nozelos;964194;
11B171215: Padrela e Tazem;1675935;
11B171216: Possacos;468332;
11B171217: Rio Torto;1794628;
11B171219: Santa Maria de Emeres;1307171;
11B171220: Santa Valha;799594;
11B171221: Santiago da Ribeira de Alhariz;935429;
11B171222: São João da Corveira;1570134;
11B171223: São Pedro de Veiga de Lila;769318;
11B171224: Serapicos;552413;
11B171234: Sonim e Barreiros;818408;
11B171235: Tinhela e Alvarelhos;996368;
11B171227: Vales;811196;
11B171236: Valpaços e Sanfins;1463009;
11B171229: Vassal;584172;
11B171230: Veiga de Lila;548914;
11B171231: Vilarandelo;732806;
11B1713: Vila Pouca de Aguiar;12218141;
11B171302: Alfarela de Jales;412729;
11B171319: Alvão;2545824;
11B171303: Bornes de Aguiar;1310300;
11B171304: Bragado;388560;
11B171305: Capeludos;386221;
11B171317: Sabroso de Aguiar;324027;
11B171310: Soutelo de Aguiar;801074;
11B171311: Telões;1746907;
11B171312: Tresminas;1158971;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;783409;
11B171313: Valoura;344487;
11B171314: Vila Pouca de Aguiar;752311;
11B171315: Vreia de Bornes;461482;
11B171316: Vreia de Jales;801840;
11C: Tâmega e Sousa;108709799;
11C1301: Amarante;16886471;
11C130103: Ansiães;205842;
11C130107: Candemil;215604;
11C130112: Fregim;660841;
11C130115: Fridão;258361;
11C130117: Gondar;2890742;
11C130134: Gouveia (São Simão);337663;
11C130118: Jazente;82985;
11C130119: Lomba;182555;
11C130120: Louredo;196796;
11C130121: Lufrei;356398;
11C130123: Mancelos;1303960;
11C130126: Padronelo;83759;
11C130128: Rebordelo;95683;
11C130129: Salvador do Monte;580401;
11C130135: Telões;1607893;
11C130136: Travanca;897199;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;390280;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;1146956;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;248280;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);935918;
11C130145: União das freguesias de Freixo de Cima e de Baixo;1069531;
11C130146: União das freguesias de Olo e Canadelo;273216;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;1196410;
11C130138: Vila Caiz;494939;
11C130139: Vila Chã do Marão;361150;
11C130147: Vila Meã;813109;
11C1302: Baião;8083440;
11C130204: Frende;120067;
11C130205: Gestaçô;841733;
11C130206: Gove;713600;
11C130207: Grilo;408363;
11C130208: Loivos do Monte;136269;
11C130215: Santa Marinha do Zêzere;889885;
11C130221: União das freguesias de Ancede e Ribadouro;700852;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;706988;
11C130223: União das freguesias de Campelo e Ovil;810677;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;527088;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;999431;
11C130226: União das freguesias de Teixeira e Teixeiró;525260;
11C130219: Valadares;624099;
11C130220: Viariz;79129;
11C0106: Castelo de Paiva;4750243;
11C010602: Fornos;478952;
11C010606: Real;881683;
11C010607: Santa Maria de Sardoura;831636;
11C010608: São Martinho de Sardoura;387359;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;778312;
11C010611: União das freguesias de Sobrado e Bairros;1392300;
11C0305: Celorico de Basto;10478155;
11C030501: Agilde;573197;
11C030502: Arnóia;1385442;
11C030520: Basto (São Clemente);234320;
11C030503: Borba de Montanha;640606;
11C030508: Codeçoso;358115;
11C030510: Fervença;998452;
11C030515: Moreira do Castelo;257738;
11C030517: Rego;272724;
11C030518: Ribas;461659;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;1176684;
11C030524: União das freguesias de Caçarilhe e Infesta;406574;
11C030525: União das freguesias de Canedo de Basto e Corgo;1027907;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);343319;
11C030527: União das freguesias de Veade, Gagos e Molares;1610498;
11C030521: Vale de Bouro;730921;
11C1804: Cinfães;7587080;
11C180403: Cinfães;1006945;
11C180404: Espadanedo;214559;
11C180405: Ferreiros de Tendais;634463;
11C180406: Fornelos;384319;
11C180408: Moimenta;107861;
11C180409: Nespereira;925121;
11C180410: Oliveira do Douro;663069;
11C180412: Santiago de Piães;968482;
11C180413: São Cristóvão de Nogueira;539967;
11C180414: Souselo;371780;
11C180415: Tarouquela;255140;
11C180416: Tendais;661257;
11C180417: Travanca;489765;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;364351;
11C1303: Felgueiras;13247127;
11C130301: Aião;727714;
11C130302: Airães;648219;
11C130305: Friande;428402;
11C130306: Idães;580125;
11C130307: Jugueiros;178257;
11C130313: Penacova;141257;
11C130314: Pinheiro;317305;
11C130315: Pombeiro de Ribavizela;422451;
11C130317: Refontoura;301800;
11C130318: Regilde;158724;
11C130319: Revinhade;87037;
11C130324: Sendim;583288;
11C130334: União das freguesias de Macieira da Lixa e Caramos;1873471;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;2608870;
11C130336: União das freguesias de Pedreira, Rande e Sernande;485274;
11C130337: União das freguesias de Torrados e Sousa;662269;
11C130338: União das freguesias de Unhão e Lordelo;740181;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;1598223;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);198537;
11C130341: União das freguesias de Vila Verde e Santão;505723;
11C1305: Lousada;8795330;
11C130502: Aveleda;314078;
11C130504: Caíde de Rei;684852;
11C130510: Lodares;759374;
11C130512: Macieira;308416;
11C130513: Meinedo;407953;
11C130515: Nevogilde;391352;
11C130524: Sousela;138891;
11C130525: Torno;444170;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);820582;
11C130528: União das freguesias de Cristelos, Boim e Ordem;620362;
11C130529: União das freguesias de Figueiras e Covas;306909;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);288325;
11C130531: União das freguesias de Nespereira e Casais;909462;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;1988147;
11C130526: Vilar do Torno e Alentém;412456;
11C1307: Marco de Canaveses;8842130;
11C130732: Alpendorada, Várzea e Torrão;423064;
11C130733: Avessadas e Rosém;515525;
11C130704: Banho e Carvalhosa;404324;
11C130734: Bem Viver;436114;
11C130705: Constance;329017;
11C130736: Marco;725301;
11C130737: Paredes de Viadores e Manhuncelos;541188;
11C130738: Penha Longa e Paços de Gaiolo;567673;
11C130739: Sande e São Lourenço do Douro;636798;
11C130735: Santo Isidoro e Livração;229371;
11C130722: Soalhães;684881;
11C130723: Sobretâmega;83267;
11C130724: Tabuado;677023;
11C130740: Várzea, Aliviada e Folhada;789345;
11C130741: Vila Boa de Quires e Maureles;1167772;
11C130730: Vila Boa do Bispo;631466;
11C1309: Paços de Ferreira;4814195;
11C130902: Carvalhosa;670714;
11C130904: Eiriz;513814;
11C130905: Ferreira;327020;
11C130906: Figueiró;416347;
11C130917: Frazão Arreigada;254826;
11C130908: Freamunde;198566;
11C130910: Meixomil;247025;
11C130918: Paços de Ferreira;188632;
11C130913: Penamaior;532834;
11C130914: Raimonda;252476;
11C130919: Sanfins Lamoso Codessos;1083443;
11C130916: Seroa;128498;
11C1311: Penafiel;13756147;
11C131101: Abragão;499226;
11C131102: Boelhe;864076;
11C131103: Bustelo;1020716;
11C131104: Cabeça Santa;144046;
11C131105: Canelas;84134;
11C131106: Capela;122473;
11C131107: Castelões;279267;
11C131108: Croca;441912;
11C131109: Duas Igrejas;256089;
11C131110: Eja;280128;
11C131112: Fonte Arcada;237977;
11C131113: Galegos;280873;
11C131141: Guilhufe e Urrô;431227;
11C131115: Irivo;279646;
11C131142: Lagares e Figueira;817582;
11C131140: Luzim e Vila Cova;378685;
11C131121: Oldrões;213774;
11C131122: Paço de Sousa;1545244;
11C131139: Penafiel;2443716;
11C131125: Perozelo;113517;
11C131128: Rans;933091;
11C131132: Recezinhos (São Mamede);439103;
11C131133: Recezinhos (São Martinho);453284;
11C131129: Rio de Moinhos;264852;
11C131138: Rio Mau;47544;
11C131134: Sebolido;22347;
11C131143: Termas de São Vicente;426260;
11C131136: Valpedre;435357;
11C1813: Resende;11469481;
11C181302: Barrô;1144130;
11C181303: Cárquere;792794;
11C181310: Paus;714517;
11C181311: Resende;1942658;
11C181312: São Cipriano;626065;
11C181313: São João de Fontoura;964747;
11C181314: São Martinho de Mouros;1777218;
11C181316: União das freguesias de Anreade e São Romão de Aregos;1767150;
11C181317: União das freguesias de Felgueiras e Feirão;693761;
11C181318: União das freguesias de Freigil e Miomães;712579;
11C181319: União das freguesias de Ovadas e Panchorra;333862;
11D: Douro;290772923;
11D1701: Alijó;25303752;
11D170101: Alijó;2816807;
11D170107: Favaios;4214714;
11D170108: Pegarinhos;1051290;
11D170109: Pinhão;2264504;
11D170112: Sanfins do Douro;2957707;
11D170113: Santa Eugénia;665179;
11D170114: São Mamede de Ribatua;1343588;
11D170120: União das freguesias de Carlão e Amieiro;1226489;
11D170121: União das freguesias de Castedo e Cotas;3256262;
11D170122: União das freguesias de Pópulo e Ribalonga;345751;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;1865431;
11D170116: Vila Chã;326251;
11D170117: Vila Verde;673087;
11D170118: Vilar de Maçada;2296690;
11D1801: Armamar;23254041;
11D180101: Aldeias;808138;
11D180120: Armamar;3246439;
11D180104: Cimbres;1397261;
11D180106: Folgosa;1171816;
11D180107: Fontelo;805927;
11D180109: Queimada;1405906;
11D180110: Queimadela;821549;
11D180111: Santa Cruz;2742105;
11D180114: São Cosmado;2455000;
11D180115: São Martinho das Chãs;2595409;
11D180121: União das freguesias de Aricera e Goujoim;650013;
11D180122: União das freguesias de São Romão e Santiago;2245982;
11D180123: União das freguesias de Vila Seca e Santo Adrião;1829248;
11D180118: Vacalar;1079248;
11D0403: Carrazeda de Ansiães;16555734;
11D040304: Carrazeda de Ansiães;616408;
11D040306: Fonte Longa;1024667;
11D040308: Linhares;884290;
11D040309: Marzagão;1977149;
11D040311: Parambos;647022;
11D040312: Pereiros;275927;
11D040313: Pinhal do Norte;839724;
11D040314: Pombal;907838;
11D040316: Seixo de Ansiães;2450470;
11D040320: União das freguesias de Amedo e Zedes;813314;
11D040321: União das freguesias de Belver e Mogo de Malta;579422;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;1824837;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;3037527;
11D040318: Vilarinho da Castanheira;677140;
11D0404: Freixo de Espada à Cinta;11067622;
11D040404: Ligares;1679540;
11D040406: Poiares;1933492;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;5500655;
11D040408: União das freguesias de Lagoaça e Fornos;1953934;
11D1805: Lamego;20517142;
11D180502: Avões;114883;
11D180504: Britiande;2201217;
11D180505: Cambres;3083401;
11D180507: Ferreirim;794758;
11D180508: Ferreiros de Avões;348557;
11D180509: Figueira;320157;
11D180510: Lalim;590180;
11D180525: Lamego (Almacave e Sé);2923266;
11D180511: Lazarim;208491;
11D180516: Penajóia;1802330;
11D180517: Penude;968051;
11D180519: Samodães;261387;
11D180520: Sande;538641;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;1405823;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;1974237;
11D180528: União das freguesias de Parada do Bispo e Valdigem;1786220;
11D180523: Várzea de Abrunhais;484078;
11D180524: Vila Nova de Souto d'El-Rei;711464;
11D1704: Mesão Frio;4379579;
11D170401: Barqueiros;477849;
11D170402: Cidadelhe;591891;
11D170408: Mesão Frio (Santo André);1186385;
11D170403: Oliveira;707605;
11D170407: Vila Marim;1415849;
11D1807: Moimenta da Beira;18841759;
11D180702: Alvite;2671671;
11D180703: Arcozelos;627195;
11D180705: Baldos;200456;
11D180706: Cabaços;209063;
11D180707: Caria;1989843;
11D180708: Castelo;325863;
11D180709: Leomil;4609337;
11D180710: Moimenta da Beira;928883;
11D180713: Passô;1037996;
11D180716: Vila da Rua;2354320;
11D180717: Sarzedo;454323;
11D180719: Sever;1126512;
11D180721: União das freguesias de Paradinha e Nagosa;320378;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;377058;
11D180723: União das freguesias de Peva e Segões;739377;
11D180720: Vilar;869484;
11D1707: Murça;7901435;
11D170701: Candedo;2994391;
11D170703: Fiolhoso;162900;
11D170704: Jou;1141540;
11D170705: Murça;886394;
11D170710: União das freguesias de Carva e Vilares;350163;
11D170711: União das freguesias de Noura e Palheiros;1889607;
11D170708: Valongo de Milhais;476439;
11D1812: Penedono;6255930;
11D181202: Beselga;645788;
11D181203: Castainço;444279;
11D181207: Penela da Beira;1152998;
11D181208: Póvoa de Penela;723747;
11D181209: Souto;765422;
11D181210: União das freguesias de Antas e Ourozinho;1288799;
11D181211: União das freguesias de Penedono e Granja;1234897;
11D1708: Peso da Régua;14817971;
11D170802: Fontelas;648057;
11D170805: Loureiro;1002285;
11D170809: Sedielos;1157377;
11D170813: União das freguesias de Galafura e Covelinhas;2972457;
11D170814: União das freguesias de Moura Morta e Vinhós;1101932;
11D170815: União das freguesias de Peso da Régua e Godim;1849873;
11D170816: União das freguesias de Poiares e Canelas;4448899;
11D170810: Vilarinho dos Freires;1637091;
11D1710: Sabrosa;13374437;
11D171001: Celeirós;1224665;
11D171002: Covas do Douro;2314240;
11D171004: Gouvinhas;1775405;
11D171007: Paços;901429;
11D171005: Parada de Pinhão;160166;
11D171009: Sabrosa;772257;
11D171011: São Lourenço de Ribapinhão;222240;
11D171013: Souto Maior;387810;
11D171014: Torre do Pinhão;1001180;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;2107170;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;1609519;
11D171015: Vilarinho de São Romão;898355;
11D1711: Santa Marta de Penaguião;10080854;
11D171101: Alvações do Corgo;799548;
11D171102: Cumieira;2245211;
11D171103: Fontes;776887;
11D171106: Medrões;818065;
11D171110: Sever;1336614;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;3381842;
11D171112: União das freguesias de Louredo e Fornelos;722687;
11D1815: São João da Pesqueira;31310175;
11D181501: Castanheiro do Sul;1552436;
11D181502: Ervedosa do Douro;7127543;
11D181504: Nagozelo do Douro;1701057;
11D181505: Paredes da Beira;1569712;
11D181507: Riodades;603271;
11D181509: Soutelo do Douro;2345220;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;9169890;
11D181516: União das freguesias de Trevões e Espinhosa;1837779;
11D181517: União das freguesias de Vilarouco e Pereiros;2924256;
11D181511: Vale de Figueira;1874731;
11D181512: Valongo dos Azeites;604280;
11D1818: Sernancelhe;10402381;
11D181801: Arnas;373863;
11D181802: Carregal;996439;
11D181803: Chosendo;262477;
11D181804: Cunha;463634;
11D181806: Faia;375587;
11D181810: Granjal;903846;
11D181811: Lamosa;154235;
11D181814: Quintela;1302781;
11D181818: União das freguesias de Ferreirim e Macieira;1073405;
11D181819: União das freguesias de Fonte Arcada e Escurquela;1197805;
11D181820: União das freguesias de Penso e Freixinho;421260;
11D181821: União das freguesias de Sernancelhe e Sarzeda;2386944;
11D181817: Vila da Ponte;490106;
11D1819: Tabuaço;8744619;
11D181901: Adorigo;909941;
11D181902: Arcos;183738;
11D181904: Chavães;345963;
11D181905: Desejosa;741868;
11D181906: Granja do Tedo;272912;
11D181908: Longa;84868;
11D181913: Sendim;1315111;
11D181914: Tabuaço;401006;
11D181918: União das freguesias de Barcos e Santa Leocádia;1782798;
11D181919: União das freguesias de Paradela e Granjinha;204462;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;607349;
11D181921: União das freguesias de Távora e Pereiro;974852;
11D181917: Valença do Douro;919750;
11D1820: Tarouca;11428273;
11D182004: Mondim da Beira;890401;
11D182005: Salzedas;2446511;
11D182006: São João de Tarouca;807237;
11D182011: União das freguesias de Gouviães e Ucanha;2754149;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;1408442;
11D182013: União das freguesias de Tarouca e Dálvares;2895646;
11D182009: Várzea da Serra;225887;
11D0409: Torre de Moncorvo;16594125;
11D040901: Açoreira;1014901;
11D040903: Cabeça Boa;946390;
11D040905: Carviçais;1197129;
11D040906: Castedo;420456;
11D040909: Horta da Vilariça;1665221;
11D040910: Larinho;676068;
11D040911: Lousa;1418678;
11D040913: Mós;626792;
11D040916: Torre de Moncorvo;2219533;
11D040918: União das freguesias de Adeganha e Cardanha;1584708;
11D040919: União das freguesias de Felgar e Souto da Velha;1113520;
11D040920: União das freguesias de Felgueiras e Maçores;900516;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;2810213;
11D0914: Vila Nova de Foz Côa;23883958;
11D091401: Almendra;1801465;
11D091402: Castelo Melhor;1900300;
11D091403: Cedovim;2031994;
11D091404: Chãs;1349442;
11D091405: Custóias;548698;
11D091418: Freixo de Numão;2124501;
11D091407: Horta;900340;
11D091410: Muxagata;2219199;
11D091411: Numão;1823035;
11D091412: Santa Comba;856771;
11D091414: Sebadelhe;1111808;
11D091415: Seixas;1207364;
11D091416: Touça;465393;
11D091419: Vila Nova de Foz Côa;5543648;
11D1714: Vila Real;16059139;
11D171401: Abaças;1580250;
11D171403: Andrães;734751;
11D171404: Arroios;425763;
11D171406: Campeã;1072257;
11D171409: Folhadela;1060162;
11D171410: Guiães;1502466;
11D171414: Lordelo;202324;
11D171415: Mateus;432441;
11D171416: Mondrões;520525;
11D171420: Parada de Cunhos;513922;
11D171426: Torgueda;319278;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;1027232;
11D171432: União das freguesias de Borbela e Lamas de Olo;921904;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;1180808;
11D171434: União das freguesias de Mouçós e Lamares;607881;
11D171435: União das freguesias de Nogueira e Ermida;2060799;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;768911;
11D171437: União das freguesias de São Tomé do Castelo e Justes;512244;
11D171429: Vila Marim;452289;
11D171438: Vila Real;162932;
11E: Terras de Trás-os-Montes;198481099;
11E0401: Alfândega da Fé;10164750;
11E040102: Alfândega da Fé;1713015;
11E040103: Cerejais;466393;
11E040111: Sambade;1063856;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;1001692;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;1138290;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;777952;
11E040124: União das freguesias de Gebelim e Soeima;883288;
11E040125: União das freguesias de Parada e Sendim da Ribeira;621400;
11E040126: União das freguesias de Pombal e Vales;492996;
11E040118: Vilar Chão;954582;
11E040119: Vilarelhos;817448;
11E040120: Vilares de Vilariça;233839;
11E0402: Bragança;36469155;
11E040201: Alfaião;463629;
11E040203: Babe;600472;
11E040204: Baçal;1137415;
11E040206: Carragosa;1083511;
11E040209: Castro de Avelãs;670948;
11E040210: Coelhoso;661296;
11E040212: Donai;729470;
11E040213: Espinhosela;1172720;
11E040215: França;294291;
11E040216: Gimonde;684070;
11E040217: Gondesende;612092;
11E040218: Gostei;758750;
11E040219: Grijó de Parada;1176898;
11E040221: Macedo do Mato;535019;
11E040224: Mós;454254;
11E040225: Nogueira;604257;
11E040226: Outeiro;937417;
11E040229: Parâmio;1238619;
11E040230: Pinela;1194157;
11E040232: Quintanilha;588335;
11E040233: Quintela de Lampaças;531884;
11E040234: Rabal;784229;
11E040236: Rebordãos;823220;
11E040239: Salsas;1534085;
11E040240: Samil;603675;
11E040241: Santa Comba de Rossas;379182;
11E040244: São Pedro de Sarracenos;433970;
11E040246: Sendas;743152;
11E040247: Serapicos;1619750;
11E040248: Sortes.;617536;
11E040250: União das freguesias de Aveleda e Rio de Onor;779733;
11E040251: União das freguesias de Castrelos e Carrazedo;711667;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;2374436;
11E040253: União das freguesias de Parada e Faílde;2156555;
11E040254: União das freguesias de Rebordainhos e Pombares;796466;
11E040255: União das freguesias de Rio Frio e Milhão;1651058;
11E040256: União das freguesias de São Julião de Palácios e Deilão;1850338;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;1462780;
11E040249: Zoio;1017823;
11E0405: Macedo de Cavaleiros;25536668;
11E040502: Amendoeira;749860;
11E040503: Arcas;789538;
11E040507: Carrapatas;273716;
11E040509: Chacim;635350;
11E040510: Cortiços;1066564;
11E040511: Corujas;453123;
11E040514: Ferreira;523272;
11E040515: Grijó;291230;
11E040516: Lagoa;1133786;
11E040517: Lamalonga;432091;
11E040518: Lamas;842473;
11E040519: Lombo;724159;
11E040520: Macedo de Cavaleiros;928065;
11E040521: Morais;1822928;
11E040523: Olmos;715083;
11E040524: Peredo;864820;
11E040526: Salselas;1035371;
11E040528: Sezulfe;631684;
