
Statistical table extracted on October 11, 2022 (17:18:29)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;11D170403: Oliveira;190;101;89;
;11D170407: Vila Marim;515;257;258;
;11D1807: Moimenta da Beira;2046;1072;974;
;11D180702: Alvite;247;126;121;
;11D180703: Arcozelos;91;58;33;
;11D180705: Baldos;51;26;25;
;11D180706: Cabaços;102;50;52;
;11D180707: Caria;133;66;67;
;11D180708: Castelo;167;80;87;
;11D180709: Leomil;175;102;73;
;11D180710: Moimenta da Beira;128;65;63;
;11D180713: Passô;128;68;60;
;11D180716: Vila da Rua;197;91;106;
;11D180717: Sarzedo;56;33;23;
;11D180719: Sever;88;54;34;
;11D180721: União das freguesias de Paradinha e Nagosa;103;51;52;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;151;77;74;
;11D180723: União das freguesias de Peva e Segões;155;81;74;
;11D180720: Vilar;74;44;30;
;11D1707: Murça;2807;1448;1359;
;11D170701: Candedo;783;397;386;
;11D170703: Fiolhoso;141;73;68;
;11D170704: Jou;496;258;238;
;11D170705: Murça;362;195;167;
;11D170710: União das freguesias de Carva e Vilares;189;93;96;
;11D170711: União das freguesias de Noura e Palheiros;596;305;291;
;11D170708: Valongo de Milhais;240;127;113;
;11D1812: Penedono;1475;702;773;
;11D181202: Beselga;82;38;44;
;11D181203: Castainço;131;67;64;
;11D181207: Penela da Beira;231;109;122;
;11D181208: Póvoa de Penela;276;127;149;
;11D181209: Souto;169;84;85;
;11D181210: União das freguesias de Antas e Ourozinho;217;103;114;
;11D181211: União das freguesias de Penedono e Granja;369;174;195;
;11D1708: Peso da Régua;3166;1625;1541;
;11D170802: Fontelas;181;97;84;
;11D170805: Loureiro;279;141;138;
;11D170809: Sedielos;259;136;123;
;11D170813: União das freguesias de Galafura e Covelinhas;632;320;312;
;11D170814: União das freguesias de Moura Morta e Vinhós;356;178;178;
;11D170815: União das freguesias de Peso da Régua e Godim;476;246;230;
;11D170816: União das freguesias de Poiares e Canelas;616;314;302;
;11D170810: Vilarinho dos Freires;367;193;174;
;11D1710: Sabrosa;2541;1305;1236;
;11D171001: Celeirós;96;46;50;
;11D171002: Covas do Douro;285;145;140;
;11D171004: Gouvinhas;226;117;109;
;11D171007: Paços;242;125;117;
;11D171005: Parada de Pinhão;98;49;49;
;11D171009: Sabrosa;338;169;169;
;11D171011: São Lourenço de Ribapinhão;150;74;76;
;11D171013: Souto Maior;186;95;91;
;11D171014: Torre do Pinhão;83;46;37;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;371;195;176;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;278;150;128;
;11D171015: Vilarinho de São Romão;188;94;94;
;11D1711: Santa Marta de Penaguião;3034;1545;1489;
;11D171101: Alvações do Corgo;194;98;96;
;11D171102: Cumieira;593;310;283;
;11D171103: Fontes;317;164;153;
;11D171106: Medrões;243;126;117;
;11D171110: Sever;391;185;206;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;788;393;395;
;11D171112: União das freguesias de Louredo e Fornelos;508;269;239;
;11D1815: São João da Pesqueira;4075;2138;1937;
;11D181501: Castanheiro do Sul;317;171;146;
;11D181502: Ervedosa do Douro;542;286;256;
;11D181504: Nagozelo do Douro;288;155;133;
;11D181505: Paredes da Beira;259;137;122;
;11D181507: Riodades;157;79;78;
;11D181509: Soutelo do Douro;359;190;169;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;859;472;387;
;11D181516: União das freguesias de Trevões e Espinhosa;433;209;224;
;11D181517: União das freguesias de Vilarouco e Pereiros;401;200;201;
;11D181511: Vale de Figueira;325;168;157;
;11D181512: Valongo dos Azeites;135;71;64;
;11D1818: Sernancelhe;1883;945;938;
;11D181801: Arnas;89;48;41;
;11D181802: Carregal;104;52;52;
;11D181803: Chosendo;134;69;65;
;11D181804: Cunha;113;57;56;
;11D181806: Faia;55;30;25;
;11D181810: Granjal;103;50;53;
;11D181811: Lamosa;34;16;18;
;11D181814: Quintela;129;68;61;
;11D181818: União das freguesias de Ferreirim e Macieira;321;162;159;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;245;124;121;
;11D181820: União das freguesias de Penso e Freixinho;114;56;58;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;360;171;189;
;11D181817: Vila da Ponte;82;42;40;
;11D1819: Tabuaço;2499;1277;1222;
;11D181901: Adorigo;238;110;128;
;11D181902: Arcos;131;77;54;
;11D181904: Chavães;122;66;56;
;11D181905: Desejosa;147;75;72;
;11D181906: Granja do Tedo;125;57;68;
;11D181908: Longa;126;69;57;
;11D181913: Sendim;471;247;224;
;11D181914: Tabuaço;190;99;91;
;11D181918: União das freguesias de Barcos e Santa Leocádia;338;173;165;
;11D181919: União das freguesias de Paradela e Granjinha;82;44;38;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;128;64;64;
;11D181921: União das freguesias de Távora e Pereiro;249;122;127;
;11D181917: Valença do Douro;152;74;78;
;11D1820: Tarouca;1699;884;815;
;11D182004: Mondim da Beira;191;104;87;
;11D182005: Salzedas;326;174;152;
;11D182006: São João de Tarouca;181;96;85;
;11D182011: União das freguesias de Gouviães e Ucanha;317;166;151;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;239;118;121;
;11D182013: União das freguesias de Tarouca e Dálvares;355;175;180;
;11D182009: Várzea da Serra;90;51;39;
;11D0409: Torre de Moncorvo;3748;1960;1788;
;11D040901: Açoreira;290;173;117;
;11D040903: Cabeça Boa;251;127;124;
;11D040905: Carviçais;430;217;213;
;11D040906: Castedo;160;81;79;
;11D040909: Horta da Vilariça;341;180;161;
;11D040910: Larinho;201;103;98;
;11D040911: Lousa;361;182;179;
;11D040913: Mós;210;111;99;
;11D040916: Torre de Moncorvo;228;110;118;
;11D040918: União das freguesias de Adeganha e Cardanha;326;159;167;
;11D040919: União das freguesias de Felgar e Souto da Velha;273;140;133;
;11D040920: União das freguesias de Felgueiras e Maçores;344;172;172;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;333;205;128;
;11D0914: Vila Nova de Foz Côa;3308;1636;1672;
;11D091401: Almendra;249;127;122;
;11D091402: Castelo Melhor;278;134;144;
;11D091403: Cedovim;287;146;141;
;11D091404: Chãs;211;99;112;
;11D091405: Custóias;174;84;90;
;11D091418: Freixo de Numão;380;183;197;
;11D091407: Horta;101;52;49;
;11D091410: Muxagata;164;84;80;
;11D091411: Numão;142;68;74;
;11D091412: Santa Comba;177;88;89;
;11D091414: Sebadelhe;127;62;65;
;11D091415: Seixas;164;84;80;
;11D091416: Touça;102;49;53;
;11D091419: Vila Nova de Foz Côa;752;376;376;
;11D1714: Vila Real;6230;3181;3049;
;11D171401: Abaças;575;285;290;
;11D171403: Andrães;380;200;180;
;11D171404: Arroios;84;45;39;
;11D171406: Campeã;403;209;194;
;11D171409: Folhadela;383;178;205;
;11D171410: Guiães;366;205;161;
;11D171414: Lordelo;101;58;43;
;11D171415: Mateus;125;73;52;
;11D171416: Mondrões;246;133;113;
;11D171420: Parada de Cunhos;183;95;88;
;11D171426: Torgueda;214;113;101;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;433;218;215;
;11D171432: União das freguesias de Borbela e Lamas de Olo;257;126;131;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;364;176;188;
;11D171434: União das freguesias de Mouçós e Lamares;502;251;251;
;11D171435: União das freguesias de Nogueira e Ermida;643;310;333;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;311;157;154;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;285;146;139;
;11D171429: Vila Marim;323;174;149;
;11D171438: Vila Real;52;29;23;
;11E: Terras de Trás-os-Montes;55376;28726;26650;
;11E0401: Alfândega da Fé;3456;1729;1727;
;11E040102: Alfândega da Fé;526;265;261;
;11E040103: Cerejais;133;66;67;
;11E040111: Sambade;489;245;244;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;281;140;141;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;416;214;202;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;229;109;120;
;11E040124: União das freguesias de Gebelim e Soeima;354;172;182;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;215;103;112;
;11E040126: União das freguesias de Pombal e Vales;167;87;80;
;11E040118: Vilar Chão;293;149;144;
;11E040119: Vilarelhos;156;79;77;
;11E040120: Vilares de Vilariça;197;100;97;
;11E0402: Bragança;10517;5550;4967;
;11E040201: Alfaião;199;105;94;
;11E040203: Babe;187;91;96;
;11E040204: Baçal;322;172;150;
;11E040206: Carragosa;201;99;102;
;11E040209: Castro de Avelãs;176;91;85;
;11E040210: Coelhoso;295;140;155;
;11E040212: Donai;218;105;113;
;11E040213: Espinhosela;423;233;190;
;11E040215: França;145;71;74;
;11E040216: Gimonde;219;116;103;
;11E040217: Gondesende;163;86;77;
;11E040218: Gostei;196;93;103;
;11E040219: Grijó de Parada;309;167;142;
;11E040221: Macedo do Mato;303;158;145;
;11E040224: Mós;174;91;83;
;11E040225: Nogueira;167;90;77;
;11E040226: Outeiro;293;146;147;
;11E040229: Parâmio;342;183;159;
;11E040230: Pinela;216;109;107;
;11E040232: Quintanilha;231;123;108;
;11E040233: Quintela de Lampaças;207;108;99;
;11E040234: Rabal;139;69;70;
;11E040236: Rebordãos;255;133;122;
;11E040239: Salsas;282;159;123;
;11E040240: Samil;163;87;76;
;11E040241: Santa Comba de Rossas;158;86;72;
;11E040244: São Pedro de Sarracenos;153;72;81;
;11E040246: Sendas;178;98;80;
;11E040247: Serapicos;360;193;167;
;11E040248: Sortes.;133;76;57;
;11E040250: União das freguesias de Aveleda e Rio de Onor;267;152;115;
;11E040251: União das freguesias de Castrelos e Carrazedo;238;132;106;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;964;510;454;
;11E040253: União das freguesias de Parada e Faílde;577;301;276;
;11E040254: União das freguesias de Rebordainhos e Pombares;173;95;78;
;11E040255: União das freguesias de Rio Frio e Milhão;397;218;179;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;358;190;168;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;502;273;229;
;11E040249: Zoio;234;129;105;
;11E0405: Macedo de Cavaleiros;8184;4195;3989;
;11E040502: Amendoeira;277;141;136;
;11E040503: Arcas;293;155;138;
;11E040507: Carrapatas;132;66;66;
;11E040509: Chacim;175;90;85;
;11E040510: Cortiços;290;142;148;
;11E040511: Corujas;106;69;37;
;11E040514: Ferreira;228;121;107;
;11E040515: Grijó;168;78;90;
;11E040516: Lagoa;307;152;155;
;11E040517: Lamalonga;256;134;122;
;11E040518: Lamas;168;99;69;
;11E040519: Lombo;229;115;114;
;11E040520: Macedo de Cavaleiros;346;163;183;
;11E040521: Morais;411;211;200;
;11E040523: Olmos;152;75;77;
;11E040524: Peredo;234;129;105;
;11E040526: Salselas;403;207;196;
;11E040528: Sezulfe;183;85;98;
;11E040530: Talhas;340;187;153;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;515;241;274;
;11E040540: União das freguesias de Bornes e Burga;299;142;157;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;265;134;131;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;632;327;305;
;11E040543: União das freguesias de Podence e Santa Combinha;158;94;64;
;11E040544: União das freguesias de Talhinhas e Bagueixe;366;192;174;
;11E040532: Vale Benfeito;257;134;123;
;11E040533: Vale da Porca;223;110;113;
;11E040534: Vale de Prados;237;127;110;
;11E040536: Vilarinho de Agrochão;299;154;145;
;11E040538: Vinhas;235;121;114;
;11E0406: Miranda do Douro;4073;2157;1916;
;11E040604: Duas Igrejas;506;265;241;
;11E040605: Genísio;178;104;74;
;11E040607: Malhadas;257;131;126;
;11E040608: Miranda do Douro;324;176;148;
;11E040609: Palaçoulo;238;133;105;
;11E040611: Picote;178;85;93;
;11E040612: Póvoa;184;91;93;
;11E040613: São Martinho de Angueira;249;136;113;
;11E040618: União das freguesias de Constantim e Cicouro;196;102;94;
;11E040619: União das freguesias de Ifanes e Paradela;264;125;139;
;11E040620: União das freguesias de Sendim e Atenor;813;443;370;
;11E040621: União das freguesias de Silva e Águas Vivas;371;190;181;
;11E040616: Vila Chã de Braciosa;315;176;139;
;11E0407: Mirandela;9117;4744;4373;
;11E040701: Abambres;269;152;117;
;11E040702: Abreiro;253;139;114;
;11E040703: Aguieiras;260;128;132;
;11E040704: Alvites;253;139;114;
;11E040708: Bouça;174;89;85;
;11E040709: Cabanelas;358;174;184;
;11E040710: Caravelas;199;111;88;
;11E040711: Carvalhais;390;195;195;
;11E040712: Cedães;273;143;130;
;11E040713: Cobro;110;52;58;
;11E040714: Fradizela;231;118;113;
;11E040716: Frechas;239;121;118;
;11E040718: Lamas de Orelhão;222;112;110;
;11E040720: Mascarenhas;495;235;260;
;11E040721: Mirandela;578;310;268;
;11E040722: Múrias;270;146;124;
;11E040724: Paços;301;151;150;
;11E040727: São Pedro Velho;287;153;134;
;11E040728: São Salvador;270;147;123;
;11E040729: Suçães;500;255;245;
;11E040730: Torre de Dona Chama;578;328;250;
;11E040738: União das freguesias de Avantos e Romeu;290;151;139;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;346;181;165;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;357;182;175;
;11E040741: União das freguesias de Franco e Vila Boa;226;121;105;
;11E040742: União das freguesias de Freixeda e Vila Verde;236;125;111;
;11E040731: Vale de Asnes;261;142;119;
;11E040732: Vale de Gouvinhas;354;182;172;
;11E040733: Vale de Salgueiro;323;158;165;
;11E040734: Vale de Telhas;214;104;110;
;11E0408: Mogadouro;6867;3515;3352;
;11E040801: Azinhoso;397;193;204;
;11E040802: Bemposta;421;224;197;
;11E040803: Bruçó;224;130;94;
;11E040804: Brunhoso;262;131;131;
;11E040807: Castelo Branco;460;231;229;
;11E040808: Castro Vicente;385;189;196;
;11E040809: Meirinhos;357;180;177;
;11E040811: Paradela;214;103;111;
;11E040812: Penas Roias;239;124;115;
;11E040813: Peredo da Bemposta;319;172;147;
;11E040815: Saldanha;149;68;81;
;11E040817: São Martinho do Peso;361;206;155;
;11E040819: Tó;179;99;80;
;11E040820: Travanca;197;95;102;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;268;136;132;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;880;426;454;
;11E040831: União das freguesias de Remondes e Soutelo;421;211;210;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;456;252;204;
;11E040821: Urrós;361;174;187;
;11E040822: Vale da Madre;105;55;50;
;11E040826: Vila de Ala;212;116;96;
;11E0410: Vila Flor;3412;1719;1693;
;11E041002: Benlhevai;165;80;85;
;11E041005: Freixiel;500;250;250;
;11E041009: Roios;146;77;69;
;11E041010: Samões;168;87;81;
;11E041011: Sampaio;119;66;53;
;11E041012: Santa Comba de Vilariça;187;100;87;
;11E041013: Seixo de Manhoses;231;113;118;
;11E041014: Trindade;193;94;99;
;11E041020: União das freguesias de Assares e Lodões;166;83;83;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;133;63;70;
;11E041022: União das freguesias de Valtorno e Mourão;242;120;122;
;11E041023: União das freguesias de Vila Flor e Nabo;534;276;258;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;483;237;246;
;11E041015: Vale Frechoso;145;73;72;
;11E0411: Vimioso;4154;2210;1944;
;11E041103: Argozelo;459;256;203;
;11E041107: Carção;358;192;166;
;11E041108: Matela;315;164;151;
;11E041109: Pinelo;357;194;163;
;11E041110: Santulhão;414;210;204;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;725;360;365;
;11E041116: União das freguesias de Caçarelhos e Angueira;374;199;175;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;485;275;210;
;11E041113: Vilar Seco;179;96;83;
;11E041114: Vimioso;488;264;224;
;11E0412: Vinhais;5596;2907;2689;
;11E041201: Agrochão;182;93;89;
;11E041203: Candedo;308;158;150;
;11E041204: Celas;279;162;117;
;11E041206: Edral;137;71;66;
;11E041207: Edrosa;178;95;83;
;11E041208: Ervedosa;205;101;104;
;11E041215: Paçó;187;105;82;
;11E041216: Penhas Juntas;177;91;86;
;11E041219: Rebordelo;364;176;188;
;11E041221: Santalha;185;90;95;
;11E041226: Tuizelo;300;164;136;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;281;142;139;
;11E041237: União das freguesias de Moimenta e Montouto;210;113;97;
;11E041238: União das freguesias de Nunes e Ousilhão;169;84;85;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;208;104;104;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;310;161;149;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;235;113;122;
;11E041242: União das freguesias de Travanca e Santa Cruz;134;71;63;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;157;81;76;
;11E041227: Vale das Fontes;202;102;100;
;11E041229: Vila Boa de Ousilhão;83;48;35;
;11E041230: Vila Verde;133;71;62;
;11E041232: Vilar de Ossos;184;96;88;
;11E041233: Vilar de Peregrinos;184;103;81;
;11E041234: Vilar Seco de Lomba;163;79;84;
;11E041235: Vinhais;441;233;208;
;16: Centro;224976;117758;107218;
;16B: Oeste;26995;14703;12292;
;16B1001: Alcobaça;4135;2220;1915;
;16B100102: Alfeizerão;311;163;148;
;16B100120: Aljubarrota;595;315;280;
;16B100104: Bárrio;261;137;124;
;16B100105: Benedita;305;167;138;
;16B100106: Cela;599;330;269;
;16B100108: Évora de Alcobaça;762;407;355;
;16B100109: Maiorga;92;46;46;
;16B100112: São Martinho do Porto;32;16;16;
;16B100114: Turquel;416;235;181;
;16B100121: União das freguesias de Alcobaça e Vestiaria;85;43;42;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;273;146;127;
;16B100123: União das freguesias de Pataias e Martingança;151;86;65;
;16B100116: Vimeiro;253;129;124;
;16B1101: Alenquer;2726;1526;1200;
;16B110106: Carnota;298;161;137;
;16B110107: Meca;132;71;61;
;16B110108: Olhalvo;193;109;84;
;16B110109: Ota;54;33;21;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;351;202;149;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;308;168;140;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);271;153;118;
;16B110120: União das freguesias de Carregado e Cadafais;128;77;51;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;325;177;148;
;16B110113: Ventosa;398;223;175;
;16B110114: Vila Verde dos Francos;268;152;116;
;16B1102: Arruda dos Vinhos;753;467;286;
;16B110201: Arranhó;195;119;76;
;16B110202: Arruda dos Vinhos;375;240;135;
;16B110203: Cardosas;90;52;38;
;16B110204: São Tiago dos Velhos;93;56;37;
;16B1005: Bombarral;1498;808;690;
;16B100502: Carvalhal;549;287;262;
;16B100505: Pó;127;74;53;
;16B100503: Roliça;398;216;182;
;16B100506: União das freguesias do Bombarral e Vale Covo;424;231;193;
;16B1104: Cadaval;2101;1152;949;
;16B110401: Alguber;129;65;64;
;16B110407: Peral;224;124;100;
;16B110412: União das freguesias de Lamas e Cercal;506;284;222;
;16B110413: União das freguesias de Painho e Figueiros;388;214;174;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;340;189;151;
;16B110409: Vermelha;230;123;107;
;16B110410: Vilar;284;153;131;
;16B1006: Caldas da Rainha;3449;1845;1604;
;16B100601: A dos Francos;318;169;149;
;16B100602: Alvorninha;589;310;279;
;16B100604: Carvalhal Benfeito;335;184;151;
;16B100606: Foz do Arelho;27;14;13;
;16B100607: Landal;179;92;87;
;16B100608: Nadadouro;54;27;27;
;16B100609: Salir de Matos;472;256;216;
;16B100611: Santa Catarina;422;230;192;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;310;161;149;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;219;124;95;
;16B100619: União das freguesias de Tornada e Salir do Porto;267;142;125;
;16B100615: Vidais;257;136;121;
;16B1108: Lourinhã;2718;1462;1256;
;16B110803: Moita dos Ferreiros;470;244;226;
;16B110805: Reguengo Grande;201;109;92;
;16B110810: Ribamar;93;51;42;
;16B110806: Santa Bárbara;201;109;92;
;16B110812: União das freguesias de Lourinhã e Atalaia;973;535;438;
;16B110813: União das freguesias de Miragaia e Marteleira;437;233;204;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;212;115;97;
;16B110808: Vimeiro;131;66;65;
;16B1011: Nazaré;439;231;208;
;16B101101: Famalicão;199;102;97;
;16B101102: Nazaré;26;14;12;
;16B101103: Valado dos Frades;214;115;99;
;16B1012: Óbidos;1427;732;695;
;16B101201: A dos Negros;326;168;158;
;16B101202: Amoreira;61;29;32;
;16B101208: Gaeiras;78;41;37;
;16B101203: Olho Marinho;204;99;105;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;489;253;236;
;16B101209: Usseira;117;64;53;
;16B101207: Vau;152;78;74;
;16B1014: Peniche;1038;570;468;
;16B101402: Atouguia da Baleia;750;413;337;
;16B101406: Ferrel;161;90;71;
;16B101407: Peniche;17;8;9;
;16B101405: Serra d'El-Rei;110;59;51;
;16B1112: Sobral de Monte Agraço;869;463;406;
;16B111201: Santo Quintino;409;224;185;
;16B111202: Sapataria;312;161;151;
;16B111203: Sobral de Monte Agraço;148;78;70;
;16B1113: Torres Vedras;5842;3227;2615;
;16B111306: Freiria;298;166;132;
;16B111310: Ponte do Rol;130;67;63;
;16B111311: Ramalhal;182;102;80;
;16B111314: São Pedro da Cadeira;563;304;259;
;16B111316: Silveira;497;259;238;
;16B111317: Turcifal;621;334;287;
;16B111321: União das freguesias de A dos Cunhados e Maceira;653;365;288;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;280;153;127;
;16B111323: União das freguesias de Carvoeira e Carmões;421;232;189;
;16B111324: União das freguesias de Dois Portos e Runa;382;206;176;
;16B111325: União das freguesias de Maxial e Monte Redondo;518;289;229;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;601;330;271;
;16B111318: Ventosa;696;420;276;
;16D: Região de Aveiro;17315;8968;8347;
;16D0101: Águeda;2350;1249;1101;
;16D010103: Aguada de Cima;165;100;65;
;16D010109: Fermentelos;145;75;70;
;16D010112: Macinhata do Vouga;321;174;147;
;16D010121: União das freguesias de Águeda e Borralha;210;119;91;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;137;72;65;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;244;125;119;
;16D010124: União das freguesias de Recardães e Espinhel;235;125;110;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;157;79;78;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;204;112;92;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;128;62;66;
;16D010119: Valongo do Vouga;404;206;198;
;16D0102: Albergaria-a-Velha;1658;858;800;
;16D010209: Albergaria-a-Velha e Valmaior;271;132;139;
;16D010202: Alquerubim;348;178;170;
;16D010203: Angeja;244;134;110;
;16D010204: Branca;204;107;97;
;16D010206: Ribeira de Fráguas;61;30;31;
;16D010210: São João de Loure e Frossos;530;277;253;
;16D0103: Anadia;3001;1547;1454;
;16D010304: Avelãs de Caminho;66;35;31;
;16D010305: Avelãs de Cima;422;233;189;
;16D010307: Moita;167;88;79;
;16D010309: Sangalhos;203;102;101;
;16D010310: São Lourenço do Bairro;391;191;200;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;478;256;222;
;16D010317: União das freguesias de Arcos e Mogofores;152;75;77;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;306;157;149;
;16D010312: Vila Nova de Monsarros;188;90;98;
;16D010313: Vilarinho do Bairro;628;320;308;
;16D0105: Aveiro;1687;894;793;
;16D010501: Aradas;136;71;65;
;16D010502: Cacia;345;185;160;
;16D010515: Eixo e Eirol;290;157;133;
;16D010505: Esgueira;165;87;78;
;16D010508: Oliveirinha;227;117;110;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;370;187;183;
;16D010513: Santa Joana;77;44;33;
;16D010510: São Bernardo;49;28;21;
;16D010511: São Jacinto;3;2;1;
;16D010517: União das freguesias de Glória e Vera Cruz;25;16;9;
;16D0108: Estarreja;1676;862;814;
;16D010801: Avanca;282;146;136;
;16D010805: Pardilhó;96;49;47;
;16D010806: Salreu;412;204;208;
;16D010808: União das freguesias de Beduído e Veiros;462;237;225;
;16D010809: União das freguesias de Canelas e Fermelã;424;226;198;
;16D0110: Ílhavo;227;131;96;
;16D011005: Gafanha da Encarnação;5;3;2;
;16D011006: Gafanha da Nazaré;40;27;13;
;16D011007: Gafanha do Carmo;15;9;6;
;16D011008: Ílhavo (São Salvador);167;92;75;
;16D0112: Murtosa;401;223;178;
;16D011201: Bunheiro;240;127;113;
;16D011202: Monte;25;17;8;
;16D011203: Murtosa;89;54;35;
;16D011204: Torreira;47;25;22;
;16D0114: Oliveira do Bairro;1982;987;995;
;16D011403: Oiã;750;376;374;
;16D011404: Oliveira do Bairro;199;97;102;
;16D011405: Palhaça;167;80;87;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;866;434;432;
;16D0115: Ovar;1212;634;578;
;16D011502: Cortegaça;9;6;3;
;16D011503: Esmoriz;28;15;13;
;16D011504: Maceda;82;39;43;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;779;409;370;
;16D011507: Válega;314;165;149;
;16D0117: Sever do Vouga;1287;645;642;
;16D011702: Couto de Esteves;228;106;122;
;16D011704: Pessegueiro do Vouga;111;58;53;
;16D011705: Rocas do Vouga;328;160;168;
;16D011706: Sever do Vouga;102;57;45;
;16D011708: Talhadas;204;105;99;
;16D011710: União das freguesias de Cedrim e Paradela;138;74;64;
;16D011711: União das freguesias de Silva Escura e Dornelas;176;85;91;
;16D0118: Vagos;1834;938;896;
;16D011801: Calvão;134;67;67;
;16D011804: Gafanha da Boa Hora;145;67;78;
;16D011805: Ouca;279;153;126;
;16D011810: Santo André de Vagos;243;122;121;
;16D011807: Sosa;217;115;102;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;244;126;118;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;291;143;148;
;16D011814: União das freguesias de Vagos e Santo António;281;145;136;
;16E: Região de Coimbra;35235;18472;16763;
;16E0601: Arganil;884;454;430;
;16E060102: Arganil;92;45;47;
;16E060104: Benfeita;17;8;9;
;16E060105: Celavisa;7;4;3;
;16E060109: Folques;29;14;15;
;16E060111: Piódão;15;7;8;
;16E060112: Pomares;33;19;14;
;16E060113: Pombeiro da Beira;193;91;102;
;16E060114: São Martinho da Cortiça;218;117;101;
;16E060115: Sarzedo;44;23;21;
;16E060116: Secarias;17;10;7;
;16E060119: União das freguesias de Cepos e Teixeira;17;10;7;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;38;18;20;
;16E060121: União das freguesias de Côja e Barril de Alva;99;54;45;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;65;34;31;
;16E0602: Cantanhede;4546;2296;2250;
;16E060201: Ançã;283;148;135;
;16E060203: Cadima;487;240;247;
;16E060205: Cordinhã;385;199;186;
;16E060207: Febres;124;61;63;
;16E060208: Murtede;279;151;128;
;16E060209: Ourentã;358;177;181;
;16E060218: Sanguinheira;256;113;143;
