
Statistical table extracted on October 11, 2022 (22:00:28)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;11C131142: Lagares e Figueira;812;165;143;504;
;11C131140: Luzim e Vila Cova;730;167;155;408;
;11C131121: Oldrões;387;83;72;232;
;11C131122: Paço de Sousa;612;124;103;385;
;11C131139: Penafiel;2032;425;381;1226;
;11C131125: Perozelo;376;70;63;243;
;11C131128: Rans;460;86;76;298;
;11C131132: Recezinhos (São Mamede);372;81;71;220;
;11C131133: Recezinhos (São Martinho);733;162;135;436;
;11C131129: Rio de Moinhos;549;112;102;335;
;11C131138: Rio Mau;205;42;42;121;
;11C131134: Sebolido;52;11;11;30;
;11C131143: Termas de São Vicente;790;156;138;496;
;11C131136: Valpedre;399;74;69;256;
;11C1813: Resende;8056;2177;1864;4015;
;11C181302: Barrô;740;213;171;356;
;11C181303: Cárquere;571;146;128;297;
;11C181310: Paus;664;200;181;283;
;11C181311: Resende;1289;304;270;715;
;11C181312: São Cipriano;681;205;152;324;
;11C181313: São João de Fontoura;624;162;138;324;
;11C181314: São Martinho de Mouros;1061;279;251;531;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;909;260;223;426;
;11C181317: União das freguesias de Felgueiras e Feirão;371;89;80;202;
;11C181318: União das freguesias de Freigil e Miomães;582;162;142;278;
;11C181319: União das freguesias de Ovadas e Panchorra;564;157;128;279;
;11D: Douro;119506;37298;30037;52171;
;11D1701: Alijó;10844;3571;2761;4512;
;11D170101: Alijó;1243;381;312;550;
;11D170107: Favaios;869;281;202;386;
;11D170108: Pegarinhos;531;166;135;230;
;11D170109: Pinhão;70;26;18;26;
;11D170112: Sanfins do Douro;1636;564;425;647;
;11D170113: Santa Eugénia;452;143;124;185;
;11D170114: São Mamede de Ribatua;905;289;237;379;
;11D170120: União das freguesias de Carlão e Amieiro;1196;398;306;492;
;11D170121: União das freguesias de Castedo e Cotas;666;213;161;292;
;11D170122: União das freguesias de Pópulo e Ribalonga;517;164;142;211;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;499;155;121;223;
;11D170116: Vila Chã;548;201;153;194;
;11D170117: Vila Verde;631;195;156;280;
;11D170118: Vilar de Maçada;1081;395;269;417;
;11D1801: Armamar;5907;1693;1368;2846;
;11D180101: Aldeias;343;103;79;161;
;11D180120: Armamar;735;214;173;348;
;11D180104: Cimbres;288;85;75;128;
;11D180106: Folgosa;306;83;70;153;
;11D180107: Fontelo;574;162;119;293;
;11D180109: Queimada;349;102;81;166;
;11D180110: Queimadela;338;97;75;166;
;11D180111: Santa Cruz;129;43;31;55;
;11D180114: São Cosmado;706;177;147;382;
;11D180115: São Martinho das Chãs;564;162;141;261;
;11D180121: União das freguesias de Aricera e Goujoim;323;91;76;156;
;11D180122: União das freguesias de São Romão e Santiago;456;130;108;218;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;512;162;125;225;
;11D180118: Vacalar;284;82;68;134;
;11D0403: Carrazeda de Ansiães;6245;2178;1687;2380;
;11D040304: Carrazeda de Ansiães;344;105;89;150;
;11D040306: Fonte Longa;362;123;92;147;
;11D040308: Linhares;572;196;156;220;
;11D040309: Marzagão;355;126;99;130;
;11D040311: Parambos;307;103;78;126;
;11D040312: Pereiros;302;96;76;130;
;11D040313: Pinhal do Norte;387;139;106;142;
;11D040314: Pombal;460;171;132;157;
;11D040316: Seixo de Ansiães;453;179;136;138;
;11D040320: União das freguesias de Amedo e Zedes;426;123;95;208;
;11D040321: União das freguesias de Belver e Mogo de Malta;305;111;82;112;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;716;226;184;306;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;661;246;196;219;
;11D040318: Vilarinho da Castanheira;595;234;166;195;
;11D0404: Freixo de Espada à Cinta;3096;1129;955;1012;
;11D040404: Ligares;536;185;149;202;
;11D040406: Poiares;446;157;125;164;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;1241;455;386;400;
;11D040408: União das freguesias de Lagoaça e Fornos;873;332;295;246;
;11D1805: Lamego;10107;2760;2233;5114;
;11D180502: Avões;133;38;31;64;
;11D180504: Britiande;479;142;119;218;
;11D180505: Cambres;1044;305;222;517;
;11D180507: Ferreirim;630;161;146;323;
;11D180508: Ferreiros de Avões;234;65;54;115;
;11D180509: Figueira;507;147;119;241;
;11D180510: Lalim;432;116;100;216;
;11D180525: Lamego (Almacave e Sé);1124;331;265;528;
;11D180511: Lazarim;416;106;99;211;
;11D180516: Penajóia;1043;325;243;475;
;11D180517: Penude;1049;239;192;618;
;11D180519: Samodães;168;49;35;84;
;11D180520: Sande;376;87;65;224;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;492;116;102;274;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;700;197;165;338;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;561;154;123;284;
;11D180523: Várzea de Abrunhais;295;82;70;143;
;11D180524: Vila Nova de Souto d'El-Rei;424;100;83;241;
;11D1704: Mesão Frio;2638;827;644;1167;
;11D170401: Barqueiros;343;132;96;115;
;11D170402: Cidadelhe;157;42;39;76;
;11D170408: Mesão Frio (Santo André);914;291;224;399;
;11D170403: Oliveira;322;92;66;164;
;11D170407: Vila Marim;902;270;219;413;
;11D1807: Moimenta da Beira;6276;1817;1549;2910;
;11D180702: Alvite;830;230;196;404;
;11D180703: Arcozelos;392;114;90;188;
;11D180705: Baldos;189;48;42;99;
;11D180706: Cabaços;353;95;83;175;
;11D180707: Caria;515;151;136;228;
;11D180708: Castelo;106;40;36;30;
;11D180709: Leomil;580;166;143;271;
;11D180710: Moimenta da Beira;465;131;102;232;
;11D180713: Passô;319;87;73;159;
;11D180716: Vila da Rua;527;153;129;245;
;11D180717: Sarzedo;146;48;41;57;
;11D180719: Sever;452;116;98;238;
;11D180721: União das freguesias de Paradinha e Nagosa;201;68;61;72;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;490;151;129;210;
;11D180723: União das freguesias de Peva e Segões;476;158;135;183;
;11D180720: Vilar;235;61;55;119;
;11D1707: Murça;5388;1631;1344;2413;
;11D170701: Candedo;1502;458;363;681;
;11D170703: Fiolhoso;469;144;117;208;
;11D170704: Jou;983;355;290;338;
;11D170705: Murça;531;142;123;266;
;11D170710: União das freguesias de Carva e Vilares;406;112;101;193;
;11D170711: União das freguesias de Noura e Palheiros;1088;295;242;551;
;11D170708: Valongo de Milhais;409;125;108;176;
;11D1812: Penedono;2405;795;605;1005;
;11D181202: Beselga;342;109;80;153;
;11D181203: Castainço;124;46;39;39;
;11D181207: Penela da Beira;230;91;69;70;
;11D181208: Póvoa de Penela;396;122;93;181;
;11D181209: Souto;265;88;67;110;
;11D181210: União das freguesias de Antas e Ourozinho;397;130;103;164;
;11D181211: União das freguesias de Penedono e Granja;651;209;154;288;
;11D1708: Peso da Régua;5954;1772;1396;2786;
;11D170802: Fontelas;331;94;67;170;
;11D170805: Loureiro;667;193;160;314;
;11D170809: Sedielos;726;222;170;334;
;11D170813: União das freguesias de Galafura e Covelinhas;973;273;224;476;
;11D170814: União das freguesias de Moura Morta e Vinhós;796;254;197;345;
;11D170815: União das freguesias de Peso da Régua e Godim;798;235;177;386;
;11D170816: União das freguesias de Poiares e Canelas;1092;322;250;520;
;11D170810: Vilarinho dos Freires;571;179;151;241;
;11D1710: Sabrosa;5115;1641;1317;2157;
;11D171001: Celeirós;184;60;43;81;
;11D171002: Covas do Douro;559;174;149;236;
;11D171004: Gouvinhas;298;96;78;124;
;11D171007: Paços;558;168;142;248;
;11D171005: Parada de Pinhão;340;97;82;161;
;11D171009: Sabrosa;462;157;121;184;
;11D171011: São Lourenço de Ribapinhão;333;101;77;155;
;11D171013: Souto Maior;415;117;102;196;
;11D171014: Torre do Pinhão;287;110;72;105;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;548;193;147;208;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;904;293;249;362;
;11D171015: Vilarinho de São Romão;227;75;55;97;
;11D1711: Santa Marta de Penaguião;5319;1754;1381;2184;
;11D171101: Alvações do Corgo;389;121;100;168;
;11D171102: Cumieira;916;286;232;398;
;11D171103: Fontes;781;269;216;296;
;11D171106: Medrões;488;163;131;194;
;11D171110: Sever;655;218;169;268;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1348;452;344;552;
;11D171112: União das freguesias de Louredo e Fornelos;742;245;189;308;
;11D1815: São João da Pesqueira;8022;2617;2079;3326;
;11D181501: Castanheiro do Sul;644;209;161;274;
;11D181502: Ervedosa do Douro;1113;394;314;405;
;11D181504: Nagozelo do Douro;457;153;125;179;
;11D181505: Paredes da Beira;650;198;161;291;
;11D181507: Riodades;459;146;123;190;
;11D181509: Soutelo do Douro;580;200;156;224;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;1293;399;314;580;
;11D181516: União das freguesias de Trevões e Espinhosa;1024;352;283;389;
;11D181517: União das freguesias de Vilarouco e Pereiros;654;227;162;265;
;11D181511: Vale de Figueira;867;254;218;395;
;11D181512: Valongo dos Azeites;281;85;62;134;
;11D1818: Sernancelhe;4712;1378;1140;2194;
;11D181801: Arnas;259;82;62;115;
;11D181802: Carregal;617;164;127;326;
;11D181803: Chosendo;208;68;50;90;
;11D181804: Cunha;284;84;73;127;
;11D181806: Faia;104;32;24;48;
;11D181810: Granjal;207;62;49;96;
;11D181811: Lamosa;220;57;54;109;
;11D181814: Quintela;309;86;71;152;
;11D181818: União das freguesias de Ferreirim e Macieira;591;174;155;262;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;391;127;103;161;
;11D181820: União das freguesias de Penso e Freixinho;375;115;91;169;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;864;254;218;392;
;11D181817: Vila da Ponte;283;73;63;147;
;11D1819: Tabuaço;4513;1484;1166;1863;
;11D181901: Adorigo;349;132;102;115;
;11D181902: Arcos;191;66;45;80;
;11D181904: Chavães;351;117;98;136;
;11D181905: Desejosa;172;61;41;70;
;11D181906: Granja do Tedo;222;68;49;105;
;11D181908: Longa;239;81;68;90;
;11D181913: Sendim;644;199;164;281;
;11D181914: Tabuaço;526;176;137;213;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;153;126;190;
;11D181919: União das freguesias de Paradela e Granjinha;237;84;52;101;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;344;97;75;172;
;11D181921: União das freguesias de Távora e Pereiro;477;155;132;190;
;11D181917: Valença do Douro;292;95;77;120;
;11D1820: Tarouca;4542;1244;1065;2233;
;11D182004: Mondim da Beira;387;109;87;191;
;11D182005: Salzedas;800;216;181;403;
;11D182006: São João de Tarouca;586;151;134;301;
;11D182011: União das freguesias de Gouviães e Ucanha;530;154;135;241;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;504;135;116;253;
;11D182013: União das freguesias de Tarouca e Dálvares;1309;355;309;645;
;11D182009: Várzea da Serra;426;124;103;199;
;11D0409: Torre de Moncorvo;6396;2361;1888;2147;
;11D040901: Açoreira;488;153;137;198;
;11D040903: Cabeça Boa;408;156;131;121;
;11D040905: Carviçais;658;285;228;145;
;11D040906: Castedo;302;108;87;107;
;11D040909: Horta da Vilariça;439;159;126;154;
;11D040910: Larinho;319;110;91;118;
;11D040911: Lousa;678;266;209;203;
;11D040913: Mós;327;131;104;92;
;11D040916: Torre de Moncorvo;153;60;51;42;
;11D040918: União das freguesias de Adeganha e Cardanha;727;246;195;286;
;11D040919: União das freguesias de Felgar e Souto da Velha;463;167;124;172;
;11D040920: União das freguesias de Felgueiras e Maçores;729;268;207;254;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;705;252;198;255;
;11D0914: Vila Nova de Foz Côa;6538;2456;1913;2169;
;11D091401: Almendra;472;168;138;166;
;11D091402: Castelo Melhor;549;196;152;201;
;11D091403: Cedovim;446;173;117;156;
;11D091404: Chãs;414;156;128;130;
;11D091405: Custóias;453;160;128;165;
;11D091418: Freixo de Numão;657;244;189;224;
;11D091407: Horta;211;81;67;63;
;11D091410: Muxagata;284;113;82;89;
;11D091411: Numão;358;138;106;114;
;11D091412: Santa Comba;310;125;97;88;
;11D091414: Sebadelhe;374;128;101;145;
;11D091415: Seixas;462;162;133;167;
;11D091416: Touça;217;75;67;75;
;11D091419: Vila Nova de Foz Côa;1331;537;408;386;
;11D1714: Vila Real;15489;4190;3546;7753;
;11D171401: Abaças;898;286;224;388;
;11D171403: Andrães;1011;289;241;481;
;11D171404: Arroios;200;56;49;95;
;11D171406: Campeã;890;244;224;422;
;11D171409: Folhadela;781;237;204;340;
;11D171410: Guiães;451;129;113;209;
;11D171414: Lordelo;407;91;81;235;
;11D171415: Mateus;425;103;84;238;
;11D171416: Mondrões;559;137;127;295;
;11D171420: Parada de Cunhos;301;87;74;140;
;11D171426: Torgueda;1010;268;231;511;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;1319;325;269;725;
;11D171432: União das freguesias de Borbela e Lamas de Olo;811;211;182;418;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;1061;295;257;509;
;11D171434: União das freguesias de Mouçós e Lamares;1284;351;287;646;
;11D171435: União das freguesias de Nogueira e Ermida;1260;347;272;641;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;744;188;163;393;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;1070;297;252;521;
;11D171429: Vila Marim;845;207;176;462;
;11D171438: Vila Real;162;42;36;84;
;11E: Terras de Trás-os-Montes;74017;23971;19175;30871;
;11E0401: Alfândega da Fé;4186;1417;1141;1628;
;11E040102: Alfândega da Fé;506;186;149;171;
;11E040103: Cerejais;230;67;57;106;
;11E040111: Sambade;537;182;155;200;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;324;117;92;115;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;464;158;119;187;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;374;121;92;161;
;11E040124: União das freguesias de Gebelim e Soeima;349;109;87;153;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;432;147;122;163;
;11E040126: União das freguesias de Pombal e Vales;202;74;58;70;
;11E040118: Vilar Chão;295;96;75;124;
;11E040119: Vilarelhos;179;61;52;66;
;11E040120: Vilares de Vilariça;294;99;83;112;
;11E0402: Bragança;13895;4594;3471;5830;
;11E040201: Alfaião;222;77;64;81;
;11E040203: Babe;353;102;87;164;
;11E040204: Baçal;394;138;86;170;
;11E040206: Carragosa;225;73;59;93;
;11E040209: Castro de Avelãs;236;83;58;95;
;11E040210: Coelhoso;353;102;78;173;
;11E040212: Donai;276;87;60;129;
;11E040213: Espinhosela;382;137;103;142;
;11E040215: França;206;81;62;63;
;11E040216: Gimonde;245;75;58;112;
;11E040217: Gondesende;206;68;44;94;
;11E040218: Gostei;304;96;70;138;
;11E040219: Grijó de Parada;398;107;98;193;
;11E040221: Macedo do Mato;347;116;96;135;
;11E040224: Mós;219;77;55;87;
;11E040225: Nogueira;312;93;73;146;
;11E040226: Outeiro;373;154;115;104;
;11E040229: Parâmio;385;118;93;174;
;11E040230: Pinela;274;103;74;97;
;11E040232: Quintanilha;346;120;87;139;
;11E040233: Quintela de Lampaças;348;122;93;133;
;11E040234: Rabal;245;79;58;108;
;11E040236: Rebordãos;390;125;102;163;
;11E040239: Salsas;490;162;115;213;
;11E040240: Samil;222;76;59;87;
;11E040241: Santa Comba de Rossas;204;73;54;77;
;11E040244: São Pedro de Sarracenos;228;69;55;104;
;11E040246: Sendas;266;81;65;120;
;11E040247: Serapicos;338;112;81;145;
;11E040248: Sortes.;278;79;55;144;
;11E040250: União das freguesias de Aveleda e Rio de Onor;474;171;132;171;
;11E040251: União das freguesias de Castrelos e Carrazedo;476;156;105;215;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;846;285;223;338;
;11E040253: União das freguesias de Parada e Faílde;640;217;169;254;
;11E040254: União das freguesias de Rebordainhos e Pombares;326;97;67;162;
;11E040255: União das freguesias de Rio Frio e Milhão;602;218;160;224;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;701;232;186;283;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;441;133;107;201;
;11E040249: Zoio;324;100;65;159;
;11E0405: Macedo de Cavaleiros;10118;3190;2545;4383;
;11E040502: Amendoeira;372;115;90;167;
;11E040503: Arcas;293;92;75;126;
;11E040507: Carrapatas;234;62;48;124;
;11E040509: Chacim;288;82;66;140;
;11E040510: Cortiços;340;114;91;135;
;11E040511: Corujas;184;59;41;84;
;11E040514: Ferreira;296;90;72;134;
;11E040515: Grijó;193;70;52;71;
;11E040516: Lagoa;382;120;95;167;
;11E040517: Lamalonga;417;138;106;173;
;11E040518: Lamas;299;93;82;124;
;11E040519: Lombo;276;90;75;111;
;11E040520: Macedo de Cavaleiros;330;107;83;140;
;11E040521: Morais;595;171;147;277;
;11E040523: Olmos;88;31;20;37;
;11E040524: Peredo;183;73;50;60;
;11E040526: Salselas;472;155;128;189;
;11E040528: Sezulfe;245;71;58;116;
;11E040530: Talhas;348;117;97;134;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;688;209;165;314;
;11E040540: União das freguesias de Bornes e Burga;308;97;79;132;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;450;133;106;211;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;708;214;168;326;
;11E040543: União das freguesias de Podence e Santa Combinha;324;105;81;138;
;11E040544: União das freguesias de Talhinhas e Bagueixe;487;161;128;198;
;11E040532: Vale Benfeito;228;80;60;88;
;11E040533: Vale da Porca;196;65;56;75;
;11E040534: Vale de Prados;244;83;67;94;
;11E040536: Vilarinho de Agrochão;308;82;77;149;
;11E040538: Vinhas;342;111;82;149;
;11E0406: Miranda do Douro;5566;1919;1590;2057;
;11E040604: Duas Igrejas;743;247;195;301;
;11E040605: Genísio;289;98;77;114;
;11E040607: Malhadas;307;102;90;115;
;11E040608: Miranda do Douro;373;140;119;114;
;11E040609: Palaçoulo;568;177;153;238;
;11E040611: Picote;241;96;68;77;
;11E040612: Póvoa;246;86;71;89;
;11E040613: São Martinho de Angueira;280;113;94;73;
;11E040618: União das freguesias de Constantim e Cicouro;281;114;89;78;
;11E040619: União das freguesias de Ifanes e Paradela;429;156;132;141;
;11E040620: União das freguesias de Sendim e Atenor;1075;340;293;442;
;11E040621: União das freguesias de Silva e Águas Vivas;336;109;98;129;
;11E040616: Vila Chã de Braciosa;398;141;111;146;
;11E0407: Mirandela;10961;3432;2820;4709;
;11E040701: Abambres;322;100;80;142;
;11E040702: Abreiro;224;72;55;97;
;11E040703: Aguieiras;356;113;86;157;
;11E040704: Alvites;277;94;75;108;
;11E040708: Bouça;274;97;76;101;
;11E040709: Cabanelas;407;114;97;196;
;11E040710: Caravelas;288;84;71;133;
;11E040711: Carvalhais;561;159;139;263;
;11E040712: Cedães;364;117;101;146;
;11E040713: Cobro;135;40;33;62;
;11E040714: Fradizela;293;101;84;108;
;11E040716: Frechas;322;104;79;139;
;11E040718: Lamas de Orelhão;356;95;83;178;
;11E040720: Mascarenhas;519;174;137;208;
;11E040721: Mirandela;404;126;105;173;
;11E040722: Múrias;308;91;78;139;
;11E040724: Paços;337;105;90;142;
;11E040727: São Pedro Velho;364;113;95;156;
;11E040728: São Salvador;205;74;59;72;
;11E040729: Suçães;592;176;162;254;
;11E040730: Torre de Dona Chama;685;232;192;261;
;11E040738: União das freguesias de Avantos e Romeu;395;126;102;167;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;462;125;106;231;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;343;112;90;141;
;11E040741: União das freguesias de Franco e Vila Boa;395;131;102;162;
;11E040742: União das freguesias de Freixeda e Vila Verde;298;92;71;135;
;11E040731: Vale de Asnes;420;114;95;211;
;11E040732: Vale de Gouvinhas;390;131;101;158;
;11E040733: Vale de Salgueiro;411;131;112;168;
;11E040734: Vale de Telhas;254;89;64;101;
;11E0408: Mogadouro;9149;2957;2416;3776;
;11E040801: Azinhoso;373;122;108;143;
;11E040802: Bemposta;693;231;184;278;
;11E040803: Bruçó;315;121;87;107;
;11E040804: Brunhoso;284;85;73;126;
;11E040807: Castelo Branco;601;218;180;203;
;11E040808: Castro Vicente;474;148;122;204;
;11E040809: Meirinhos;353;123;109;121;
;11E040811: Paradela;234;67;58;109;
;11E040812: Penas Roias;424;136;113;175;
;11E040813: Peredo da Bemposta;325;108;81;136;
;11E040815: Saldanha;265;78;63;124;
;11E040817: São Martinho do Peso;528;161;136;231;
;11E040819: Tó;256;82;63;111;
;11E040820: Travanca;260;88;62;110;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;471;144;119;208;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1205;375;321;509;
;11E040831: União das freguesias de Remondes e Soutelo;462;140;113;209;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;672;216;171;285;
;11E040821: Urrós;490;169;140;181;
;11E040822: Vale da Madre;115;38;30;47;
;11E040826: Vila de Ala;349;107;83;159;
;11E0410: Vila Flor;4911;1629;1295;1987;
;11E041002: Benlhevai;198;70;55;73;
;11E041005: Freixiel;801;262;204;335;
;11E041009: Roios;184;57;50;77;
;11E041010: Samões;287;90;63;134;
;11E041011: Sampaio;176;50;44;82;
;11E041012: Santa Comba de Vilariça;289;94;76;119;
;11E041013: Seixo de Manhoses;395;116;98;181;
;11E041014: Trindade;169;67;48;54;
;11E041020: União das freguesias de Assares e Lodões;265;93;74;98;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;286;120;85;81;
;11E041022: União das freguesias de Valtorno e Mourão;417;143;130;144;
;11E041023: União das freguesias de Vila Flor e Nabo;656;222;177;257;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;601;179;149;273;
;11E041015: Vale Frechoso;187;66;42;79;
;11E0411: Vimioso;5141;1752;1462;1927;
;11E041103: Argozelo;709;232;181;296;
;11E041107: Carção;503;177;163;163;
;11E041108: Matela;392;134;112;146;
;11E041109: Pinelo;330;137;94;99;
;11E041110: Santulhão;546;195;160;191;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;824;270;241;313;
;11E041116: União das freguesias de Caçarelhos e Angueira;539;181;156;202;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;490;170;144;176;
;11E041113: Vilar Seco;169;56;43;70;
;11E041114: Vimioso;639;200;168;271;
;11E0412: Vinhais;10090;3081;2435;4574;
;11E041201: Agrochão;281;82;75;124;
;11E041203: Candedo;463;137;105;221;
;11E041204: Celas;357;85;71;201;
;11E041206: Edral;271;87;72;112;
;11E041207: Edrosa;246;71;59;116;
;11E041208: Ervedosa;454;130;101;223;
;11E041215: Paçó;307;95;69;143;
;11E041216: Penhas Juntas;286;74;53;159;
;11E041219: Rebordelo;693;222;177;294;
;11E041221: Santalha;393;118;88;187;
;11E041226: Tuizelo;526;168;130;228;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;494;160;128;206;
;11E041237: União das freguesias de Moimenta e Montouto;344;113;91;140;
;11E041238: União das freguesias de Nunes e Ousilhão;390;120;96;174;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;447;161;114;172;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;462;131;105;226;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;349;113;86;150;
;11E041242: União das freguesias de Travanca e Santa Cruz;240;70;53;117;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;269;88;65;116;
;11E041227: Vale das Fontes;477;146;125;206;
;11E041229: Vila Boa de Ousilhão;196;63;50;83;
;11E041230: Vila Verde;265;76;58;131;
;11E041232: Vilar de Ossos;336;92;69;175;
;11E041233: Vilar de Peregrinos;249;78;53;118;
;11E041234: Vilar Seco de Lomba;335;111;95;129;
;11E041235: Vinhais;960;290;247;423;
;16: Centro;759883;240876;205679;313328;
;16B: Oeste;109122;34744;30528;43850;
;16B1001: Alcobaça;19030;5624;5048;8358;
;16B100102: Alfeizerão;1319;418;381;520;
;16B100120: Aljubarrota;2178;674;610;894;
;16B100104: Bárrio;665;229;214;222;
;16B100105: Benedita;2861;742;663;1456;
;16B100106: Cela;2263;656;591;1016;
;16B100108: Évora de Alcobaça;2726;827;731;1168;
;16B100109: Maiorga;580;177;165;238;
;16B100112: São Martinho do Porto;332;102;85;145;
;16B100114: Turquel;2134;618;533;983;
;16B100121: União das freguesias de Alcobaça e Vestiaria;403;134;129;140;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;1524;456;410;658;
;16B100123: União das freguesias de Pataias e Martingança;619;195;183;241;
;16B100116: Vimeiro;1426;396;353;677;
;16B1101: Alenquer;12747;4426;3803;4518;
;16B110106: Carnota;922;330;273;319;
;16B110107: Meca;1094;373;334;387;
;16B110108: Olhalvo;1019;356;311;352;
;16B110109: Ota;518;175;149;194;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;2162;714;636;812;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1432;502;429;501;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1213;445;381;387;
;16B110120: União das freguesias de Carregado e Cadafais;612;243;183;186;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1097;364;306;427;
;16B110113: Ventosa;1401;491;430;480;
;16B110114: Vila Verde dos Francos;1277;433;371;473;
;16B1102: Arruda dos Vinhos;3884;1359;1152;1373;
;16B110201: Arranhó;1094;365;330;399;
;16B110202: Arruda dos Vinhos;1732;611;510;611;
;16B110203: Cardosas;382;138;107;137;
;16B110204: São Tiago dos Velhos;676;245;205;226;
;16B1005: Bombarral;5171;1691;1518;1962;
;16B100502: Carvalhal;1876;587;517;772;
;16B100505: Pó;461;148;135;178;
;16B100503: Roliça;1222;394;351;477;
;16B100506: União das freguesias do Bombarral e Vale Covo;1612;562;515;535;
;16B1104: Cadaval;7641;2457;2162;3022;
;16B110401: Alguber;754;232;220;302;
;16B110407: Peral;713;229;193;291;
;16B110412: União das freguesias de Lamas e Cercal;2048;666;604;778;
;16B110413: União das freguesias de Painho e Figueiros;1388;427;371;590;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;964;326;278;360;
;16B110409: Vermelha;798;270;227;301;
;16B110410: Vilar;976;307;269;400;
;16B1006: Caldas da Rainha;12358;3763;3419;5176;
;16B100601: A dos Francos;1031;324;296;411;
;16B100602: Alvorninha;2128;643;580;905;
;16B100604: Carvalhal Benfeito;1018;265;250;503;
;16B100606: Foz do Arelho;72;29;25;18;
;16B100607: Landal;752;242;216;294;
;16B100608: Nadadouro;209;67;64;78;
;16B100609: Salir de Matos;1519;479;441;599;
;16B100611: Santa Catarina;1977;544;482;951;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;1301;407;376;518;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;616;203;189;224;
;16B100619: União das freguesias de Tornada e Salir do Porto;955;309;278;368;
;16B100615: Vidais;780;251;222;307;
;16B1108: Lourinhã;10120;3201;2840;4079;
;16B110803: Moita dos Ferreiros;1292;451;404;437;
;16B110805: Reguengo Grande;991;317;286;388;
;16B110810: Ribamar;785;229;202;354;
;16B110806: Santa Bárbara;596;180;164;252;
;16B110812: União das freguesias de Lourinhã e Atalaia;3209;1004;884;1321;
;16B110813: União das freguesias de Miragaia e Marteleira;1690;569;501;620;
