
Statistical table extracted on October 11, 2022 (22:00:28)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;150080903: Monchique;2341;806;660;875;
;1500810: Olhão;4664;1565;1237;1862;
;150081003: Olhão;6;2;2;2;
;150081004: Pechão;781;265;211;305;
;150081005: Quelfes;1062;354;280;428;
;150081006: União das freguesias de Moncarapacho e Fuseta;2815;944;744;1127;
;1500811: Portimão;2150;710;606;834;
;150081101: Alvor;489;163;137;189;
;150081102: Mexilhoeira Grande;1396;458;392;546;
;150081103: Portimão;265;89;77;99;
;1500812: São Brás de Alportel;2591;941;720;930;
;150081201: São Brás de Alportel;2591;941;720;930;
;1500813: Silves;10422;4117;3206;3099;
;150081303: Armação de Pêra;151;67;48;36;
;150081305: São Bartolomeu de Messines;3966;1475;1177;1314;
;150081306: São Marcos da Serra;1363;594;414;355;
;150081307: Silves;2547;1118;868;561;
;150081309: União das freguesias de Alcantarilha e Pêra;1014;381;301;332;
;150081310: União das freguesias de Algoz e Tunes;1381;482;398;501;
;1500814: Tavira;8012;2793;2305;2914;
;150081401: Cachopo;1269;449;369;451;
;150081404: Santa Catarina da Fonte do Bispo;1779;616;498;665;
;150081408: Santa Luzia;16;6;6;4;
;150081410: União das freguesias de Conceição e Cabanas de Tavira;985;334;270;381;
;150081411: União das freguesias de Luz de Tavira e Santo Estêvão;2230;758;637;835;
;150081412: União das freguesias de Tavira (Santa Maria e Santiago);1733;630;525;578;
;1500815: Vila do Bispo;788;354;254;180;
;150081501: Barão de São Miguel;180;91;60;29;
;150081502: Budens;212;92;63;57;
;150081504: Sagres;48;15;13;20;
;150081506: Vila do Bispo e Raposeira;348;156;118;74;
;1500816: Vila Real de Santo António;809;317;254;238;
;150081603: Monte Gordo;43;19;14;10;
;150081601: Vila Nova de Cacela;638;245;197;196;
;150081602: Vila Real de Santo António;128;53;43;32;
;2: Região Autónoma dos Açores;92351;24463;20683;47205;
;20: Região Autónoma dos Açores;92351;24463;20683;47205;
;200: Região Autónoma dos Açores;92351;24463;20683;47205;
;2004301: Angra do Heroísmo;11035;2982;2585;5468;
;200430101: Altares;812;217;185;410;
;200430102: Angra (Nossa Senhora da Conceição);474;134;111;229;
;200430103: Angra (Santa Luzia);376;90;86;200;
;200430104: Angra (São Pedro);110;28;27;55;
;200430105: Angra (Sé);398;116;106;176;
;200430106: Cinco Ribeiras;1089;269;242;578;
;200430107: Doze Ribeiras;467;133;112;222;
;200430108: Feteira;663;183;162;318;
;200430109: Porto Judeu;791;227;182;382;
;200430110: Posto Santo;156;40;36;80;
;200430111: Raminho;871;228;201;442;
;200430112: Ribeirinha;324;83;77;164;
;200430113: Santa Bárbara;918;245;215;458;
;200430114: São Bartolomeu de Regatos;591;162;123;306;
;200430115: São Bento;1590;458;405;727;
;200430116: São Mateus da Calheta;7;1;1;5;
;200430117: Serreta;311;84;66;161;
;200430118: Terra Chã;589;157;138;294;
;200430119: Vila de São Sebastião;498;127;110;261;
;2004501: Calheta;3123;811;681;1631;
;200450101: Calheta;612;163;143;306;
;200450102: Norte Pequeno;163;45;39;79;
;200450103: Ribeira Seca;376;106;91;179;
;200450104: Santo Antão;1016;284;230;502;
;200450105: Topo (Nossa Senhora do Rosário);956;213;178;565;
;2004901: Corvo;267;68;56;143;
;200490101: Corvo;267;68;56;143;
;2004701: Horta;6328;1696;1381;3251;
;200470101: Capelo;267;68;56;143;
;200470102: Castelo Branco;392;113;80;199;
;200470103: Cedros;747;203;178;366;
;200470104: Feteira;1098;324;240;534;
;200470105: Flamengos;195;49;41;105;
;200470106: Horta (Angústias);891;229;196;466;
;200470107: Horta (Conceição);733;183;161;389;
;200470108: Horta (Matriz);174;46;42;86;
;200470109: Pedro Miguel;508;137;112;259;
;200470110: Praia do Almoxarife;382;100;85;197;
;200470111: Praia do Norte;225;58;41;126;
;200470112: Ribeirinha;318;79;57;182;
;200470113: Salão;398;107;92;199;
;2004201: Lagoa;3191;756;671;1764;
;200420101: Água de Pau;1067;253;218;596;
;200420102: Cabouco;761;176;162;423;
;200420103: Lagoa (Nossa Senhora do Rosário);251;66;61;124;
;200420104: Lagoa (Santa Cruz);802;185;166;451;
;200420105: Ribeira Chã;310;76;64;170;
;2004801: Lajes das Flores;1293;379;274;640;
;200480101: Fajã Grande;226;72;49;105;
;200480102: Fajãzinha;120;34;22;64;
;200480103: Fazenda;230;72;48;110;
;200480104: Lajedo;117;33;27;57;
;200480105: Lajes das Flores;358;106;83;169;
;200480106: Lomba;187;44;34;109;
;200480107: Mosteiro;55;18;11;26;
;2004601: Lajes do Pico;4203;1161;951;2091;
;200460101: Calheta de Nesquim;417;116;95;206;
;200460102: Lajes do Pico;1352;347;287;718;
;200460103: Piedade;808;235;201;372;
;200460104: Ribeiras;737;189;157;391;
;200460105: Ribeirinha;446;147;109;190;
;200460106: São João;443;127;102;214;
;2004602: Madalena;4326;1202;1021;2103;
;200460201: Bandeiras;379;112;98;169;
;200460202: Candelária;836;216;184;436;
;200460203: Criação Velha;576;154;130;292;
;200460204: Madalena;1256;343;298;615;
;200460205: São Caetano;526;161;128;237;
;200460206: São Mateus;753;216;183;354;
;2004202: Nordeste;4187;1142;956;2089;
;200420201: Achada;474;132;117;225;
;200420202: Achadinha;458;120;94;244;
;200420208: Algarvia;- -;- -;- -;- -;
;200420203: Lomba da Fazenda;718;201;179;338;
;200420204: Nordeste;776;222;195;359;
;200420206: Salga;404;114;92;198;
;200420207: Santana;310;86;73;151;
;200420209: Santo António de Nordestinho;- -;- -;- -;- -;
;200420210: São Pedro de Nordestinho;- -;- -;- -;- -;
;2004203: Ponta Delgada;14770;3577;3080;8113;
;200420323: Ajuda da Bretanha;- -;- -;- -;- -;
;200420301: Arrifes;1551;383;327;841;
;200420303: Candelária;542;148;137;257;
;200420304: Capelas;1260;312;259;689;
;200420305: Covoada;350;93;79;178;
;200420306: Fajã de Baixo;488;117;100;271;
;200420307: Fajã de Cima;738;188;163;387;
;200420308: Fenais da Luz;816;188;168;460;
;200420309: Feteiras;851;205;182;464;
;200420310: Ginetes;985;212;187;586;
;200420311: Mosteiros;431;107;97;227;
;200420324: Pilar da Bretanha;- -;- -;- -;- -;
;200420313: Ponta Delgada (São José);642;160;139;343;
;200420314: Ponta Delgada (São Pedro);625;141;130;354;
;200420312: Ponta Delgada (São Sebastião);95;24;21;50;
;200420315: Relva;863;211;171;481;
;200420316: Remédios;271;70;56;145;
;200420317: Rosto do Cão (Livramento);86;26;21;39;
;200420318: Rosto do Cão (São Roque);602;138;112;352;
;200420319: Santa Bárbara;930;223;191;516;
;200420325: Santa Clara;- -;- -;- -;- -;
;200420320: Santo António;558;117;111;330;
;200420321: São Vicente Ferreira;518;136;107;275;
;200420322: Sete Cidades;647;148;120;379;
;2004204: Povoação;3935;1021;880;2034;
;200420401: Água Retorta;450;120;98;232;
;200420402: Faial da Terra;439;129;105;205;
;200420403: Furnas;735;191;166;378;
;200420404: Nossa Senhora dos Remédios;751;199;169;383;
;200420405: Povoação;1170;297;264;609;
;200420406: Ribeira Quente;390;85;78;227;
;2004205: Ribeira Grande;9934;2345;1986;5603;
;200420501: Calhetas;218;53;45;120;
;200420502: Fenais da Ajuda;424;97;79;248;
;200420503: Lomba da Maia;983;214;193;576;
;200420504: Lomba de São Pedro;751;203;153;395;
;200420505: Maia;1050;245;207;598;
;200420506: Pico da Pedra;654;153;138;363;
;200420507: Porto Formoso;828;201;161;466;
;200420508: Rabo de Peixe;1342;304;270;768;
;200420509: Ribeira Grande (Conceição);387;96;83;208;
;200420510: Ribeira Grande (Matriz);926;216;186;524;
;200420511: Ribeira Seca;1035;249;211;575;
;200420512: Ribeirinha;776;181;148;447;
;200420513: Santa Bárbara;333;80;62;191;
;200420514: São Brás;227;53;50;124;
;2004401: Santa Cruz da Graciosa;3454;1196;976;1282;
;200440101: Guadalupe;1316;466;380;470;
;200440102: Luz;803;279;218;306;
;200440104: Santa Cruz da Graciosa;557;188;158;211;
;200440103: São Mateus;778;263;220;295;
;2004802: Santa Cruz das Flores;1497;428;360;709;
;200480201: Caveira;77;23;21;33;
;200480202: Cedros;140;38;30;72;
;200480203: Ponta Delgada;441;127;108;206;
;200480204: Santa Cruz das Flores;839;240;201;398;
;2004603: São Roque do Pico;2547;744;600;1203;
;200460301: Prainha;565;163;123;279;
;200460302: Santa Luzia;348;109;91;148;
;200460303: Santo Amaro;328;98;78;152;
;200460304: Santo António;485;143;120;222;
;200460305: São Roque do Pico;821;231;188;402;
;2004502: Velas;3170;877;718;1575;
;200450201: Manadas (Santa Bárbara);668;159;124;385;
;200450202: Norte Grande (Neves);524;153;131;240;
;200450203: Rosais;312;89;70;153;
;200450204: Santo Amaro;734;217;174;343;
;200450205: Urzelina (São Mateus);494;145;125;224;
;200450206: Velas (São Jorge);438;114;94;230;
;2004302: Vila da Praia da Vitória;7809;2189;1918;3702;
;200430201: Agualva;995;278;234;483;
;200430202: Biscoitos;1045;296;258;491;
;200430203: Cabo da Praia;426;121;112;193;
;200430204: Fonte do Bastardo;549;153;134;262;
;200430205: Fontinhas;798;211;184;403;
;200430206: Lajes;1079;330;295;454;
;200430211: Porto Martins;- -;- -;- -;- -;
;200430207: Praia da Vitória (Santa Cruz);340;91;79;170;
;200430208: Quatro Ribeiras;992;285;254;453;
;200430209: São Brás;419;117;99;203;
;200430210: Vila Nova;1166;307;269;590;
;2004101: Vila do Porto;2750;793;670;1287;
;200410101: Almagreira;453;137;114;202;
;200410102: Santa Bárbara;513;165;139;209;
;200410103: Santo Espírito;733;204;174;355;
;200410104: São Pedro;665;183;154;328;
;200410105: Vila do Porto;386;104;89;193;
;2004206: Vila Franca do Campo;4532;1096;919;2517;
;200420601: Água de Alto;895;200;173;522;
;200420602: Ponta Garça;2023;483;403;1137;
;200420603: Ribeira das Tainhas;866;226;195;445;
;200420606: Ribeira Seca;- -;- -;- -;- -;
;200420604: Vila Franca do Campo (São Miguel);226;53;50;123;
;200420605: Vila Franca do Campo (São Pedro);522;134;98;290;
;3: Região Autónoma da Madeira;82721;23058;15556;44107;
;30: Região Autónoma da Madeira;82721;23058;15556;44107;
;300: Região Autónoma da Madeira;82721;23058;15556;44107;
;3003101: Calheta;7902;2594;1559;3749;
;300310101: Arco da Calheta;2222;711;423;1088;
;300310102: Calheta;1481;486;308;687;
;300310103: Estreito da Calheta;1343;488;255;600;
;300310104: Fajã da Ovelha;1017;326;199;492;
;300310105: Jardim do Mar;159;54;29;76;
;300310106: Paul do Mar;217;70;39;108;
;300310107: Ponta do Pargo;935;289;202;444;
;300310108: Prazeres;528;170;104;254;
;3003102: Câmara de Lobos;11639;2806;1950;6883;
;300310201: Câmara de Lobos;3559;866;592;2101;
;300310202: Curral das Freiras;1408;377;271;760;
;300310203: Estreito de Câmara de Lobos;5380;1271;884;3225;
;300310205: Jardim da Serra;- -;- -;- -;- -;
;300310204: Quinta Grande;1292;292;203;797;
;3003103: Funchal;12795;3261;2243;7291;
;300310303: Funchal (Santa Luzia);474;127;84;263;
;300310304: Funchal (Santa Maria Maior);936;224;150;562;
;300310308: Funchal (São Pedro);564;155;100;309;
;300310310: Funchal (Sé);14;4;3;7;
;300310301: Imaculado Coração de Maria;541;137;90;314;
;300310302: Monte;708;159;121;428;
;300310305: Santo António;3957;1012;697;2248;
;300310306: São Gonçalo;1036;253;195;588;
;300310307: São Martinho;3430;894;591;1945;
;300310309: São Roque;1135;296;212;627;
;3003104: Machico;8444;2335;1688;4421;
;300310401: Água de Pena;804;214;153;437;
;300310402: Caniçal;163;28;27;108;
;300310403: Machico;3797;1128;796;1873;
;300310404: Porto da Cruz;2848;751;560;1537;
;300310405: Santo António da Serra;832;214;152;466;
;3003105: Ponta do Sol;6220;1773;1126;3321;
;300310501: Canhas;2831;763;518;1550;
;300310502: Madalena do Mar;367;114;66;187;
;300310503: Ponta do Sol;3022;896;542;1584;
;3003106: Porto Moniz;2095;816;505;774;
;300310601: Achadas da Cruz;159;65;40;54;
;300310602: Porto Moniz;1249;466;295;488;
;300310603: Ribeira da Janela;253;114;68;71;
;300310604: Seixal;434;171;102;161;
;3003201: Porto Santo;1422;357;299;766;
;300320101: Porto Santo;1422;357;299;766;
;3003107: Ribeira Brava;7426;1998;1252;4176;
;300310701: Campanário;2596;633;413;1550;
;300310702: Ribeira Brava;3218;881;537;1800;
;300310703: Serra de Água;904;259;166;479;
;300310704: Tabua;708;225;136;347;
;3003108: Santa Cruz;9736;2567;1775;5394;
;300310802: Camacha;1842;397;302;1143;
;300310803: Caniço;2428;597;437;1394;
;300310804: Gaula;1210;331;243;636;
;300310805: Santa Cruz;3479;1024;660;1795;
;300310806: Santo António da Serra;777;218;133;426;
;3003109: Santana;8567;2602;1817;4148;
;300310901: Arco de São Jorge;558;181;116;261;
;300310902: Faial;1873;526;382;965;
;300310906: Ilha;- -;- -;- -;- -;
;300310903: Santana;3264;959;711;1594;
;300310904: São Jorge;2113;715;453;945;
;300310905: São Roque do Faial;759;221;155;383;
;3003110: São Vicente;6475;1949;1342;3184;
;300311001: Boa Ventura;2140;603;427;1110;
;300311002: Ponta Delgada;1079;331;214;534;
;300311003: São Vicente;3256;1015;701;1540;

Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial - Statistics Portugal, Agriculture census - historical series

Note(s):
(1) The records previous to 2019 were recalculated according to the successive administrative reorganisations of the territory until the current version.<br>It was not possible to fully convert the parishes of the municipalities of Odemira, Lisboa, Loures, Sintra, Amadora, Nordeste and Ponta Delgada.<br>In these municipalities, the results for the geographical level of the parish may be underestimated, however this problem is not reflected in the higher geographical levels.



This data last updated:march 31, 2021


Table Metadata

Familiar agricultural population (No.)
Name;Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - historical series
First available period;1989
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
     Dimension 3;Sex
     Dimension 4;Age group
     Dimension 5;Relationship
     Dimension 6;Level of education
Concepts
     EDUCATIONAL QUALIFICATIONS;The degrees, diplomas, certificates, professional titles and so forth that an individual has acquired by study.
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     AGRICULTURAL HOUSEHOLD;Members of the (sole) holder's domestic household, no matter whether they work on the holding or not, as well as other family members that regularly carry out farm work on the holding but who do not belong to the household.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
     AGE GROUP;The age interval in years to which a person belongs at the time of reference .
Definition;
Formule;
Measure unit (symbol);Number (No.)
Power of 10;0
Last update date;31-Mar-2021
