Statistical table extracted on October 18, 2022 (10:37:24);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
11A010705: Silvalde;2896,9;;;
11A010706: União das freguesias de Anta e Guetim;3007,3;;;
11A1304: Gondomar;3343,7;;;
11A130412: Baguim do Monte (Rio Tinto);3172,9;;;
11A130405: Lomba;873,6;;;
11A130408: Rio Tinto;4122,6;;;
11A130413: União das freguesias de Fânzeres e São Pedro da Cova;4709,7;;;
11A130414: União das freguesias de Foz do Sousa e Covelo;1933,4;;;
11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;3942,3;;;
11A130416: União das freguesias de Melres e Medas;1731,5;;;
11A1306: Maia;6908,3;;;
11A130601: Águas Santas;6267,9;;;
11A130618: Castêlo da Maia;7429,7;;;
11A130619: Cidade da Maia;2761,8;;;
11A130603: Folgosa;8858,4;;;
11A130608: Milheirós;3337,1;;;
11A130609: Moreira;9210,1;;;
11A130620: Nogueira e Silva Escura;7364,3;;;
11A130617: Pedrouços;2870;;;
11A130613: São Pedro Fins;5815,5;;;
11A130616: Vila Nova da Telha;5417,2;;;
11A1308: Matosinhos;7214,9;;;
11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;6578;;;
11A130812: União das freguesias de Matosinhos e Leça da Palmeira;3538,2;;;
11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;7918,7;;;
11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;5867;;;
11A0113: Oliveira de Azeméis;8075,8;;;
11A011301: Carregosa;4381,2;;;
11A011302: Cesar;2346,8;;;
11A011303: Fajões;9240,4;;;
11A011304: Loureiro;10039,4;;;
11A011305: Macieira de Sarnes;4341,5;;;
11A011310: Ossela;2614,6;;;
11A011315: São Martinho da Gândara;11008,5;;;
11A011318: São Roque;4828,7;;;
11A011320: União das freguesias de Nogueira do Cravo e Pindelo;1996,2;;;
11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;10003,4;;;
11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;3019,2;;;
11A011319: Vila de Cucujães;7043,5;;;
11A1310: Paredes;2974,4;;;
11A131001: Aguiar de Sousa;2684,9;;;
11A131002: Astromil;3193,4;;;
11A131003: Baltar;2902,6;;;
11A131004: Beire;4284,4;;;
11A131008: Cete;2186,8;;;
11A131009: Cristelo;2257,5;;;
11A131010: Duas Igrejas;2573,5;;;
11A131011: Gandra;2020,4;;;
11A131013: Lordelo;1888,2;;;
11A131014: Louredo;2453,8;;;
11A131017: Parada de Todeia;5124,5;;;
11A131025: Paredes;3369,2;;;
11A131018: Rebordosa;1946,6;;;
11A131019: Recarei;1745,5;;;
11A131020: Sobreira;4337;;;
11A131021: Sobrosa;3248,3;;;
11A131022: Vandoma;2086,4;;;
11A131024: Vilela;3833;;;
11A1312: Porto;3787,2;;;
11A131202: Bonfim;1040,1;;;
11A131203: Campanhã;6587,6;;;
11A131210: Paranhos;2120,7;;;
11A131211: Ramalde;5241,3;;;
11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;;;
11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;;;
11A131218: União das freguesias de Lordelo do Ouro e Massarelos;1704,5;;;
11A1313: Póvoa de Varzim;11833,3;;;
11A131305: Balazar;12636,6;;;
11A131307: Estela;13150,3;;;
11A131308: Laundos;11186,9;;;
11A131311: Rates;12425,1;;;
11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;8525,2;;;
11A131314: União das freguesias de Aguçadoura e Navais;12604,2;;;
11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;10360,7;;;
11A0109: Santa Maria da Feira;3932,3;;;
11A010901: Argoncilhe;2976,2;;;
11A010902: Arrifana;6038,2;;;
11A010904: Escapães;2347,2;;;
11A010907: Fiães;2540,4;;;
11A010908: Fornos;4542;;;
11A010913: Lourosa;1918,8;;;
11A010914: Milheirós de Poiares;1360,2;;;
11A010916: Mozelos;19618,3;;;
11A010917: Nogueira da Regedoura;2215,8;;;
11A010919: Paços de Brandão;2691,8;;;
11A010921: Rio Meão;1432,7;;;
11A010922: Romariz;3339,7;;;
11A010924: Sanguedo;1844,3;;;
11A010925: Santa Maria de Lamas;2292,2;;;
11A010926: São João de Ver;1599,8;;;
11A010918: São Paio de Oleiros;1936,6;;;
11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;3339,3;;;
11A010933: União das freguesias de Canedo, Vale e Vila Maior;4408,1;;;
11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;3821,1;;;
11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;4313;;;
11A010936: União de freguesias de São Miguel de Souto e Mosteirô;4235,5;;;
11A1314: Santo Tirso;3908,4;;;
11A131401: Agrela;8413,2;;;
11A131402: Água Longa;6047,1;;;
11A131405: Aves;2569;;;
11A131413: Monte Córdova;2664,9;;;
11A131430: Negrelos (São Tomé);1964,9;;;
11A131416: Rebordões;5001,5;;;
11A131418: Reguenga;6143,6;;;
11A131419: Roriz;4023,2;;;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;3180,7;;;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);2939;;;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;3508,3;;;
11A131436: União das freguesias de Lamelas e Guimarei;3704,5;;;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;4614,5;;;
11A131432: Vilarinho;2777,6;;;
11A0116: São João da Madeira;1846,3;;;
11A011601: São João da Madeira;1846,3;;;
11A1318: Trofa;8750,3;;;
11A131806: Covelas;8022,1;;;
11A131808: Muro;4536,4;;;
11A131809: União das freguesias de Alvarelhos e Guidões;5863,2;;;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);7834,9;;;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);14944;;;
11A0119: Vale de Cambra;1844,6;;;
11A011901: Arões;935,9;;;
11A011903: Cepelos;2011,4;;;
11A011905: Junqueira;4813;;;
11A011906: Macieira de Cambra;2687;;;
11A011907: Roge;2588,2;;;
11A011902: São Pedro de Castelões;2300,4;;;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;5594,6;;;
11A1315: Valongo;7420,8;;;
11A131501: Alfena;15203,5;;;
11A131503: Ermesinde;6806,6;;;
11A131506: União das freguesias de Campo e Sobrado;4739,8;;;
11A131505: Valongo;2408,8;;;
11A1316: Vila do Conde;10187,5;;;
11A131602: Árvore;10897,5;;;
11A131603: Aveleda;6560,1;;;
11A131604: Azurara;8314;;;
11A131607: Fajozes;11642,2;;;
11A131610: Gião;7483,6;;;
11A131611: Guilhabreu;9194,5;;;
11A131612: Junqueira;16579,7;;;
11A131613: Labruge;11544,5;;;
11A131614: Macieira da Maia;7159,6;;;
11A131616: Mindelo;8917,2;;;
11A131617: Modivas;9121,9;;;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;10680,2;;;
11A131632: União das freguesias de Fornelo e Vairão;8902,7;;;
11A131633: União das freguesias de Malta e Canidelo;6844,6;;;
11A131634: União das freguesias de Retorta e Tougues;10093,1;;;
11A131635: União das freguesias de Rio Mau e Arcos;12300,9;;;
11A131636: União das freguesias de Touguinha e Touguinhó;9609,1;;;
11A131637: União das freguesias de Vilar e Mosteiró;8124,4;;;
11A131627: Vila Chã;8725,4;;;
11A131628: Vila do Conde;8067,1;;;
11A131630: Vilar de Pinheiro;8246,7;;;
11A1317: Vila Nova de Gaia;3620,6;;;
11A131701: Arcozelo;3796,2;;;
11A131702: Avintes;1959,8;;;
11A131703: Canelas;4719,1;;;
11A131704: Canidelo;5586,2;;;
11A131709: Madalena;1747,5;;;
11A131712: Oliveira do Douro;1593,5;;;
11A131717: São Félix da Marinha;5260,3;;;
11A131725: União das freguesias de Grijó e Sermonde;2373,7;;;
11A131726: União das freguesias de Gulpilhares e Valadares;5385,3;;;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;2842,4;;;
11A131728: União das freguesias de Pedroso e Seixezelo;2287,3;;;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;4250,8;;;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;1803,4;;;
11A131731: União das freguesias de Serzedo e Perosinho;4288,9;;;
11A131723: Vilar de Andorinho;2385,1;;;
11B: Alto Tâmega;612,9;;;
11B1702: Boticas;491,5;;;
11B170217: Alturas do Barroso e Cerdedo;627,8;;;
11B170218: Ardãos e Bobadela;460,7;;;
11B170203: Beça;429,4;;;
11B170219: Boticas e Granja;501,4;;;
11B170220: Codessoso, Curros e Fiães do Tâmega;273,9;;;
11B170208: Covas do Barroso;925,4;;;
11B170210: Dornelas;589,6;;;
11B170213: Pinho;1060,8;;;
11B170215: Sapiãos;517,4;;;
11B170221: Vilar e Viveiro;365,5;;;
11B1703: Chaves;1222,6;;;
11B170301: Águas Frias;1097,9;;;
11B170302: Anelhe;1269,1;;;
11B170305: Bustelo;1167;;;
11B170309: Cimo de Vila da Castanheira;1037;;;
11B170310: Curalha;1747;;;
11B170312: Ervededo;863,6;;;
11B170313: Faiões;1231,5;;;
11B170314: Lama de Arcos;1145,2;;;
11B170316: Mairos;2151,9;;;
11B170317: Moreiras;980,7;;;
11B170318: Nogueira da Montanha;1278,2;;;
11B170320: Oura;2873,3;;;
11B170321: Outeiro Seco;869,9;;;
11B170322: Paradela;1766,1;;;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);1025;;;
11B170324: Redondelo;1836,1;;;
11B170327: Sanfins;680,2;;;
11B170329: Santa Leocádia;937,7;;;
11B170350: Santa Maria Maior;1238,5;;;
11B170330: Santo António de Monforte;820;;;
11B170331: Santo Estêvão;1021,5;;;
11B170333: São Pedro de Agostém;1290,8;;;
11B170334: São Vicente;923;;;
11B170340: Tronco;896,1;;;
11B170354: União das freguesias da Madalena e Samaiões;1898,4;;;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;1271,2;;;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;1158,9;;;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;905,6;;;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;905,5;;;
11B170359: União das freguesias de Soutelo e Seara Velha;997,5;;;
11B170360: União das freguesias de Travancas e Roriz;912;;;
11B170341: Vale de Anta;1676,4;;;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);1645,1;;;
11B170343: Vila Verde da Raia;1391,3;;;
11B170344: Vilar de Nantes;972,4;;;
11B170345: Vilarelho da Raia;1521,4;;;
11B170347: Vilas Boas;788,3;;;
11B170349: Vilela do Tâmega;1259,5;;;
11B170348: Vilela Seca;979,9;;;
11B1706: Montalegre;300,5;;;
11B170601: Cabril;148,5;;;
11B170603: Cervos;324,2;;;
11B170604: Chã;664,5;;;
11B170607: Covelo do Gerês;433,8;;;
11B170609: Ferral;293,3;;;
11B170612: Gralhas;234,5;;;
11B170616: Morgade;574,5;;;
11B170618: Negrões;436;;;
11B170619: Outeiro;116,7;;;
11B170623: Pitões das Junias;183,1;;;
11B170625: Reigoso;221,2;;;
11B170626: Salto;366,2;;;
11B170627: Santo André;278,7;;;
11B170629: Sarraquinhos;406,2;;;
11B170631: Solveira;305,6;;;
11B170632: Tourém;242,7;;;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;275,4;;;
11B170637: União das freguesias de Meixedo e Padornelos;373,3;;;
11B170638: União das freguesias de Montalegre e Padroso;332,6;;;
11B170639: União das freguesias de Paradela, Contim e Fiães;302,1;;;
11B170640: União das freguesias de Sezelhe e Covelães;181;;;
11B170641: União das freguesias de Venda Nova e Pondras;427,9;;;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;789,3;;;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;331,1;;;
11B170635: Vila da Ponte;315,6;;;
11B1709: Ribeira de Pena;600,2;;;
11B170901: Alvadia;240,2;;;
11B170902: Canedo;199,8;;;
11B170906: Santa Marinha;1057,9;;;
11B170908: União das freguesias de Cerva e Limões;1296;;;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;846,8;;;
11B1712: Valpaços;755,8;;;
11B171201: Água Revés e Crasto;677,2;;;
11B171203: Algeriz;697,6;;;
11B171205: Bouçoães;633,1;;;
11B171206: Canaveses;750,8;;;
11B171232: Carrazedo de Montenegro e Curros;781,2;;;
11B171209: Ervões;829,6;;;
11B171211: Fornos do Pinhal;907,7;;;
11B171212: Friões;758,5;;;
11B171233: Lebução, Fiães e Nozelos;724,3;;;
11B171215: Padrela e Tazem;732,2;;;
11B171216: Possacos;827,8;;;
11B171217: Rio Torto;669,9;;;
11B171219: Santa Maria de Emeres;655,3;;;
11B171220: Santa Valha;925,1;;;
11B171221: Santiago da Ribeira de Alhariz;753,3;;;
11B171222: São João da Corveira;762,1;;;
11B171223: São Pedro de Veiga de Lila;775,1;;;
11B171224: Serapicos;983,9;;;
11B171234: Sonim e Barreiros;864,9;;;
11B171235: Tinhela e Alvarelhos;888,7;;;
11B171227: Vales;799,1;;;
11B171236: Valpaços e Sanfins;597,9;;;
11B171229: Vassal;1049,5;;;
11B171230: Veiga de Lila;769,4;;;
11B171231: Vilarandelo;624,5;;;
11B1713: Vila Pouca de Aguiar;956,3;;;
11B171302: Alfarela de Jales;1027,1;;;
11B171319: Alvão;1019,2;;;
11B171303: Bornes de Aguiar;1169,1;;;
11B171304: Bragado;1114,8;;;
11B171305: Capeludos;993,5;;;
11B171317: Sabroso de Aguiar;682;;;
11B171310: Soutelo de Aguiar;2196,7;;;
11B171311: Telões;501,4;;;
11B171312: Tresminas;1002,4;;;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;703,5;;;
11B171313: Valoura;1041,8;;;
11B171314: Vila Pouca de Aguiar;1612,4;;;
11B171315: Vreia de Bornes;890,7;;;
11B171316: Vreia de Jales;1643,2;;;
11C: Tâmega e Sousa;1727,6;;;
11C1301: Amarante;1110,1;;;
11C130103: Ansiães;129,4;;;
11C130107: Candemil;602,4;;;
11C130112: Fregim;1834,7;;;
11C130115: Fridão;2095,8;;;
11C130117: Gondar;1812,6;;;
11C130134: Gouveia (São Simão);1178,7;;;
11C130118: Jazente;1428,1;;;
11C130119: Lomba;2077,8;;;
11C130120: Louredo;2241,4;;;
11C130121: Lufrei;2300;;;
11C130123: Mancelos;3123,1;;;
11C130126: Padronelo;1608,8;;;
11C130128: Rebordelo;1758;;;
11C130129: Salvador do Monte;1774,4;;;
11C130135: Telões;2308,1;;;
11C130136: Travanca;2023;;;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;345,3;;;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;2420,2;;;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;960;;;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);2063;;;
11C130145: União das freguesias de Freixo de Cima e de Baixo;2211,7;;;
11C130146: União das freguesias de Olo e Canadelo;151,7;;;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;3323,6;;;
11C130138: Vila Caiz;2026,1;;;
11C130139: Vila Chã do Marão;1854,2;;;
11C130147: Vila Meã;1904,5;;;
11C1302: Baião;1082,1;;;
11C130204: Frende;1446,9;;;
11C130205: Gestaçô;1699,6;;;
11C130206: Gove;1297,6;;;
11C130207: Grilo;942,9;;;
11C130208: Loivos do Monte;1398,6;;;
11C130215: Santa Marinha do Zêzere;2025,6;;;
11C130221: União das freguesias de Ancede e Ribadouro;1259,5;;;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;1978,8;;;
11C130223: União das freguesias de Campelo e Ovil;1210,3;;;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;2142,2;;;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;1432,7;;;
11C130226: União das freguesias de Teixeira e Teixeiró;304,5;;;
11C130219: Valadares;1458,8;;;
11C130220: Viariz;1394,7;;;
11C0106: Castelo de Paiva;2050,1;;;
11C010602: Fornos;2276,8;;;
11C010606: Real;1846,2;;;
11C010607: Santa Maria de Sardoura;2016,1;;;
11C010608: São Martinho de Sardoura;2072,1;;;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;2332,1;;;
11C010611: União das freguesias de Sobrado e Bairros;1866,8;;;
11C0305: Celorico de Basto;2098;;;
11C030501: Agilde;2767,1;;;
11C030502: Arnóia;2131,4;;;
11C030520: Basto (São Clemente);1161,7;;;
11C030503: Borba de Montanha;2288;;;
11C030508: Codeçoso;8098,9;;;
11C030510: Fervença;2155;;;
11C030515: Moreira do Castelo;2763,2;;;
11C030517: Rego;1377,3;;;
11C030518: Ribas;1694,8;;;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;2209,4;;;
11C030524: União das freguesias de Caçarilhe e Infesta;1524;;;
11C030525: União das freguesias de Canedo de Basto e Corgo;1968,4;;;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);1628;;;
11C030527: União das freguesias de Veade, Gagos e Molares;2387,1;;;
11C030521: Vale de Bouro;1857,6;;;
11C1804: Cinfães;933,6;;;
11C180403: Cinfães;1259,1;;;
11C180404: Espadanedo;920,8;;;
11C180405: Ferreiros de Tendais;654,9;;;
11C180406: Fornelos;1116,6;;;
11C180408: Moimenta;994,9;;;
11C180409: Nespereira;661,4;;;
11C180410: Oliveira do Douro;1598,3;;;
11C180412: Santiago de Piães;721,7;;;
11C180413: São Cristóvão de Nogueira;1049,2;;;
11C180414: Souselo;1671,6;;;
11C180415: Tarouquela;1430;;;
11C180416: Tendais;1005,2;;;
11C180417: Travanca;1546,5;;;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;650,3;;;
11C1303: Felgueiras;3321,6;;;
11C130301: Aião;2291;;;
11C130302: Airães;2749,2;;;
11C130305: Friande;3377,1;;;
11C130306: Idães;8257,4;;;
11C130307: Jugueiros;3205,1;;;
11C130313: Penacova;1721,1;;;
11C130314: Pinheiro;4497,3;;;
11C130315: Pombeiro de Ribavizela;2704,1;;;
11C130317: Refontoura;2250,5;;;
11C130318: Regilde;3079,5;;;
11C130319: Revinhade;1587,9;;;
11C130324: Sendim;5855,5;;;
11C130334: União das freguesias de Macieira da Lixa e Caramos;2719;;;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;4690,1;;;
11C130336: União das freguesias de Pedreira, Rande e Sernande;2848,6;;;
11C130337: União das freguesias de Torrados e Sousa;2189,7;;;
11C130338: União das freguesias de Unhão e Lordelo;2962,5;;;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;2352;;;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);3557,7;;;
11C130341: União das freguesias de Vila Verde e Santão;2746,1;;;
11C1305: Lousada;2621,5;;;
11C130502: Aveleda;2872,8;;;
11C130504: Caíde de Rei;2141,7;;;
11C130510: Lodares;4789,4;;;
11C130512: Macieira;1908,8;;;
11C130513: Meinedo;1953;;;
11C130515: Nevogilde;3841,8;;;
11C130524: Sousela;1832;;;
11C130525: Torno;2271,9;;;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);3107,4;;;
11C130528: União das freguesias de Cristelos, Boim e Ordem;2234,5;;;
11C130529: União das freguesias de Figueiras e Covas;2881,8;;;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);1567,9;;;
11C130531: União das freguesias de Nespereira e Casais;3042,5;;;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;2952;;;
11C130526: Vilar do Torno e Alentém;3555,4;;;
11C1307: Marco de Canaveses;1668,5;;;
11C130732: Alpendorada, Várzea e Torrão;1532,6;;;
11C130733: Avessadas e Rosém;2194,1;;;
11C130704: Banho e Carvalhosa;2473,8;;;
11C130734: Bem Viver;1276,4;;;
11C130705: Constance;1930,2;;;
11C130736: Marco;2065;;;
11C130737: Paredes de Viadores e Manhuncelos;1810,1;;;
11C130738: Penha Longa e Paços de Gaiolo;1390,7;;;
11C130739: Sande e São Lourenço do Douro;1547,2;;;
11C130735: Santo Isidoro e Livração;2232,4;;;
11C130722: Soalhães;1647,6;;;
11C130723: Sobretâmega;1723,1;;;
11C130724: Tabuado;1485,7;;;
11C130740: Várzea, Aliviada e Folhada;1190,3;;;
11C130741: Vila Boa de Quires e Maureles;2028,2;;;
11C130730: Vila Boa do Bispo;1528,3;;;
11C1309: Paços de Ferreira;3423,5;;;
11C130902: Carvalhosa;5639,6;;;
11C130904: Eiriz;3947,6;;;
11C130905: Ferreira;2223,4;;;
11C130906: Figueiró;3984,1;;;
11C130917: Frazão Arreigada;2784,3;;;
11C130908: Freamunde;2664,1;;;
11C130910: Meixomil;3849;;;
11C130918: Paços de Ferreira;2611,4;;;
11C130913: Penamaior;4652,2;;;
11C130914: Raimonda;3552,7;;;
11C130919: Sanfins Lamoso Codessos;3332,3;;;
11C130916: Seroa;1854,3;;;
11C1311: Penafiel;2652,8;;;
11C131101: Abragão;1738,2;;;
11C131102: Boelhe;4431,7;;;
11C131103: Bustelo;1999,9;;;
11C131104: Cabeça Santa;1841,5;;;
11C131105: Canelas;2186,8;;;
11C131106: Capela;1761,5;;;
11C131107: Castelões;2172,1;;;
11C131108: Croca;1743,4;;;
11C131109: Duas Igrejas;2801,1;;;
11C131110: Eja;6486,6;;;
11C131112: Fonte Arcada;1741,1;;;
11C131113: Galegos;2224,8;;;
11C131141: Guilhufe e Urrô;2074,9;;;
11C131115: Irivo;2668,6;;;
11C131142: Lagares e Figueira;2449,7;;;
11C131140: Luzim e Vila Cova;1782,6;;;
11C131121: Oldrões;1634,5;;;
11C131122: Paço de Sousa;4265,8;;;
11C131139: Penafiel;2960,7;;;
11C131125: Perozelo;2828,5;;;
11C131128: Rans;6677,3;;;
11C131132: Recezinhos (São Mamede);2116,9;;;
11C131133: Recezinhos (São Martinho);1829,7;;;
11C131129: Rio de Moinhos;2228,8;;;
11C131138: Rio Mau;6228,6;;;
11C131134: Sebolido;1364;;;
11C131143: Termas de São Vicente;2082;;;
11C131136: Valpedre;2209,1;;;
11C1813: Resende;1453,2;;;
11C181302: Barrô;2197,1;;;
11C181303: Cárquere;1266,4;;;
11C181310: Paus;1153,9;;;
11C181311: Resende;1846,7;;;
11C181312: São Cipriano;1188,3;;;
11C181313: São João de Fontoura;2013,9;;;
11C181314: São Martinho de Mouros;1663,3;;;
11C181316: União das freguesias de Anreade e São Romão de Aregos;1898,8;;;
11C181317: União das freguesias de Felgueiras e Feirão;484,1;;;
11C181318: União das freguesias de Freigil e Miomães;1308,9;;;
11C181319: União das freguesias de Ovadas e Panchorra;574,9;;;
11D: Douro;1428;;;
11D1701: Alijó;1869,1;;;
11D170101: Alijó;2143;;;
11D170107: Favaios;2305,9;;;
11D170108: Pegarinhos;1667,9;;;
11D170109: Pinhão;2324,9;;;
11D170112: Sanfins do Douro;2215,5;;;
11D170113: Santa Eugénia;1646,7;;;
11D170114: São Mamede de Ribatua;1767,9;;;
11D170120: União das freguesias de Carlão e Amieiro;1281,8;;;
11D170121: União das freguesias de Castedo e Cotas;2113,5;;;
11D170122: União das freguesias de Pópulo e Ribalonga;911,2;;;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;2001,4;;;
11D170116: Vila Chã;721,1;;;
11D170117: Vila Verde;957,2;;;
11D170118: Vilar de Maçada;2115,4;;;
11D1801: Armamar;1910,7;;;
11D180101: Aldeias;1796,3;;;
11D180120: Armamar;1848;;;
11D180104: Cimbres;2071,7;;;
11D180106: Folgosa;2210,8;;;
11D180107: Fontelo;1947,1;;;
11D180109: Queimada;2138,9;;;
11D180110: Queimadela;1693,3;;;
11D180111: Santa Cruz;1988,6;;;
11D180114: São Cosmado;1894,6;;;
11D180115: São Martinho das Chãs;2089;;;
11D180121: União das freguesias de Aricera e Goujoim;1162,7;;;
11D180122: União das freguesias de São Romão e Santiago;2040,6;;;
11D180123: União das freguesias de Vila Seca e Santo Adrião;1851;;;
11D180118: Vacalar;1834,3;;;
11D0403: Carrazeda de Ansiães;1400,2;;;
11D040304: Carrazeda de Ansiães;1258,1;;;
11D040306: Fonte Longa;1312,8;;;
11D040308: Linhares;1339,5;;;
11D040309: Marzagão;1354,4;;;
11D040311: Parambos;1437,3;;;
11D040312: Pereiros;1144,8;;;
11D040313: Pinhal do Norte;1556,7;;;
11D040314: Pombal;1526,9;;;
11D040316: Seixo de Ansiães;1552,2;;;
11D040320: União das freguesias de Amedo e Zedes;1089,9;;;
11D040321: União das freguesias de Belver e Mogo de Malta;944,3;;;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;1750;;;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;1543,2;;;
11D040318: Vilarinho da Castanheira;1097,8;;;
11D0404: Freixo de Espada à Cinta;829,5;;;
11D040404: Ligares;869,6;;;
11D040406: Poiares;933,6;;;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;986,9;;;
11D040408: União das freguesias de Lagoaça e Fornos;470,3;;;
11D1805: Lamego;1782,1;;;
11D180502: Avões;1122,1;;;
11D180504: Britiande;2196,2;;;
11D180505: Cambres;2325,1;;;
11D180507: Ferreirim;2821,7;;;
11D180508: Ferreiros de Avões;2149,3;;;
11D180509: Figueira;1811,9;;;
11D180510: Lalim;1787,7;;;
11D180525: Lamego (Almacave e Sé);2251,1;;;
11D180511: Lazarim;515,2;;;
11D180516: Penajóia;2404,9;;;
11D180517: Penude;306,4;;;
11D180519: Samodães;2338,5;;;
11D180520: Sande;2305,2;;;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;348,8;;;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;1577,5;;;
11D180528: União das freguesias de Parada do Bispo e Valdigem;2250,3;;;
11D180523: Várzea de Abrunhais;1750,4;;;
11D180524: Vila Nova de Souto d'El-Rei;1066,3;;;
11D1704: Mesão Frio;2558,4;;;
11D170401: Barqueiros;2311,3;;;
11D170402: Cidadelhe;2333,2;;;
11D170408: Mesão Frio (Santo André);2363,6;;;
11D170403: Oliveira;2350,1;;;
11D170407: Vila Marim;3174,1;;;
11D1807: Moimenta da Beira;2066,3;;;
11D180702: Alvite;3609;;;
11D180703: Arcozelos;1512,1;;;
11D180705: Baldos;1007,1;;;
11D180706: Cabaços;1245,1;;;
11D180707: Caria;2506,2;;;
11D180708: Castelo;645,8;;;
11D180709: Leomil;2485,8;;;
11D180710: Moimenta da Beira;2914,6;;;
11D180713: Passô;3114,8;;;
11D180716: Vila da Rua;1710,6;;;
11D180717: Sarzedo;1620,3;;;
11D180719: Sever;1917;;;
11D180721: União das freguesias de Paradinha e Nagosa;747,5;;;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;1292,8;;;
11D180723: União das freguesias de Peva e Segões;967,6;;;
11D180720: Vilar;1035,2;;;
11D1707: Murça;1273,8;;;
11D170701: Candedo;1697,5;;;
11D170703: Fiolhoso;789,9;;;
11D170704: Jou;990,8;;;
11D170705: Murça;1259,3;;;
11D170710: União das freguesias de Carva e Vilares;843,9;;;
11D170711: União das freguesias de Noura e Palheiros;1234,4;;;
11D170708: Valongo de Milhais;915,6;;;
11D1812: Penedono;954,9;;;
11D181202: Beselga;881,5;;;
11D181203: Castainço;676,3;;;
11D181207: Penela da Beira;1121,3;;;
