Statistical table extracted on October 18, 2022 (10:37:24);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
186120605: Monte da Pedra;615,7;;;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;350,8;;;
1861207: Elvas;726,1;;;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;1259,3;;;
186120713: Caia, São Pedro e Alcáçova;1202,9;;;
186120706: Santa Eulália;328,9;;;
186120707: São Brás e São Lourenço;666,2;;;
186120708: São Vicente e Ventosa;627,2;;;
186120714: União das freguesias de Barbacena e Vila Fernando;476,1;;;
186120715: União das freguesias de Terrugem e Vila Boim;435,5;;;
1861208: Fronteira;426,3;;;
186120801: Cabeço de Vide;334;;;
186120802: Fronteira;480,1;;;
186120803: São Saturnino;376,4;;;
1861209: Gavião;261;;;
186120902: Belver;824,7;;;
186120903: Comenda;189,6;;;
186120905: Margem;391;;;
186120906: União das freguesias de Gavião e Atalaia;391,2;;;
1861210: Marvão;418,8;;;
186121001: Beirã;282,6;;;
186121002: Santa Maria de Marvão;493,3;;;
186121003: Santo António das Areias;283,2;;;
186121004: São Salvador da Aramenha;794,3;;;
1861211: Monforte;368;;;
186121101: Assumar;296,6;;;
186121102: Monforte;371,6;;;
186121103: Santo Aleixo;413,9;;;
186121104: Vaiamonte;384;;;
1861212: Nisa;337,7;;;
186121201: Alpalhão;515,3;;;
186121205: Montalvão;238,5;;;
186121207: Santana;560,7;;;
186121208: São Matias;428,2;;;
186121210: Tolosa;499;;;
186121211: União das freguesias de Arez e Amieira do Tejo;351,6;;;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;312,5;;;
1861213: Ponte de Sor;393,1;;;
186121304: Foros de Arrão;562,9;;;
186121301: Galveias;278,4;;;
186121305: Longomel;1838,1;;;
186121302: Montargil;298,7;;;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;464,1;;;
1861214: Portalegre;532,7;;;
186121401: Alagoa;672,3;;;
186121402: Alegrete;588,2;;;
186121404: Fortios;321,9;;;
186121411: União das freguesias da Sé e São Lourenço;820,9;;;
186121412: União das freguesias de Reguengo e São Julião;1117,1;;;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;942,3;;;
186121410: Urra;377,9;;;
1861215: Sousel;591,7;;;
186121501: Cano;574,3;;;
186121502: Casa Branca;571,1;;;
186121503: Santo Amaro;651,4;;;
186121504: Sousel;608,2;;;
187: Alentejo Central;544;;;
1870701: Alandroal;539,4;;;
187070104: Capelins (Santo António);415,5;;;
187070103: Santiago Maior;527,9;;;
187070105: Terena (São Pedro);686,2;;;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);545,3;;;
1870702: Arraiolos;536,1;;;
187070201: Arraiolos;604,1;;;
187070202: Igrejinha;505,1;;;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;252,1;;;
187070209: União das freguesias de São Gregório e Santa Justa;433,3;;;
187070206: Vimieiro;694;;;
1870703: Borba;1043;;;
187070301: Borba (Matriz);1457,7;;;
187070304: Borba (São Bartolomeu);- -;;;
187070302: Orada;755;;;
187070303: Rio de Moinhos;1099,5;;;
1870704: Estremoz;552;;;
187070401: Arcos;1435,5;;;
187070404: Évora Monte (Santa Maria);314,9;;;
187070402: Glória;371,7;;;
187070411: São Domingos de Ana Loura;875,2;;;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);779,3;;;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;452,2;;;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;339,7;;;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);639,1;;;
187070413: Veiros;419,6;;;
1870705: Évora;465,8;;;
187070515: Canaviais;1011;;;
187070502: Nossa Senhora da Graça do Divor;382,4;;;
187070503: Nossa Senhora de Machede;442,8;;;
187070506: São Bento do Mato;351,5;;;
187070509: São Miguel de Machede;429,2;;;
187070513: Torre de Coelheiros;488,9;;;
187070522: União das freguesias de Bacelo e Senhora da Saúde;697,4;;;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);- -;;;
187070524: União das freguesias de Malagueira e Horta das Figueiras;567;;;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;365,2;;;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;586,1;;;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;350,7;;;
1870706: Montemor-o-Novo;587,2;;;
187070601: Cabrela;524;;;
187070607: Ciborro;438,3;;;
187070610: Foros de Vale de Figueira;348,7;;;
187070605: Santiago do Escoural;489,8;;;
187070606: São Cristóvão;337;;;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;388,5;;;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;891,7;;;
1870707: Mora;320,1;;;
187070701: Brotas;239,7;;;
187070702: Cabeção;550,4;;;
187070703: Mora;313,5;;;
187070704: Pavia;314,6;;;
1870708: Mourão;396,5;;;
187070801: Granja;441,3;;;
187070802: Luz;615,2;;;
187070803: Mourão;315,6;;;
1870709: Portel;593;;;
187070903: Monte do Trigo;1029;;;
187070905: Portel;337,6;;;
187070906: Santana;505;;;
187070909: União das freguesias de Amieira e Alqueva;318;;;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;540,3;;;
187070908: Vera Cruz;2217,6;;;
1870710: Redondo;704,2;;;
187071001: Montoito;684,7;;;
187071002: Redondo;708;;;
1870711: Reguengos de Monsaraz;667,5;;;
187071102: Corval;562,2;;;
187071103: Monsaraz;455,7;;;
187071104: Reguengos de Monsaraz;1057,1;;;
187071106: União das freguesias de Campo e Campinho;547,9;;;
1870712: Vendas Novas;1003,7;;;
187071202: Landeira;381,7;;;
187071201: Vendas Novas;1578;;;
1870713: Viana do Alentejo;435;;;
187071303: Aguiar;348,4;;;
187071301: Alcáçovas;470;;;
187071302: Viana do Alentejo;385,1;;;
1870714: Vila Viçosa;473,9;;;
187071401: Bencatel;332,2;;;
187071402: Ciladas;479,9;;;
187071406: Nossa Senhora da Conceição e São Bartolomeu;546,1;;;
187071404: Pardais;604,2;;;
15: Algarve;1377,4;;;
150: Algarve;1377,4;;;
1500801: Albufeira;2010,1;;;
150080106: Albufeira e Olhos de Água;1818,1;;;
150080104: Ferreiras;1173,9;;;
150080102: Guia;1540,2;;;
150080103: Paderne;2699,4;;;
1500802: Alcoutim;332,8;;;
150080202: Giões;195;;;
150080203: Martim Longo;250,2;;;
150080206: União das freguesias de Alcoutim e Pereiro;438,1;;;
150080205: Vaqueiros;433,8;;;
1500803: Aljezur;1426,1;;;
150080301: Aljezur;577,4;;;
150080302: Bordeira;708,4;;;
150080303: Odeceixe;2299,2;;;
150080304: Rogil;2155,1;;;
1500804: Castro Marim;717,2;;;
150080404: Altura;1164;;;
150080401: Azinhal;877,4;;;
150080402: Castro Marim;901,6;;;
150080403: Odeleite;434,6;;;
1500805: Faro;3948,6;;;
150080506: Montenegro;14019,2;;;
150080503: Santa Bárbara de Nexe;2107,8;;;
150080507: União das freguesias de Conceição e Estoi;3510,6;;;
150080508: União das freguesias de Faro (Sé e São Pedro);6434,7;;;
1500806: Lagoa;2652,2;;;
150080602: Ferragudo;2644,4;;;
150080604: Porches;2281,7;;;
150080607: União das freguesias de Estômbar e Parchal;2829,7;;;
150080608: União das freguesias de Lagoa e Carvoeiro;2642,9;;;
1500807: Lagos;1177,9;;;
150080703: Luz;1259,9;;;
150080704: Odiáxere;1290,8;;;
150080707: União das freguesias de Bensafrim e Barão de São João;1107,5;;;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);1063,9;;;
1500808: Loulé;956,3;;;
150080801: Almancil;3339,6;;;
150080802: Alte;1233,4;;;
150080803: Ameixial;234,3;;;
150080804: Boliqueime;1114,2;;;
150080808: Loulé (São Clemente);973,6;;;
150080809: Loulé (São Sebastião);1030,4;;;
150080805: Quarteira;1635;;;
150080807: Salir;752,6;;;
150080812: União de freguesias de Querença, Tôr e Benafim;731,8;;;
1500809: Monchique;2552,3;;;
150080901: Alferce;2600,3;;;
150080902: Marmelete;3018,2;;;
150080903: Monchique;1970,5;;;
1500810: Olhão;3509,1;;;
150081003: Olhão;1686,1;;;
150081004: Pechão;5644,6;;;
150081005: Quelfes;2578,6;;;
150081006: União das freguesias de Moncarapacho e Fuseta;3196,4;;;
1500811: Portimão;1813,5;;;
150081101: Alvor;4501,1;;;
150081102: Mexilhoeira Grande;2105,9;;;
150081103: Portimão;1147,1;;;
1500812: São Brás de Alportel;435,8;;;
150081201: São Brás de Alportel;435,8;;;
1500813: Silves;2167,4;;;
150081303: Armação de Pêra;1125,5;;;
150081305: São Bartolomeu de Messines;1959,6;;;
150081306: São Marcos da Serra;771,8;;;
150081307: Silves;3038,1;;;
150081309: União das freguesias de Alcantarilha e Pêra;2758,8;;;
150081310: União das freguesias de Algoz e Tunes;2603,7;;;
1500814: Tavira;1288,4;;;
150081401: Cachopo;394;;;
150081404: Santa Catarina da Fonte do Bispo;732,6;;;
150081408: Santa Luzia;2279,1;;;
150081410: União das freguesias de Conceição e Cabanas de Tavira;1484;;;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;2355;;;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);1851,9;;;
1500815: Vila do Bispo;396,9;;;
150081501: Barão de São Miguel;502,4;;;
150081502: Budens;312,4;;;
150081504: Sagres;269,9;;;
150081506: Vila do Bispo e Raposeira;496,8;;;
1500816: Vila Real de Santo António;878,6;;;
150081603: Monte Gordo;2360,6;;;
150081601: Vila Nova de Cacela;902,8;;;
150081602: Vila Real de Santo António;301,8;;;
2: Região Autónoma dos Açores;2914,4;;;
20: Região Autónoma dos Açores;2914,4;;;
200: Região Autónoma dos Açores;2914,4;;;
2004301: Angra do Heroísmo;3364,9;;;
200430101: Altares;3282,2;;;
200430102: Angra (Nossa Senhora da Conceição);3461,8;;;
200430103: Angra (Santa Luzia);2910,7;;;
200430104: Angra (São Pedro);4291,4;;;
200430105: Angra (Sé);2059,9;;;
200430106: Cinco Ribeiras;3808,7;;;
200430107: Doze Ribeiras;2990,8;;;
200430108: Feteira;3708,8;;;
200430109: Porto Judeu;3020,5;;;
200430110: Posto Santo;2745,9;;;
200430111: Raminho;3651,4;;;
200430112: Ribeirinha;3647,3;;;
200430113: Santa Bárbara;3334,7;;;
200430114: São Bartolomeu de Regatos;3120,6;;;
200430115: São Bento;2608,1;;;
200430116: São Mateus da Calheta;4781,8;;;
200430117: Serreta;3597,8;;;
200430118: Terra Chã;3593,1;;;
200430119: Vila de São Sebastião;4233,8;;;
2004501: Calheta;2263,3;;;
200450101: Calheta;2217,9;;;
200450102: Norte Pequeno;1945,8;;;
200450103: Ribeira Seca;2041;;;
200450104: Santo Antão;2552,9;;;
200450105: Topo (Nossa Senhora do Rosário);2641,8;;;
2004901: Corvo;821,1;;;
200490101: Corvo;821,1;;;
2004701: Horta;2032,7;;;
200470101: Capelo;1137,9;;;
200470102: Castelo Branco;1928,6;;;
200470103: Cedros;2059,4;;;
200470104: Feteira;2398,5;;;
200470105: Flamengos;2084,9;;;
200470106: Horta (Angústias);2700,1;;;
200470107: Horta (Conceição);2023,6;;;
200470108: Horta (Matriz);2236,8;;;
200470109: Pedro Miguel;2244,5;;;
200470110: Praia do Almoxarife;1926,8;;;
200470111: Praia do Norte;1097,2;;;
200470112: Ribeirinha;1890,6;;;
200470113: Salão;2213,2;;;
2004201: Lagoa;5094,9;;;
200420101: Água de Pau;4258,7;;;
200420102: Cabouco;7907,5;;;
200420103: Lagoa (Nossa Senhora do Rosário);8332,3;;;
200420104: Lagoa (Santa Cruz);4350,7;;;
200420105: Ribeira Chã;4329;;;
2004801: Lajes das Flores;1632,1;;;
200480101: Fajã Grande;1511,7;;;
200480102: Fajãzinha;1600,6;;;
200480103: Fazenda;1704,5;;;
200480104: Lajedo;1611,2;;;
200480105: Lajes das Flores;1723,1;;;
200480106: Lomba;1513,6;;;
200480107: Mosteiro;1875,5;;;
2004601: Lajes do Pico;1569,6;;;
200460101: Calheta de Nesquim;1213,6;;;
200460102: Lajes do Pico;1721,1;;;
200460103: Piedade;1479,3;;;
200460104: Ribeiras;1392,1;;;
200460105: Ribeirinha;1940;;;
200460106: São João;1472,2;;;
2004602: Madalena;1265,8;;;
200460201: Bandeiras;1235,3;;;
200460202: Candelária;1286,5;;;
200460203: Criação Velha;1279,2;;;
200460204: Madalena;1304,7;;;
200460205: São Caetano;1019,8;;;
200460206: São Mateus;1359,9;;;
2004202: Nordeste;3538,9;;;
200420201: Achada;3709,2;;;
200420202: Achadinha;3572,7;;;
200420208: Algarvia;3889,5;;;
200420203: Lomba da Fazenda;3367,5;;;
200420204: Nordeste;3784,2;;;
200420206: Salga;3158,9;;;
200420207: Santana;3107,8;;;
200420209: Santo António de Nordestinho;3904,2;;;
200420210: São Pedro de Nordestinho;3523,4;;;
2004203: Ponta Delgada;4717,3;;;
200420323: Ajuda da Bretanha;3778,3;;;
200420301: Arrifes;5130,6;;;
200420303: Candelária;4395,3;;;
200420304: Capelas;5361,5;;;
200420305: Covoada;4475,9;;;
200420306: Fajã de Baixo;6561,1;;;
200420307: Fajã de Cima;4323,4;;;
200420308: Fenais da Luz;5080,6;;;
200420309: Feteiras;4217,7;;;
200420310: Ginetes;4906,9;;;
200420311: Mosteiros;3960,6;;;
200420324: Pilar da Bretanha;3917,3;;;
200420313: Ponta Delgada (São José);5405,2;;;
200420314: Ponta Delgada (São Pedro);7275,7;;;
200420312: Ponta Delgada (São Sebastião);2389,3;;;
200420315: Relva;4613,2;;;
200420316: Remédios;4015,8;;;
200420317: Rosto do Cão (Livramento);4134,1;;;
200420318: Rosto do Cão (São Roque);9012,5;;;
200420319: Santa Bárbara;3977,7;;;
200420325: Santa Clara;4931,6;;;
200420320: Santo António;4204,5;;;
200420321: São Vicente Ferreira;5609;;;
200420322: Sete Cidades;3926,3;;;
2004204: Povoação;3337,6;;;
200420401: Água Retorta;3503,3;;;
200420402: Faial da Terra;3931,6;;;
200420403: Furnas;2777,5;;;
200420404: Nossa Senhora dos Remédios;3842,7;;;
200420405: Povoação;3529,7;;;
200420406: Ribeira Quente;6167;;;
2004205: Ribeira Grande;4506,7;;;
200420501: Calhetas;6996,2;;;
200420502: Fenais da Ajuda;4101,4;;;
200420503: Lomba da Maia;4112;;;
200420504: Lomba de São Pedro;4416,8;;;
200420505: Maia;3672,1;;;
200420506: Pico da Pedra;5923,4;;;
200420507: Porto Formoso;3790;;;
200420508: Rabo de Peixe;5590,1;;;
200420509: Ribeira Grande (Conceição);3904,9;;;
200420510: Ribeira Grande (Matriz);4429;;;
200420511: Ribeira Seca;4112,6;;;
200420512: Ribeirinha;4130,4;;;
200420513: Santa Bárbara;7543,6;;;
200420514: São Brás;3854,1;;;
2004401: Santa Cruz da Graciosa;2529,1;;;
200440101: Guadalupe;2306,9;;;
200440102: Luz;2131,2;;;
200440104: Santa Cruz da Graciosa;2850,9;;;
200440103: São Mateus;2856;;;
2004802: Santa Cruz das Flores;849,2;;;
200480201: Caveira;1980,7;;;
200480202: Cedros;1589,1;;;
200480203: Ponta Delgada;1647,4;;;
200480204: Santa Cruz das Flores;645,3;;;
2004603: São Roque do Pico;1320,6;;;
200460301: Prainha;1059;;;
200460302: Santa Luzia;1709,1;;;
200460303: Santo Amaro;1413,6;;;
200460304: Santo António;1178,1;;;
200460305: São Roque do Pico;1437,3;;;
2004502: Velas;2111,7;;;
200450201: Manadas (Santa Bárbara);1825,1;;;
200450202: Norte Grande (Neves);2022,7;;;
200450203: Rosais;2103,7;;;
200450204: Santo Amaro;2123,6;;;
200450205: Urzelina (São Mateus);2267,4;;;
200450206: Velas (São Jorge);2424,9;;;
2004302: Vila da Praia da Vitória;3850,1;;;
200430201: Agualva;3454,9;;;
200430202: Biscoitos;3175,6;;;
200430203: Cabo da Praia;4197,9;;;
200430204: Fonte do Bastardo;4662,8;;;
200430205: Fontinhas;4307,7;;;
200430206: Lajes;3429,2;;;
200430211: Porto Martins;3148,8;;;
200430207: Praia da Vitória (Santa Cruz);3997,3;;;
200430208: Quatro Ribeiras;3956,7;;;
200430209: São Brás;4019,5;;;
200430210: Vila Nova;3607,3;;;
2004101: Vila do Porto;1286;;;
200410101: Almagreira;1769;;;
200410102: Santa Bárbara;1753,6;;;
200410103: Santo Espírito;1086,5;;;
200410104: São Pedro;1147,7;;;
200410105: Vila do Porto;1260,8;;;
2004206: Vila Franca do Campo;4116;;;
200420601: Água de Alto;3829,8;;;
200420602: Ponta Garça;4056,5;;;
200420603: Ribeira das Tainhas;5241;;;
200420606: Ribeira Seca;3974,9;;;
200420604: Vila Franca do Campo (São Miguel);4224;;;
200420605: Vila Franca do Campo (São Pedro);5014,3;;;
3: Região Autónoma da Madeira;14828,5;;;
30: Região Autónoma da Madeira;14828,5;;;
300: Região Autónoma da Madeira;14828,5;;;
3003101: Calheta;11895,3;;;
300310101: Arco da Calheta;11276,7;;;
300310102: Calheta;14898,2;;;
300310103: Estreito da Calheta;16752,8;;;
300310104: Fajã da Ovelha;11054,3;;;
300310105: Jardim do Mar;7532,6;;;
300310106: Paul do Mar;7947,1;;;
300310107: Ponta do Pargo;6284,6;;;
300310108: Prazeres;19671,7;;;
3003102: Câmara de Lobos;13050,7;;;
300310201: Câmara de Lobos;12485,2;;;
300310202: Curral das Freiras;11585,4;;;
300310203: Estreito de Câmara de Lobos;13223,3;;;
300310205: Jardim da Serra;8232;;;
300310204: Quinta Grande;24247,1;;;
3003103: Funchal;17090,6;;;
300310303: Funchal (Santa Luzia);11491,6;;;
300310304: Funchal (Santa Maria Maior);28360,9;;;
300310308: Funchal (São Pedro);17586;;;
300310310: Funchal (Sé);7365,1;;;
300310301: Imaculado Coração de Maria;12708,5;;;
300310302: Monte;8206,2;;;
300310305: Santo António;12018;;;
300310306: São Gonçalo;57393,9;;;
300310307: São Martinho;13690,7;;;
300310309: São Roque;12557,8;;;
3003104: Machico;13351,1;;;
300310401: Água de Pena;20838,8;;;
300310402: Caniçal;5463,1;;;
300310403: Machico;15373,7;;;
300310404: Porto da Cruz;12696,3;;;
300310405: Santo António da Serra;15611,9;;;
3003105: Ponta do Sol;16877,3;;;
300310501: Canhas;19542,4;;;
300310502: Madalena do Mar;9405,5;;;
300310503: Ponta do Sol;16244,4;;;
3003106: Porto Moniz;9669,6;;;
300310601: Achadas da Cruz;7245,3;;;
300310602: Porto Moniz;9329,4;;;
300310603: Ribeira da Janela;11594;;;
300310604: Seixal;11063,5;;;
3003201: Porto Santo;3275,3;;;
300320101: Porto Santo;3275,3;;;
3003107: Ribeira Brava;14413,4;;;
300310701: Campanário;15755,1;;;
300310702: Ribeira Brava;12062,8;;;
300310703: Serra de Água;12517,6;;;
300310704: Tabua;21480,4;;;
3003108: Santa Cruz;37018,4;;;
300310802: Camacha;38622,9;;;
300310803: Caniço;35916,3;;;
300310804: Gaula;19918,8;;;
300310805: Santa Cruz;22137,2;;;
300310806: Santo António da Serra;64767,5;;;
3003109: Santana;12806,2;;;
300310901: Arco de São Jorge;10935,6;;;
300310902: Faial;12990,6;;;
300310906: Ilha;8769,3;;;
300310903: Santana;14350,4;;;
300310904: São Jorge;11329,4;;;
300310905: São Roque do Faial;13702;;;
3003110: São Vicente;12218,4;;;
300311001: Boa Ventura;12620,1;;;
300311002: Ponta Delgada;15648;;;
300311003: São Vicente;11227,8;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019;;;;
;;;;
Note(s):;;;;
"(1) The estimated results do not include the situations ""Don,t know / refusal"".";;;;
;;;;
;;;;
;;;;
This data last updated:october 02, 2021;;;;
;;;;
;;;;
Table Metadata;;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha);;;;
Name;Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial;;;
Regularity;Decennial;;;
Source;Statistics Portugal, Agriculture census - 2019;;;
First available period;1999;;;
Last available period;2019;;;
Dimensions;;;;
     Dimension 1;Data reference period;;;
     Dimension 2;Geographic localization (NUTS -2013);;;
Concepts;;;;
     UTILISED AGRICULTURAL AREA;The area of the holding, which includes: arable land (cleared and under cover of scrub and forests), kitchen garden, land under permanent crops and permanent pasture.;;;
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.;;;
     HOLDING´S TOTAL STANDARD OUTPUT;Holding's output value that corresponds to the sum of the different standard output values (SO) for each activity, obtained by multiplying the SO of an agricultural product by the crop hectares or by the livestock units existing on the holding.;;;
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
Definition;;;;
Formule;Total standard output/ Utilised agricultural area;;;
Measure unit (symbol);Euro/ Hectare (?/ ha);;;
Power of 10;0;;;
Last update date;02-Oct-2021;;;
