
Statistical table extracted on October 11, 2022 (22:39:22)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;119170509: União das freguesias de Campanhó e Paradança;316;130;179;3;4;
;119170510: União das freguesias de Ermelo e Pardelhas;467;265;191;10;1;
;119170508: Vilar de Ferreiros;654;242;395;13;4;
;1190309: Póvoa de Lanhoso;4033;1468;2225;179;161;
;119030906: Covelas;162;51;101;7;3;
;119030908: Ferreiros;184;62;104;4;14;
;119030912: Galegos;86;32;53;1;- -;
;119030913: Garfe;159;60;79;15;5;
;119030914: Geraz do Minho;191;76;92;10;13;
;119030915: Lanhoso;108;38;54;10;6;
;119030917: Monsul;152;68;80;4;- -;
;119030919: Póvoa de Lanhoso (Nossa Senhora do Amparo);85;22;45;9;9;
;119030921: Rendufinho;201;76;109;9;7;
;119030922: Santo Emilião;79;27;45;4;3;
;119030923: São João de Rei;120;41;69;5;5;
;119030924: Serzedelo;334;149;168;12;5;
;119030925: Sobradelo da Goma;278;103;169;6;- -;
;119030926: Taíde;113;47;54;6;6;
;119030927: Travassos;107;41;60;4;2;
;119030930: União das freguesias de Águas Santas e Moure;225;61;125;12;27;
;119030931: União das freguesias de Calvos e Frades;294;118;161;9;6;
;119030932: União das freguesias de Campos e Louredo;295;83;187;14;11;
;119030933: União das freguesias de Esperança e Brunhais;150;64;71;7;8;
;119030934: União das freguesias de Fonte Arcada e Oliveira;306;99;178;13;16;
;119030935: União das freguesias de Verim, Friande e Ajude;296;105;172;12;7;
;119030929: Vilela;108;45;49;6;8;
;1190311: Vieira do Minho;4399;1562;2541;208;88;
;119031105: Cantelães;222;74;138;4;6;
;119031107: Eira Vedra;170;51;95;18;6;
;119031108: Guilhofrei;327;125;177;19;6;
;119031109: Louredo;138;48;82;8;- -;
;119031110: Mosteiro;307;95;193;13;6;
;119031111: Parada de Bouro;179;79;83;10;7;
;119031112: Pinheiro;346;100;226;14;6;
;119031113: Rossas;710;251;415;30;14;
;119031115: Salamonde;157;55;92;7;3;
;119031118: Tabuaças;184;59;111;12;2;
;119031122: União das freguesias de Anissó e Soutelo;198;76;118;4;- -;
;119031123: União das freguesias de Anjos e Vilar do Chão;350;144;182;22;2;
;119031124: União das freguesias de Caniçada e Soengas;251;94;140;10;7;
;119031125: União das freguesias de Ruivães e Campos;482;190;259;22;11;
;119031126: União das freguesias de Ventosa e Cova;174;52;114;5;3;
;119031120: Vieira do Minho;204;69;116;10;9;
;1190312: Vila Nova de Famalicão;6418;1606;3988;491;333;
;119031204: Bairro;88;15;49;19;5;
;119031206: Brufe;79;15;47;4;13;
;119031210: Castelões;108;30;69;8;1;
;119031212: Cruz;141;36;81;9;15;
;119031213: Delães;53;5;33;5;10;
;119031215: Fradelos;517;119;354;30;14;
;119031216: Gavião;140;22;91;12;15;
;119031219: Joane;107;42;57;4;4;
;119031221: Landim;166;23;110;19;14;
;119031223: Louro;212;52;127;19;14;
;119031224: Lousado;107;28;72;4;3;
;119031225: Mogege;78;31;45;2;- -;
;119031227: Nine;280;35;188;49;8;
;119031239: Oliveira (Santa Maria);132;30;89;7;6;
;119031242: Oliveira (São Mateus);42;13;24;5;- -;
;119031230: Pedome;67;25;42;- -;- -;
;119031232: Pousada de Saramagos;37;7;22;4;4;
;119031233: Requião;185;45;104;17;19;
;119031234: Riba de Ave;28;3;16;3;6;
;119031235: Ribeirão;292;79;177;24;12;
;119031250: União das freguesias de Antas e Abade de Vermoim;156;39;76;19;22;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;542;174;339;20;9;
;119031252: União das freguesias de Avidos e Lagoa;162;46;91;12;13;
;119031253: União das freguesias de Carreira e Bente;136;24;81;13;18;
;119031254: União das freguesias de Esmeriz e Cabeçudos;165;40;90;24;11;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;500;101;354;30;15;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;301;78;178;22;23;
;119031257: União das freguesias de Ruivães e Novais;108;27;72;8;1;
;119031258: União das freguesias de Seide;165;42;103;9;11;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;552;182;317;28;25;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;207;43;125;26;13;
;119031241: Vale (São Martinho);168;44;110;9;5;
;119031247: Vermoim;139;49;75;13;2;
;119031249: Vilarinho das Cambas;258;62;180;14;2;
;1190314: Vizela;805;264;480;39;22;
;119031404: Infias;99;31;62;4;2;
;119031401: Santa Eulália;171;67;85;16;3;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);101;41;58;1;1;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);311;82;200;13;16;
;119031406: Vizela (Santo Adrião);123;43;75;5;- -;
;11A: Área Metropolitana do Porto;44847;12188;28567;2631;1461;
;11A0104: Arouca;6203;1849;3982;266;106;
;11A010402: Alvarenga;395;155;231;7;2;
;11A010407: Chave;366;79;261;22;4;
;11A010409: Escariz;319;94;219;3;3;
;11A010411: Fermedo;432;86;331;11;4;
;11A010413: Mansores;325;97;219;5;4;
;11A010414: Moldes;600;184;376;25;15;
;11A010415: Rossas;480;106;333;25;16;
;11A010416: Santa Eulália;649;180;408;44;17;
;11A010417: São Miguel do Mato;245;65;172;5;3;
;11A010418: Tropeço;347;108;225;10;4;
;11A010421: União das freguesias de Arouca e Burgo;742;220;445;61;16;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;223;111;98;12;2;
;11A010423: União das freguesias de Canelas e Espiunca;396;131;249;10;6;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;211;94;105;10;2;
;11A010419: Urrô;411;124;269;10;8;
;11A010420: Várzea;62;15;41;6;- -;
;11A0107: Espinho;106;35;58;8;5;
;11A010702: Espinho;- -;- -;- -;- -;- -;
;11A010704: Paramos;13;5;8;- -;- -;
;11A010705: Silvalde;26;8;13;2;3;
;11A010706: União das freguesias de Anta e Guetim;67;22;37;6;2;
;11A1304: Gondomar;2751;650;1715;236;150;
;11A130412: Baguim do Monte (Rio Tinto);124;18;81;14;11;
;11A130405: Lomba;138;39;86;9;4;
;11A130408: Rio Tinto;220;41;138;24;17;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;412;88;274;27;23;
;11A130414: União das freguesias de Foz do Sousa e Covelo;635;147;385;64;39;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;571;118;373;44;36;
;11A130416: União das freguesias de Melres e Medas;651;199;378;54;20;
;11A1306: Maia;1501;323;960;119;99;
;11A130601: Águas Santas;171;38;124;3;6;
;11A130618: Castêlo da Maia;375;73;241;36;25;
;11A130619: Cidade da Maia;163;36;99;8;20;
;11A130603: Folgosa;221;45;148;20;8;
;11A130608: Milheirós;44;11;26;1;6;
;11A130609: Moreira;112;23;70;12;7;
;11A130620: Nogueira e Silva Escura;143;31;93;10;9;
;11A130617: Pedrouços;34;10;19;3;2;
;11A130613: São Pedro Fins;135;29;83;15;8;
;11A130616: Vila Nova da Telha;103;27;57;11;8;
;11A1308: Matosinhos;1100;254;757;45;44;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;320;81;225;4;10;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;65;18;45;- -;2;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;612;131;414;38;29;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;103;24;73;3;3;
;11A0113: Oliveira de Azeméis;3888;1241;2385;186;76;
;11A011301: Carregosa;281;108;162;6;5;
;11A011302: Cesar;77;26;46;- -;5;
;11A011303: Fajões;324;104;204;9;7;
;11A011304: Loureiro;649;196;415;36;2;
;11A011305: Macieira de Sarnes;72;27;40;2;3;
;11A011310: Ossela;358;139;187;22;10;
;11A011315: São Martinho da Gândara;365;93;242;21;9;
;11A011318: São Roque;76;26;47;2;1;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;287;93;156;20;18;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;488;159;289;34;6;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;640;189;422;23;6;
;11A011319: Vila de Cucujães;271;81;175;11;4;
;11A1310: Paredes;4734;1308;2965;287;174;
;11A131001: Aguiar de Sousa;244;65;167;12;- -;
;11A131002: Astromil;86;20;57;3;6;
;11A131003: Baltar;227;34;173;8;12;
;11A131004: Beire;351;120;213;13;5;
;11A131008: Cete;124;27;78;12;7;
;11A131009: Cristelo;81;23;56;1;1;
;11A131010: Duas Igrejas;229;80;130;10;9;
;11A131011: Gandra;320;75;200;35;10;
;11A131013: Lordelo;170;50;100;13;7;
;11A131014: Louredo;88;34;30;16;8;
;11A131017: Parada de Todeia;95;29;58;4;4;
;11A131025: Paredes;1199;310;760;79;50;
;11A131018: Rebordosa;266;72;163;14;17;
;11A131019: Recarei;411;109;266;24;12;
;11A131020: Sobreira;292;97;177;10;8;
;11A131021: Sobrosa;140;46;80;10;4;
;11A131022: Vandoma;154;50;93;5;6;
;11A131024: Vilela;257;67;164;18;8;
;11A1312: Porto;- -;- -;- -;- -;- -;
;11A131202: Bonfim;- -;- -;- -;- -;- -;
;11A131203: Campanhã;- -;- -;- -;- -;- -;
;11A131210: Paranhos;- -;- -;- -;- -;- -;
;11A131211: Ramalde;- -;- -;- -;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;- -;- -;- -;- -;
;11A1313: Póvoa de Varzim;5499;1362;3826;245;66;
;11A131305: Balazar;434;113;293;26;2;
;11A131307: Estela;1189;281;852;47;9;
;11A131308: Laundos;236;45;181;10;- -;
;11A131311: Rates;550;111;375;52;12;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;264;76;178;7;3;
;11A131314: União das freguesias de Aguçadoura e Navais;1357;354;934;51;18;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;1469;382;1013;52;22;
;11A0109: Santa Maria da Feira;3611;1026;2305;175;105;
;11A010901: Argoncilhe;131;9;93;15;14;
;11A010902: Arrifana;149;49;97;1;2;
;11A010904: Escapães;54;15;34;3;2;
;11A010907: Fiães;25;3;22;- -;- -;
;11A010908: Fornos;65;15;47;1;2;
;11A010913: Lourosa;14;4;10;- -;- -;
;11A010914: Milheirós de Poiares;96;18;68;6;4;
;11A010916: Mozelos;46;13;27;5;1;
;11A010917: Nogueira da Regedoura;17;7;4;6;- -;
;11A010919: Paços de Brandão;26;6;17;2;1;
;11A010921: Rio Meão;35;10;24;1;- -;
;11A010922: Romariz;350;91;236;19;4;
;11A010924: Sanguedo;37;4;24;4;5;
;11A010925: Santa Maria de Lamas;8;4;4;- -;- -;
;11A010926: São João de Ver;94;38;52;2;2;
;11A010918: São Paio de Oleiros;30;7;19;3;1;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;153;47;88;16;2;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;1018;293;669;36;20;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;588;166;366;26;30;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;294;96;176;11;11;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;381;131;228;18;4;
;11A1314: Santo Tirso;2829;888;1567;205;169;
;11A131401: Agrela;91;28;49;9;5;
;11A131402: Água Longa;180;47;114;12;7;
;11A131405: Aves;78;28;39;8;3;
;11A131413: Monte Córdova;394;131;226;25;12;
;11A131430: Negrelos (São Tomé);77;30;37;4;6;
;11A131416: Rebordões;61;16;34;5;6;
;11A131418: Reguenga;183;41;120;9;13;
;11A131419: Roriz;151;71;70;5;5;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;257;85;124;26;22;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);229;73;128;16;12;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;367;134;197;26;10;
;11A131436: União das freguesias de Lamelas e Guimarei;216;57;119;20;20;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;444;121;241;34;48;
;11A131432: Vilarinho;101;26;69;6;- -;
;11A0116: São João da Madeira;- -;- -;- -;- -;- -;
;11A011601: São João da Madeira;- -;- -;- -;- -;- -;
;11A1318: Trofa;1259;235;889;80;55;
;11A131806: Covelas;188;38;128;12;10;
;11A131808: Muro;79;18;49;8;4;
;11A131809: União das freguesias de Alvarelhos e Guidões;213;44;137;21;11;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);542;83;409;30;20;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);237;52;166;9;10;
;11A0119: Vale de Cambra;4684;1454;2856;238;136;
;11A011901: Arões;1309;490;716;75;28;
;11A011903: Cepelos;495;127;344;17;7;
;11A011905: Junqueira;589;166;397;20;6;
;11A011906: Macieira de Cambra;647;196;359;47;45;
;11A011907: Roge;623;128;452;25;18;
;11A011902: São Pedro de Castelões;650;213;379;37;21;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;371;134;209;17;11;
;11A1315: Valongo;1205;290;790;79;46;
;11A131501: Alfena;266;70;177;14;5;
;11A131503: Ermesinde;63;13;39;6;5;
;11A131506: União das freguesias de Campo e Sobrado;682;162;444;48;28;
;11A131505: Valongo;194;45;130;11;8;
;11A1316: Vila do Conde;3613;801;2368;300;144;
;11A131602: Árvore;102;16;68;12;6;
;11A131603: Aveleda;108;27;68;6;7;
;11A131604: Azurara;32;7;18;4;3;
;11A131607: Fajozes;93;19;64;6;4;
;11A131610: Gião;152;31;96;19;6;
;11A131611: Guilhabreu;143;21;102;11;9;
;11A131612: Junqueira;201;59;119;19;4;
;11A131613: Labruge;182;42;128;7;5;
;11A131614: Macieira da Maia;112;25;62;14;11;
;11A131616: Mindelo;196;35;137;18;6;
;11A131617: Modivas;80;20;52;5;3;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;528;108;355;48;17;
;11A131632: União das freguesias de Fornelo e Vairão;184;41;121;16;6;
;11A131633: União das freguesias de Malta e Canidelo;157;45;92;13;7;
;11A131634: União das freguesias de Retorta e Tougues;146;31;95;14;6;
;11A131635: União das freguesias de Rio Mau e Arcos;577;146;396;23;12;
;11A131636: União das freguesias de Touguinha e Touguinhó;173;34;120;11;8;
;11A131637: União das freguesias de Vilar e Mosteiró;162;25;96;27;14;
;11A131627: Vila Chã;146;33;93;15;5;
;11A131628: Vila do Conde;81;27;50;4;- -;
;11A131630: Vilar de Pinheiro;58;9;36;8;5;
;11A1317: Vila Nova de Gaia;1864;472;1144;162;86;
;11A131701: Arcozelo;64;14;42;5;3;
;11A131702: Avintes;121;35;61;15;10;
;11A131703: Canelas;37;10;26;1;- -;
;11A131704: Canidelo;50;13;29;5;3;
;11A131709: Madalena;103;29;65;8;1;
;11A131712: Oliveira do Douro;70;16;45;4;5;
;11A131717: São Félix da Marinha;52;18;27;4;3;
;11A131725: União das freguesias de Grijó e Sermonde;149;42;87;13;7;
;11A131726: União das freguesias de Gulpilhares e Valadares;166;33;114;14;5;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;75;15;52;6;2;
;11A131728: União das freguesias de Pedroso e Seixezelo;338;84;210;28;16;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;441;95;286;39;21;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;- -;- -;- -;- -;
;11A131731: União das freguesias de Serzedo e Perosinho;127;39;66;14;8;
;11A131723: Vilar de Andorinho;71;29;34;6;2;
;11B: Alto Tâmega;49364;18542;27400;2369;1053;
;11B1702: Boticas;3972;1526;2256;131;59;
;11B170217: Alturas do Barroso e Cerdedo;526;217;283;22;4;
;11B170218: Ardãos e Bobadela;479;208;260;7;4;
;11B170203: Beça;634;211;397;20;6;
;11B170219: Boticas e Granja;326;95;200;17;14;
;11B170220: Codessoso, Curros e Fiães do Tâmega;314;127;173;12;2;
;11B170208: Covas do Barroso;241;107;126;5;3;
;11B170210: Dornelas;330;154;160;8;8;
;11B170213: Pinho;317;95;219;2;1;
;11B170215: Sapiãos;309;114;171;18;6;
;11B170221: Vilar e Viveiro;496;198;267;20;11;
;11B1703: Chaves;15791;5755;8723;934;379;
;11B170301: Águas Frias;733;264;413;37;19;
;11B170302: Anelhe;319;145;160;12;2;
;11B170305: Bustelo;296;80;193;20;3;
;11B170309: Cimo de Vila da Castanheira;519;244;251;19;5;
;11B170310: Curalha;283;104;155;23;1;
;11B170312: Ervededo;752;265;426;41;20;
;11B170313: Faiões;339;108;196;25;10;
;11B170314: Lama de Arcos;408;98;259;45;6;
;11B170316: Mairos;222;130;90;1;1;
;11B170317: Moreiras;259;120;132;5;2;
;11B170318: Nogueira da Montanha;556;245;297;13;1;
;11B170320: Oura;215;74;123;16;2;
;11B170321: Outeiro Seco;443;138;231;46;28;
;11B170322: Paradela;266;101;152;11;2;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);343;141;186;12;4;
;11B170324: Redondelo;449;163;244;27;15;
;11B170327: Sanfins;333;108;215;8;2;
;11B170329: Santa Leocádia;352;136;190;25;1;
;11B170350: Santa Maria Maior;156;44;85;10;17;
;11B170330: Santo António de Monforte;307;80;186;41;- -;
;11B170331: Santo Estêvão;335;130;173;17;15;
;11B170333: São Pedro de Agostém;789;326;404;47;12;
;11B170334: São Vicente;318;112;196;7;3;
;11B170340: Tronco;285;108;144;26;7;
;11B170354: União das freguesias da Madalena e Samaiões;650;208;362;52;28;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;647;186;425;24;12;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;454;168;243;16;27;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;574;270;273;26;5;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;181;51;86;24;20;
;11B170359: União das freguesias de Soutelo e Seara Velha;427;177;215;24;11;
;11B170360: União das freguesias de Travancas e Roriz;587;317;252;12;6;
;11B170341: Vale de Anta;347;90;206;40;11;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);710;247;391;47;25;
;11B170343: Vila Verde da Raia;575;102;386;62;25;
;11B170344: Vilar de Nantes;153;47;86;11;9;
;11B170345: Vilarelho da Raia;531;204;288;29;10;
;11B170347: Vilas Boas;162;68;92;2;- -;
;11B170349: Vilela do Tâmega;239;62;156;18;3;
;11B170348: Vilela Seca;277;94;161;13;9;
;11B1706: Montalegre;7328;2942;3910;331;145;
;11B170601: Cabril;472;213;216;31;12;
;11B170603: Cervos;274;97;166;8;3;
;11B170604: Chã;673;226;417;22;8;
;11B170607: Covelo do Gerês;180;72;95;8;5;
;11B170609: Ferral;325;133;164;23;5;
;11B170612: Gralhas;208;71;123;5;9;
;11B170616: Morgade;209;88;99;12;10;
;11B170618: Negrões;176;80;85;7;4;
;11B170619: Outeiro;167;77;82;5;3;
;11B170623: Pitões das Junias;155;54;91;6;4;
;11B170625: Reigoso;171;81;83;7;- -;
;11B170626: Salto;624;236;320;49;19;
;11B170627: Santo André;231;66;156;6;3;
;11B170629: Sarraquinhos;314;125;181;5;3;
;11B170631: Solveira;156;92;62;1;1;
;11B170632: Tourém;80;31;46;3;- -;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;268;113;146;6;3;
;11B170637: União das freguesias de Meixedo e Padornelos;310;117;169;15;9;
;11B170638: União das freguesias de Montalegre e Padroso;317;81;198;25;13;
;11B170639: União das freguesias de Paradela, Contim e Fiães;322;165;144;12;1;
;11B170640: União das freguesias de Sezelhe e Covelães;259;137;110;6;6;
;11B170641: União das freguesias de Venda Nova e Pondras;167;81;75;9;2;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;613;262;316;27;8;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;490;182;276;22;10;
;11B170635: Vila da Ponte;167;62;90;11;4;
;11B1709: Ribeira de Pena;2756;1123;1501;86;46;
;11B170901: Alvadia;186;82;101;2;1;
;11B170902: Canedo;303;138;155;7;3;
;11B170906: Santa Marinha;209;97;97;7;8;
;11B170908: União das freguesias de Cerva e Limões;1025;405;575;34;11;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1033;401;573;36;23;
