
Statistical table extracted on October 11, 2022 (22:39:22)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11B171201: Água Revés e Crasto;436;137;261;26;12;
;11B171203: Algeriz;714;209;460;25;20;
;11B171205: Bouçoães;474;153;303;13;5;
;11B171206: Canaveses;347;163;167;12;5;
;11B171232: Carrazedo de Montenegro e Curros;1450;479;881;67;23;
;11B171209: Ervões;709;236;421;37;15;
;11B171211: Fornos do Pinhal;319;126;167;13;13;
;11B171212: Friões;679;310;325;31;13;
;11B171233: Lebução, Fiães e Nozelos;693;300;357;23;13;
;11B171215: Padrela e Tazem;375;174;193;3;5;
;11B171216: Possacos;444;122;284;26;12;
;11B171217: Rio Torto;471;179;249;26;17;
;11B171219: Santa Maria de Emeres;500;172;284;28;16;
;11B171220: Santa Valha;497;179;270;36;12;
;11B171221: Santiago da Ribeira de Alhariz;730;338;354;24;14;
;11B171222: São João da Corveira;643;253;346;35;9;
;11B171223: São Pedro de Veiga de Lila;418;187;221;5;5;
;11B171224: Serapicos;246;90;148;4;4;
;11B171234: Sonim e Barreiros;403;120;263;16;4;
;11B171235: Tinhela e Alvarelhos;412;154;236;19;3;
;11B171227: Vales;333;112;208;11;2;
;11B171236: Valpaços e Sanfins;1038;345;570;83;40;
;11B171229: Vassal;458;124;274;32;28;
;11B171230: Veiga de Lila;314;105;179;14;16;
;11B171231: Vilarandelo;636;193;369;52;22;
;11B1713: Vila Pouca de Aguiar;5778;2236;3220;226;96;
;11B171302: Alfarela de Jales;282;109;160;11;2;
;11B171319: Alvão;545;219;311;13;2;
;11B171303: Bornes de Aguiar;578;212;306;41;19;
;11B171304: Bragado;247;90;147;5;5;
;11B171305: Capeludos;314;136;162;10;6;
;11B171317: Sabroso de Aguiar;128;56;65;4;3;
;11B171310: Soutelo de Aguiar;735;264;432;24;15;
;11B171311: Telões;789;267;467;36;19;
;11B171312: Tresminas;469;212;243;11;3;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;246;109;124;8;5;
;11B171313: Valoura;271;98;162;7;4;
;11B171314: Vila Pouca de Aguiar;341;131;178;24;8;
;11B171315: Vreia de Bornes;424;158;246;16;4;
;11B171316: Vreia de Jales;409;175;217;16;1;
;11C: Tâmega e Sousa;59165;21549;33284;2491;1841;
;11C1301: Amarante;7884;2956;4300;323;305;
;11C130103: Ansiães;186;87;89;6;4;
;11C130107: Candemil;232;117;107;5;3;
;11C130112: Fregim;352;138;187;15;12;
;11C130115: Fridão;128;46;65;11;6;
;11C130117: Gondar;261;87;144;14;16;
;11C130134: Gouveia (São Simão);289;92;186;8;3;
;11C130118: Jazente;120;38;75;2;5;
;11C130119: Lomba;124;30;68;16;10;
;11C130120: Louredo;110;47;55;6;2;
;11C130121: Lufrei;209;89;106;4;10;
;11C130123: Mancelos;391;162;203;12;14;
;11C130126: Padronelo;106;28;65;5;8;
;11C130128: Rebordelo;129;48;73;7;1;
;11C130129: Salvador do Monte;220;70;127;10;13;
;11C130135: Telões;887;327;505;30;25;
;11C130136: Travanca;302;117;170;5;10;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;471;186;253;18;14;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;503;172;260;34;37;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;407;165;231;6;5;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);490;156;287;22;25;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;434;162;246;14;12;
;11C130146: União das freguesias de Olo e Canadelo;185;81;86;10;8;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;516;185;287;29;15;
;11C130138: Vila Caiz;259;115;125;11;8;
;11C130139: Vila Chã do Marão;265;105;133;12;15;
;11C130147: Vila Meã;308;106;167;11;24;
;11C1302: Baião;6492;2627;3429;256;180;
;11C130204: Frende;174;46;101;18;9;
;11C130205: Gestaçô;472;192;236;27;17;
;11C130206: Gove;607;220;348;20;19;
;11C130207: Grilo;185;80;98;4;3;
;11C130208: Loivos do Monte;191;102;86;2;1;
;11C130215: Santa Marinha do Zêzere;637;224;353;37;23;
;11C130221: União das freguesias de Ancede e Ribadouro;627;247;339;21;20;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;412;178;206;14;14;
;11C130223: União das freguesias de Campelo e Ovil;961;445;483;22;11;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;313;108;152;32;21;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;774;288;438;23;25;
;11C130226: União das freguesias de Teixeira e Teixeiró;546;255;259;21;11;
;11C130219: Valadares;386;147;226;8;5;
;11C130220: Viariz;207;95;104;7;1;
;11C0106: Castelo de Paiva;2686;778;1704;119;85;
;11C010602: Fornos;195;56;121;8;10;
;11C010606: Real;517;167;318;18;14;
;11C010607: Santa Maria de Sardoura;478;121;333;13;11;
;11C010608: São Martinho de Sardoura;167;28;128;10;1;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;743;221;454;49;19;
;11C010611: União das freguesias de Sobrado e Bairros;586;185;350;21;30;
;11C0305: Celorico de Basto;6743;2500;3824;268;151;
;11C030501: Agilde;339;84;229;19;7;
;11C030502: Arnóia;644;235;358;35;16;
;11C030520: Basto (São Clemente);332;165;159;6;2;
;11C030503: Borba de Montanha;536;188;323;13;12;
;11C030508: Codeçoso;144;42;87;11;4;
;11C030510: Fervença;415;110;276;18;11;
;11C030515: Moreira do Castelo;238;99;133;5;1;
;11C030517: Rego;545;230;286;15;14;
;11C030518: Ribas;435;169;245;13;8;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;870;353;462;35;20;
;11C030524: União das freguesias de Caçarilhe e Infesta;380;166;198;11;5;
;11C030525: União das freguesias de Canedo de Basto e Corgo;420;145;243;22;10;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);503;205;279;12;7;
;11C030527: União das freguesias de Veade, Gagos e Molares;640;183;383;43;31;
;11C030521: Vale de Bouro;302;126;163;10;3;
;11C1804: Cinfães;6037;2452;3308;194;83;
;11C180403: Cinfães;659;251;361;35;12;
;11C180404: Espadanedo;139;45;81;8;5;
;11C180405: Ferreiros de Tendais;269;121;147;1;- -;
;11C180406: Fornelos;385;155;213;10;7;
;11C180408: Moimenta;128;57;60;5;6;
;11C180409: Nespereira;730;345;370;12;3;
;11C180410: Oliveira do Douro;346;127;192;14;13;
;11C180412: Santiago de Piães;702;297;389;13;3;
;11C180413: São Cristóvão de Nogueira;658;273;349;27;9;
;11C180414: Souselo;365;159;186;14;6;
;11C180415: Tarouquela;370;141;211;14;4;
;11C180416: Tendais;509;209;287;11;2;
;11C180417: Travanca;365;119;217;20;9;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;412;153;245;10;4;
;11C1303: Felgueiras;5427;1849;3149;230;199;
;11C130301: Aião;152;59;84;6;3;
;11C130302: Airães;291;90;170;17;14;
;11C130305: Friande;173;51;117;3;2;
;11C130306: Idães;288;94;182;9;3;
;11C130307: Jugueiros;233;97;130;1;5;
;11C130313: Penacova;115;43;71;- -;1;
;11C130314: Pinheiro;106;41;64;1;- -;
;11C130315: Pombeiro de Ribavizela;180;69;99;7;5;
;11C130317: Refontoura;227;88;119;10;10;
;11C130318: Regilde;125;44;73;2;6;
;11C130319: Revinhade;85;31;47;3;4;
;11C130324: Sendim;161;55;92;7;7;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;578;193;321;35;29;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;838;244;520;42;32;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;310;100;177;18;15;
;11C130337: União das freguesias de Torrados e Sousa;257;109;140;5;3;
;11C130338: União das freguesias de Unhão e Lordelo;227;74;139;1;13;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;696;229;388;43;36;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);166;61;94;8;3;
;11C130341: União das freguesias de Vila Verde e Santão;219;77;122;12;8;
;11C1305: Lousada;3717;1221;2200;147;149;
;11C130502: Aveleda;138;35;91;6;6;
;11C130504: Caíde de Rei;238;87;120;21;10;
;11C130510: Lodares;157;57;88;7;5;
;11C130512: Macieira;105;29;73;- -;3;
;11C130513: Meinedo;347;79;226;17;25;
;11C130515: Nevogilde;193;69;112;8;4;
;11C130524: Sousela;168;69;87;4;8;
;11C130525: Torno;285;102;167;6;10;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);285;114;159;5;7;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;360;118;215;16;11;
;11C130529: União das freguesias de Figueiras e Covas;214;45;158;10;1;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);408;159;228;12;9;
;11C130531: União das freguesias de Nespereira e Casais;210;64;124;9;13;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;531;173;308;24;26;
;11C130526: Vilar do Torno e Alentém;78;21;44;2;11;
;11C1307: Marco de Canaveses;6478;2405;3618;245;210;
;11C130732: Alpendorada, Várzea e Torrão;427;92;283;30;22;
;11C130733: Avessadas e Rosém;363;134;201;18;10;
;11C130704: Banho e Carvalhosa;180;72;92;10;6;
;11C130734: Bem Viver;342;139;174;13;16;
;11C130705: Constance;176;75;90;7;4;
;11C130736: Marco;526;153;316;30;27;
;11C130737: Paredes de Viadores e Manhuncelos;414;157;236;16;5;
;11C130738: Penha Longa e Paços de Gaiolo;724;301;396;16;11;
;11C130739: Sande e São Lourenço do Douro;397;155;213;10;19;
;11C130735: Santo Isidoro e Livração;138;43;72;13;10;
;11C130722: Soalhães;706;258;421;17;10;
;11C130723: Sobretâmega;97;35;51;6;5;
;11C130724: Tabuado;245;83;143;9;10;
;11C130740: Várzea, Aliviada e Folhada;684;264;378;22;20;
;11C130741: Vila Boa de Quires e Maureles;738;299;393;19;27;
;11C130730: Vila Boa do Bispo;321;145;159;9;8;
;11C1309: Paços de Ferreira;2268;608;1426;126;108;
;11C130902: Carvalhosa;202;53;139;8;2;
;11C130904: Eiriz;161;44;111;2;4;
;11C130905: Ferreira;326;77;224;13;12;
;11C130906: Figueiró;125;27;78;10;10;
;11C130917: Frazão Arreigada;214;76;113;11;14;
;11C130908: Freamunde;185;38;122;15;10;
;11C130910: Meixomil;140;33;93;7;7;
;11C130918: Paços de Ferreira;171;34;106;14;17;
;11C130913: Penamaior;123;38;67;11;7;
;11C130914: Raimonda;168;56;92;12;8;
;11C130919: Sanfins Lamoso Codessos;289;94;179;11;5;
;11C130916: Seroa;164;38;102;12;12;
;11C1311: Penafiel;7262;2535;4132;367;228;
;11C131101: Abragão;585;261;311;7;6;
;11C131102: Boelhe;151;51;88;5;7;
;11C131103: Bustelo;422;124;244;35;19;
;11C131104: Cabeça Santa;158;53;93;6;6;
;11C131105: Canelas;247;92;135;14;6;
;11C131106: Capela;208;68;132;5;3;
;11C131107: Castelões;151;59;79;9;4;
;11C131108: Croca;311;125;169;10;7;
;11C131109: Duas Igrejas;393;165;212;10;6;
;11C131110: Eja;101;33;58;4;6;
;11C131112: Fonte Arcada;151;38;90;17;6;
;11C131113: Galegos;210;64;119;13;14;
;11C131141: Guilhufe e Urrô;257;84;150;16;7;
;11C131115: Irivo;174;57;89;20;8;
;11C131142: Lagares e Figueira;448;148;276;11;13;
;11C131140: Luzim e Vila Cova;283;119;145;9;10;
;11C131121: Oldrões;131;41;77;11;2;
;11C131122: Paço de Sousa;198;47;118;21;12;
;11C131139: Penafiel;921;310;535;50;26;
;11C131125: Perozelo;130;27;89;8;6;
;11C131128: Rans;164;61;92;6;5;
;11C131132: Recezinhos (São Mamede);226;84;126;13;3;
;11C131133: Recezinhos (São Martinho);474;152;278;33;11;
;11C131129: Rio de Moinhos;198;75;101;12;10;
;11C131138: Rio Mau;72;20;37;9;6;
;11C131134: Sebolido;15;11;4;- -;- -;
;11C131143: Termas de São Vicente;317;109;188;9;11;
;11C131136: Valpedre;166;57;97;4;8;
;11C1813: Resende;4171;1618;2194;216;143;
;11C181302: Barrô;524;213;242;36;33;
;11C181303: Cárquere;250;113;121;7;9;
;11C181310: Paus;317;131;162;17;7;
;11C181311: Resende;761;245;449;43;24;
;11C181312: São Cipriano;203;80;112;9;2;
;11C181313: São João de Fontoura;389;137;222;13;17;
;11C181314: São Martinho de Mouros;576;252;277;32;15;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;360;119;188;32;21;
;11C181317: União das freguesias de Felgueiras e Feirão;231;106;107;10;8;
;11C181318: União das freguesias de Freigil e Miomães;266;77;172;10;7;
;11C181319: União das freguesias de Ovadas e Panchorra;294;145;142;7;- -;
;11D: Douro;87922;26860;50640;6114;4308;
;11D1701: Alijó;8353;2215;5075;618;445;
;11D170101: Alijó;834;144;551;81;58;
;11D170107: Favaios;729;153;419;90;67;
;11D170108: Pegarinhos;390;128;226;25;11;
;11D170109: Pinhão;8;3;3;- -;2;
;11D170112: Sanfins do Douro;1180;350;694;76;60;
;11D170113: Santa Eugénia;318;65;218;23;12;
;11D170114: São Mamede de Ribatua;747;197;440;59;51;
;11D170120: União das freguesias de Carlão e Amieiro;1024;273;624;73;54;
;11D170121: União das freguesias de Castedo e Cotas;705;189;420;44;52;
;11D170122: União das freguesias de Pópulo e Ribalonga;336;115;207;8;6;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;459;116;300;28;15;
;11D170116: Vila Chã;330;75;235;13;7;
;11D170117: Vila Verde;446;188;227;20;11;
;11D170118: Vilar de Maçada;847;219;511;78;39;
;11D1801: Armamar;3734;1137;2162;273;162;
;11D180101: Aldeias;233;62;134;27;10;
;11D180120: Armamar;428;88;277;44;19;
;11D180104: Cimbres;202;68;125;5;4;
;11D180106: Folgosa;185;43;121;11;10;
;11D180107: Fontelo;388;127;218;27;16;
;11D180109: Queimada;222;87;109;15;11;
;11D180110: Queimadela;266;89;145;24;8;
;11D180111: Santa Cruz;92;40;48;4;- -;
;11D180114: São Cosmado;360;127;196;21;16;
;11D180115: São Martinho das Chãs;297;72;194;21;10;
;11D180121: União das freguesias de Aricera e Goujoim;183;67;95;11;10;
;11D180122: União das freguesias de São Romão e Santiago;245;88;138;14;5;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;393;119;222;25;27;
;11D180118: Vacalar;240;60;140;24;16;
;11D0403: Carrazeda de Ansiães;4719;1627;2625;268;199;
;11D040304: Carrazeda de Ansiães;195;60;115;10;10;
;11D040306: Fonte Longa;242;103;129;7;3;
;11D040308: Linhares;456;196;216;28;16;
;11D040309: Marzagão;247;84;141;16;6;
;11D040311: Parambos;231;75;112;23;21;
;11D040312: Pereiros;218;76;118;17;7;
;11D040313: Pinhal do Norte;299;122;156;10;11;
;11D040314: Pombal;379;124;211;23;21;
;11D040316: Seixo de Ansiães;317;99;172;26;20;
;11D040320: União das freguesias de Amedo e Zedes;379;135;207;22;15;
;11D040321: União das freguesias de Belver e Mogo de Malta;235;71;148;13;3;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;532;146;313;39;34;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;543;179;309;28;27;
;11D040318: Vilarinho da Castanheira;446;157;278;6;5;
;11D0404: Freixo de Espada à Cinta;2307;785;1261;123;138;
;11D040404: Ligares;253;109;113;17;14;
;11D040406: Poiares;309;111;170;8;20;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;1022;264;637;54;67;
;11D040408: União das freguesias de Lagoaça e Fornos;723;301;341;44;37;
;11D1805: Lamego;6306;1739;3753;474;340;
;11D180502: Avões;25;6;16;2;1;
;11D180504: Britiande;343;87;215;19;22;
;11D180505: Cambres;803;170;472;80;81;
;11D180507: Ferreirim;356;98;228;23;7;
;11D180508: Ferreiros de Avões;162;42;91;20;9;
;11D180509: Figueira;468;141;282;29;16;
;11D180510: Lalim;272;86;160;20;6;
;11D180525: Lamego (Almacave e Sé);697;154;403;79;61;
;11D180511: Lazarim;207;89;110;7;1;
;11D180516: Penajóia;824;165;545;70;44;
;11D180517: Penude;229;97;121;5;6;
;11D180519: Samodães;131;35;75;9;12;
;11D180520: Sande;301;84;181;20;16;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;214;102;102;8;2;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;374;115;233;19;7;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;510;121;306;46;37;
;11D180523: Várzea de Abrunhais;184;64;102;8;10;
;11D180524: Vila Nova de Souto d'El-Rei;206;83;111;10;2;
;11D1704: Mesão Frio;1823;511;1057;134;121;
;11D170401: Barqueiros;282;90;161;20;11;
;11D170402: Cidadelhe;152;35;90;15;12;
;11D170408: Mesão Frio (Santo André);442;123;233;48;38;
;11D170403: Oliveira;206;57;117;20;12;
;11D170407: Vila Marim;741;206;456;31;48;
;11D1807: Moimenta da Beira;3780;1276;2244;181;79;
;11D180702: Alvite;321;124;189;7;1;
;11D180703: Arcozelos;259;75;158;16;10;
;11D180705: Baldos;100;34;58;4;4;
;11D180706: Cabaços;272;81;176;12;3;
;11D180707: Caria;270;89;170;8;3;
;11D180708: Castelo;143;51;90;2;- -;
;11D180709: Leomil;415;133;254;22;6;
;11D180710: Moimenta da Beira;180;36;110;16;18;
;11D180713: Passô;227;83;128;16;- -;
;11D180716: Vila da Rua;360;114;208;28;10;
;11D180717: Sarzedo;154;69;73;8;4;
;11D180719: Sever;158;52;102;2;2;
;11D180721: União das freguesias de Paradinha e Nagosa;133;30;85;12;6;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;322;130;173;13;6;
;11D180723: União das freguesias de Peva e Segões;281;103;162;12;4;
;11D180720: Vilar;185;72;108;3;2;
;11D1707: Murça;4235;1267;2447;297;224;
;11D170701: Candedo;1333;349;798;109;77;
;11D170703: Fiolhoso;252;98;139;7;8;
;11D170704: Jou;646;222;361;41;22;
;11D170705: Murça;479;96;301;40;42;
;11D170710: União das freguesias de Carva e Vilares;293;120;165;6;2;
;11D170711: União das freguesias de Noura e Palheiros;853;222;481;79;71;
;11D170708: Valongo de Milhais;379;160;202;15;2;
;11D1812: Penedono;1827;661;1001;86;79;
;11D181202: Beselga;240;101;111;16;12;
;11D181203: Castainço;120;51;59;4;6;
;11D181207: Penela da Beira;297;89;174;11;23;
;11D181208: Póvoa de Penela;335;97;202;22;14;
;11D181209: Souto;250;84;143;15;8;
;11D181210: União das freguesias de Antas e Ourozinho;221;109;101;6;5;
;11D181211: União das freguesias de Penedono e Granja;364;130;211;12;11;
;11D1708: Peso da Régua;4628;1240;2729;367;292;
;11D170802: Fontelas;246;43;141;30;32;
;11D170805: Loureiro;565;120;341;61;43;
;11D170809: Sedielos;432;157;229;25;21;
;11D170813: União das freguesias de Galafura e Covelinhas;877;292;517;35;33;
;11D170814: União das freguesias de Moura Morta e Vinhós;606;165;396;29;16;
;11D170815: União das freguesias de Peso da Régua e Godim;572;105;351;61;55;
;11D170816: União das freguesias de Poiares e Canelas;828;208;474;83;63;
;11D170810: Vilarinho dos Freires;502;150;280;43;29;
;11D1710: Sabrosa;4135;1113;2471;336;215;
;11D171001: Celeirós;141;32;87;11;11;
;11D171002: Covas do Douro;548;128;327;48;45;
;11D171004: Gouvinhas;324;96;190;22;16;
;11D171007: Paços;418;146;220;31;21;
;11D171005: Parada de Pinhão;210;28;155;22;5;
;11D171009: Sabrosa;367;92;208;30;37;
;11D171011: São Lourenço de Ribapinhão;264;74;163;20;7;
;11D171013: Souto Maior;288;54;199;30;5;
;11D171014: Torre do Pinhão;193;62;118;12;1;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;577;200;326;33;18;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;568;139;347;57;25;
;11D171015: Vilarinho de São Romão;237;62;131;20;24;
;11D1711: Santa Marta de Penaguião;4685;1286;2659;432;308;
;11D171101: Alvações do Corgo;340;80;202;39;19;
;11D171102: Cumieira;803;217;450;78;58;
;11D171103: Fontes;569;227;288;35;19;
;11D171106: Medrões;399;91;247;33;28;
;11D171110: Sever;647;192;354;74;27;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1279;290;749;120;120;
;11D171112: União das freguesias de Louredo e Fornelos;648;189;369;53;37;
;11D1815: São João da Pesqueira;6098;1978;3459;382;279;
;11D181501: Castanheiro do Sul;395;119;228;20;28;
;11D181502: Ervedosa do Douro;869;279;496;48;46;
;11D181504: Nagozelo do Douro;493;126;317;29;21;
;11D181505: Paredes da Beira;419;144;240;27;8;
;11D181507: Riodades;350;159;156;18;17;
;11D181509: Soutelo do Douro;471;139;279;37;16;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;946;293;532;75;46;
;11D181516: União das freguesias de Trevões e Espinhosa;886;290;489;53;54;
;11D181517: União das freguesias de Vilarouco e Pereiros;470;149;271;35;15;
;11D181511: Vale de Figueira;595;195;350;30;20;
;11D181512: Valongo dos Azeites;204;85;101;10;8;
;11D1818: Sernancelhe;3404;1094;1952;274;84;
;11D181801: Arnas;158;59;93;6;- -;
;11D181802: Carregal;264;106;141;14;3;
;11D181803: Chosendo;223;56;150;15;2;
;11D181804: Cunha;195;64;108;18;5;
;11D181806: Faia;90;26;56;6;2;
;11D181810: Granjal;169;66;90;11;2;
;11D181811: Lamosa;113;43;56;12;2;
;11D181814: Quintela;126;43;75;5;3;
;11D181818: União das freguesias de Ferreirim e Macieira;570;156;365;33;16;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;317;90;191;27;9;
;11D181820: União das freguesias de Penso e Freixinho;268;79;151;30;8;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;678;230;352;74;22;
;11D181817: Vila da Ponte;233;76;124;23;10;
;11D1819: Tabuaço;3421;1065;1996;229;131;
;11D181901: Adorigo;252;98;119;19;16;
;11D181902: Arcos;165;53;102;7;3;
;11D181904: Chavães;223;119;99;5;- -;
;11D181905: Desejosa;196;42;140;13;1;
;11D181906: Granja do Tedo;141;30;94;15;2;
;11D181908: Longa;129;34;83;6;6;
;11D181913: Sendim;466;187;247;26;6;
;11D181914: Tabuaço;286;55;177;39;15;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;94;305;38;32;
;11D181919: União das freguesias de Paradela e Granjinha;209;87;100;15;7;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;238;85;142;5;6;
;11D181921: União das freguesias de Távora e Pereiro;413;122;251;22;18;
;11D181917: Valença do Douro;234;59;137;19;19;
;11D1820: Tarouca;2943;1032;1709;128;74;
;11D182004: Mondim da Beira;276;81;171;19;5;
;11D182005: Salzedas;600;222;338;21;19;
;11D182006: São João de Tarouca;380;126;247;7;- -;
;11D182011: União das freguesias de Gouviães e Ucanha;386;110;231;29;16;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;306;110;175;12;9;
;11D182013: União das freguesias de Tarouca e Dálvares;785;255;465;40;25;
;11D182009: Várzea da Serra;210;128;82;- -;- -;
;11D0409: Torre de Moncorvo;5509;1806;3021;359;323;
;11D040901: Açoreira;491;108;319;40;24;
;11D040903: Cabeça Boa;262;115;135;5;7;
;11D040905: Carviçais;841;277;484;50;30;
;11D040906: Castedo;206;102;102;1;1;
;11D040909: Horta da Vilariça;322;66;192;36;28;
;11D040910: Larinho;215;96;88;14;17;
;11D040911: Lousa;508;201;268;17;22;
;11D040913: Mós;358;136;181;23;18;
;11D040916: Torre de Moncorvo;202;26;140;14;22;
;11D040918: União das freguesias de Adeganha e Cardanha;527;185;273;37;32;
;11D040919: União das freguesias de Felgar e Souto da Velha;401;111;225;28;37;
;11D040920: União das freguesias de Felgueiras e Maçores;576;195;314;36;31;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;600;188;300;58;54;
;11D0914: Vila Nova de Foz Côa;5485;1588;3127;393;377;
;11D091401: Almendra;379;133;178;33;35;
;11D091402: Castelo Melhor;355;118;199;25;13;
;11D091403: Cedovim;312;74;217;4;17;
;11D091404: Chãs;414;128;222;33;31;
;11D091405: Custóias;227;69;141;6;11;
;11D091418: Freixo de Numão;553;179;323;35;16;
;11D091407: Horta;190;58;113;- -;19;
;11D091410: Muxagata;292;68;167;22;35;
;11D091411: Numão;213;43;144;13;13;
;11D091412: Santa Comba;374;127;172;43;32;
;11D091414: Sebadelhe;241;73;134;23;11;
;11D091415: Seixas;302;122;161;8;11;
;11D091416: Touça;230;45;160;17;8;
;11D091419: Vila Nova de Foz Côa;1403;351;796;131;125;
;11D1714: Vila Real;10530;3440;5892;760;438;
;11D171401: Abaças;776;298;381;55;42;
;11D171403: Andrães;759;297;383;53;26;
;11D171404: Arroios;159;47;88;16;8;
;11D171406: Campeã;635;258;311;44;22;
;11D171409: Folhadela;657;179;385;61;32;
;11D171410: Guiães;506;126;328;42;10;
;11D171414: Lordelo;144;55;72;13;4;
;11D171415: Mateus;212;65;106;25;16;
;11D171416: Mondrões;406;117;240;28;21;
;11D171420: Parada de Cunhos;196;53;107;12;24;
;11D171426: Torgueda;618;186;357;50;25;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;595;178;375;28;14;
;11D171432: União das freguesias de Borbela e Lamas de Olo;409;157;206;32;14;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;857;270;489;56;42;
;11D171434: União das freguesias de Mouçós e Lamares;887;244;532;79;32;
;11D171435: União das freguesias de Nogueira e Ermida;906;259;532;69;46;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;513;198;281;22;12;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;694;291;354;32;17;
;11D171429: Vila Marim;505;143;317;24;21;
;11D171438: Vila Real;96;19;48;19;10;
;11E: Terras de Trás-os-Montes;62430;20839;34496;4162;2933;
;11E0401: Alfândega da Fé;3682;1055;2063;316;248;
;11E040102: Alfândega da Fé;558;145;304;63;46;
;11E040103: Cerejais;190;29;124;19;18;
;11E040111: Sambade;434;135;246;38;15;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;256;112;99;19;26;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;353;130;177;25;21;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;279;78;157;30;14;
;11E040124: União das freguesias de Gebelim e Soeima;394;94;254;27;19;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;374;73;226;38;37;
;11E040126: União das freguesias de Pombal e Vales;215;60;132;13;10;
;11E040118: Vilar Chão;193;54;105;15;19;
;11E040119: Vilarelhos;217;51;134;18;14;
;11E040120: Vilares de Vilariça;219;94;105;11;9;
;11E0402: Bragança;11183;3690;6230;714;549;
;11E040201: Alfaião;210;69;112;17;12;
;11E040203: Babe;261;105;132;6;18;
;11E040204: Baçal;292;73;184;22;13;
;11E040206: Carragosa;197;76;97;10;14;
;11E040209: Castro de Avelãs;225;64;125;19;17;
;11E040210: Coelhoso;293;110;163;16;4;
;11E040212: Donai;251;70;150;17;14;
;11E040213: Espinhosela;351;127;178;24;22;
;11E040215: França;174;55;98;11;10;
;11E040216: Gimonde;226;46;137;26;17;
;11E040217: Gondesende;180;53;107;10;10;
;11E040218: Gostei;250;63;149;15;23;
;11E040219: Grijó de Parada;340;54;257;17;12;
;11E040221: Macedo do Mato;330;152;155;16;7;
;11E040224: Mós;185;76;92;4;13;
;11E040225: Nogueira;261;63;162;24;12;
;11E040226: Outeiro;310;114;157;24;15;
;11E040229: Parâmio;358;126;197;18;17;
;11E040230: Pinela;213;110;96;5;2;
;11E040232: Quintanilha;298;105;145;24;24;
