
Statistical table extracted on October 11, 2022 (21:57:23)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;16G182337: Coutos de Viseu;344;129;115;100;
;16G182315: Fragosela;314;88;78;148;
;16G182316: Lordosa;511;164;134;213;
;16G182318: Mundão;161;46;45;70;
;16G182319: Orgens;302;94;82;126;
;16G182320: Povolide;641;194;164;283;
;16G182321: Ranhados;162;54;40;68;
;16G182339: Repeses e São Salvador;124;46;39;39;
;16G182322: Ribafeita;466;134;125;207;
;16G182323: Rio de Loba;318;107;95;116;
;16G182325: Santos Evos;442;131;117;194;
;16G182340: São Cipriano e Vil de Souto;544;184;160;200;
;16G182327: São João de Lourosa;1478;442;380;656;
;16G182329: São Pedro de France;813;222;189;402;
;16G182317: Silgueiros;1588;540;475;573;
;16G182335: União das freguesias de Barreiros e Cepões;648;207;186;255;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1254;411;355;488;
;16G182338: Faíl e Vila Chã de Sá;781;229;209;343;
;16G182341: Viseu;135;47;34;54;
;16G1824: Vouzela;4353;1279;1071;2003;
;16G182401: Alcofra;492;143;125;224;
;16G182403: Campia;876;243;195;438;
;16G182407: Fornelo do Monte;183;75;58;50;
;16G182409: Queirã;917;287;229;401;
;16G182410: São Miguel do Mato;212;66;58;88;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;653;181;157;315;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;250;72;66;112;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;352;94;85;173;
;16G182411: Ventosa;418;118;98;202;
;16H: Beira Baixa;31152;12993;10301;7858;
;16H0502: Castelo Branco;11313;4709;3759;2845;
;16H050201: Alcains;287;115;96;76;
;16H050202: Almaceda;523;258;196;69;
;16H050203: Benquerenças;499;169;138;192;
;16H050205: Castelo Branco;1188;419;353;416;
;16H050211: Lardosa;431;180;143;108;
;16H050212: Louriçal do Campo;295;125;99;71;
;16H050214: Malpica do Tejo;604;283;207;114;
;16H050216: Monforte da Beira;461;215;169;77;
;16H050220: Salgueiro do Campo;591;237;193;161;
;16H050221: Santo André das Tojeiras;776;340;280;156;
;16H050222: São Vicente da Beira;710;298;238;174;
;16H050223: Sarzedas;1202;460;391;351;
;16H050225: Tinalhas;169;71;58;40;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;298;149;103;46;
;16H050227: União das freguesias de Escalos de Baixo e Mata;675;308;243;124;
;16H050228: União das freguesias de Escalos de Cima e Lousa;1029;448;337;244;
;16H050229: União das freguesias de Freixial e Juncal do Campo;680;272;210;198;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;450;199;158;93;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;445;163;147;135;
;16H0505: Idanha-a-Nova;4901;2108;1703;1090;
;16H050502: Aldeia de Santa Margarida;338;147;113;78;
;16H050505: Ladoeiro;857;330;284;243;
;16H050506: Medelim;161;65;51;45;
;16H050509: Oledo;175;83;67;25;
;16H050510: Penha Garcia;301;147;124;30;
;16H050511: Proença-a-Velha;250;112;81;57;
;16H050512: Rosmaninhal;363;156;127;80;
;16H050514: São Miguel de Acha;307;132;97;78;
;16H050516: Toulões;224;109;85;30;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;567;216;188;163;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;330;161;122;47;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;571;264;210;97;
;16H050521: União das freguesias de Zebreira e Segura;457;186;154;117;
;16H0506: Oleiros;3907;1603;1247;1057;
;16H050601: Álvaro;215;98;74;43;
;16H050603: Cambas;191;91;69;31;
;16H050613: Estreito-Vilar Barroco;686;287;233;166;
;16H050605: Isna;268;92;74;102;
;16H050606: Madeirã;140;50;39;51;
;16H050607: Mosteiro;209;88;63;58;
;16H050614: Oleiros-Amieira;1548;627;489;432;
;16H050609: Orvalho;340;146;106;88;
;16H050610: Sarnadas de São Simão;172;72;57;43;
;16H050611: Sobral;138;52;43;43;
;16H0507: Penamacor;3655;1633;1258;764;
;16H050704: Aranhas;217;109;75;33;
;16H050706: Benquerença;573;249;191;133;
;16H050707: Meimão;272;119;83;70;
;16H050708: Meimoa;358;139;111;108;
;16H050710: Penamacor;584;242;198;144;
;16H050711: Salvador;239;126;94;19;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;675;313;249;113;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;541;237;187;117;
;16H050712: Vale da Senhora da Póvoa;196;99;70;27;
;16H0508: Proença-a-Nova;4828;1820;1467;1541;
;16H050802: Montes da Senhora;678;283;209;186;
;16H050805: São Pedro do Esteval;586;210;179;197;
;16H050807: União das freguesias de Proença-a-Nova e Peral;2033;722;588;723;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1531;605;491;435;
;16H0511: Vila Velha de Ródão;2548;1120;867;561;
;16H051101: Fratel;668;289;217;162;
;16H051102: Perais;615;268;217;130;
;16H051103: Sarnadas de Ródão;397;186;146;65;
;16H051104: Vila Velha de Ródão;868;377;287;204;
;16I: Médio Tejo;46467;17819;14290;14358;
;16I1401: Abrantes;4884;2103;1614;1167;
;16I140104: Bemposta;297;111;88;98;
;16I140119: Carvalhal;152;76;56;20;
;16I140118: Fontes;302;113;92;97;
;16I140105: Martinchel;342;160;138;44;
;16I140106: Mouriscas;850;364;263;223;
;16I140107: Pego;368;209;149;10;
;16I140108: Rio de Moinhos;66;33;19;14;
;16I140115: Tramagal;187;71;57;59;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;915;316;254;345;
;16I140121: União das freguesias de Aldeia do Mato e Souto;234;115;81;38;
;16I140122: União das freguesias de Alvega e Concavada;351;187;150;14;
;16I140123: União das freguesias de São Facundo e Vale das Mós;404;172;132;100;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;416;176;135;105;
;16I1402: Alcanena;2299;836;692;771;
;16I140202: Bugalhos;393;142;126;125;
;16I140206: Minde;184;66;61;57;
;16I140207: Moitas Venda;134;45;35;54;
;16I140208: Monsanto;173;62;48;63;
;16I140209: Serra de Santo António;302;101;83;118;
;16I140211: União das freguesias de Alcanena e Vila Moreira;261;100;74;87;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;852;320;265;267;
;16I1408: Constância;262;113;87;62;
;16I140801: Constância;33;13;12;8;
;16I140802: Montalvo;78;40;32;6;
;16I140803: Santa Margarida da Coutada;151;60;43;48;
;16I1410: Entroncamento;108;42;34;32;
;16I141002: Nossa Senhora de Fátima;- -;- -;- -;- -;
;16I141001: São João Baptista;108;42;34;32;
;16I1411: Ferreira do Zêzere;3686;1432;1106;1148;
;16I141101: Águas Belas;272;115;84;73;
;16I141103: Beco;396;169;134;93;
;16I141104: Chãos;516;189;158;169;
;16I141106: Ferreira do Zêzere;328;112;88;128;
;16I141107: Igreja Nova do Sobral;277;109;87;81;
;16I141110: Nossa Senhora do Pranto;491;209;163;119;
;16I141111: União das freguesias de Areias e Pias;1406;529;392;485;
;16I1413: Mação;3428;1424;1141;863;
;16I141302: Amêndoa;208;76;63;69;
;16I141303: Cardigos;659;277;208;174;
;16I141304: Carvoeiro;424;162;133;129;
;16I141305: Envendos;678;296;227;155;
;16I141307: Ortiga;291;121;103;67;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1168;492;407;269;
;16I1421: Ourém;9546;3543;2985;3018;
;16I142101: Alburitel;397;149;129;119;
;16I142102: Atouguia;354;132;114;108;
;16I142104: Caxarias;362;186;153;23;
;16I142105: Espite;267;142;123;2;
;16I142106: Fátima;870;306;259;305;
;16I142115: Nossa Senhora da Piedade;781;257;220;304;
;16I142111: Nossa Senhora das Misericórdias;1773;607;513;653;
;16I142113: Seiça;550;198;170;182;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;1166;435;359;372;
;16I142120: União das freguesias de Gondemaria e Olival;802;331;265;206;
;16I142121: União das freguesias de Matas e Cercal;627;226;189;212;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;1315;459;394;462;
;16I142114: Urqueira;282;115;97;70;
;16I1417: Sardoal;1842;699;526;617;
;16I141701: Alcaravela;652;219;165;268;
;16I141702: Santiago de Montalegre;179;80;63;36;
;16I141703: Sardoal;798;320;237;241;
;16I141704: Valhascos;213;80;61;72;
;16I0509: Sertã;6872;2521;1999;2352;
;16I050901: Cabeçudo;270;98;78;94;
;16I050902: Carvalhal;286;99;71;116;
;16I050903: Castelo;544;199;161;184;
;16I050911: Pedrógão Pequeno;477;178;142;157;
;16I050912: Sertã;1472;526;437;509;
;16I050913: Troviscal;809;286;219;304;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;1456;528;411;517;
;16I050916: União das freguesias de Cumeada e Marmeleiro;522;226;174;122;
;16I050917: União das freguesias de Ermida e Figueiredo;473;170;136;167;
;16I050914: Várzea dos Cavaleiros;563;211;170;182;
;16I1418: Tomar;6322;2481;1994;1847;
;16I141802: Asseiceira;436;178;130;128;
;16I141804: Carregueiros;267;106;92;69;
;16I141808: Olalhas;757;261;189;307;
;16I141809: Paialvo;592;249;205;138;
;16I141814: Sabacheira;348;137;115;96;
;16I141813: São Pedro de Tomar;351;137;110;104;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;383;149;129;105;
;16I141818: União das freguesias de Casais e Alviobeira;1006;434;342;230;
;16I141819: União das freguesias de Madalena e Beselga;1066;386;325;355;
;16I141820: União das freguesias de Serra e Junceira;693;272;205;216;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;423;172;152;99;
;16I1419: Torres Novas;5707;2021;1651;2035;
;16I141902: Assentiz;732;263;211;258;
;16I141904: Chancelaria;821;303;256;262;
;16I141917: Meia Via;- -;- -;- -;- -;
;16I141909: Pedrógão;579;197;159;223;
;16I141910: Riachos;211;72;61;78;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1101;414;348;339;
;16I141919: União das freguesias de Olaia e Paço;553;195;153;205;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);816;295;241;280;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;705;227;182;296;
;16I141916: Zibreira;189;55;40;94;
;16I0510: Vila de Rei;1278;520;393;365;
;16I051001: Fundada;235;106;80;49;
;16I051002: São João do Peso;168;67;42;59;
;16I051003: Vila de Rei;875;347;271;257;
;16I1420: Vila Nova da Barquinha;233;84;68;81;
;16I142001: Atalaia;70;26;18;26;
;16I142002: Praia do Ribatejo;58;21;19;18;
;16I142003: Tancos;15;6;4;5;
;16I142006: Vila Nova da Barquinha;90;31;27;32;
;16J: Beiras e Serra da Estrela;79190;30481;24199;24510;
;16J0902: Almeida;3264;1295;1006;963;
;16J090203: Almeida;367;132;111;124;
;16J090207: Castelo Bom;95;42;34;19;
;16J090209: Freineda;174;73;52;49;
;16J090210: Freixo;110;43;29;38;
;16J090213: Malhada Sorda;178;71;59;48;
;16J090219: Nave de Haver;233;105;85;43;
;16J090224: São Pedro de Rio Seco;133;54;46;33;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;218;93;73;52;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;297;112;78;107;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;262;110;83;69;
;16J090233: União das freguesias de Junça e Naves;195;70;54;71;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;246;102;79;65;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;170;64;52;54;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;291;117;88;86;
;16J090227: Vale da Mula;130;41;34;55;
;16J090229: Vilar Formoso;165;66;49;50;
;16J0501: Belmonte;2574;986;815;773;
;16J050102: Caria;803;304;245;254;
;16J050104: Inguias;448;177;147;124;
;16J050105: Maçainhas;269;113;86;70;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;1054;392;337;325;
;16J0903: Celorico da Beira;3350;1182;971;1197;
;16J090302: Baraçal;128;45;34;49;
;16J090304: Carrapichana;111;45;33;33;
;16J090322: Casas do Soeiro;58;22;16;20;
;16J090306: Forno Telheiro;341;107;87;147;
;16J090307: Lajeosa do Mondego;188;60;55;73;
;16J090308: Linhares;184;64;57;63;
;16J090309: Maçal do Chão;133;49;39;45;
;16J090310: Mesquitela;173;67;50;56;
;16J090311: Minhocal;185;61;50;74;
;16J090312: Prados;117;35;31;51;
;16J090314: Ratoeira;152;56;42;54;
;16J090323: União das freguesias de Açores e Velosa;217;76;68;73;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;524;183;154;187;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;330;117;99;114;
;16J090326: União das freguesias de Rapa e Cadafaz;255;95;76;84;
;16J090318: Vale de Azares;254;100;80;74;
;16J0503: Covilhã;7519;2818;2281;2420;
;16J050302: Aldeia de São Francisco de Assis;90;33;22;35;
;16J050305: Boidobra;280;109;89;82;
;16J050308: Cortes do Meio;355;125;101;129;
;16J050309: Dominguizo;114;43;41;30;
;16J050310: Erada;191;68;63;60;
;16J050311: Ferro;973;331;279;363;
;16J050312: Orjais;295;120;98;77;
;16J050314: Paul;463;179;151;133;
;16J050315: Peraboa;646;247;190;209;
;16J050318: São Jorge da Beira;109;47;37;25;
;16J050322: Sobral de São Miguel;153;56;47;50;
;16J050324: Tortosendo;508;186;147;175;
;16J050325: Unhais da Serra;253;84;74;95;
;16J050332: União das freguesias de Barco e Coutada;492;198;153;141;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;180;86;47;47;
;16J050334: União das freguesias de Casegas e Ourondo;228;92;74;62;
;16J050335: União das freguesias de Covilhã e Canhoso;322;115;95;112;
;16J050336: União das freguesias de Peso e Vales do Rio;215;84;65;66;
;16J050337: União das freguesias de Teixoso e Sarzedo;1030;363;304;363;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;376;142;116;118;
;16J050327: Verdelhos;246;110;88;48;
;16J0904: Figueira de Castelo Rodrigo;4255;1701;1327;1227;
;16J090403: Castelo Rodrigo;88;29;24;35;
;16J090406: Escalhão;582;221;177;184;
;16J090408: Figueira de Castelo Rodrigo;622;225;185;212;
;16J090410: Mata de Lobos;251;99;82;70;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;676;280;208;188;
;16J090419: União das freguesias de Almofala e Escarigo;397;168;127;102;
;16J090420: União das freguesias de Cinco Vilas e Reigada;348;137;110;101;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;623;259;199;165;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;264;133;93;38;
;16J090415: Vermiosa;404;150;122;132;
;16J0905: Fornos de Algodres;2135;774;628;733;
;16J090501: Algodres;264;96;69;99;
;16J090502: Casal Vasco;117;38;34;45;
;16J090504: Figueiró da Granja;229;75;64;90;
;16J090505: Fornos de Algodres;316;118;87;111;
;16J090507: Infias;48;16;15;17;
;16J090509: Maceira;150;62;43;45;
;16J090510: Matança;166;58;50;58;
;16J090511: Muxagata;103;38;33;32;
;16J090512: Queiriz;180;62;54;64;
;16J090517: União das freguesias de Cortiçô e Vila Chã;105;40;34;31;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;244;93;80;71;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;213;78;65;70;
;16J0504: Fundão;12129;4775;3825;3529;
;16J050401: Alcaide;386;161;131;94;
;16J050402: Alcaria;414;162;132;120;
;16J050403: Alcongosta;262;86;77;99;
;16J050406: Alpedrinha;502;181;149;172;
;16J050408: Barroca;345;145;109;91;
;16J050410: Bogas de Cima;395;143;110;142;
;16J050411: Capinha;353;152;116;85;
;16J050412: Castelejo;396;164;125;107;
;16J050413: Castelo Novo;334;127;100;107;
;16J050431: Enxames;413;150;129;134;
;16J050416: Fatela;217;85;72;60;
;16J050419: Lavacolhos;196;80;59;57;
;16J050420: Orca;641;280;210;151;
;16J050421: Pêro Viseu;422;175;141;106;
;16J050424: Silvares;270;97;77;96;
;16J050425: Soalheira;440;172;132;136;
;16J050426: Souto da Casa;464;194;152;118;
;16J050427: Telhado;328;139;108;81;
;16J050432: Três Povos;558;244;196;118;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2350;844;699;807;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;357;159;126;72;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;727;292;245;190;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1359;543;430;386;
;16J0906: Gouveia;3976;1530;1218;1228;
;16J090602: Arcozelo;343;122;96;125;
;16J090603: Cativelos;364;139;108;117;
;16J090605: Folgosinho;128;43;39;46;
;16J090625: Gouveia;253;91;74;88;
;16J090612: Nespereira;213;87;64;62;
;16J090613: Paços da Serra;253;92;78;83;
;16J090614: Ribamondego;62;30;28;4;
;16J090617: São Paio;245;125;96;24;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;137;57;48;32;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;130;45;37;48;
;16J090626: União das freguesias de Melo e Nabais;361;125;110;126;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;454;172;144;138;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;281;116;84;81;
;16J090619: Vila Cortês da Serra;97;42;31;24;
;16J090620: Vila Franca da Serra;70;26;21;23;
;16J090621: Vila Nova de Tazem;585;218;160;207;
;16J0907: Guarda;8477;3143;2549;2785;
;16J090766: Adão;133;57;46;30;
;16J090703: Aldeia do Bispo;126;51;35;40;
;16J090704: Aldeia Viçosa;201;82;68;51;
;16J090705: Alvendre;122;46;38;38;
;16J090706: Arrifana;140;44;36;60;
;16J090708: Avelãs da Ribeira;148;48;41;59;
;16J090709: Benespera;174;70;51;53;
;16J090711: Casal de Cinza;325;110;90;125;
;16J090712: Castanheira;166;72;59;35;
;16J090713: Cavadoude;171;58;49;64;
;16J090714: Codesseiro;171;61;49;61;
;16J090716: Faia;142;68;49;25;
;16J090717: Famalicão;237;91;73;73;
;16J090718: Fernão Joanes;158;58;51;49;
;16J090757: Gonçalo;384;156;129;99;
;16J090721: Gonçalo Bocas;116;43;34;39;
;16J090758: Guarda;464;165;133;166;
;16J090759: Jarmelo São Miguel;293;103;88;102;
;16J090760: Jarmelo São Pedro;318;115;96;107;
;16J090722: João Antão;165;68;51;46;
;16J090723: Maçainhas;121;45;35;41;
;16J090724: Marmeleiro;307;105;89;113;
;16J090725: Meios;109;36;29;44;
;16J090728: Panoias de Cima;212;77;61;74;
;16J090729: Pega;72;29;20;23;
;16J090730: Pêra do Moço;442;150;124;168;
;16J090732: Porto da Carne;80;30;25;25;
;16J090734: Ramela;132;54;47;31;
;16J090738: Santana da Azinha;173;64;51;58;
;16J090744: Sobral da Serra;188;69;62;57;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;142;42;33;67;
;16J090762: União de freguesias de Corujeira e Trinta;181;58;55;68;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;217;91;64;62;
;16J090764: União de freguesias de Pousade e Albardo;224;100;68;56;
;16J090765: União de freguesias de Rochoso e Monte Margarida;138;55;41;42;
;16J090746: Vale de Estrela;83;27;21;35;
;16J090747: Valhelhas;155;53;43;59;
;16J090748: Vela;335;131;103;101;
;16J090749: Videmonte;289;102;89;98;
;16J090750: Vila Cortês do Mondego;144;46;41;57;
;16J090751: Vila Fernando;229;90;80;59;
;16J090752: Vila Franca do Deão;136;49;40;47;
;16J090753: Vila Garcia;214;74;62;78;
;16J0908: Manteigas;544;210;184;150;
;16J090802: Manteigas (Santa Maria);252;97;85;70;
;16J090803: Manteigas (São Pedro);174;68;58;48;
;16J090801: Sameiro;62;25;22;15;
;16J090804: Vale de Amoreira;56;20;19;17;
;16J0909: Mêda;4456;1851;1353;1252;
;16J090901: Aveloso;200;61;47;92;
;16J090902: Barreira;229;106;79;44;
;16J090905: Coriscada;288;121;91;76;
;16J090907: Longroiva;402;207;142;53;
;16J090908: Marialva;220;108;78;34;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1266;482;364;420;
;16J090912: Poço do Canto;603;246;172;185;
;16J090918: Prova e Casteição;290;118;81;91;
;16J090914: Rabaçal;312;129;96;87;
;16J090915: Ranhados;259;100;76;83;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;387;173;127;87;
;16J0910: Pinhel;7972;3133;2411;2428;
;16J091028: Agregação das freguesias Sul de Pinhel;409;189;142;78;
;16J091032: Alto do Palurdo;325;137;103;85;
;16J091029: Alverca da Beira/Bouça Cova;502;201;151;150;
;16J091009: Ervedosa;282;91;83;108;
;16J091010: Freixedas;734;281;225;228;
;16J091012: Lamegal;357;160;106;91;
;16J091013: Lameiras;466;160;115;191;
;16J091014: Manigoto;238;87;67;84;
;16J091015: Pala;777;266;212;299;
;16J091017: Pinhel;1043;420;340;283;
;16J091018: Pínzio;255;115;81;59;
;16J091024: Souro Pires;548;184;159;205;
;16J091030: Terras de Massueime;316;124;99;93;
;16J091035: União das freguesias de Atalaia e Safurdão;286;123;83;80;
;16J091031: Valbom/Bogalhal;421;175;130;116;
;16J091033: Vale do Côa;408;181;132;95;
;16J091034: Vale do Massueime;407;156;120;131;
;16J091027: Vascoveiro;198;83;63;52;
;16J0911: Sabugal;6284;2607;2026;1651;
;16J091101: Águas Belas;149;51;43;55;
;16J091103: Aldeia da Ponte;132;61;49;22;
;16J091102: Aldeia do Bispo;88;40;35;13;
;16J091106: Aldeia Velha;232;89;75;68;
;16J091107: Alfaiates;166;72;62;32;
;16J091109: Baraçal;124;53;39;32;
;16J091110: Bendada;318;126;105;87;
;16J091111: Bismula;140;54;36;50;
;16J091112: Casteleiro;369;159;127;83;
;16J091113: Cerdeira;102;42;32;28;
;16J091114: Fóios;124;48;45;31;
;16J091118: Malcata;154;69;50;35;
;16J091120: Nave;151;74;51;26;
;16J091123: Quadrazais;101;42;34;25;
;16J091124: Quintas de São Bartolomeu;134;43;30;61;
;16J091125: Rapoula do Côa;131;56;38;37;
;16J091126: Rebolosa;126;57;46;23;
;16J091127: Rendo;201;89;61;51;
;16J091133: Sortelha;393;144;127;122;
;16J091134: Souto;252;124;104;24;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;311;132;95;84;
;16J091142: União das freguesias de Lajeosa e Forcalhos;112;47;39;26;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;508;201;146;161;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;155;65;44;46;
;16J091146: União das freguesias de Santo Estêvão e Moita;375;167;125;83;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;271;112;77;82;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;469;179;145;145;
;16J091136: Vale de Espinho;175;67;61;47;
;16J091138: Vila Boa;136;62;47;27;
;16J091139: Vila do Touro;185;82;58;45;
;16J0912: Seia;6773;2447;1979;2347;
;16J091201: Alvoco da Serra;212;81;70;61;
;16J091205: Girabolhos;210;84;62;64;
;16J091207: Loriga;164;53;45;66;
;16J091208: Paranhos;590;215;168;207;
;16J091209: Pinhanços;222;80;70;72;
;16J091210: Sabugueiro;42;15;13;14;
;16J091212: Sandomil;347;129;113;105;
;16J091213: Santa Comba;460;154;127;179;
;16J091216: Santiago;423;156;123;144;
;16J091219: Sazes da Beira;56;23;20;13;
;16J091221: Teixeira;66;28;27;11;
;16J091224: Travancinha;303;103;84;116;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;434;165;126;143;
;16J091231: União das freguesias de Sameice e Santa Eulália;457;162;123;172;
;16J091232: União das freguesias de Santa Marinha e São Martinho;611;211;182;218;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;765;272;220;273;
;16J091234: União das freguesias de Torrozelo e Folhadosa;229;84;66;79;
;16J091235: União das freguesias de Tourais e Lajes;822;298;230;294;
;16J091236: União das freguesias de Vide e Cabeça;203;74;60;69;
;16J091225: Valezim;98;39;31;28;
;16J091228: Vila Cova à Coelheira;59;21;19;19;
;16J0913: Trancoso;5482;2029;1626;1827;
;16J091301: Aldeia Nova;217;79;64;74;
;16J091303: Castanheira;177;54;43;80;
;16J091304: Cogula;182;71;55;56;
;16J091305: Cótimos;205;79;63;63;
;16J091307: Fiães;141;53;37;51;
;16J091309: Granja;198;73;60;65;
;16J091310: Guilheiro;133;49;40;44;
;16J091311: Moimentinha;141;49;39;53;
;16J091312: Moreira de Rei;504;189;160;155;
;16J091313: Palhais;132;41;37;54;
;16J091314: Póvoa do Concelho;251;78;63;110;
;16J091315: Reboleiro;84;31;28;25;
;16J091316: Rio de Mel;145;51;41;53;
;16J091321: Tamanhos;221;83;65;73;
;16J091330: União das freguesias de Freches e Torres;382;138;112;132;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;352;133;108;111;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;663;258;199;206;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;332;133;109;90;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;435;167;133;135;
;16J091335: União das freguesias de Vilares e Carnicães;345;128;97;120;
;16J091325: Valdujo;242;92;73;77;
;17: Área Metropolitana de Lisboa;32650;11770;9563;11317;
;170: Área Metropolitana de Lisboa;32650;11770;9563;11317;
;1701502: Alcochete;829;274;231;324;
;170150201: Alcochete;568;180;150;238;
;170150202: Samouco;86;32;27;27;
;170150203: São Francisco;175;62;54;59;
;1701503: Almada;389;170;96;123;
;170150303: Costa da Caparica;149;66;38;45;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;8;5;1;2;
;170150313: União das freguesias de Caparica e Trafaria;123;55;27;41;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;102;42;28;32;
;170150315: União das freguesias de Laranjeiro e Feijó;7;2;2;3;
;1701115: Amadora;49;17;15;17;
;170111512: Alfragide;2;1;1;- -;
;170111513: Águas Livres;- -;- -;- -;- -;
;170111514: Encosta do Sol;4;2;1;1;
;170111515: Falagueira-Venda Nova;5;2;2;1;
;170111516: Mina de Água;30;10;9;11;
;170111517: Venteira;3;1;1;1;
;1701504: Barreiro;281;105;88;88;
;170150407: Santo António da Charneca;219;79;66;74;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;13;5;4;4;
;170150410: União das freguesias de Barreiro e Lavradio;2;1;1;- -;
;170150411: União das freguesias de Palhais e Coina;47;20;17;10;
;1701105: Cascais;158;85;51;22;
;170110501: Alcabideche;70;35;29;6;
;170110506: São Domingos de Rana;39;20;6;13;
;170110507: União das freguesias de Carcavelos e Parede;4;2;2;- -;
;170110508: União das freguesias de Cascais e Estoril;45;28;14;3;
;1701106: Lisboa;1;1;- -;- -;
;170110601: Ajuda;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;
